global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
62449.33827866658	n/a	n/a	3899919851.4433312	102269.78434834504	n/a	10459108790.657	n/a	60480.902035629886	n/a	3657939511.0434594	n/a	72760.39945965595	65678.18948157359	n/a	n/a	n/a	n/a	-0.1876535985	-0.0558209	-0.0975269558	0.1218065862	-0.0287367743	0.0024191302	-0.0312618689	0.1883164659	-0.0576871851	-0.1669364002	0.0860367056	-0.0439625516	0.1848498841	-0.1506443559	0.0213909885	-0.1197325928	0.0526884064	-0.0798306273	0.1543846894	-0.0590764576	0.0511898089	-0.0681644846	0.0248514501	-0.0133557468	0.0411740426	-0.0683932374	0.0760026337	-0.1334249819	0.0410795653	-0.0495310451	0.1036880666	-0.1640914099	0.0088330396	-0.0363207692	0.0926134381	-0.0745950806	0.0008437556	-0.0728890014	-0.0346994488	0.0135002567	-0.0564880186	0.3122558741	-0.0387520624	0.0570403879	-0.3532996699	0.002524131	-0.1249478576	0.0067252013	-0.1412262618	0.1549349474	-0.056331655	0.159081884	-0.0690207404	0.0294954246	0.1233963203	0.1203780544	0.1203546593	0.1203156708	-0.116585	n/a	0.0135920622249999	n/a	0.232209	n/a	0.053921019681	n/a	-0.329828	n/a	0.108786509584	n/a	0.0124671	n/a	0.00015542858241	n/a	0.000767144	n/a	n/a	5.88509916736e-07	-0.000740263	n/a	5.47989309169e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62589.93722825273	140.5989495861504	19768.064624728864	3917500242.2366176	102305.84008789062	36.05573954558349	10466484916.089048	1300.0163541789532	60317.7273391664	-163.17469646348763	3638228231.362021	26625.98156595132	72891.95771330343	66512.8538872153	1.365784	32.462894	0.2329288	0.145254	-0.1714970574	-0.10101197	-0.0166598222	-0.0279194361	-0.0700204594	0.06517456	0.0519394358	0.1500230819	0.0441258662	-0.1225714965	-0.1065676743	0.0352964258	0.1697425508	-0.0915412017	0.154577989	-0.1035722075	-0.1338961038	-0.0170976399	0.1414719837	-0.1444949464	0.0942249914	-0.0457450738	0.0672272682	0.015769614	-0.0747525026	-0.0036756876	0.000281307	-0.0435167054	-0.0678315658	-0.0234005679	-0.0390068859	-0.0634081069	-0.072164281	-0.018043555	0.0160596688	0.047207497	-0.0119895279	0.086727564	-0.0931436187	0.0538367354	-0.0332265647	0.1099147618	-0.2378485054	0.0397937412	-0.2561261882	0.1476802907	0.0280433374	0.0431063919	-0.0628104817	-0.0073761194	-0.0479974014	0.0874295416	-0.113083338	0.0311702491	-0.0791480881	0.1203156708	0.1201052059	0.1197547036	-0.0993472	0.0172377999999999	0.0098698661478399	0.0002971417488399	0.221622	-0.0105869999999999	0.049116310884	0.0001120845689999	-0.360395	-0.030567	0.129884556025	0.000934341489	0.00969283	-0.00277427	9.39509534089e-05	7.696574032900004e-06	0.00108264	0.0003154959999999	9.953772601599999e-08	1.1721093696e-06	-0.000339289	0.000400974	1.15117025521e-07	1.6078014867600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62682.88153647099	92.94430821825516	8638.644430170016	3929143637.7152553	103006.61533344656	700.7752455559385	10610362802.45263	491085.94478398585	60442.501028764666	124.77368959826708	3653295930.6122174	15568.473615964704	73025.09229347398	66042.51600114208	1.248535	29.676035	0.145746775	0.0905733	-0.1725954927	0.0555266649	0.1012987771	0.0120643861	-0.0070888311	-0.0046958714	0.1309770212	0.0967846611	-0.0461490558	-0.1311457197	0.0162524735	-0.0378801748	-0.0119003085	-0.107272939	0.1672705416	-0.1749191429	0.0055455945	-0.1259610194	0.0458104026	0.0618396766	0.0454964784	0.1297390718	0.0189114709	-0.0084095498	0.0281087808	0.2289587417	0.0866426636	-0.0893791051	0.0461398511	-0.0459484081	-0.0497276979	0.0436519389	-0.0861217238	0.0493560755	0.1137904041	-0.0381524177	-0.0379370153	-0.0513207588	-0.0729320823	-0.058199542	0.0908747679	0.2167421115	-0.1150148592	-0.1540956923	-0.1399505707	0.0646710557	-0.0185044282	0.0056481146	0.037464385	0.0531119147	0.0947036687	-0.2079267948	-0.082407671	-0.054277711	-0.1069267507	0.120190936	0.1196068161	0.1186353847	-0.0950327	0.0043144999999999	0.00903121406929	1.861491024999999e-05	0.190255	-0.031367	0.036196965025	0.000983888689	-0.27814	0.082255	0.0773618596	0.006765885025	0.00983745	0.0001446199999999	9.677542250249998e-05	2.0914944399999948e-08	0.00108263	-9.999999999940612e-09	9.999999999881223e-17	1.1720877169e-06	7.22865e-05	0.0004115755	5.22533808225e-09	1.6939439220025006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62685.54942308249	2.6678866115034907	7.117618971839578	3929478106.4737177	103636.97589022871	630.3605567821505	10740622771.671848	397354.4315467028	60474.14308741444	31.642058649777027	3657121982.157076	1001.2198755959292	73116.3128129929	66919.77336115434	1.211102	28.786295	0.2301898749999999	0.130718	-0.1732959665	0.0431410654	-0.0886972455	0.0447733896	0.0507648046	-0.0671633987	-0.0380259658	0.0800943192	-0.0668926929	-0.0557778033	0.095099934	-0.0216729174	0.0448495275	0.0582511934	0.1114433217	-0.2285731902	0.0278400225	-0.1061835278	0.0824463471	0.1112507131	-0.0121290502	0.053333034	0.0613701558	0.048882225	0.0309819995	0.0397154138	-0.0270034199	-0.0607455944	-0.0359556454	-0.078798783	0.1139357951	-0.0501813132	-0.064639147	0.0514571833	-0.0002168907	0.0437896307	0.0609681473	-0.1026900735	0.0561099136	-0.0343758595	0.0094914199	0.1444440917	0.0591268411	0.0633140399	-0.1916756639	-0.046532632	-0.1251103189	0.0065469422	-0.0315661112	0.0591278361	-0.0088440411	-0.0490360338	-0.057211559	0.0222872489	-0.151716104	0.1200039147	0.1188605229	0.1169629329	-0.0764384	0.0185942999999999	0.00584282899456	0.0003457479924899	0.157006	-0.033249	0.024650884036	0.001105496001	-0.240224	0.037916	0.057707570176	0.001437623056	0.00769283	-0.0021446199999999	5.917963340890001e-05	4.599394944399996e-06	0.000618288	-0.0004643419999999	2.1561349296400002e-07	3.8228005094400004e-07	-0.000127363	-0.0001996495	1.6221333768999998e-08	3.985992285025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62720.24466281282	34.69523973032483	1203.7596599447106	3933829090.5630994	102810.49558659796	-826.4803036307567	10569998002.76188	683069.6922895878	60551.4097946545	77.26670724005817	3666473228.120181	5970.144047720857	73275.87194708695	65959.16275252003	1.053652	25.043922	0.08924165	0.0512384	-0.127104177	-0.0682541244	-0.080821455	-0.0205841852	-0.0233434079	0.0206462836	-0.0655620063	0.1301853353	-0.0939770769	-0.0274105796	0.0862389599	0.1042306836	0.1700482292	-0.082442703	-0.0479376871	-0.0932687321	0.0797470513	-0.0072987365	0.1490592212	0.0308680372	0.1042804587	-0.0345402205	0.0263843479	0.0149910908	0.0153101142	0.0136152704	-0.0263052926	-0.0662539892	-0.0189314373	0.1256873522	0.0470201061	0.0587914516	0.1328358633	0.0463568863	0.0132726054	-0.0330579056	-0.0025753947	-0.0134458132	0.0277025555	0.1320803827	-0.0068639431	0.0716149367	0.0183454036	0.0655621818	-0.1125529006	0.082217054	-0.1244439176	0.0883563823	-0.0170583811	0.0043695597	-0.0384258987	-0.0454362606	-0.0100231233	0.0418606269	0.0357940055	0.1197547036	0.1178678731	0.1147451459	-0.0609081	0.0155303	0.00370979664561	0.00024119021809	0.157108	0.0001019999999999	0.024682923664	1.0403999999998162e-08	-0.204827	0.0353969999999999	0.041954099929	0.0012529476089999	0.00716963	-0.0005232	5.14035943369e-05	2.737382400000006e-07	0.000682882	6.459399999999996e-05	4.172384835999995e-09	4.66327825924e-07	-0.000303816	-0.000176453	9.2304161856e-08	3.1135661209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62693.68527324268	-26.559389570138592	705.4011743383866	3930498173.1404057	103186.39500066049	375.8994140625291	10647432113.232332	141300.3694925527	60428.054802090126	-123.3549925643747	3651549807.164408	15216.454190556937	73409.34489137668	66297.07882990433	1.10349	26.228521	0.0461641249999999	0.0267945	-0.1156521532	-0.0942856534	0.0162455802	-0.1070848775	-0.0274397428	0.0630304894	0.0559011192	0.1249563099	-0.0045356688	-0.0301019729	-0.079725174	0.0724439026	0.1397675151	-0.0459255356	0.1237514093	-0.0153248405	0.0246151771	0.0674819052	0.0172832655	0.0864267434	-0.0347680286	-0.1052901842	0.0154578091	-0.0071958879	-0.00273026	-0.0717104325	-0.0346930655	0.1793975102	0.1333984681	0.1474639073	0.0285640181	-0.0471625776	0.0281691307	-0.1454556404	-0.0029205927	0.0138140919	0.0661849837	0.0480031142	-0.0545343187	0.0968197309	0.0037358359	-0.0188854041	-0.1757854571	-0.0094035063	-0.0114640441	0.1182958384	0.0286893049	0.1276353704	-0.022307554	0.013416689	-0.0463542748	-0.0957304133	0.1572520537	0.062646904	0.0306220201	0.1194434321	0.1166309242	0.111992364	-0.0608251	8.299999999999974e-05	0.00369969279001	6.8889999999999575e-09	0.15708	-2.8000000000000247e-05	0.0246741264	7.840000000000137e-10	-0.188352	0.016475	0.035476475904	0.000271425625	0.00712031	-4.93199999999994e-05	5.06988144961e-05	2.432462399999941e-09	0.000516742	-0.0001661399999999	2.7602499599999985e-08	2.6702229456400004e-07	7.22865e-05	0.0003761024999999	5.22533808225e-09	1.4145309050624997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62733.015672732254	39.33039948957594	1546.8803240096352	3935431255.3952703	104175.463052206	989.0680515455168	10852527102.14154	978255.6105880452	60479.55021848517	51.49541639504605	3657775994.63027	2651.7779096991776	73417.35280153292	66541.88581522279	1.273106	30.260061	0.0437735	0.0319458	-0.1123238925	0.1030899412	0.1064694602	-0.072408979	0.0344494805	-0.0400894016	0.1513747747	0.0486705912	-0.0405003576	-0.0492366483	-0.0232271486	-0.1258590064	0.0510822714	0.0091626048	-0.0199463082	-0.1283365329	0.2081601127	0.0762627442	-0.18206091	0.0586415416	0.0980999363	0.0231186943	-0.0701798801	-0.0346460109	0.0079641261	0.0094618117	-0.060751888	0.0527747656	-0.1097309038	-0.0532931274	-0.0912627646	0.1472105957	-0.0303712174	-0.0789318536	0.2099998285	0.026331197	-0.0426298918	-0.053304775	-0.0363159289	-0.0439059695	0.1019660273	0.0545104192	-0.0934827707	-0.1296965278	0.0635860632	-0.0358455006	-0.1030218872	0.0279142736	0.0846889029	0.0444737989	0.1508967322	-0.2535080326	0.1485584452	-0.0295621073	-0.0187435591	0.1190702613	0.1151522399	0.1087174221	-0.0608251	0.0	0.00369969279001	0.0	0.136339	-0.020741	0.0185883229209999	0.000430189081	-0.188328	2.3999999999996247e-05	0.035467435584	5.759999999998199e-10	0.00666014	-0.00046017	4.43574648196e-05	2.117564289000002e-07	0.000516742	0.0	0.0	2.6702229456400004e-07	7.22865e-05	0.0	5.22533808225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62702.19060075316	-30.82507197909581	950.1850625164376	3931564706.1331778	104126.3768776419	-49.08617456410138	10842302361.66472	2409.4525333374336	60575.63791303374	96.0876945485652	3669407908.5709705	9232.845043658366	73712.2978472496	67071.54026706502	1.321749	31.416239	0.19532145	0.121105	-0.0771942862	0.0643012095	-0.1145405892	-0.0355984003	0.0901102946	-0.1060518964	-0.1244354914	0.0188192913	-0.1041686617	-0.0549152234	0.0723680195	-0.1139618684	-0.0132898954	0.0574931053	-0.0715449837	-0.1570691106	0.1632891239	-0.049529379	-0.0483509872	0.0483663649	-0.0911086339	-0.0141165143	-0.0653180196	0.0297575147	0.0053960433	-0.1105696231	0.0238661192	0.2109276826	0.0221668267	0.0552654106	-0.1467078527	-0.1160532212	-0.0772469922	0.1429845344	-0.1142127517	-0.0009487369	0.0386692774	-0.1365055035	0.1010255783	0.0662259065	-0.0427631793	0.0254665828	-0.0096555359	-0.126875035	0.0508192053	-0.14961973	-0.1159228776	0.0877129066	-0.1319197066	-0.0968200111	-0.0157898526	0.036154668	0.1611531371	0.052569644	-0.1125992941	0.1186353847	0.1134348849	0.1049355893	-0.060814	1.11e-05	0.003698342596	1.2320999999999998e-10	0.0889607	-0.0473782999999999	0.00791400614449	0.0022447033108899	-0.107389	0.080939	0.0115323973209999	0.0065511217209999	0.00547549	-0.0011846499999999	2.9980990740100004e-05	1.4033956224999995e-06	0.000671953	0.0001552109999999	2.4090454520999982e-08	4.51520834209e-07	7.22865e-05	0.0	5.22533808225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62457.94795533252	-244.2426454206361	59654.469842070575	3900995262.791026	102594.42225359488	-1531.954624047023	10525615477.548923	2346884.9701390546	60525.68160752119	-49.95630551254726	3663358134.055029	2495.63246046296	73172.42973648215	65755.64483125332	1.148338	27.294477	0.0541933365	0.0298678	-0.0232426631	-0.0864580993	-0.0629018661	-0.038152383	-0.021005912	0.0822155297	-0.0487681084	-0.0096679678	-0.077383537	-0.0019834181	0.1012014601	0.046607556	0.0083301758	0.0311262572	-0.0830569847	0.0158725247	-0.0049617691	-0.0414442827	-0.0931808215	0.10131205	0.0958453214	0.0199228503	0.00207924	0.0972343647	-0.0320221774	0.0138803523	-0.0465272375	0.0936149891	0.1014181998	0.0533221582	0.1559923018	0.1025388014	0.026355895	0.1500789559	-0.0940407293	0.0796074822	0.0043660302	-0.0112891679	-0.0075778199	0.0769636411	0.0034433323	0.046524024	0.1906126949	0.0951444228	0.018246556	-0.0257528364	-0.1073627277	-0.0047869599	0.0233702845	-0.0060948665	0.0712614738	-0.1327238235	0.0124172062	0.0679900002	0.0157828605	0.1181390277	0.1114824189	0.1006644984	-0.0608425	-2.8500000000000747e-05	0.00370180980625	8.122500000000426e-10	0.0914486	0.0024879	0.00836284644196	6.189646410000006e-06	-0.084528	0.0228609999999999	0.007144982784	0.0005226253209999	0.00531559	-0.0001599	2.82554970481e-05	2.5568010000000047e-08	0.000337704	-0.000334249	1.11722394001e-07	1.1404399161599999e-07	-9.88323e-06	-8.216973e-05	9.767823523289998e-11	6.7518645282729015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62407.1200403996	-50.82791493292461	2583.476936428621	3894648631.736845	102829.16453662816	234.74228303327985	10573837079.300947	55103.93944367645	60253.92199468302	-271.75961283817014	3630535115.7413454	73853.28716995213	73099.56602917981	64589.33477328026	1.12485	26.736198	0.1680930865	0.0906378	-0.0396396015	-0.0644803358	0.0929380257	-0.03605173	-0.0365491847	0.0776739504	0.0652535961	0.0147771906	0.0835481416	0.0049125396	-0.0694846235	0.0975720618	0.0134367397	-0.1070138214	-0.0686145961	-0.0531268678	-0.0345037299	-0.1709700045	0.1456736081	0.0939095126	0.0299098488	-0.084256061	0.0128913174	0.0959970133	-0.1375489194	0.043501894	0.0807794733	-0.0266101393	-0.1175661973	-0.0560017055	-0.0224941109	-0.0549697537	0.0408063261	-0.1782588514	-0.0026490679	0.0693691569	-0.1074650895	0.1006129261	-0.0786371973	0.0084089222	-0.0067081057	-0.0402460195	-0.0479011659	-0.0203820492	-0.0157563751	0.0777847673	-0.027701374	0.1303001961	-0.0095153928	-0.0235219564	0.047411787	-0.1094347575	-0.1579836913	-0.0333879929	0.0014473158	0.1175814474	0.1092988885	0.0959240631	-0.0488512	0.0119913	0.00238643974144	0.00014379127569	0.155701	0.0642524	0.024242801401	0.00412837090576	-0.120943	-0.0364149999999999	0.0146272092489999	0.0013260522249999	0.00616307	0.0008474799999999	3.79834318249e-05	7.18222350399999e-07	0.000516742	0.000179038	3.2054605444000034e-08	2.6702229456400004e-07	7.22865e-05	8.216973e-05	5.22533808225e-09	6.7518645282729015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
