global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
62327.859600887474	n/a	n/a	3884762082.427941	103974.43216395036	n/a	10810682543.815916	n/a	60529.61962447309	n/a	3663834851.8833976	n/a	73888.36682720303	62234.47586963795	n/a	n/a	n/a	n/a	-0.038395692	0.0618579328	-0.0453297057	0.0147679756	-0.0207000985	0.0687636124	-0.0761564117	0.0112433233	-0.072469639	0.0156931106	0.0400647419	-0.0041685978	0.0097171671	-0.0655037716	0.0520466875	-0.0936657267	0.0240157603	-0.0663311964	0.0150266274	-0.0821681832	0.028830028	-0.0417733425	-0.0806972007	0.1250717503	-0.0586066915	0.0018011288	-0.0095156724	0.1063537703	-0.0800953335	0.0158740816	-0.0790314301	0.0574896539	-0.0881718035	0.0476391483	-0.0019003316	-0.005447616	0.0133917677	0.0085726047	-0.0349267797	-0.0515725203	-0.1485834692	0.0122800663	-0.0618615109	0.0257879397	-0.0910330784	0.0431228342	-0.0693456683	0.1493348826	-0.0175238668	0.0245064966	0.0091689771	-0.0550624002	0.0159341987	-0.0238090787	0.0293597209	-0.0574738532	0.0286936504	-0.1051843367	0.0663811659	-0.057224313	0.0673495646	-0.0035299875	0.0923204453	-0.0538774674	0.007269643	-0.0347628412	0.0082158491	-0.0790019369	0.1832028331	-0.0129957347	0.0486525158	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	-0.32419	n/a	0.1050991560999999	n/a	-0.00199323	n/a	3.972965832899999e-06	n/a	0.0521513	n/a	0.00271975809169	n/a	0.00465736	n/a	2.1691002169600003e-05	n/a	-0.00163386	n/a	n/a	2.6694984996e-06	-0.00606319	n/a	3.676227297610001e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62500.63423932674	172.7746384392667	29851.07568781934	3906329280.318102	102965.68888774671	-1008.7432762036478	10601933088.128246	1017562.997286069	60523.80211626541	-5.817508207677747	3663130622.608853	33.84340174639795	73477.91552537243	62687.986761228	1.397012	41.041496	0.185701863	0.0901792	-0.0472795505	0.0011338619	0.1250335015	-0.0395011907	-0.0847595335	-0.0943009433	-0.0409882982	0.0376860987	0.0550661451	0.0420563092	0.0627156434	-0.0115762046	-0.0161590962	-0.0847021248	0.002220887	-0.0560818932	-0.0229955074	0.126922276	0.0189513389	0.0624863	0.0299611517	-0.1018410834	-0.1730936825	-0.0553904787	-0.1419271066	-0.0136426518	-0.0559204434	-0.0637471562	-0.1100377035	-0.0618233374	-0.0212951876	-0.1208862643	0.0657853446	-0.0646092048	0.0093973729	-0.0156152551	0.020401508	-0.0140007463	-0.068464609	-0.0320163154	0.0333095167	0.024364192	-0.0085032254	-0.0188310798	0.1360835532	0.1338908021	-0.0339450624	-0.084459462	-0.2135963575	0.0136854073	0.0845918579	0.0430029261	-0.0730759421	-0.0311407905	-0.0396908201	-0.0384194432	-0.0303607509	-0.0534547725	0.0624750039	-0.0199669957	-0.0685630837	0.0618701231	-0.0075983609	0.0974866726	-0.1158593257	0.0446849988	-0.229099316	-0.036457876	0.0562101368	0.0163767169	-0.0015047649	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	-0.281085	0.043105	0.0790087772249999	0.001858041025	0.0248971	0.0268903299999999	0.0006198655884099	0.0007230898475088	0.000506267	-0.051645033	2.56306275289e-07	0.002667209433571	0.00442354	-0.00023382	1.95677061316e-05	5.4671792400000015e-08	-0.00175003	-0.00011617	1.3495468900000018e-08	3.0626050009e-06	-0.00513195	0.00093124	2.63369108025e-05	8.672079376000013e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62891.422883721294	390.7886443945536	152715.76458773285	3955331072.339062	104405.40627102648	1439.7173832797707	10900488858.618095	2072786.1437179504	60892.68305670396	368.8809404385465	3707918849.844201	136073.1482188265	74096.98140254998	62161.83130273273	1.314436	38.61557	0.1152709709999999	0.0655523	-0.0363837384	0.0042810545	-0.0257659527	-0.0934786664	-0.0281787803	0.0023299546	0.0351427908	0.0623344541	-0.1011751733	-0.0316964995	-0.0731927006	-0.0423240672	-0.0533094297	0.0573864747	-0.0136370677	0.0278347693	-0.1231115934	-0.0239580569	-0.1049009084	-0.0249202355	-0.1465335698	-0.1453594302	-0.1626498793	0.0353130407	0.0005942275	0.018083805	0.0382566434	0.0239099562	0.0830962235	0.0658194718	-0.1054035829	-0.0288068201	0.053946688	-0.04569695	0.1410951392	0.0364433	-0.1185565329	0.0100633039	-0.1602288304	-0.0130193532	0.0315532991	-0.0384323238	-0.0456340681	-0.1857340466	-0.0141655083	-0.0173360324	0.0363217911	0.0161343446	0.0552831299	-0.1084571339	0.0068544364	-0.038333041	-0.0425757031	-0.0226944589	0.0716441334	0.1299523882	0.0199610397	-0.018767951	-0.0360631026	-0.004761366	0.1065758911	0.0099109867	0.0535348495	0.0897096245	-0.2422774397	0.0249047443	-0.0449413306	-0.0680273938	0.0870613296	0.0656847157	-0.0945102974	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	-0.251796	0.0292889999999999	0.063401225616	0.0008578455209999	0.0768044999999999	0.0519073999999999	0.0058989312202499	0.0026943781747599	0.000885838	0.000379571	7.84708962244e-07	1.4407414404099998e-07	0.004572	0.0001484599999999	2.0903184e-05	2.204037159999987e-08	-0.00122459	0.00052544	2.760871936000001e-07	1.4996206681e-06	-0.00513195	0.0	2.63369108025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63098.09500891832	206.67212519702295	42713.36733345394	3981369593.7544823	105566.18398858028	1160.7777175537922	11144219201.910782	1347404.9095693913	60823.33418450065	-69.34887220330711	3699477981.3194456	4809.2660758706215	74136.44662327737	65824.96184758145	1.23848	36.384117	0.154807438	0.0826550999999999	-0.0446366901	-0.0190866786	-0.018076732	0.0401597217	0.0594699843	0.0308924687	0.0799809588	0.0273576301	0.0160586384	0.0237506236	-0.0617520875	-0.0408584717	-0.0743008782	0.0583815932	0.1056225445	0.1078802518	-0.0122692721	0.0160533846	-0.0140885	-0.0352269043	-0.0873423886	-0.0364632306	0.0334886	0.00638763	-0.0777183886	0.0324618011	-0.126265542	0.0672135293	-0.071028677	0.1388741328	-0.1063905584	0.0123216602	0.0236874618	0.0211961166	0.0086293148	-0.0006994706	0.0976954412	-0.0547116032	0.1166913002	-0.026843612	0.0167765687	0.0743697467	0.02590182	0.0364462298	-0.0744718606	0.0841591772	-0.0154407014	0.1269570114	-0.0449558586	-0.0037676364	-0.0666161302	0.0336099514	0.0666026073	-0.0012495395	0.0229506358	0.0800101774	0.0033967633	0.1148741244	-0.0482073221	-0.0821074681	0.042289258	-0.0171807927	0.0244128055	0.0855700779	-0.0741166668	-0.0025307447	-0.0083237687	0.0577120124	0.0298751752	-0.0003779733	-0.055512483	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	-0.222713	0.029083	0.0496010803689999	0.000845820889	0.0964021	0.0195976000000001	0.00929336488441	0.00038406592576	-0.060183	-0.061068838	0.003621993489	0.0037294029746702	0.00474642	0.00017442	2.25285028164e-05	3.0422336400000226e-08	-0.00125493	-3.034000000000001e-05	9.205156000000007e-10	1.5748493049e-06	-0.00443555	0.0006963999999999	1.96741038025e-05	4.849729599999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62609.92855301194	-488.16645590637927	238306.48867219492	3920003153.41326	104404.34682687276	-1161.8371617075172	10900267636.345936	1349865.5903245795	60757.895010031614	-65.43917446903652	3691521806.050025	4282.285555189001	73838.62398613403	64460.44635883164	1.028909	30.227339	0.13426503	0.0751497	-0.04221152	-0.0022284046	0.0120949771	0.0573811956	-0.006982714	0.0212291798	-0.043323762	0.0045728503	-0.0067272058	-0.0146146834	-0.0675990061	-0.0469206151	-0.0158872923	0.0744846116	0.1786858056	-0.0483308827	-0.0278766142	0.0376341366	0.0547521791	-0.0393105064	0.0049286169	-0.0715370683	-0.1480741451	-0.038292377	-0.0132495842	-0.0024024604	0.0069291256	0.0300151531	0.0383306456	-0.0008542951	0.0902217225	0.0529099137	-0.0604789936	0.0440062282	0.0559330299	-0.0505604801	0.0212427403	0.0129461817	0.0058433467	-0.0509227525	0.0330756573	0.1088749913	0.0026170153	-0.0691745144	0.0061799059	-0.0757122118	-0.0632098878	-0.0520828155	-0.0285102647	-0.0244840041	-0.023296927	-0.0421267245	0.038015414	-0.0302670292	-0.0692596164	0.0568113515	0.0740042091	-0.0168883509	-0.0346750352	-0.1837339321	-0.0339607074	0.0255668544	-0.0053699755	0.0284610442	-0.0076147411	0.0081581429	-0.0954425342	-0.0398845394	-0.0207306854	0.043509574	-0.0206928256	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	-0.204752	0.017961	0.041923381504	0.000322597521	0.112871	0.0164688999999999	0.0127398626409999	0.0002712246672099	0.00401823	0.06420123	1.6146172332900003e-05	0.0041217979335129	0.00446061	-0.00028581	1.9897041572100003e-05	8.168735610000005e-08	-0.000942822	0.000312108	9.741140366400005e-08	8.889133236839999e-07	-0.00432079	0.00011476	1.86692262241e-05	1.3169857600000049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62432.26741465338	-177.66113835855504	31563.48008285764	3897788014.534791	104472.84573583285	68.49890896008583	10914575496.143127	4692.100528722127	60522.239183082034	-235.65582694957996	3662941435.7341914	55533.66877529036	73909.43936047287	62936.65763562135	0.996048	29.26195	0.1229477299999999	0.0716718	-0.0457178859	-0.003472055	-0.0384031394	-0.0364105431	0.0385422816	0.0486526238	0.0245572679	0.0083065738	0.0274000591	0.0585065127	0.0387006181	0.0227264414	-0.0384058892	-0.0628296928	0.1538560031	0.0742585316	-0.0435770776	0.0554600491	-0.0268236776	0.0617824238	-0.0910227616	-0.0289859755	0.0410071149	0.0079230595	-0.02687064	-0.0607039287	0.048279907	0.0352577478	0.0462047408	-0.0419115444	-0.1049722584	0.0636826044	0.0113109278	0.0655256832	-0.038699752	-0.0007443843	-0.0149632422	0.0037097125	0.0455847768	0.0499313077	0.1023851557	-0.055337195	0.0054134634	0.05806661	0.0898026974	-0.1252888587	-0.006053547	-0.1032996083	-0.0112333291	0.0618402282	-0.0293653279	0.0296504311	0.0984013588	-0.016467003	0.0486490144	-0.0746555996	-0.0586040138	0.0931435625	0.0032694282	-0.1133813279	-0.0462211849	0.0913505897	0.0473944913	0.1014571174	-0.0264042632	0.0104589022	0.0145203073	-0.0205836938	0.1013045712	-0.0642709945	0.0484887182	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	-0.183934	0.020818	0.033831716356	0.000433389124	0.112648	-0.000223	0.012689571904	4.9729000000000445e-08	-0.0275795	-0.03159773	0.00076062882025	0.0009984165411528	0.00543316	0.00097255	2.9519227585600003e-05	9.458535025e-07	-0.000942822	0.0	0.0	8.889133236839999e-07	-0.00388716	0.0004336299999999	1.51100128656e-05	1.880349768999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62219.3096719327	-212.9577427206823	45351.00018468831	3871242496.051858	103650.46929435185	-822.3764414809993	10743419784.939377	676303.0115029515	60322.29783509646	-199.9413479855721	3638779616.1060834	39976.54263428762	73333.52789996604	62499.11811119619	0.914798	26.874985	0.1133414	0.0804233	-0.0388429864	0.0128371674	0.0533614334	-0.0352635128	-0.0482567687	-0.0541405233	-0.0149239658	-0.0186709096	0.0374130416	-0.0050439481	0.1277492306	0.0430035028	0.0680808261	-0.0443484084	0.0909354502	-0.1062690552	0.0084742266	-0.0093391365	-0.0634739473	0.007492639	-0.0801443228	-0.0177758603	0.0343232109	-0.0663195575	-0.0180637785	0.0473087283	-0.0222302853	-0.1004568209	-0.0437483282	0.0164220139	-0.004748789	0.0492457474	-0.0810053197	0.1204663257	-0.0821699296	0.0584096198	0.001491181	0.0220426496	-0.0261324689	0.00923633	0.0470084091	-0.0292806131	0.038731904	-0.1190756426	0.0893409773	-0.0011607477	0.0097370071	-0.0629867998	0.0769374846	0.1050183265	0.0777153101	0.0283668843	-0.0193427804	-0.0097075513	-0.0213749622	-0.1375003966	0.024635389	-0.0407065533	0.06649538	-0.0641064087	0.0249695569	0.0313573526	-0.0390666257	0.0394949211	0.0311554875	0.124386472	0.0139505382	-0.073884718	-0.040619273	0.0411117219	0.0096211702	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	-0.184344	-0.00041	0.033982710336	1.681000000000176e-07	0.116688	0.00404	0.013616089344	1.6321600000000017e-05	0.0282029	0.0557823999999999	0.0007954035684099	0.0031116761497599	0.00448528	-0.0009478799999999	2.0117736678400004e-05	8.984764943999998e-07	-0.000942822	0.0	0.0	8.889133236839999e-07	-0.00377286	0.0001143	1.42344725796e-05	1.3064490000000076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62320.17706506978	100.86739313707947	10174.23099827015	3883804469.4216495	103445.34820060185	-205.12109375	10700940064.34376	42074.66310119629	60354.19989005756	31.902054961101385	3642629444.369024	1017.7411107411336	73418.17610303038	61808.23274873162	0.942358	27.684631	0.09583725	0.0630936	-0.0395022628	-0.0191980301	-0.0650204065	-0.0411391842	0.0109888677	0.0605377595	0.0091889204	0.0145540592	0.0438326878	0.1167792763	0.1285337319	0.0248207203	0.0324100057	-0.1078634259	0.0384211427	-0.0085443038	0.0257791699	-0.0678752393	-0.0573259859	0.0374253457	-0.0698052123	-0.0498818958	0.0178231044	-0.0034627283	0.0248328162	-0.0567850243	0.0345233862	-0.0247789484	0.0300919576	-0.0653879184	-0.0032434829	-0.0124054846	-0.0099108725	0.0684362983	0.0173193725	-0.0730765647	-0.0850981082	-0.0900353957	0.0187417904	0.0125490402	0.0857585786	0.0479345741	-0.0313728977	0.0433632006	0.072935459	0.0111123303	-0.0610794136	0.1250368672	0.0279717439	-0.1148498302	0.0307431486	0.0297983953	0.0811465216	0.0076061072	0.0382613702	-0.1832253712	-0.0058332711	0.0574535592	0.0883464026	0.0206396501	-0.0029118467	0.0215897099	-0.038110871	0.0659461831	-0.0045170403	0.025494244	0.031930933	-0.0904729662	0.1281955475	-0.0721131419	0.0558059344	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	-0.175756	0.008588	0.030890171536	7.375374400000021e-05	0.121935	0.005247	0.014868144225	2.7531009000000016e-05	-0.032075	-0.0602778999999999	0.001028805625	0.0036334252284099	0.00462133	0.0001360499999999	2.13566909689e-05	1.8509602499999877e-08	-0.000758685	0.0001841369999999	3.390643476899996e-08	5.756029292250001e-07	-0.00388716	-0.0001143	1.51100128656e-05	1.3064490000000076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62570.00746644943	249.83040137965145	62415.22945351775	3915005834.3515377	103350.03507798482	-95.3131226170226	10681229750.620691	9084.591343007583	60442.374994933525	88.17510487596155	3653280695.028165	7774.849119886819	73359.75753954775	62893.66518825955	1.04509	30.702711	0.1150664	0.0634885	-0.0453860613	0.0293682775	0.0702018786	-0.0099719121	-0.0514837074	-0.0625284818	-0.0480160298	0.0057747756	0.0206938288	-0.005407899	0.1035605902	0.0312614224	0.023357248	-0.028893564	-0.0297478701	0.0995198477	0.0682877029	-0.0550325979	-0.1095602211	-0.0319072298	-0.0668336533	-0.1332291463	-0.0648947843	0.0323747382	-0.0338026406	0.1110274597	0.0707549215	0.0045369595	0.0055837271	-0.0051730994	0.0830278861	0.0767045003	0.046955565	-0.0720482512	-0.0026119069	0.0911250605	0.033324404	-0.0586290778	0.0256342137	0.0980365646	0.0966602088	0.0452766986	0.0206362768	0.0370332474	-0.0620554524	0.0733996785	0.0014251231	0.0469658944	0.011639168	0.0883469309	0.0717923834	0.0288854522	-0.0293287417	-0.009173553	-0.0363774652	-0.1138109697	0.0146182238	-0.0538395925	0.0385129367	0.0420428071	0.1375864896	0.0420912265	0.0760270642	-0.0123810089	-0.1218004412	-0.0072252928	-0.0398154926	-0.1016572683	-0.0178562982	-0.0566154767	-0.1440340358	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	-0.182399	-0.006643	0.033269395201	4.412944900000013e-05	0.106954	-0.014981	0.011439158116	0.000224430361	0.0156939	0.0477689	0.00024629849721	0.00228186780721	0.0040776	-0.00054373	1.662682176e-05	2.956423129000001e-07	-0.000615815	0.00014287	2.0411836900000007e-08	3.7922811422500004e-07	-0.00366029	0.00022687	1.33977228841e-05	5.146999690000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62772.38040892798	202.3729424785488	40954.80784742602	3940371742.2031655	104179.90149568256	829.8664176977327	10853451875.65012	688678.2712224678	60712.1020894131	269.7270944795746	3685959340.1153183	72752.70549639336	73805.21430937015	62806.97226620041	1.122876	32.987919	0.0907058	0.0530077	-0.0257951968	-0.0537122042	-0.0825406297	-0.0884461987	0.0165631448	-0.0114174516	0.1018502104	0.0446452169	0.0361349247	0.0386204317	-0.0084930026	-0.0293900798	-0.0108319996	-0.0073942006	-0.0109053722	0.0071245531	-0.0174823547	0.0585736802	-0.0666576019	0.0022165455	-0.0640426454	0.0031557069	-0.0453757424	-0.1400934908	-0.1108609041	-0.0179823641	-0.0965776247	-0.0346812852	-0.0750647846	0.056421195	-0.0281435892	0.1134353625	-0.0145656767	-0.0665914534	-0.0697980783	-0.085546013	-0.0266673318	-0.086523285	-0.0155653238	0.0925621934	-0.001969529	-0.0574855875	-0.0186142274	-0.0089696157	-0.1258940802	-0.0743300207	0.010179777	-0.0350459108	0.0115556016	0.0388686553	0.0088352892	0.0581256002	0.0017943031	0.0240860715	0.0493089912	0.04016676	0.0073022854	0.1020631225	0.0260798895	-0.0174485512	0.0354899873	-0.0875438882	-0.1153330993	0.0972640818	-0.0839413732	0.0615926569	-0.0550862594	-0.0692556777	0.0146182894	0.0048567323	-0.016834262	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	-0.177419	0.00498	0.0314775015609999	2.4800400000000123e-05	0.136541	0.029587	0.0186434446809999	0.000875390569	-0.0271877	-0.0428816	0.0007391710312899	0.0018388316185599	0.0040776	0.0	1.662682176e-05	0.0	-0.000424841	0.000190974	3.6471068676e-08	1.8048987528100002e-07	-0.00373446	-7.417000000000014e-05	1.3946191491600002e-05	5.5011889000000204e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
