global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
61866.55998432922	n/a	n/a	3827471244.2946057	101592.05353771392	n/a	10320945342.009731	n/a	60199.57112464126	n/a	3623988363.590742	n/a	73028.50447188887	65683.85698920529	n/a	n/a	n/a	n/a	-0.0408320866	-0.124378423	-0.013362256	-0.0173354785	-0.126566053	0.0151929769	0.1316391168	-0.0069527607	0.1735090949	0.0287723844	-0.0038186762	0.0260545351	-0.0059912764	-0.1727327781	0.0063049092	0.0678761397	-0.0523473799	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0420909	n/a	0.00177164386281	n/a	0.123632	n/a	0.015284871424	n/a	-0.446563	n/a	0.1994185129689999	n/a	0.010605	n/a	0.000112466025	n/a	0.00229127	n/a	n/a	5.249918212900001e-06	6.18994e-05	n/a	3.8315357203599995e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62110.51359486195	243.9536105327279	59513.364091953896	3857715899.017531	102278.44184570311	686.3883079891966	10460879666.384874	471128.9093442722	60413.98283292809	214.41170828683244	3649849321.7373295	45972.38065047773	73042.73973371653	66912.22475967926	1.312352	34.524738	0.202472555	0.132388	-0.0508927356	-0.1462511798	-0.0422714962	0.0023048503	-0.0910178056	-0.1388053682	0.1365038571	-0.0119305266	0.0940586141	0.0694312046	-0.0745338778	-0.0941768064	0.009578517	-0.0961513129	0.1138134425	-0.0148154076	-0.1396733052	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0444861	-0.0023952	0.00197901309321	5.736983040000001e-06	0.0893064999999999	-0.0343255000000001	0.0079756509422499	0.00117823995025	-0.37341	0.0731529999999999	0.1394350281	0.0053513614089999	0.00883936	-0.00176564	7.813428520959999e-05	3.1174846096000023e-06	0.00224009	-5.118000000000006e-05	2.619392400000006e-09	5.0180032081000006e-06	2.67423e-05	-3.51571e-05	7.1515060929e-10	1.2360216804099996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62023.6598013932	-86.85379346874834	7543.581439911991	3846934375.158959	101791.28533063616	-487.1565150669485	10361465769.262983	237321.470172174	60399.49104651626	-14.491786411832436	3648098518.678198	210.0118734061712	73261.57245437757	66729.6138993607	1.117303	29.393497	0.061172245	0.039968	-0.0381554509	-0.1274786254	-0.040917226	-0.0208940451	-0.1597781269	-0.0951081455	0.0781133898	-0.0047371984	0.1219316976	0.0009743776	-0.031067441	-0.0862072153	-0.0076077684	-0.1479446478	0.0857584335	-0.0678106814	0.0089055201	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0451879	-0.0007018	0.00204194630641	4.925232400000034e-07	0.106918	0.0176115000000001	0.0114314587239999	0.00031016493225	-0.368488	0.004922	0.1357834061439999	2.4226084000000367e-05	0.00952047	0.00068111	9.06393490209e-05	4.6391083210000053e-07	0.00224009	0.0	0.0	5.0180032081000006e-06	-5.08866e-05	-7.76289e-05	2.58944605956e-09	6.0262461152100014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62383.992697498375	360.33289610517386	129839.79601554202	3891762544.881531	101259.83116396947	-531.4541666666919	10253553407.355604	282443.5312673879	60601.48827377631	201.99722726004984	3672540380.996648	40802.87982074823	73435.67342648428	67906.54603151075	1.087155	28.600357	0.1971466149999999	0.121643	-0.0298042119	-0.1146769678	-0.0483660544	-0.037692594	-0.1327558381	-0.0036136682	0.068695419	-0.0078316926	0.0533160643	0.0124735815	-0.0684112821	-0.0985719965	-0.0066177668	-0.1010032078	0.0488803473	-0.0206914052	0.0578459823	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0509969	-0.0058089999999999	0.0026006838096099	3.3744480999999936e-05	0.0471985	-0.0597195	0.0022276984022499	0.00356641868025	-0.284531	0.083957	0.0809578899609999	0.007048777849	0.00857678	-0.0009436899999999	7.356115516840002e-05	8.905508160999976e-07	0.00224009	0.0	0.0	5.0180032081000006e-06	-6.04189e-05	-9.532299999999997e-06	3.65044347721e-09	9.086474328999992e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62361.372479214944	-22.620218283431317	511.67427519008027	3888940777.491387	101813.79609607517	553.9649321056932	10366049075.493172	306877.1460028652	60470.55779904736	-130.93047472894978	3656688360.527928	17142.789212748157	73255.70217195421	67174.04731044639	1.335439	35.132103	0.1503837199999999	0.0999222	-0.0128190211	-0.114568636	-0.0501709731	-0.0129688899	-0.1142127784	0.0289548342	0.0338877818	0.0028451741	0.1082401044	0.055809948	-0.0389287035	-0.0692070322	-0.0201345279	-0.1303080751	0.0246454698	0.0341640584	0.0843442705	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.030869	0.0201278999999999	0.000952895161	0.0004051323584099	0.0711955	0.0239969999999999	0.0050687992202499	0.0005758560089999	-0.27372	0.0108109999999999	0.0749226384	0.0001168777209999	0.00676921	-0.00180757	4.5822204024100006e-05	3.267309304900002e-06	0.00224009	0.0	0.0	5.0180032081000006e-06	4.09675e-05	0.0001013864	1.6783360562499995e-09	1.027920210496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62508.5870769124	147.21459769745707	21672.13777522413	3907323458.35194	102170.46516462052	356.66906854535046	10438803951.954935	127212.8244570079	60474.41388811384	3.8560890664812177	3657154735.1108966	14.86942288863599	73235.27320914033	67395.40573037077	1.146267	30.155458	0.0949291479999999	0.0509785	-0.0145194756	-0.0857010019	-0.0250042815	-0.0104333224	-0.0701828029	0.0347049565	0.0707787827	-0.002675516	0.0868161601	0.0421536544	-0.0599729618	-0.0030559502	-0.0061031335	-0.1046651345	-0.0127100427	0.0639330113	-0.0089406861	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0362087	-0.0053397	0.00131106995569	2.851239609000003e-05	0.0940574	0.0228619	0.00884679449476	0.00052266647161	-0.30826	-0.0345399999999999	0.0950242275999999	0.0011930115999999	0.00719784	0.0004286299999999	5.180890066559999e-05	1.837236768999994e-07	0.0024186	0.0001785099999999	3.186582009999992e-08	5.84962596e-06	4.35654e-06	-3.661096e-05	1.89794407716e-11	1.3403623921215996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62718.65508189543	210.06800498302616	44128.56671754871	3933629695.281767	102740.4635765439	569.998411923385	10555602855.923143	324898.18959518085	60596.80110760124	122.3872194873984	3671972304.474183	14978.63149385663	73558.84315527468	68248.3343959471	1.215772	31.983959	0.238241827	0.158785	-0.0168208603	-0.0794701926	-0.0332689441	0.0246419359	-0.0062763655	-0.0679119474	0.0900168677	-0.0080202357	0.0551553078	-0.0206559692	-0.0907304628	0.0267502424	0.0068116976	-0.0376176671	0.0809557796	-0.0199953375	-0.1237176025	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0402453	-0.0040365999999999	0.0016196841720899	1.6294139559999953e-05	0.0513295	-0.0427279	0.00263471757025	0.00182567343841	-0.155467	0.1527929999999999	0.0241699880889999	0.0233457008489999	0.00719784	0.0	5.180890066559999e-05	0.0	0.00183968	-0.0005789199999999	3.351483663999999e-07	3.3844225024e-06	-0.00019041	-0.0001947665399999	3.62559681e-08	3.79340051035716e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62408.733423842175	-309.92165805325203	96051.43413047687	3894850007.5681953	102098.86451590402	-641.5990606398846	10424178135.436924	411649.3546139823	60482.41760004783	-114.38350755340798	3658122838.746576	13083.58680022054	73178.98158579392	67317.6004244227	1.341712	35.297127	0.11846342	0.0563596	-0.0195223417	-0.0670930879	-0.0534347901	0.0004488804	-0.0666909121	-0.0709939354	0.0097149944	-0.0056229941	0.0790224931	0.0160152946	-0.0322842515	-0.0449591292	-0.0034084207	-0.0797385919	0.0228488665	-0.0238823085	-0.0505344911	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0287399	0.0115053999999999	0.0008259818520099	0.0001323742291599	0.0928697	0.0415402	0.0086247811780899	0.00172558821604	-0.180991	-0.025524	0.032757742081	0.000651474576	0.00657004	-0.0006277999999999	4.31654256016e-05	3.941328399999995e-07	0.00183681	-2.870000000000086e-06	8.236900000000494e-12	3.3738709761e-06	-2.32036e-05	0.0001672063999999	5.3840705296e-10	2.7957980200959998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62491.8648524754	83.13142863322719	6910.8344266013455	3905233172.740051	102261.76155133928	162.89703543526412	10457467875.582972	26535.44415359769	60561.720493861605	79.30289381377224	3667721989.1766167	6288.948967238436	73437.5842343948	67865.53684987179	0.946313	24.895168	0.13049997	0.0827538	-0.0167977622	-0.0788637805	-0.0353323751	0.0055279733	-0.0860958959	-0.0829945555	0.0179841193	-0.0030366853	0.0489702061	0.0242119041	-0.010663263	-0.1063362814	-0.0036944528	-0.0660676235	0.0734201159	-0.084017008	5.20036e-05	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0370288	-0.0082889	0.00137113202944	6.870586321000003e-05	0.0765423999999999	-0.0163273000000001	0.0058587389977599	0.00026658072529	-0.259997	-0.0790059999999999	0.0675984400089999	0.0062419480359999	0.00665573	8.569000000000025e-05	4.42987418329e-05	7.342776100000042e-09	0.00224009	0.00040328	1.626347584000002e-07	5.0180032081000006e-06	2.53818e-05	4.85854e-05	6.4423577124e-10	2.36054109316e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62638.069158261336	146.20430578593368	21375.6990303468	3923527707.87513	101601.92380254836	-659.8377487909165	10322950920.378843	435385.8547294647	60694.441383828926	132.72088996732057	3683815214.895045	17614.834633717608	73337.1725446075	68411.06493268695	0.977528	25.716343	0.28163589	0.16039	-0.0067846812	-0.0683700773	-0.0239627905	-0.0169684713	-0.0770804028	0.015512822	-0.0010577723	0.0068864703	0.0180017923	0.0198982497	-0.055271169	-0.1131698933	-0.0086173502	-0.0417212839	0.0177136267	-0.0186016778	0.0493107884	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0313605	0.0056683	0.00098348096025	3.212962489000001e-05	0.0371184	-0.0394239999999999	0.00137777561856	0.0015542517759999	-0.183957	0.0760399999999999	0.033840177849	0.0057820815999999	0.00435049	-0.00230524	1.89267632401e-05	5.314131457600001e-06	0.00162019	-0.0006199	3.842760100000001e-07	2.6250156361e-06	-0.00025955	-0.0002849318	6.73662025e-08	8.118613065124e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
