global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
62247.8678472634	n/a	n/a	3874797051.530368	104998.14366494455	n/a	11024610173.084335	n/a	60710.17017794023	n/a	3685724763.034463	n/a	73850.35872436523	63032.311174399125	n/a	n/a	n/a	n/a	-0.1013851135	0.022807987	-0.052290587	-0.1188894373	-0.0517908346	-0.0942394631	0.0804252503	0.1234033378	-0.0159477867	0.176585403	-0.086048311	0.1123277499	-0.0087639573	0.0538143182	-0.0820921637	0.075353533	0.0423445278	-0.0726895911	0.009043123	-0.0624482285	0.0213470892	-0.0431998917	0.058751243	-0.04780136	0.0134103942	-0.1631059972	0.0064362647	-0.0053930848	0.0068583415	-0.0611769301	0.1137538929	-0.0089718854	0.0901470458	-0.0079469291	0.1744061236	-0.0127887962	0.0214362917	-0.0010632544	0.0800280499	-0.0310841141	-0.1058245415	-0.0072822265	0.1207612699	0.1213626646	-0.0477387036	0.0407523622	-0.1017974047	0.1186975272	-0.0695588359	0.0374442324	-0.0353877626	0.0706318586	0.0217736294	-0.0393141967	0.0032536925	-0.1422225018	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0344983	n/a	0.00119013270289	n/a	-0.0346712	n/a	0.00120209210944	n/a	0.607918	n/a	0.3695642947239999	n/a	0.00078164	n/a	6.109610896e-07	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62018.74776525058	-229.1200820128215	52496.01198156206	3846325074.369773	103003.25603627092	-1994.887628673634	10609670754.073582	3979576.651035114	60716.09054667417	5.92036873393954	3686443651.271936	35.05076594580887	73488.76779418945	60124.3640349417	1.259846	33.234085	0.2063929999999999	0.137576	-0.1676383856	0.1203461313	0.0722141462	0.0340213137	0.0917720971	-0.1000002591	0.0327646271	0.1754318778	-0.0108633077	0.0800199051	-0.0327676527	-0.1712497249	-0.0860817261	0.0333642916	-0.1711606987	0.0876096392	0.047883805	0.0102560179	0.1873836984	-0.0447612693	0.072153841	0.0722463463	-0.043219386	-0.0443798607	0.0435840337	0.1135015426	0.0174098613	0.0258417143	-0.0287222899	0.1069568112	-0.039764545	0.0411308946	0.0833556429	-0.0323287346	-0.1111418421	0.0203454688	-0.0870763778	-0.0442090825	0.0258867211	-0.0851377937	-0.0259352147	0.0727131179	-0.0007479681	0.1060463529	0.0847178178	0.1881060108	-0.0452367679	0.0153057183	-0.1113975564	-0.0668795934	-0.0300371082	0.039116348	0.0560535557	-0.0385818958	0.0560794023	0.0427435882	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0370702	0.0025718999999999	0.0013741997280399	6.614669609999975e-06	0.00159125	0.03626245	2.5320765625e-06	0.0013149652800025	0.489597	-0.1183209999999999	0.239705222409	0.0139998590409999	0.00153012	0.00074848	2.3412672144e-06	5.602223104000001e-07	-0.000236273	-0.000236273	5.5824930529000004e-08	5.5824930529000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62200.75050746246	182.0027422118801	33124.99817264408	3868933363.6915913	104112.42708979528	1109.171053524362	10839397474.52794	1230260.425976343	60612.890067681554	-103.20047899261408	3673922442.356849	10650.33886430498	73379.39017822266	61756.91456413912	1.300361	34.302853	0.20917645	0.135401	-0.1211348679	0.0339531179	-0.0275749923	-0.0707162699	0.1202517785	0.0098194551	0.1177543392	0.1358778688	0.0223736303	0.1592386043	-0.1013016193	-0.1227408947	-0.0103484201	0.1057470611	-0.0305125326	0.0789235132	0.1158649273	0.0501750808	0.0056482339	0.0196614642	0.002640776	-0.0552896406	0.0486194306	0.0216366779	0.0258510373	0.0046723157	0.0493148086	0.0777883884	-0.0169848699	-0.0223889808	0.0236850327	-0.049069413	-0.0037325052	-0.0419934079	0.114423625	0.1692960252	-0.023890095	-0.1064442427	0.0773674281	-0.0308139103	-0.1038251939	0.1483196741	0.0585393876	-0.0175978268	0.02830508	0.1118811138	-0.161760195	0.0314661459	-0.0463330529	-0.0362224826	-0.0712246088	0.0478240442	0.0155319982	-0.0131848357	-0.0046326054	-0.0195165168	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0425894	0.0055192	0.00181385699236	3.046156864000002e-05	-0.034846	-0.03643725	0.001214243716	0.0013276731875625	0.60393	0.1143329999999999	0.3647314449	0.0130720348889999	0.000694888	-0.000835232	4.828693325439999e-07	6.976124938240001e-07	-0.000171112	6.5161e-05	4.2459559209999994e-09	2.9279316544000004e-08	0.000157347	0.000157347	2.4758078409000004e-08	2.4758078409000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62018.68749291052	-182.06301455193895	33146.941267739545	3846317598.343296	104461.19722443006	348.7701346347749	10912141725.561274	121640.606813159	60496.723153317806	-116.16691436374822	3659853512.289179	13494.751992794412	73595.93568603515	60013.78843170063	1.462117	38.569881	0.1171713	0.0662244	-0.155417065	0.1204348431	-0.0914944079	-0.0295136166	-0.0364355386	0.0026641501	0.0901162697	0.1502192085	0.0667432513	0.1640096611	-0.0232551397	0.0935651131	-0.0359174943	-0.076673778	0.0335292337	0.0739966599	0.0482515701	0.0816191643	0.0275675785	-0.010908601	0.0047220967	-0.0357160469	-0.0013476488	-0.0810959988	0.0750880962	-0.0325309623	0.1043564416	0.0407652555	0.0569259167	0.0691531837	0.0138294463	-0.1149707991	-0.0519441154	0.0524179397	-0.0555224241	0.0014562992	0.0118552856	0.0392033447	-0.0139471303	0.0386469145	-0.010322813	0.0480256286	0.104383655	0.0931662452	-0.2160595921	0.1048807596	-0.0087825361	0.0784360559	-0.0005755515	0.0191323254	-0.0826021642	0.0567482459	-0.0079063734	-0.0571489753	0.0381113104	-0.0169883418	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0404222	-0.0021672	0.0016339542528399	4.696755840000005e-06	-0.0355315	-0.0006854999999999	0.00126248749225	4.699102499999981e-07	0.571691	-0.032239	0.3268305994809999	0.001039353121	-0.000482545	-0.0011774329999999	2.32849677025e-07	1.3863484694889997e-06	-0.000477924	-0.000306812	9.4133603344e-08	2.28411349776e-07	0.0	-0.000157347	0.0	2.4758078409000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62376.91404039017	358.22654747965134	128326.2593191909	3890879405.202224	103780.21794548698	-680.9792789430794	10770333636.812777	463732.7783498364	60583.01320995341	86.29005663560383	3670301489.597389	7445.973874175717	73502.02876464844	61783.056841917714	1.328793	35.052872	0.0626816599999998	0.0394978	-0.1396823266	0.0369708029	0.0651148901	-0.0541828787	0.087233978	-0.142990469	0.0400755684	0.1100864444	0.0552288297	0.1616607873	-0.0064176104	0.0263463255	0.0974903351	0.0064059646	-0.1992927834	-0.0295847811	0.1030965186	-0.0802056941	0.0054791874	0.0167790243	0.0875620685	-0.0055365048	0.0051689462	0.0836754381	0.0173108076	-0.1135500082	0.0428323481	0.060341522	-0.108064398	0.0525101037	-0.062171191	0.0520619972	-0.0297566173	0.0470789213	-0.1748765999	-0.0912997983	0.0056084989	-0.0080466547	-0.0938827008	0.0324651628	-0.0320567099	0.1040627702	0.082836048	0.1321088963	0.0800558003	0.0707767602	-0.0100810373	0.1860730206	0.0180079249	0.0077140182	-0.0728194665	-0.0490688377	0.020743448	-0.0450700523	0.012856739	0.0595829142	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0404222	0.0	0.0016339542528399	0.0	-0.0521452	-0.0166137	0.00271912188304	0.00027601502769	0.550954	-0.0207369999999998	0.303550310116	0.0004300231689999	2.40742e-05	0.0005066192	5.7956710564e-10	2.5666301380864e-07	-0.000477924	0.0	0.0	2.28411349776e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62322.17057558528	-54.74346480488748	2996.8469388439544	3884052945.252348	104232.8114095456	452.59346405862016	10864478974.337898	204840.8437085815	60703.531460877246	120.5182509238366	3684918731.8217134	14524.648805740842	73570.52026611328	60705.99331325955	1.292345	34.091389	0.1186546599999999	0.0778356	-0.161310138	0.054900085	0.0743437552	-0.0299274603	0.1216670388	-0.0087469389	0.0060775822	0.1236957969	0.0040509311	0.1463675823	0.100323395	0.0044548564	0.0060644052	-0.1272345984	-0.0748192482	0.0407568369	0.0196041846	0.1138880533	0.1111888546	0.0006302002	0.0235387457	0.0591298129	0.071221908	0.0161190417	0.0832920477	0.0797890228	0.0490431556	0.1198626077	-0.0667355898	0.0261791367	0.0157875878	0.0949927845	-0.0188585371	0.0418215582	-0.0598150118	-0.0819121572	0.006958436	0.0537940426	-0.0505829224	-0.1262168455	-0.0432540002	0.1524460292	-0.0205538426	0.1186841231	-0.1219644673	0.1058783825	0.0755002984	0.0122132747	-0.0238085653	0.0881932341	-0.0819936146	-0.0383664053	0.0555834347	-0.0829614876	0.0067102632	0.0038194805	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0563474	0.0159252	0.0031750294867599	0.00025361199504	-0.0354406	0.0167046	0.00125603612836	0.00027904366116	0.620382	0.0694279999999999	0.384873825924	0.0048202471839999	-0.000307863	-0.0003319372	9.477962676900001e-08	1.1018230474384e-07	-0.000477924	0.0	0.0	2.28411349776e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62649.53179780264	327.3612222173615	107165.36981164472	3924963834.483884	104423.37667929978	190.5652697541809	10904241597.106928	36315.12203648374	60873.81807318445	170.28661230720172	3705621726.8071575	28997.530331063223	73671.82990600586	62149.82814801663	1.416341	37.362343	0.287626615	0.230696	-0.1529552729	0.0105148307	-0.0468045664	-0.0630504875	0.0988626448	0.0837510728	0.0512455375	0.0753865139	-0.0465457507	0.1086480149	0.0182726288	-0.022936288	0.1473065363	0.0400040052	-0.0257200188	0.1139148482	0.0269516761	-0.0458846939	-0.029115885	0.031016119	-0.0035553961	-0.0709620219	-0.0167004379	-0.0188288185	-0.083718368	0.1112800813	-0.0428099124	0.0248530599	0.0235294841	-0.0746691015	-0.0539981134	-0.0551879628	0.0256940245	0.0088185314	0.013601441	0.0505952797	-0.1322095361	0.008302724	0.0562501363	-0.0553046069	-0.1012690753	0.1027246151	-0.0226333508	-0.0783572724	-0.0007225412	0.0384103006	-0.0560688473	0.2187382861	-0.0508130801	-4.36953e-05	0.0818339273	-0.0777900362	-0.0172750868	-0.1063022669	-0.0146924489	0.0220024341	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0370838	-0.0192636	0.00137520822244	0.0003710862849599	-0.0314015	0.0040391	0.0009860542022499	1.631432881000003e-05	0.39254	-0.227842	0.1540876516	0.0519119769639999	-4.84147e-05	0.0002594483	2.34398317609e-09	6.731342037289e-08	-0.000115769	0.000362155	1.3115624402500004e-07	1.3402461361e-08	-0.000108035	-0.000108035	1.1671561225e-08	1.1671561225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62675.10937245695	25.57757465430768	654.2123251966827	3928169334.849441	106012.09920954172	1588.7225302419392	11238565178.813717	2524039.278098349	60861.02761989878	-12.790453285670084	3704064682.950082	163.5956952529086	73910.22612304687	63630.91099491826	1.358575	35.838497	0.3715356049999999	0.241518	-0.1082814701	-0.032791711	-0.0799889461	-0.1740846208	-0.0487616136	-0.0555550029	0.0294180991	0.1047457213	-0.0754220232	0.165663454	-0.0384755791	0.0773737357	0.0001162173	0.1049650621	0.0154092413	-0.048873956	0.0370122247	-0.0307651937	0.1249053628	-0.0101596868	0.0581885427	-0.017201639	-0.1106210823	0.0553646659	0.0217544448	-0.0939291422	-0.0139920813	0.0123531874	-0.0311483654	0.0759885738	0.028999502	-0.0383758472	-0.0136396321	0.0265074844	0.0435718082	-0.0967456865	0.1186089279	0.0449441054	-0.0090840307	0.0150132026	-0.1747834183	0.0001680128	0.1010567763	0.0974625525	-0.0286314959	-0.0210745497	0.0331610938	0.0506999226	-0.1484811725	0.0271001542	-0.0723434801	0.0077566553	-0.041473459	-0.0028031102	0.1239234585	-0.0837707497	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0404873	0.0034034999999999	0.0016392214612899	1.158381224999998e-05	-0.0814455	-0.050044	0.00663336947025	0.002504401936	0.58934	0.1967999999999999	0.3473216355999999	0.0387302399999999	-0.00200047	-0.0019520553	4.001880220899999e-06	3.81051989425809e-06	-0.000565231	-0.000449462	2.02016089444e-07	3.194860833610001e-07	-8.379019999999998e-05	2.4244800000000022e-05	7.020797616039997e-09	5.878103270400011e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62630.74852284951	-44.36084960743756	1967.8849778936928	3922610660.532416	103387.5635298736	-2624.535679668116	10688988292.64365	6888187.533850976	60777.582688986186	-83.4449309125921	3693914557.5165534	6963.0564950072685	73929.41497924805	62043.90267800482	1.331409	35.121895	0.12198884	0.0868769999999999	-0.1803212289	0.020465419	0.0744269907	0.0113943991	0.0905452437	-0.0791352507	-0.0198393632	0.1991432996	-0.0233500103	0.0699014277	0.0305248156	-0.0958280193	-0.1140533127	-0.0650095998	-0.1063736628	0.088113982	0.1807640258	-0.0069587429	0.0332550742	-0.0945073585	-0.0563648322	-0.0660130722	0.0986027976	0.0415472529	0.0142918983	-0.014508613	-0.048547182	-0.0288769858	0.0626964709	0.0585377902	0.0442013145	-0.04009022	0.0354538458	-0.0531413354	0.0583565571	0.0576696947	0.0787870624	0.0963730374	-0.0717842131	0.1289556653	-0.0184508695	0.0571410015	-0.0482074734	0.1664521505	-0.000893874	0.1820863451	-0.1031197667	0.0738871682	0.0134920215	-0.1409386768	-0.0792689119	-0.0143670019	0.0874559128	0.0344063736	-0.0747317737	-0.0255612458	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0404936	6.300000000000749e-06	0.0016397316409599	3.9690000000009436e-11	-0.0354421	0.0460034	0.00125614245241	0.00211631281156	0.589391	5.100000000002325e-05	0.347381750881	2.6010000000023715e-09	-0.00059429	0.00140618	3.531806041000001e-07	1.9773421924e-06	-0.000617921	-5.268999999999999e-05	2.7762360999999983e-09	3.81826362241e-07	-0.000143483	-5.969280000000001e-05	2.0587371289e-08	3.563230371840001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63195.03685537304	564.2883325235234	318421.32222217857	3993612683.151957	109919.52762969138	6531.964099817778	12082302554.334486	42666555.00130828	60958.7146931234	181.13200413721643	3715964897.037619	32808.80292276459	74661.8272290039	64591.19214052142	2.356861	62.172775	0.7780612	0.623968	-0.2597893001	-0.106241938	0.0033181327	-0.4606468621	0.1582474323	-0.0305448145	-0.0941157243	-0.1648924966	-0.1167437892	0.319250457	0.0487472859	0.0117965484	-0.1657267442	0.0510607563	0.1006117987	-0.2596212475	-0.1405864464	0.0463711123	-0.2569026561	0.2267059243	-0.0473348536	-0.0506772703	0.0457568351	0.0962606498	0.0148049874	0.012582501	-0.093009287	-0.1827683283	-0.0384286944	-0.0364502099	0.171250792	-0.0200322721	-0.0093598527	-0.0251347435	0.015496931	-0.0184369469	-0.0348834857	-0.0158181418	0.0608908698	-0.0503444403	-0.2944716401	0.1222969888	0.0491036202	0.1892919141	0.0143944381	-0.4055164796	-0.1683981504	-0.2584722521	0.3450374004	-0.0650595018	0.111635656	0.1615840562	-0.1443276465	0.0061952294	0.028221616	0.1180845898	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0611548	0.0206612	0.00373990956304	0.00042688518544	-0.0717525	-0.0363104	0.00514842125625	0.00131844514816	1.19647	0.6070789999999999	1.4315404608999998	0.3685449122409999	-0.00202907	-0.00143478	4.1171250649e-06	2.0585936484e-06	-0.00131987	-0.0007019489999999	4.927323986009998e-07	1.7420568168999997e-06	0.0	0.000143483	0.0	2.0587371289e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
