global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
62101.10874140601	n/a	n/a	3856547706.911934	100312.3736622757	n/a	10062572309.760023	n/a	60418.36368981186	n/a	3650378670.954376	n/a	72980.100885304	55384.14622347963	n/a	n/a	n/a	n/a	-0.0848903414	0.0272125222	-0.1391086071	-0.061202926	0.0994251086	0.0846663103	0.0276262575	-0.1382554592	0.092712686	0.0016512143	-0.128595995	0.0299424841	-0.0442779513	-0.048236019	0.1436403946	-0.0854327019	0.0442655941	-0.0897522805	0.0598699329	-0.0705393175	0.0927450047	-0.1145066021	0.0801512206	-0.046296217	0.0639762391	-0.0376030624	0.1262951337	-0.0492634102	-0.1726337033	0.0182826715	0.0565564792	-0.0842521234	0.0795779268	-0.0169245043	0.1257493821	-0.0144855723	-0.0752368059	0.1746621184	-0.0450939062	0.1490484942	-0.091471	n/a	0.0083669438409999	n/a	0.159664	n/a	0.025492592896	n/a	-0.127801	n/a	0.016333095601	n/a	0.0100747	n/a	0.00010149958009	n/a	0.000506095	n/a	n/a	2.5613214902500004e-07	-0.00139989	n/a	1.9596920121e-06	n/a	0.0	0.0	0.0
62236.54690325446	135.43816184844763	18343.495684886297	3873387770.440992	101261.85668054289	949.4830182671868	10253963618.390808	901518.0019777667	60465.89753567443	47.53384586257016	3656124764.794679	2259.4665024865785	73169.55504722265	56854.03581801055	1.152941	29.986998	0.17850255	0.106107	-0.096433076	-0.1124303194	0.1258844573	-0.1723765783	0.1214068212	-0.1017257218	-0.0314844718	-0.1150847095	0.0497408302	-0.2316054205	-0.1163843286	0.1658766144	-0.0058280168	0.0683477163	0.1596069925	0.2001782078	-0.0323518549	-0.0601625289	-0.0152257381	0.0231043345	0.162802222	0.0244657288	-0.1522114843	0.1382322868	-0.09352813	-0.0404616115	0.0665385807	-0.1334115617	0.0581525823	-0.1643271633	0.120829828	-0.1318742941	0.0835882551	0.1306255039	0.0824628563	0.0739270437	-0.0774861943	0.0903006861	-0.0100180282	0.1488669016	-0.0922901	-0.0008191	0.00851746255801	6.709248100000052e-07	0.118328	-0.041336	0.014001515584	0.0017086648959999	-0.0907056	0.0370954	0.00822750587136	0.00137606870116	0.0085045299999999	-0.00157017	7.232703052089831e-05	2.465433828900313e-06	0.000608206	0.000102111	1.0426656321e-08	3.699145384360001e-07	-0.00171265	-0.00031276	2.9331700225e-06	9.781881760000003e-08	0.0	0.0	0.0
62000.016390272445	-236.5305129820117	55946.68357153361	3844002032.394052	99664.290020054	-1597.566660488883	9932970705.201435	2552219.234705602	60518.82487892618	52.927343251751154	3662528164.7261343	2801.303663688688	73091.38148828608	55417.94823257433	1.108794	28.838758	0.05559635	0.0283542	-0.0918158276	0.0493516212	-0.1416970632	-0.1734974969	-0.0274412293	-0.0532447988	0.0861956157	-0.1451769076	0.0259255829	0.0426117794	-0.1162374358	0.1289511399	-0.008989627	0.0054416552	0.1453328625	0.0450818016	0.109397277	0.0521662795	0.0980130246	-0.0069900225	-0.0200376992	-0.0772412564	0.1483940152	-0.1017137629	0.0285483165	-0.0089627683	0.0021253674	-0.0957268507	-0.1542459499	-0.0849678156	-0.0843034931	-0.1255919731	0.0166822948	-0.0027807698	0.1107499437	0.0080377824	-0.0863879046	0.0038590966	-0.0932038427	0.1485039376	-0.0839327	0.0083574	0.00704469812929	6.984613476000002e-05	0.139897	0.0215689999999999	0.019571170609	0.0004652217609999	-0.0913704	-0.0006648	0.00834854999616	4.419590400000094e-07	0.00860821	0.00010368	7.41012794041e-05	1.0749542400020522e-08	0.000477083	-0.000131123	1.7193241129000006e-08	2.27608188889e-07	-0.00144735	0.0002653	2.0948220225e-06	7.038409e-08	0.0	0.0	0.0
62159.16386059963	159.1474703271815	25327.91731154112	3863761651.8488746	100455.42401108197	791.1339910279639	10091292213.246264	625892.9917598345	60573.094676737885	54.26979781170667	3669099798.717052	2945.2109545235217	73173.56608877666	55798.678887851	0.982615	25.55695	0.10809585	0.0626014	-0.0960309743	0.036471015	-0.0953969204	-0.0513834736	0.1006310938	0.0472458026	-0.0128725046	-0.084626561	-0.0067913091	0.1086766968	-0.146791328	0.1971753952	-0.1219168248	0.0430895395	-0.0702099366	0.1427136586	-0.0495419	0.1607287766	-0.0118945959	0.027468455	-0.1001300041	-0.1550306768	-0.1648501297	0.2184453036	0.1660204414	-0.0012552722	-0.0449637739	-0.0445382313	-0.1284446195	0.0693293771	0.0070418586	-0.1051554114	0.0988778657	-0.0350775031	0.0118303445	-0.0673950416	-0.01200408	-0.030934996	0.0377822002	0.1479600444	-0.0819001	0.0020325999999999	0.00670762638001	4.131462759999982e-06	0.108721	-0.0311759999999999	0.0118202558409999	0.0009719429759999	-0.0724075	0.0189629	0.00524284605625	0.00035959157641	0.0077643699999999	-0.0008438400000001	6.028544149689845e-05	7.120659456001687e-07	0.00050173	2.464700000000004e-05	6.074746090000017e-10	2.517329929000001e-07	-0.00119735	0.00025	1.4336470225e-06	6.25e-08	0.0	0.0	0.0
62101.58969260896	-57.57416799066414	3314.784819817215	3856607442.349156	101032.50400366864	577.079992586674	10207566865.25132	333021.3178438358	60582.257144850126	9.162468112241186	3670209880.764744	83.95082190783656	73141.50014364763	55231.53671475384	1.096031	28.5068	0.1012947	0.0559695	-0.0892760162	0.0004523226	0.0581435564	-0.0528355524	0.1653193557	-0.0257513096	-0.0218135616	-0.0807608877	0.0017607818	-0.0245400955	-0.0800526553	0.0193082027	-0.0493885013	-0.063440896	0.0587230771	-0.0400135071	0.1204548429	0.1624251345	-0.05029256	0.0532334569	0.1880637327	-0.1601324263	-0.0228664591	0.0581716043	-0.0165176917	0.0937955574	0.1085271494	-0.0697776621	0.0040985709	0.0096284514	0.1276723231	-0.1752300671	0.0489880766	-0.0960079058	0.0092272806	-0.0291901131	0.0826670666	0.0621413251	0.0109267931	0.1472358847	-0.0683201	0.01358	0.0046676360640099	0.0001844164	0.118624	0.0099029999999999	0.0140716533759999	9.806940899999992e-05	-0.0414492	0.0309583	0.00171803618064	0.00095841633889	0.00702269	-0.0007416799999999	4.93181748361e-05	5.500892223998517e-07	0.000454872	-4.6858000000000045e-05	2.195672164000004e-09	2.06908536384e-07	-0.00134588	-0.00014853	1.8113929744e-06	2.2061160900000005e-08	0.0	0.0	0.0
62212.03078419131	110.44109158234642	12197.234709900227	3870336774.293167	101409.63433555732	377.1303318886785	10283913936.071444	142227.28723046478	60536.42274443957	-45.83440041055292	3664658478.693501	2100.792260994893	73404.97975654743	56211.438159991405	1.047772	27.251638	0.096772	0.0536202	-0.0719902537	-0.0023288923	0.0658951547	-0.1969029489	-0.093369261	-0.0578782092	0.055894439	-0.0806235215	0.0156611109	0.0112504818	-0.2608167529	-0.0745386914	-0.0102344543	0.004447354	0.1198010241	0.0090083977	-0.0066575342	-0.0363794834	-0.0508554551	-0.2525195302	0.0079666029	0.0688164283	0.0885529968	-0.052364361	-0.159819935	0.0037608024	-0.0655504329	-0.1404538573	0.0105339876	-0.1527630543	-0.0813377357	-0.0643424427	0.0659548619	-0.1331539592	0.0755052722	-0.0407554732	-0.1000845235	-0.0269576672	-0.0154603823	0.1463323407	-0.0782787999999999	-0.0099586999999999	0.0061275705294399	9.917570568999808e-05	0.10524	-0.0133839999999999	0.0110754576	0.0001791314559999	-0.0856023999999999	-0.0441531999999999	0.0073277708857599	0.0019495050702399	0.00737944	0.00035675	5.445613471360001e-05	1.2727056250000021e-07	0.000665894	0.000211022	4.4530284484e-08	4.43414819236e-07	-0.00132813	1.774999999999997e-05	1.7639292969000002e-06	3.15062499999999e-10	0.0	0.0	0.0
62259.47317659914	47.442392407829175	2250.7805973784475	3876242000.227668	100491.67536781478	-917.9589677425392	10098576818.230272	842648.6664589482	60464.869452028855	-71.5532924107174	3656000437.850892	5119.8736548136285	72953.19009531444	56019.83294287484	0.957168	24.895094	0.15843795	0.0850245	-0.078584815	0.0505726492	-0.1224389846	-0.061032271	-0.0308562875	0.0401101546	-0.0151215464	-0.0684585265	0.0820882149	-0.0331108439	-0.119128028	-0.0387254632	0.0209672339	-0.040987703	-0.0083206014	-0.1636388811	-0.073968025	-0.0662863675	-0.0055866256	-0.0186033576	0.0966881692	-0.0655563712	0.1269631324	-0.0499179254	-0.0571339212	0.1035175865	-0.0645505244	-0.0088962408	-0.1125883464	-0.0424701769	0.0260476156	0.0581713097	0.0724527753	-0.0345332006	0.0192165213	-0.0714534859	-0.0866400309	0.1580046986	-0.0155933807	0.1452505133	-0.0665701	0.0117086999999999	0.0044315782140099	0.0001370936556899	0.0805865	-0.0246534999999999	0.00649418398225	0.0006077950622499	-0.028984	0.0566183999999999	0.0008400722559999	0.0032056432185599	0.00648203	-0.00089741	4.20167129209e-05	8.053447081000007e-07	0.000345007	-0.000320887	1.02968466769e-07	1.1902983004900002e-07	-0.00141898	-9.084999999999996e-05	2.0135042404e-06	8.253722499999993e-09	0.0	0.0	0.0
62337.52465009293	78.05147349378967	6092.032514551752	3885966979.500943	101083.02363471336	591.3482668985816	10217777667.13602	349692.77276395616	60478.4642707669	13.594818738041797	3657644640.550429	184.8190965202123	73135.06940112213	55640.9449438435	0.907084	23.592459	0.13476525	0.0777404	-0.0647188401	0.0452282751	-0.060994111	0.0224680005	0.067276511	0.1165358639	-0.0951796271	-0.0715983948	0.0698202152	0.082322533	0.0291485935	0.0506933302	-0.1621211725	-0.1361858891	0.0101716512	-0.0347016189	-0.1248490972	-0.1415960867	0.0403105815	0.012461932	-0.1380557044	-0.0911804562	0.0179013038	0.0486945422	0.0351879456	-0.0001673588	0.0246163576	0.0013846455	-0.1108397354	0.081941161	0.1043491959	0.0747286294	0.1243838102	-0.0623971316	0.0945870301	0.0089662105	-0.0218529045	0.036839554	0.0734618739	0.1439917206	-0.0725389	-0.0059688	0.00526189201321	3.562657344000012e-05	0.127453	0.0468665	0.016244267209	0.00219646882225	-0.0561666	-0.0271825999999999	0.0031546869555599	0.0007388937427599	0.00743539	0.00095336	5.52850244521e-05	9.088952896000006e-07	0.000387474	4.2467000000000026e-05	1.803446089000002e-09	1.50136100676e-07	-0.00131986	9.912000000000008e-05	1.7420304196e-06	9.824774400000013e-09	0.0	0.0	0.0
62627.07452886322	289.54987877028907	83839.1322958891	3922150464.043788	102277.27692793871	1194.2532932253523	10460641375.794264	1426240.9283796	60566.92790876116	88.46363799426035	3668352756.305072	7825.815247179544	73103.03430160692	57578.06529731458	1.09112	28.379091	0.17937	0.105359	-0.0553994225	-0.1190705584	0.148354922	-0.0044849639	0.0793200966	-0.0017012644	-0.0968427441	-0.0210787477	0.0500859726	-0.2292701606	0.0242253195	-0.0128033947	-0.2114929733	-0.0314713054	0.0183631878	0.2231079537	-0.0609619603	-0.0195507862	0.169311635	-0.0366051108	0.0415277294	0.1343887771	-0.0896739172	0.0784666695	0.1986428436	-0.2460563199	-0.0856620331	-0.0314218588	0.1124226829	-0.0859212402	0.1937160533	0.0380332289	0.0966485219	0.0623376498	-0.06689966	-0.1175169102	-0.1159371095	0.001834588	0.0858935435	0.1425574961	-0.0677715	0.0047674	0.00459297621225	2.2728102760000047e-05	0.0677275	-0.0597255	0.00458701425625	0.00356713535025	-0.00479805	0.05136855	2.30212838025e-05	0.0026387279291025	0.00631357	-0.00112182	3.98611661449e-05	1.2584801123999998e-06	0.000477755	9.0281e-05	8.150658961e-09	2.2824984002500002e-07	-0.00126179	5.806999999999991e-05	1.5921140041e-06	3.3721248999999893e-09	0.0	0.0	0.0
62570.19046345663	-56.88406540658616	3235.796897180772	3915028734.6332393	100921.2630897392	-1356.0138381995205	10185101343.628357	1838773.529388595	60566.32001604353	-0.607892717627692	3668279120.285795	0.3695335561447809	73250.88999367467	57018.40866174722	1.085374	28.229635	0.09759005	0.0521981	-0.0456142339	-0.0449836135	-0.0138855969	-0.1311101289	-0.1078277374	-0.0024226683	0.1046569176	-0.074034587	0.0290910023	-0.0580649185	-0.1059547656	-0.1351631966	-0.1044825309	-0.017283008	0.0204473966	0.1109496141	0.0009895157	0.2502493813	0.1042600248	-0.0287121363	-0.0685965349	0.1144131202	0.150536974	-0.2170193276	0.1255003717	0.1201982526	-0.0332067215	-0.0779396435	-0.0418494648	-0.1135228414	-0.0772632529	-0.0035707575	0.031703915	-0.027284845	0.0774518458	-0.0660210142	-0.2054375573	-0.0701730217	-0.0192556578	0.1409495873	-0.0588337	0.0089377999999999	0.00346140425569	7.988426883999993e-05	0.108922	0.0411945	0.011864002084	0.00169698683025	-0.0169855	-0.01218745	0.00028850721025	0.0001485339375025	0.00673474	0.00042117	4.53567228676e-05	1.773841689000002e-07	0.000565641	8.788599999999996e-05	7.723948995999993e-09	3.19949740881e-07	-0.00145814	-0.0001963499999999	2.1261722596e-06	3.8553322499999953e-08	0.0	0.0	0.0
