global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
62187.07155449666	n/a	n/a	3867231868.524088	104493.79638424017	n/a	10918953482.791042	n/a	60191.6993701358	n/a	3623040673.0648074	n/a	72908.69451802885	58837.98743770349	n/a	n/a	n/a	n/a	-0.1131484139	0.0353334172	-0.1289907828	0.0870918885	0.1607835223	0.0306769722	-0.149743518	0.1244914195	-0.0855514738	0.0628015851	-0.0023649275	0.0245020691	-0.0033188637	-0.0202843838	0.0028740042	-0.0990845178	0.0859823353	-0.1571692441	0.0581104683	0.0918553248	-0.0334906022	0.1308694916	-0.0987717486	0.1490484942	-0.0760857999999999	n/a	0.0057890489616399	n/a	0.0364152	n/a	0.00132606679104	n/a	-1.34434	n/a	1.8072500356000003	n/a	-0.00132949	n/a	1.7675436601e-06	n/a	0.0012767	n/a	n/a	1.62996289e-06	-0.000329782	n/a	1.0875616752400001e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62473.96540325749	286.89384876083204	82308.08045680317	3902996353.2074137	104157.01196660852	-336.784417631643	10848683141.812231	113423.74395948491	60348.091054836405	156.39168470060395	3641892093.962826	24458.35904349312	72840.14449399039	60972.94986548289	1.097551	30.590164	0.0767517000000001	0.0438182	-0.1507473171	-0.0078657961	-0.1385301465	0.0873477258	0.0811532253	0.111345992	-0.1148321061	0.1181299612	-0.1390195277	0.0379719421	-0.0329766385	-0.0902046628	-0.1034283085	0.0118231884	-0.1125147216	-0.0061124714	-0.1367794287	-0.1153995295	0.1110736392	0.1630137287	-0.0508189445	-0.065537508	-0.0313611807	0.1488669016	-0.0661742	0.0099115999999998	0.00437902474564	9.823981455999792e-05	0.0414403	0.0050250999999999	0.0017172984640899	2.5251630009999972e-05	-1.31269	0.0316500000000001	1.7231550361	0.0010017225	-0.00175049	-0.0004209999999999	3.0642152401e-06	1.7724099999999997e-07	0.00129766	2.095999999999999e-05	4.3932159999999946e-10	1.6839214756e-06	-0.000168442	0.0001613399999999	2.8372707364000006e-08	2.6030595599999993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62414.57087253656	-59.39453072092874	3527.710279559348	3895578657.2028894	104981.78405823684	824.7720916283142	11021174984.05027	680249.0031289443	60263.59190855305	-84.49914628335682	3631700509.72062	7140.105722616135	73151.86965865384	60664.29382373083	1.066571	29.726713	0.08075555	0.0404847	-0.1286587174	-0.0154223065	-0.1113857757	0.1311569281	0.0118438843	0.1218422669	-0.1354995633	0.1130081917	-0.0777296431	0.0509483661	-0.0226347009	-0.0370732675	0.0868104475	0.0210105595	0.024334731	-0.1067085229	0.0478067717	-0.1423389114	0.0201075256	0.1506809683	0.0084524736	0.0402701539	0.1196799788	0.1485039376	-0.0734521	-0.0072779	0.00539521099441	5.296782841000006e-05	0.0706573	0.029217	0.00499245404329	0.000853633089	-1.31883	-0.00614	1.7393125689	3.769960000000042e-05	-0.00134095	0.0004095399999999	1.7981469025e-06	1.6772301159999993e-07	0.00137917	8.151000000000013e-05	6.643880100000022e-09	1.9021098889000003e-06	0.000102921	0.000271363	1.0592732241e-08	7.3637877769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62421.35617046507	6.785297928508953	46.04026797862789	3896425706.160058	103635.2366280338	-1346.5474302030343	10740262270.94856	1813189.981786396	60239.6080274182	-23.983881134845436	3628810375.296988	575.2265542903947	72852.87937620192	61223.99305189541	0.8244439999999998	22.978312	0.0745120499999999	0.0372132	-0.1479060633	-0.0175487276	-0.1574361028	0.0409864121	0.1234790431	0.0352853814	-0.1294283902	0.0791195497	-0.136914441	0.053583075	-0.0086615196	0.0634219881	-0.1157395664	0.0662233299	-0.0628443163	-0.040423545	0.0529269286	-0.1432845964	0.0778272587	0.0876037568	-0.0350965899	0.1524083745	0.0636610068	0.1479600444	-0.074828	-0.0013758999999999	0.005599229584	1.8931008099999984e-06	0.0426388	-0.0280185	0.0018180672654399	0.00078503634225	-1.32957	-0.0107399999999999	1.7677563848999998	0.0001153475999999	-0.00117939	0.00016156	1.3909607721e-06	2.6101633600000013e-08	0.00128588	-9.329e-05	8.7030241e-09	1.6534873744000002e-06	-0.000329782	-0.000432703	1.0875616752400001e-07	1.87231886209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62312.76973385588	-108.58643660919188	11791.014215482046	3882881271.904545	104618.7837310636	983.5471030297922	10945089909.367056	967364.9038782966	60194.11795931941	-45.49006809879211	3623331836.90046	2069.3462956327435	72969.60370432692	59906.95935110716	0.8564	23.868961	0.0811162499999999	0.042761	-0.1345420248	0.0042626171	-0.1382689534	0.0823477239	0.1350576083	0.0042640591	-0.1447931147	0.0776912463	-0.0285740033	0.0914690529	-0.0128588712	0.0032778311	-0.0300783426	0.0325575451	0.116038405	-0.1104454661	0.0826930793	-0.1510538727	0.0410903362	0.0848752955	-0.0138983618	0.1128440826	-0.0596232109	0.1472358847	-0.0677969	0.0070311	0.0045964196496099	4.943636721000017e-05	0.0794312999999999	0.0367924999999999	0.0063093314196899	0.0013536880562499	-1.31588	0.0136899999999999	1.7315401744	0.0001874160999999	-0.00147113	-0.0002917399999999	2.1642234769e-06	8.51122276e-08	0.00129875	1.2869999999999895e-05	1.6563689999999731e-10	1.6867515625e-06	-0.000162339	0.0001674429999999	2.6353950921000003e-08	2.803715824899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62305.264475208205	-7.505258647674054	56.32890736848618	3881945981.3256416	105211.95050265704	593.1667715934454	11069554528.573557	351846.8189225907	60148.94060713151	-45.1773521879004	3617895056.160234	2040.9931507095887	72989.43911177885	61070.40951358264	0.927355	25.846567	0.07229364	0.0376393	-0.1378225525	-0.0060877994	-0.1135665685	0.1263066031	0.0075692547	0.1561650693	-0.1646341068	0.0666280675	-0.0802747095	0.0661668409	-0.0220771931	-0.0417406287	-0.0173779665	-0.134492663	-0.0152741499	-0.0202011309	-0.0094398459	-0.1420535613	0.0570285568	0.1934298269	0.0670625024	-0.0597513464	0.0708194595	0.1463323407	-0.0717507	-0.0039538	0.00514816295049	1.5632534440000056e-05	0.0744010999999999	-0.0050301999999999	0.0055355236812099	2.5302912039999987e-05	-1.34669	-0.03081	1.8135739561	0.0009492561	-0.00124553	0.0002256	1.5513449808999998e-06	5.0895360000000035e-08	0.00148563	0.0001868799999999	3.4924134399999986e-08	2.2070964969e-06	7.517379999999998e-05	0.0002375128	5.651100206439997e-09	5.641233016384e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62103.42229120821	-201.8421839999937	40740.26724188732	3856835060.280137	103789.64263761105	-1422.3078650459938	10772289918.843008	2022959.6629716929	60153.15464928129	4.214042149782472	3618402014.260352	17.758151240143278	72845.80663221153	59791.37214860012	0.8853419999999999	24.675608	0.0579446100000001	0.0270851	-0.133645434	0.0253635836	-0.1536324974	0.0762864341	0.0769245287	0.1209477649	-0.1472888571	0.0540344982	-0.1129548799	0.0163092286	-0.0301303493	0.0089490722	-0.0945682569	0.040259032	-0.0264643862	-0.0483833665	-0.0814218573	-0.1538160765	0.0669013621	0.109749286	0.0087464568	0.0997231582	0.084132735	0.1452505133	-0.070049	0.0017017	0.004906862401	2.895782890000001e-06	0.0927044	0.0183033000000001	0.00859410577936	0.00033501079089	-1.3482	-0.0015100000000001	1.81764324	2.2801000000003697e-06	-0.00148912	-0.00024359	2.2174783744e-06	5.9336088100000066e-08	0.00177151	0.00028588	8.172737440000004e-08	3.1382476801e-06	0.000274296	0.0001991222	7.5238295616e-08	3.964965053284e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62078.06190123178	-25.360389976434817	643.1493797568555	3853685769.413164	104165.51298530697	375.8703476959199	10850454095.492155	141278.51827705174	60068.62101681624	-84.53363246504887	3608239230.861898	7145.935017735964	72763.6700420673	59463.42898676846	0.801134	22.328644	0.0515211499999999	0.026265	-0.1379183188	0.0473618574	-0.1438275903	0.0707768599	0.1427883858	0.0430550088	-0.1781699158	0.0335034368	-0.1124191161	0.0947484225	-0.068036599	0.0027475939	0.0450653776	0.0267689964	-0.0075277252	-0.019727686	-0.0384733976	-0.1668308015	0.087599536	0.0820728693	0.0419473639	0.0854911134	-0.0780958182	0.1439917206	-0.0737101	-0.0036611	0.00543317884201	1.3403653210000005e-05	0.0811034	-0.011601	0.00657776149156	0.000134583201	-1.3523	-0.0040999999999999	1.82871529	1.680999999999994e-05	-0.00106814	0.00042098	1.1409230596e-06	1.7722416040000008e-07	0.00168478	-8.672999999999992e-05	7.522092899999986e-09	2.8384836484000003e-06	0.000138825	-0.000135471	1.9272380625e-08	1.8352391841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62331.09108666245	253.02918543067065	64023.7686797087	3885164916.0538106	104501.67312420683	336.1601388998679	10920599685.758574	113003.63898517848	60183.43169522316	114.81067840691684	3622045450.613592	13181.491876256485	72684.74547596154	59979.52967147762	0.943256	26.289745	0.1518003499999999	0.0936249	-0.1334424894	0.0126958798	-0.125544794	0.1067149406	0.0558566007	0.125169295	-0.1484968279	0.0422304932	-0.096855027	0.0517249806	0.0274842252	-0.0136566367	-0.0608949897	0.0485341842	-0.1177723729	0.0435362849	-0.0468085967	-0.132093582	0.0987365091	0.1399941923	0.0449857786	-0.0887675265	0.0169591902	0.1425574961	-0.0793875	-0.0056773999999999	0.00630237515625	3.223287075999999e-05	0.0609417	-0.0201617	0.00371389079889	0.00040649414689	-1.3099	0.0423999999999999	1.71583801	0.0017977599999999	-0.00243005	-0.00136191	5.9051430025e-06	1.8547988481e-06	0.00189673	0.0002119499999999	4.4922802499999923e-08	3.5975846929e-06	0.00023619	9.7365e-05	5.57857161e-08	9.479943225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62419.06139735077	87.97031068832439	7738.77556260032	3896139225.726245	104128.6036990403	-373.0694251665409	10842766108.311789	139180.79599409326	60103.53385830289	-79.89783692026685	3612434782.256162	6383.664344537558	72721.16155528846	59929.43797910774	0.889375	24.788013	0.15378655	0.0936266	-0.1427460197	-0.0032280794	-0.1353526081	0.0908989704	0.0613723034	0.1170162442	-0.1852797563	0.0478900794	-0.095560474	0.0784999992	0.0031795487	-0.0662624929	-0.042488905	-0.1091811327	0.0279893577	-0.0127773186	0.1383681874	-0.173238986	0.074733304	0.1271977878	0.0662656523	0.0934271154	0.0285807774	0.1409495873	-0.0818943	-0.0025068	0.00670667637249	6.284046240000017e-06	0.0769598999999999	0.0160181999999999	0.0059228262080099	0.0002565827312399	-1.39063	-0.0807299999999999	1.9338517969	0.0065173328999999	-0.00247457	-4.452000000000015e-05	6.123496684900001e-06	1.982030400000013e-09	0.00294284	0.00104611	1.0943461321000002e-06	8.6603072656e-06	0.000236189	-9.999999999886402e-10	5.5785243721e-08	9.999999999772805e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
