global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
62484.087579709565	n/a	n/a	3904261200.668815	102275.70543918655	n/a	10460319923.083254	n/a	60228.70976156128	n/a	3627497479.542387	n/a	72861.20418438489	57790.06543872781	n/a	n/a	n/a	n/a	-0.0533644503	-0.030653449	-0.0235025005	0.0366896174	-0.0122087069	-0.0827479436	-0.0081852757	-0.0046459313	0.0118339713	-0.0522269368	0.0512692825	-0.0764859427	0.0108538705	-0.0042023613	0.0948495356	-0.0205125887	0.0289315152	-0.1011852437	0.0538811039	-0.0949723756	0.1633789706	-0.0807048393	0.0072509514	-0.1260576677	0.010145656	-0.0470721222	0.0798139176	-0.1177329268	0.1812541425	-0.025136842	-0.0286728697	-0.0190182721	0.0391422816	-0.0643790617	-0.0361877732	-0.0346978019	0.0108733297	-0.0597902598	0.0294051633	-0.0509878198	0.0166285921	-0.0729742626	0.0257897418	-0.1052010175	0.048811937	0.0396500271	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.116513	n/a	0.013575279169	n/a	0.217056	n/a	0.0471133071359999	n/a	-0.961751	n/a	0.924964986001	n/a	0.00761533	n/a	5.79932510089e-05	n/a	0.00266291	n/a	n/a	7.091089668100001e-06	-0.00054999	n/a	3.024890001e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62716.57187044496	232.48429073539592	54048.9454387401	3933368387.180688	101821.31488688353	-454.3905523030262	10367580165.293888	206470.7740222492	60504.04541460094	275.3356530396632	3660739511.5320935	75809.72183477777	73143.10800904865	57893.31581084369	1.207257	32.10384	0.4120043500000001	0.234325	-0.0140113096	0.0025072151	0.0540633147	-0.1259795509	-0.0338441942	0.0431285977	-0.0372586877	0.0522162682	0.0324107171	0.0376061012	-0.0228892311	0.0647749977	-0.0390529511	0.0154514249	0.1119936304	0.0589884396	-0.1303283342	0.0554141132	-6.85312e-05	0.0510323942	0.1318233559	-0.0605789374	-0.0024024219	-0.0323729775	0.1741834088	-0.0730930074	0.0055003666	-0.0687087164	0.0638985395	-0.0991428724	-0.0571220189	0.0004781161	0.1877199542	0.0077943942	0.0132109233	0.0037258775	-0.0582507352	0.0856014354	-0.0266901775	0.0780095876	0.0384286836	-0.0534752043	-0.1078361078	0.0691765236	0.1290967314	-0.0306216475	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0732332	0.0432798	0.00536310158224	0.00187314108804	0.183249	-0.033807	0.033580196001	0.001142913249	-0.791605	0.170146	0.626638476025	0.028949661316	0.00529534	-0.00231999	2.80406257156e-05	5.3823536001e-06	0.00178759	-0.00087532	7.661851024000003e-07	3.1954780081e-06	-0.000449869	0.000100121	2.02382117161e-07	1.0024214641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62826.26177658506	109.68990614009816	12031.875509023546	3947139168.819993	102169.37083204096	348.05594515743724	10438580336.215103	121142.94095943696	60501.34725749756	-2.6981571033829823	3660413019.972308	7.280051754536045	73070.2457500989	58278.46592001719	1.108263	29.471336	0.35969785	0.212377	-0.0140073076	-0.0423896831	-0.0153892522	-0.0633730276	-0.0142673334	0.0638075798	0.0089656717	-0.064074896	0.0292886349	0.0365753401	0.0029537924	0.0905354371	-0.0270420292	-0.0282839734	0.0350558984	-0.072787309	-0.0267753701	0.1093108195	0.0013881566	-0.0364431988	0.1861617196	-0.0314083642	-0.1496392932	0.0077251914	0.0922821312	-0.062680422	-0.0270253876	-0.0664432997	0.0747291459	-0.07874802	-0.1435419734	0.0259586579	0.1117911112	-0.0103316629	0.0198442602	0.0244100458	0.0178836499	0.0431349765	0.0636456135	0.0529049415	0.0428962017	0.0934343251	-0.0498063889	-0.0818764483	0.0903527222	0.0167958267	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0945789	-0.0213456999999999	0.00894516832521	0.0004556389084899	0.21033	0.0270809999999999	0.0442387088999999	0.0007333805609999	-0.934308	-0.142703	0.872931438864	0.020364146209	0.00777133	0.00247599	6.03935699689e-05	6.1305264801e-06	0.00251794	0.00073035	5.334111225000004e-07	6.340021843600001e-06	-0.000284846	0.0001650229999999	8.1137243716e-08	2.7232590528999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62663.87015788217	-162.39161870288808	26371.03782494419	3926760623.163916	103346.30101388028	1176.9301818393142	10680457933.251553	1385164.6529243211	60486.788082127765	-14.559175369795412	3658651532.492233	211.96958744845736	73348.44295391614	59885.944485181	1.21597	32.335533	0.2053667499999999	0.158172	-0.0391060041	-0.0893371451	0.0001437464	0.0749058415	0.0142906	-0.1192887431	0.0531211917	-0.0465228948	0.0980083905	0.0337426957	0.0083936095	0.0984876591	-0.0578014895	-0.0182843652	0.0511213528	-0.0099843388	-0.0109574526	-0.0559231622	0.0475663736	0.0490001335	0.0431456634	-0.0454537838	-0.0937852309	-0.0019073332	0.0302879329	-0.000592058	-0.0424071454	0.0543804716	0.0216271836	0.0665290331	0.0103763543	0.0505750506	-0.1725767745	-0.179106404	0.0106269853	-0.1188532819	-0.0185472084	0.0633551823	0.0763644585	-0.0594687839	-0.0516459716	0.0152534427	0.007492455	0.0567649563	-0.005754742	0.075299562	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.085221	0.0093578999999999	0.007262618841	8.757029240999978e-05	0.197076	-0.0132539999999999	0.038838949776	0.0001756685159999	-0.951449	-0.0171409999999999	0.905255199601	0.0002938138809999	0.00470824	-0.00306309	2.21675238976e-05	9.3825203481e-06	0.00258997	7.202999999999984e-05	5.188320899999976e-09	6.7079446009e-06	-0.000107689	0.000177157	1.1596920721e-08	3.1384602649e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62424.01497118579	-239.8551866963826	57530.51058515655	3896757645.122828	101574.63115500932	-1771.669858870955	10317405694.27619	3138814.08883183	60387.69250853381	-99.09557359395694	3646673406.5052304	9819.932705915337	73088.5323724288	58485.641323037344	1.003264	26.679167	0.0788218499999999	0.0394391	-0.0438022113	-0.0300042494	0.0350575233	-0.0460249313	-0.0545201685	-0.0053140135	-0.0596391996	0.0337769289	0.0202590225	0.0058211235	-0.0160154725	0.1118487147	-0.0385406181	-0.0249149607	-0.0482212568	-0.0267181911	-0.029467063	0.092965996	0.051288772	0.0298873303	-0.0135060115	-0.0061617161	-0.0865146053	0.0095206716	0.0196607337	0.0061571834	-0.0259011636	0.0739595942	0.051686753	-0.0956998741	0.0672916828	-0.1653370273	-0.0382634345	0.1402022008	-0.0108846198	-0.0472889047	-0.0076748345	0.0763212698	-0.0017000735	0.0890732477	0.0401626697	0.1000395308	-0.0069005918	0.0059926884	-0.0009905905	-0.0403942758	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0971836	-0.0119625999999999	0.0094446521089599	0.0001431037987599	0.183041	-0.0140349999999999	0.033504007681	0.0001969812249999	-0.945808	0.005641	0.8945527728639999	3.182088100000008e-05	0.00537495	0.00066671	2.88900875025e-05	4.445022241000001e-07	0.00277904	0.0001890699999999	3.574746489999998e-08	7.7230633216e-06	-0.000195574	-8.7885e-05	3.8249189476e-08	7.723773225000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62144.41475753567	-279.60021365011926	78176.27947319233	3861928285.556617	101998.41446717974	423.78331217041705	10403676553.81858	179592.29567412916	60215.74722397188	-171.94528456193075	3625936213.7412767	29565.18088308334	73013.16378312896	57203.23349516359	1.006663	26.76956	0.1638856499999999	0.0926872	-0.0750374176	-0.0089467352	-0.0147404926	0.0857677928	-0.0587564102	-0.0204681065	0.0839739701	-0.0590638682	0.0267141623	-0.0416346633	-0.0139184195	0.0379558567	-0.0320789192	-0.0540311437	-0.019312296	-0.0194235831	-0.0540611685	-0.0150678441	0.0314160836	-0.0653053606	0.0071321064	-0.0311255402	-0.0401473073	-0.0156408003	0.0150917264	0.0449122247	-0.0116655182	0.099654575	0.0802472665	-0.0719996711	-0.0124353048	0.0329195808	-0.0081826015	-0.0085055731	-0.0501736289	-0.007019798	-0.011953266	0.0271208427	0.0648598728	-0.0245551945	-0.0802056137	0.0878998648	0.0275998448	0.0123473961	0.0433439263	0.1006958547	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0896605	0.0075230999999999	0.00803900526025	5.659703360999986e-05	0.197425	0.0143839999999999	0.0389766306249999	0.0002068994559999	-0.885352	0.0604559999999999	0.783848163904	0.0036549279359999	0.00426368	-0.00111127	1.81789671424e-05	1.2349210129000005e-06	0.00232091	-0.00045813	2.0988309690000015e-07	5.386623228099999e-06	-0.000134523	6.105100000000001e-05	1.8096437529e-08	3.7272246010000015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62177.33689238935	32.9221348536812	1083.8669633239704	3866021223.0296817	101616.62664052808	-381.7878266516637	10325938809.80048	145761.94457940076	60096.34305662793	-119.40416734394968	3611570448.779912	14257.355179101936	72785.12564032832	57051.53173344756	0.981512	26.100721	0.125520299	0.0797181	-0.0676931638	0.0070969834	0.0291717298	-0.0138741317	-0.0473750111	-0.0711429585	-0.0641828975	0.08477471	-0.0103279745	-0.0772424008	-0.0389853034	0.0788461031	0.0627380739	-0.0634858452	0.0190980261	-0.0808162898	-0.0457599658	0.0221984611	0.0152925796	-0.0033979557	0.1439686271	-0.0527193029	0.1021782048	0.0539049965	-0.0091940796	0.0412783177	-0.020548963	0.1208931433	0.0663699461	0.0842774495	0.1533879601	-0.0470090218	0.0251909931	-0.0114428242	-0.0621473849	-0.0827895495	-0.0133208062	-0.0251623764	-0.0616202495	0.0668589092	0.0642239595	0.0627634957	0.0036581271	-0.0244996211	0.018014053	0.015555365	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0970284	-0.0073678999999999	0.00941451040656	5.4285950409999954e-05	0.19315	-0.004275	0.0373069224999999	1.827562500000001e-05	-0.954326	-0.0689739999999999	0.910738114276	0.0047574126759999	0.00482244	0.00055876	2.32559275536e-05	3.1221273760000017e-07	0.00251836	0.00019745	3.8986502500000025e-08	6.342137089599999e-06	7.33498e-06	0.00014185798	5.380193160040001e-11	2.01236864896804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62156.72722514013	-20.609667249220365	424.75838412358655	3863458739.340476	102012.09500281097	395.4683622828889	10406467526.86253	156395.22556671023	60067.16503779259	-29.178018835336843	3608064315.677413	851.3567831552716	72848.17109498616	56386.06618656525	1.055598	28.070862	0.167948466	0.117263	-0.0944304865	-0.0042171197	0.0653820613	-0.0232682585	-0.0614200096	0.0634856492	-0.0278628761	0.0055767385	0.0406280127	-0.084469322	0.0200031816	-0.102519035	-0.0662312394	0.0753363211	0.1224377892	0.0373885996	-0.1481306914	0.0400379131	0.0218444907	-0.0013439305	0.0662554525	-0.0346167486	0.0839621819	0.0430325189	-0.0381655925	0.0248308523	0.0051467845	0.103272881	-0.0656111632	0.0590992097	0.0344636497	0.062348058	-0.075883825	0.0783952058	-0.0958563133	0.0806593214	-0.0172040195	0.0117229751	-0.0384950788	-0.0904373497	0.001609295	-0.0714275738	-0.1190866501	0.0559716608	0.1181620434	-0.0042479046	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0962726	0.0007558	0.00926841351076	5.712336400000014e-07	0.182025	-0.0111249999999999	0.0331331006249999	0.0001237656249999	-0.909808	0.044518	0.8277505968639999	0.001981852324	0.0028958	-0.0019266399999999	8.38565764e-06	3.7119416896e-06	0.00226541	-0.00025295	6.398370250000003e-08	5.132082468099999e-06	5.87383e-05	5.140332e-05	3.45018788689e-09	2.6423013070223997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62379.571879548654	222.84465440852364	49659.73999845434	3891210987.875777	102437.04342674086	424.9484239298909	10493347866.011992	180581.16300049823	60279.291246749024	212.1262089564334	3633592953.2103934	44997.528526228445	72838.04420861353	57493.53793678545	1.072129	28.510462	0.126314435	0.0891748	-0.0626017768	-0.0154175736	-0.0164537977	0.1304343467	-0.0238799168	-0.0890369131	0.0618303818	-0.0381029493	0.0254251432	-0.0390142401	0.0153958288	0.0146803899	-0.0621628504	-0.0151461337	0.1076533256	0.0095739763	-0.0102196549	-0.0394625195	-0.0023663303	-0.088728611	0.0644384163	0.0618971803	0.1557907912	0.0826142751	0.0970488311	0.0113830497	0.0916591908	-0.1041211121	-0.0073107716	0.0179283133	0.0479510178	0.0259540556	-0.0357276493	0.1286072589	-0.0352664903	-0.0469856514	0.0033842291	-0.0753573801	0.099085697	-0.0914276599	0.0065713102	-0.0111219233	-0.0561856928	0.0127513022	0.0525865871	0.0542700284	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0960313	0.0002412999999999	0.00922201057969	5.8225689999999936e-08	0.177518	-0.0045069999999999	0.031512640324	2.031304899999985e-05	-0.995729	-0.085921	0.991476241441	0.007382418241	0.00311458	0.00021878	9.7006085764e-06	4.786468840000001e-08	0.00255225	0.00028684	8.227718560000002e-08	6.513980062499999e-06	0.000266021	0.0002072827	7.0767172441e-08	4.2966117719290006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62407.85299902454	28.281119475883315	799.8217188091866	3894740115.947856	102152.68218100574	-284.3612457351119	10435170476.77357	80861.31807602469	60361.98724754145	82.6960007924281	3643569504.472357	6838.628547061268	72999.48888449366	57750.14734701914	1.051531	27.962692	0.0666356999999999	0.0329017	-0.082057129	-0.0622464092	0.0614109756	-0.0259148243	-0.0383020356	-0.0459566448	-0.0797562405	0.0409673678	0.0683547715	-0.0066945596	0.0053715424	0.122643192	-0.1188818917	-0.0873255631	-0.0045203897	-0.0137797369	-0.0650282362	0.0126422004	0.0402580602	-0.0220945476	0.0331104209	0.0212121344	-0.0337794572	0.0146773817	-0.0841490761	-0.0212504087	-0.029714482	-0.0471172821	0.1467221281	-0.0462902785	-0.0440020847	-0.0137751057	0.0180380627	-0.0512149989	-0.028877267	-0.0641504083	-0.0196772201	0.068464765	0.0291015213	0.0496664798	0.0957072042	-0.0116372212	-0.0287465619	0.0857642642	0.0112146013	0.0381882741	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0963394	-0.0003081	0.00928127999236	9.492561000000344e-08	0.170999	-0.0065189999999999	0.029240658001	4.249736099999996e-05	-0.9860040000000002	0.0097249999999997	0.9722038880160004	9.457562499999536e-05	0.00363327	0.00051869	1.32006508929e-05	2.690393161000001e-07	0.00219487	-0.00035738	1.2772046440000006e-07	4.8174543169e-06	0.000140419	-0.000125602	1.9717495561e-08	1.5775862404000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
