global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
61674.20480164813	n/a	n/a	3803707537.915637	102235.7183708922	n/a	10452142110.812384	n/a	60605.80375695354	n/a	3673063449.0263634	n/a	73670.08809124625	57805.570257013496	n/a	n/a	n/a	n/a	-0.1277358682	0.1280730888	-0.0525201681	0.1179698384	-0.0476611452	-0.0871211199	0.1539630914	0.0662587458	0.089908734	-0.0562729921	0.015791869	-0.0685983232	0.1304732128	-0.0123116676	0.0469564359	-0.007124664	0.1224056388	-0.0142793186	0.0257077378	0.0541132626	-0.0157879653	0.1523610053	-0.0247063894	0.053783037	-0.1321643286	0.0556766	-0.0155733606	0.0006893285	0.0839655563	-0.0149013624	0.144425529	0.1424382317	-0.0948495619	0.0567068481	-0.0522985656	0.0081590498	-0.013404333	0.0458872836	-0.009115361	0.0625995032	-0.0967331427	0.0562129264	-0.0442304379	0.0600124742	-0.02609775	0.0772466691	-0.0698812144	0.1351508688	-0.0320845632	0.0874510828	-0.0550563233	0.0850108976	-0.098691659	0.0728226174	-0.0466489773	0.0235277967	-0.0513563825	0.1484628492	-0.0178720508	0.0387415069	-0.0242799578	0.0927819646	-0.0219770076	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0706874	n/a	0.0049967085187599	n/a	0.21483	n/a	0.0461519289	n/a	-0.429781	n/a	0.184711707961	n/a	0.0109657	n/a	0.00012024657649	n/a	0.000605195	n/a	n/a	3.66260988025e-07	0.000240613	n/a	5.7894615769000013e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61760.217146324685	86.0123446765574	7398.123436758913	3814324421.961178	101641.1745863406	-594.543784551599	10330928371.29097	353482.3117489381	60511.821593279616	-93.9821636739216	3661680552.536901	8832.647088831789	73562.18129740834	58526.31703786275	1.262812	33.761948	0.2283515	0.138489	-0.1622463643	0.0677642969	0.1048815441	0.0270957634	-0.0229887379	-0.0734326053	-0.0958886646	0.1019180498	0.129189366	-0.0701797173	0.0883558043	-0.1060268847	0.101026801	0.0658344288	0.0761683676	0.0083474169	-0.0667562496	-0.0177773789	0.0672717743	0.0743567096	0.0080307111	0.1056492608	0.1430474516	0.039126533	-0.0731466977	0.1034093388	0.0486914598	-0.0136616642	0.0123262217	0.0054033348	-0.0036195813	-0.0014749784	-0.1301547909	-0.1169048364	-0.1229360604	-0.0400120895	0.0915813519	-0.0346080636	0.1209779181	0.0175734402	-0.0111666882	0.1731257423	0.0370888031	-0.0177622156	-0.0506805782	0.0690226039	-0.0786221807	-0.0198556317	0.1532088989	0.0083095474	-0.0128604739	0.0073629678	-0.1070363897	0.1628447331	0.0053930562	-0.0060373995	-0.0267408137	0.006246813	0.0869659721	-0.0422081932	-0.0135617531	-0.0089691218	0.0147081933	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0610472	0.0096401999999999	0.00372676062784	9.29334560399999e-05	0.175465	-0.0393649999999999	0.030787966225	0.0015496032249999	-0.352839	0.076942	0.124495359921	0.005920071364	0.00916614	-0.00179956	8.401812249959999e-05	3.2384161936000013e-06	0.000443308	-0.000161887	2.6207400769e-08	1.96521982864e-07	0.000327252	8.663899999999998e-05	1.07093871504e-07	7.506316320999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61580.84371665724	-179.37342966744473	32174.82727066174	3792200312.8553634	100779.34607263512	-861.8285137054772	10156476594.827955	742748.387035792	60467.67513446908	-44.1464588105373	3656339736.16769	1948.909825510466	73377.41373718494	56788.008037142565	1.049809	28.067198	0.1419321499999999	0.06307	-0.1082819863	0.168550871	0.0678408181	-0.0177904804	0.098244449	-0.1017736811	0.0409074452	0.0632805376	0.0470390021	0.0048319442	0.0471816462	-0.1203280866	0.0760608496	0.0070100575	-0.0391791318	0.0051026872	-0.0130639423	-0.0507704729	-0.0224399291	0.0876584507	0.0393789572	0.1762161367	0.0811277941	-0.0324082386	0.0570621857	0.082052348	-0.0593696108	0.148397826	-0.0555728926	-0.0231443101	0.1540714292	-0.0076606426	-0.0420841879	-0.1273131384	-0.0350727518	0.0417733584	0.024603757	-0.0366731902	0.0945617363	-0.0075007947	-0.0169845285	-0.0557979337	-0.0298419978	-0.0226611006	-0.140154681	-0.0423316558	-0.0553792687	0.0439579863	0.0034705882	-0.0092864877	-0.004580112	0.0258952287	-0.0435946527	0.1067777378	-0.0672116064	0.0797012535	0.0369355705	0.0298243784	0.1214724802	0.0201270022	0.0171945762	0.0458415415	-0.0775126418	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.040584	0.0204632	0.001647061056	0.00041874255424	0.210253	0.0347879999999999	0.044206324009	0.0012102049439999	-0.383129	-0.0302899999999999	0.146787830641	0.0009174840999999	0.00956917	0.00040303	9.15690144889e-05	1.6243318090000033e-07	0.00103361	0.0005903019999999	3.484564512039999e-07	1.0683496321e-06	0.000192765	-0.000134487	3.7158345225e-08	1.8086753169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61796.003201059895	215.15948440265493	46293.60372841631	3818746011.625405	101290.43997139896	511.0938987638365	10259753229.599577	261216.97335361876	60668.40839997137	200.73326550229103	3680655777.785717	40293.84387921327	73546.87584384382	57631.46687507467	1.238763	33.118984	0.28236825	0.171942	-0.113124362	0.0067009959	0.0867707519	0.1450595955	-0.0150268858	-0.0130729	0.1130491615	0.1492831874	0.0631056968	0.0394190395	0.0051753613	-0.0333837171	0.0889955368	0.040695971	-0.0165424308	-0.0388645376	0.036192104	0.0187281855	0.059344457	-0.0798231272	0.0422301746	0.0895586519	-0.1021062586	-0.0218436683	0.1986264338	-0.0572313413	0.0181001275	0.0991864242	-0.0033437316	0.0466722784	0.1145616968	-0.0559117322	-0.021000367	0.085081413	-0.068717722	-0.0069968616	0.0269173706	0.1866755438	-0.0047050237	0.1024713115	0.0950920056	0.0609024586	-0.1370228989	-0.187007381	0.0075659209	0.0163795289	-0.0854482685	0.1074920602	-0.0255436068	0.0053698257	-0.0737377993	0.0360699185	-0.0410342112	-0.0173974412	-0.1436598046	0.1150039331	-0.1116434141	0.1017432676	-0.0763267192	-0.0035724149	-0.0009831136	-0.0693979021	-0.147869135	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0550741	-0.0144900999999999	0.00303315649081	0.0002099629980099	0.146447	-0.063806	0.021446723809	0.004071205636	-0.325651	0.0574779999999999	0.106048573801	0.0033037204839999	0.00695382	-0.00261535	4.83556125924e-05	6.840055622499999e-06	0.0007268259999999	-0.000306784	9.41164226560613e-08	5.282760342758547e-07	0.000202514	9.749000000000004e-06	4.1011920196e-08	9.504300100000007e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61785.34778259065	-10.65541846924316	113.53794275468825	3817429200.61568	101498.54762841677	208.107657017812	10301955170.677986	43308.796909443285	60720.32198697235	51.913587000977714	3686957502.201597	2695.0205153080824	73745.4645483738	56737.68376938813	1.260895	33.710682	0.0926887	0.0576659	-0.0545269401	0.1332112953	0.0417539555	0.0323493432	-0.0371327441	-0.1412221299	-0.0729914147	0.0276801957	-0.0088404446	0.0181062267	-0.0277610831	-0.0027970214	0.073226694	-0.0231018079	-0.0239540471	-0.0187138659	0.054825338	-0.0154245571	0.0841614612	0.0299585904	0.0455281332	0.0715267851	-0.1186239519	-0.0426500942	0.0803319408	-0.1382243057	-0.0709631897	0.0711262722	-0.0328938404	0.0470963133	-0.1065621223	0.080801214	0.0041989072	0.0290874222	-0.0520793498	0.0063935144	0.1138925175	-0.0507312928	0.0026901766	0.0263999583	0.1080818211	-0.0103402202	0.004951134	0.0142497961	-0.0554422727	0.1024597324	0.0482797724	-0.027585706	0.0410471912	0.0376714904	-0.0481908421	0.0163537213	-0.0186694129	0.0144271687	-0.1473712276	-0.0162024308	-0.0028405335	-0.029812362	0.0428390464	-0.0791665626	-0.0057844673	-0.0955106778	0.0046478413	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0332432	0.0218309	0.00110511034624	0.00047658819481	0.146845	0.000398	0.021563454025	1.5840400000000756e-07	-0.332951	-0.0072999999999999	0.110856368401	5.328999999999961e-05	0.00593708	-0.00101674	3.52489189264e-05	1.0337602276000006e-06	0.000775525	4.869900000009999e-05	2.371592601009739e-09	6.01439025625e-07	0.000400271	0.000197757	1.60216873441e-07	3.9107831049000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61992.11212249749	206.76433990684015	42751.49225711134	3843021965.408301	101484.65794878686	-13.889679629908642	10299135798.982267	192.92320022149903	60617.62288326243	-102.6991037099142	3674496204.017421	10547.105902819712	73771.41089484484	57502.61885979587	1.092938	29.220266	0.18608445	0.129594	-0.0361724353	0.0396994899	0.109513983	0.0005741011	0.0557962177	-0.028074098	0.0295631065	0.0282561172	0.052826092	-0.0330379642	0.0324501469	-0.0330845217	-0.0038999259	-0.0069374729	0.1417441408	0.0865526185	-0.0263470025	0.0990866947	-0.0484609648	0.0969501877	-0.0407985305	-0.0524894384	-0.0188631114	0.0880939271	0.0385295731	-0.0732432426	0.0761429356	-0.0214467508	0.1072117232	0.0842778219	0.0444495537	-0.0026087707	-0.1112142154	0.0910964228	0.103262544	0.0355282357	0.0650870325	0.1835778631	-0.0300898367	0.0508515644	-0.1780317089	-0.0452408536	-0.0235637153	-0.0126858692	-0.0964858797	-0.0106623468	0.0358417143	-0.0065140584	-0.0684490688	-0.0290672935	0.1292086322	0.016597752	-0.058380771	0.0808006866	0.0854417156	-0.0781574077	-0.0696116828	0.0497773743	-0.1311531877	-0.0451983501	0.0115687314	-0.038968073	-0.1419439882	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0194918	0.0137514	0.00037993026724	0.00018910100196	0.114073	-0.032772	0.0130126493289999	0.001074003984	-0.332593	0.0003579999999999	0.110618103649	1.2816399999997812e-07	0.00358867	-0.00234841	1.28785523689e-05	5.5150295281e-06	0.000383139	-0.000392386	1.53966772996e-07	1.46795493321e-07	0.000443536	4.3265000000000014e-05	1.9672418329600002e-07	1.871860225000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61841.31571514986	-150.79640734763234	22739.556468953066	3824348329.380841	101876.07855209614	391.4206033092778	10378735381.152864	153210.08869499902	60571.23247556037	-46.390407702063385	3668874203.6083794	2152.069926763662	73554.21423941708	56504.92012805664	1.077489	28.807249	0.158011785	0.116165	0.0240142709	0.0293112301	0.0376762377	0.1157241295	-0.0220449462	-0.0257531033	0.1082382008	0.0802917995	0.0099505429	0.0214080623	-0.0738406028	-0.054967101	-0.0564248554	-0.015518901	0.0229024031	0.0100566903	0.1137760072	0.0285706201	-0.0129348462	-0.0585098759	-0.0835342327	0.0601211349	-0.0932834404	0.092603241	0.0176761875	0.0252088352	-0.0341867651	0.1615473008	-0.0018157621	0.0913895554	-0.0046282274	0.0679497014	0.031607285	0.0095303187	-0.0384225112	0.0966873565	-0.1578925815	-0.1293257706	0.0975020102	0.0667713479	-0.0302682879	0.0816374707	0.0124231244	-0.0030082513	-0.0226883292	0.00655289	-0.0752422466	0.0195050199	-0.1390367563	0.0586799699	-0.0326227905	0.0195018057	-0.0350999828	-0.0515337444	-0.0147259467	-0.0797434085	-0.0752707306	-0.0529758122	-0.0717424821	0.0414111423	-0.0259414049	-0.004467299	-0.1263126487	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00983061	0.00966119	9.66408929721e-05	9.33385922161e-05	0.117623	0.00355	0.013835170129	1.260250000000008e-05	-0.320511	0.012082	0.102727301121	0.000145974724	0.00142827	-0.0021604	2.0399551929e-06	4.667328159999999e-06	-4.97989e-05	-0.0004329379	1.8743522525641006e-07	2.47993044121e-09	0.00050457	6.103399999999996e-05	2.545908849e-07	3.725149155999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62008.3898068432	167.07409169334278	27913.752115155512	3845040406.437416	101895.10959094748	19.03103885134624	10382613358.551195	362.18043976145	60500.81913653469	-70.41333902568294	3660349116.191682	4958.038312745764	73626.85161805665	57656.1088601682	1.07154	28.648182	0.212647585	0.14154	-0.0281593911	0.016115076	0.0703924191	0.0100966131	-0.0376151014	-0.080518831	-0.0955479479	0.0353871752	-0.0102704004	0.0382069207	0.0540245062	-0.0958015205	-0.0608473448	0.0545652483	0.0488161274	0.0062934047	0.0056807458	-0.0336368861	0.0110679757	-0.0575738658	-0.0398995554	0.0191759164	-0.0463467362	0.1095794177	0.0112017455	-0.018436445	0.0472279075	0.0270907061	-0.1477937946	-0.0439200306	-0.0962038608	-0.0781160426	-0.0356573966	-0.0217373457	0.0226750728	-0.0274888869	0.0730421743	0.0757959212	-0.0595985634	0.1345462541	0.0468194964	-0.0634356312	0.0920090541	0.1793759446	-0.0776172127	0.0808329403	-0.0478072512	-0.0758091342	0.0093918018	-0.0609978304	-0.0165698528	-0.0672169779	0.0084111504	-0.0018216965	-0.0576038431	-0.0738815868	-0.0173935575	-0.1595147599	-0.070181377	-0.0773379473	0.0908706304	0.0582921289	0.0367970825	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0210684	-0.01123779	0.00044387747856	0.0001262879240841	0.125097	0.007474	0.015649259409	5.586067600000013e-05	-0.402013	-0.081502	0.161614452169	0.006642576004	0.00338595	0.00195768	1.14646574025e-05	3.832510982399999e-06	0.000232055	0.0002818539	7.944162094521001e-08	5.3849523025e-08	0.000495428	-9.14199999999996e-06	2.45448903184e-07	8.357616399999928e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62394.2731199967	385.8833131534993	148905.93137032163	3893045318.172743	101757.73968490864	-137.36990603884624	10354637585.78163	18870.491085121444	60707.727794707134	206.90865817244776	3685428213.996257	42811.19282672284	73424.67842759857	57719.01234994789	1.130461	30.223457	0.1533162	0.100392	-0.0380835414	0.0075279282	0.0765055953	-0.1146169714	0.0793027996	0.0098093556	-0.0623046915	-0.0490276775	0.0045109665	-0.023847242	0.0176036001	-0.0121891214	0.0104570381	-0.0546672046	-0.0141279471	0.0443216217	-0.153793971	-0.0321619455	-0.1328352833	-0.1592043034	0.0358922451	0.009460504	0.0262500995	0.099847661	0.0084267593	-0.0613458312	-0.0451857175	-0.1635703975	-0.1144216533	-0.0293024309	-0.1276449195	-0.0053975692	-0.0330894846	-0.1478762454	-0.0798479352	-0.0351789854	-0.0442663576	-0.0776512128	-0.0604687361	0.0402590749	-0.0772517514	-0.1170596276	-0.018870935	-0.075170532	-0.0396444039	-0.0715589286	0.0173297015	-0.0480898894	0.0528376992	0.01410901	0.0388750025	-0.1290288201	-0.1088866968	0.0309993413	0.0636476753	0.0955897005	0.0151534579	-0.2358668668	-0.0697446599	-0.062148878	0.0432380892	-0.028405739	0.0570628135	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0127288	0.0083396	0.00016202234944	6.954892816000001e-05	0.0925768	-0.0325202	0.00857046389824	0.00105756340804	-0.312653	0.08936	0.097751898409	0.0079852096	0.00302435	-0.0003616	9.1466929225e-06	1.3075456000000008e-07	0.000147129	-8.4926e-05	7.212425476000001e-09	2.1646942641e-08	0.000480026	-1.5402000000000026e-05	2.30424960676e-07	2.3722160400000083e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62529.82920996366	135.5560899669581	18375.45352713004	3909979541.027225	102228.7029210496	470.9632361409604	10450707700.920214	221806.369796366	60814.037096592765	106.3093018856307	3698347107.985761	11301.667667410164	73695.87500802484	57594.49253136077	1.175228	31.420326	0.1340317	0.073021	0.0032621915	-0.009712278	-0.0077079629	-0.058561611	0.0658887367	0.0357381444	0.0449957327	-0.1005992457	-0.0342824185	0.0855933205	0.113842616	0.0236406116	0.0381524752	0.0464883087	-0.065336311	0.0544211865	-0.1185715788	0.0553894849	-0.0725695829	-0.0297971639	-0.071590971	0.0417604384	0.0006826255	-0.0007056058	0.0045381254	0.0715383205	-0.051462546	-0.002594458	0.0608961662	0.0615292335	0.0074284587	0.0836327398	-0.0560245052	-0.1227784274	-0.0391273858	-0.1374622135	-0.0235175107	-0.0610668633	-0.085354298	-0.1478954738	-0.0761132347	-0.0229166762	0.002946112	0.052273201	-0.0292743051	-0.0756056074	0.0402433432	0.0735978535	-0.0203226559	-0.0859660654	0.0454138023	-0.0790901581	-0.0427497194	-0.0242451371	-0.0445137805	-0.0282708496	0.0263324476	-0.0151205836	0.079699756	-0.026675273	-0.0172452353	-0.127059189	0.0069666454	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0225872	-0.0098584	0.00051018160384	9.718805056000004e-05	0.123538	0.0309611999999999	0.0152616374439999	0.0009585959054399	-0.353519	-0.040866	0.124975683361	0.001670029956	0.00385656	0.00083221	1.48730550336e-05	6.925734841000005e-07	0.000284347	0.000137218	1.8828779524000004e-08	8.0853216409e-08	0.00055752	7.749400000000005e-05	3.1082855040000005e-07	6.005320036000009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
