onset	duration	trial_type	identifier	response
4.000098	9.969922	experimental_trial	20.mov	n/a
16.00049	9.966307	experimental_trial	30.mov	n/a
28.00079	9.969972	experimental_trial	17.mov	n/a
40.00108	9.967023	experimental_trial	29.mov	n/a
54.00137	9.967652	experimental_trial	36.mov	n/a
66.00165	9.971421	attention_check	a1.mov	Adversarial
82.02225	9.970781	experimental_trial	39.mov	n/a
94.02256	9.966237	experimental_trial	47.mov	n/a
106.0229	9.970342	experimental_trial	18.mov	n/a
118.0231	9.966076	experimental_trial	38.mov	n/a
130.0233	9.967397	experimental_trial	22.mov	n/a
142.0237	9.967071	experimental_trial	41.mov	n/a
154.0239	9.966148	attention_check	f1.mov	Friendly
170.0413	9.969	experimental_trial	10.mov	n/a
182.0416	9.967577	attention_check	n1.mov	Neutral
198.0601	9.970553	experimental_trial	6.mov	n/a
210.0605	9.966261	experimental_trial	49.mov	n/a
224.0608	9.964234	experimental_trial	14.mov	n/a
236.0611	9.967159	experimental_trial	11.mov	n/a
248.0614	9.966722	experimental_trial	7.mov	n/a
260.0617	9.968978	experimental_trial	46.mov	n/a
272.062	9.969713	experimental_trial	42.mov	n/a
284.0623	9.970033	experimental_trial	13.mov	n/a
298.0626	9.968828	experimental_trial	9.mov	n/a
312.0629	9.979212	experimental_trial	33.mov	n/a
324.0632	9.967462	experimental_trial	16.mov	n/a
338.0636	9.96623	experimental_trial	27.mov	n/a
350.0638	9.967207	experimental_trial	5.mov	n/a
