onset	duration	trial_type	identifier	response
4.000004	9.971784	experimental_trial	13.mov	n/a
16.00019	9.966768	experimental_trial	10.mov	n/a
30.00051	9.971719	experimental_trial	42.mov	n/a
44.00082	9.975914	experimental_trial	20.mov	n/a
56.00112	9.968124	experimental_trial	9.mov	n/a
68.00143	9.966748	experimental_trial	49.mov	n/a
80.00172	9.971268	experimental_trial	37.mov	n/a
94.00201	9.968825	experimental_trial	45.mov	n/a
106.0023	9.969083	experimental_trial	24.mov	n/a
118.0026	9.965704	attention_check	f3.mov	NoResponse
134.0219	9.975126	experimental_trial	22.mov	n/a
146.0222	9.966373	experimental_trial	40.mov	n/a
160.0225	9.968874	experimental_trial	7.mov	n/a
172.0228	9.973393	experimental_trial	30.mov	n/a
184.023	9.965472	experimental_trial	31.mov	n/a
196.0231	9.968143	attention_check	n2.mov	Neutral
212.0407	9.975316	experimental_trial	15.mov	n/a
224.041	9.965921	experimental_trial	4.mov	n/a
238.0413	9.975828	experimental_trial	14.mov	n/a
250.0416	9.969874	experimental_trial	48.mov	n/a
262.0419	9.966891	experimental_trial	39.mov	n/a
274.0421	9.968906	experimental_trial	19.mov	n/a
286.0425	9.967113	experimental_trial	2.mov	n/a
298.0427	9.967646	attention_check	a3.mov	Adversarial
314.0757	9.971059	experimental_trial	17.mov	n/a
326.076	9.967373	experimental_trial	6.mov	n/a
338.0764	9.966825	experimental_trial	50.mov	n/a
350.0767	9.968553	experimental_trial	26.mov	n/a
