onset	duration	trial_type	identifier	response
4.000005	9.968577	experimental_trial	8.mov	n/a
16.00029	9.969648	experimental_trial	1.mov	n/a
30.00059	9.975814	experimental_trial	34.mov	n/a
42.00088	9.969836	experimental_trial	18.mov	n/a
56.00116	9.974714	experimental_trial	35.mov	n/a
68.00146	9.968257	experimental_trial	29.mov	n/a
82.00174	9.969188	experimental_trial	46.mov	n/a
94.00204	9.968002	experimental_trial	7.mov	n/a
106.0023	9.967267	experimental_trial	50.mov	n/a
118.0026	9.970381	experimental_trial	27.mov	n/a
130.0029	9.970334	experimental_trial	40.mov	n/a
142.0032	9.970294	experimental_trial	32.mov	n/a
154.0035	9.965696	attention_check	a1.mov	Adversarial
170.0243	9.971336	experimental_trial	14.mov	n/a
182.0246	9.968794	experimental_trial	30.mov	n/a
196.0248	9.971609	experimental_trial	43.mov	n/a
208.0252	9.96701	experimental_trial	28.mov	n/a
220.0254	9.968068	attention_check	n3.mov	Neutral
236.0464	9.972192	experimental_trial	17.mov	n/a
248.0467	9.967706	experimental_trial	26.mov	n/a
260.047	9.966323	experimental_trial	31.mov	n/a
272.0473	9.968984	experimental_trial	3.mov	n/a
286.0476	9.966927	experimental_trial	23.mov	n/a
298.0479	9.972449	attention_check	f2.mov	Friendly
314.0667	9.973212	experimental_trial	12.mov	n/a
326.067	9.968946	experimental_trial	10.mov	n/a
338.0673	9.971709	experimental_trial	13.mov	n/a
350.0676	9.971401	experimental_trial	49.mov	n/a
