onset	duration	trial_type	identifier	response
4.000004	9.967481	experimental_trial	2.mov	n/a
16.00035	9.966897	experimental_trial	19.mov	n/a
30.00061	9.971545	attention_check	a3.mov	Adversarial
48.02378	9.978245	experimental_trial	30.mov	n/a
60.0241	9.971427	experimental_trial	46.mov	n/a
72.02442	9.96713	experimental_trial	12.mov	n/a
84.02475	9.968407	experimental_trial	6.mov	n/a
96.02505	9.967689	experimental_trial	16.mov	n/a
108.0253	9.970857	experimental_trial	47.mov	n/a
120.0256	9.967922	experimental_trial	10.mov	n/a
132.0259	9.968461	experimental_trial	18.mov	n/a
146.0262	9.971698	experimental_trial	27.mov	n/a
158.0265	9.971124	experimental_trial	24.mov	n/a
172.0269	9.969335	experimental_trial	4.mov	n/a
184.0272	9.965949	attention_check	a1.mov	Neutral
200.0486	9.969936	experimental_trial	7.mov	n/a
212.0488	9.970068	experimental_trial	20.mov	n/a
224.0491	9.965887	experimental_trial	50.mov	n/a
236.0494	9.966657	experimental_trial	9.mov	n/a
248.0497	9.969986	experimental_trial	33.mov	n/a
260.05	9.967402	experimental_trial	45.mov	n/a
272.0503	9.972716	experimental_trial	5.mov	n/a
284.0506	9.972222	experimental_trial	29.mov	n/a
298.0509	9.968557	experimental_trial	32.mov	n/a
310.0512	9.968471	attention_check	a2.mov	Neutral
326.0782	9.978184	experimental_trial	37.mov	n/a
338.0785	9.967769	experimental_trial	17.mov	n/a
350.0786	9.964788	experimental_trial	36.mov	n/a
