onset	duration	trial_type	identifier	response
4.000005	9.969364	experimental_trial	33.mov	n/a
16.00031	9.966688	experimental_trial	47.mov	n/a
28.00049	9.971871	attention_check	n3.mov	Neutral
44.02973	9.982519	experimental_trial	22.mov	n/a
58.02992	9.966544	experimental_trial	50.mov	n/a
70.03019	9.972399	experimental_trial	27.mov	n/a
82.03046	9.969358	experimental_trial	21.mov	n/a
96.03078	9.973695	experimental_trial	29.mov	n/a
108.0311	9.967209	attention_check	a3.mov	Adversarial
124.0499	9.969054	experimental_trial	11.mov	n/a
136.0502	9.966453	experimental_trial	38.mov	n/a
148.0504	9.967558	experimental_trial	37.mov	n/a
162.0508	9.972676	experimental_trial	23.mov	n/a
174.051	9.967965	experimental_trial	18.mov	n/a
188.0513	9.968019	experimental_trial	24.mov	n/a
200.0516	9.966248	experimental_trial	20.mov	n/a
212.0519	9.969511	experimental_trial	13.mov	n/a
224.0522	9.9656	experimental_trial	28.mov	n/a
236.0526	9.968922	experimental_trial	36.mov	n/a
248.0528	9.966741	experimental_trial	34.mov	n/a
260.0532	9.967505	experimental_trial	2.mov	n/a
272.0533	9.964314	experimental_trial	35.mov	n/a
286.0536	9.967599	experimental_trial	6.mov	n/a
298.054	9.968609	experimental_trial	16.mov	n/a
310.0543	9.969193	attention_check	n1.mov	Neutral
326.0829	9.969742	experimental_trial	39.mov	n/a
338.0833	9.966474	experimental_trial	14.mov	n/a
350.0835	9.971713	experimental_trial	15.mov	n/a
