global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
80717.03693544764	n/a	6515240051.638419	n/a	112653.89408234628	n/a	12690899851.916492	n/a	79356.7351347618	n/a	n/a	6297491411.248737	86881.66512528491	66635.03538549805	n/a	n/a	n/a	n/a	-0.1093579165	0.0107399234	-0.0107251301	0.1194860808	-0.0331302284	-0.0945613325	0.0380124283	-0.0634859442	0.1107750292	-0.0581422086	0.1134602514	-0.0222692428	0.0415243413	-0.074975864	0.1137199201	-0.1446318561	0.0596556621	-0.0526680387	0.0007577224	-0.0034609266	0.0254499952	-0.0696345862	0.0034079739	-0.0781947358	0.1060062731	-0.1206346273	0.0076427436	0.0097808295	-0.0064997788	-0.0872903908	-0.0229976947	0.0924402881	-0.0354237109	0.0959522286	-0.0010052275	0.0072164252	-0.0210782091	0.0122573114	-0.0804597042	0.0981221536	-0.159231156	0.1458787373	-0.0362973354	0.0942517269	-0.0863692801	0.0688631005	-0.0059776088	-0.0105384232	-0.0714002116	0.1126361014	-0.0199776264	0.1342982942	-0.0026033167	0.0990321254	-0.0453313642	-0.0314812222	0.021958764	-0.0169622109	0.041442031	-0.0816000559	0.0878500607	-0.1183388139	0.0185522267	-0.0829186751	0.0536243199	-0.0704682901	0.0654716155	0.0277214401	-0.0195351916	0.0556594465	-0.0044810451	0.1423700979	-0.1401775983	0.0392486517	-0.034148795	0.0118733714	-0.0947050973	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0405437	n/a	0.00164379160969	n/a	-0.0279128	n/a	n/a	0.00077912440384	0.0983381	n/a	n/a	0.00967038191161	0.00313704	n/a	9.8410199616e-06	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
80824.85707978408	107.8201443364378	6532657521.967523	11625.183524730282	112360.81939106603	-293.0746912802424	12624953734.23176	85892.77466900939	79360.88186087918	4.146726117382059	17.195337492578485	6298149569.736422	86657.53699691099	66571.99018164062	1.062613	20.821041	0.258275595	0.186747	-0.1141279683	0.0812384042	0.0477697959	-0.0341321689	0.1186364174	-0.0128240321	-0.0086233535	-0.0418256609	0.0577707579	-0.0727999803	0.0273196887	0.0636935621	0.1379886301	0.0330426711	0.0051048123	0.0163322625	0.0682431448	-0.0178957329	0.0217609297	0.1089212722	0.0443695996	0.0278944932	-0.0297137185	0.0896587693	0.1862333123	0.089660646	0.1040059567	-0.0391973914	0.1741318061	0.0874994172	-0.0183771891	-0.0126887767	-0.1907842938	-0.0663862847	-0.0620351188	0.0130081262	0.1044844532	-0.0556967708	-0.0185091345	-0.074862065	0.0956795831	-0.0258303103	0.0628134395	-0.2291667238	0.0322083075	-0.126277764	0.048404467	0.0948203793	0.0653021557	0.0559245781	-0.1008141109	0.0807593675	0.014398347	0.047605927	0.0915822217	-0.0467801066	0.0882705209	-0.065588247	-0.2194185849	-0.1117728835	-0.0300632565	0.0234809215	-0.0351164566	0.0856468176	-0.0806038027	-0.0589046112	0.1160647576	-0.1040221751	0.0917391934	-0.2106693673	0.09974756	0.1002110852	0.0933290822	-0.0218144275	0.0020797871	-0.0176159252	-0.0109151238	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0345933	-0.0059504	0.00119669640489	3.540726016000002e-05	-0.0603226	-0.0324097999999999	0.0010503951360399	0.0036388160707599	0.155437	0.0570988999999999	0.0032602843812099	0.024160660969	0.000154796	-0.0029822439999999	2.3961801616000005e-08	8.893779275535998e-06	-0.000191596	-0.000191596	3.6709027216000006e-08	3.6709027216000006e-08	-8.248989999999998e-05	-8.248989999999998e-05	6.8045836020099984e-09	6.8045836020099984e-09	0.0	0.0	0.0	0.0	0.0	0.0
80637.75987172704	-187.09720805703543	6502448317.130313	35005.365262737614	111594.0324155746	-766.7869754914282	12453228070.768316	587962.265783292	79192.07474060658	-168.8071202725987	28495.8438547276	6271384701.721819	86386.4072078185	66270.87249035644	1.089981	21.357306	0.219467485	0.135061	-0.0903642162	-0.0632108774	0.0722175968	-0.0581318935	0.0695388955	0.0945911873	0.0539515052	0.0464671038	0.0119474846	0.0064300504	0.1478447074	0.0800196783	0.1054033762	-0.0259316986	0.1541636165	-0.1146271068	-0.0794590178	0.0545327218	-0.102646329	-0.0703589436	0.0659884991	-0.0043972831	0.0028136995	0.0048665478	-0.0419021277	-0.029809503	0.0495224336	-0.0436366122	-0.1073705782	-0.1022020286	-0.0649732206	0.0235643936	-0.055618824	0.059123997	-0.0282370061	-0.1141421108	-0.0546335796	0.0706767237	-0.0537524062	-0.0745655012	-0.01345412	0.0117774267	0.039797058	0.0100897469	0.1431280381	-0.1250651557	-0.0531766982	0.0780325667	0.1084420645	0.043371931	-0.0047157879	0.0267059764	-0.0965733694	0.1172941647	-0.1047573854	0.0147245729	-0.0820008939	-0.0076380707	0.0027178109	0.0676991179	0.027069971	-0.0078909313	0.1068127567	-0.0791901767	-0.135089384	-0.0013069646	0.0389016346	-0.0022907853	-0.002710019	0.0452245234	0.0461153125	0.121807313	0.0002484244	-0.0582606569	-0.0083396363	-0.0118357226	-0.0007142857	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0405437	0.0059504	0.00164379160969	3.540726016000002e-05	-0.00231661	0.0580059899999999	0.00336469487588	5.366681892100001e-06	0.0996829	-0.0557540999999999	0.0031085196668099	0.00993668055241	0.00187585	0.001721054	3.5188132225e-06	2.962026870916e-06	-0.0	0.000191596	3.6709027216000006e-08	0.0	0.0	8.248989999999998e-05	0.0	6.8045836020099984e-09	0.0	0.0	0.0	0.0	0.0	0.0
80721.7188226995	83.95895097246103	6515995889.69096	7049.105448396114	111815.42960086944	221.3971852948307	12502690296.826988	49016.7136564736	79278.32320573428	86.24846512770455	7438.797736884868	6285052530.312867	86768.11960547624	66902.73772827149	1.052906	20.630838	0.08566229	0.0471956	-0.0890392915	-0.0359340201	0.0255153365	0.0916966233	0.0122818536	-0.0201717936	0.1369356512	-0.0157444531	0.062532126	-0.080587522	-0.0355062638	0.0800635758	0.0622250312	-0.0440311068	0.02011833	-0.034071092	-0.0312479628	0.1108086701	0.1419638237	-0.0147003004	-0.0173491152	0.0124294789	-0.0788848916	-0.0341372468	0.0126564106	-0.1479565055	0.0119955963	-0.21482587	0.0226662882	0.0170538888	0.0323156446	-0.0092945347	0.0735301386	0.0652704404	0.0279429715	-0.0281222464	0.1381090156	-0.0382873172	-0.0641671028	0.0127318265	-0.075450859	-0.0499748736	0.0153087903	-0.0008027193	-0.0199558361	0.0299083093	0.1492854732	-0.0144607107	0.0728353528	0.1214001568	-0.0056757021	0.0724798006	0.0500862039	0.0018380473	0.0139220171	-0.0622826084	-0.0827076864	-0.0357192013	-0.0632781953	0.0979994726	0.0631612539	-0.078659286	-0.0763797861	0.0853452742	0.0900390366	-0.038470102	0.0912479546	0.022640073	0.0307475826	0.0858416691	0.1151759106	-0.0707229202	-0.0408521582	-0.1090411421	-0.0312898756	0.0319742075	-0.074921857	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0405569	1.3199999999997936e-05	0.00164486213761	1.742399999999455e-10	-0.0335704	-0.03125379	0.0009767993893641	0.00112697175616	0.0645496	-0.0351333	0.00123434876889	0.00416665086016	0.0016609	-0.00021495	2.7585888100000004e-06	4.62035025e-08	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80713.62717444141	-8.09164825809421	6514689611.654727	65.47477153271906	112441.89408234628	626.4644814768399	12643179544.82558	392457.74655204586	79533.48416779224	255.16096205795475	65107.11655834103	6325575103.868459	86653.45543800984	67270.20437719727	1.009551	19.781334	0.0530546	0.0293344	-0.0598657808	0.061622564	-0.0342262176	0.0318045893	0.0275419473	-0.0836927591	0.0241206242	-0.0751477325	0.0453638244	-0.0166668134	0.0373787238	-0.0850727651	0.0246523798	-0.041554034	0.026155378	-0.1345185376	-0.0379511117	-0.0628592036	0.08922568	-0.0652608751	-0.0189685847	0.0312566993	0.1384778879	-0.0534552966	0.0904183199	0.0556064713	-0.0667402626	-0.0601121119	-0.0573508827	0.0201844437	0.0176970898	0.0919126401	-0.0495348272	-0.0525289845	-0.0007681695	0.0240834426	0.0720861797	-0.0798743128	0.063905068	-0.0116982417	-0.028393722	-0.1562045667	0.0235005817	-0.0120139941	-0.0705375057	-0.0592585842	-0.0329736469	0.0605788824	-0.071440189	0.0237379513	0.0320546981	0.0772359997	0.0337973266	0.0628659241	-0.0908705443	0.052636714	-0.0419800146	-0.1505588666	-0.0286268123	-0.0574538519	-0.0222620829	-0.1087687879	0.0762977965	0.0270864319	0.0682836351	0.0559728902	-0.0446769179	-0.0773284446	-0.0529437885	-0.1096947684	-0.031950625	-0.0469182234	-0.0107131265	0.0495042573	0.0406878918	0.0339762096	0.0793624553	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0453519	0.004795	0.00205679483361	2.2992025000000005e-05	-0.025421	0.0081494	6.641272036000002e-05	0.000646227241	0.0857693	0.0212197	0.00045027566809	0.00735637282249	0.00145338	-0.00020752	2.1123134244e-06	4.306455040000005e-08	-0.0	0.00017029	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80639.63794269862	-73.98923174278752	6502751207.52952	5474.406413887917	111898.2712874874	-543.6227948588785	12521223117.128126	295525.7430901783	79403.50808110266	-129.97608668958128	16893.78311113755	6304917095.585735	86853.48307041747	66154.47216918945	1.04627	20.500828	0.052306233	0.0347642	-0.0823282928	0.0398757135	0.0389628048	-0.0377373988	0.0333135425	0.0983381021	-0.0608662253	-0.0018216631	0.0690841534	-0.096301419	0.0678667555	0.0014171502	0.0957489023	-0.035692765	0.0540620788	-0.0507239243	-0.0308667581	-0.112195126	0.0152570924	0.0778196366	0.0307468279	-0.0005213682	-0.0300647816	0.1537199026	-0.1108539085	-0.001103941	0.0190130588	-0.0163461531	0.0477244455	0.1626795084	0.0580034806	-0.0392991477	0.0426199075	0.0222930102	0.025503719	-0.0202360799	0.0070614125	0.0734061291	-0.0190324097	0.0398137295	-0.0086006109	0.0308422772	-0.0303127722	0.0262914228	-0.0481487873	-0.0003969017	0.050409001	0.0290214122	0.0157260454	0.0320989783	-0.1093217812	-0.0287961697	-0.031296701	0.1376873827	0.0102496791	0.0100390651	0.0109707508	-0.0095489615	-0.0465058269	-0.0841453024	0.0093882189	0.1037113288	-0.0434109492	-0.0052637162	-0.1267309236	-0.1082796756	-0.0333468845	-0.0504415648	0.0071403706	0.048334976	0.0218814184	-0.1219361043	0.0280796002	0.001315429	-0.001288814	-0.1184969352	-0.0517116599	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0405437	-0.0048081999999999	0.00164379160969	2.3118787239999983e-05	0.000531333	0.0259523329999999	0.0006735235881428	2.823147568890001e-07	0.0840300999999999	-0.0017392000000001	3.024816640000373e-06	0.0070610577060099	0.00184951	0.0003961299999999	3.4206872401e-06	1.569189769e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80706.54279436044	66.90485166182043	6513546049.817934	4476.259175890196	111486.3365439138	-411.9347435735981	12429203235.98281	169690.23296304603	79220.92932680501	-182.5787542976468	33335.00152088048	6275955643.402634	86626.51898767395	66809.94335107422	1.013596	19.860592	0.062047013	0.0310979	-0.0694054839	-0.0781798993	0.0651917417	-0.0325056905	0.0424154055	0.0576144623	0.1187798919	-0.0690892406	-0.0036299679	-0.0263987628	-0.0042223675	0.108458414	0.1026118938	-0.1212898391	-0.0249436614	0.0385641826	0.003702229	-0.0213519215	0.0149778268	-0.0917041283	0.0215101318	-0.0140104812	0.0866639704	-0.1123406564	-0.0340594748	0.0037364007	-0.1666144745	0.0675601383	-0.0298776345	0.0287412927	0.0094586745	-0.1048821309	0.0049269719	0.0006288464	0.0465691991	-0.0174454449	-0.0702193334	-0.0124940005	-0.0122281735	0.0533517607	0.0767047413	-0.1174719428	0.0171922025	0.0781576591	-0.0026485041	0.0083032621	0.0063673127	0.0082029465	0.1335009808	0.0780973932	0.0345626622	0.034898264	0.0308879288	0.0054053756	-0.0132625938	-0.009635013	-0.0128170372	-0.0277377374	0.0460932555	0.0049639019	-0.0057254234	-0.0877720224	0.0930980178	-0.0699749091	0.026180378	-0.0188653889	-0.0474320922	0.0053826103	-0.0090927143	0.0554324442	0.0760364162	-0.0591634648	-0.0477678399	0.1098542328	0.0369151344	0.013106066	0.2049799058	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0405419	-1.800000000003188e-06	0.0016436456556099	3.240000000011477e-12	-0.00537063	-0.005901963	3.483316725336901e-05	2.8843666596900005e-05	0.0645672	-0.0194628999999998	0.0003788044764099	0.00416892331584	0.00136879	-0.00048072	1.8735860641e-06	2.310917184e-07	5.483610000000001e-23	5.483610000000001e-23	3.0069978632100005e-45	3.0069978632100005e-45	-0.000252887	-0.000252887	6.395183476899999e-08	6.395183476899999e-08	0.0	0.0	0.0	0.0	0.0	0.0
80674.49450870918	-32.04828565126809	6508374064.235747	1027.092613185276	111861.79915102066	375.4626071068633	12513062109.303288	140972.1693354828	79305.56457207761	84.6352452725987	7163.124742352939	6289372572.095971	86680.85880143354	67308.91697875976	0.997063	19.536648	0.028451498	0.017752	-0.019331318	-0.0503749415	-0.019075755	0.0892290098	-0.0417744529	-0.0070410024	0.097421737	-0.0122305546	-0.030271103	-0.0904904857	0.0620647217	0.004278452	-0.0693852664	-0.1299406781	0.1952459546	0.0321943716	0.0209735216	-0.0699192884	0.0564766446	-0.0598310114	-0.019746381	0.0263169424	-0.1100722435	0.1299673833	0.0969129272	0.0374180678	-0.0506200458	-0.0608166434	0.0132825207	0.0903057974	-0.001620186	0.086798397	-0.0377048596	0.0815147605	0.0783154508	-0.034463928	0.0804547229	0.1449271757	0.043371602	0.0370193413	0.1218016882	-0.0186146045	-0.0113202554	-0.0171011495	0.0593441127	0.0129356423	0.0240751793	-0.0248743818	-0.0082002022	0.0540741302	0.0634428624	0.0887405418	-0.1032160971	0.0466118742	-0.0538251679	-0.0087337639	0.0180039783	0.0459974705	-0.0382577392	-0.1483546853	-0.1375524543	0.0010809672	-0.0858139179	-0.0133451193	0.0375213297	0.0100852434	-0.0168371494	0.1489211011	0.028364368	-0.0410849711	0.0141148626	-0.0841686165	-0.0255053651	-0.151847972	0.0027178585	-0.1623194058	-0.0844843007	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0405437	1.800000000003188e-06	0.00164379160969	3.240000000011477e-12	0.000491418	0.005862048	3.4363606754304e-05	2.41491650724e-07	0.0645569	-1.030000000000475e-05	1.0609000000009783e-10	0.00416759333761	0.00117013	-0.00019866	1.3692042168999998e-06	3.946579560000001e-08	-0.0	-5.483610000000001e-23	3.0069978632100005e-45	0.0	0.0	0.000252887	0.0	6.395183476899999e-08	0.0	0.0	0.0	0.0	0.0	0.0
80621.8044802385	-52.69002847067895	6499875357.649804	2776.2391002409586	112431.31790259577	569.5187515751022	12640801245.31455	324351.608395663	79326.8768725442	21.312300466597662	454.2141511785389	6292753394.3517885	86527.23107980446	66727.6801796875	1.070884	20.983101	0.0364435979999999	0.0225061	-0.0894108513	0.0834176014	0.0369245978	0.0503638556	0.0655110055	-0.0437218014	-0.0028869131	-0.057052143	0.0592939741	-0.1469101155	0.032708374	0.0231517797	0.0739074269	0.0313361313	0.0791932088	-0.0687292485	0.0259947933	-0.0207241799	0.0301777969	0.0595945137	0.0477978833	0.013023454	-0.0201281643	-0.1221582857	0.1283795893	0.0975349626	-0.0540450837	0.0041982729	-0.0028396922	0.0160244714	0.0108615565	-0.0378292449	-0.0358762454	0.0103838485	-0.0331124955	0.0720375798	0.031846938	-0.0352103218	-0.0158816492	-0.0783508116	-0.0437159204	0.0233349099	0.0083938564	0.0840247868	0.0704133444	0.0780890562	0.0007859097	0.0806813135	0.0184171527	0.0275283932	-0.078776579	0.0830004885	-0.0102974037	0.0222557917	-0.0291279939	-0.0449874963	-0.0418469786	0.0396694265	-0.0299659932	-0.0053187707	-0.1365123074	-0.0130486204	0.1047129886	0.0748061844	0.0290631906	0.0093395835	-0.0205117787	-0.0634879323	-0.1149978679	-0.0970331008	0.0141601104	0.0516779138	-0.0807778433	-0.0641791395	-0.1451305846	0.1579182337	0.034782969	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.040539	-4.700000000003313e-06	0.001643410521	2.209000000003114e-11	-0.00818902	-0.008680438	7.535000387184401e-05	6.70600485604e-05	0.0783491999999999	0.0137922999999998	0.0001902275392899	0.0061385971406399	0.000954054	-0.0002160759999999	9.10219034916e-07	4.6688837775999977e-08	6.32472e-05	6.32472e-05	4.00020830784e-09	4.00020830784e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80915.88365454997	294.0791743114678	6547380227.596666	86482.56076371466	111634.4291047127	-796.8887978830608	12462245761.535128	635031.7561915097	79441.69172857318	114.8148560289701	13182.45116495313	6310982384.697652	86401.33417368942	67889.01148046875	1.427897	27.978487	0.24668322	0.119251	0.0228341227	-0.0088742663	-0.027646365	-0.1575242153	0.108205163	0.083094597	0.0137365557	0.0364035531	-0.0863703159	-0.0350948577	-0.0259270509	0.0462974766	0.0498175127	0.0246696687	-0.0127339625	0.1077955949	-0.0668204299	-0.0611305575	0.0166304129	-0.089710071	0.0591635112	0.1130370547	-0.1362298831	-0.122368437	0.1496560642	-0.0070939378	0.0636728772	0.0490044803	0.0410756336	0.0328270766	-0.0853312092	0.1231286006	0.0613808692	0.0271183217	0.0275052884	-0.032703427	0.0621518721	0.0075032831	0.0027607212	0.0131697249	-0.0473659604	0.0137679111	-0.1875888872	0.1699223502	0.0977959151	0.0995762181	-0.0343191621	0.1067228277	0.0888267211	-0.0518476662	0.0192347626	-0.0400909093	-0.1012718319	-0.06231905	0.019902766	-0.0075088801	-0.0695136304	-0.0550785285	-0.0693060938	-0.1717172275	-0.142773193	-0.0417066809	-0.0297714252	0.0240575826	0.143856743	0.0798333816	0.1760812596	-0.0371255882	0.0536674387	-0.0039785661	0.0188668862	0.118569595	-0.0251541849	0.0558233954	-0.0184624575	0.019468641	-0.1217633629	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0245037	-0.0160353	0.00060043131369	0.00025713084609	-0.0388057	-0.03061668	0.0009373810942224	0.00150588235249	-0.0172889	-0.0956380999999998	0.0091466461716099	0.00029890606321	-0.000759729	-0.001713783	5.77188153441e-07	2.937052171089e-06	0.000437327	0.0003740798	1.3993569676804e-07	1.91254904929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
