global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
81063.20253226753	n/a	6571242804.787425	n/a	112049.36943280936	n/a	12555061190.290192	n/a	79015.52666471963	n/a	n/a	6243453454.103018	86538.82165002686	77057.0143586126	n/a	n/a	n/a	n/a	-0.0337836635	0.0365830494	-0.0050121806	-0.0356928977	-0.0313482962	0.0475129699	-0.0096906498	0.1121884075	-0.0745887554	-0.0983214902	0.0349059942	-0.0187196851	0.0960742452	-0.0901849686	0.0066642742	-0.056198148	0.0564403668	-0.0780454876	-0.1109086423	0.112881638	-0.0746365947	0.0099357037	-0.0503317932	-0.0289555169	0.0266273034	-0.0169407641	0.0531104749	-0.0817259892	0.0490260919	-0.0058130267	0.0433711736	-0.0880995374	0.0991623539	0.1203780544	0.1203546593	0.1203156708	-0.0797824	n/a	0.00636523134976	n/a	0.00602736	n/a	n/a	3.63290685696e-05	-0.000253693	n/a	n/a	6.4360138249e-08	0.00048329	n/a	2.3356922410000003e-07	n/a	0.00306457	n/a	n/a	9.3915892849e-06	-0.000441289	n/a	1.9473598152100003e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80928.97666086895	-134.22587139857933	6549499263.375472	18016.58455270796	111849.36126929591	-200.0081635134411	12510279616.349472	40003.2654720194	79049.07340099299	33.5467362733616	1125.3835145944752	6248756005.555577	86227.35621026593	75319.74348753654	0.8367099999999998	20.106802	0.100070183	0.0563775	-0.0295909348	0.0049773327	0.056477901	0.0372798754	0.0029688437	0.0522638793	0.0762946666	0.0815858635	0.1163274551	-0.038608654	0.0558200687	0.121094069	-0.0751934893	0.0290185036	-0.077177124	0.0172328084	-0.0071156488	-0.0592673217	-0.062143485	0.0155512586	0.072867602	0.0518524808	0.1379824222	-0.0442586933	-0.0435939223	0.0548300649	0.0499976716	-0.1116978637	-0.0194998331	-0.1149603431	-0.0509888947	-0.0339061608	0.0410134562	0.1203156708	0.1201052059	0.1197547036	-0.0799369	-0.0001545	0.00638990798161	2.3870250000000574e-08	0.0413232	0.0352958399999999	0.0012457963213055	0.0017076068582399	0.0452218	0.045475493	0.002068020463593	0.0020450111952399	0.0008250669999999	0.0003417769999999	6.80735554488835e-07	1.1681151772893167e-07	0.00310568	4.111000000000002e-05	1.6900321000000015e-09	9.6452482624e-06	-0.000441289	0.0	1.9473598152100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81057.78812967431	128.81146880536107	6570365016.47517	16592.39449579451	111880.48609673067	31.124827434759936	12517243169.240746	968.7548828435848	78882.24545122664	-166.82794976634614	27831.564823242512	6222408647.427567	86052.37830650818	76407.60753780496	0.709196	17.042547	0.1190096	0.0779220999999999	-0.0315499181	-0.0047261697	0.0547885385	0.0461867013	-0.0776376344	0.0350195507	0.0236173057	-0.0391951271	-0.0100273699	-0.1607616121	-0.0347220209	0.0348433057	0.0680676688	-0.0799540939	-0.0641556185	0.0482220053	0.0161708185	-0.0051377977	-0.1024563527	0.0107016756	-0.0656867914	0.0183401826	-0.1083837617	-0.0346878452	0.0144747405	0.0940709389	-0.0287055129	-0.0319099258	-0.0088780555	-0.123590671	0.1069697363	-0.056947028	0.0791186396	0.120190936	0.1196068161	0.1186353847	-0.0879929	-0.0080559999999999	0.00774275045041	6.48991359999999e-05	0.0188789	-0.0224442999999999	0.0005037466024899	0.00035641286521	0.0379091	-0.0073126999999999	5.347558128999998e-05	0.00143709986281	-0.000564008	-0.0013890749999998	3.18105024064e-07	1.9295293556247217e-06	0.00321256	0.00010688	1.1423334400000036e-08	1.0320541753600002e-05	-0.000569266	-0.000127977	3.240637787560001e-07	1.637811252900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80914.06232453744	-143.7258051368699	6547085481.85913	20657.10706224149	111270.06311574424	-610.4229809864337	12381026945.781708	372616.215716364	78902.91546436916	20.67001314251684	427.2494433118188	6225670068.777386	85935.49740329513	75662.60737152406	0.734203	17.643484	0.14120935	0.0786477	-0.0323396306	0.0018161783	0.0519630428	0.0573050703	-0.0608627203	0.0418432583	0.0378861397	-0.0367500267	0.0722657966	-0.2379126029	0.0588049231	-0.041650287	0.1939276818	-0.1337434382	-0.057454894	-0.0082893428	-0.0790988009	0.1311915975	0.1037229388	0.0001329224	0.0288054149	0.0145166867	0.0188331502	-0.0398374438	0.0047566185	0.0983741266	-0.0540737606	-0.0545828591	-0.0334623275	-0.1495366293	0.1490052734	-0.0303659768	-0.0023088326	0.1200039147	0.1188605229	0.1169629329	-0.0717764	0.0162164999999999	0.00515185159696	0.0002629748722499	0.0477972	0.0289182999999999	0.0008362680748899	0.00228457232784	0.0181937	-0.0197154	0.00038869699716	0.00033101071969	0.000529817	0.001093825	2.80706053489e-07	1.196453130625e-06	0.00285324	-0.00035932	1.2911086240000017e-07	8.1409784976e-06	-0.000643304	-7.403800000000001e-05	4.1384003641600004e-07	5.481625444000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81140.18353203432	226.12120749687887	6583729383.612214	51130.80047984657	111545.0172133848	274.9540976405551	12442290865.13431	75599.75580933192	79048.88658002336	145.97111565420346	21307.56660533284	6248726469.541397	86192.37454016684	76392.07570373412	0.808925	19.439096	0.0483785999999999	0.030659	-0.0307126953	0.0083769459	0.0442707463	0.0385138248	-0.0372740442	0.0309469313	-0.0104916377	-0.0739774482	0.000927409	-0.14461676	-0.0254455275	-0.0666297214	0.0172780433	0.0350597618	0.0647509781	-0.022110839	-0.1520821228	0.0573847956	0.0861002074	-0.0269757459	0.0297272612	0.0156651372	-0.0571389419	-0.0329066007	0.014859895	0.0430220513	-0.0426054757	0.0253647161	0.0078625244	0.004974556	0.1040013135	-0.0912667428	-0.0215032307	0.1197547036	0.1178678731	0.1147451459	-0.0718013	-2.489999999999437e-05	0.00515542668169	6.200099999997196e-10	0.0445943	-0.0032028999999999	1.0258568409999963e-05	0.00198865159249	0.010907	-0.0072867	5.3095996890000005e-05	0.000118962649	0.000539465	9.648000000000012e-06	2.9102248622500005e-07	9.308390400000024e-11	0.00230907	-0.00054417	2.9612098890000005e-07	5.331804264899999e-06	-0.000846768	-0.000203464	7.170160458240001e-07	4.1397599296e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80944.2310494377	-195.95248259662185	6551968540.184754	38397.37543577939	111742.72222875878	197.70501537398377	12486435971.093542	39087.27310402716	78950.26423043224	-98.62234959112538	9726.36783887415	6233144222.055068	86117.85345126702	75978.88330627687	0.850885	20.447437	0.0752370499999999	0.0335217	-0.0295491171	0.0257629129	0.0281322662	0.0035111433	-0.0500069712	0.0344909877	0.000910824	-0.0608285203	0.0052814878	-0.0154241583	-0.0018019667	0.0084138976	0.0245779153	-0.184421372	-0.0217051477	-0.0619141666	0.0092329498	0.0088611663	-0.1135283426	0.0644673591	0.0891266552	-0.1385766088	0.1603663399	-0.0431460862	0.0260278859	0.0426912429	-0.0357463478	-0.0249759174	0.0129673781	0.0485339455	-0.0149082651	-0.1082917187	-0.1293606855	0.1194434321	0.1166309242	0.111992364	-0.0643282	0.0074730999999999	0.00413811731524	5.584722360999994e-05	0.0674152	0.0228208999999999	0.0005207934768099	0.0045448091910399	0.0285326	0.0176256	0.00031066177536	0.00081410926276	0.000858087	0.0003186219999999	7.36313299569e-07	1.0151997888399999e-07	0.00213444	-0.0001746299999999	3.049563689999994e-08	4.5558341136e-06	-0.000793671	5.3097e-05	6.29913656241e-07	2.819291409e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81392.73694961295	448.50590017525246	6624777628.14889	201157.54249201357	114611.43408399222	2868.711855233443	13135780822.789291	8229507.708356904	79460.06231746495	509.7980870327156	259894.0895422162	6313901503.495414	87172.49854868076	74250.89669019979	1.574392	37.833885	0.4716529	0.370012	0.0076982887	-0.019886976	0.0363555029	-0.1513212408	0.1589032605	0.0076897376	0.077052597	0.1461794562	-0.0895652902	-0.0521962785	-0.0286815164	0.1120478055	-0.0544625824	-0.0787998583	-0.0003412704	0.3055420078	0.0251071824	0.1655625217	-0.1363816475	-0.0201591502	0.0231651968	-0.0534600924	-0.0857047444	0.027615585	-0.1536706662	-0.0657527832	0.2102787903	-0.1285191037	-0.0407995553	0.078162388	-0.0711706301	-0.2188261779	0.0988091415	0.1190702613	0.1151522399	0.1087174221	-0.0434422	0.020886	0.00188722474084	0.000436224996	0.0487788	-0.0186363999999999	0.0003473154049599	0.00237937132944	0.353525	0.3249923999999999	0.1056200600577599	0.1249799256249999	-0.000974736	-0.001832823	9.50110269696e-07	3.359240149329e-06	0.00182756	-0.00030688	9.417533440000002e-08	3.3399755536e-06	-0.00079673	-3.059000000000026e-06	6.347786929000001e-07	9.35748100000016e-12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81839.90762805278	447.1706784398266	6697770480.568212	199961.6156563348	118413.19086306162	3801.756779069401	14021683770.37186	14453354.607200148	79533.07637266355	73.0140551985969	5331.052256543756	6325510237.2999325	87191.29570862808	68344.47850088814	2.119393	50.930676	0.6863233000000001	0.423062	0.0937817613	-0.4324167522	0.1839199289	0.0145651657	0.2506836732	-0.1468297949	0.2294737188	0.0320716117	0.0428387598	-0.0997122423	-0.1620970781	0.1548663313	-0.0862127065	0.0774759309	0.0640772836	0.075187516	0.0298571228	-0.105348694	-0.0023475613	-0.0740660139	-0.1708704086	0.0989601266	0.0041315148	0.2134748303	-0.3500837677	0.0468092926	0.0340350066	-0.1054764078	0.2503943009	-0.0669139682	0.0879956571	-0.1041787382	-0.0097534069	0.1186353847	0.1134348849	0.1049355893	0.0217367	0.0651789	0.00047248412689	0.00424828900521	0.0745258	0.025747	0.000662908009	0.00555409486564	0.792849	0.439324	0.193005576976	0.6286095368010001	0.00131311	0.002287846	1.7242578721e-06	5.234239319716e-06	0.00117153	-0.0006560299999999	4.303753608999999e-07	1.3724825409000002e-06	-0.000974322	-0.0001775919999999	9.49303359684e-07	3.1538918463999986e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81473.17753933102	-366.73008872175706	6637878658.355353	134490.9579738678	111270.9252400226	-7142.265623039028	12381218803.7707	51011958.230045065	79634.43023510514	101.353862441596	10272.605431829965	6341642478.869828	86353.23878305576	73850.21999821193	1.917855	46.087566	0.5892839400000001	0.494706	0.0101351907	-0.0750309151	0.0843008217	0.1648619705	0.1803220195	-0.0131086531	0.1632966401	-0.0758405609	-0.1901807644	-0.2540602084	-0.0116242043	0.0013709421	-0.1846146769	0.0749008819	0.0729887958	-0.0742478125	0.0342842844	0.1100927383	-0.0004382454	0.0289168091	0.0347567411	0.0065002545	0.1359556157	0.0307821479	-0.2252884992	0.1106913848	-0.0570950668	0.0843112757	-0.1862225838	0.0902003679	0.0484991704	-0.1723818222	0.1543005042	0.1181390277	0.1114824189	0.1006644984	0.00349416	-0.01824254	1.22091541056e-05	0.0003327902656516	0.0406288	-0.033897	0.001149006609	0.00165069938944	0.312764	-0.480085	0.230481607225	0.097821319696	0.00198907	0.00067596	3.956399464899999e-06	4.5692192160000005e-07	0.00138865	0.0002171199999999	4.714109439999996e-08	1.9283488225e-06	-0.00122243	-0.000248108	1.4943351049e-06	6.155757966400003e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81658.52530081484	185.3477614838193	6668114754.303818	34353.792687062785	112687.9670557229	1417.0418157003005	12698577919.15169	2008007.5074432043	79457.74424649532	-176.68598860982456	31217.938571031056	6313533120.74146	87333.21793200065	78201.4722939689	1.780064	42.77634	0.41456639	0.309904	-0.0358774293	0.0136630511	0.0306246323	-0.0651039203	0.0793490137	0.0305370097	-0.0337394939	-0.0981646033	-0.1160753971	-0.0804603518	-0.0653440728	-0.1192314892	-0.1007195755	-0.0202514947	-0.0369247618	0.0147196881	0.0188503843	0.0700936155	-0.1216599241	0.1096646625	0.0531085845	0.1112376568	-0.115279253	-0.0351797446	-0.0166355916	-0.1372273075	0.0448259201	0.1719612333	0.0133880125	0.1326668101	0.1179833984	-0.1743876952	0.0688872499	0.1175814474	0.1092988885	0.0959240631	-0.0225109	-0.02600506	0.00050674061881	0.0006762631456036	0.0205117	-0.0201171	0.0004046977124099	0.00042072983689	-0.00429648	-0.31706048	0.1005273479778303	1.84597403904e-05	0.00137121	-0.0006178599999999	1.8802168641000005e-06	3.817509795999998e-07	0.00131844	-7.021000000000002e-05	4.929444100000003e-09	1.7382840335999995e-06	-0.0008828249999999	0.0003396050000001	7.793799806248234e-07	1.1533155602506797e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
