global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
45542.7801708511	n/a	2074144825.6904683	n/a	77330.5247391516	n/a	5980010056.432538	n/a	43302.87069801879	n/a	n/a	1875138610.6893344	53357.09924998364	45004.78155392085	n/a	n/a	n/a	n/a	-0.0520657445	-0.1141809794	-0.0313691447	-0.0863355201	-0.0625526786	-0.0221465908	0.0268084079	-0.011955054	0.0573246915	-0.0300393115	0.0581605813	0.1267586714	-0.0945961192	0.0582002567	-0.1643578163	0.0039854938	0.0052695153	-0.0487167398	0.1092782129	-0.1179142845	0.0722454112	-0.0414250112	0.0136844871	-0.1438793907	0.0689151861	-0.123863009	-0.1028059263	-0.0649476459	0.0181155043	-0.0012692586	0.0767093525	-0.0372961064	0.036874941	-0.0521772356	0.0337581109	-0.0621691095	0.0435957286	0.1490484942	0.0258882	n/a	0.00067019889924	n/a	-0.000248498	n/a	6.175125600399999e-08	n/a	-0.10928	n/a	0.0119421184	n/a	0.00190267	n/a	3.6201531289e-06	n/a	0.000843173	n/a	n/a	7.10940707929e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45668.03150126614	125.25133041503432	2085569101.2006364	15687.8957707361	77613.16573198151	282.64099282991083	6023803494.940029	79885.9308278777	43424.38979843239	121.51910041359952	14766.891765330482	1885677629.3661995	53428.16072977588	45223.841053044685	0.998628	17.328297	0.09677218	0.0557223	-0.0394071807	-0.1107960253	-0.0224923697	-0.0041061998	-0.0520508622	-0.0172899106	-0.0017644409	-0.0402591526	0.0815638509	0.039758419	0.0343723632	0.1348232033	-0.0266447547	0.1442326337	-0.0496030621	-0.071637825	-0.0579575865	0.0729629126	0.1114668562	0.1107063781	0.2051290591	-0.0389155762	-0.007342459	0.0163715882	-0.0915749007	0.0361734942	-0.0229145956	-0.0282705721	-0.0514962962	-0.0189355257	0.0808057501	-0.0682070979	0.0316581678	0.0378961972	0.1258489436	-0.0621026664	-0.0027424378	0.1488669016	0.012757	-0.0131312	0.0001627410489999	0.00017242841344	-0.000181968	6.653e-05	3.3112353024e-08	4.4262409e-09	-0.0727262	0.0365538	0.00528910016644	0.00133618029444	0.00129742	-0.0006052499999999	1.6832986564e-06	3.6632756249999997e-07	0.0006783	-0.000164873	2.718310612900002e-08	4.6009088999999993e-07	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45651.82749741726	-16.20400384887762	2084089353.8539424	262.5697407344407	77276.56163482262	-336.60409715889546	5971666978.100539	113302.31822415513	43251.33010365605	-173.05969477634062	29949.657956080177	1870677555.7354245	53375.06246999389	45527.011203773	1.173073	20.355276	0.1127439719999999	0.0566342	-0.0445006982	-0.0665329319	-0.042455438	-0.1048941435	-0.0918446969	-0.0028382583	0.1075079965	0.0680645414	0.012778901	-0.036329405	0.0228062658	-0.0152721296	-0.0561311268	0.0261894766	-0.0011143531	-0.0999226884	0.1124497849	-0.0381482516	0.0343155673	-0.0881720084	0.0254739368	-0.1959481355	0.0218557781	-0.0639045579	0.2425877428	0.1573598844	-0.07781783	-0.0608090869	0.087560748	-0.0270730786	0.1183115801	-0.0597123627	0.0233664367	0.0532054564	-0.1207822876	-0.1139248619	-0.0200837044	0.1485039376	-0.00676194	-0.01951894	4.57238325636e-05	0.0003809890187235	-0.0159544	-0.015772432	0.00025454287936	0.0002487696111946	-0.122413	-0.0496867999999999	0.014984942569	0.0024687780942399	0.00116611	-0.00013131	1.3598125321e-06	1.7242316100000043e-08	0.000424584	-0.0002537159999999	6.4371808656e-08	1.80271573056e-07	0.0	0.00017029	0.0	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45679.74031610533	27.91281868806982	2086638675.3468187	779.1254471130597	76888.31406716263	-388.2475676599861	5911812840.090639	150736.1737938955	43216.05705550449	-35.27304815156094	1244.187925902337	1867627587.4246197	53182.74908685951	45801.572205616605	1.199761	20.818361	0.1187407664	0.0643756	0.0067725497	-0.0955210827	-0.0275026948	-0.0762759118	-0.0911710792	-0.0590744989	0.0143544389	0.0222732134	0.0679655092	-0.0517646377	0.0406793742	-0.0218197218	-0.1151586753	-0.0044196157	0.0659594274	-0.0658030424	0.201376456	-0.0792338272	-0.0157765085	0.2086463858	0.2053387207	-0.1365131795	0.1396562082	0.0745829236	-0.0543152131	0.0005520662	-0.0841184805	-0.0494186531	0.0572071311	0.0117427765	0.011383693	-0.0262736435	0.0870709738	0.1348673874	-0.1462772177	-0.0366101976	0.08824249	0.1479600444	6.1474e-05	0.006823414	3.779052676e-09	4.6558978615396e-05	-3.10476e-05	0.0159233524	9.639534657599999e-10	0.0002535531516545	-0.122661	-0.000248	0.015045720921	6.1504000000006e-08	0.000329921	-0.000836189	1.08847866241e-07	6.99212043721e-07	0.000691202	0.000266618	7.108515792400003e-08	4.77760204804e-07	0.000812113	0.000812113	6.59527524769e-07	6.59527524769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45658.49254362124	-21.24777248408645	2084697941.3559167	451.4678355355014	77087.07579368369	198.76172652105743	5942417254.421134	39506.223929631626	43269.402308644814	53.34525314032362	2845.716032605207	1872241176.1473567	53365.11298869042	46240.44545989705	1.121614	19.462351	0.0918499055	0.0528819	0.0098303143	-0.0946488501	-0.036755234	-0.0920507245	-0.0893934975	-0.0937817097	0.0806792707	0.0788566549	-0.0257969787	-0.0266685929	0.0550158313	-0.0347890933	-0.0710421466	0.059725785	0.0058534128	-0.1845450417	0.012299263	0.0793171842	-0.0243403308	0.1024440654	0.0623464266	-0.0697959749	0.0146748655	-0.0188472448	0.0682542275	0.1371823059	-0.0795228136	-0.0757663341	0.1057458869	0.0424966462	0.0726164789	-0.0411510906	-0.0049534744	0.1375640328	-0.142579478	-0.0351749318	-0.0653840092	0.1472358847	-0.0090319	-0.009093374	8.157521761000001e-05	8.268945070387603e-05	9.36839e-05	0.0001247315	8.77667311921e-09	1.555794709225e-08	-0.108661	0.014	0.011807212921	0.000196	-0.000505612	-0.000835533	2.556434945440001e-07	6.981153940890002e-07	0.000283896	-0.000407306	1.65898177636e-07	8.0596938816e-08	0.00094191	0.0001297969999999	8.871944481e-07	1.6847261208999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45696.40827501068	37.91573138943932	2088161729.2364647	1437.602686796114	77538.90487193302	451.8290782493277	6012281768.738678	204149.51595163712	43314.40226396548	44.99995532066532	2024.9959788618755	1876137443.484618	53482.23295243759	46205.96800502884	1.187789	20.610634	0.1693958739	0.0930626	-0.0148546439	-0.0906657682	-0.0618785499	0.0504150399	-0.083193471	-0.0997191383	0.0434973844	0.1912226593	0.0131126434	0.0086603264	0.0593647767	-0.0053236706	-0.0658732575	0.0598448715	0.0256387557	-0.071665026	0.0560799077	0.1341577889	-0.0265307955	-0.0534170443	0.0830299835	0.0380944913	0.1303552015	0.0458746783	-0.1161987832	0.1092529302	-0.0348690358	-0.0935188359	0.029097577	0.0110790208	-0.0171017197	-0.0836812042	0.0740508223	0.1592524757	-0.0532390214	-0.1607563434	-0.0307196749	0.1463323407	-0.0185284	-0.0094965	0.00034330160656	9.018351225e-05	-0.0852779	-0.0853715839	0.00727232022841	0.0072883073375947	-0.0925785	0.0160825	0.0085707786622499	0.00025864680625	-9.98442e-05	0.0004057678	9.96886427364e-09	1.6464750751684001e-07	-0.0	-0.000283896	8.0596938816e-08	0.0	0.000462668	-0.000479242	2.14061678224e-07	2.29672894564e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45792.03687158876	95.62859657807712	2096910640.8489444	9144.828483492623	77393.38982199105	-145.51504994196875	5989736788.138667	21174.62975961366	43328.94936555351	14.547101588032092	211.61816461252585	1877397853.1227	53575.26082402235	46237.99497252848	1.144068	19.851978	0.07360716	0.040145	0.0063521169	-0.1278395546	-0.0431430787	-0.0368569123	-0.0790502624	-0.0983474305	0.080981362	0.1217461695	-0.1075387046	0.0028094393	0.0927407414	0.0394919484	-0.0415817594	0.070401866	0.0484553956	-0.0807559436	0.1631153867	0.1627656401	0.0097051089	0.0899799174	0.1826716568	0.0620578497	-0.1989170216	-0.2078172953	0.1771141033	-0.0647493163	-0.0456277867	-0.1248165929	0.0618884479	0.0602527445	0.0323845861	-0.0012103655	-0.0903489629	0.1565450115	-0.1306791182	-0.1916871391	-0.0382669372	0.1452505133	-0.0184921	3.629999999999953e-05	0.00034195776241	1.3176899999999655e-09	-0.0653082	0.0199697	0.0042651609872399	0.00039878891809	-0.110587	-0.0180085	0.012229484569	0.00032430607225	0.00037321	0.0004730542	1.392857041e-07	2.2378027613764e-07	0.000186528	0.000186528	3.479269478399999e-08	3.479269478399999e-08	0.000410397	-5.2271e-05	1.68425697609e-07	2.732257441e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45566.68282189954	-225.35404968921648	2076322583.391595	50784.44771132985	77229.83328627529	-163.55653571576113	5964447149.425875	26750.740375341047	43158.69535398795	-170.25401156556472	28986.42845416745	1862672984.6583407	53232.37186777125	45601.63820390077	1.421926	24.673391	0.150443645	0.0728479999999999	0.0055196256	-0.0884562881	-0.0182452676	-0.0737327662	-0.0602604819	0.079248554	-0.0902899914	0.0426270394	-0.0606953862	-0.1125403054	0.0751540471	0.0168017417	0.006654794	0.0713369037	0.0670552439	0.0709455674	-0.0008851534	-0.0582993575	-0.0600538517	-0.0734442818	-0.0742432733	0.1594875095	0.1020348841	-0.0060547366	0.191573993	0.0083349602	-0.123246357	-0.024524339	0.006043472	-0.0832476941	-0.0223006619	-0.0553844451	-0.0304918321	0.0269247011	-0.0174464917	0.1216532144	-0.1063305606	0.1439917206	-0.00377833	0.01471377	1.42757775889e-05	0.0002164950276129	-0.0105894	0.0547188	0.00011213539236	0.0029941470734399	-0.0925509	0.0180361	0.00856566909081	0.00032530090321	2.54155e-05	-0.0003477945	6.4594764025e-10	1.2096101423025004e-07	0.000869923	0.000683395	4.670287260250001e-07	7.56766025929e-07	0.000638707	0.0002283099999999	4.07946631849e-07	5.212545609999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45514.256261678274	-52.42656022126903	2071547523.05372	2748.544216634348	77274.97585144853	45.14256517324248	5971421892.841953	2037.8511904204445	43173.7851402931	15.089786305150485	227.70165073510705	1863975723.340193	53166.47919076248	44571.1481386559	1.265725	21.962988	0.039166635	0.0194982	-0.0151956623	-0.1208563645	0.0309857856	0.0301326013	-0.0984643624	0.0490356617	-0.1247739438	0.0009404783	0.0212635202	-0.1212713372	0.1355744018	0.0694116017	0.0231198243	-0.1160242382	-0.0492755704	0.1481848969	0.0896375038	0.0015643861	-0.2247105724	-0.03481453	0.0081788046	0.0786049987	-0.2101322393	0.1078061762	0.0168522529	-0.3746665431	-0.1066856474	-0.0223162301	-0.1157017324	-0.0906494874	-0.1254333432	0.0579002803	-0.0183752363	-0.0690510007	0.0902262139	-0.0594585109	0.0857597186	0.1425574961	-0.00614614	-0.0023678099999999	3.77750368996e-05	5.606524196099999e-06	-0.0105893	1.0000000000114084e-07	0.0001121332744899	1.0000000000228169e-14	-0.0859411	0.0066097999999999	0.00738587266921	4.368945603999999e-05	0.000149199	0.0001237835	2.2260341601e-08	1.5322354872250002e-08	0.000625071	-0.0002448519999999	5.995250190399997e-08	3.907137550410001e-07	0.000403564	-0.000235143	1.6286390209599997e-07	5.5292230449e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45538.10892755475	23.85266587647493	2073719364.6978416	568.9496694147515	77057.10527253088	-217.8705789176456	5937797472.981907	47467.58915791005	43178.70916309232	4.924022799219529	24.24600052723372	1864400924.9909124	53106.23782161094	44561.65055433612	0.981606	17.032923	0.0656191	0.034278	-0.0088640759	-0.1120896569	0.0375807345	-0.0753661282	-0.0774046501	0.0991901989	-0.0953503955	-0.0759540019	-0.0495153835	-0.0957603523	0.101618293	0.0260838525	-0.0489424106	0.0331140852	0.117392268	0.0178869072	-0.0712923135	-0.0159801781	0.0919460188	0.0258034101	0.0099258307	0.099275293	0.0079725659	0.0473677296	0.03335171	0.0004534945	-0.1222393939	-0.0034337579	-0.0488301329	-0.0689041489	-0.0133382664	0.0721274601	-0.068374845	-0.0406293964	0.1173576875	0.1297944218	-0.0504238966	0.1409495873	0.00516265	0.0113087899999999	2.6652955022500005e-05	0.0001278887312641	-0.00213904	0.00845026	4.5754921216e-06	7.140689406759998e-05	-0.0688653	0.0170758	0.00474242954409	0.00029158294564	-0.000296775	-0.000445974	8.8075400625e-08	1.9889280867600005e-07	0.000548781	-7.629000000000002e-05	5.820164100000003e-09	3.0116058596100005e-07	0.000350143	-5.342099999999995e-05	1.2260012044900005e-07	2.853803240999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
