global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
45541.38864803711	n/a	2074018079.991563	n/a	78380.96183663682	n/a	6143575178.436318	n/a	43472.72550066927	n/a	n/a	1889877862.4565403	53852.920823848566	45733.22782606362	n/a	n/a	n/a	n/a	-0.0155794766	-0.0019988776	-0.0020927807	-0.0306335667	-0.0404144256	-0.0282176085	0.0072474178	-0.0497517496	-0.029282978	0.0105464347	-0.0042960925	0.0598654623	-0.0813484662	0.0083898539	-0.0890656797	0.0237143706	-0.058408035	0.0659222671	-0.0075837357	0.128523023	-0.0192001773	0.1231407278	-0.0211580587	0.0065729129	-0.1081080986	0.2144103195	-0.0203019425	0.0676460867	-0.122659937	0.1042567655	0.1169182126	-0.010533608	0.0079539265	0.0037023329	-0.0441661304	0.0047685458	-0.0089423555	0.0795395681	-0.0391070652	0.0116971237	-0.0035674851	0.0257178782	-0.0595095783	0.1643003878	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0146952	n/a	0.00021594890304	n/a	0.0431717	n/a	0.00186379568089	n/a	0.0677444	n/a	0.00458930373136	n/a	-0.003942	n/a	1.5539364e-05	n/a	0.00164153	n/a	n/a	2.6946207409e-06	0.00226998	n/a	5.1528092004e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45478.00344885141	-63.38519918570091	2068248797.6937404	4017.6834758109794	78257.12015465154	-123.8416819852864	6124176854.899568	15336.762196944814	43420.28728312912	-52.438217540155165	2749.766658788637	1885321347.749464	53786.54892757691	45274.77407570805	0.8631999999999999	20.949085	0.1055038	0.0595923	-0.0213397256	-0.0011824657	0.0167996912	-0.0291866536	-0.0409272875	0.0012468222	0.0175611516	0.0078231567	-0.027016358	0.0485676546	-0.0396979916	0.0670136896	-0.1264554539	0.0121473633	-0.1142443399	-0.0672393333	0.0099692015	0.0123570358	-0.012662584	0.1172707138	0.0065459124	-0.0026344807	-0.0293703793	-0.0495803292	-0.0021812587	0.0223328054	0.147652907	0.1161151934	-0.1561284807	-0.0645270982	-0.0199891589	0.0019118802	0.0025562017	0.0351916146	-0.050801407	0.0064982078	-0.0048373697	0.1472169612	-0.0707552576	0.0342326349	-0.0185775802	0.0291559309	-0.0295440315	0.0874542468	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0164811	0.0017858999999999	0.0002716266572099	3.189438809999994e-06	0.0432853	0.0001135999999999	0.0018736171960899	1.2904959999999642e-08	0.101371	0.0336266	0.010276079641	0.00113074822756	-0.00407482	-0.0001328199999999	1.6604158032399997e-05	1.7641152399999905e-08	0.000800606	-0.000840924	7.071531737759999e-07	6.409699672360001e-07	0.00269579	0.00042581	7.267283724099999e-06	1.813141561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45375.33597659353	-102.66747225787547	2058921114.9887435	10540.609859821632	78569.96618246484	312.84602781329886	6173239585.913668	97872.63711855936	43284.79571985688	-135.49156327224046	18357.96371795554	1873573540.50974	53588.37976816655	44520.17469937637	0.992542	24.088108	0.1836833	0.0801014	-0.0557411671	0.0527714736	-0.0312664999	0.0214212288	-0.064244482	0.0121144907	-0.0163382553	0.051316601	0.0678945452	0.0772484206	0.0246858723	0.1294539876	-0.1559658118	0.0411008866	-0.0412403008	-0.0369100356	-0.106247352	0.0821097429	0.0509756061	0.1164274937	0.0123753875	0.1378409216	-0.0254643928	0.0649077572	-0.0267229548	0.048960349	-0.0407238413	0.0732795075	-0.1671212159	0.0016755975	-0.0342405835	-0.0442632999	-0.0620635936	0.0390813831	-0.120149296	0.0499984634	0.0614681248	0.07256763	0.0470781068	0.0617556682	0.0074622378	-0.0593834855	0.01837926	0.1230166395	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0451158	0.0286347	0.00203543540964	0.00081994604409	0.0103224	-0.0329628999999999	0.00010655194176	0.0010865527764099	0.060106	-0.041265	0.003612731236	0.001702800225	-0.00378868	0.0002861399999999	1.43540961424e-05	8.18760995999999e-08	0.00176638	0.0009657739999999	9.327194190759996e-07	3.1200983044e-06	0.00233129	-0.0003644999999999	5.434913064100001e-06	1.3286024999999986e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45742.00876218745	366.672785593917	2092331365.6000333	134448.9316952027	79196.11483975383	626.148657288999	6272024605.711477	392062.14102481626	43502.80410510194	218.00838524506253	47527.6560371596	1892493965.006874	54854.31159319197	47313.4284647586	2.093436	50.805798	0.69490694	0.503725	0.0922332836	-0.0849031092	-0.0049422792	-0.0321669604	0.3478539947	-0.1293759099	-0.0218747374	-0.2136557374	-0.0576424286	0.002402003	0.1249189287	0.0258977093	-0.1158841294	0.1098241966	0.2424412448	0.10293512	0.0016217153	-0.1022402643	-0.0952948244	-0.0271266734	0.1533054421	-0.0970383257	0.1218132225	0.1387216999	0.0315933627	-0.1058650785	-0.1104430805	0.0776971824	0.0224609737	-0.083656426	0.0654887382	0.1647681309	0.1537496463	0.0072701757	0.2221821968	-0.204330373	0.2224451526	0.1092344679	0.198980057	-0.0244583777	-0.1121376635	0.0024011328	-0.0319701369	0.1284065645	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.00236376	-0.04275204	5.5873613376e-06	0.0018277369241615	-0.060539	-0.0708614	0.003664970521	0.00502133800996	-0.422553	-0.482659	0.178551037809	0.232959710281	-0.00269604	0.00109264	7.2686316815999985e-06	1.1938621696000005e-06	0.00245902	0.00069264	4.797501696000004e-07	6.0467793604e-06	0.0025187	0.0001874099999999	6.34384969e-06	3.512250809999994e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45762.14697756921	20.138215381761256	2094174095.9966464	405.5477187622057	78400.72727931186	-795.3875604419736	6146674037.9250345	632641.3713058343	43595.50134176792	92.69723666598291	8592.777685509249	1900567737.2400887	53958.75824276764	48046.825864321225	1.329685	32.27026	0.22968684	0.132078	0.1177377544	-0.1215666766	0.0755257976	0.0721707276	0.0406657368	0.0524762262	-0.0077088569	-0.1214484402	-0.1016957742	-0.0499857539	0.074893327	0.0601230451	-0.0390695853	0.0718571709	0.1129098655	0.1068089738	-0.0072527197	-0.1185664519	-0.1059035424	0.0991453267	0.0294889542	-0.0705000294	-0.0052558269	-0.0481851215	0.0830854394	0.0159339405	-0.0229511298	-0.0378995937	-0.0447325699	0.0435189138	0.1187268534	0.0545929749	0.0603905811	-0.0831848789	0.037552468	0.0794951815	-0.0087105011	0.0768519081	0.0982610737	0.0211990349	-0.0527181519	-0.0485364554	0.1766636297	-0.2156960371	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0227287	0.02036494	0.00051659380369	0.0004147307812036	-0.0328236	0.0277154	0.00107738871696	0.00076814339716	-0.301111	0.121442	0.090667834321	0.0147481593639999	-0.00265744	3.859999999999975e-05	7.0619873536000005e-06	1.4899599999999802e-09	0.00175541	-0.00070361	4.950670321000002e-07	3.0814642681e-06	0.00205762	-0.00046108	4.2338000644e-06	2.125947664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45621.40993548506	-140.7370420841471	2081313044.5015752	19806.915014594997	78366.54082580723	-34.18645350463339	6141314721.002911	1168.7136032244607	43539.44586593904	-56.05547582888539	3142.2163704027544	1895683346.313036	54054.9842396349	46687.37095877058	1.391702	33.775356	0.28491831	0.162981	0.0769703624	-0.1010909344	0.1266346257	0.028378724	0.0982065784	0.1423965149	0.0638177727	-0.0955932701	-0.0939047315	0.0277236306	0.1035310958	0.0646251422	0.0011432467	0.0697363514	0.020209304	0.0811018944	-0.1534927256	-0.0773218212	0.1081567429	0.0967604992	-0.0631029359	-0.0801819474	-0.0117506295	-0.0067304781	0.1244045727	-0.0950661549	-0.0743410937	-0.0076625054	0.0808973115	0.0086623386	-0.0380772487	0.1252544654	0.0396419751	-0.0095479808	0.108751082	0.1086648388	0.0016517509	0.1120249698	0.0596055369	0.0663935635	0.0612537573	-0.0040733257	0.1678542824	-0.0438534448	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.00309461	-0.02582331	9.5766110521e-06	0.0006668433393561	-0.0712191	-0.0383954999999999	0.0050721602048099	0.0014742144202499	-0.440848	-0.139737	0.194346959104	0.019526429169	-0.00182873	0.00082871	3.3442534129e-06	6.867602641000002e-07	0.00219052	0.00043511	1.8932071210000007e-07	4.7983778704e-06	0.00170219	-0.00035543	2.8974507961e-06	1.263304849000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45691.59221956476	70.18228407969582	2087721599.5589907	4925.552998643126	77998.59281839435	-367.9480074128805	6083780481.649678	135385.7361591092	43463.77974734864	-75.66611859039403	5725.361502535574	1889100149.926034	53793.77223233623	48211.16542837394	1.116389	27.093765	0.11711076	0.055231	0.1175868694	-0.1375229321	0.1055769987	0.0662150376	-0.0075586665	0.1698513313	0.0590131177	-0.0462616815	-0.0590588598	-0.0002654429	0.1021561045	0.0440930902	0.0478194407	0.0275885736	0.037705205	0.0122324782	-0.1266909295	-0.0574114025	-0.0123399876	0.0971870965	-0.0225855967	-0.0936083191	0.018923054	-0.0275569648	-0.0304896374	-0.1245770112	-0.0142336123	-0.0817028403	-0.0382522518	0.0394796372	-0.0614764225	0.0957747657	-0.0210077528	-0.033716365	0.0594019714	0.1533094394	-0.0254210177	0.0110391446	0.0664565624	0.0796451592	0.0541721172	0.0303241605	0.1340008724	-0.0317233239	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00319735	0.0062919599999999	1.02230470225e-05	3.9588760641599993e-05	-0.0452153	0.0260037999999999	0.00204442335409	0.0006761976144399	-0.406918	0.03393	0.165582258724	0.0011512449	-0.00108616	0.0007425699999999	1.1797435456000002e-06	5.514102048999998e-07	0.0021427	-4.782000000000007e-05	2.2867524000000063e-09	4.59116329e-06	0.00147488	-0.0002273099999999	2.1752710144e-06	5.1669836099999955e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45571.07005106033	-120.52216850443074	2076722425.598648	14525.593101010396	78996.18460278133	997.5917843869828	6240397181.796706	995189.3682764046	43496.27990179675	32.500154448105604	1056.2600391507185	1891926365.295448	54034.621928041015	46982.58660410242	0.994639	24.138996	0.1432186399999999	0.12164	0.0800260869	-0.0903697718	0.0029583427	0.1807712395	0.005701788	0.1307239139	0.0221425316	0.0117919117	-0.0869536802	-0.0535021125	0.1096544145	0.0381783888	-0.0025015936	0.0652721205	0.0812644003	-0.0079713347	-0.0048409029	0.0201994139	-0.0638224365	0.0790002058	-0.1027542226	-0.0046922095	-0.0562758133	0.0454415332	0.0068324732	-0.0613010081	0.0236263148	-0.0601238809	0.0673982001	0.0605252541	0.0380972975	0.0595675186	0.0466125551	-0.1210066401	-0.0063786051	0.1337846183	0.0793510091	-0.0206725798	0.0341044039	0.0911745867	0.0639184431	-0.0467497526	0.0448581374	-0.0210862415	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00117701	-0.00202034	1.3853525401000002e-06	4.081773715599999e-06	-0.04005	0.0051652999999999	0.0016040025	2.6680324089999976e-05	-0.285447	0.121471	0.081479989809	0.0147552038409999	-0.00105977	2.639000000000005e-05	1.1231124529e-06	6.964321000000027e-10	0.00198798	-0.00015472	2.3938278400000035e-08	3.952064480399999e-06	0.00136475	-0.0001101299999999	1.8625425625e-06	1.2128616899999991e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45576.0516815778	4.981630517475423	2077176486.881851	24.81664261264245	79023.69148367568	27.506880894346978	6244743815.707155	756.6284965357908	43490.2217778264	-6.05812397034606	36.70086604008151	1891399390.2845256	54034.77326207789	46442.17269789885	0.8790449999999999	21.333624	0.21289644	0.147611	0.0507326687	-0.0547737587	-0.0308770887	0.1462460233	-0.0165405274	-0.0372020296	0.0488048597	-0.1168999169	-0.0606797786	-0.0819064684	0.073543119	-0.0412471545	-0.0477819691	0.0143199853	-0.081151782	0.0458248962	0.0589265538	0.0042749945	-0.198581746	0.0497476354	-0.111565339	-0.0498857352	-0.0940974827	-0.0485241815	-0.0666260605	0.0744179477	0.0913722032	0.0343536052	0.0999165535	0.0088641989	-0.0490678346	0.0130647698	0.0354761411	-0.1515726635	-0.046858605	0.0414004128	0.1015743693	0.0156061431	-0.0195798847	-0.0124923071	-0.052212433	-0.024171844	-0.0112996893	-0.0588703815	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00393995	0.00276294	1.55232060025e-05	7.633837443600002e-06	-0.01006	0.02999	0.0001012035999999	0.0008994001	-0.163165	0.122282	0.026622817225	0.014952887524	-0.00218829	-0.0011285199999999	4.788613124099999e-06	1.2735573903999996e-06	0.00197742	-1.0559999999999736e-05	1.1151359999999441e-10	3.9101898564e-06	0.0013829	1.814999999999998e-05	1.91241241e-06	3.294224999999993e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45562.38127974508	-13.670401832721836	2075930587.880865	186.87988626808453	78735.46185412005	-288.2296295556298	6199272953.381593	83076.31935377559	43408.83882374897	-81.38295407743135	6623.1852143693	1884327288.026216	53855.87623002674	45208.0118956557	1.016516	24.669933	0.23588098	0.138034	-0.001147743	0.015952865	0.0163569346	0.0284097261	-0.0165007104	-0.0174305122	0.1491729096	-0.0954823938	0.0036627346	-0.0201930041	0.0607946326	0.0079784711	-0.0414050824	-0.0271215973	-0.0857682554	0.0232280523	-0.018789472	-0.075064979	0.0076122113	0.0851516787	-0.079713091	-0.0358487877	-0.0434349804	0.1049534705	0.0252582713	-0.0826797706	0.1677839258	-0.047729397	0.0218728044	-0.0748799588	-0.0086002125	0.0124695345	-0.0373560217	-0.0582047768	-0.0010637159	0.0272545125	0.0356704407	0.1266497913	-0.0049383113	-0.0231075765	0.0140240599	0.0345264426	0.0383100352	0.0354409214	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00694633	0.0030063799999999	4.82515004689e-05	9.038320704399996e-06	0.0203933	0.0304533	0.00041588668489	0.00092740348089	-0.0654762	0.0976888	0.00428713276644	0.00954310164544	-0.00359782	-0.00140953	1.2944308752399998e-05	1.9867748209e-06	0.00140816	-0.00056926	3.240569476e-07	1.9829145856000004e-06	0.00149876	0.0001158599999999	2.2462815376000003e-06	1.3423539599999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
