global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
45386.30753093114	n/a	2059916911.2922568	n/a	77174.78736155064	n/a	5955947804.300556	n/a	43266.29622184456	n/a	n/a	1871972388.7564008	53412.82876115298	44975.2443309144	n/a	n/a	n/a	n/a	-0.1057469219	-0.1083894618	-0.0404695698	0.0193162693	-0.0813674856	-0.0654190744	0.0671534091	0.0042516905	-0.0321842971	-0.0274565718	0.0538633805	0.0197087971	-0.0023519951	0.1022156698	-0.0800049684	0.1009973379	-0.0608941968	0.0936535844	-0.0299015773	0.0443049589	-0.1306745961	0.1562422973	-0.0686505076	0.1062170184	-0.047842967	0.0044600685	-0.0041019438	-0.0282994357	0.0687141879	0.0747202119	-0.0351496442	0.0333040047	-0.0366391143	0.028110397	-0.0857195087	0.0285042592	-0.0638341048	0.0025473122	-0.0709334155	-0.0286178297	0.0472151966	0.0660952845	-0.0285253473	0.0857536137	-0.0919661373	0.0804792716	-0.0590598559	0.0001745992	-0.06574798	0.0492684634	0.0865853473	-0.044841537	0.1579360122	-0.0013867682	0.0501763161	-0.1787372005	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0103168	n/a	0.0001064363622399	n/a	-0.0558659	n/a	0.00312099878281	n/a	-0.196179	n/a	0.038486200041	n/a	-0.00107493	n/a	1.1554745049e-06	n/a	-0.000515795	n/a	n/a	2.66044482025e-07	0.00105187	n/a	1.1064304969000002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45357.78512688296	-28.522404048177123	2057328671.616485	813.5275326874707	77977.37151651504	802.5841549643956	6080470468.62461	644141.3257999129	43296.68014724533	30.38392540076893	923.1829227594914	1874602511.772868	53628.78855493113	44807.141625094126	1.131681	23.214125	0.20609319	0.133762	-0.0407978725	-0.0737639018	0.0030062165	0.0606996523	0.1046201094	-0.1451505336	0.0189704175	-0.1676985643	0.0201896113	0.0011056002	-0.018294779	0.0381817955	0.0957867686	0.0156187402	-0.017298469	0.0431686511	0.1177824018	-0.0724573659	0.037639799	-0.0046137621	-0.0222549943	0.0788452972	0.0158568984	-0.0130552159	-0.042150654	0.0822090964	-0.0199788157	-0.0441256093	-0.0953868566	0.0560144421	-0.1624383709	0.0008446267	0.0437473033	-0.0647179818	0.0822671461	-0.0365885215	-0.1044491374	0.0124809311	0.0582158317	-0.0656010389	0.1391441231	-0.090623819	0.0847929279	0.0849609893	-0.0289654034	0.0276959703	-0.0631993105	-0.0426888289	-0.0791326486	-0.0651963838	-0.0117499741	0.0575267214	-0.1321828387	0.0517121335	0.115452801	-0.09661395	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.00675736	-0.0035594399999999	4.566191416959999e-05	1.2669613113599995e-05	-0.0205744	0.0352915	0.0004233059353599	0.00124548997225	-0.0684898	0.1276892	0.00469085270404	0.01630453179664	-0.000872314	0.0002026159999999	7.609317145960001e-07	4.1053243455999994e-08	-0.00107517	-0.000559375	3.129003906250001e-07	1.1559905289000002e-06	0.0010228	-2.907000000000018e-05	1.0461198399999998e-06	8.450649000000104e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45124.47681450212	-233.3083123808392	2036218407.78254	54432.768625995246	76989.19649179192	-988.1750247231104	5927336376.451746	976489.8794865196	43198.89494343547	-97.7852038098572	9561.94608413531	1866144524.3339748	53398.2206753779	44114.57911242325	1.048386	21.505505	0.0860013899999999	0.0497312	-0.0697479626	-0.0077975844	-0.0258945738	0.0612758385	-0.0729925478	-0.0714775344	0.0811298778	-0.0209409447	-0.0097109892	-0.0596928257	-0.0066468605	0.0410713471	0.0804734523	0.0298979145	-0.0783811144	0.0429203696	-0.0211122785	-0.013423576	0.0034225547	0.1269975679	0.0066216483	0.133588896	0.0550660761	0.0204701872	0.0516719514	-0.0794471147	-0.0358870036	-0.1428907759	-9.38658e-05	-0.0329577714	0.0433213037	-0.0575486838	0.0352010163	-0.0335822653	0.0378345863	-0.1138961279	-0.1305527777	-0.0707135072	-0.0712211954	-0.0364466215	0.0867498409	-0.0031875798	-0.0058447271	0.031675743	-0.0263178869	-0.0093405301	-0.0966591392	-0.0885061706	-0.0379043294	0.0470238677	0.0240474046	0.0338480447	0.0613899313	-0.077783107	0.1033719476	-0.0682030481	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0144469	0.00768954	0.00020871291961	5.912902541160001e-05	-0.0642839	-0.0437095	0.00413241979921	0.00191052039025	-0.0872339	-0.0187441	0.00760975330921	0.00035134128481	-0.0008329789999999	3.9335000000100006e-05	6.938540144408334e-07	1.5472422250078675e-09	-0.00120381	-0.0001286399999999	1.654824959999999e-08	1.4491585161000002e-06	0.00117199	0.00014919	1.3735605600999998e-06	2.22576561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45088.140134970105	-36.33667953201802	2032940380.830702	1320.3542794125776	77035.44856853243	46.25207674050762	5934460336.155005	2139.254602809806	43095.73656592431	-103.15837751116489	10641.650850736009	1857242510.1595452	53411.81196062348	44186.223618331496	0.986631	20.238718	0.05842435	0.029605	-0.0935029719	0.0116848999	0.0050130368	0.0899362034	-0.0343130374	-0.1001847669	0.0196553054	-0.097581813	0.0122244339	-0.0990883217	-0.0305234625	0.0035335795	0.0749884635	0.0345876719	-0.0761833074	0.0870270754	0.0706909379	-0.0586362252	-0.0530894941	0.0009905872	0.0138753469	-0.0032048635	-0.0462862694	0.03679499	-0.0576523903	0.0366428793	0.0368363768	0.00358898	0.0099407068	0.0153672594	0.0616527645	-0.167916638	0.0896665775	-0.0935612032	0.0968739448	-0.0231413866	0.1135302642	-0.0593502817	-0.0733975972	-0.029162272	0.0882793122	-0.0997511869	0.0836266273	0.0338501589	0.0456045131	0.033628529	-0.0904949284	-0.0710309822	-0.0381076389	0.0470195122	0.0304061252	-0.0060630151	-0.0366376698	-0.1261330216	0.0221240017	0.0697778928	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0193075	0.0048605999999999	0.0003727795562499	2.362543235999998e-05	-0.0803201	-0.0160362	0.00645131846401	0.00025715971044	-0.0871877	4.619999999999624e-05	0.00760169503129	2.134439999999653e-09	-0.0007219219999999	0.000111057	5.211713740838556e-07	1.2333657249000004e-08	-0.000767566	0.000436244	1.90308827536e-07	5.89157564356e-07	0.000969664	-0.0002023259999999	9.40248272896e-07	4.0935810275999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44938.77612917495	-149.36400579515612	2019493599.988104	22309.60622717543	76467.14052981605	-568.3080387163791	5847223580.806637	322974.02686965745	43028.36735554485	-67.36921037946013	4538.610507151959	1851440397.2837172	53241.73490354838	43661.99090151924	1.043858	21.412624	0.1643915	0.0673632	-0.1580983801	0.0719034471	0.0319503292	0.0659486939	-0.1143373866	0.0116588308	-0.0688951621	-0.1056680261	-0.0193250141	-0.1339001172	-0.1128106406	-0.0462854832	-0.0323728585	-0.0125340162	-0.0386422895	0.0410116596	-0.0730167413	-0.1841581671	0.0183142389	0.0680474361	-0.0280527367	0.1524554678	0.0404753103	-0.0359423011	-0.0226980517	-0.0795086152	-0.1286474493	-0.0545693432	0.0509876187	-0.0518008003	-0.0542132821	0.0340357736	0.0727365696	0.0221981024	0.0426817265	0.0547780437	0.0058533261	-0.0449068603	-0.1292865732	0.0227444522	-0.0318014505	-0.1088809093	0.0854329699	-0.0020885894	-0.0762227266	-0.0405910091	-0.0159633347	-0.0528924471	0.0712555377	-0.0299826632	0.075407004	-0.0063847808	0.054310101	-0.0544920653	0.0583684588	-0.1120696759	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0327751	0.0134676	0.00107420718001	0.00018137624976	-0.0482291	0.032091	0.0023260460868099	0.001029832281	-0.11753	-0.0303422999999999	0.0138133008999999	0.0009206551692899	-0.00135069	-0.0006287680000001	1.8243634761e-06	3.953491978241259e-07	2.8745e-05	0.000796311	6.341112087210002e-07	8.26275025e-10	0.000624931	-0.0003447329999999	3.90538754761e-07	1.1884084128899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44961.91829018472	23.14216100977501	2021574096.333248	535.5596162023506	76535.57498022151	68.43445040546067	5857694237.553109	4683.274002297456	42962.10109958401	-66.26625596083613	4391.216679067051	1845742130.8908775	53310.80443845288	43345.22707069263	0.91717	18.813862	0.070671265	0.0390563	-0.1494155695	0.0936623676	0.0280169704	0.0566617213	-0.1270480342	0.0758228373	-0.0928257953	-0.0731089594	0.0461739449	-0.172547576	-0.0398782535	-0.0634013571	-0.0749753334	-0.0625851158	-0.0749996577	-0.0070188545	-0.1352665877	-0.0367347907	0.0282071742	-0.0126606255	0.0899573195	0.0414790351	0.0417373609	0.0006932061	-0.0249490167	0.0366957236	0.1268539116	0.1138476472	0.0248406004	0.0346634275	0.0171070445	0.0897420463	0.0012901916	0.0973195428	-0.023506315	0.0191891476	0.0338051505	0.0509098693	-0.1451612919	0.0521242966	-0.0976188331	-0.0516553905	0.0548763517	-0.0378211952	-0.0544638221	0.0989539116	-0.0277111742	-0.1153747438	0.1069990139	-0.0784696534	0.0638379339	-0.0672596029	0.012778852	-0.0483046623	-0.0073792951	-0.0128676783	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0359865	0.0032113999999999	0.0012950281822499	1.0313089959999976e-05	-0.0624226	-0.0141935	0.00389658099076	0.00020145544225	-0.133111	-0.015581	0.017718538321	0.000242767561	-0.00122197	0.00012872	1.4932106809e-06	1.6568838400000036e-08	2.88013e-05	5.6300000000001484e-08	3.1696900000001665e-15	8.2951488169e-10	0.0	-0.000624931	0.0	3.90538754761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45227.06525307983	265.146962895109	2045487431.406341	70302.91193250033	77014.63221914557	479.0572389240551	5931253575.850255	229495.83816553923	43158.09468851461	195.9935889305998	38413.48690189693	1862621137.1427927	53284.52878862937	44363.40652491275	1.003523	20.585232	0.0807263849999999	0.0405998	-0.1124761919	0.0189249789	0.042702052	0.0721708776	-0.0541131897	-0.0507411898	-0.0988319756	-0.0532967837	0.1137779911	-0.0905881629	-0.0168228479	0.0413858328	-0.0029483011	-0.0620761585	-0.0628024165	0.1084868473	-0.045743748	-0.0264611839	0.0351928226	-0.0408616715	0.1187840847	0.0195244144	-0.0101292359	0.0713049635	0.0707781962	-0.0099735329	-0.0550684815	0.0248944793	-0.0800614419	-0.041220627	0.0264908974	-0.0282990097	-0.0304277508	0.0110580751	0.081312742	0.0562808786	0.1591424564	0.047966497	-0.0730880038	-0.0538119989	-0.011157888	-0.1044398619	-0.0052269187	-0.0104151955	-0.014523053	0.1694418057	-0.0304798324	0.0548817004	0.0691311761	0.0787960257	0.0043637283	-0.0124389318	-0.0633076975	0.0664413755	-0.0629687625	-0.0651129922	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0196358	-0.0163507	0.0003855646416399	0.00026734539049	-0.0802646999999999	-0.0178420999999998	0.0064424220660899	0.0003183405324099	-0.158711	-0.0255999999999999	0.0251891815209999	0.0006553599999999	-0.00093097	0.0002909999999999	8.667051409e-07	8.468099999999996e-08	0.000156473	0.0001276716999999	1.6300062980889998e-08	2.4483799729e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45213.38076757283	-13.684485507001227	2044249800.4335248	187.26514359132665	76784.48184211827	-230.1503770272975	5895856651.76259	52969.19604580719	43142.820201526985	-15.274486987626004	233.30995273515617	1861302934.941285	53309.31245939449	44898.40588605172	1.201535	24.647036	0.113681605	0.0697017	-0.1335457966	0.0180741116	0.0589992537	-0.1189753084	-0.0763451877	-0.002080333	-0.0889131911	-0.0017806296	0.0483179076	-0.0852976437	0.0488292885	0.0274723383	-0.039186378	0.0064774372	-0.0191152719	0.1877725129	-0.0933046461	-0.0575931138	-0.0390442055	-0.0441347958	-0.0663221824	-0.024176314	-0.0103201682	-0.0659946644	0.099169347	0.0189664439	-0.0733935068	-0.0088633878	0.0993216572	-0.0525475238	0.0519761634	-0.0281329324	-0.0071712463	0.0513345852	-0.0448208205	-0.0438224332	0.0723303858	0.0268088315	-0.0798679613	-0.0278274265	-0.0770518636	-0.0092994444	0.0234921489	0.0567210869	0.0246841544	0.1668921964	0.0540836013	0.0734588567	-0.0040709458	-0.026018515	0.0478766354	0.0043106627	0.0656923917	-0.0721117823	-0.0514063682	0.0424120048	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0195891	-4.669999999999674e-05	0.00038373283881	2.180889999999696e-09	-0.0774143999999999	0.0028503	0.0059929893273599	8.12421009e-06	-0.132093	0.026618	0.0174485606489999	0.000708517924	-0.00193286	-0.00100189	3.7359477796e-06	1.0037835721000002e-06	-0.000443998	-0.000600471	3.60565421841e-07	1.9713422400400002e-07	8.09711e-05	8.09711e-05	6.55631903521e-09	6.55631903521e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45203.34851028116	-10.032257291670248	2043342716.541938	100.64618636627088	77003.81928896361	219.3374468453403	5929588185.087364	48108.91558863249	43232.987739067576	90.16753754059027	8130.184826133756	1869091228.8463676	53484.79649872228	43922.38315042773	1.32593	27.198748	0.1311459449999999	0.0754042	-0.1107450167	0.0524962534	0.0504547654	0.0015055118	-0.0940595745	0.0964633181	-0.0845456303	-0.0693387267	0.080053935	-0.0246581156	-0.1253314229	0.0004302003	-0.0334988941	0.0388962764	0.0460953261	0.0057250597	-0.0732398154	-0.1281809431	-0.0132881847	-0.0611944266	-0.0909221328	-0.0578173492	-0.0449104472	0.1016799786	-0.0548784179	0.0569511004	0.027906038	0.0393940585	0.0175121337	-0.1090075505	-0.0145066695	-0.0161054482	-0.0513368928	-0.0904795628	-0.0906409044	-0.0488920072	-0.0791006701	-0.0408278129	-0.0641284075	0.0942866947	-0.0954892848	-0.070656623	-0.0328091334	0.0010371296	-0.094662205	0.0456352668	0.0519199428	0.0688167423	-0.0494893434	-0.0648634147	-0.068848909	-0.0225212111	0.0114790104	0.0083667207	0.0352616455	-0.0019381326	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0197368	0.0001476999999999	0.0003895412742399	2.181528999999916e-08	-0.0429903	0.0344240999999998	0.00184816589409	0.0011850186608099	-0.11309	0.0190029999999999	0.0127893480999999	0.0003611140089999	-0.000649245	0.001283615	4.21519070025e-07	1.6476674682250002e-06	-0.000341855	0.0001021429999999	1.0433192448999992e-08	1.16864841025e-07	0.000246636	0.0001656649	6.0829316496e-08	2.744485909201e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45500.58243397416	297.2339236929984	2070303001.8308775	88348.00539393518	77477.31070263054	473.4914136669249	6002733673.711948	224194.11881630303	43265.23525327212	32.24751420454413	1039.9021723722756	1871880581.5209808	53486.3626911166	45163.263576277765	1.210795	24.836994	0.0504289799999999	0.029323	-0.0260284649	-0.0562424827	0.0444803089	0.00100121	0.0077534603	-0.0787954958	-0.0490552671	0.0182736808	0.1410438176	-0.0149967993	-0.0108654881	0.0954313023	0.0579682641	0.0142014498	-0.032321495	0.1558508681	0.0820225571	0.0289716338	0.0919620442	-0.0179869047	-0.0342646219	-0.1247386297	-0.0655566094	0.0738820232	-0.0540480662	0.1100631911	0.0089419273	0.0715016446	-0.0045457208	0.002947893	0.0183841477	0.123305979	-0.086329563	-0.0062051756	0.040694804	-0.0325436471	-0.0383882384	0.0782038999	-0.0050929103	-0.0471501842	0.0277808407	-0.0548933339	-0.0509120324	0.043726701	0.0391918707	0.1454704732	-0.0369323106	0.0895723701	-0.0502680811	0.014290823	-0.0593011383	0.1581167847	-0.0285405782	0.0417687622	-0.0715685992	0.0567910317	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00613437	-0.0136024299999999	3.76304952969e-05	0.0001850261019048	-0.0670503	-0.0240599999999999	0.0044957427300899	0.0005788835999999	-0.109027	0.0040629999999999	0.011886886729	1.6507968999999977e-05	-0.0007219169999999	-7.267199999990001e-05	5.211641548888556e-07	5.281219583985466e-09	-0.000341855	0.0	0.0	1.16864841025e-07	0.000145237	-0.000101399	2.1093786169e-08	1.0281757201e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
