global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
45086.25900435123	n/a	2032770751.0074425	n/a	75718.96280453331	n/a	5733361328.194299	n/a	42881.122587676335	n/a	n/a	1838790674.3793256	52743.22272294208	44214.589327679	n/a	n/a	n/a	n/a	-0.0384461153	0.0401034009	-0.0082889983	-0.0387473122	-0.0403528949	0.0172938831	-0.0362803361	0.0953760413	-0.0730030533	-0.053265775	0.0318260536	-0.0027459395	-0.0454604215	0.0817978929	-0.0992827552	0.0101101904	-0.0462443771	0.1006043665	-0.0448208336	0.1345586103	-0.0211865715	0.0610138601	-0.0744933933	0.014775579	-0.1315746821	0.1098121251	-0.0645196085	0.0002746243	-0.1040130919	-0.0079620932	0.0584442133	-0.0070650424	0.0196567342	-0.1189697422	-0.0195343189	0.0260253423	-0.043439413	-0.030394039	-0.0361370868	0.0596607583	0.0341800182	-0.0398783718	-0.0631616811	-0.0281117344	0.084877941	-0.0681830063	0.0767715967	0.0359891562	-0.0623650653	0.0622104789	-0.1656956139	0.0241846824	-0.0410472447	0.0107529623	-0.0302926446	0.0104393542	-0.0186325946	0.0826618775	-0.0515116056	-0.1196671979	0.0480119947	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.0395561	n/a	0.0015646850472099	n/a	0.0411777	n/a	0.0016956029772899	n/a	-0.0118697	n/a	0.00014088977809	n/a	-0.00444426	n/a	1.97514469476e-05	n/a	0.00325512	n/a	n/a	1.0595806214399998e-05	0.0024666	n/a	6.084115560000001e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45102.08045256061	15.821448209375376	2034197661.1492496	250.31822344194728	75913.02880409642	194.065999563114	5762787942.211573	37661.61218643057	42847.63837798785	-33.484209688482224	1121.1922984622468	1835920114.5708172	52710.0421071973	44209.63039859935	0.918095	19.13736	0.1042687	0.0555283	-0.0516323499	0.065581523	-0.0299285196	-0.0235020918	-0.0101225019	0.026688408	-0.0600646176	0.0346772712	-0.1088806397	-0.0397441261	0.0574687706	0.0760206522	-0.0966099548	-0.0535919475	-0.0093189524	0.0264125228	0.0102602669	0.1420053318	0.0256139829	0.071877551	0.0341489339	-0.059402939	-0.0363828096	0.0608454644	-0.0399004056	-0.1100655934	-0.0064722718	-0.0265852809	-0.0533602227	0.0877157196	0.0715976264	0.0467022436	0.0831898573	0.0791225112	-0.0637079964	0.0894438735	-0.0676280124	0.0726700818	-0.0050819319	0.0725951135	0.0437420667	0.0272011924	-0.0631690306	-0.0056576679	-0.0011690569	-0.067183522	0.0184345031	0.037274526	-0.0338789907	0.1006220376	-0.1194839029	-0.0335498392	-0.0130117006	0.0762771037	-0.0869932494	-0.0071464447	0.0825440154	0.053517523	-0.1040970293	0.028651777	0.0609374984	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0351515	-0.0044045999999999	0.00123562795225	1.9400501159999958e-05	0.0597763	0.0185986	0.0035732060416899	0.00034590792196	-0.0453952	-0.0335255	0.0020607241830399	0.00112395915025	-0.00391281	0.00053145	1.53100820961e-05	2.8243910250000017e-07	0.00367847	0.00042335	1.7922522250000024e-07	1.35311415409e-05	0.0024666	0.0	6.084115560000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45134.28991940583	32.20946684521914	2037104126.5289783	1037.449754453271	76017.06305509868	104.03425100226012	5778593875.522849	10823.125381601263	42939.96199671826	92.32361873040644	8523.650575477457	1843840336.279608	52719.92623856707	44100.7682834675	0.859919	17.924692	0.10697041	0.0542718	-0.0452372508	0.0746271889	-0.0434568638	0.006021749	-0.0140071916	-0.0033909262	-0.0838103545	-0.0406880831	-0.0630421578	0.0279323018	0.05827554	0.0318055097	-0.0446041563	-0.0773830363	-0.0553794259	0.0504115833	0.0354391909	0.0654427517	-0.0327826125	-0.0570476264	-0.0336622512	0.0456900069	0.0032575489	-0.0278015	0.0769185021	-0.0011346509	-0.0462882231	-0.0704280259	-0.0521015682	-0.0018848437	0.0694232254	0.0434767143	0.046545052	-0.1145824742	-0.0631596065	-0.1148574998	0.0187648667	0.1541960032	0.0977934178	0.049151491	0.0295552217	-0.0924866199	-0.0136832104	0.013120351	-0.0352986327	-0.0548976012	-0.0164364432	-0.0111061239	-0.0502466233	0.1021488853	-0.0048677288	0.0525732459	-0.0417091635	0.0744173141	-0.0825177625	-0.0593936648	0.06405255	0.0733388119	-0.0425930235	0.0055453208	0.0147088835	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0507297	0.0155782	0.00257350246209	0.00024268031524	0.0758606	0.0160843	0.00575483063236	0.00025870470649	0.00389721	0.0492924099999999	1.51882457841e-05	0.002429741683608	-0.00369783	0.00021498	1.36739467089e-05	4.6216400400000023e-08	0.0034789	-0.00019957	3.9828184900000025e-08	1.210274521e-05	0.00236084	-0.00010576	5.573565505599999e-06	1.1185177600000069e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45085.38213593822	-48.90778346760635	2032691682.343577	2391.971283714269	76143.58875411184	126.5256990131602	5797846108.355308	16008.752510768803	42907.0358695386	-32.92612717965676	1084.1298510509316	1841013727.1098723	52707.322521164526	43631.01763177229	0.807805	16.838402	0.09813399	0.0435438	-0.0247445313	0.0994560578	-0.0629209316	-0.0054004212	0.0245142216	-0.0131950678	-0.0632419076	-0.0504267535	-0.0857916424	-0.0151471489	0.044407124	0.0521688281	-0.0116132936	-0.0445938003	-0.018460495	0.0668671868	0.0553957738	0.0564082029	-0.0036351146	-0.0510114868	0.0516111933	0.0535255385	-0.0339043694	-0.0974164092	-0.0698365208	-0.0189110199	-0.1031513592	0.0145637751	0.0649440407	-0.0366793693	0.0686949137	0.0429505672	-0.0506302543	-0.0483941219	-0.0097183317	-0.0725369559	-0.0241343619	0.0072816186	-0.0009983388	0.1056989214	0.0394741716	0.020319964	-0.0239490585	0.0058799802	-0.062486107	-0.0600391575	-0.0104491499	-0.012133023	-0.0348288074	0.0842808494	0.0019251729	0.0496756111	-0.047508984	0.0382190524	-0.047750687	-0.0705950201	0.0034643002	-0.0068888853	-0.0554053567	-0.0071239721	0.0301586417	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.0482632	-0.0024665	0.00232933647424	6.083622250000017e-06	0.0872195999999999	0.0113589999999998	0.0076072586241599	0.0001290268809999	0.0282407	0.02434349	0.00079753713649	0.0005926055053801	-0.00336364	0.0003341899999999	1.13140740496e-05	1.1168295609999988e-07	0.00294414	-0.00053476	2.859682576e-07	8.667960339600001e-06	0.00203049	-0.00033035	4.1228896401e-06	1.0913112250000007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45078.35666860248	-7.0254673357412685	2032058239.9417377	49.35719128556752	75988.71438823499	-154.8743658768508	5774284714.376752	23986.069205756645	43048.774349774685	141.73848023608298	20089.79677963449	1853196973.017819	52755.30866792792	43446.167635273	0.7552879999999998	15.743699	0.1175739999999999	0.0749999999999999	-0.0257546905	0.1049686292	-0.0738825255	-0.0236530842	0.0355376976	-0.0252886327	-0.0718545704	-0.0540338678	-0.0281381307	-0.0142139237	0.0265470087	0.0096414498	-0.0842989113	-0.0666639531	-0.0454118983	0.0565066924	0.0537970571	0.0497837435	0.0551226429	0.0077849953	0.0506976556	0.121473309	0.01337653	0.0666055762	0.060363342	-0.0525556461	0.0639108011	0.0276968332	0.0001013592	-0.0785786347	-0.0905717823	-0.0004676427	0.0190459475	0.0532711627	0.065607265	-0.0684713233	-0.1568104292	-0.0411952952	0.0332316273	-0.0577687745	0.0729598284	0.0081681555	-0.0173820562	-0.0188112234	-0.0605188054	-0.0333354337	-0.026879687	-0.015804962	-0.0028681607	0.0444742441	0.0162186023	0.0785197934	-0.0557930574	0.0278212847	-0.0632478768	-0.0866728369	-0.0417980499	0.0291625085	-0.0308927683	0.0188163053	-0.0086049427	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0483078	4.459999999999881e-05	0.00233364354084	1.989159999999893e-09	0.0824132	-0.0048063999999998	0.00679193553424	2.3101480959998958e-05	0.0284647	0.0002239999999999	0.0008102391460899	5.017599999999934e-08	-0.00358147	-0.0002178299999999	1.2826927360899998e-05	4.7449908899999825e-08	0.00176081	-0.00118333	1.4002698889e-06	3.1004518561e-06	0.00118167	-0.0008488199999999	1.3963439888999998e-06	7.204953923999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45128.96457343444	50.60790483195888	2036623443.4703004	2561.1600314806064	76149.578372353	160.863984118012	5798758286.287132	25877.22138632002	43028.71642951607	-20.057920258615923	402.32016510099504	1851470437.571706	52842.04778895361	43564.51216088549	0.761372	15.870517	0.09844055	0.0501486	-0.0219538781	0.095957327	-0.0831757475	-0.0339164952	0.071162994	-0.0068109286	-0.0576451895	-0.0642181243	-0.0270477611	0.0249100853	0.0042954826	-0.0161341916	-0.053819995	-0.043857861	-0.0722875106	0.0483881614	0.0011483301	-0.0036203919	0.06511065	0.0061363276	0.0149525628	0.0361331115	-0.0744720928	-0.0300820525	-0.0211074497	-0.0233704453	-0.0304597388	0.01878027	-0.0182741714	-0.0265812844	0.0258791769	0.0011286353	-0.1322192329	-0.0144702287	0.1120787004	-0.051011381	-0.0249577411	-0.0409812597	0.0487471073	-0.04997486	-0.0134870009	-0.0341064102	-0.022567723	-0.0423929873	-0.0710212035	0.0199063141	-0.0306133445	-0.036773256	-0.0121073374	0.032934568	-0.0069335228	0.0992177665	-0.0887723689	0.0133593781	-0.0371591099	-0.0771170039	-0.0836107098	0.0431817963	0.0291238472	-0.0201512744	-0.0206488902	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.0484395	0.0001317	0.00234638516025	1.7344890000001428e-08	0.0598188	-0.0225944	0.00357828883344	0.00051050691136	0.0423872	0.0139225	0.00179667472384	0.00019383600625	-0.00365868	-7.72100000000003e-05	1.33859393424e-05	5.961384100000046e-09	0.00126368	-0.0004971299999999	2.471382368999999e-07	1.5968871424e-06	0.000520171	-0.0006614989999999	2.705778692410001e-07	4.375809270009998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45232.94352277671	103.97894934227224	2046019179.734708	10811.621906322818	76121.78136757298	-27.79700478001905	5794525598.572581	772.673474740402	43067.584798687305	38.86836917123583	1510.7501220314757	1854816860.3921216	52814.12346506152	43944.91105802454	0.733902	15.29791	0.0579221	0.0348552	-0.0148675532	0.0633446179	-0.0826021835	-0.0363442681	0.024684439	0.0056593143	-0.0123794443	-0.0705871755	-0.0011150122	-0.0163873481	0.0050879027	0.0091365825	-0.0223519571	-0.0597789114	-0.1154697339	0.0198440855	-0.0664858002	-0.0158633489	0.025747027	0.0687660839	-0.0232040285	0.0108256986	-0.0456981368	0.0051509776	-0.0969731287	0.0195687067	0.0498204647	-0.0255427373	0.0544243991	-0.0118896203	0.0269128284	0.0572102179	-0.0352069469	0.1320396481	0.0046928774	-0.0262906456	-0.0348500454	-0.0518478175	-0.0269403985	0.0301577298	0.0015826774	-0.0484216341	-0.0212593421	-0.0314523828	-0.0659267874	0.0022295578	-0.0467452964	-0.0292890152	-0.0027994822	-0.047430735	-0.0552769108	0.081782383	-0.0425515623	-0.0288164819	-0.0014572137	-0.0183304954	-0.0353977257	-0.0041373494	0.0125268211	-0.0287228048	-0.0634337712	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0484849	4.5399999999994056e-05	0.0023507855280099	2.06115999999946e-09	0.0598815	6.269999999999887e-05	0.0035857940422499	3.931289999999858e-09	0.0390433	-0.0033438999999999	0.00152437927489	1.118166720999998e-05	-0.0031737	0.00048498	1.007237169e-05	2.352056004000003e-07	0.00106735	-0.00019633	3.8545468900000084e-08	1.1392360224999998e-06	0.000112079	-0.000408092	1.2561702241e-08	1.6653908046400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45300.842316227	67.89879345028749	2052166314.5596623	4610.246152004803	76106.6569817794	-15.1243857935915	5792223236.94223	228.7470456333924	43070.879763420846	3.294964733540837	10.85679259527784	1855100683.5950556	52795.86061901132	44137.01641061453	0.7479829999999998	15.591435	0.043467	0.0280696	-0.0159474956	0.037603622	-0.081258658	-0.0303322007	0.0241581851	-0.002714505	-0.0373094582	-0.0563661732	-0.0058716207	-0.0183995995	0.0109675788	-0.0470345096	0.0010903784	-0.0673024898	-0.0683199724	0.015558729	-0.0932335433	0.0336123638	-0.0054757787	0.0400800447	0.0739702732	-0.0056407917	0.026194718	0.0361307537	0.0024585092	-0.0034266155	0.0179569256	-0.0542258083	0.0445057219	0.0389030807	-0.0258999591	-0.0046380842	0.0124839617	0.0534518205	0.1298373091	-0.0575668332	0.0324406685	0.0291141426	-0.0311633585	-0.1049404977	-0.0443395074	0.0988394054	-0.0182835021	-0.0327880606	-0.064364821	0.0071608558	-0.0259189678	-0.0423707893	0.0092032762	-0.0372837694	-0.01526601	0.0863625338	0.0122358711	-0.0187201223	-0.0416861534	-0.0234387058	-0.0397611994	0.0279817642	-0.0441788978	0.0073412608	-0.0456166276	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.0485273	4.240000000000493e-05	0.00235489884529	1.7977600000004181e-09	0.0598675	-1.4000000000000123e-05	0.0035841175562499	1.9600000000000343e-10	0.0512282	0.0121848999999999	0.00262432847524	0.0001484717880099	-0.00334682	-0.00017312	1.12012041124e-05	2.9970534400000054e-08	0.000615956	-0.0004513939999999	2.0375654323599995e-07	3.79401793936e-07	0.000112079	0.0	1.2561702241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45434.91325267102	134.07093644401905	2064331342.27774	17975.01599897619	76272.35919574938	165.70221396998386	5817472777.285415	27457.223714554315	43209.25576141262	138.37599799177406	19147.916820219456	1867039783.4551697	53008.11078233885	44559.31054232862	0.80869	16.856838	0.0632511	0.0348942	-0.0098178524	-0.0109490815	-0.0729673148	-0.023057818	0.0619552094	0.0260428595	-0.0165377222	-0.0288058125	0.0681557152	-0.1127988534	0.0457874224	-0.06428107	-0.0172647381	-0.0187453029	-0.0886346548	0.0833729397	-0.0583612261	-0.0433650976	0.0901036432	0.0399454473	-0.0093500553	-0.0819590722	-0.0167858355	0.0314473589	-0.018030107	-0.008593537	0.0664176703	0.0082583465	-0.0568526208	-0.0709868249	-0.007106215	0.0291202093	0.0171100251	0.0822086322	0.0447744016	-0.0636542391	-0.0394482895	0.06401857	-0.059852906	-0.0974130693	-0.0252575673	0.0916705814	-0.0017074215	-0.0925613248	-0.0359326467	0.0038095982	-0.0237346966	-0.0283298201	0.0242628046	-0.0997240626	-0.0355156688	0.0753477794	0.014590585	-0.050837151	-0.0338237143	0.0706914717	-0.0272209998	0.0406269254	-0.0681521888	-0.0495602604	0.0667133089	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.0485004	-2.690000000000331e-05	0.00235228880016	7.23610000000178e-10	0.0723955	0.012528	0.00524110842025	0.000156950784	0.0274284	-0.0237998	0.00075231712656	0.00056643048004	-0.00302874	0.00031808	9.1732659876e-06	1.0117488640000007e-07	0.000739624	0.000123668	1.5293774224000015e-08	5.47043661376e-07	0.000208259	9.618e-05	4.3371811081e-08	9.2505924e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45435.00320331975	0.0899506487330654	2064339516.085676	0.0080911192074993	76255.83906121505	-16.520134534323006	5814952990.929932	272.9148450321316	43077.023474235895	-132.23228717672464	17485.377771987776	1855629951.3998704	52879.70871760671	44983.37173655135	0.8299689999999998	17.300406	0.0386666	0.0190934	-0.0095511222	-0.0364745925	-0.0555209934	0.0017813269	-0.005843879	0.0030848061	-0.01415875	0.0308978322	-0.0033365434	-0.0267934095	0.0448183258	-0.0055099134	0.0236024489	-0.0394211117	0.0292352443	0.0101892242	0.0027991388	0.0205577214	-0.0715777807	0.0396715683	0.0120758829	-0.0873775287	0.0717332391	-0.0877211	0.0179432245	0.1553211879	-0.050910442	-0.0266504243	-0.0366816822	-0.0767700437	-0.0530904647	0.0044907476	0.0104535575	0.0289926311	0.0103275257	-0.061155016	-0.0556751992	0.0183180364	0.0773170306	-0.0066093315	-0.0653609408	0.0101271836	-0.0140127534	-0.0272428276	-0.0112390109	-0.0250008836	-0.0068892836	-0.0215428805	-0.0374775691	-0.0226480439	-0.0487242543	-0.0183921292	0.1184598139	-0.0315371369	-0.0105276768	0.0194275197	0.0639310209	0.0096641136	-0.0351837253	0.0120130708	-0.0018730007	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.0485377	3.7300000000004e-05	0.00235590832129	1.391290000000298e-09	0.059837	-0.0125585	0.003580466569	0.00015771592225	0.0164855	-0.0109428999999999	0.00027177171025	0.0001197470604099	-0.00307506	-4.63200000000003e-05	9.4559940036e-06	2.145542400000028e-09	0.000579566	-0.000160058	2.5618563364000014e-08	3.35896748356e-07	0.000112079	-9.618e-05	1.2561702241e-08	9.2505924e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
