global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
45285.91685213771	n/a	2050814265.13873	n/a	77984.40002192283	n/a	6081566646.779278	n/a	43264.864694010415	n/a	n/a	1871848516.991029	54230.33222901754	44097.321236746655	n/a	n/a	n/a	n/a	-0.0079729423	0.0488443605	-0.0051582283	-0.1658530184	0.0714613766	-0.1774142181	0.055602698	-0.0247376975	0.0167428669	0.170511041	0.0464580686	-0.0361484168	0.0483919974	-0.0853520915	0.0268070728	-0.0692491638	0.153435328	0.0023646629	-0.1221813724	0.0319896214	-0.0177725027	0.0407894632	-0.040692841	0.0478607872	-0.1724926764	0.0609915836	-0.0323949646	-0.0635516653	-0.0561069796	0.081112885	0.0799688578	-0.1692156005	0.0687548092	-0.0343241758	0.0218891308	-0.0808187599	0.0296117215	-0.0606839243	0.1449752037	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0193339	n/a	0.00037379968921	n/a	-0.0693791	n/a	0.00481345951681	n/a	-0.461647	n/a	0.213117952609	n/a	0.00159985	n/a	2.5595200225000004e-06	n/a	-0.00305365	n/a	n/a	9.3247783225e-06	-0.00293156	n/a	8.594044033600001e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44783.64150338013	-502.2753487575756	2005574546.3032715	252280.52596954416	76715.38378158881	-1269.016240334022	5885250108.756459	1610402.218231496	42978.73411132812	-286.1305826822936	81870.71034610886	1847171585.8122396	53578.15270791507	44351.40099490724	1.764157	42.373238	0.3268425000000001	0.170154	-0.0832450077	-0.0005748281	0.1010631461	-0.0190203378	0.1231037426	-0.0528483059	0.118268187	-0.1192798709	0.0842459085	0.0520969376	-0.0187933965	-0.0864143858	0.0390421909	0.0339824715	0.0123864438	-0.1410733415	-0.0048623972	0.0738831853	-0.0336350942	0.1536889726	0.0790450694	0.0718700748	-0.0235387413	-0.119433942	-0.0364585536	0.0792352989	0.0563122744	0.0654151335	-0.1057787132	-0.0731064	-0.0233003011	-0.1890026817	-0.0014337091	-0.045872388	0.1170687283	-0.037424451	0.10617041	-0.025282476	0.0776159317	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0194229	-8.89999999999988e-05	0.00037724904441	7.920999999999787e-09	-0.0337626	0.0356165	0.0011399131587599	0.00126853507225	-0.556304	-0.094657	0.309474140416	0.008959947649	-0.00134916	-0.00294901	1.8202327056e-06	8.696659980100001e-06	-0.00227439	0.00077926	6.072461476000005e-07	5.172849872099999e-06	-0.00313289	-0.00020133	9.8149997521e-06	4.05337689e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44764.850100479525	-18.791402900606045	2003891804.5184016	353.11682297290525	77082.70820711098	367.32442552216526	5941743904.542614	134927.23358518872	43137.58857096354	158.8544596354186	25234.73934606084	1860851547.7177243	53842.04867945836	42048.9750510393	1.335624	32.080299	0.314779	0.241556	-0.0490594336	-0.1325324287	0.0649575645	-0.0224132261	0.0252480759	0.028612108	0.1304130286	-0.0594084618	0.0761963097	0.0952020759	0.0594068053	-0.0424796143	-0.0237451706	0.0021618449	0.1687502684	-0.0933123911	-0.1334522551	0.088359768	-0.0656085273	-0.0130765906	0.0572637115	-0.0607246135	-0.0181037005	-0.0386005117	0.0359038457	0.187278405	-0.0087256343	-0.0484129179	-0.0739305956	0.0334190844	-0.0492866802	-0.2112884992	-0.0315251876	-0.0248620661	0.0549883852	0.0626078048	-0.0725517076	0.0160338171	-0.0595051503	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0143729	0.0337958	0.0002065802544099	0.00114215609764	-0.0243334	0.0094291999999999	0.00059211435556	8.890981263999991e-05	-0.328895	0.227409	0.1081719210249999	0.051714853281	-0.00215874	-0.00080958	4.660158387600001e-06	6.554197764000001e-07	-0.00233894	-6.455000000000002e-05	4.166702500000003e-09	5.4706403236e-06	-0.00314166	-8.769999999999958e-06	9.8700275556e-06	7.691289999999927e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45221.299156342095	456.44905586256937	2044965897.3873863	208345.74059783097	78574.00936702806	1491.301159917086	6173874948.009813	2223979.149570046	43267.484986979165	129.8964160156247	16873.07889370424	1872075257.0984676	54058.67093730905	42699.84454647745	1.426444	34.261707	0.2808444	0.189694	-0.0029720289	-0.1448874162	-0.0996179802	-0.1088946806	-0.014758155	0.1256048926	0.0425283346	-0.0032335005	0.0779274381	0.0265848154	-0.102051331	0.0151360816	-0.0197804357	-0.0503055302	0.0978456128	0.0407489121	-0.0835054375	-0.0588272879	-0.1341336285	0.0644932821	0.1549240281	-0.0666378952	0.0623695738	-0.084877818	-0.1436858283	-0.0826048851	-0.0670985528	-0.0818263044	0.029252215	0.0628145768	-0.0913677945	-0.0483402859	0.1277553176	-0.080605797	-0.0168856831	0.0387715137	-0.1089959144	0.0505189957	0.1094933558	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0434996	0.0291267	0.00189221520016	0.0008483646528899	-0.0693791	-0.0450456999999999	0.00481345951681	0.0020291150884899	-0.146657	0.1822379999999999	0.021508275649	0.0332106886439999	-0.00203271	0.00012603	4.1319099441000006e-06	1.5883560900000016e-08	-0.00217733	0.0001616099999999	2.6117792099999988e-08	4.740765928899999e-06	-0.00294062	0.0002010399999999	8.647245984400001e-06	4.04170816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45554.7665817345	333.4674253924022	2075236758.316314	111200.52379783732	78119.30171421597	-454.70765281209606	6102625300.316706	206759.0495258857	43617.81352864584	350.3285416666768	122730.08710630047	1902513657.0197203	54142.889353832055	42727.21944195973	1.151513	27.658152	0.1408252	0.0676778	0.0301673546	-0.0954777471	-0.0537980302	0.0139409009	-0.0708172815	0.0588601742	0.0670285014	0.1316266609	0.0226344943	0.0745309512	-0.0391697151	0.0146277701	0.0570898579	-0.1440119344	0.1479392126	-0.0031684258	0.0547391152	-0.0866653628	-0.0329025963	-0.0690113697	-0.0644096149	-0.0563776629	0.011222564	-0.0802879439	-0.0611185397	0.0140222021	0.1126384505	0.0405417736	0.0671593985	0.1010180033	-0.0377791915	-0.0760067388	-0.0362298088	-0.0028305823	0.1104588397	-0.0422494529	-0.1376905587	0.1236751496	0.0155999999	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0435859	8.629999999999749e-05	0.0018997306788099	7.447689999999567e-09	-0.108687	-0.0393079	0.011812863969	0.00154511100241	-0.130136	0.016521	0.016935378496	0.000272943441	-0.00105099	0.00098172	1.1045799801e-06	9.637741584000004e-07	-0.00180485	0.0003724799999999	1.3874135039999996e-07	3.2574835225e-06	-0.00328462	-0.0003439999999999	1.07887285444e-05	1.183359999999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45770.87210774016	216.10552600566007	2094972733.5031056	46701.59837018302	78839.03487224969	719.7331580337195	6215593419.587802	518015.8187731911	43768.29854166666	150.4850130208215	22645.739143876817	1915663957.2324605	54253.66793328824	44284.14329572975	1.290866	31.005281	0.2582807	0.148332	0.0117460987	-0.0163454651	-0.0730894726	0.0276773651	-0.0986843188	0.081805913	-0.1213383198	0.1675214094	-0.0561979425	0.0398304963	-0.0329667823	0.0115488597	0.1066616494	0.0500935099	-0.0207124326	0.0637161939	-0.0730205938	0.0096487679	0.1365751444	-0.0647577017	-0.1563332758	-0.1195967085	-0.0696228805	0.0864007363	-0.1231823012	0.1383228157	0.0078532794	0.0045426976	0.0867684724	0.1231233063	0.0032366339	0.049121672	0.0159338876	0.0744387505	0.1053136584	0.0327108366	0.0724807269	0.1456147851	-0.1217360703	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0435981	1.2200000000003874e-05	0.00190079432361	1.488400000000945e-10	-0.029727	0.07896	0.000883694529	0.0062346816	-0.126162	0.003974	0.015916850244	1.5792676000000044e-05	-0.00332634	-0.00227535	1.10645377956e-05	5.177217622500001e-06	-0.00149728	0.00030757	9.459930490000005e-08	2.2418473984e-06	-0.00236085	0.00092377	5.573612722499999e-06	8.533510129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45358.679069775455	-412.19303796470194	2057409766.954886	169903.1005465702	77971.89029366629	-867.144578583393	6079615675.967532	751939.7201665703	43531.61428385416	-236.68425781250696	56019.43789625728	1895001442.158255	54010.65125534654	43111.33269140989	1.092089	26.23086	0.2449622999999999	0.126016	0.033387041	-0.0374653756	-0.018247942	0.0024527859	-0.0146580213	-0.0426779021	-0.0346871992	0.08859067	-0.0150526297	0.0339771858	0.0359595035	-0.0235563303	-0.0312469408	0.1549771329	-0.1084513864	-0.0074500908	-0.0917004024	0.0194042127	0.0898252088	0.0679761464	-0.1004158186	0.0136015756	-0.0263761187	0.0016763612	0.0388273683	0.0285572989	0.0552037791	0.0119822383	0.0536102673	0.0693520343	0.0198175521	-0.0052562328	0.0108864985	0.0738606426	-0.0147694242	0.0286138779	0.1437864761	0.0170548552	-0.123082124	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0363878	-0.0072103	0.00132407198884	5.198842609000004e-05	0.043556	0.073283	0.0018971251359999	0.005370398089	-0.102093	0.0240689999999999	0.010422980649	0.0005793167609999	-0.00498152	-0.0016551799999999	2.48155415104e-05	2.7396208323999988e-06	-0.00127641	0.0002208699999999	4.878355689999998e-08	1.6292224881e-06	-0.0014289	0.0009319499999999	2.0417552100000005e-06	8.685308024999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45293.17848769487	-65.50058208058181	2051472017.5181856	4290.3262528950345	77666.60360780054	-305.2866858657508	6032101315.971216	93199.96056689358	43337.78722981771	-193.8270540364465	37568.92687644755	1878163801.976951	53751.257517212594	42910.24411235849	1.106063	26.566488	0.1237177999999999	0.0829048	0.018289267	-0.0752100868	-0.0247520293	0.0549189998	0.0064699193	0.0919476034	-0.0176791692	0.0132309059	0.0462052106	-0.0905487431	0.1162652487	-0.0134553237	0.1187013378	0.0865510654	0.0734106211	-0.0566842008	-0.1843769477	0.0536033322	0.0328593937	0.017530327	-0.1016898605	0.1563832327	0.0192990548	-0.0486991065	0.0672090286	0.0101305442	0.0370540323	0.1288592884	0.0385654672	-0.011289206	-0.0360321118	0.0526311417	-0.0145292607	-0.0904330371	-0.0439841279	0.0384849177	0.1960043697	0.035499192	-0.0375136328	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0322901	-0.0040976999999999	0.00104265055801	1.6791145289999967e-05	0.0677876	0.0242316	0.00459515871376	0.00058717043856	-0.106521	-0.004428	0.011346723441	1.960718400000001e-05	-0.00350505	0.0014764699999999	1.22853755025e-05	2.179963660899999e-06	-0.00139665	-0.0001202399999999	1.4457657599999993e-08	1.9506312225e-06	-0.0016514	-0.0002224999999999	2.72712196e-06	4.950624999999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45321.17123443648	27.992746741605515	2054008562.0611129	783.5938701396661	77914.24716248804	247.6435546875	6070629910.897276	61327.3301782608	43283.21095052084	-54.57627929686714	2978.570261889649	1873436350.1872876	53542.77719167358	42303.62870051992	1.054106	25.31855	0.1819893	0.109659	0.0535807288	-0.0731900285	-0.060437921	0.0213020097	0.0141602279	0.0784350517	-0.0057658461	0.0130190461	0.0894257805	-0.0847657833	-0.0276006553	-0.0584310576	0.1066668024	0.0635507018	-0.0636427385	0.0681503952	-0.0662562759	-0.0588706402	0.0319185415	0.0660948904	-0.0884657503	0.036019323	-0.0130272488	-0.0341182029	-0.1162327588	-0.0023146636	0.0637232816	0.0360910569	0.066534163	-0.0678972212	-0.0720196777	0.0367720222	0.0282550513	-0.0832462172	-0.016674711	-0.0213805438	0.1175317522	0.0608031703	0.0067936453	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0436209	0.0113307999999999	0.0019027829168099	0.0001283870286399	0.0307951	-0.0369925	0.0009483381840099	0.00136844505625	-0.010261	0.09626	0.0001052881209999	0.0092659876	-0.00376031	-0.00025526	1.4139931296100002e-05	6.51576676000001e-08	-0.00148101	-8.436000000000012e-05	7.1166096000000204e-09	2.1933906201e-06	-0.0012429	0.0004085	1.5448004099999998e-06	1.6687225000000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45443.39178388261	122.22054944613046	2065101856.8234491	14937.862706914022	78363.23106104013	448.983898552091	6140795982.325965	201586.54115903436	43475.13518880208	191.9242382812372	36834.91323983311	1890087379.6846168	54038.15365992711	42618.78939679713	1.109259	26.643265	0.20751313	0.0965206	0.0417621309	-0.067210939	-0.1059602506	-0.0043681565	-0.0871550193	0.0101853154	0.1418242867	0.084227006	0.0258957957	0.008762123	0.0592608753	-0.0240079519	0.0041581136	0.0230466688	-0.0416386825	0.0776705164	-0.0490393078	-0.1111599493	0.0398897435	-0.0342587227	0.0418085256	-0.0698639911	0.0124305618	0.0072182304	0.1361053867	0.0522814558	0.0530160576	-0.0094887039	0.0824032896	0.0725751957	-0.0238677302	-0.0521222592	-0.0532814838	-0.0935978397	-0.0419421942	0.0415484541	-0.0294460349	0.0858561919	-0.0300260051	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.030237	-0.0133838999999999	0.000914276169	0.0001791287792099	-0.00067628	-0.03147138	4.573546384e-07	0.0009904477591044	-0.0436583	-0.0333973	0.0019060471588899	0.00111537964729	-0.00308474	0.00067557	9.5156208676e-06	4.563948249000005e-07	-0.000945925	0.000535085	2.8631595722500005e-07	8.947741056250001e-07	0.000131656	0.0013745559999999	1.7333302335999998e-08	1.889404197136e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
