global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
45527.39610034152	n/a	2072743795.677392	n/a	77066.4437613374	n/a	5939236754.019381	n/a	43378.59519443328	n/a	n/a	1881702521.0425096	53727.30714248848	45829.30684745056	n/a	n/a	n/a	n/a	-0.1166235444	-0.1510384091	0.0521796103	-0.1404910724	-0.1190777464	-0.0268925499	0.0863374993	-0.0977071159	0.0055892283	-0.0128015694	0.0126466891	-0.1002420199	0.0060237659	-0.082798583	0.1012138074	-0.0644076762	0.0436801608	-0.1374140983	0.0005999026	-0.1150181993	0.0957529326	-0.0106136799	0.0335926588	-0.1201337346	0.1488618247	-0.0190374161	0.0329640316	-0.0301831168	0.032215641	0.0446095335	-0.116787876	-0.1465234797	0.0199978294	-0.0550775771	0.1330929899	-0.0933694491	0.0835652652	-0.0897805175	0.0870190064	-0.0319347212	0.0056980271	-0.0060619813	0.0604854549	-0.0178620499	0.0817266197	-0.1337190148	0.043132194	0.0142964382	-0.013991112	0.0148332838	-0.2120880647	0.0959215751	-0.043307319	0.1061199885	-0.0134461657	0.0129090027	0.0162903233	-0.0105455589	0.0246347607	-0.1881208176	0.0608556213	-0.0780716862	0.2204816115	-0.0133856738	0.0575508186	-0.0568309608	0.052351315	-0.0565346704	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0879087	n/a	0.00772793953569	n/a	-0.0276137	n/a	0.00076251642769	n/a	-0.0819165	n/a	0.00671031297225	n/a	-0.00575722	n/a	3.3145582128400004e-05	n/a	-0.00291562	n/a	n/a	8.500839984399999e-06	0.00191266	n/a	3.6582682756e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45579.32787175549	51.931771413976094	2077475129.240987	2696.9088821934647	76953.1500170061	-113.29374433129853	5921787297.539846	12835.472504605634	43315.86510877211	-62.73008566116914	3935.063647057618	1876264170.121341	53745.11866932154	45001.07061193063	1.617093	31.817896	0.3570473	0.236028	-0.0196068721	-0.1001858756	0.0788455895	0.0073815909	-0.0565087051	0.0644476676	0.0620628171	-0.1245835595	-0.0440123951	-0.0938741729	0.0369685755	-0.1254173125	0.0981607507	0.0151112767	0.0225462691	-0.0037320071	0.1327735065	-0.0289125698	-0.0668977961	-0.1308023652	0.1344757741	-0.0162845746	-0.0462678181	0.2198311837	0.1008233785	0.0033569593	0.0256570172	0.0668717139	0.1545779327	-0.0684269609	-0.072861548	-0.0045837397	0.1863865832	0.0488207785	-0.1264594788	0.1112092955	0.0099364322	-0.1429314988	0.0465191525	0.1675525489	0.1082975074	0.062926276	0.0400982593	-0.0019061766	0.0183810145	-0.1075606089	0.0376372993	-0.0564077	-0.0524492623	-0.0543581994	-0.0963354019	0.0360715404	-0.0730501781	-0.0794088037	0.086576121	-0.1305543091	-0.0543811559	0.1756170808	-0.0819138653	0.0381978481	-0.0043782557	-0.0552436327	0.0246648079	0.0631112321	0.1560589995	-0.0686218912	-0.1715153563	-0.0111848825	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0705129	-0.0173958	0.00497206906641	0.00030261385764	-0.0280262	-0.0004124999999999	0.00078546788644	1.7015624999999975e-07	-0.122568	-0.0406514999999999	0.015022914624	0.0016525444522499	-0.00173139	0.00402583	2.9977113321e-06	1.62073071889e-05	-0.00127698	0.0016386399999999	2.6851410495999992e-06	1.6306779204000002e-06	0.00160538	-0.00030728	2.5772449444e-06	9.442099840000005e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45646.19939283744	66.87152108195005	2083575519.0106733	4471.80033181369	77755.5778647551	802.4278477490006	6045929889.081994	643890.4508430933	43447.44401879019	131.57891001808457	17313.009561547195	1887680391.765908	53820.724622957234	45620.74029580833	1.346684	26.497334	0.1728141999999999	0.0830522999999999	-0.0433716936	0.0140964114	0.0563647111	0.1037756303	0.0290392315	-0.0620106619	0.0863644271	-0.1052997776	0.0513273638	-0.026771166	0.0367658555	-0.0686388308	-0.014435422	-0.0424228045	-0.0492932932	0.0903718442	0.1240985398	-0.0003302831	-0.0287680066	0.0587796747	0.1044455777	0.0778573256	-0.0925748599	0.0070054336	0.005639635	0.0734831469	-0.0037019331	0.1029288379	0.037455975	-0.0209720925	-0.0477559573	0.0359302233	0.0236747057	0.1280368913	0.046648085	0.0076328217	-0.0450756213	-0.0174216598	-0.0192985441	-0.1123384067	-0.1010264956	-0.046689309	-0.0633480542	0.0635915148	-0.0315284159	-0.0244300495	-0.0390974343	0.0466215834	-0.0975777723	-0.0784548742	0.0251759267	0.0723517354	-0.0621369316	-0.0672853083	0.0137363391	-0.0033863391	0.1244216334	0.1282179749	-0.0006514841	-0.0313188128	-0.0003333415	0.0914569828	0.1423235688	0.1415257106	0.035201373	0.1448997318	0.0761568432	0.1417461723	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0653891	-0.0051237999999999	0.00427573439881	2.6253326439999975e-05	-0.0932107	-0.0651844999999999	0.0086882345944899	0.0042490190402499	-0.0838620999999999	0.0387059000000001	0.0070328518164099	0.00149814669481	-0.00100218	0.0007292099999999	1.0043647524000002e-06	5.317472240999998e-07	-0.00097906	0.00029792	8.875632640000008e-08	9.585584836e-07	0.00135651	-0.00024887	1.8401193801e-06	6.19362769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45598.82152922856	-47.37786360888276	2079252524.854438	2244.661960141897	77537.1224155879	-218.4554491672025	6012005352.489864	47722.78327084418	43585.32379170016	137.87977290996787	19010.83177770431	1899680450.027344	53931.25010186674	45123.230804358034	1.055109	20.760317	0.1428931	0.0833146	-0.0624000192	0.0182842373	-0.0007011794	0.090381479	-0.0040569197	-0.0736308935	0.0617602632	0.0039663378	-0.0845775695	-0.0549777073	-0.029312329	0.0032164263	-0.047064475	-0.1547792761	-0.1120723963	0.0642929206	0.0435333203	0.0769167525	0.0024151258	0.0090170723	0.1216821633	0.035530378	0.0265335282	0.0930702596	0.0746570258	-0.0490610386	0.0346718365	0.0493699368	-0.0923668859	0.017827485	-0.0513047584	0.1517742203	-0.0901700216	-0.1207168533	0.0612360711	0.0171375608	-0.0399354005	0.0419868061	-0.0349240468	0.0330922356	0.1187119429	-0.0547946878	0.1049224418	0.0785652856	-0.0567874694	-0.0533121563	-0.0777378439	0.0675791668	-0.0684782046	0.0070746647	0.044534739	-0.0051215923	-0.0479994587	-0.0639522481	0.0727486781	-0.0682380448	0.0974128221	-0.0044547417	-0.0660967054	-0.0348317309	0.0034632509	-0.0456773313	0.022191978	-0.0622819967	-0.0657330643	0.046707959	0.0154378168	0.0919092158	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0555957	-0.0097934	0.0030908818584899	9.591068356000016e-05	-0.0220444	0.0711662999999999	0.0004859555713599	0.0050646422556899	-0.0917453	-0.0078832000000001	0.00841720007209	6.214484224000164e-05	-0.000511828	0.000490352	2.61967901584e-07	2.404450839040001e-07	-0.000388408	0.0005906519999999	3.4886978510399986e-07	1.50860774464e-07	0.00135651	0.0	1.8401193801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45602.13309239026	3.31156316169654	2079554542.5760744	10.966450573905586	77656.50557593997	119.38316035206662	6030532858.265996	14252.338975647252	43562.52292566821	-22.80086603195377	519.8794918071035	1897693403.649368	53823.3410654718	45038.09466274009	0.902379	17.755198	0.08837565	0.0474646	-0.0606073962	0.0080710629	0.0011529835	0.1088516577	0.0405644779	-0.0744966476	0.04395075	0.0529509439	-0.0623608872	-0.0252538559	-0.0179412973	-0.0038028472	-0.0210926752	-0.0494723281	-0.0255543783	0.0966272728	-0.0240641182	-0.0787718018	0.0246066663	0.0880159172	-0.0060339277	0.1151484913	-0.0686199498	-0.0339176901	-0.0325424578	0.0484814777	0.1128958855	0.0541610751	-0.0141185757	0.1667824518	-0.0335393954	0.0742355893	0.009112105	0.0376159131	-0.0370325169	0.0103622439	0.0255841243	0.1045087527	-0.0158478545	0.0246969764	-0.0268484472	-0.1582783252	-0.0480051064	0.0379762022	0.0842907859	0.0044258623	-0.0458984137	0.0747570932	-0.0646144091	-0.0334834003	0.0627364217	0.0348658723	-0.0175524792	-0.0302503721	-0.0567475389	0.0160876097	0.0246216372	-0.0707122835	-0.0061777842	-0.0363330871	0.0614281601	-0.0332206962	-0.0557521141	0.0250301456	-0.0574982839	0.0435671357	0.0484314131	0.0656624803	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0487939	-0.0068017999999999	0.00238084467721	4.626448323999995e-05	-0.0590906	-0.0370462	0.00349169900836	0.00137242093444	-0.0755937	0.0161516	0.00571440747969	0.00026087418256	-0.000825998	-0.00031417	6.82272696004e-07	9.87027889e-08	-0.000135057	0.000253351	6.4186729201e-08	1.8240393249000002e-08	0.00135651	0.0	1.8401193801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45631.14680470376	29.013712313506403	2082201558.7124264	841.7955022109131	77406.5440741466	-249.9615017933684	5991773065.5028	62480.752378796096	43630.29770083903	67.77477517082298	4593.420149455603	1903602877.4638395	53911.497090006735	45073.4479643723	1.072229	21.097153	0.13071395	0.0742168	-0.0999951453	0.0127580405	-0.0373338161	0.0742416991	-0.0906744805	-0.0769552873	0.0699337493	0.1427746085	-0.0260993614	-0.0373728552	-0.0189405436	0.0314621017	-0.0281837275	-0.1178680555	0.0329261063	0.0261861582	0.0758454423	0.0610467519	0.0265615352	-0.0644368309	-0.0066511759	0.0711929317	-0.0931575046	-0.0425803876	0.0554402841	-0.0143306865	-0.0291858041	-0.0799018279	0.0478676219	-0.0071001781	-0.0970762056	0.022096816	0.0643922141	-0.105326142	-0.0313567215	-0.0642711233	-0.0436464687	0.0650260026	0.0121364201	0.0571727063	-0.0702993854	-0.1050823171	-0.0417299271	0.0956587223	-0.0416072328	-0.1027465532	-0.0637176698	0.0675026114	0.0029479796	0.1190451195	0.0105574137	-0.0560221379	-0.0323940319	-0.0365507882	-0.0045631259	-0.041124647	-0.0026178289	-0.0740032649	-0.1494221326	-0.0321219411	-0.0245855923	0.0180523513	0.0058216454	0.0211719049	0.0634429449	0.0418226801	-0.0188137066	0.048112211	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0597692	0.0109753	0.00357235726864	0.00012045721009	-0.0111219	0.0479687	0.00012369665961	0.00230099617969	-0.0731029	0.0024908	0.0053440339884099	6.204084640000007e-06	-0.00186013	-0.001034132	3.4600836169e-06	1.0694289934240002e-06	0.000216394	0.000351451	1.2351780540100002e-07	4.6826363236e-08	0.00135651	0.0	1.8401193801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45731.38983499111	100.2430302873472	2091360016.239928	10048.66512119001	77531.50639403652	124.96231988992076	6011134483.728526	15615.581392270886	43627.94807576366	-2.34962507536693	5.520737994793052	1903397853.3015304	53745.76023217468	45572.67719364788	1.063595	20.927277	0.06749609	0.0319128	-0.0612549583	0.0512615288	-0.052894358	0.0222240722	-0.0108310136	-0.1048111079	-0.0335780946	0.0921727293	-0.0382285803	0.0622905596	0.072575498	0.0227078031	-0.0312333993	-0.0288216612	-0.016973554	0.0290524092	-0.0890253514	-0.0301235022	0.0256281733	-0.1082393273	-0.1841735598	0.0368462149	0.0116976882	-0.0539769994	-0.0416079217	0.0947072735	0.0129352303	-0.0017989524	0.1320966144	-0.0852793654	0.0723495548	-0.0575581633	-0.2042595373	0.0718342806	0.0265576447	-0.0360198785	0.0084008879	-0.0025407512	0.066984552	-0.0794213806	0.0527228712	0.0165939093	0.0351492843	-0.0088769717	0.0640612608	-0.0003198948	0.0017788767	0.1122683769	0.0196860357	0.0022201273	0.087354971	-0.001213953	0.0401249503	-0.0104213266	-0.0275338427	0.0373476272	-0.2056041012	-0.0847252705	0.0226571108	-0.0198059061	0.0380577517	-0.0557101087	-0.1415408844	0.0223044055	-0.0318746927	0.0757552696	-0.1020042485	0.0527429169	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0488003	-0.0109689	0.0023814692800899	0.00012031676721	-0.0344126	-0.0232907	0.00118422703876	0.00054245670649	-0.0869990999999999	-0.0138961999999999	0.0075688434008099	0.0001931043744399	-0.00212154	-0.0002614099999999	4.5009319716e-06	6.833518809999996e-08	9.09982e-05	-0.0001253958	1.5724106657639996e-08	8.28067240324e-09	0.00135651	0.0	1.8401193801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45735.30833485455	3.918499863437319	2091718428.484216	15.354641179758286	77222.40442442076	-309.10196961576	5963299745.088799	95544.02762034224	43596.87652921523	-31.0715465484318	965.441004911364	1900687643.103638	53795.03731039204	46109.03373190675	1.14645	22.557531	0.04418819	0.0224088	-0.1055503787	0.011188129	0.019405955	-0.0757789793	-0.1056661217	-0.0450784434	-0.0267171858	0.0223628506	0.0158761676	-0.0609206681	0.1414632404	0.0259018902	-0.0326491256	-0.0475263524	0.1504491901	0.0448365717	0.0535894981	-0.0563378773	-0.0118664086	-0.0379884047	-0.0320122786	-0.1031804056	0.0113717389	-0.0171557016	0.0770045473	0.0661963692	0.0429795653	0.1321326333	0.0764403825	-0.1487658135	-0.1064514932	0.0523929265	-0.0366553598	-0.1212176876	0.0282378269	0.1163484887	0.0198603374	0.0351091532	0.0882192567	-0.0338790245	0.0232040089	-0.0777874724	-0.0699591387	-0.0371576281	-0.0858850964	-0.0802230587	0.0233616496	0.0385550391	0.099640564	0.0578509657	-0.0734670881	0.0234494518	-0.00042411	-0.0807154304	-0.1383351171	0.0084550826	-0.0803442229	0.0072823203	-0.0431431529	-0.0989065302	0.0269470102	-0.0984094981	-0.0570426518	-0.1176319329	-0.0528748747	0.052288497	0.0948205971	-0.0538183032	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0488236	2.3300000000003877e-05	0.00238374391696	5.428900000001804e-10	-0.0209393	0.0134733	0.00043845428449	0.00018152981289	-0.0813099999999999	0.0056891	0.0066113160999999	3.236585881000003e-05	-0.00236923	-0.00024769	5.6132507929e-06	6.135033610000004e-08	0.000280058	0.0001890598	3.5743607976040005e-08	7.843248336400001e-08	0.00129321	-6.330000000000007e-05	1.6723921041e-06	4.0068900000000095e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45829.314088653744	94.0057537991961	2100326029.8364768	8837.081747355072	77815.05828197148	592.6538575507147	6055183295.426618	351238.59486974287	43617.7036588123	20.82712959706987	433.7693272531438	1902504072.467968	54004.36383947975	46889.94701864024	1.202843	23.667118	0.07493705	0.0383842	-0.0647096274	-0.0191840636	0.0921792096	-0.1506975668	-0.0047650298	-0.0110832658	0.0666697636	-0.097288632	0.0849398751	0.0342470966	0.151466805	0.0486237637	-0.0456052374	-0.0129764171	0.1056160196	0.0016088171	-0.056925853	-0.110986073	-0.0596586147	-0.0793739982	-0.034478708	-0.0790108558	0.1312575015	-0.0193625895	0.0008655308	-0.1761268172	-0.0420092716	-0.0403451513	-0.1202457092	-0.0455981498	0.1419964832	-0.1054323581	0.0408863561	0.0383228338	-0.0299921847	0.0176814057	-0.0666095396	-0.0698652146	0.0636477579	0.0270024377	-0.0662821769	-0.0111362484	0.0723028096	-0.0726632266	-0.1300499043	-0.0515969511	-0.0250036377	-0.0270570389	0.0982731859	-0.0136997952	-0.0824029251	0.1714217561	0.0637647754	0.0026295748	0.0340535031	-0.0506714555	-0.0418746367	0.0482980271	0.0714574319	-0.0546995605	-0.0659005905	-0.0682189218	-0.0422679512	-0.0215715514	-0.0010243043	0.0243553574	-0.0829804204	-0.1226810461	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0488197	-3.900000000001125e-06	0.00238336310809	1.5210000000008774e-11	-0.0343429	-0.0134036	0.00117943478041	0.00017965649296	-0.114818	-0.0335080000000001	0.013183173124	0.001122786064	-0.00254175	-0.00017252	6.460493062500001e-06	2.976315040000008e-08	0.000115287	-0.000164771	2.7149482441000013e-08	1.3291092369e-08	0.00107007	-0.0002231399999999	1.1450498049e-06	4.9791459599999973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45748.88428446538	-80.42980418836669	2092960413.2734032	6468.953401779007	77496.81230159548	-318.2459803759993	6005755916.90872	101280.50402548096	43552.49799977392	-65.20565903837996	4251.777970629462	1896820082.0203116	53985.41981593359	46759.26102068528	1.174602	23.111444	0.09104725	0.0487741	-0.1026009227	-0.0037929433	0.1573083952	-0.051821585	-0.0133770817	-0.0293009463	0.0979668121	-0.1420865942	0.0027765053	-0.0232341881	0.084365656	0.0174358892	0.0876272292	-0.0753354795	0.019964925	-0.0437880356	-0.0221212338	-0.0576698042	0.0599113049	-0.0988200839	-0.0423059807	-0.0984690686	-0.0255544109	0.0240196009	0.1021623238	0.050724565	0.0229034988	-0.0480520373	0.0560068311	-0.0223654884	0.036490749	0.0633838345	0.1362022144	0.0719006057	-0.0932375233	-0.001084276	0.082266353	0.0348840135	-0.04850322	0.081374094	0.045966305	-0.067007106	-0.0952093383	-0.0459864342	-0.0159491387	-0.0903305279	-0.0642824795	-0.0559993296	0.0100230555	-0.0452380833	-0.1119666384	0.1233653311	0.0338460829	-0.0041742676	0.0858393361	-0.1344796863	-0.1439694718	0.0335799136	0.0316782345	-0.0434414381	-0.0158753611	-0.0933168195	0.0621545395	-0.0288936663	-0.0384138752	0.0496406069	-0.0085177527	-0.0654566141	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.056261	0.0074412999999999	0.0031653001209999	5.537294568999997e-05	-0.034383	-4.009999999999431e-05	0.0011821906889999	1.6080099999995435e-09	-0.0869691999999999	0.0278488000000001	0.0075636417486399	0.00077555566144	-0.00168326	0.00085849	2.8333642276e-06	7.370050801000003e-07	0.000196198	8.0911e-05	6.546589921e-09	3.8493655204e-08	0.0008951299999999	-0.0001749400000001	8.01257716899821e-07	3.0604003600034995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
