onset	duration	trial_type	identifier	response
4.00014	9.969324	experimental_trial	13.mov	n/a
16.00065	9.967287	experimental_trial	38.mov	n/a
28.0009	9.96904	experimental_trial	50.mov	n/a
42.00126	9.977052	experimental_trial	40.mov	n/a
56.00165	9.971853	experimental_trial	32.mov	n/a
68.00201	9.976357	experimental_trial	22.mov	n/a
80.0023	9.967354	experimental_trial	42.mov	n/a
94.00262	9.971705	experimental_trial	31.mov	n/a
106.0029	9.974346	attention_check	a2.mov	Adversarial
122.0359	9.970307	experimental_trial	43.mov	n/a
134.0362	9.973361	experimental_trial	9.mov	n/a
146.0365	9.971889	experimental_trial	12.mov	n/a
158.0368	9.972464	attention_check	n2.mov	Neutral
174.0582	9.97813	experimental_trial	23.mov	n/a
186.0585	9.969016	experimental_trial	41.mov	n/a
198.0589	9.966121	experimental_trial	33.mov	n/a
210.0592	9.972269	experimental_trial	1.mov	n/a
222.0595	9.970504	experimental_trial	14.mov	n/a
234.0598	9.969564	experimental_trial	26.mov	n/a
246.0601	9.972393	experimental_trial	7.mov	n/a
260.0605	9.966841	attention_check	a1.mov	Adversarial
276.0961	9.976974	experimental_trial	2.mov	n/a
288.0964	9.974797	experimental_trial	37.mov	n/a
302.0967	9.972616	experimental_trial	27.mov	n/a
314.0971	9.972692	experimental_trial	30.mov	n/a
326.0974	9.970243	experimental_trial	4.mov	n/a
338.0977	9.966245	experimental_trial	19.mov	n/a
350.098	9.970692	experimental_trial	25.mov	n/a
