global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
46277.872248691965	n/a	n/a	2141641459.8662536	68921.90971006195	n/a	4750229638.081932	n/a	46127.41956345578	n/a	2127738835.583083	n/a	51946.04623123254	39507.616970530726	n/a	n/a	n/a	n/a	-0.0566061393	-0.1355704785	0.0187794559	0.0985861741	-0.0592950147	-0.0231280668	0.1431371109	-0.0490820914	0.017863381	0.1093132722	-0.0922728765	0.0370146592	-0.0373176219	0.0283394823	-0.0930093598	0.0546724029	-0.0855875873	0.0847076007	-0.04272019	-0.0281485986	0.0807691258	0.1146287803	-0.0429947515	0.0950579027	-0.0395081189	0.1138947666	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0395266	n/a	0.00156235210756	n/a	0.407751	n/a	0.1662608780009999	n/a	0.288085	n/a	0.0829929672249999	n/a	0.0261385	n/a	n/a	0.00068322118225	-0.00132692	n/a	1.7607166864000002e-06	n/a	0.00480348	n/a	2.30734201104e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46279.3520116819	1.4797629899330786	2.1896985063756844	2141778422.6211653	68981.73506532867	59.82535526671563	4758479772.623195	3579.07313278874	46040.06407912234	-87.35548433343502	2119687500.4096916	7630.980643129011	51829.44823809576	39164.53031064753	0.995992	31.051615	0.2714148	0.182619	-0.0520474889	-0.1575495939	0.0256113994	0.0555375878	-0.0713217035	-0.0444305975	0.1496207897	-0.0697250001	0.0126619551	0.1008763582	-0.0956524742	-0.0237593006	-0.0303890442	0.0119756013	-0.0867448892	-0.0071137161	0.0253856395	0.0967975054	-0.0447528366	-0.0481086886	0.0631884941	0.123976937	-0.0592217156	0.0301714959	-0.0058716599	0.0829475814	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0151683	0.0243583	0.0002300773248899	0.00059332677889	0.398534	-0.0092169999999999	0.158829349156	8.495308899999955e-05	0.136584	-0.1515009999999999	0.018655189056	0.0229525530009999	0.0275807	0.0014422	2.079940840000003e-06	0.00076069501249	-0.00106471	0.00026221	1.1336073841e-06	6.875408410000007e-08	0.00482584	2.2359999999999915e-05	2.32887317056e-05	4.999695999999961e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46185.87979999649	-93.47221168541	8737.054357362098	2133135492.8997235	68765.41367103314	-216.32139429553357	4728682117.348311	46794.94562996369	45892.38067237367	-147.68340674867068	2106110603.7780564	21810.388628893303	51658.04043732542	39590.30930368524	0.717816	22.379066	0.1431052	0.0661626	-0.0512904822	-0.1527774428	0.0245060187	0.0653314866	-0.0821409824	-0.0859577045	0.087363864	-0.0911947623	-0.0551568962	0.1063556602	-0.068302511	0.0252839528	-0.0217472237	-0.0180890475	-0.0666842733	-0.0915107367	0.0703357107	-0.0213492412	-0.0342194181	-0.0807830467	0.0979361527	0.11158622	-0.0091200327	0.0342409466	-0.0245031962	-0.0169869274	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0306515	-0.0154832	0.00093951445225	0.00023972948224	0.423441	0.024907	0.179302280481	0.000620358649	0.164406	0.0278219999999999	0.0270293328359999	0.0007740636839999	0.0268482	-0.0007325	5.365562500000007e-07	0.00072082584324	-0.00078167	0.0002830399999999	6.110079889000001e-07	8.011164159999996e-08	0.00434352	-0.0004823199999999	1.88661659904e-05	2.3263258239999967e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46057.18523722806	-128.6945627684254	16562.29048615618	2121264311.9763384	68449.73901367188	-315.6746573612618	4685366771.039794	99650.48930015005	45964.00974484708	71.62907247340627	2112690191.824397	5130.724023400488	51779.19308386435	38899.52278940301	0.677461	21.120907	0.14229305	0.0847103	-0.0573567677	-0.1569408173	0.0392605294	0.0845056198	-0.0792190439	-0.0926808753	0.0609577805	-0.0663454219	-0.0425958074	0.1202827945	-0.0639834355	0.0981143351	-0.1340036101	0.0259981124	-0.0234931639	-0.0287024834	-0.052620629	-0.0154179711	-0.0278143463	-0.0627806897	0.0840183017	0.1067741908	-0.0516287707	0.0940095457	-0.133332131	0.0052974588	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0395455	-0.0088939999999999	0.0015638465702499	7.910323599999993e-05	0.410019	-0.0134219999999999	0.168115580361	0.0001801500839999	0.174825	0.010419	0.030563780625	0.000108555561	0.028423	0.0015748	2.479995040000004e-06	0.000807866929	-0.000609799	0.000171871	3.71854820401e-07	2.9539640641000034e-08	0.00478801	0.0004444899999999	2.29250397601e-05	1.975713600999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46133.31716116344	76.13192393537611	5796.069842101893	2128282952.2924967	69000.09193157328	550.3529179014004	4761012686.565563	302888.3342425855	45999.325932928856	35.31618808177882	2115937986.283821	1247.2331406275762	51759.97667434096	38652.18836694015	0.685781	21.380308	0.3051210999999999	0.216818	-0.0570149377	-0.1585824372	0.0182481052	0.0555557157	-0.0844629453	-0.0938472029	0.0449514689	-0.0651197674	-0.0273800244	0.1352376056	-0.0759010953	0.0526942463	-0.0723521927	-0.0204591904	-0.0029691009	-0.0790798929	-0.0302066592	0.0196880023	-0.0314593682	-0.0535499367	0.0854496568	0.1085888745	-0.0201937516	0.1022875484	-0.0585771633	-0.0246512904	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0304927	0.0090527999999999	0.00092980475329	8.195318783999994e-05	0.394263	-0.015756	0.1554433131689999	0.000248251536	0.27318	0.0983549999999999	0.0746273123999999	0.0096737060249999	0.0250052	-0.0034177999999999	1.1681356839999991e-05	0.00062526002704	-0.000800605	-0.000190806	6.409683660250001e-07	3.6406929636000026e-08	0.00475747	-3.053999999999991e-05	2.26335208009e-05	9.326915999999943e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46050.84615087335	-82.47101029008627	6801.467538267515	2120680431.2114072	68547.93868281924	-452.1532487540389	4698819897.663546	204442.5603588318	45916.07528361868	-83.2506493101755	2108285969.4509385	6930.670610565825	51610.77203948804	38556.37509342662	0.622108	19.395206	0.1162550499999999	0.0560848	-0.0590261115	-0.166636249	0.0296911056	0.0751114158	-0.0826230441	-0.0903989509	0.0762205803	-0.0993585181	-0.0277921895	0.1262638437	-0.0955065854	0.0534626357	-0.0115671733	-0.0232262024	-0.0944409707	-0.0204247746	0.0413087301	-0.0044857405	-0.0443514989	-0.0764145183	0.0961199736	0.1228129067	-0.0087669083	0.0744446466	-0.0210966096	0.060282627	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.055134	-0.0246413	0.003039757956	0.00060719366569	0.368064	-0.0261989999999999	0.135471108096	0.0006863876009999	0.242994	-0.0301859999999999	0.0590460840359999	0.0009111945959999	0.0252401	0.0002348999999999	5.5178009999999864e-08	0.00063706264801	-0.0007448799999999	5.572500000010003e-05	5.54846214399851e-07	3.105275625011148e-09	0.00434352	-0.0004139499999999	1.88661659904e-05	1.713546024999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46255.48570289204	204.6395520186852	41877.34625040817	2139569957.6104496	70292.50207519531	1744.563392376076	4941035847.991338	3043501.430018723	46143.81974630153	227.744462682851	2129252100.7791672	51867.54028270052	52019.711991805605	38287.522238346566	0.729904	22.75593	0.2607276	0.124603	-0.0669695659	-0.1366998094	-0.0598820377	-0.0124468701	-0.1166240662	-0.1202779268	0.0384465903	-0.0498782688	0.0364703572	0.1192773183	-0.1407512198	0.0404552107	0.0466621754	0.0160695534	-0.1133151182	-0.0201435598	0.043142682	-0.0515719148	-0.0537187374	0.0025357794	0.0833608673	0.1661384723	0.0252613602	0.0380418316	0.0364794372	0.007019827	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0594323	-0.0042982999999999	0.00353219828329	1.847538288999998e-05	0.379282	0.011218	0.143854835524	0.000125843524	0.322	0.079006	0.103684	0.006241948036	0.0268806	0.0016404999999999	2.6912402499999986e-06	0.00072256665636	-0.000252764	0.0004921159999998	6.3889639696e-08	2.421781574559015e-07	0.00315203	-0.00119149	9.9352931209e-06	1.4196484201e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46336.65336055939	81.16765766734898	6588.188651203956	2147085444.65664	69688.22902705752	-604.2730481377948	4856449264.927622	365145.9167057417	45991.61032039561	-152.20942590592313	2115228219.86312	23167.709334610703	51729.22789299821	38314.31089146932	0.71574	22.314323	0.1153543999999999	0.0537336	-0.0709155853	-0.147527964	-0.0143466307	0.0179535685	-0.1476982371	-0.0961579276	-0.1332749583	-0.0817811175	-0.0085274745	0.1283489402	-0.0946122102	0.013084139	0.0511482283	0.0540722511	-0.0669894495	-0.0035888111	0.0418815405	-0.0360378978	-0.0470977988	-0.0398229623	0.1310086407	0.1217477286	0.0477744958	0.0128553323	0.0548835036	-0.045302242	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0837433999999999	-0.0243110999999998	0.0070129570435599	0.0005910295832099	0.346133	-0.0331489999999999	0.119808053689	0.0010988562009999	0.343079	0.021079	0.117703200241	0.000444324241	0.0270707	0.0001900999999999	3.6138009999999476e-08	0.00073282279849	0.000285032	0.000537796	8.1243241024e-08	2.89224537616e-07	0.00314362	-8.409999999999928e-06	9.8823467044e-06	7.072809999999877e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46632.92863115382	296.27527059443673	87779.0359658067	2174630032.718286	69700.5125774515	12.283550393985934	4858161453.559475	150.885610281592	46223.01359395778	231.40327356217315	2136566985.7072055	53547.47501528993	52025.55635829478	40766.37861124674	1.117846	34.850613	0.7494530000000001	0.392266	-0.0363299639	-0.1267600731	-0.0075566405	0.0163932795	-0.0954125798	-0.0589914855	0.046861255	-0.0310622439	0.0281187354	0.0663466665	-0.098300134	-0.0049919979	-0.0043663968	0.0563476887	-0.0503972836	0.0111149409	0.0636840899	0.078676991	-0.0225051834	-0.0108523856	0.0586703426	0.1262017964	0.0094934269	0.0190354024	0.0111381666	0.0255670572	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.144962	-0.0612186000000001	0.021013981444	0.00374771698596	0.204553	-0.14158	0.041841929809	0.0200448964	0.280232	-0.062847	0.078529973824	0.003949745409	0.0203643	-0.0067064	4.4975800960000014e-05	0.0004147047144899	0.00273483	0.002449798	7.479295128900001e-06	6.001510240804e-06	0.00262367	-0.00051995	6.883644268899999e-06	2.703480025000004e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47567.98770752171	935.0590763678848	874335.4762979617	2262713454.5429363	72567.35354929957	2866.840971848069	5266020801.149041	8218777.15786678	46520.19214906084	297.17855510305526	2164128277.5855417	88315.09361313964	53156.68822287448	48319.47676327354	2.522404	78.639954	2.47989245	1.36634	0.063254688	0.122689904	-0.1592028106	-0.1783158637	0.1407768858	0.0724623172	0.1138942426	0.1039867431	0.0189399259	-0.0884285513	0.001814458	0.0698155026	-0.0164195687	-0.1282129335	0.098844024	-0.1412522096	0.0080379543	0.0405185652	0.0244015895	0.1410221372	-0.2093051923	-0.0250625658	0.0401193787	0.1559916156	0.0052434622	-0.1526270157	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0156683	0.1606303	0.0002454956248899	0.02580209327809	-0.0814706	-0.2860236	0.00663745866436	0.08180949975696	-0.0988454	-0.3790774	0.00977041310116	0.14369967519076	-0.00530011	-0.02566441	0.000658661940648	2.80911660121e-05	-0.00158244	-0.00431727	2.5041163536e-06	1.86388202529e-05	-0.000477873	-0.003101543	2.2836260412900006e-07	9.619568980849e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
