onset	duration	trial_type	identifier	response
4.000004	9.971389	experimental_trial	12.mov	n/a
16.0003	9.968304	experimental_trial	22.mov	n/a
28.0006	9.973166	attention_check	n3.mov	Neutral
44.04594	9.97572	experimental_trial	38.mov	n/a
58.04629	9.972919	experimental_trial	36.mov	n/a
70.04659	9.970666	experimental_trial	11.mov	n/a
82.04689	9.968919	experimental_trial	49.mov	n/a
96.04718	9.969467	experimental_trial	29.mov	n/a
108.0475	9.97303	attention_check	a3.mov	Adversarial
124.0709	9.974086	experimental_trial	23.mov	n/a
136.0712	9.970601	experimental_trial	15.mov	n/a
148.0715	9.966681	experimental_trial	28.mov	n/a
162.0718	9.97205	experimental_trial	45.mov	n/a
174.0719	9.964293	experimental_trial	6.mov	n/a
188.0722	9.973366	experimental_trial	9.mov	n/a
200.0725	9.971499	experimental_trial	31.mov	n/a
212.0728	9.973983	experimental_trial	3.mov	n/a
224.0731	9.968683	experimental_trial	1.mov	n/a
236.0733	9.969151	experimental_trial	25.mov	n/a
248.0735	9.970911	experimental_trial	44.mov	n/a
260.0737	9.965466	experimental_trial	14.mov	n/a
272.0741	9.969278	experimental_trial	19.mov	n/a
286.0743	9.967672	experimental_trial	39.mov	n/a
298.0746	9.968202	experimental_trial	46.mov	n/a
310.0749	9.968847	attention_check	n1.mov	Friendly
326.1052	9.980385	experimental_trial	4.mov	n/a
338.1053	9.970555	experimental_trial	32.mov	n/a
350.1056	9.965246	experimental_trial	41.mov	n/a
