onset	duration	trial_type	identifier	response
4.000453	9.97171	experimental_trial	12.mov	n/a
16.00077	9.967774	experimental_trial	13.mov	n/a
28.00105	9.969391	experimental_trial	8.mov	n/a
40.00134	9.973641	experimental_trial	43.mov	n/a
52.00153	9.966695	experimental_trial	10.mov	n/a
66.00176	9.96577	experimental_trial	26.mov	n/a
78.00208	9.964857	attention_check	f1.mov	Friendly
96.02942	9.973335	experimental_trial	15.mov	n/a
108.0297	9.969877	experimental_trial	34.mov	n/a
120.0299	9.971104	experimental_trial	39.mov	n/a
132.0302	9.97075	attention_check	n2.mov	Neutral
148.0542	9.973179	experimental_trial	50.mov	n/a
160.0545	9.967716	experimental_trial	20.mov	n/a
172.0548	9.971726	experimental_trial	29.mov	n/a
184.055	9.979414	experimental_trial	5.mov	n/a
196.0553	9.970109	experimental_trial	24.mov	n/a
208.0556	9.969898	experimental_trial	6.mov	n/a
220.0559	9.971353	experimental_trial	44.mov	n/a
232.0562	9.971256	experimental_trial	14.mov	n/a
246.0565	9.965831	experimental_trial	40.mov	n/a
260.0568	9.966787	experimental_trial	30.mov	n/a
272.0571	9.97394	experimental_trial	47.mov	n/a
284.0573	9.969415	experimental_trial	33.mov	n/a
296.0576	9.972022	experimental_trial	17.mov	n/a
310.0578	9.969839	attention_check	a2.mov	Adversarial
326.0909	9.975274	experimental_trial	22.mov	n/a
338.0912	9.96622	experimental_trial	23.mov	n/a
350.0914	9.969321	experimental_trial	32.mov	n/a
