onset	duration	trial_type	identifier	response
4.000004	9.981263	experimental_trial	21.mov	n/a
16.00019	9.968664	experimental_trial	17.mov	n/a
28.00045	9.975376	attention_check	n3.mov	Neutral
44.02409	9.979821	experimental_trial	49.mov	n/a
58.02435	9.974085	experimental_trial	22.mov	n/a
70.02463	9.974947	experimental_trial	23.mov	n/a
82.02491	9.972351	experimental_trial	34.mov	n/a
96.02522	9.973521	experimental_trial	13.mov	n/a
108.0255	9.967768	attention_check	a3.mov	Adversarial
124.0441	9.975408	experimental_trial	30.mov	n/a
136.0444	9.97048	experimental_trial	24.mov	n/a
148.0447	9.968341	experimental_trial	32.mov	n/a
162.045	9.966071	experimental_trial	14.mov	n/a
174.0453	9.970244	experimental_trial	20.mov	n/a
188.0456	9.966731	experimental_trial	42.mov	n/a
200.0459	9.973828	experimental_trial	27.mov	n/a
212.0461	9.96552	experimental_trial	50.mov	n/a
224.0463	9.965868	experimental_trial	4.mov	n/a
236.0466	9.967623	experimental_trial	12.mov	n/a
248.0469	9.967696	experimental_trial	36.mov	n/a
260.0471	9.965416	experimental_trial	18.mov	n/a
272.0474	9.971374	experimental_trial	26.mov	n/a
286.0476	9.966195	experimental_trial	19.mov	n/a
298.0479	9.969308	experimental_trial	38.mov	n/a
310.0482	9.969234	attention_check	n1.mov	Adversarial
326.0775	9.969725	experimental_trial	8.mov	n/a
338.0779	9.974398	experimental_trial	3.mov	n/a
350.0781	9.970254	experimental_trial	37.mov	n/a
