global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
49717.12920050049	n/a	n/a	2471792935.939258	71435.76154503456	n/a	n/a	5103068027.519039	49585.47131609405	n/a	n/a	2458718965.639186	53983.12309684372	55662.34413915853	n/a	n/a	n/a	n/a	-0.0831558827	-0.0987596862	-0.0612287094	-0.0118042615	0.048608064	-0.0090505975	0.1306040924	-0.0053528177	0.0357693573	-0.1076871389	0.1248940652	-0.0305831375	0.0466057139	-0.1476552416	0.0916311407	-0.058236442	0.0062895015	-0.0470992718	0.2131423666	-0.0734779251	0.0146437039	-0.0172475233	0.1000302536	-0.0589149327	-0.0327130687	0.0466765572	-0.05761964	0.0599954512	-0.0803027225	0.0698243359	-0.0695032129	0.0384501255	-0.0429530289	0.0126195352	-0.048385087	0.0363457977	-0.0035409068	0.1582411866	-0.0119271136	0.0990873154	-0.1093422992	0.1161155745	0.0318621674	-0.0961312126	0.1185563015	-0.0003481717	-0.0087947611	0.1863530115	-0.0393727245	0.1235063574	-0.1765292646	0.0312910188	-0.0523177197	0.0703748658	-0.0282508081	0.0918992198	-0.0247288837	0.1115124847	-0.0258202026	0.0247270077	-0.0334678003	0.0221005322	-0.029702124	0.0559448273	-0.0563793214	0.0222885384	-0.0161586387	0.097835543	-0.0251135281	0.1134575181	0.1203780544	0.1203546593	0.1203156708	0.0	n/a	0.0	n/a	8.914529999999998e-06	n/a	n/a	7.946884512089997e-11	-0.0264159	n/a	0.0006977997728099	n/a	-0.000270045	n/a	n/a	7.2924302025e-08	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0
49780.62002189625	63.49082139576058	4031.084401508369	2478110129.7644176	71537.72045428936	101.95890925479762	10395.619176428056	5117645447.79605	49547.568439327486	-37.902876766565896	1436.628067181481	2454961538.249841	53982.5070434163	56335.71017167513	1.372466	24.237577	0.1389675555299999	0.0926768	0.1219479665	0.0060129463	-0.052113303	0.0857116364	-0.0800474188	-0.0513154662	0.0716547871	-0.1551635514	-0.0042501039	0.1546785237	-0.0680146058	-0.0381792549	-0.0451139197	-0.2065731598	0.2023496796	-0.0063810261	0.067424872	0.0688918863	-0.0359133875	-0.1013886775	0.0498637549	0.1292011597	0.059522919	0.012759174	-0.1783234735	0.0509893237	0.0078967663	0.0867509206	-0.1726814756	0.0294597539	0.0474562362	0.029511776	-0.0534535685	-0.0396820193	0.2209889387	-0.0582963439	0.0393490218	-0.0727312712	0.0609912812	-0.0196493433	-0.137098411	-0.0142260073	-0.1187779655	-0.0763324383	-0.0016776627	-0.1985799071	-0.0933951172	-0.072116867	0.0690218937	0.1627465486	-0.0497567435	-0.1900115775	-0.177326351	-0.1214988309	-0.2737479571	0.0170593823	-0.0771373525	-0.0091519008	-0.0437582928	0.0855882186	-0.0264118808	0.1083949089	0.1166155332	0.1866756412	-0.0839087033	-0.0915961727	-0.0046571195	0.0478021476	-0.1239728899	0.0997081172	0.1203156708	0.1201052059	0.1197547036	0.0126837	0.0126837	0.0001608762456899	0.0001608762456899	-0.000100341	-0.0001092555299999	1.19367708355809e-08	1.0068316280999998e-08	-0.0858431999999999	-0.0594272999999999	0.0073690549862399	0.0035316039852899	0.000899718	0.0011697629999999	1.3683454761689997e-06	8.09492479524e-07	-0.0	0.0	0.0	0.0	0.000165183	0.000165183	2.7285423489000003e-08	2.7285423489000003e-08	0.0	0.0
49842.11837967922	61.49835778296983	3782.0480100021664	2484236764.573957	71898.46616774339	360.7457134540309	130137.46977545778	5169389437.274141	49736.46072429337	188.8922849658848	35680.29531963301	2473715525.379177	54194.35103022456	56572.64328311839	1.348066	23.806683	0.134903989	0.0793519	-0.0774611031	0.102693782	-0.0009822947	-0.0378586131	0.1473952673	0.0218414139	-0.0515559712	-0.0096319054	0.0877333132	0.0086532863	0.0954940599	0.0846757975	0.1299427237	0.0773340795	-0.0489512229	-0.0189935773	-0.0119777131	-0.0208528851	-0.1322630371	-0.1315878953	0.1682901885	-0.15081563	-0.1253092451	-0.0980598021	-0.0379193433	0.1360398218	-0.103157812	-0.0257510022	-0.1115721814	0.0780339829	-0.0845749477	-0.0578908379	0.0992483086	0.0611950732	0.031628374	0.0493596512	-0.0362332773	0.0312295659	0.0023894817	-0.0247722224	-0.0895342492	-0.0615285528	0.112032953	0.0599487724	-0.0527117166	0.0758571187	-0.1386138404	0.0016637309	0.1229857609	0.0994745908	0.0511527458	-0.0846082682	-0.1144178853	0.0356859408	0.223555204	-0.0905836924	0.1112385408	0.0460407411	0.0760972323	0.0122548809	-0.0759847145	0.0285814638	0.0377475008	0.0845590181	0.1181077441	-0.0536465323	-0.0485584084	-0.0573141279	0.0285606928	0.0721640043	0.120190936	0.1196068161	0.1186353847	-0.00109468	-0.01377838	1.1983243024e-06	0.0001898437554244	-0.0103878	-0.010287459	0.0001058318126766	0.00010790638884	-0.0252938	0.0605493999999998	0.00063977631844	0.0036662298403599	0.000204773	-0.000694945	4.82948553025e-07	4.1931981529e-08	-0.0	0.0	0.0	0.0	-0.000145647	-0.00031083	9.66152889e-08	2.1213048609e-08	0.0	0.0
49731.55478166075	-110.56359801846702	12224.309206789165	2473227541.001324	71723.72684889573	-174.73931884765625	30533.829551342875	5144292993.095007	49638.368337292886	-98.09238700048444	9622.11638745281	2463967611.1887608	54122.767189238046	56390.19438509151	1.358708	23.99461	0.0800254599999999	0.0432784	0.036327594	-0.1237111013	-0.0748970969	-0.0003336438	-0.0765267482	-0.0162188919	0.1393595054	0.0408452782	-0.0400872879	-0.0219797048	-0.0882944869	-0.0539891547	0.0367455769	-0.1393579848	0.0250623096	0.0543079627	0.0202903337	-0.0516544548	-0.0720303134	0.1215867171	-0.0678029962	-0.0203824929	-0.1448146237	0.02075497	-0.021417858	0.1208055317	0.0766702982	-0.0165712957	0.1422103328	-0.0861138459	-0.0733083221	0.0468894805	-0.0951254611	-0.1612827376	-0.0999036859	-0.0889667271	0.0662292848	-0.1140000383	0.0653369449	-0.0479407518	-0.0142972548	-0.1792496209	-0.024301281	-0.1280117459	0.0631924197	-0.0735549834	0.033277553	-0.0560056979	0.0418325684	-0.1360425149	0.0658996989	-0.1527468257	-0.0018536805	0.1253590458	0.1081185039	-0.0620159446	0.036785889	0.001594628	0.0091620832	-0.0342004898	0.0286028634	-0.0830344571	0.0262846597	-0.0814042593	-0.0834567991	-0.0216554993	-0.0609478285	-0.102989412	-0.201927803	-0.074998298	0.1200039147	0.1188605229	0.1169629329	-0.0087448	-0.00765012	7.647152704000001e-05	5.852433601440001e-05	0.00185254	0.01224034	0.0001498259233156	3.4319044516e-06	-0.0601789	-0.0348851	0.00362150000521	0.00121697020201	0.000437186	0.000232413	5.4015802569e-08	1.91131598596e-07	-0.0	0.0	0.0	0.0	0.000126938	0.000272585	7.4302582225e-08	1.6113255844e-08	0.0	0.0
49872.40372288361	140.84894122285914	19838.424243600428	2487256653.0982947	71816.23285851112	92.5060096153902	8557.361814962667	5157571301.987893	49791.68625121832	153.31791392543528	23506.38273044718	2479212019.739764	54156.204941254175	56835.83119997697	1.263298	22.309689	0.030338858	0.022218	0.016489692	0.0835163328	-0.0114581711	0.0682501722	0.01516613	0.0447829135	-0.0533716657	-0.0375632787	-0.0039223739	-0.1156531877	0.1129385304	0.0090549237	-0.0831018143	0.0240892566	0.0218246945	-0.0537804919	0.0058206343	0.0421456081	-0.0480512349	-0.0399056894	0.0448201736	0.0058860687	0.0177042707	0.011776178	-0.2440184833	-0.0980861488	-0.0372072394	0.1029242539	-0.0115648814	0.0137906312	0.1168352232	-0.0667213337	-0.0825659273	-0.0580118141	-0.1220274918	0.0398424374	-0.1262799405	0.1166483839	0.0385815018	0.0377740258	-0.0217601325	0.0737646323	-0.0384664507	0.060351468	-0.0004359522	0.0264098351	-0.0044422816	-0.0156545511	-0.0782193458	0.0076040515	-0.0468602212	0.0378054063	-0.1309335779	0.0880262572	-0.0363350582	-0.149184122	-0.1022245573	-0.0573403184	-0.1283902588	-0.0654168541	-0.2059975605	-0.0687263513	-0.0731234638	0.0419233656	-0.0409884606	0.1075165227	0.0720766532	-0.0045571582	-0.0281286438	-0.0778461007	0.1197547036	0.1178678731	0.1147451459	-0.00828442	0.0004603799999999	6.863161473640001e-05	2.1194974439999986e-07	-0.000556338	-0.0024088779999999	5.8026932188839984e-06	3.09511970244e-07	-0.0390562	0.0211227	0.00152538675844	0.00044616845529	0.000437186	0.0	0.0	1.91131598596e-07	-0.0	0.0	0.0	0.0	0.0	-0.000126938	1.6113255844e-08	0.0	0.0	0.0
49877.171696934936	4.767974051326746	22.733576554125182	2487732256.4855275	72021.31100698617	205.07814847504775	42057.04698195375	5187069239.165028	49763.13917824074	-28.54707297758432	814.935375587525	2476370020.872958	54112.3533961346	56338.040659054765	1.260125	22.253651	0.047226298	0.0249983	-0.0538454383	-0.0885542105	0.0522739121	0.0577488689	-0.0080197654	-0.1513536392	-0.0084320106	-0.0059260029	0.0374411088	0.0582675256	0.0689105254	0.0518632338	-0.027701899	-0.0813795511	-0.0505343815	0.1321780203	0.1490409212	-0.0461798029	0.0080808719	-0.1072079948	0.0175912447	-0.0461347166	-0.0148463131	0.1164340688	0.0476522043	-0.0668970622	0.0732239583	-0.0680167929	-0.0394974028	-0.0283164806	-0.0484381528	-0.0010738068	0.0491450539	0.0464131191	-0.0143631821	-0.0397094395	-0.0930355851	-0.0584972129	-0.0550912413	-0.194610997	0.1040767412	0.0069914703	-0.0408473447	-0.0950404484	-0.0999531298	0.0537915141	-0.1028356962	0.1499417863	0.0183868124	0.037327468	0.0234198421	0.0493739495	0.0576348812	-0.0169192269	-0.0455966999	0.0288620388	-0.0172940731	-0.1666162664	0.0830556643	-0.0660297902	0.104071277	0.0500412714	0.0967656549	0.0206984165	0.1228991508	-0.0246333636	0.0246386979	-0.0577333209	-0.027879643	-0.1551455105	0.1194434321	0.1166309242	0.111992364	-0.00149711	0.00678731	2.2413383521e-06	4.6067577036100005e-05	0.0039893	0.004545638	2.0662824827044004e-05	1.591451449e-05	-0.0526718	-0.0136155999999999	0.00277431851524	0.0001853845633599	0.000517518	8.033200000000002e-05	6.453230224000002e-09	2.67824880324e-07	0.000365223	0.000365223	1.3338783972900002e-07	1.3338783972900002e-07	0.0	0.0	0.0	0.0	0.0	0.0
49958.628556836	81.45685990106722	6635.220024942093	2495864567.2799096	72144.07302152194	122.76201453576503	15070.512212879388	5204767272.134689	49824.199355811405	61.06017757066729	3728.345284961421	2482450841.4476376	54182.71814603031	57349.84615338658	1.218528	21.519054	0.09657964	0.0456567	0.0943503017	0.033093447	0.0890001234	0.0176782061	-0.0848197963	0.0265550756	-0.0965629776	0.017785258	-0.0417630591	0.0417358985	0.0181729222	-0.0665431416	-0.0878837774	0.0896584383	0.0395097411	-0.0126186098	-0.1670215445	-0.0221781604	-0.0854096547	0.0458431756	-0.0537212045	0.0678333449	0.0537627653	0.0511651033	0.0260047779	-0.2054684424	-0.0244972741	-0.0073613515	0.1042503956	0.0079086624	-0.0817073878	-0.1584062679	-0.0200338233	-0.0351044112	0.0754532189	-0.0993627134	0.0663000724	0.0249056223	-0.001199882	0.0713788268	-0.1243270451	-0.0184769199	-0.0795899455	0.0936904138	-0.0450439232	0.013816533	0.0416725271	-0.15418938	0.0472940582	0.0729972245	-0.0126212663	0.0704487258	-0.0105164574	0.0154439292	0.0250921123	-0.0389069354	-0.143496888	-0.0983699385	-0.1366885461	0.0344076843	0.1452039439	-0.0818461807	-0.0092526765	-0.0285381712	-0.0636239185	0.0752433398	-0.0160567097	0.0292594876	0.0307476871	0.0568086517	0.1190702613	0.1151522399	0.1087174221	-0.0124057	-0.01090859	0.00015390139249	0.0001189973357881	0.0143655	0.0103761999999999	0.0001076655264399	0.00020636759025	-0.0735988999999999	-0.0209270999999999	0.0054167980812099	0.0004379435144099	0.00092826	0.0004107419999999	1.68708990564e-07	8.616666275999999e-07	0.000552205	0.0001869819999999	3.049303620249999e-07	3.4962268323999974e-08	-0.000489631	-0.000489631	2.39738516161e-07	2.39738516161e-07	0.0	0.0
49923.37899573585	-35.24956110015046	1242.5315577532403	2492343770.35188	72038.9166353666	-105.15638615534408	11057.86554925184	5189605509.997297	49744.18906097709	-80.01029483431194	6401.647279473523	2474484345.334233	54181.82528330089	56464.480033017375	1.264314	22.327635	0.09122237	0.0630991	-0.1046630623	-0.0394182648	0.1176293954	0.0157146952	0.0261850034	-0.0799486552	-0.0436986289	0.1093509592	0.027558678	0.0469580123	0.0164364895	-0.0425672395	0.0664171794	-0.0510140248	-0.1243985675	0.0588620397	-0.1056447002	0.0761344505	-0.0512221777	0.0747668557	0.1254496116	-0.0542834499	0.1238610312	0.0596495437	0.093214581	0.0937175967	0.0013333298	-0.0737426929	-0.0983208693	0.0883948391	-0.0365263402	0.0834459105	-0.0888452765	0.005354069	-0.0309942935	0.0168352752	-0.0027685175	0.0373489222	-0.1159995548	0.0446402741	-0.0477940374	0.0317122628	0.0702331236	-0.064633018	-0.0149738727	0.1038363579	-0.038483144	-0.0789560408	-0.0661509085	0.1595841333	0.070840343	0.1617205672	-0.0869130908	0.1070757266	-0.0040834746	0.1347410829	0.1012352002	0.0446005975	-0.0560548704	0.1014335426	0.0186142859	-0.0049506891	-0.0828253916	-0.153943375	0.0132396538	-0.042096526	-0.1032964053	-0.1106417591	-0.0043022434	0.0111500311	0.1186353847	0.1134348849	0.1049355893	-0.0112302	0.0011755	0.00012611739204	1.3818002500000029e-06	0.00675888	-0.00760662	5.786066782439999e-05	4.56824588544e-05	-0.0189687	0.0546301999999998	0.00035981157969	0.0029844587520399	0.000492685	-0.000435575	1.8972558062500001e-07	2.42738509225e-07	0.000460655	-9.154999999999998e-05	2.1220302902500003e-07	8.381402499999995e-09	-0.000460555	2.9076000000000004e-05	8.454137760000001e-10	2.1211090802500002e-07	0.0	0.0
49962.06635587891	38.68736014305614	1496.7118348385288	2496208074.5492477	72131.32013408955	92.40349872295336	8538.406576242845	5202927344.286512	49889.49543890108	145.3063779239892	21113.943465389177	2488961755.148132	54136.59583782328	57356.27299782962	1.539265	27.183229	0.10978327	0.0507487	0.1626105263	0.0089647317	0.0833740182	0.0695592757	-0.1615686921	-0.0070603976	-0.093209248	-0.0731221575	0.1694098812	0.0672555444	0.0236681614	0.0240791553	-0.1795288839	0.0237722419	-0.0014260427	0.0780764676	0.0690888706	-0.0015709032	-0.0376137136	-0.1277776783	0.0283951917	-0.1151853685	-0.0491319281	-0.0110723988	0.1970328984	-0.036617847	0.0894005422	-0.1573518735	0.1019470226	0.0054727642	-0.0857841102	-0.0784982411	0.0976949446	0.0357210116	-0.0079331442	0.0693291262	-0.1698079454	0.0776890086	-0.0796743503	0.0765054507	-0.0370708831	0.0756700278	-0.1851894492	0.0915528042	-0.0426397995	0.0014597026	-0.1511195689	0.0830289425	0.0249140867	0.0964415187	0.0573561351	0.0158779719	0.0918184773	-0.0167846929	0.0273480439	0.1100938281	0.0668715998	-0.0616366273	0.0242070105	-0.1094879722	0.1779851699	0.0624082311	-0.0809111364	-0.1333965727	0.1101306815	0.0114390295	0.1217690371	-0.057283219	0.1097731081	-0.030904053	0.1181390277	0.1114824189	0.1006644984	-0.00254541	0.00868479	6.4791120681e-06	7.54255773441e-05	-0.0141225	-0.0208813799999999	0.0004360320307043	0.00019944500625	-0.050447	-0.0314783	0.002544899809	0.00099088337089	-0.000180102	-0.000672787	4.52642347369e-07	3.2436730403999995e-08	0.000511229	5.057400000000001e-05	2.61355090441e-07	2.5577294760000012e-09	-0.00020914	0.000251415	6.320950222500002e-08	4.37395396e-08	1.0	0.0
50063.67291172667	101.60655584776396	10323.892191244777	2506371345.412355	72275.37701416016	144.05688007060962	20752.384695678003	5223730122.53899	49814.16257005361	-75.33286884747213	5675.041128790436	2481450792.55573	54326.84731733176	57065.132663137	1.46618	25.892551	0.07315333	0.0379722	-0.0758289199	0.0570212632	0.1397232961	0.07394574	0.0340673133	-0.1320256996	-0.1887688384	0.0015617957	-0.053372396	-0.0625504677	-0.1122683708	0.0142150161	0.0444421222	0.1343492031	0.0034916374	0.1262900259	-0.0474428875	0.1369749037	0.006253927	-0.1298650996	0.0558943785	-0.086945354	0.1179870881	-0.1632419003	0.0169551861	0.1816712104	0.0130999635	0.0542382715	0.117013548	0.0337988383	-0.0541296734	0.0526659063	0.200709785	-0.0685740397	0.0139768881	0.0840559775	0.0364535991	-0.093971627	0.1012111671	-0.0567350392	0.0636164157	0.1666430439	0.0358271037	0.0191705208	-0.1746806395	-0.0097344616	0.0332069791	-0.1026896691	0.0255836589	0.0017682366	-0.0903182203	0.016600974	0.0599883114	-0.0680695402	0.0679946913	0.0256594095	-0.0004010744	0.1899745196	0.2669359265	0.0325781536	-0.00273604	0.0313481582	0.054303402	0.0171812345	0.1414301742	-0.0642792051	0.2126959542	-0.0752093283	-0.0613939115	0.0653275534	0.1175814474	0.1092988885	0.0959240631	-0.00638944	-0.0038440299999999	4.082494351359999e-05	1.4776566640899996e-05	0.0164678	0.0305903	0.00093576645409	0.00027118843684	-0.0456733	0.0047736999999999	0.00208605033289	2.2788211689999988e-05	-0.000287223	-0.000107121	1.1474908641000009e-08	8.249705172900003e-08	0.000148584	-0.000362645	2.2077205056e-08	1.31511396025e-07	0.0	0.00020914	4.37395396e-08	0.0	0.0	0.0
