global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
49790.73450787849	n/a	n/a	2479117242.834042	71118.38515991785	n/a	n/a	5057824707.754423	49872.50958193378	n/a	n/a	2487267212.000077	54096.73581086882	56945.84572794596	n/a	n/a	n/a	n/a	-0.0970033718	-0.0067886046	-0.1104740055	0.025487509	-0.0367537176	0.0510908317	-0.1047289511	-0.0901019492	-0.0768353667	0.049377827	-0.0378427759	0.0082774	-0.0626149994	0.0512267862	-0.1493753772	-0.0433440783	0.0299889531	-0.0600265207	0.0589747659	-0.0125225683	-0.016986427	0.0890047202	-0.0151457099	0.0557358777	-0.023509146	0.089920623	-0.0400766031	0.0490388495	-0.0945638979	0.0870229819	-0.1007511678	0.0068876439	0.1252911387	-0.0484407043	-0.0579185026	0.1494893432	-0.0250967814	0.0548832889	-0.0124183653	0.0047491838	-0.0338706175	0.0728329983	-0.0852697875	0.0869766935	-0.0794274208	0.0099905419	-0.1019739711	0.0251708798	-0.0907062274	-0.1119470971	0.0492267852	0.0258603175	0.0151774841	-0.0202994068	0.0725713834	-0.1342946207	0.0857028627	0.033632299	-0.0164341568	0.1322485652	-0.0473670889	0.0204424932	-0.0226689858	0.0420793046	-0.066789109	0.0407282435	-0.0656820549	0.0807892767	-0.1288869278	-0.0342621799	0.0041428411	-0.0697849054	0.0153491555	-0.0118642134	0.0439075024	-0.1019900038	0.0397965841	-0.0388924818	0.0814967855	-0.0407029586	0.0996179934	-0.0760764149	0.0003047432	-0.0367874423	0.102594329	0.1025838106	0.1025662807	0.1025417406	-3.7599e-05	n/a	1.4136848009999996e-09	n/a	-0.00908086	n/a	n/a	8.246201833959999e-05	0.0211892	n/a	0.0004489821966399	n/a	0.00121691	n/a	n/a	1.4808699481000002e-06	-0.00090363	n/a	8.165471769e-07	n/a	0.000574143	n/a	n/a	3.2964018444900005e-07	0.0	0.0
49847.04518366266	56.31067578416696	3170.8922072695677	2484727913.5421066	71026.5799497506	-91.80521016725106	8428.196613853137	5044775059.358314	49829.3047099928	-43.2048719409795	1866.660959436438	2482959607.881311	54080.83738195399	56702.50922322591	1.098692	19.51285	0.0307793799	0.017765	-0.024133264	0.1179373494	-0.1253231164	0.053344173	-0.0685677291	0.0428046485	-0.0135528481	-0.1948561561	0.0083990757	0.0893473706	-0.0347508145	-0.1157439372	0.0348051762	-0.0565407997	-0.0615709096	0.1052361959	-0.0558962044	-0.0759002367	0.038626461	0.0351970369	0.0489469226	0.1179311328	0.0538708523	-0.0749638237	-0.01387463	0.0232546168	-0.0001286392	0.1829444005	0.0576165287	0.0772709947	-0.0865773678	0.0448129013	-0.0628722687	0.09107538	-0.0221521436	-0.1031526393	0.0793222979	0.0845305052	0.0209578151	0.0176820124	0.0770145549	-0.0376000176	0.0575157618	-0.0815984186	-0.0036721822	-0.0594781031	-0.0960101706	0.090848242	0.0587180469	0.0104606891	0.0723939761	0.0906035777	0.093798069	0.0615825168	0.0048968122	-0.0810963003	0.0753233492	-0.0251726681	-0.0586338433	0.0199348621	0.1548118125	0.0024339761	0.0391676613	-0.0602587571	0.0552382174	-0.0193917979	-0.0121839533	0.0995732557	0.0299818116	0.0660752525	-0.0742510378	0.0236612475	-0.0591184036	0.0277245205	-0.0433632593	-0.0832587197	0.0260207956	-0.017511677	0.0772529868	0.0424695212	-0.0091904638	0.0454484805	0.1275257483	0.0394180633	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-9.57489e-05	-5.81499e-05	9.16785185121e-09	3.38141087001e-09	-0.00751658	0.0015642799999999	2.446971918399998e-06	5.64989748964e-05	0.0248245	0.0036353	0.00061625580025	1.3215406090000007e-05	0.00108318	-0.00013373	1.7883712900000022e-08	1.1732789124e-06	-0.000820353	8.327699999999998e-05	6.72979044609e-07	6.935058728999997e-09	0.000280717	-0.000293426	8.609881747600003e-08	7.8802034089e-08	0.0	0.0
49965.06696832524	118.02178466258192	13929.141654940857	2496507917.149226	71611.51116857394	584.9312188233453	342144.5307541642	5128208531.84679	49900.257160208734	70.95245021593291	5034.250191644439	2490035664.654963	54106.496334134616	57700.77260579427	1.310497	23.274523	0.0889840789	0.0559029	0.1273025484	-0.0027639972	-0.050536813	0.1308235148	-0.0235336298	-0.0455711816	0.0882957032	-0.055459801	0.0042084777	0.1381118888	0.0464836533	0.0427680108	0.1199116624	0.024757637	0.0476092936	0.1333668965	0.0381450699	0.0937397065	-0.0253755248	0.11259386	-0.0942995801	0.0009710687	0.0518159667	0.0942312591	0.001389682	-0.0030334184	-0.1375474401	0.0216969281	0.1455808649	0.0048150768	-0.1091952532	0.0574616162	0.0160069694	0.0320257612	-0.1051315489	-0.0166704741	0.0245084352	-0.01178998	-0.0678839825	-0.0287995743	-0.140371648	-0.1232452769	0.0799147419	0.0451429688	0.0425473417	-0.1061769223	-0.0099892001	-0.0820848527	0.030923599	0.128172228	0.0089081303	-0.0138542345	0.0551380336	0.020373184	0.1576963723	0.0554657302	0.0587356946	0.0205143444	-0.0153123054	0.0021329415	-0.0475822729	-0.0667344879	0.1517045282	0.0422375903	0.0024848075	-0.0973484481	0.0675655667	0.1346458421	-0.0371556338	-0.0123600001	-0.0713867262	-0.0219004441	0.0794967937	0.0580242326	-0.0746585914	-0.0401210072	0.1454387411	0.0549824021	-0.1279529509	-0.1243657533	0.0554819427	0.056125766	-0.0222731071	-0.0780448339	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00473096	0.0048267089	2.2381982521600003e-05	2.329711880533921e-05	-0.026541	-0.01902442	0.0003619285563364	0.0007044246809999	0.0367537	0.0119292	0.00135083446369	0.00014230581264	0.000145176	-0.000938004	8.79851504016e-07	2.1076070976e-08	-0.000820353	0.0	6.72979044609e-07	0.0	0.000406788	0.000126071	1.5893897041e-08	1.65476476944e-07	0.0	0.0
49953.97005937735	-11.09690894788946	123.14138819774917	2495399124.693169	71667.11286861796	55.6017000440188	3091.54904778504	5136175066.923225	50001.23427753119	100.97711732245808	10196.37822275346	2500123429.2765603	54194.26478794643	58145.93433159722	1.253109	22.255316	0.08699339	0.051632	-0.0196741722	-0.0903706935	-0.1256087146	-0.0643584345	-0.0025497074	-0.0051043049	-0.0798140852	0.0444654989	-0.0279256532	0.0706650375	-0.035965307	-0.0743998988	-0.0725519478	-0.0474587242	0.0131783861	-0.0396715818	-0.1038503032	0.0225669834	0.0356681502	0.1054289307	-0.0424987735	-0.024585456	-0.0013814721	0.0495396691	-0.0755524525	-0.0296230556	-0.0838942073	0.0717996356	0.1744814665	0.0492911971	0.0443127363	0.0426684905	-0.1258605597	-0.1026252784	0.1032559695	-0.0583667777	0.0414771261	0.0691191869	-0.0073097502	0.0014190208	0.0493098525	0.0439921926	0.0097485157	0.0177697216	-0.0338839515	-0.0621557421	-0.0518417811	-0.1172065585	-0.0704435503	-0.0275847689	-0.0551560974	-0.0905884816	0.0962132653	-0.0113636812	-0.0147165058	-0.0269436531	0.0501320379	-0.0715109729	-0.0977682611	0.085672706	0.0283054058	0.0513294812	0.0343561435	0.0002352666	0.1349120378	-0.1160072085	0.0118330279	0.0392705576	0.0476475038	0.0487374803	0.0623595113	0.0648758998	0.1027275244	0.0532731226	-0.1421147225	0.0348913937	-0.0507663831	-0.1388621654	0.0083844932	0.0860066249	-0.0720449174	-0.0134944988	0.068974253	0.1396304436	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0103828	0.0056518399999999	0.0001078025358399	3.194329538559999e-05	0.0174219	0.0439629	0.00193273657641	0.00030352259961	0.0327331	-0.0040205999999999	0.00107145583561	1.6165224359999995e-05	0.000562019	0.0004168429999999	1.73758086649e-07	3.15865356361e-07	-0.000570035	0.000250318	3.24939901225e-07	6.265910112400001e-08	0.000406788	0.0	0.0	1.65476476944e-07	0.0	0.0
49953.48507173533	-0.484987642019405	0.2352130129115425	2495350670.8120847	71586.03691681338	-81.07595180458156	6573.309961018833	5124560681.455368	49888.26490523032	-112.96937230087497	12762.079078053695	2488838975.254435	54181.90848858173	57109.19964545356	1.299598	23.080952	0.0338392799999999	0.0166593	-0.0833621163	0.0306757861	0.0483446408	0.0389740634	-0.0937963384	0.0294325075	-0.0490764585	-0.0439291333	-0.0272940289	-0.0381442399	-0.0517215308	-0.014438093	0.0642957317	-0.0273872213	-0.1075627769	0.0177639002	-0.036194834	-0.0944455204	0.0108563519	-0.0035359012	0.0851914143	-0.0268830342	-0.0306219931	0.0309467134	-0.0450489772	-0.0130185449	-0.1392625315	0.0589130336	-0.0229387434	-0.0100493052	-0.0553852181	0.0744192212	0.0349436901	-0.0431517536	0.1027060557	0.1599837441	0.0541932259	0.008195277	0.1429841801	0.0444829681	-8.31181e-05	-0.024615588	-0.1113591329	-0.0422274348	-0.0177155761	-0.0911370963	0.0051506751	-0.0172942091	0.1197629593	-0.07914002	0.0486090698	0.069845937	0.0395626168	0.0494297398	-0.0276847083	-0.0454248493	0.065706679	0.0415014903	0.0155606627	0.0018261655	-0.0083573834	0.0513102713	0.0397263519	-0.021095129	0.0977907623	-0.0054940297	0.0347353708	0.0939332202	-0.0471068231	-0.0537245296	0.0598738662	-0.1473398693	0.0010317642	0.0333256739	-0.0695029564	-0.0068296799	0.0195974851	-0.0815883902	0.1024259222	0.0763326702	0.0826388034	-0.0751879636	-0.0903025326	-0.1001514816	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.00120072	-0.0091820799999999	1.4417285184e-06	8.431059312639998e-05	0.0156145	-0.0018074	3.2666947600000026e-06	0.00024381261025	0.026072	-0.0066611	0.000679749184	4.437025321e-05	0.000321879	-0.0002401399999999	5.766721959999999e-08	1.0360609064100001e-07	-0.000486401	8.363399999999997e-05	2.3658593280100006e-07	6.994645955999994e-09	0.000406788	0.0	0.0	1.65476476944e-07	0.0	0.0
49958.10554877289	4.620477037555247	21.34880805457531	2495812310.0223327	71544.98355890551	-41.05335790786194	1685.3781955110103	5118684672.44406	49882.45583913148	-5.80906609883823	33.74524894067161	2488259400.542902	54113.68440934066	57701.262058376735	1.425368	25.31464	0.0861466035	0.0424526	0.1134801172	0.081273881	0.0508560401	0.0295915003	0.0749725933	0.01957903	0.1075054289	-0.0434135499	0.1411823491	0.0062478014	0.0354570456	0.0213928761	-0.0561377389	0.0154232374	-0.0031576189	0.1195473785	0.0673181884	0.0357108618	-0.1030323305	0.1049360132	-0.0006372594	0.0187510399	-0.0723580283	0.0487439878	-0.0448304662	0.0286057007	-0.1121377641	0.0008785213	0.1386721769	0.0816649933	0.1708169004	0.0150466452	0.0424134668	0.0797747456	-0.0450196771	0.0403527363	0.0457557094	-0.0116136543	0.0090200117	-0.0525723746	-0.0619090327	0.0034579447	-0.1080356469	-0.030163928	-0.14962785	0.0507915266	-0.019011283	-0.0220495353	-0.0058433079	0.1204763331	0.0387402469	0.0417145688	-0.0351714077	0.0810516427	0.1481159455	-0.0069989875	0.0096178304	-0.0005227181	-0.0461106887	-0.0850949215	-0.0752973667	0.0469367484	0.0273943214	-0.0079324843	0.0279108014	-0.0049000871	0.156593352	0.0697070875	-0.0315755392	-0.1231111659	0.0990911897	0.0279081632	0.1677114858	0.0518017987	-0.0667617157	0.0462948398	-0.0162673286	0.0670963835	0.0169772175	0.0450460024	0.1258031773	0.0655401745	0.1016299045	0.0291115772	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00219976	0.0009990399999999	4.8389440576e-06	9.980809215999998e-07	-0.0092405	-0.024855	0.000617771025	8.538684025e-05	0.0158395	-0.0102325	0.0002508897602499	0.00010470405625	-0.000182426	-0.000504305	2.5432353302500004e-07	3.3279245476e-08	-0.000567375	-8.097399999999993e-05	3.21914390625e-07	6.556788675999989e-09	-9.13427e-06	-0.00041592227	1.729913346819529e-07	8.343488843289999e-11	0.0	0.0
49932.533371564416	-25.572177208472567	653.9362471815239	2493257888.902394	71512.80841494279	-32.175143962726	1035.2398890221432	5114081767.392312	50007.77468210173	125.31884297024952	15704.81240340206	2500777528.6558547	54217.03384701236	58046.57835205078	1.182707	21.004959	0.0935979435	0.0508302	0.0577055948	-0.0722916708	-0.0519573099	-0.019488974	0.1456968396	0.0109270476	0.0349550476	0.0622432643	-0.0207945113	0.1192540883	-0.0705643278	0.037499916	-0.0802887189	-0.0661503791	0.0637409028	0.0121647141	-0.0280044304	0.1840603233	0.0652559282	0.0673972376	0.0519339745	-0.0022976352	-0.0190682431	-0.013052317	-0.0030753631	0.0039804963	0.0098064379	0.0084225092	-0.0876588155	-0.0750989825	-0.0249027861	-0.0938720916	0.0701793392	-0.0034241469	-0.0050573426	0.0021055526	0.0625213012	-0.0107091188	0.0399144182	-0.0557555868	-0.0460270585	0.0058162047	-0.0187123694	-0.1296652934	0.1838313817	0.008808907	-0.0557594511	-0.0554353934	-0.0493997374	0.0437928323	-0.0233972737	-0.140841225	0.0899273674	-0.1069359606	0.0536267917	0.002294949	0.0118460723	0.0396512869	-0.0135233945	-0.0709532772	-0.0112033009	-0.0227120783	-0.0982631482	-0.0346734772	-0.0024775008	0.0257992342	0.0043785381	-0.019300095	0.0039973084	0.0582542094	-0.0054314372	-0.0431084171	0.0373692034	-0.0005418255	0.0704452322	0.0563533641	-0.0394943696	0.1058749993	0.0753146624	0.0297382353	0.0134027561	-0.0823378673	0.0113407458	-0.0052148755	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00910424	0.0069044799999999	8.288718597759999e-05	4.767184407039999e-05	0.0135749	0.0228154	0.00052054247716	0.00018427791001	0.0263541	0.0105145999999999	0.0006945385868099	0.0001105568131599	0.000653577	0.000836003	6.98901016009e-07	4.271628949290001e-07	-0.000567375	0.0	3.21914390625e-07	0.0	0.000222132	0.00023126627	5.34840876397129e-08	4.9342625424e-08	0.0	0.0
49989.632929828425	57.09955826400983	3260.359553945053	2498963400.4589863	71892.60127365756	379.7928587147762	144242.61553074198	5168546117.893109	50001.79986654271	-5.974815559020499	35.698420964313435	2500179989.8937902	54287.07337311126	57969.53118489583	1.121649	19.920572	0.0802478276999999	0.0392794	-0.0462402214	-0.0897498942	0.0211292204	0.004822449	0.0534277754	0.0149057136	-0.0594255321	0.0940302726	-0.0085360567	0.031660009	-0.0750641567	0.0228930081	0.0157344791	0.0367587604	0.0026417451	-0.0385929777	-0.0868955059	0.1593146861	0.0411933445	0.0418021048	-0.01645971	-0.0357066263	-0.1407673668	0.0762387524	0.0298121616	0.0528293332	0.0456466591	-0.0186902419	0.0580300648	-0.0550517257	0.0879559111	-0.0196734366	-0.0427571485	0.0751090758	0.0880669788	0.1381287203	-0.0362451518	0.1210260489	-0.0427986348	0.002403556	0.1334532033	0.0510628729	-0.0726475456	0.0285913409	0.0867212177	-0.097564755	0.0967329444	0.1191593316	0.0341327134	-0.0363590592	-0.0236554494	-0.1108697197	0.0864460603	0.0098173734	-0.0322190389	-0.0349534341	-0.0063264385	-0.1169853637	-0.0452795033	-0.0166134657	-0.2141167536	-0.0237530853	0.0775230692	0.0136354927	0.058358502	0.1305055051	0.0853574277	-0.0074287755	0.0564082518	0.0278365303	-0.0821094862	-0.0813499423	-0.0338115596	-0.0060018581	0.1738820149	0.015724867	-0.0033704031	-0.0188605403	0.0101699851	0.0915527239	-0.0869956931	0.0712417208	0.0865340022	0.075911165	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00136547	-0.01046971	1.8645083209e-06	0.0001096148274841	0.00388366	-0.00969124	9.39201327376e-05	1.50828149956e-05	9.07223e-05	-0.0262633777	8.230535717289999e-09	0.0006897650082128	0.000979149	0.0003255719999999	1.0599712718399993e-07	9.587327642009995e-07	-0.000270123	0.0002972519999999	7.296643512899999e-08	8.835875150399998e-08	0.000275778	5.364600000000002e-05	2.877893316000002e-09	7.605350528400001e-08	0.0	0.0
50070.0652996256	80.43236979717767	6469.366111189939	2507011439.108772	71563.36400564847	-329.2372680090921	108397.17864609072	5121315067.804943	50008.84922324856	7.049356705851096	49.69342996632782	2500885000.633608	54259.52541208791	57459.97721082899	1.208651	21.465734	0.0785436627	0.0573615	-0.0848527196	0.0500893535	0.1438512338	-0.0229737406	0.0868514563	0.0969082499	0.0122703499	0.0190671584	0.099693471	-0.1026738913	-0.0813672007	-0.0119838168	-0.041969031	0.001654648	-0.0401424192	-0.0648589311	0.0131487472	-0.033981582	-0.0167652933	-0.156472283	0.0478333375	0.0254160222	0.0283367701	0.0363483199	0.0177890222	-0.004378957	0.1196065841	-0.0077726551	0.0305303735	0.0042270193	0.0141556268	-0.095568229	-0.1444515434	-0.0539582573	-0.0820958668	-0.0309339093	-0.0094101475	-0.0107838126	-0.0687061879	0.0158718233	0.0380092467	0.0541787088	0.0266187774	0.0905919095	0.0661513605	-0.0489799445	0.0330368956	0.0114758444	-0.0665542751	-0.0485068359	0.0523038626	-0.0060785903	-0.0948369771	0.0766798862	-0.135981128	-0.0220481643	0.007295854	0.0195193036	0.0835066464	0.044096111	0.0349987339	-0.0381183695	0.031485999	0.0051591611	0.023883708	-0.0240066284	-0.090231016	0.0021144482	0.0290951102	-0.0077455094	0.019209715	0.044885054	-0.0294872306	0.051346901	0.0459288895	0.0456695381	0.0612739814	0.1105307172	-0.1453672371	-0.0347194768	-0.0160280024	-0.0088263817	-0.0330905285	0.0813766417	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00200195	-0.00063648	4.007803802500001e-06	4.051067904000003e-07	-0.00985185	-0.01373551	0.0001886642349601	9.70589484225e-05	0.0135193	0.0134285777	0.0001827714724899	0.0001803266990449	-2.60889e-05	-0.0010052378999999	1.0105032355964098e-06	6.8063070321e-10	-0.000279747	-9.624000000000017e-06	7.8258384009e-08	9.262137600000028e-11	0.000275778	0.0	0.0	7.605350528400001e-08	0.0	0.0
50015.10375538627	-54.96154423933331	3020.771345172192	2501510603.6620536	71777.324195826	213.96019017753133	45778.96298080537	5151984268.712709	50036.913590151154	28.064366902595797	787.6086896435143	2503692721.628253	54224.80830400069	57773.96452460395	1.303886	23.15711	0.04652125	0.0244086	0.0242013158	0.1036155938	0.0033974357	-0.1046415986	0.0887900411	0.0709178664	0.0743884519	0.0597878263	0.0179310493	-0.0549797848	-0.01795695	0.1188101131	0.0030899972	-0.0896697616	0.0107764733	-0.0072530615	0.1248625199	0.0627261579	0.0283240911	0.0440528931	-0.0475566428	-0.1309500947	-0.0804781907	-0.0155031315	0.0849203045	0.0029984806	0.0546503535	0.0206849722	0.0520403648	-0.0225387628	0.1032585072	-0.0333415197	-0.0472132592	-0.0062439379	-0.0148859291	0.0820418599	-0.0062163951	0.0468210848	-0.1112237647	0.0522547619	0.0415231336	-0.0077993714	0.0832578629	0.0277701504	-0.2393585631	0.0932119638	-0.0569839863	-0.017582047	0.0611990232	0.0671485621	0.0941254874	-0.0256313877	-0.0468465968	-0.1188526843	2.65112e-05	0.0893425059	-0.0198123434	-0.105814209	-0.0632169076	-0.0098859225	-0.0481595398	-0.0288499807	-0.0657960471	0.0377058804	0.0201656434	0.0003268381	0.0857469641	-0.0387922322	0.0871087889	-0.0956555159	0.0122655524	0.0244929461	0.0268116132	0.0392080907	0.0002517339	-0.0873575103	0.0704822583	0.080220554	0.0117827579	-0.043091954	0.0633456983	0.0652975992	0.0652492175	-0.0001316353	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00474317	0.00674512	2.24976616489e-05	4.5496643814400005e-05	0.00424684	0.01409869	0.0001987730597161	1.80356499856e-05	0.0301816	0.0166622999999999	0.0009109289785599	0.0002776322412899	-2.09271e-05	5.161799999999999e-06	2.6644179239999983e-11	4.3794351441000007e-10	-0.000104606	0.000175141	1.0942415235999998e-08	3.067436988100001e-08	0.000275778	0.0	0.0	7.605350528400001e-08	0.0	0.0
