global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
49716.50784587645	n/a	n/a	2471731152.3890944	71806.98136663211	n/a	n/a	5156242572.987851	49880.37754395472	n/a	n/a	2488052063.927462	54689.842118386056	57079.25562259129	n/a	n/a	n/a	n/a	-0.1304735192	-0.0396412909	0.0540204612	-0.0049518449	0.1855141714	-0.0582034256	-0.0459552498	-0.0960437535	-0.0234273459	0.0243048528	-0.0312929406	0.0285531336	-0.0961886852	0.0890965953	-0.0466101387	0.0936060698	-0.0265061436	0.1793180654	0.1689803715	-0.0273566757	0.0048785425	-0.006509188	0.0568503593	-0.0569877177	0.0225938352	-0.1165205708	0.0063673932	-0.1140928131	0.0959477949	-0.0332837223	0.0842989706	-0.1338584808	0.0185187406	-0.0187514328	0.068286095	0.0124863994	-0.0074861494	0.0895513724	-0.0451205939	0.0441279783	-0.0297945531	0.0327245732	-0.0502078673	0.1269363769	-0.0138876379	0.0091176848	-0.0471345025	0.0437534452	-0.0996242416	0.0504891621	-0.0730116324	-0.0137527323	0.1034152541	0.0516461606	-0.1812872264	0.0258678466	-0.0043609735	0.0231837191	-0.0215329589	0.0112001745	-0.0561979338	0.0014998928	-0.0392481666	0.1038339555	-0.0409594876	0.071304865	-0.0987097141	0.0642137994	-0.1233683192	0.0095603765	0.1792457265	-0.1080837513	0.0997650183	0.0920969941	-0.0446896777	0.0239103303	-0.0416583314	0.0096086962	-0.0312070659	0.0314632453	-0.0537143186	0.0026698477	-0.0947462979	0.0242781622	-0.1425569559	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0224024	n/a	0.00050186752576	n/a	0.037658	n/a	n/a	0.0014181249639999	-0.0909072	n/a	0.0082641190118399	n/a	0.00340079	n/a	n/a	1.15653726241e-05	0.000321448	n/a	1.03328816704e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49807.98378503119	91.47593915474135	8367.847444241943	2480835248.72993	71986.55483560427	179.57346897215757	32246.63075869444	5182064077.099461	49984.14400439547	103.7664604407546	10767.478312402687	2498414651.852144	54675.22295151526	56947.87371798924	1.333219	25.031109	0.1151595999999999	0.0711567	0.0470747401	0.1157849235	0.0376735533	0.0694165213	0.1365428959	0.0719429785	-0.0826175985	0.0714264934	-0.063997016	-0.0083863257	0.0464888192	-0.0230191365	-0.0181441751	0.059030252	-0.0478368389	-0.0221787967	-0.0899501939	0.0708137039	-0.0975586755	-0.0789910294	-0.0053484066	0.0593345603	-0.0098845828	0.0028194966	-0.0720007202	0.0407009517	0.0473963216	-0.015263344	0.0019314953	-0.0466075984	0.080922115	-0.0203479078	-0.0087760494	-0.0133192524	-0.0025362732	0.091226329	0.1706262434	0.0576549455	-0.0270172585	0.1018292183	-0.0823882461	0.112809104	0.0882028787	0.0568417075	0.0513818386	0.1476302531	0.0344578509	0.0880507083	0.1840827213	0.0311339447	0.0011340888	-0.1300844594	0.04691079	-0.0592082834	-0.0191877919	-0.0379394055	-0.0505499736	-0.0430104547	0.0385207582	0.1141279488	0.0004489226	0.0276182768	-0.0119317939	-0.0553410952	-0.0811205284	-0.025042319	-0.0667407841	-0.0286890616	-0.0319120184	0.0463727843	0.0124342342	0.0257790391	0.0698855326	0.0458853428	-0.0920307458	0.1307622557	-0.0267516165	0.1232647964	0.008671483	0.1729946467	-0.1376614433	-0.0145447602	0.0009422925	0.0240891239	0.1210974266	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0182853	0.0041170999999999	0.00033435219609	1.695051240999999e-05	0.0116926	-0.0259654	0.00067420199716	0.0001367168947599	-0.0691866	0.0217205999999999	0.00478678561956	0.0004717844643599	0.00227973	-0.0011210599999999	1.2567755235999992e-06	5.197168872900001e-06	0.000175378	-0.00014607	3.0757442884e-08	2.1336444900000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49748.55972693116	-59.42405810002674	3531.2186810753537	2474919194.904037	71711.1808630776	-275.37397252666415	75830.82474511598	5142493460.777028	50032.04749969894	47.90349530347157	2294.744862289723	2503205777.012131	54785.349147886336	56973.68514660426	1.33581	25.079754	0.0251945	0.0150524	-0.0067180566	-0.0797633489	0.0783828874	-0.0106504958	0.0159505831	-0.0343845641	0.0104142488	0.0418801803	0.0201669829	0.0341418503	-0.1120412357	0.0496821523	0.002516679	-0.0110732095	0.0372994758	-0.1371256446	-0.1188935227	0.0244799527	0.0981956328	-0.0685850984	0.1084608178	0.0499672496	-0.0483740012	-0.0140217907	-0.0339758546	0.0579144041	-0.0220927121	-0.0332520045	-0.0820155401	-0.1250644458	-0.0569900305	0.06621255	0.0505263209	0.0858503337	-0.0358696886	-0.062601546	0.008877079	0.0989033849	-0.0063255415	-0.0212733126	-0.062862163	0.0980385499	-0.0504763876	-0.0208792925	0.003750728	0.0383841937	0.0164489904	0.0022207107	-0.1032463297	0.0407976689	-0.0009994338	-0.0716925458	-0.0533358111	0.0627816674	-0.0832489866	0.1104975881	0.0374080275	-0.0108925726	0.0438750503	0.1026127637	0.0425274273	-0.0450747889	0.0718438485	-0.0314036804	-0.0403667732	0.0142790528	-0.0893057055	0.0477275318	-0.1033624324	-0.0290464299	-0.1456932214	-0.0455344108	-0.0853137821	-0.0426478816	0.0098004777	-0.0199371091	0.0169378758	-0.0266825951	-0.0842453561	0.032932301	0.0146093973	-0.0467600299	0.0237938947	-0.0442783366	-0.0026491442	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0242787	-0.0059933999999999	0.00058945527369	3.592084355999999e-05	0.0247729	0.0130803	0.00017109424809	0.00061369657441	-0.0691936	-6.999999999993123e-06	0.0047877542809599	4.8999999999903716e-11	0.00223181	-4.792000000000034e-05	2.296326400000033e-09	4.9809758761e-06	0.000249734	7.4356e-05	6.2367070756e-08	5.528814736e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49761.17603799579	12.61631106463028	159.17130487951246	2476174640.6844068	71396.9203661878	-314.26049688980856	98759.65990542938	5097520237.775762	50012.65304371387	-19.394455985071545	376.1449229568775	2501265464.4709024	54718.17301013088	56558.376601082935	1.148038	21.554352	0.0551031999999999	0.0303507	-0.0250192032	0.0744097798	0.0738967456	-0.0192975925	-0.0641517479	0.095960439	-0.0378437563	-0.0430646561	-0.0452300936	-0.0728292098	0.0731361138	0.1265377429	0.0394921495	-0.0416325793	-0.0369599923	-0.1574675914	0.0519732643	0.0649293907	-0.0360423091	0.1155987919	-0.0395061451	0.1290911857	0.0331257459	-0.0154693008	0.0308519467	-0.0475344467	0.0703246085	0.0034456489	-0.0683609925	-0.1139731057	0.0242618948	0.0844566555	-0.1219031711	-0.024521961	-0.0181716235	0.0946597422	-0.1264060213	0.1074345053	0.0518159953	0.0049514999	-0.0444365855	0.0422145215	0.0131360575	-0.1042876791	0.042172366	0.0560298022	-0.0340932074	-0.0884255997	0.0606259751	0.0519209358	-0.044962167	0.0466286711	0.0590807032	-0.1043285687	-0.0158912951	-0.0194750613	-0.0758105486	-0.0332229689	-0.0095064279	0.1279845157	-0.0204716218	0.0169713193	-0.0571911237	0.1092459796	-0.0081458006	0.0636361165	0.0022269734	-0.0341974853	-0.0010391326	0.06343182	-0.0914857451	-0.0166063117	0.0040109935	-0.059837237	0.146661964	0.0286119219	0.0637432443	0.0206727549	-0.00105702	-0.0347790208	-0.0400679502	0.0674653212	-0.0329599596	-0.0514687941	-0.189324949	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0257977	-0.0015189999999999	0.00066552132529	2.3073609999999984e-06	0.0117159	-0.013057	0.000170485249	0.00013726231281	-0.0599269	0.0092666999999999	0.00359123334361	8.587172888999992e-05	0.0018122	-0.0004196099999999	1.7607255209999998e-07	3.28406884e-06	0.000455334	0.0002056	2.07329051556e-07	4.227136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49745.37874129728	-15.797296698510763	249.55458298077903	2474602706.115112	72052.68642624408	655.7660600562813	430029.1255217383	5191589621.238658	50109.14913746387	96.49609375	9311.496109008787	2510926827.2805963	54834.03305877309	56996.5498815264	1.169954	21.965822	0.02465855	0.0136723	0.0405131262	-0.0686473826	0.0775771771	0.0637554724	-0.0764548548	-0.0249616577	0.0322386124	0.0566120191	-0.0392494165	0.0522522771	-0.0766037352	0.0171826417	0.0442678124	0.0643384768	0.0860860489	-0.0645152229	-0.0242745431	-0.0647002086	0.0314649874	-0.0297731265	-0.1020193094	0.0830205742	0.1259042486	0.061387591	0.0590374162	0.0588223813	-0.0055634573	-0.1381293272	0.00566051	0.0334301793	-0.0594514716	0.0341530519	0.0060894845	0.0021655208	-0.0875544907	0.0536943691	-0.1161854717	-0.0145007777	0.121792223	0.0258226013	-0.0174945925	-0.0749596711	-0.0328951154	0.0229805977	-0.0322179693	-0.0337973622	-0.0340251454	-0.0011524874	0.0298369279	-0.0243149446	0.1347473834	-0.0367132474	-0.0847063683	0.0835551342	0.0524120756	0.0390808636	-0.0612844459	-0.0120799106	-0.0423783559	-0.038906213	-0.0145184621	0.0854723466	-0.0588262504	0.0439598175	-0.1026305254	0.0397506485	-0.0520622131	0.0645685516	-0.0385077854	0.0048595596	-0.0911641435	0.0744004203	0.0035587587	-0.1202350478	0.0079993674	0.0433751082	-0.016516897	0.0401659549	0.0701304814	-0.0843393065	-0.0111708356	0.072109612	0.0058163841	0.0545289463	0.0130845109	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0203986	0.0053991	0.00041610288196	2.915028081000001e-05	0.0117351	1.9200000000000467e-05	3.6864000000001787e-10	0.00013771257201	-0.0692739	-0.009347	0.00479887322121	8.736640900000002e-05	0.00161549	-0.0001967099999999	3.869482409999996e-08	2.6098079401000003e-06	0.000456489	1.1550000000000254e-06	2.0838220712100006e-07	1.3340250000000586e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49812.20050863076	66.82176733348024	4465.148589569767	2481255319.512035	71608.09644364633	-444.589982597754	197660.2526262712	5127719476.282554	50011.95861181359	-97.1905256502796	9445.998276177655	2501196004.189756	54866.323247655375	56661.58531679426	1.144785	21.493271	0.11298605	0.0660067	-0.0527843723	0.0377305754	0.0476985966	-0.0337884306	-0.0447936352	0.0110284062	-0.060569093	-0.1030751054	-0.0168507911	-0.042454488	-0.0173115227	-0.0131009232	0.0531122187	-0.0205975024	0.0964053788	0.0553342834	0.0778961066	0.059780597	0.0084375462	-0.0174757575	-0.0116602903	-0.0919574627	0.0169045329	-0.0313444735	0.0010354773	-0.0046456067	-0.0829230995	0.0332756523	0.0154255544	0.0218449531	0.0908388266	0.0185367136	-0.0368720485	-0.0596739272	0.0557847799	0.0493770066	-0.0752460755	0.0169126933	-0.0007761296	-0.0487790834	0.0198611694	-0.0730682207	-0.0543088385	-0.0345931818	0.0761922585	0.046756651	-0.022440327	0.1195097116	-0.0502257744	-0.1026099698	0.053069348	0.0477587207	0.1170998699	-0.0083319689	0.0266671604	0.0030110052	0.0145773018	0.0412997745	-0.0019417155	-0.0086053137	0.1327393246	0.0600150029	0.0249094031	0.0382866409	-0.0103936746	0.0033081724	0.0137638056	0.0156599988	0.0632529848	-0.0543208655	0.0126604608	0.0024203213	-0.0299816579	0.0268450302	0.0937738063	-0.0505817896	-0.0215152881	-0.0416551539	0.2052380154	-0.0285948089	-0.0490314314	-0.006654242	0.0323498917	-0.0383598196	0.0527594265	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0332904	-0.0128917999999999	0.0011082507321599	0.0001661985072399	0.0116666	-6.850000000000085e-05	4.692250000000117e-09	0.0001361095555599	-0.107495	-0.0382210999999999	0.0115551750249999	0.0014608524852099	0.00242046	0.00080497	6.479767009000002e-07	5.858626611600001e-06	0.0008876119999999	0.0004311229999999	7.878550625438225e-07	1.8586704112891373e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49887.59075510929	75.39024647852784	5683.68926409318	2488771711.349266	71944.86942757701	336.77298393068486	113416.04270557732	5176064236.951105	50090.45800216763	78.49939035403804	6162.154285955641	2509053982.866919	54776.37778861632	57223.739535740446	1.148795	21.568567	0.15936465	0.0900745	0.0627816002	0.0043155914	-0.0165769679	0.1063322439	-0.0503234498	-0.0558422885	-0.0022190727	0.0333424148	-0.0839304332	0.0953024468	0.0433454501	-0.0707844051	-0.0649436388	0.0128415409	0.0389740634	0.0086409743	-0.092447259	-0.0107607344	-0.1089892091	0.063586458	-0.0848050762	-0.0308186842	0.0373491975	-0.0321939436	0.1579227674	0.0583381588	0.0225430823	0.0006729058	0.04425225	-0.0588256553	-0.0087730258	-0.0588996544	0.0282328872	-0.0947608403	-0.0322429593	-0.0957889973	0.0798623394	-0.0644331255	0.0433595924	0.0256536726	0.0039277902	-0.1094147096	0.1193144904	0.0032451602	0.0552263671	0.0570862489	-0.004507001	-0.0694080284	0.0316699219	0.0118334434	-0.1464047295	-0.0867516415	-0.0615547705	-0.0660402245	-0.0328335314	-0.0781246524	-0.0303020226	-0.0296611434	-0.0919607836	-0.1651763274	-0.0643711595	0.0080949487	0.0058916555	-0.0178822632	-0.039410407	0.0080354158	0.0418005842	0.0095138622	-0.1598795269	0.0643252611	-0.0217845075	-0.0686572152	0.0842025524	0.0002341281	0.0286802276	0.0170755921	0.0616284511	0.0341479931	0.0466439095	0.0190741849	0.0565448886	0.0773581017	0.0138941335	-0.1080472693	-0.027022085	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0273037	0.0059866999999999	0.00074549203369	3.584057688999997e-05	-0.0144133	-0.0260799	0.0006801611840099	0.00020774321689	-0.0583142	0.0491808	0.0034005459216399	0.0024187510886399	0.00127807	-0.00114239	1.3050549121000002e-06	1.6334629249e-06	0.000467657	-0.0004199549999999	2.1870306964900001e-07	1.76362202024916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49910.995663973394	23.404908864104076	547.7897589370174	2491107488.169171	71688.33690943425	-256.53251814276155	65808.93286466628	5139217648.840553	50070.23589535164	-20.222106815992447	408.9336040774082	2507028522.6161594	54851.11451698978	57549.213320595874	1.129321	21.202927	0.1114179	0.0641607	0.0063062097	-0.0472002061	-0.0391042376	-0.0008865968	0.0279631063	-0.0975984401	-0.0140397743	0.0237285684	0.116594259	-0.0233065328	-0.0411190124	0.1052057043	0.0394758294	-0.0584371564	0.0525787605	0.0302962499	0.0519785368	0.0452150275	0.0225106397	-0.0570666651	0.0360117255	-0.0323256162	0.0840833164	-0.0257131509	0.0144930977	0.071692746	-0.0291643182	-0.0046794447	-0.1336749802	-0.0430694153	0.0352548783	-0.0970983619	0.015332556	0.1514184793	-0.0074695137	-0.0560205985	-0.1189863301	-0.0130815189	0.0027635893	-0.0350030882	-0.0294065845	-0.0521135223	-0.0548090257	0.1218398884	0.042428726	0.0508303836	0.0744430359	-0.0663993395	-0.0582417513	-0.1012620581	0.0140735599	-0.0069728182	0.0656143206	0.0931034412	0.0156706484	0.0948492422	0.0397547998	0.0106693421	-0.1093890933	-0.0558580289	-0.0666996906	0.0748294794	0.0071093593	-0.0980142405	0.145957829	0.0563056572	-0.0257352863	0.1136573657	0.0178903817	-0.0458979502	-0.0175619353	-0.0412892471	-0.0448784039	-0.061111874	-0.0019226328	-0.0202636371	0.0492594205	0.0789197227	-0.0781717863	0.0536202265	-0.0716619654	-0.009093596	0.0445125733	-0.0081696807	-0.0386394208	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0224245	0.0048792	0.00050285820025	2.380659264e-05	0.0306789	0.0450922	0.00203330650084	0.00094119490521	-0.104426	-0.0461118	0.010904789476	0.00212629809924	0.00103166	-0.00024641	6.071788810000004e-08	1.0643223556e-06	0.000407373	-6.028400000000002e-05	1.65952761129e-07	3.634160656000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49865.628247287386	-45.36741668600735	2058.2024967618177	2486580880.496665	71855.86989965936	167.53299022511055	28067.302813766983	5163266039.036772	50105.33140655106	35.09551119941898	1231.694906348543	2510544235.3603115	54784.41886329437	57103.26528576442	1.147912	21.551977	0.0475279	0.0251962	0.0170034019	0.043877593	-0.073596308	-0.0633142426	-0.1339624917	-0.0229617708	0.1022145294	0.0170524534	-0.0144532681	-0.0679778786	-0.0288162386	-0.0028161023	-0.0744071132	0.0921125039	0.1560443756	0.021524263	-0.0591412656	-0.0101178912	-0.0217230651	0.0539175852	0.0761456383	-0.0036236363	0.1035661336	-0.090860474	-0.0714718935	0.0124383012	0.0130924604	-0.1484097618	-0.1390157627	0.0808097741	0.0126648478	-0.0392361756	-0.0134650681	-0.024551161	0.104044835	0.0473704565	0.0933914701	0.046347064	-0.0048494217	-0.1030754594	-0.0661680893	-0.0427691999	0.0484823384	0.0015433901	0.0020484769	-0.0873466547	-0.1232552547	-0.0326572013	0.0720211483	-0.0283672036	-0.016319831	0.0114033734	-0.0694600522	-0.0856247064	-0.026805154	0.0658987877	0.0016590295	0.0684836704	-0.0346452585	0.051391342	0.0003475575	0.0589487556	0.1093235024	-0.0221985021	0.1363866643	0.0639522289	-0.1339991889	0.1048930882	0.0117893358	0.2130500927	0.0826783118	0.0990883023	0.1049262696	0.0557440186	-0.0008607787	0.0085947765	-0.0554564311	0.1409096266	-0.0435063684	0.0293430982	0.0234887396	-0.1463265434	0.134627342	-0.0340130488	0.0369131966	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0253709	-0.0029463999999999	0.0006436825668099	8.68127295999999e-06	0.0159941	-0.0146847999999999	0.0002156433510399	0.00025581123481	-0.102876	0.00155	0.0105834713759999	2.40250000000003e-06	0.00140798	0.00037632	1.416167424000001e-07	1.9824076804e-06	0.000456826	4.945300000000003e-05	2.0868999427600002e-07	2.445599209000003e-09	-0.000141161	-0.000141161	1.9926427921e-08	1.9926427921e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49734.50643986732	-131.12180742006603	17192.928381104884	2473521130.817204	71603.62931353673	-252.24058612262888	63625.31328748736	5127079730.870377	49997.281325264936	-108.050081286121	11674.820065937352	2499728139.917686	54667.38297216196	56823.05918502808	1.222783	22.957674	0.07089223	0.0384482	-0.036347803	-0.0361071308	0.0581863767	0.0299940752	-0.0654337414	-0.0110422775	-0.0060379164	-0.0336708179	0.0059173122	-0.0663558681	-0.088071197	-0.0301906314	0.0240525998	0.072261773	-0.0499805375	-0.1235714085	0.0829973461	0.0617061958	0.0816054193	-0.0491024603	-0.0737992088	0.045352536	-0.0972263749	0.0596800921	-0.028922099	-0.059284775	0.0665501006	-0.0212305569	-0.1523006	0.0238921731	-0.0459387913	-0.0220170997	-0.0834210771	0.0202536851	-0.0541436157	-0.0292450202	-0.0128585305	0.0388357738	0.0530218948	-0.0717470552	-0.0032061471	-0.0004059845	0.0417917157	-0.0372482611	-0.1015005726	-0.0957513207	0.1033311331	0.1214259092	-0.0205195141	0.05497185	0.0067653576	0.0407869077	0.0583176941	0.0213189682	-0.0040141076	-0.0243611835	-0.0844389881	0.0513765859	0.029770904	0.1774467174	-0.098507039	0.0629324152	0.041561037	-0.0906899144	-0.0162490139	-0.0473005783	-0.0776590508	0.0317263984	0.0368502709	-0.0371720196	0.0472203098	-0.0497220898	-0.1100993051	-0.175179938	0.0289133095	0.0345654886	-0.1017506118	0.0600151389	0.0107095257	0.0188680955	0.0867918474	0.0256352206	-0.0113820792	0.0704863213	0.0314152594	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0078222199999999	0.01754868	6.118712572839845e-05	0.0003079561697424	0.0192485	0.0032544	1.0591119360000009e-05	0.00037050475225	-0.0717873	0.0310886999999999	0.0051534164412899	0.0009665072676899	0.00136007	-4.791000000000018e-05	2.2953681000000173e-09	1.8497904049e-06	0.000211219	-0.000245607	4.4613465961e-08	6.0322798449e-08	-0.000227653	-8.6492e-05	7.480866064e-09	5.1825888409e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
