global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
49622.04948193874	n/a	n/a	2462347794.7879767	70705.79877672698	n/a	n/a	4999309980.655006	49498.30499157934	n/a	n/a	2450082197.039408	54356.93523009298	56601.43703386425	n/a	n/a	n/a	n/a	-0.008530643	-0.0440112555	0.0226190942	0.0147409627	-0.1942746209	0.0894488914	-0.0293027234	0.1039899747	0.0875119362	-0.2223585946	0.1023654029	-0.2089675134	0.0750221086	-0.0169373143	-0.0299423788	-0.1122346693	-0.1015028001	0.1052084935	-0.1098489309	0.0464735351	-0.082722375	0.1573428943	-0.0355864894	0.0754901152	-0.1348609784	0.0502757626	-0.0481180923	0.0489309199	-0.0185643414	0.0809189135	-0.1113510805	0.0528270558	-0.0457849742	0.0320230561	-0.1197874181	0.0069518928	-0.013485788	0.0803104242	-0.103100708	0.0307504471	-0.0120128653	0.0314379908	-0.0685382606	0.081356649	-0.0312059928	0.1045315807	-0.038140551	0.1159693811	-0.1062413703	-0.0039871869	0.1267052343	0.2163066843	-0.1328425107	0.0956360126	-0.111124781	0.107146757	-0.0391039606	0.1466793439	-0.1085898356	0.0962681561	-0.0923349161	0.0042761159	-0.0675894387	0.1342988646	-0.0640208602	0.1844629411	-0.1225155197	0.034484974	0.1258823701	-0.0404791664	0.0342076633	-0.0582127011	0.0133450157	-0.0231134926	0.0174668196	-0.0221948279	0.1167056344	-0.1520514093	0.0108798718	-0.0443420744	0.0019834122	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.00518623	n/a	2.68969816129e-05	n/a	0.000763192	n/a	n/a	5.82462028864e-07	-0.210152	n/a	0.044163863104	n/a	-0.00368769	n/a	n/a	1.35990575361e-05	-0.0005773	n/a	3.3327529e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49668.98899401516	46.93951207642385	2203.3177939727407	2467008467.687599	70285.09476394288	-420.7040127841028	176991.86637264653	4939994545.976431	49374.96514782934	-123.33984375	15212.717056274414	2437887183.349362	54023.18378163451	56363.27735833362	1.392252	25.387119	0.1635912495	0.0792714999999999	-0.0245518538	0.0933408999	0.0495528212	-0.0548721665	-0.0753015071	-0.00170898	0.0456498595	-0.0662766947	-0.1006750884	-0.0611144918	0.0221443594	-0.2207559947	0.0959334645	-0.1362786818	-0.0443989559	0.0589153118	0.0029364087	-0.1216367652	-0.1328935864	-0.0999140522	-0.1053507896	0.0781118419	-0.0063808753	0.0082790759	0.0425252801	0.1502104948	0.0531877354	-0.0698148511	0.0442512441	-0.1334823996	0.0337394821	-0.0393729942	-0.0418967283	-0.1371015656	-0.0349498723	0.0632075064	-0.1252638316	0.136592003	-0.072844471	-0.0232898344	0.0215217962	-0.0403538164	-0.032967133	0.02522187	0.0938552938	0.0858268915	0.0595146158	-0.0253724215	0.000392455	-0.0298814315	-0.1472719913	0.0395231319	0.1182526119	0.030752906	-0.1719811702	0.0735122104	-0.0217498612	0.0649450128	0.0040047828	-0.0301026027	0.0283418928	-0.1182062015	-0.1216716962	0.1182298699	-0.0484411435	0.0787285114	-0.0681506393	0.0218331791	-0.1087902715	-0.078143542	0.0408835794	-0.0760714138	0.0788314212	-0.0352717112	0.0139744467	0.0987733339	0.0347777574	0.0796901605	-0.0446966071	0.0227817252	0.0282461801	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-4.44525e-05	0.0051417775	1.9760247562500003e-09	2.6437875859506247e-05	-0.0231197	-0.023882892	0.0005703925302836	0.00053452052809	-0.157614	0.052538	0.024842172996	0.002760241444	-0.00256196	0.00112573	1.2672680329000002e-06	6.563639041599999e-06	-6.24584e-05	0.0005148416	3.90105173056e-09	2.650618730905601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49546.44628335721	-122.54271065795184	15016.7159353985	2454850339.309602	70279.52178575433	-5.572978188545676	31.058085890005845	4939211182.434318	49295.8925118513	-79.0726359780383	6252.481760515358	2430085018.539997	54033.54069228887	56456.012231337285	1.302228	23.745575	0.1217042675	0.071463	-0.0355950365	-0.0224678991	0.0065611004	-0.1775367403	-0.2520851013	0.0060773385	0.0173648045	0.0010969299	0.225446421	-0.1800455391	0.0622371883	-0.1518462042	0.0785882171	-0.0817987408	-0.0447499987	0.1869829158	-0.2257734547	0.0094776966	0.0595508387	-0.0722192427	-0.0811223012	0.1515261145	0.1260433118	0.1147954088	-0.1729175795	0.0711145833	-0.0533077942	0.0181119999	0.0194529666	0.0383813232	0.0459613982	-0.0494426242	-0.0984752063	0.1034937242	-0.0357377307	0.0183969181	-0.0262421419	0.0410409669	0.0094372413	0.0342593243	0.0236233793	0.002902758	-0.0143561441	0.042334902	-0.0056507353	-0.030418846	0.0107298256	-0.085228801	0.0331958292	-0.0548544737	0.1652958911	0.1973235575	0.1260558878	0.0149791657	-0.1218211247	0.1443430898	-0.1906637105	0.1394472853	0.0320016526	0.1509171719	-0.0598645445	0.0399464069	-0.0098154289	0.069467285	-0.03513528	0.0388840373	-0.0043774113	-0.1116711823	0.0927856758	-0.0841191939	-0.0214382793	-0.118799205	-0.0552262775	0.1144637031	0.0612301895	0.073092467	-0.037055871	-0.0725383444	-0.0340279887	-0.0603090341	-0.0391276224	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0103442	-0.0102997475	0.0001070024736399	0.0001060847985637	-0.0072669099999999	0.0158527900000001	0.0002513109507841	5.280798094809855e-05	-0.213508	-0.055894	0.045585666064	0.003124139236	-0.00196914	0.00059282	3.514355524e-07	3.8775123396e-06	-0.000262793	-0.0002003345999999	6.906016084899999e-08	4.013395195715999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49620.78369659145	74.33741323423601	5526.051006357567	2462222174.663916	70017.16706694827	-262.354718806062	68829.99847980787	4902403684.080945	49228.81767714571	-67.07483470559237	4499.033450782538	2423476489.8896537	53978.38894277824	56307.95118456816	1.059373	19.317215	0.05304691	0.0285207	0.0296133352	0.0681168977	0.0666405068	-0.1659572219	-0.1835682298	-0.0791764727	-0.0281741608	-0.0065278942	0.0309977146	-0.1985829723	0.1166723431	-0.1060025665	0.0404892125	-0.1460419603	-0.1580376229	0.2047499836	-0.1339604303	-0.0236597127	-0.0285895737	0.0396070894	-0.1365649397	0.0256109339	0.0214664267	0.0836123115	0.0448523736	0.1523968342	-0.0267554216	-0.0955059652	0.0450494085	0.1760275241	-0.1565981977	0.0766087071	0.0073238398	0.0052916617	-0.0222344557	0.0122269076	-0.1243315578	0.0212218232	-0.0493191292	0.1577373372	0.0146995654	-0.0394632538	0.08012264	0.0848752178	-0.1214638403	0.0328383046	-0.0135764611	0.0691655696	0.0268999306	-0.1521810805	0.056070219	0.0957201149	0.150627958	0.0726874739	-0.2101718304	0.2230678527	-0.0758470865	0.0546946701	0.0141911069	0.0321819294	-0.0661584802	0.1001586304	0.0275444165	0.045926421	0.0979632231	0.1216299832	0.0663037313	-0.0659272844	0.0009401098	0.0155938477	-0.0099536065	-0.0034656089	-0.0965444379	-0.1210714865	0.0341689724	0.2036244154	-0.0014231539	0.0567486401	0.0309242252	0.0981879114	-0.0840955679	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.010437	-9.280000000000052e-05	0.000108930969	8.611840000000098e-09	-0.0232181	-0.01595119	0.0002544404624161	0.0005390801676099	-0.200754	0.012754	0.0403021685159999	0.000162664516	-0.00226062	-0.00029148	8.496059040000012e-08	5.1104027844000005e-06	-6.92946e-05	0.0001934983999999	4.801741589160001e-09	3.744163080255999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49753.747843335	132.96414674355037	17679.464319240396	2475435424.458162	70647.77555883673	630.608491888459	397667.0700418366	4991108191.411768	49628.82773515469	400.01005800898565	160008.04650835207	2463020542.36566	54186.79159020204	56445.24973263361	1.428053	26.039946	0.2633102	0.132716	-0.0589586653	-0.0314023492	0.0146208048	-0.0261802462	-0.1106179191	0.0329303305	0.0773790352	0.1368657969	0.1168959635	-0.0162409433	-0.0716457992	0.0101739255	-0.0731302753	0.010261668	0.0597556623	-0.0614253819	-0.0297733392	0.1100349336	0.027569838	-0.0859781836	-0.0497737079	0.0205501266	0.0764330044	-0.0794629026	0.0200742097	-0.0528143636	0.0173037818	0.0456849768	0.0558432734	0.0341014788	-0.0067598875	0.0858308802	-0.0527293109	-0.0279124524	0.1285771785	-0.0304699318	-0.1415983608	-0.0526399425	-0.0311824093	-0.1972253572	-0.0049808415	-0.024405626	0.0365378836	0.0916634099	-0.1176649415	-0.1045644726	0.0066681947	-0.0726101023	0.0243557273	0.0752930227	0.1109123876	-0.0036569572	-0.061355549	-0.0153438769	-0.0914313358	0.0420231852	-0.084106445	-0.0341239788	-0.0519162958	-0.0436663468	0.0033693909	-0.049042343	-0.1197253435	-0.0940625955	-0.0765257818	-0.0801005183	-0.138834095	0.0328991845	0.0475027829	-0.0702878245	0.1093580998	0.0362053486	0.0365025098	-0.0957940345	0.0577328447	-0.0042225129	-0.0458402886	-0.0265069148	0.0378848994	-0.0039020833	-0.0908709394	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.00876288	0.01919988	7.678806589440001e-05	0.0003686353920144	0.0171928	0.0404109	0.00163304083881	0.00029559237184	-0.0814789999999999	0.119275	0.0066388274409999	0.014226525625	-0.0012946	0.00096602	9.331946404000004e-07	1.6759891599999998e-06	-0.000380709	-0.0003114144	1.44939342681e-07	9.697892852736e-08	0.000411054	0.000411054	1.68965390916e-07	1.68965390916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49711.82348241762	-41.92436091737909	1757.6520383306631	2471265393.947048	70800.06278969797	152.28723086124228	23191.4006833853	5012648891.025175	49552.00728231038	-76.8204528443166	5901.381975205872	2455401425.7061405	54175.96663083753	56106.93361535537	1.345099	24.527302	0.14723154	0.0680696	0.081170698	0.049997959	0.0356617336	0.0804682468	0.0380102496	-0.0261829027	-0.0024346408	0.0429501226	-0.1713530498	0.0252630143	-0.0089462896	0.0911500453	-0.0142258085	0.0920168638	0.0284386776	-0.0442372516	0.0503042825	-0.1034927944	0.0593833195	0.0016275198	-0.1298418574	0.0858661039	-0.0471591923	0.0295967458	0.0003589068	0.0277144036	0.0079783732	0.1732391045	0.0231846264	0.1388323738	-0.0525030447	-0.1313125288	-0.0165023756	-0.1493007062	-0.0172266785	-0.118398845	-0.0213975312	0.0421922505	0.0698767793	-0.072322665	0.0129276365	-0.0079375575	0.1035600145	-0.0162486521	0.0177484859	-0.0307268104	-0.0747312382	-0.0457469292	-0.0064907946	0.0088126504	-0.0901679346	-0.1197845533	-0.0115971646	0.0361822426	-0.0908153477	-0.0093114043	-0.111347224	0.0660562198	0.0052382566	0.0516166281	-0.006018655	-0.0211346552	0.061529385	-0.0314847738	0.0496591348	-0.1152473848	0.1041370852	0.1515981761	-0.1218648157	-0.0065750823	-0.0657307967	0.0162795562	-0.1132110129	-0.1162738374	-0.0153084088	-0.2106171188	0.0066360098	0.0363592852	-0.0980742663	-0.0610546026	0.0007767722	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00833446	-0.00042842	6.94632234916e-05	1.8354369640000048e-07	-0.00673572	-0.02392852	0.0005725740693904	4.53699239184e-05	-0.0333031	0.0481758999999999	0.00110909646961	0.0023209173408099	-0.000903581	0.0003910189999999	1.5289585836099997e-07	8.16458623561e-07	0.000311192	0.000691901	9.684046086400001e-08	4.787269938009999e-07	0.0	-0.000411054	1.68965390916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49560.41653513174	-151.4069472858755	22924.06368642788	2456234887.13576	70236.52953517494	-563.533254523034	317569.72895332257	4933170081.145501	49534.53798652695	-17.469295783426787	305.1762951688529	2453670453.538681	54044.00087388143	56263.14621700861	1.422403	25.936905	0.101063825	0.0550161	-0.0885071229	-0.0361031556	-0.0111947113	-0.100632558	-0.0109726899	-0.0021011234	0.0650397679	-0.0651527527	0.1638442026	0.0424605922	0.097031232	0.123470383	-0.0324247808	-0.0521258858	0.0893439817	0.0723378968	-0.0606985496	0.0440869177	0.0776122419	-0.0022073896	0.1147169713	0.0600494098	-0.0664495155	0.0556543663	0.1399352746	0.0662831666	0.1122428449	0.0204094798	-0.0034084327	-0.0006294873	-0.1158487195	0.0427217542	-0.0326526795	-0.0261659111	-0.0981790453	-0.0621533141	-0.0396703115	-0.0987974194	0.0551773016	0.0384785623	-0.0961364639	-0.0994259555	-0.071669421	-0.017997967	0.0949130235	0.0303094427	-0.0767843283	0.016480089	0.0997492029	0.0662035549	0.0655858081	0.0431618618	0.0464596088	-0.0580346526	-0.005120432	0.0880717105	0.0176771823	-0.1011027581	-0.0721637898	-0.0476273201	-0.0077099301	-0.0844096492	-0.002416111	-0.0110702606	0.1079342832	-0.0293457796	0.053491905	0.0288741082	-0.082046048	0.1069496279	0.0769592786	-0.1251210361	-0.0204699326	-0.0909915313	-0.1252971091	-0.0448644862	0.0262275681	-0.0260233025	-0.0373122337	0.0595744199	-0.0162628321	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0116553	0.00332084	0.00013584601809	1.1027978305600002e-05	0.00571335	0.01244907	0.0001549793438648	3.26423682225e-05	-0.0392526	-0.0059494999999999	0.00154076660676	3.539655024999996e-05	-2.68235e-05	0.0008767575	7.6870371380625e-07	7.1950015225e-10	-1.88118e-05	-0.0003300038	3.5388381923999987e-10	1.0890250801444e-07	0.000380127	0.000380127	1.44496536129e-07	1.44496536129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49719.8069153612	159.39038022945897	25405.293309691504	2472059199.7007995	70091.31176173744	-145.2177734375	21088.20172214508	4912791984.481072	49522.12376029192	-12.414226235028764	154.11301301447642	2452440741.7296696	54235.33884534046	55852.594825407046	1.425093	25.985962	0.145355685	0.0825265	0.1023517237	-0.0379628168	0.0826301316	-0.0067803329	0.0955051478	-0.0301710444	-0.1277529875	0.0522112064	-0.0085827879	-0.080768588	0.0945541278	0.0092037014	-0.1223014773	-0.0525533012	-0.0781831944	-0.0780688275	0.0102477406	-0.0129999473	-0.139637494	0.0783673856	0.016112709	-0.0662560136	0.0004361658	0.0833508322	0.0459867935	-0.0736804003	0.1627315178	-0.0623902781	-0.0202090949	0.0567844267	0.0776895245	0.0449642457	0.104979176	-0.0090587182	0.0338239394	-0.063159276	0.0217708783	-0.0410775642	-0.0303440045	-0.0222659762	0.0177586233	0.0885774387	0.0363257779	-0.0001069451	-0.0136228677	-0.1025882873	0.1176485338	-0.0168838555	-0.0731228879	-0.0464255972	0.0013481426	-0.0297924187	-0.0242128934	0.1364500642	0.0254702689	0.0419677791	0.1396331534	-0.0347207702	0.0547017461	-0.0675067862	-0.0151595224	-0.2150388012	-0.0444984244	-0.1063739145	-0.0129319265	-0.0161220579	0.0730639033	-0.0149241656	0.0474241032	0.1056398179	-0.1064485453	-0.0227690836	0.01971401	-0.0423955454	0.04063437	-0.0027329347	-0.0774045208	0.1105222062	0.1021418345	-0.1804424893	0.007702044	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00599681	-0.01765211	3.59617301761e-05	0.000311596987452	-0.00625364	-0.01196699	0.0001432088496601	3.91080132496e-05	-0.0556745	-0.0164219	0.00309964995025	0.00026967879961	-0.00153012	-0.0015032965	2.2599003669122503e-06	2.3412672144e-06	-0.000121682	-0.0001028702	1.4806509124e-08	1.0582278048040002e-08	0.0	-0.000380127	1.44496536129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49614.58503732194	-105.221878039265	11071.643618109956	2461607048.4256496	70718.84876364384	627.5370019063994	393802.6887616723	5001155570.45513	49642.22184537176	120.09808507983688	14423.55003984374	2464350189.745105	54198.91117650657	56573.40883508193	1.457273	26.572746	0.117065782	0.0558194	-0.0942395978	0.0831397797	0.0636468704	0.0535969602	0.0034316409	0.0347025572	0.0849423048	0.003607695	-0.071675846	-0.0286431929	-0.0423867099	0.0948567313	-0.0629487315	-0.121059177	0.0881655222	-0.0152842752	0.067995738	0.0846557739	0.0176628493	-0.1011702143	-0.0604208653	-0.0432575165	-0.0073915746	0.1069968822	0.0955049254	0.0205311722	-0.1010356646	-0.0328293297	-0.0770354448	-0.0109007666	-0.0023597354	-0.0123496371	-0.1138095016	-0.0458203659	0.0504365844	-0.0348857232	-0.0973788677	0.1169959965	0.0848905404	0.0552636461	0.1035281835	0.1483882757	-0.018389455	-0.0446640972	-0.0142134935	-0.0200096599	0.026962623	0.1161121532	0.0632389449	0.0605177391	-0.0329982958	-0.0294941196	-0.1032010052	-0.0764588891	-0.0715597899	0.0588789606	0.0206240606	0.0054711745	0.0836886095	-0.0407647966	0.0628876762	-0.0227051012	-0.1659424505	0.0006024781	-0.0252244069	-0.0479396294	0.041432449	0.002155159	0.0320118702	-0.0404882609	0.0059754071	0.0347844974	-0.00805232	-0.0665844676	-0.1101212509	-0.1072067834	0.0502416688	-0.0132988405	-0.099249983	0.0033573461	0.114927812	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.000163333	0.005833477	2.6677668889e-08	3.4029453909529e-05	0.0112741	0.01752774	0.0003072216695076	0.00012710533081	-0.0257756	0.0298989	0.00066438155536	0.00089394422121	-0.000690665	0.000839455	7.04684697025e-07	4.77018142225e-07	-6.65877e-05	5.5094300000000005e-05	4.43392179129e-09	3.03538189249e-09	0.000381564	0.000381564	1.45591086096e-07	1.45591086096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49642.983959606994	28.39892228505778	806.4987869527513	2464425856.4137974	71415.54073994467	696.6919763008336	485379.7098419613	5100179459.178697	49517.2126996008	-125.00914577095682	15627.286526384332	2451954353.537507	54342.306719274326	57050.71295814177	1.427292	26.02606	0.054264254	0.0320143	0.0443831995	-0.1518574411	-0.0080666184	0.1173755099	0.0295794142	0.1002231134	-0.058848427	0.1148780454	-0.0668141672	0.0151629229	0.072279864	0.1574076567	0.1241620987	0.1325495783	-0.075998341	-0.0610896115	-0.0252045145	0.0056918753	-0.047521117	0.006859266	0.1183343536	-0.0579628953	0.0832308745	-0.0587434183	0.0851827225	0.0315335304	0.0724405322	0.1055820582	-0.0449834625	0.0073682546	-0.151924013	-0.0897632414	0.0962456192	0.2019284046	0.0514522189	-0.0139229792	0.0235979563	0.0458129891	0.119323032	-0.0332000274	-0.0117049596	-0.0789771367	0.0924444527	-0.0592962784	0.0871842068	-0.0140340506	0.0061826904	0.0377766828	-0.1316830015	0.0205254199	-0.030056855	0.0340653608	0.0423718436	0.0362807152	0.1154511673	-0.0399028722	-0.0379080021	-0.0124640616	0.0270539907	-0.1927052749	0.0398754825	0.0355657251	0.1231908317	0.0113492308	-0.0457871391	0.0159838086	0.1711807531	0.0854105217	0.0693596549	0.192885721	0.0068276892	-0.0208825634	0.0379020545	-0.043655632	-0.0803241094	0.0793137343	-0.0903426229	-0.081754118	-0.1255038457	0.0326832133	-0.0021543765	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.000154849	8.483999999999982e-06	2.3978212801e-08	7.197825599999967e-11	-0.0126458	-0.0239199	0.00057216161601	0.00015991625764	-0.0105059	0.0152696999999999	0.00011037393481	0.0002331637380899	-0.00092155	-0.000230885	5.330788322500001e-08	8.492544025000001e-07	-9.65431e-05	-2.9955399999999994e-05	9.32057015761e-09	8.973259891599996e-10	0.000422047	4.048300000000001e-05	1.638873289000001e-09	1.78123670209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
