global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
49555.94361421224	n/a	n/a	2455791547.494983	71305.41466636474	n/a	n/a	5084462160.742224	49626.27203963718	n/a	n/a	2462766876.552075	54107.09490059237	56389.78202523455	n/a	n/a	n/a	n/a	-0.0982390592	-0.0765278221	0.1960500882	-0.1120369488	-0.0547102677	0.1121351593	-0.0726190504	0.0548142712	-0.1531932246	0.1245865669	-0.0954576834	-0.0743541394	0.124268515	0.1200772902	-0.063091728	0.0939160846	-0.1095943425	0.0727870131	-0.008575738	0.0516442773	-0.2247338487	0.0967912452	-0.0059414434	0.1577490354	-0.0045576817	0.1882321151	-0.0405288413	0.0295572803	-0.0018069148	-0.1427137213	0.23265819	-0.0703989976	-0.1133348437	-0.0893568008	-0.1411765896	0.0004190268	-0.1371920843	0.0387488071	-0.2135001897	-0.0104326759	0.2306037386	-0.0868352038	0.1040602603	-0.0357684221	0.020795192	-0.1122949595	0.0594502897	-0.0452457504	0.1710493677	-0.0771601723	0.0571306243	0.1490484942	-0.0292991	n/a	0.00085843726081	n/a	-0.030934	n/a	n/a	0.000956912356	-0.000151112	n/a	2.2834836544000005e-08	n/a	-0.0007771889999999	n/a	n/a	6.040227417208446e-07	0.000825647	n/a	6.816929686089999e-07	n/a	-0.000461294	n/a	n/a	2.12792154436e-07
49556.5338060709	0.5901918586532702	0.3483264300206016	2455850042.872248	71091.26242640399	-214.15223996074928	45861.18188020634	5053967593.37984	49559.84502360835	-66.4270160288288	4412.548458494279	2456178238.7640777	54075.30076794836	57004.00625119225	1.166756	21.187368	0.052868788	0.0258892	0.021290659	0.1081231159	0.2215306042	0.0651231556	0.0526874226	0.0611186156	-0.0483262489	0.0672909214	-0.2092423158	0.2505009607	0.1494812905	-0.0876346025	-0.0810697741	-0.1134449812	-0.2190062812	-0.0231755976	-0.1269785417	0.159316592	0.0339504939	-0.0264718399	0.1126043388	-0.1893977637	-0.1275441876	-0.0687620782	0.0458447447	0.1777465725	-0.1606590006	0.1522187348	0.0813164976	-0.0429169598	0.0161543499	0.0177134325	0.0715132987	0.0144157324	0.0211144956	-0.2167770942	-0.089431664	0.1255687404	-0.171925975	-0.0643371895	0.0092603539	0.0861068058	0.1612696211	0.0004993745	0.0752603816	-0.1520821736	-0.0320679476	0.1946421526	-0.0606668972	0.0731196387	-0.0539635031	0.1488669016	-0.0265793	0.0027198	0.00070645918849	7.397312040000007e-06	-0.013038	0.017896	0.000320266816	0.000169989444	-0.0122601	-0.012108988	0.0001503100520099	0.0001466275903841	-0.000657966	0.0001192229999999	1.4214123728976164e-08	4.3291925715600006e-07	0.000761997	-6.364999999999995e-05	5.80639428009e-07	4.051322499999993e-09	-0.000681301	-0.000220007	4.8403080049000015e-08	4.641710526010001e-07
49577.48531635528	20.95151028438704	438.96578319677593	2457927050.293424	71364.50012266003	273.23769625603745	74658.83865530658	5092891877.757143	49510.22601112077	-49.61901248757931	2462.0464002425515	2451262479.67226	54008.51508184946	56376.76260643556	1.285968	23.352152	0.06656445	0.0308476	0.0718114674	-0.1167718853	0.1662037604	0.051088771	-0.0973491457	0.1157572274	-0.1135067079	-0.0891297564	-0.0229794949	-0.1332961372	-0.0883548121	-0.1781570048	-0.0130430554	-0.0600139636	-0.0330056261	-0.05773507	0.1429257537	-0.0236543128	-0.0005822488	-0.0538317654	-0.0974905132	0.144983933	-0.0372812668	0.0406481829	0.0055008992	-0.0877854105	-0.1533936586	0.0760934145	0.0643399571	-0.0358307815	0.2036184996	0.0872958981	0.027945662	-0.1324305331	0.0339524232	-0.1044385516	0.1086848452	-0.1358772923	-0.1976738164	-0.052548934	-0.0156387221	-0.1119981456	-0.0072432509	-0.3032530666	-0.0765200296	0.0150008831	0.0067631503	0.0044559689	-0.0197911329	-0.0661599905	0.003308626	0.1485039376	-0.0168255	0.0097538	0.00028309745025	9.513661444e-05	-0.03094	-0.017902	0.000320481604	0.0009572836	-0.0249202	-0.0126601	0.00062101636804	0.00016027813201	-0.000413222	0.0002447439999999	5.989962553599999e-08	1.70752421284e-07	0.0008222169999999	6.021999999989997e-05	6.760407950888356e-07	3.6264483999879525e-09	-0.000461294	0.000220007	4.8403080049000015e-08	2.12792154436e-07
49581.9090868276	4.4237704723200295	19.569745191770576	2458365708.694437	71341.90106997282	-22.59905268720468	510.71718235905286	5089666848.27779	49715.81072937376	205.58471825299057	42265.07637916152	2471661836.478915	54189.78015926504	56870.89615487999	1.336313	24.266378	0.073871983	0.0405345	-0.1232713779	0.0606459609	0.1890027928	-0.0639398785	0.0159970958	0.0012067242	-0.1200483892	0.1231497555	-0.2077422768	-0.1433120186	0.0297909962	0.0095224883	0.1099215124	-0.0487989724	0.1744573331	-0.259403002	-0.0702721846	0.0574425073	0.1910592854	0.0347847315	-0.0147460495	0.0425799839	-0.0520060084	-0.0414874293	0.0576765757	-0.0307346923	0.1788722936	0.1904269717	0.0046554473	0.0599293143	0.1183797042	-0.0278817414	-0.0637865431	0.0095111641	0.128182777	0.0546251105	-0.0195855983	0.2045919388	-0.1310791439	-0.0466854894	-0.1146713502	0.1407776481	-0.1931227797	-0.1560779066	-0.1282983713	-0.0857852969	-0.0930359034	-0.0044196803	-0.1591468539	0.1235832436	0.1177322522	0.1479600444	-0.0159398	0.0008856999999999	0.00025407722404	7.844644899999995e-07	-0.0174944	0.0134455999999999	0.0001807841593599	0.00030605403136	-0.000129317	0.024790883	1.6722886489e-08	0.0006145878799196	-0.00084857	-0.000435348	1.89527881104e-07	7.200710449e-07	0.000562569	-0.0002596479999999	3.16483879761e-07	6.741708390394809e-08	-0.000461294	0.0	0.0	2.12792154436e-07
49669.3984376356	87.48935080799856	7654.386504805038	2467049141.156598	71528.55473939463	186.65366942180844	34839.592308625746	5116334143.106574	49665.66294420974	-50.147785164022935	2514.800356856999	2466678075.6878486	54146.65021548666	56867.509364594895	1.283703	23.311024	0.137772767	0.0570438	0.0812318338	0.1154339157	0.1213380245	0.0748964151	0.1085927436	0.1269397843	-0.2327143151	-0.1225983073	0.1473963166	0.0846538435	0.2548488385	-0.0678065423	-0.0138867142	-0.0082877828	-0.184562048	-0.0938670623	-0.0035213146	0.0152674005	0.0688149983	-0.0690525052	0.1186826508	0.0965383693	0.0042292918	-0.1120335931	0.1491207323	0.1470597685	0.2740390863	-0.158233303	-0.1800482007	-0.0450608908	-0.0300095537	-0.107570266	-0.0007221199	0.0169947962	0.0124936638	-0.2763762095	0.1788343448	-0.0095935503	-0.1526973092	0.1124073611	-0.0848036231	0.0106192049	0.1188794217	0.1212573503	-0.1289871099	0.0598904412	-0.0520918303	-0.1109285055	0.0168500658	0.0746653703	-0.0675932196	0.1472358847	-0.031024	-0.0150841999999999	0.0009624885759999	0.0002275330896399	-0.0375017	-0.0200073	0.0004002920532899	0.00140637750289	0.034374	0.034503317	0.001181571876	0.0011904788840024	-0.000293866	0.000554704	3.076965276160001e-07	8.6357225956e-08	0.00022132	-0.0003412489999999	4.89825424e-08	1.1645088000099997e-07	-0.0009289	-0.0004676059999999	2.1865537123600002e-07	8.6285521e-07
49695.66128857337	26.262850937768235	689.7373393794338	2469658750.90861	71112.35774267814	-416.1969967164914	173219.94007582715	5056967423.722636	49744.27510716948	78.61216295974009	6179.872165208732	2474492905.9377613	54327.67215211762	56434.10016593975	1.193663	21.67597	0.176718	0.0784104	0.0697564643	0.0278709235	0.1093958938	0.1574086769	-0.0045097596	0.0119010544	-0.1382421012	0.0962919943	-0.0629264822	-0.0645686592	0.0159215449	-0.0180781028	-0.1678123131	0.076060858	0.0269035372	-0.1325528623	-0.1483194835	0.1821605652	-0.2926087869	0.0916554074	-0.0874108281	0.0842880728	0.0434975053	0.0900372165	0.0347707414	0.1253794286	-0.0169021408	0.186898261	0.0462689069	0.1077451969	-0.0734654236	0.0938051872	0.1364783269	0.0454841553	0.1188878247	0.0809477965	0.0088635257	0.2461621028	0.0041442801	0.2325366319	0.1971345402	-0.296722585	0.0213610575	0.0670803169	-0.0004975016	-0.1029888918	0.004865199	-0.024633375	0.0776962603	0.05885042	0.1415358676	0.1463323407	-0.0206633	0.0103607	0.00042697196689	0.00010734410449	-0.0092497	0.028252	0.000798175504	8.555695008999999e-05	-0.0208523	-0.0552263	0.00043481841529	0.00304994421169	-0.00109664	-0.000802774	6.444460950760001e-07	1.2026192896e-06	0.000431617	0.000210297	1.86293234689e-07	4.422482820900001e-08	-0.000284391	0.0006445089999999	4.153918510809999e-07	8.0878240881e-08
49803.03092610193	107.36963752855809	11528.239063013949	2480341889.426265	71512.991357186	400.63361450785305	160507.293073627	5114107932.852959	49779.729474714215	35.45436754473485	1257.012177997148	2478021466.5757318	54214.44388479001	57113.61935672061	1.242123	22.555975	0.01054465	0.00630306	-0.0067937703	-0.1604217395	0.0986981018	0.0116657852	-0.1367379803	0.1606004657	-0.123065936	0.2117961238	0.1341720528	0.0410636537	-0.1000804426	-0.0127272353	0.0763960986	0.0284794181	0.133224526	-0.21016715	0.0967494509	-0.0734567927	-0.2329881918	0.0620814965	0.1413847092	-0.050984349	-0.0631288671	-0.0385788398	-0.1085198457	0.0495974592	-0.0760429583	-0.1195241512	0.0247247864	-0.0190530959	0.0498962865	-0.0193889647	-0.0637794376	-0.1121021868	0.0510481821	0.1374839514	0.1705230515	0.0948931889	-0.0070374529	-0.1763811232	-0.0520172794	0.0305109709	0.2019329298	0.0155833054	0.0513057778	0.1177564007	-0.0364009571	0.026158401	0.1590870938	0.1329956986	-0.0334001441	0.1452505133	-0.0253069	-0.0046436	0.00064043918761	2.156302096000001e-05	-0.0122872	-0.0030375	9.226406250000002e-06	0.00015097528384	-0.0208554	-3.099999999998937e-06	0.0004349477091599	9.60999999999341e-12	-0.00109664	0.0	0.0	1.2026192896e-06	0.000488826	5.7209000000000014e-05	2.38950858276e-07	3.2728696810000013e-09	-0.000284391	0.0	0.0	8.0878240881e-08
49765.89383621304	-37.13708988888538	1379.163445415153	2476644189.3172274	71784.53695840882	271.5456012228242	73737.01354346506	5153019746.333161	49825.52366271123	45.79418799701671	2097.107654306109	2482582808.2633967	54282.62715930051	57294.16950269015	1.279003	23.225681	0.10386458	0.0483905	-0.1159058808	0.1340467466	0.0750896193	-0.1015004025	0.1714076191	0.1626940807	-0.0518419474	0.1813036163	0.0762893348	-0.0109427485	0.067073504	0.1951811346	0.0155208159	0.1378936167	-0.1995595369	-0.0274170172	0.0264232438	0.1739952524	-0.0552638029	0.0422852922	-0.0004863311	0.0776079942	0.0154036961	-0.0469288798	0.045725534	-0.0552325338	-0.1043136188	-0.028114477	-0.1811439374	-0.0739761904	-0.0794863472	-0.0158741737	-0.1210735227	0.1495827192	-0.1346527816	-0.0185380132	0.1250608113	0.0729486995	0.0168654924	0.1130318304	0.1131047032	-0.0445938193	0.1043435732	-0.0452151071	-0.0999104856	0.0191826396	0.0820187238	0.1685661381	0.0015878079	0.0071329552	-0.0083441655	0.1439917206	-0.0149941	0.0103128	0.00022482303481	0.00010635384384	-0.0309025	-0.0186153	0.00034652939409	0.0009549645062499	0.0155326	0.036388	0.00024126166276	0.001324086544	-0.00076242	0.00033422	1.1170300840000009e-07	5.812842564e-07	5.20764e-05	-0.0004367496	2.71195143696e-09	1.9075021310016005e-07	-0.000284391	0.0	0.0	8.0878240881e-08
49702.21291574571	-63.68092046733364	4055.259631566872	2470309968.72212	71659.76785175121	-124.76910665760806	15567.329976137577	5135122328.566876	49650.10514258201	-175.41852012922027	30771.657204325656	2465132940.669449	54300.4936750674	56763.49709144787	1.364899	24.785479	0.1023846099999999	0.0594861	0.1580031039	-0.0064540902	0.066654443	0.1634928377	0.0481932642	0.2028244653	-0.0018170495	0.1095105299	0.059480762	-0.123707983	0.0164965899	-0.0911095641	-0.1105249395	0.0907601241	-0.085353045	-0.0448664951	0.1270584509	0.0965413222	-0.0028122534	-0.0495193153	-0.1423287047	0.0590610652	-0.0258372734	-0.1733508631	0.0103860614	-0.0895658277	0.0128938244	-0.1522277418	0.0489998237	0.0416278562	0.0096722371	0.0542301319	0.1401982444	-0.0344603758	-0.0967753243	-0.0559940736	0.1315780945	0.0419345722	-0.100399291	-0.0001120259	0.0669055937	-0.0271117817	0.0603679191	-0.1837520755	0.1043272632	-0.0278458318	0.0637350512	0.0768163821	-0.1597201658	-0.0947682039	0.0223334233	0.1425574961	-0.0082057	0.0067884	6.733351249e-05	4.608237456e-05	0.00175536	0.03265786	0.0010665358197795	3.0812887296e-06	-0.0194316	-0.0349642	0.00037758707856	0.00122249528164	-0.000202937	0.0005594829999999	3.13021227289e-07	4.1183425969000006e-08	5.20764e-05	0.0	2.71195143696e-09	0.0	-0.000284391	0.0	0.0	8.0878240881e-08
49711.84113069455	9.62821494883974	92.70252310106105	2471267148.6034145	71105.81717051631	-553.9506812348991	306861.3572406088	5056037235.486893	49691.18899105368	41.08384847166599	1687.8826052428117	2469214263.344614	54143.99060682109	56977.57795564607	1.432195	26.007521	0.11731814	0.0631024	-0.1642076322	-0.0570229918	0.1011869002	-0.1135506091	-0.092711248	0.1506648322	-0.016218592	0.1568164491	-0.0827840843	0.0437262559	0.159142564	-0.059889433	0.1383634552	0.0482493003	0.0492660901	-0.0895729851	-0.1996075525	0.1624754575	0.1201491197	0.0726134885	0.0389478538	-0.076011885	0.0935087244	-0.1399047704	-0.0654367528	-0.0517053192	0.0613667395	-0.0824248952	-0.0101662031	0.0980538542	0.068405038	-0.0323822329	-0.1262753834	-0.0948537416	-0.0311584874	-0.0452231669	-0.0791845342	0.1379049217	-0.1841407109	0.0200121448	0.053445948	0.0993158763	-0.1292148848	-0.0024141695	0.0377533465	0.0490057604	0.0908943279	0.0003066771	-0.0196322726	0.1256468672	-0.0611130681	0.1409495873	-0.014728	-0.0065223	0.000216913984	4.254039729e-05	-0.0309597	-0.03271506	0.0010702751508035	0.0009585030240899	0.0259601	0.0453917	0.0006739267920099	0.00206040642889	-0.000469699	-0.000266762	7.116196464400001e-08	2.20617150601e-07	0.000439096	0.0003870196	1.92805297216e-07	1.4978417078416e-07	-0.000284391	0.0	0.0	8.0878240881e-08
