onset	duration	trial_type	identifier	response
4.000174	9.969119	experimental_trial	4.mov	n/a
16.00074	9.968222	experimental_trial	21.mov	n/a
28.00116	9.969438	experimental_trial	36.mov	n/a
40.0015	9.975657	experimental_trial	32.mov	n/a
52.00227	9.967211	experimental_trial	40.mov	n/a
64.00298	9.974834	experimental_trial	8.mov	n/a
76.00329	9.971355	experimental_trial	24.mov	n/a
88.0035	9.966028	experimental_trial	42.mov	n/a
100.0038	9.970551	experimental_trial	15.mov	n/a
114.0042	9.966527	experimental_trial	30.mov	n/a
126.0045	9.969239	experimental_trial	11.mov	n/a
138.0048	9.969851	experimental_trial	35.mov	n/a
152.0051	9.967377	experimental_trial	5.mov	n/a
164.0053	9.965796	experimental_trial	34.mov	n/a
176.0056	9.968578	experimental_trial	44.mov	n/a
188.0058	9.965549	attention_check	f3.mov	Neutral
204.0282	9.969425	attention_check	n1.mov	Neutral
222.0584	9.969762	experimental_trial	45.mov	n/a
234.0587	9.96883	experimental_trial	12.mov	n/a
246.059	9.969013	experimental_trial	23.mov	n/a
258.0593	9.969263	experimental_trial	9.mov	n/a
270.0597	9.967529	experimental_trial	18.mov	n/a
282.0598	9.971878	experimental_trial	1.mov	n/a
296.0602	9.968503	experimental_trial	13.mov	n/a
310.0605	9.969058	experimental_trial	2.mov	n/a
322.0608	9.966098	attention_check	a3.mov	NoResponse
338.0831	9.972223	experimental_trial	33.mov	n/a
350.0834	9.969049	experimental_trial	37.mov	n/a
