global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
60565.7273496838	n/a	n/a	3668207329.396237	100906.45252923544	n/a	n/a	10182112162.034843	59817.57469223485	n/a	3578142242.0610948	n/a	67237.38193939762	60264.71437168389	n/a	n/a	n/a	n/a	-0.1084538406	-0.0240911977	-0.0197017796	0.1225866178	0.1248174933	0.0383390539	-0.0985044692	-0.0585309914	0.057671554	-0.2223194473	0.0425920591	-0.0387252767	0.0585368254	-0.1138684249	-0.0559459646	-0.0091372509	0.095801975	-0.0164886074	0.0320549406	-0.0184747374	0.212550635	-0.0529846802	0.1302894165	-0.0818980427	0.0427793621	-0.0740896843	0.014149736	-0.1353209993	0.1127965088	-0.0022163389	0.018813829	-0.0140686775	0.1052896728	-0.0489299101	0.0176465461	-0.17889239	0.0220247745	-0.0142589963	0.004723103	-0.0372277357	0.0363702741	-0.0676425699	0.1048396834	-0.0637336598	0.0309405983	-0.0423190175	0.0108917511	-0.0624478581	0.0052179592	0.0922182941	-0.0494303998	0.0192372766	0.0968918331	-0.0399202886	0.0663815154	0.0503299554	-0.0935053129	0.05306323	0.0756278351	-0.0677215446	-0.0650296903	-0.1468944429	0.010728038	-0.0374157084	0.0837950984	-0.1571183753	0.0088552378	-0.020120176	0.0934148187	0.0628934694	-0.0647125838	0.0542470273	-0.0001329341	0.0686189321	-0.0064747601	0.152957481	-0.0364268899	-0.0200901376	0.0793475367	-0.0959559325	0.187694185	-0.0573971378	0.0508794128	-0.1143413579	0.0940006775	-0.052870389	0.0079425829	-0.0831445991	0.1037995883	-0.087662897	0.0367043258	-0.016240471	0.1209715535	-0.0389949119	0.1022157746	-0.0616747411	0.0313824521	-0.1030388296	0.0771098468	-0.027152301	-0.1266523952	0.1280618885	-0.1052704147	-0.0256398036	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.139702	n/a	0.019516648804	n/a	-0.02401	n/a	0.0005764801	n/a	-0.0118264	n/a	n/a	0.00013986373696	-0.000403609	n/a	n/a	1.62900224881e-07	-0.00140902	n/a	1.9853373604e-06	n/a	0.00224066	n/a	n/a	5.020557235599999e-06	0.0	0.0	0.0	0.0	0.0	0.0
60660.289573498965	94.56222381516272	8942.014172868929	3679670731.140747	101321.68877137384	415.2362421384023	172421.13678522187	10266084615.483145	59837.05147174874	19.476779513890506	3580472728.832708	379.3449402327049	67535.2313222959	61143.99028153593	1.251656	22.580276	0.10948443	0.0565098	0.1133003436	0.047953099	0.0330458822	0.0595244515	0.0860073456	-0.0616244358	-0.1010616773	-0.0761119583	-0.0407569352	-0.0481323155	-0.0816342666	-0.1496500334	0.0789794389	-0.1389673078	-0.0935035223	-0.0615518503	-0.020841373	0.0151381148	-0.0463721835	-0.0568954923	-0.0977630695	0.0602249201	0.0844747287	0.1106245596	0.0208972343	-0.0391531517	0.0054178691	-0.0413302331	0.1949878985	-0.0313662636	0.0923709519	0.01237908	0.072866984	0.0714175278	0.0001529566	-0.0391723627	-0.0591708874	0.042910016	-0.0471571634	-0.0923166187	-0.040302156	0.0819441839	0.1553702022	0.0395728383	0.0075339772	0.0575412319	0.0886712763	-0.0610287738	0.0162320556	0.0611420583	-0.0067266433	-0.0008789439	0.0711766992	0.0337141158	0.0612830433	-0.1644417152	0.0260618586	0.0130006675	-0.0219566767	-0.1187390328	-0.0464349361	-0.0260815914	0.0951341615	-0.057684746	-0.0534433415	0.0490982654	0.0811761082	-0.1426137938	-0.0945747207	0.0153858437	0.0362487892	0.0239310458	0.0719530991	0.1181210263	-0.1164491255	-0.0124956354	-0.0375459185	-0.0890011728	-0.0310047759	-0.0338636802	0.1636170158	0.0310450321	-0.0090363218	-0.1084823157	0.1441283542	-0.0287517285	0.0063361271	-0.0861314201	0.0288632028	-0.1697597974	-0.0091198399	0.0316386377	-0.0845421911	-0.0492453849	0.0668693028	0.0049142588	0.0240937227	-0.016646018	-0.0443847027	0.0268867374	-0.0153658816	0.0356019853	-0.0230230423	-0.0375122751	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.14071	0.001008	0.0197993041	1.016064000000018e-06	0.00758623	0.03159623	5.75508856129e-05	0.0009983217502129	-0.0537313	-0.0419049	0.00175602064401	0.00288705259969	-0.000216723	0.0001868859999999	3.4926376995999995e-08	4.6968858729e-08	-0.00115953	0.00024949	1.3445098209e-06	6.22452601e-08	0.00197753	-0.0002631299999999	6.923739689999995e-08	3.9106249009e-06	0.0	0.0	0.0	0.0	0.0	0.0
60505.830552285326	-154.45902121363906	23857.5892342754	3660955530.8218646	101326.20239718456	4.51362581072317	20.372817959226392	10266999292.23521	59763.81287484217	-73.23859690656536	3571713329.339151	5363.892076842366	67345.94574021923	60482.508606585085	1.289253	23.258539	0.13913235	0.0634018	-0.0098095713	-0.0981020366	-0.0255232612	-0.0584876704	0.0202795044	-0.0264550352	-0.0484788806	0.1116362616	-0.0336102629	-0.1220140251	0.1297048338	-0.0160137455	0.1485163978	-0.0724926993	-0.0194567359	-0.0809254557	0.0460050284	0.0856824067	0.0939788336	0.0673383194	-0.1229810897	-0.0759720776	-0.000660858	-0.0003963019	-0.0207258157	-0.0359825434	0.0036302154	-0.0050210321	0.0221435709	0.0213558384	0.0230490547	0.1383844059	0.1240335009	0.1259552576	0.0160425318	-0.0930029294	-0.0306296849	-0.1896909125	-0.0141608841	-0.0646235582	0.0526697014	-0.0383737062	-0.1278923276	-0.0471741129	-0.0158159196	-0.0751599479	-0.1056532893	0.0751387605	0.0396480419	0.0536080165	0.0879933285	-0.0816562573	0.0178252896	0.0188298409	-0.0408928464	0.1056982391	-0.0759459662	0.113067725	-0.0022998658	-0.1452955352	-0.0818562809	-0.1040005781	0.0250507618	-0.0170655042	0.1550113265	-0.0585553725	-0.0886543366	-0.0121525951	-0.0730434507	0.1515242132	0.0967931412	0.0172891899	-0.0792277602	0.0213716084	-0.0741838663	-0.070720299	0.0441782096	-0.1393380735	0.0609600958	-0.1265115014	-0.0446726913	-0.0823463167	0.032178478	-0.1112258602	0.0572219211	0.0778313145	0.0641007824	0.0045330604	0.0635592547	0.0911382805	0.0516050574	0.1366072779	-0.0041430534	0.0049675774	0.0004521609	0.0873237749	-0.0791494698	0.0687897157	0.0295238032	0.0605451165	-0.048967833	0.0683253508	0.0416509997	-0.1318026499	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.108	-0.03271	0.0116639999999999	0.0010699441	-0.00790507	-0.0154913	6.24901317049e-05	0.00023998037569	-0.0173055	0.0364258	0.00132683890564	0.00029948033025	-0.000822018	-0.000605295	3.663820370250001e-07	6.75713592324e-07	-0.00109359	6.594000000000001e-05	1.1959390880999998e-06	4.348083600000001e-09	0.00155866	-0.00041887	1.754520769e-07	2.4294209956e-06	0.0	0.0	0.0	0.0	0.0	0.0
60415.63087463808	-90.19967764724424	8135.981847666772	3650048453.980522	100879.71043079304	-446.4919663915207	199355.07605216684	10176715976.600657	59700.13400410354	-63.67887073863676	3564106000.107919	4054.998578548009	67526.89432180637	60258.55476589221	1.290833	23.28705	0.13436297	0.0592023	-0.0655458282	0.0841409047	0.1307038256	0.0012466643	0.0183045308	-0.0171853182	0.0937492032	0.0450723118	0.1202681331	-2.62716e-05	-0.0458870059	0.0237612722	0.1353096099	0.0458703407	0.0372086627	0.0366752744	-0.0242219614	0.0745846482	0.1261321656	0.020478134	-0.0888015729	-0.0870572147	0.0996198942	0.0049939133	-0.085237381	-0.0143839715	-0.1779026637	0.0825928252	-0.0107128767	-0.0663920088	-0.0772360988	0.1141858003	-0.0047425968	0.0365430238	0.0276284562	-0.0533262817	0.0849178313	-0.0669014825	0.083812238	-0.0068803292	0.0617951292	0.0254729524	0.0621034116	0.0982912887	0.0635380517	-0.037001539	0.0425928492	0.0066361596	-0.0149739103	0.0831200565	0.0983920405	0.1377555321	0.0108321604	-0.046877635	-0.0075768017	-0.0301699656	0.048016371	0.0542866766	-0.057313021	0.1540227885	0.1221067738	0.0966470513	-0.0199315959	0.0446664918	0.0049886163	-0.0229674317	-0.0837448718	-0.1656944682	-0.0468766676	0.1057804505	0.0232762718	-0.1143702574	-0.1658489225	0.1356679745	0.041659835	0.0008748417	0.008864764	0.0262555624	-0.0394071986	-0.0088306708	-0.0788897783	0.0908650742	0.017381479	-0.0273898681	0.0103588076	0.1021742866	0.0511365802	-0.0625452076	0.0774786194	-0.0473578283	-0.1721897606	0.0978269997	-0.0171172124	-0.0645170121	-0.0128957874	0.0283202438	0.0951004493	-0.1020996637	-0.0248103973	-0.1217228675	-0.0410832704	-0.0288311962	-0.1685440924	0.0630475383	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0957084	-0.0122916	0.00916009783056	0.00015108343056	0.0052916	0.01319667	2.800103056e-05	0.0001741520990889	-0.0550411	-0.0377356	0.00142397550736	0.00302952268921	-0.000397235	0.000424783	1.80440597089e-07	1.57795645225e-07	-0.000527341	0.000566249	2.78088530281e-07	3.206379300010001e-07	0.00112691	-0.0004317499999999	1.864080624999999e-07	1.2699261481000002e-06	0.0	0.0	0.0	0.0	0.0	0.0
60685.66046575237	270.02959111428936	72915.9800773503	3682749386.16458	100606.06331687304	-273.64711392000027	74882.7429567456	10121579976.118668	59747.13983585859	47.00583175505017	3569720718.56564	2209.5482189840827	67380.17890397893	60266.52056993247	1.336898	24.118067	0.062433832	0.0357853	0.047847741	-0.0126313667	0.0286298819	0.1275674748	0.042312042	0.0145857535	-0.0624412475	0.0068487873	0.0632233723	-0.0156238919	-0.0567551119	-0.1034253599	-0.1304089491	-0.1035563129	0.0118065608	-0.0991753267	-0.0340287869	0.0517524385	-0.1126886186	-0.017198475	-0.0725203452	0.1450663628	0.1216216005	0.105914068	0.0046359883	-0.0846557258	0.0757616175	-0.0073935197	-0.1965230259	-0.0884174403	-0.0146477407	0.031412856	0.1635153907	-0.0221415588	-0.0549127945	0.0115548543	0.0369321428	0.0453191869	0.0625341902	-0.0407690667	0.0304855919	0.0284245706	0.0212827626	0.0211238978	-0.0206302209	-0.0456192758	-0.1453828932	0.0387710923	-0.0163774048	0.0082356876	0.0314298152	0.0509050202	0.059228541	-0.0208601467	0.0262133484	-0.0187432461	-0.065334876	0.061102322	-0.0681225177	0.0202100893	0.0657927831	-0.019344327	0.0263609255	0.0608207063	-0.0572516609	0.0445652968	0.1430147155	-0.1600273802	-0.0143617537	0.016773819	0.1644200704	0.0335308361	0.1123170554	-0.0999643021	-0.0832455728	-0.0180535877	0.0589456914	-0.0016872955	0.109422785	-0.0427211591	-0.0598985785	0.0253301197	0.0843991607	0.0778356162	0.0353510834	0.0748787794	-0.0415463284	0.0823410813	0.06777383	-0.1060106738	0.0043768236	0.1281333724	-0.048554047	0.013060474	0.0962360253	-0.0187086151	0.0584611365	0.0725922572	0.0083404821	-0.03260945	0.1173094508	-0.045404509	0.0024642028	-0.015903208	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.065154	-0.0305543999999999	0.004245043716	0.0009335713593599	-0.000314172	-0.0056057719999999	9.8704045584e-08	3.1424679715983994e-05	-0.0550624	-2.129999999999493e-05	4.536899999997841e-10	0.0030318678937599	-9.29158e-05	0.0003043192	9.261017548864001e-08	8.633345889640001e-09	-0.0007480689999999	-0.0002207279999999	5.596072287608504e-07	4.8720849983955874e-08	0.00112691	0.0	0.0	1.2699261481000002e-06	0.0	0.0	0.0	0.0	0.0	0.0
60669.56217613043	-16.098289621942968	259.1549287519567	3680795774.643356	100403.39358846797	-202.66972840507515	41075.018811786926	10080841444.08081	59642.65185053662	-104.48798532196815	3557245919.764319	10917.739076643831	67261.19835195615	60260.543485807415	1.251011	22.568649	0.138422682	0.0783103	-0.0958239082	-0.0828783362	-0.0389089028	0.0033191206	-0.0404408661	0.1512841447	0.0790606189	-0.0406109891	-0.0153996318	0.0018425983	-0.0960113664	-0.0546480958	0.0448289366	0.1416710059	0.1001399888	-0.0317497359	-0.0095583539	0.1487038703	-0.1113919886	0.0269879768	-0.0208947568	-0.0150173487	-0.0161322491	0.1883615584	-0.00614591	0.0862859853	-0.0453501113	0.056927566	0.008348995	0.065337814	0.0647823066	0.0373324247	-0.0655226807	0.1106495362	0.0368524718	0.0190586437	0.0727808295	0.0124493472	0.0741908146	-0.0194802637	-0.0423755087	-0.0034709134	0.0273190209	0.0320231906	0.076349736	-0.0121023233	-0.0836792459	0.1005884613	0.0736496392	-0.0049063187	-0.1246138251	0.0132038464	0.0045305262	-0.0199420669	0.0622271413	0.0752577185	0.0992226343	0.0388423796	0.0384187073	0.0247725195	-0.0066393729	-0.0085443365	-0.146361033	-0.0415765218	-0.089407957	0.0327043902	-0.0944105952	-0.1028303011	-0.0307246498	-0.027237289	0.1406346975	0.0510479661	0.1326652256	0.0900523261	0.0728116349	-0.0798239698	-0.0222555037	-0.0393877848	-0.0410883818	-0.041884818	-0.0736528603	-0.0663959558	-0.0584250602	-0.0518864053	-0.0532591448	-0.0241667683	0.1189757032	-0.0397166298	-0.0451417467	0.089456761	-0.0848005216	-0.0267063976	-0.0456244149	0.0391183732	0.0247175966	-0.1358530541	-0.0272460197	0.0180571245	-0.0541447065	-0.0307291946	0.041035875	-0.0310258239	-0.0786729015	-0.071874856	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0651906	3.659999999999775e-05	0.00424981432836	1.339559999999835e-09	0.0555709	0.055885072	0.00308812492681	0.0031231412724451	-0.105811	-0.0507486	0.00257542040196	0.011195967721	-0.000144216	-5.130019999999999e-05	2.6317105200399984e-09	2.0798254656e-08	-0.000444928	0.0003031409999999	1.97960925184e-07	9.18944658809394e-08	0.0008463029999999	-0.0002806070000001	7.874028844905617e-08	7.162287678088308e-07	0.0	0.0	0.0	0.0	0.0	0.0
60675.960615262265	6.398439131837222	40.94002332382586	3681572196.5848575	100991.35409910574	587.9605106377712	345697.5620694287	10199253602.770962	59653.29662247475	10.64477193813218	3558515797.928957	113.31116961484634	67373.13543117631	61365.77922242239	1.137375	20.518612	0.0914955	0.038741	-0.0454554731	0.0854719536	-0.0423996256	-0.040481784	-0.0259116557	-0.0212156971	0.0585815477	-0.050344209	-0.0782893791	0.0073806972	0.0495822826	0.1124845895	-0.048481014	-0.1307159003	0.0919374238	0.0220547334	-0.0280281698	-0.0576914896	-0.0048304001	-0.0287399362	-0.0508627221	0.0435058988	0.0479169041	-0.1140852667	0.1257695859	0.134663462	-0.0761879671	-0.1033292463	-0.0634992135	0.0907101126	-0.027166579	0.0486431935	0.09080426	-0.0586471112	-0.0101015359	0.0368875831	-0.0914827277	-0.0572681091	0.018109494	0.0161374743	-0.0156405057	-0.0537251066	-0.0085857641	-0.05497191	-0.0903621975	0.0660469695	0.0170098025	-0.0681166234	-0.0859992224	-0.1326378542	-0.0624124177	-0.0025825686	-0.109284384	0.0283034319	-0.1964258157	0.0015075913	0.0436641512	0.0651828692	0.0139103286	0.0910761826	-0.0528229366	0.0527571177	-0.0580850928	0.0484643807	0.0067720225	-0.0500597404	0.1094358113	0.0401801031	-0.0049934862	-0.0180664535	-0.0167404575	0.0437164941	-0.0401688419	0.0473645659	-0.0475866843	0.0265197894	0.0262737831	0.1317019903	-0.0906658927	0.0734458597	0.1113085402	-0.0121117237	-0.0578144479	0.0944132159	0.0841199431	0.1198772463	-0.0739274179	0.0350270044	-0.0239415156	0.1193231258	0.0023084077	0.1164165726	0.048150881	-0.0490495662	-0.2136833721	0.103956244	0.0326296128	0.0394329161	0.0795925894	0.1323320864	0.0564302726	-0.0064672415	-0.0630098155	-0.0271857752	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0821728999999999	0.0169822999999998	0.0067523854944099	0.0002883985132899	0.0435161	-0.0120547999999999	0.00189365095921	0.0001453182030399	-0.128465	-0.0226539999999999	0.0005132037159999	0.016503256225	0.000183592	0.0003278079999999	1.0745808486399999e-07	3.3706022464e-08	-0.000632601	-0.000187673	4.00184025201e-07	3.5221154929000006e-08	0.00112691	0.0002806070000001	7.874028844905617e-08	1.2699261481000002e-06	0.0	0.0	0.0	0.0	0.0	0.0
60564.2208828031	-111.73973245916568	12485.767810045923	3668024851.140963	101036.74930596502	45.395206859277096	2060.7248057965585	10208424710.316422	59714.63453677399	61.33791429924168	3565837577.8604813	3762.339730581116	67309.80874957102	60903.44186027391	1.130936	20.402452	0.116881955	0.0601998	0.0758401607	0.0360216386	0.0415564673	-0.0229763255	0.0190113306	-0.0640611922	-0.0101798322	-0.0303362805	0.0222369847	0.0743694555	0.0195131815	-0.0851205508	0.0910758539	0.1001472701	0.0152855857	-0.0180696762	-0.1000887388	0.0311382279	0.08282811	-0.0795921904	0.0212614466	-0.0234946359	-0.0810538663	0.0100800849	0.1162703189	0.0638581104	-0.168874946	-0.0301334053	-0.0681807199	0.0189971935	-0.0555927498	0.075128131	-0.1460357644	-0.0251581259	0.1038230157	-0.1535169461	-0.0784639505	0.0901876917	-0.0046463036	0.0974004622	0.0509882507	0.1247438138	0.0044202497	-0.0134607328	0.1014003876	-0.1189811307	0.0911781871	0.0412036577	0.047584309	0.030552336	-0.0390855778	-0.0303094278	0.1206354256	0.0190697975	0.0378670594	0.0344225074	-0.0908883949	0.0715004892	0.0569587375	0.0154424801	0.1076971634	-0.0271049738	0.0530265145	0.1063307645	-0.088441197	0.0356826479	-0.0663484077	0.0958619833	-0.052474226	-0.0751042429	-0.0328868836	0.1094671026	-0.0665684605	0.1454460167	0.0947752872	0.0344769148	0.0905038266	0.065771359	-0.1028790886	0.0763711865	-0.0834358128	0.0335350467	-0.0152481002	-0.0676790473	-0.1002199471	0.061362257	-0.0224616559	-0.0034752346	0.1479172354	0.150774466	-0.0211094191	-0.0792775548	0.0666422244	0.0388696033	0.1390723204	-0.1348697305	0.0623818677	0.0170477821	-0.0982970307	-0.0452721963	0.0356467693	0.0223881686	-0.081511435	0.0930437334	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0439014	-0.0382714999999998	0.00192733292196	0.0014647077122499	0.0395173	-0.0039988	0.00156161699929	1.599040144000003e-05	-0.0983674	0.0300976	0.00090586552576	0.00967614538276	1.33019e-05	-0.0001702901	2.8998718158010006e-08	1.7694054361000002e-10	-0.000603564	2.9036999999999983e-05	3.64289502096e-07	8.431473689999991e-10	0.000435956	-0.000690954	4.774174301160002e-07	1.90057633936e-07	0.0	0.0	0.0	0.0	0.0	0.0
60682.59532652795	118.37444372485334	14012.50892716847	3682377375.563152	100907.38006706958	-129.3692388954369	16736.399972384614	10182299352.00003	59626.384284248736	-88.25025252525666	3555305702.812905	7788.107070771569	67132.18255284036	60309.25266659115	1.21293	21.881649	0.114687055	0.0731538999999999	0.011847908	-0.0648923303	0.0049324495	0.0514073779	-0.1771555486	0.1222292744	-0.0594639849	-0.0225972915	-0.0586109117	0.0822539108	0.1174363436	0.0273197545	-0.1207367765	-0.0217033917	0.1344595904	-0.1005912907	-0.0132176382	-0.1151222919	-0.0866388927	0.0022284508	-0.0355793991	-0.1054074647	-0.0362230687	0.1321831822	-0.0952452836	0.0500618761	0.1093585695	-0.2297425691	0.0073744286	-0.0845541747	-0.0014386622	-0.040690254	-0.037877473	-0.0902759369	-0.0105121409	-0.104741396	-0.022408812	-0.0876939781	-0.1460433091	0.1173637536	-0.0580020948	0.0679047205	0.0676404718	-0.068224159	-0.0664590849	0.0451563785	-0.0190103782	0.0216257762	0.0641892876	0.0659987442	0.0025015835	-0.0921845561	-0.0149849703	-0.1051047035	0.0235420455	-0.0668258432	-0.0427031517	-0.1016492856	-0.0871259701	0.0971977974	0.015161008	-0.0967098459	-0.1342049736	0.0154688327	-0.0552165782	0.0411073731	0.1468391268	0.1310255426	0.0928108915	0.038463255	0.0481756409	0.0356081312	-0.0639599005	-0.0269640447	-0.03048331	-0.1692343963	0.0952822882	-0.0592466592	0.0794586125	0.1640366477	0.1134987133	-0.0627713105	-0.1205175663	-0.1157320211	-0.0505535406	-0.1406550528	-0.0882600026	-0.0128167346	0.0492654955	0.0313755528	0.0959902801	-0.0510234503	-0.0290945619	0.0945845576	0.0315002029	0.0902317232	0.0053350497	0.0574051062	-0.0257112419	0.0863411919	-0.0088735928	0.029072251	-0.1125101089	-0.0878647104	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0453397	0.0014382999999999	0.0020556883960899	2.06870688999999e-06	0.0328369	-0.0066803999999999	0.00107826200161	4.462774415999995e-05	-0.134539	-0.0361716	0.0013083846465599	0.0181007425209999	0.0012768	0.0012634981	1.5964274487036105e-06	1.63021824e-06	-0.000459127	0.000144437	2.10797602129e-07	2.0862046969000007e-08	0.000435956	0.0	0.0	1.90057633936e-07	0.0	0.0	0.0	0.0	0.0	0.0
61038.627607713104	356.0322811851511	126758.98524590248	3725714060.2330766	101300.67571061812	393.2956435485394	154681.46323425975	10261826899.427816	59903.6184106692	277.23412642046605	3588443498.6910663	76858.76085211895	67336.89207785751	61513.42776840396	1.227004	22.135544	0.1613771899999999	0.0804156	-0.0061839813	0.0691768569	-0.1394176596	0.1268031863	-0.119758013	0.0436747861	-0.0641353076	-0.2054794318	0.0715083603	0.0354799152	0.1297301234	0.0296496699	0.0522531616	0.1031231908	-0.1122712622	-0.1048415026	-0.0858650923	-0.0175518228	-0.0625359953	0.1117248849	-0.0118013115	-0.1050790077	-0.1262474387	-0.0920426636	0.0172973743	0.1640560395	-0.0600475709	-0.0583857978	0.0656043542	0.0225523286	-0.0386587358	-0.129946721	0.0916086707	-0.0267017952	-0.2140047329	0.0453492007	-0.0907506045	0.0507127701	-0.0352672836	-0.0641492453	0.0131110814	-0.0504912946	-0.0704799877	-0.1495340001	0.0169087886	-0.0679984748	-0.0002189742	-0.0712375256	0.0953327699	0.0311518619	-0.031687975	0.0751156514	0.0225295078	-0.0418178898	-0.0788033637	-0.1724586918	0.0235551745	-0.0660315975	-0.1190579105	-0.0433140365	0.1022724412	-0.1305863151	0.0546984116	-0.0493113302	-0.1832127766	-0.1521218338	-0.0545080294	0.1676643258	-0.0063268158	0.0167573068	0.0548390822	0.0145588981	-0.0903159404	-0.0348513881	0.024857039	0.0029746288	0.0457744881	0.008338641	0.0128817874	-0.0101899451	0.1157039799	0.0054539588	-0.1973489303	0.0215645625	-0.0253765876	0.0720864887	-0.0522501073	0.1636072847	-0.0455301122	-0.0302627531	0.1369660806	-0.0296750041	0.0581920476	-0.1064395929	-0.0140671543	-0.0557526417	0.026120848	-0.001202956	0.0657230726	0.0107585284	0.1643928653	-0.0686298976	0.0424055637	0.072144997	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00739824	-0.0379414599999999	5.473395509760001e-05	0.0014395543869315	-0.00548078	-0.03831768	3.0038949408400004e-05	0.0014682446005824	-0.115501	0.0190379999999999	0.0003624454439999	0.013340481001	0.000249275	-0.001027525	1.055807625625e-06	6.213802562499998e-08	-0.000165051	0.000294076	2.7241832600999998e-08	8.6480693776e-08	0.000435956	0.0	0.0	1.90057633936e-07	0.0	0.0	0.0	0.0	0.0	0.0
