global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
60746.01817882244	n/a	n/a	3690078724.581826	98096.99633480023	n/a	n/a	9623020689.909813	59627.98097672001	n/a	3555496115.360084	n/a	66391.40329742432	58381.58017456285	n/a	n/a	n/a	n/a	-0.0639585182	-0.0517049153	-0.0053052692	-0.0092001998	0.051463987	-0.1268402361	0.0179535199	0.0573919141	-0.0232240196	-0.0655985636	-0.0336999959	0.0026053574	-0.0375020726	0.0403599806	-0.117710411	-0.0752623765	0.0202757473	-0.0280267385	0.071764712	0.0503751875	-0.0054891426	0.0169550233	-0.0282138401	0.1135310843	-0.0116678624	0.0797794787	-0.0273231526	0.0672329063	-0.1004627892	0.0167311757	0.1029744235	-0.0380675087	0.015481784	-0.0877022738	0.0540849312	-0.0034016306	0.0449558153	-0.0992790048	0.0453869214	-0.1054671431	0.189766562	-0.0033020648	0.0999340454	-0.0936535752	0.0939432436	-0.1146432482	0.0466708059	-0.0717171432	0.029881986	-0.0516840202	0.0302323727	-0.1325435897	0.0092075645	0.0274899262	-0.0519382405	-0.0557451195	0.0366137504	0.0063198565	-0.0546976256	-0.0500631012	-0.0040726521	0.1346011501	-0.0292938226	0.0187313348	-0.0344905609	0.0064635076	-0.01051196	-0.1110598049	0.072444458	-0.0763029743	0.0399928127	-0.0288202106	0.1164777982	-0.0696107809	0.0040855499	-0.0046991281	-0.0113323456	0.0922800838	-0.1061630406	0.0897313104	-0.019080227	0.0059147766	-0.0003255441	0.0361854353	-0.0753781953	0.1212343986	-0.0231552977	0.0905184365	-0.0900860302	0.0956259451	-0.0076954092	0.0071012934	-0.0462073656	0.0156074643	-0.0436330037	0.1491343752	-0.1268037819	0.0238432286	-0.1807442104	-0.0959618315	0.0412005709	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.10201	n/a	0.0104060401	n/a	0.0409825	n/a	0.0016795653062499	n/a	-0.0769267	n/a	n/a	0.00591771717289	-9.83999e-05	n/a	n/a	9.68254032001e-09	-0.000259144	n/a	6.7155612736e-08	n/a	0.00237808	n/a	n/a	5.6552644864e-06	0.0	0.0	0.0	0.0	0.0
60818.695626549845	72.67744772740116	5282.011408169128	3698913737.7149134	98150.65613874604	53.659803945804015	2879.374559502124	9633551300.466366	59719.52069288684	91.53971616682976	3566421151.78814	8379.51963590375	66396.60772832234	59166.57635130227	1.174621	20.759497	0.138830445	0.0755425	0.110020521	0.0672881059	0.0326095536	0.0310290149	-0.0372025254	-0.1190254953	0.0041768801	-0.0646291186	0.1200374515	0.029749595	0.0650847213	0.0857804321	0.032892132	-0.0293857205	-0.0398698092	0.071619997	-0.0112754205	0.0294901101	0.014969877	-0.0479779631	-0.0826044455	0.0547331334	0.2061105163	0.0210929486	0.0194488109	0.0487496968	-0.0456416942	0.0074914295	-0.1653247562	0.0523378486	0.0835920347	0.1245312399	0.0139817997	0.0061017896	0.0170107001	-0.0230018508	0.019133277	-0.030880786	0.0933635335	-0.025377573	-0.0106212039	0.0118206078	0.0953862132	-0.0941777208	-0.0570069292	-0.0635619717	-0.0528267242	-0.0416605616	-0.0307604217	-0.1581778806	-0.1017436164	0.084042895	0.0705027744	-0.0843058088	0.0947216081	0.0163661696	-0.0640771132	0.0634821666	-0.1062780774	0.057438013	-0.0744227602	0.023140605	0.0687149741	-0.0213954422	-0.0307717001	-0.0221065829	0.1404432473	-0.0031903121	-0.048462977	-0.0229985931	-0.0086901576	-0.2243902193	0.035062191	0.0623386138	0.0269877214	0.0727592563	-0.019192536	0.0075431487	-0.0468785628	-0.0099528217	-0.0171152396	0.088305343	0.0091277679	0.0150810811	0.0142308135	0.026754905	-0.0156624899	-0.0553136643	-0.0581225227	0.0331619917	-0.1346260922	-0.1098638113	-0.0374704882	-0.0287034309	-0.0490621224	0.0346567822	-0.0889220541	-0.0153064099	-0.0571818664	-0.1134990614	0.0771464243	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.043882	-0.058128	0.0019256299239999	0.003378864384	0.0489777	0.0079952	0.0023988150972899	6.392322304000002e-05	-0.0808152	-0.0038885	1.5120432250000024e-05	0.00653109655104	0.0	9.83999e-05	9.68254032001e-09	0.0	0.000317371	0.000576515	1.00724351641e-07	3.32369545225e-07	0.00167662	-0.0007014599999999	4.920461315999999e-07	2.8110546244e-06	0.0	0.0	0.0	0.0	0.0
60886.79278401068	68.09715746083384	4637.222854245598	3707201535.523055	97777.51255933545	-373.1435794105928	139236.13085534936	9560441962.291	59732.836284022174	13.315591135331488	3568011730.533796	177.3049672833185	66464.95276641846	57838.75790158144	1.287131	22.747913	0.1427458449999999	0.0679246	-0.1160020199	0.0042602934	0.0239716931	0.1280598006	-0.0747000338	-0.061873276	0.0349534142	0.0634299684	-0.0790458268	-0.0277828299	0.0229426159	0.1200855073	-0.0032959004	-0.0397171249	-0.0029949618	-0.0319621408	-0.0421044701	-0.0541418034	0.0590122472	-0.1624367889	0.0553622903	-0.0382214678	-0.0838158869	-0.0443168406	-0.0106535203	0.056021337	-0.0300663729	0.0442468935	0.1388409414	-0.1235925674	0.0915581592	-0.0450847567	0.0729122503	-0.0237821838	-0.1140132427	0.0843005637	-0.0064770607	-0.0891477384	0.0567847988	-0.0134791976	0.0241624057	0.0454782972	0.0070366988	-0.0819337071	-0.0836050202	0.1028760995	-0.0553093397	-0.0083984837	-0.0533146403	-0.0609926768	0.0633712047	-0.0485739751	-0.0377978171	0.0029727306	-0.0153036275	0.0137676732	-0.0151026949	-0.0918231949	-0.1091963506	-0.0465509243	0.0340134846	0.0081255551	-0.0578425727	-0.0833049702	-0.1530134091	-0.0849075568	0.0004710036	0.0765475322	0.0110646448	0.0269608091	-0.0908472046	0.0762876952	0.0111679445	-0.0096401351	0.0605772078	0.0488267519	0.0228322236	0.1442131969	-0.1008848512	0.0724981001	0.0157233342	-0.0254921051	-0.0792323736	0.0902784605	-0.0971910288	-0.0302606904	-0.1283628099	-0.0029507676	0.0108177568	0.0128692987	-0.0583568275	0.0407026026	-0.0260234354	0.0505076022	0.0543923498	-0.0304242383	0.038394631	-0.0620907418	0.0213726661	0.0146102546	-0.0945583199	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0158054	-0.0280765999999999	0.00024981066916	0.0007882954675599	0.00179257	-0.04718513	3.2133072049e-06	0.0022264364931169	-0.0850665	-0.0042512999999999	1.807355169e-05	0.00723630942225	-0.00027856	-0.00027856	7.75956736e-08	7.75956736e-08	5.58017e-05	-0.0002615693	3.1138297228899997e-09	6.841849870249002e-08	0.000952093	-0.000724527	5.24939373729e-07	9.06481080649e-07	0.0	0.0	0.0	0.0	0.0
61004.01697873991	117.22419472923502	13741.511829917612	3721490087.542388	97540.3352637955	-237.1772955399501	56253.06951964485	9514117003.373629	59714.85112540953	-17.985158612646046	3565863444.9298234	323.46593032203623	66336.98211797078	59224.478486659165	1.183165	20.910488	0.1055073949999999	0.0519365	0.0199348466	-0.1076585019	0.048550826	0.0549283329	-0.0151844086	0.0340735036	0.1310709804	-0.078794849	-0.0229359751	-0.0012783592	-0.0398498713	-0.0478193993	0.0388038185	0.0418367668	-0.0494665604	0.0251382136	0.0331222273	0.0329669677	0.0530189822	-0.0351897219	0.0621559225	-0.0951408555	0.0789959364	-0.1153952889	0.0427810478	-0.0320146342	0.1354726727	-0.0058598526	0.056482472	-0.0290882497	-0.0021099303	-0.0236869314	0.1065488938	-0.1866856183	0.0420218721	0.0054861756	0.125897798	-0.1560766771	-0.0035970411	-0.1390951273	0.0867440177	-0.0914820133	-0.0332177658	0.0867213741	-0.0037603692	0.0059792128	0.1114560691	0.0848564394	-0.0149840717	0.0638576891	0.0696259976	-0.0071112012	-0.0296144312	-0.0008244012	-0.0350480921	-0.0009410528	-0.0405682316	-0.1071632051	0.1269516083	0.0187985814	-0.1203854885	0.0315300398	-0.0544491864	-0.0268230151	-0.0315642416	0.0470910441	-0.0915216156	-0.1091869563	0.0356139119	0.0894085268	-0.0244769578	-0.1001990631	-0.1315325547	-0.0286261452	0.074041608	-0.001033754	-0.084093323	0.04188949	-0.0238885506	-0.1092565093	-0.0212584356	0.0633609302	-0.0219815097	-0.0276939312	-0.1035857468	-0.0704815871	-0.0544285884	0.0158669451	-0.1419921492	0.0092532639	0.0388894881	0.170815528	0.083909703	-0.0480328716	0.0170282356	0.0304441904	-0.0001894841	0.0148827464	-0.1003722595	-0.0124736295	-0.0266383731	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00531375	-0.02111915	2.82359390625e-05	0.0004460184967225	0.0417176	0.03992503	0.00174035814976	0.0015940080205009	-0.101906	-0.0168394999999999	0.0002835687602499	0.0103848328359999	-0.000216954	6.160600000000002e-05	3.795299236000002e-09	4.7069038116e-08	0.000279279	0.0002234773	7.7996759841e-08	4.9942103615290015e-08	0.000684702	-0.0002673909999999	7.149794688099997e-08	4.6881682880400004e-07	0.0	0.0	0.0	0.0	0.0
60892.51406211367	-111.5029166262466	12432.9004161597	3707898268.804711	98254.71852131133	714.3832575158303	510343.4386189292	9653989711.70212	59648.72245542465	-66.1286699848788	3557970090.564281	4373.00099396901	66419.32919184367	59324.18269756195	1.131027	19.989035	0.10215679	0.0517038	-0.060311594	0.0235428351	0.1020043658	-0.0287119447	-0.1024455383	0.0760812209	-0.0720089777	0.060381082	-0.0225131176	-0.0712416137	0.0350647381	0.1600749504	0.1131950125	-0.0806685577	-0.0835832722	0.0079882261	-0.0939143274	-0.0974540228	0.0207904773	-0.0970721923	0.0030405089	-0.0727466885	-0.0647308388	-0.00956033	0.0769285242	-0.0847956506	-0.0230948999	-0.1595298694	0.0699817187	0.0014155727	0.1332754913	-0.0984125061	0.0024623606	-0.0630747369	-0.063101088	-0.127529661	-0.0976764205	0.061193808	-0.0305857776	0.0260539509	-0.0775930129	-0.0665789959	-0.0483739678	0.0140584328	0.0213626691	-0.0713583952	-0.0764770273	-0.0082517754	-0.0246807646	-0.091775874	-0.0092177819	-0.0720462407	-0.0759344451	0.0630646613	-0.1232211358	0.0614760028	0.0249814425	0.0345825874	-0.0247852256	0.0408214364	0.0493020491	0.0801194428	0.0511977905	-0.0207037367	-0.184073463	0.0355413634	0.0665228908	-0.081807069	0.0466177456	0.1037427947	-0.0506576268	0.1350981539	-0.0627189074	0.0111220708	-0.0360980048	0.0803243593	-0.0647016385	0.0681597068	-0.0388646789	0.0905958006	-0.0282736049	-0.1302383563	-0.027487248	0.0284162745	-0.0190000554	0.0430948255	0.0744851675	-0.1030994625	-0.0353668491	-0.1012523889	0.0531522849	-0.0490705681	0.0350497259	-0.0123377092	-0.0784258173	-0.0264390907	0.0297091619	-0.0364259825	0.1028320603	0.0617744711	0.0483560105	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0165808	-0.01126705	0.00027492292864	0.0001269464157025	0.00572877	-0.03598883	3.28188057129e-05	0.0012951958847689	-0.0692691	0.0326368999999999	0.0010651672416099	0.00479820821481	-7.12758e-05	0.0001456782	2.1222137955240004e-08	5.08023966564e-09	-0.0	-0.000279279	0.0	7.7996759841e-08	0.000705025	2.032299999999993e-05	4.1302432899999726e-10	4.97060250625e-07	0.0	0.0	0.0	0.0	0.0
60832.034776378685	-60.47928573498211	3657.744003013611	3700536455.034546	97468.34355839597	-786.3749629153608	618385.582300135	9500077996.017508	59721.9133812689	73.1909258442538	3566706937.919785	5356.9116259390585	66486.19096883138	58733.83075250026	1.241181	21.935822	0.11532722	0.0539317	0.0046173714	-0.0982082933	-0.0549010518	-0.0095306372	0.1066336995	-0.0315037552	0.1522492765	-0.0012473143	0.0155831637	0.0606562357	0.0301590956	-0.0867219516	-0.0141166743	0.0838013824	-0.0840715146	-0.0366997497	0.1192879191	0.0704935119	-0.0614822843	-0.0074089055	-0.0399574166	-0.0915061572	-0.0653070567	-0.0138146934	0.0258718733	0.0579181758	-0.0292340763	-0.0142611397	-0.1179274703	0.0556749066	-0.1813566862	-0.1316692687	0.0763198305	-0.0434973356	0.0834825884	0.0295386054	0.0236016353	0.0734179146	0.0440872481	-0.0003718992	-0.1292227628	-0.1128245381	-0.0766657807	-0.046701362	0.1998809166	-0.0088023464	-0.0693440951	0.0566418922	0.0701796044	0.1220877209	-0.0248181737	-0.0498413726	-0.0441350366	-0.122348442	-0.0498316018	0.0668511259	0.1166418183	-0.015404917	0.0050547845	-0.0913382262	-0.1028023244	0.02916064	-0.0654219464	-0.015955533	0.1110135236	-0.0464130378	0.0014996618	-0.0776568152	-0.0339111677	0.0658582117	-0.060443783	0.0382191299	0.0621818881	0.0419653534	-0.0606537181	-0.0522796909	-0.1357990825	0.0466187882	0.1317970514	-0.0763944704	0.0945918138	-0.0140075425	-0.0527230978	-0.2186724038	0.0094634549	0.0563134322	-0.0357361754	0.0209531189	0.0602582292	-0.0270838205	0.0161218151	0.0128502553	0.1357981571	-0.1181784483	0.08789056	-0.057892336	0.0038190064	0.0691839217	-0.0532971551	-0.023795934	0.0174570515	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0374722	-0.0208913999999999	0.0014041657728399	0.0004364505939599	0.0427317	0.0370029299999999	0.0018259981848899	0.0013692168285848	-0.0850761	-0.015807	0.000249861249	0.00723794279121	0.0	7.12758e-05	5.08023966564e-09	0.0	0.000451864	0.000451864	2.0418107449600002e-07	2.0418107449600002e-07	0.000395647	-0.0003093779999999	9.571474688399999e-08	1.56536548609e-07	0.0	0.0	0.0	0.0	0.0
60993.19099038987	161.1562140111855	25971.325314419024	3720169347.190176	98293.90342538568	825.5598669897154	681549.0939840765	9661691450.599049	59848.09430128528	126.18092001637706	3581794391.495536	15921.624576179343	66598.082736969	59185.16885105859	1.195601	21.130283	0.0952056	0.050431	0.0474977316	0.0727453291	0.0932027735	0.0438645156	-0.0017850797	-0.0632921059	-0.0057266929	-0.0529182557	0.096463413	0.0165425473	0.0922733661	0.046338946	-0.0537245502	0.0173285095	0.0672091898	0.1128049306	0.001885361	-0.0309956393	-0.0328783308	-0.0436200299	-0.0315089311	0.0809323788	0.1164674613	0.008385301	-0.0133766265	-0.1285319852	-0.161615081	0.0225865177	-0.084395031	-0.1078009559	0.0371041663	-0.0895394818	0.0730842075	-0.0179976962	-0.0270993628	-0.0179411327	0.0543877037	0.0300582836	0.0405502269	0.0337103775	-0.0152552852	0.1048524905	-0.032907658	0.0226884042	-0.0002584218	-0.0225548387	-0.0670255121	0.0348894425	-0.051245075	-0.0363789285	-0.062820285	-0.0615917147	0.0162053213	0.0037462944	0.0367398118	0.0198203975	-0.059669534	0.1020140455	-0.0308653503	0.0027584448	-0.0331972785	-0.0927174284	0.0743924591	0.0378798168	-0.0625813323	-0.0640870562	0.006637624	0.0035267116	0.0140685338	-0.0589880293	-0.0176039713	-0.138957945	-0.0460283296	0.0884857216	-0.1049757716	0.0966995291	0.0576401989	0.0868456101	-0.0571414312	-0.0079350383	0.0494848625	-0.0435578661	-0.0065101208	-0.0559017873	-0.0722150498	0.0363477851	0.0064619666	-0.0074559704	0.0875023943	-0.0352334269	-0.0806679849	-0.0283525666	0.0278779863	0.0069628485	-0.0177146158	0.0470639653	0.0144466205	-0.0182349789	-0.0340000768	-0.0102821888	0.0103449513	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0189986	0.0184735999999999	0.00036094680196	0.0003412738969599	0.0174641	-0.0252675999999999	0.00030499478881	0.0006384516097599	-0.0850656999999999	1.040000000010477e-05	1.081600000021792e-10	0.0072361733164899	0.000330288	0.000330288	1.09090162944e-07	1.09090162944e-07	-0.000246927	-0.000698791	6.097294332899999e-08	4.883088616810001e-07	0.000395648	1.000000000015745e-09	1.0000000000314906e-18	1.5653733990400002e-07	0.0	0.0	0.0	0.0	0.0
60980.01914256455	-13.171847825316943	173.49757513330673	3718562734.627539	97839.00760853442	-454.89581685126177	206930.2041887767	9572471409.822857	59794.77786353327	-53.31643775200792	3575415459.749289	2842.642534563735	66519.65686925252	59223.03141000176	1.042698	18.427965	0.1126867	0.0571159	-0.0467787816	-0.0245748895	0.0767717982	-0.0175346596	-0.0444983458	-0.1220895015	0.0708916252	0.0148607045	-0.059834059	-0.0400181843	0.0158352414	-0.0014631389	-0.0294980845	0.2068998296	0.0404833576	-0.0732961063	0.0522231025	0.0827045303	-0.0785813428	-0.0377087426	0.0325030545	0.1938534643	-0.0749334242	0.0401021898	0.032744758	0.0530538711	0.0147719529	-0.1025409448	-0.0079982627	0.1134972906	0.0191847425	-0.0135986707	-0.0502535751	-0.1264728949	-0.0920838384	0.0070185796	0.1545289872	0.0200379114	-0.0348798559	0.0118796091	0.0043174013	-0.0710217828	-0.2896306116	0.1029756917	-0.086922603	-0.0337904574	0.0601054983	-0.0561123981	-0.0071889469	-0.0430498381	-0.0532086388	0.0748044553	0.1093323873	0.1207107674	-0.0059713053	-0.0480127712	0.0080704639	0.0462757747	0.0724508606	-0.0693942388	0.0090348483	-0.023222437	-0.0975670248	-0.0142636756	0.0331547926	-0.0338487031	0.1187154831	0.0165871449	0.1837227632	-0.0443472937	-0.0761944807	-0.0205704798	0.0394329838	-0.0724455185	-0.1163534703	-0.0438753117	0.025407006	-0.0952151555	0.0232014698	0.0024256273	-0.0023435555	-0.1542465378	-0.0508127686	-0.0305186814	-0.1144315249	-0.0690833749	-0.0029546372	-0.1388092411	0.0108731566	0.0259164982	-0.0187606322	0.1709433167	0.1638433023	0.0284499801	-0.1753593238	-0.0030720848	-0.0312812344	0.032085511	0.0213516904	-0.0760869798	-0.0326912794	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0341149	-0.0151162999999999	0.0011638264020099	0.0002285025256899	0.0567173	0.0392532	0.00321685211929	0.00154081371024	-0.0746532	0.0104124999999998	0.0001084201562499	0.00557310027024	0.00074787	0.000417582	1.74374726724e-07	5.593095369e-07	0.000293584	0.000540511	8.6191565056e-08	2.9215214112100005e-07	0.000395647	-1.000000000015745e-09	1.0000000000314906e-18	1.56536548609e-07	0.0	0.0	0.0	0.0	0.0
60836.17777280838	-143.84136975617002	20690.339653331223	3701040526.004745	98746.86411565468	907.8565071202612	824203.4375206006	9750943172.67557	59806.99652690272	12.218663369450953	3576876833.5689545	149.29573453596248	66663.25093332927	59865.572173325134	1.192181	21.069839	0.0964456	0.0514192	0.1187418366	0.0508424051	0.0426340494	-0.0791823568	-0.0073763302	-0.0750886352	-0.0610004636	0.0099229125	0.1830805247	-0.0890231071	0.0287692717	-0.0188169683	-0.0903392109	-0.0122600015	0.0511061985	0.0169057946	-0.0846136427	0.0107153659	-0.0762603087	0.0208628247	0.0403377528	-0.0001817659	-0.0516729292	-0.0380608635	-0.0658403844	0.0634342652	-0.0097716012	-0.0705901491	-0.10544164	0.0733828041	0.0674654322	-0.0775998842	0.1050939963	-0.0663730449	0.0258449384	0.1332656127	-0.021796465	0.1356625273	-0.028483676	0.0857815432	-0.0006013761	0.0602668317	-0.0168958801	-0.0494017679	0.0602097441	0.0419589223	0.0218224431	-0.0225527795	0.0425838791	0.0301669328	-0.0115878565	0.0772081079	-0.0264834942	-0.1069518511	-0.0738563282	-0.0499755153	0.0579103532	-0.0358226522	0.0208348584	-0.0205295158	0.0377202163	-0.0602237962	0.1304791608	0.0539754961	0.0150491686	-0.0231769656	0.0500672212	0.0198678138	0.008911638	-0.0790691858	-0.0092209041	-0.0511872889	-0.0188547689	-0.0483615656	-0.0020694028	0.0433362705	-0.1824175729	0.069882732	-0.0374947619	0.0202247285	0.0797217511	-0.0430143101	0.0138725607	-0.0617797392	0.0784714479	-0.1480774119	0.0532459465	0.055017144	0.0801396997	-0.0014957451	0.0168296576	0.0806163472	-0.049109453	-0.1066202234	-0.0003627656	-0.0863030838	-0.0395569296	0.0666138851	0.0849856774	-0.0632828723	0.0699476787	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0341331	-1.8200000000002936e-05	0.00116506851561	3.3124000000010685e-10	0.0282402	-0.0284770999999999	0.00079750889604	0.0008109452244099	-0.063105	0.0115482	0.00013336092324	0.0039822410249999	0.00016034	-0.00058753	3.451915009e-07	2.57089156e-08	-0.000246927	-0.000540511	6.097294332899999e-08	2.9215214112100005e-07	0.000395648	1.000000000015745e-09	1.0000000000314906e-18	1.5653733990400002e-07	0.0	0.0	0.0	0.0	0.0
60884.56493512471	48.38716231632861	2341.317477026732	3706930247.3394175	97568.01679934732	-1178.847316307365	1389680.9951650766	9519517902.15772	59752.44740344632	-54.54912345640332	3570354970.7016187	2975.606869861931	66457.92340596516	57726.58810304114	1.361621	24.064404	0.10858255	0.0540224	-0.0699436618	0.0226586059	0.0160668695	0.1279655001	-0.0438425709	0.0421171503	0.0398802262	0.0197601338	-0.0949895846	0.0995373035	0.0608102537	-0.0331465335	0.0608153271	-0.0637939898	0.0487826763	-0.0636165983	-0.0735271457	0.0161228064	0.1287468387	-0.0723317465	0.0646850015	7.91538e-05	0.0213276552	-0.0438259225	-0.0691997554	-0.0378060823	-0.0512613289	0.0142190999	0.0584281	0.0310742766	-0.0371367492	-0.0167881432	0.0588894263	0.012599534	0.0206972842	-0.055200429	-0.1126028531	-0.01238032	-0.0561535944	0.0336252898	0.1044760527	-0.0569065832	-0.0352611947	-0.0662149495	-0.1359241395	0.0020014667	-0.0965400144	0.0382270538	0.0565018922	0.0060026479	-0.0526962047	0.0214828288	0.0474533596	0.0695952347	0.0071062715	-0.0903990954	0.0631437526	-0.0924813184	0.0457114052	0.0034717723	0.0568474578	-0.0561916696	-0.0607259358	-0.1614836641	-0.0865389	0.0425573589	-0.045274499	-0.0104367835	-0.0023281672	-0.0019450464	0.0147293344	-0.032207065	0.0024215821	0.1092126233	0.0293011723	0.0173124505	0.0107743615	0.0713376964	-0.0123231741	-0.052103878	-0.0994705522	0.0320120825	-0.1547978895	0.0006995879	0.0824221334	0.0064485576	-0.0247673076	-0.0564125869	-0.0025103061	0.1393082716	-0.0236311499	-0.0515889671	0.0539982052	0.0395660288	-0.0911161627	-0.0104310006	0.0295319412	0.041716195	-0.0166533399	0.1492584188	-0.0295934665	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0504513	-0.0163181999999999	0.00254533367169	0.0002662836512399	0.0282187	-2.1500000000000685e-05	0.00079629502969	4.622500000000295e-10	-0.103331	-0.040226	0.001618131076	0.010677295561	0.0	-0.00016034	2.57089156e-08	0.0	0.000218752	0.000465679	4.7852437504000003e-08	2.1685693104100003e-07	-1.867e-05	-0.000414318	1.71659405124e-07	3.485689e-10	0.0	0.0	0.0	0.0	0.0
