global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
60473.87458050102	n/a	n/a	3657089506.7781672	99813.62081994743	n/a	n/a	9962758901.188244	59493.56389848504	n/a	3539484145.343122	n/a	67002.35293462411	59824.20051755064	n/a	n/a	n/a	n/a	-0.0688728308	-0.0340318595	0.0177465045	0.0767786376	-0.0841012428	0.1575689666	0.0204534964	-0.0844408927	-0.0420333648	0.0209265696	-0.0273218226	0.0685402205	-0.0621481813	0.0731067875	-0.0872405647	0.0090787544	-0.0414863986	0.1115057118	-0.0569287059	0.1007264701	-0.0367794645	0.0664205431	-0.0866293235	0.1384364165	-0.144055072	0.0089425832	-0.137866839	0.0028970893	-0.0857714372	0.0728727106	0.081020846	-0.0197610981	0.1672990598	-0.0689737896	0.0367748431	-0.0294071033	0.0111582028	-0.0130870524	0.0108144792	-0.0194883341	0.0708203472	-0.0619236011	0.0920885411	-0.0324341062	0.0853055881	-0.0176867028	0.0200192541	-0.1260782273	0.0537567143	-0.0846912524	0.1227327459	-0.0843537682	0.0191801866	0.0371267882	-0.036052512	-0.0656476062	0.0116571004	0.1280113919	-0.0339491579	-0.0515424584	0.118718053	-0.0176586008	0.0694589137	-0.0523385379	0.0979876495	-0.0023098241	-0.0319003629	0.1300071596	-0.1697712116	0.1089768999	-0.0147405417	0.0506840127	-0.05620113	0.1593271698	-0.088495697	0.0113201019	0.0203811173	-0.0311532788	0.0613315405	-0.0421725586	0.0584649277	-0.0380310047	0.0853202619	-0.046291292	0.153870307	-0.0999475809	0.1394629355	-0.0383125922	0.0062593316	-0.0758757568	0.0830432001	-0.052699833	0.0637744274	-0.057124459	0.1003123066	-0.0537832655	0.0014881494	0.0336184393	-0.029662623	0.050313951	-0.0292445744	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0866182	n/a	0.00750271257124	n/a	-0.000187876	n/a	3.5297391375999994e-08	n/a	0.0211334	n/a	n/a	0.00044662059556	-0.000618108	n/a	n/a	3.8205749966400003e-07	-0.00128471	n/a	1.6504797841000003e-06	n/a	0.00111756	n/a	n/a	1.2489403536000002e-06	0.0	0.0
60336.6118188131	-137.2627616879181	18841.0657461942	3640506725.774137	99421.294934044	-392.3258859034395	153919.6007499186	9884593886.362162	59419.07909165821	-74.48480682682566	3530626960.100734	5547.986448029535	66943.13949211156	58342.67169269612	1.202545	21.88307	0.222663624	0.103375	0.0002266296	0.1470404785	-0.014217767	0.0417040165	0.0864161397	-0.0037271513	0.0262439157	-0.1664727386	-0.0164280387	0.0945797468	0.0291281202	0.0275791656	-0.0595808134	0.1636356242	-0.0122659084	0.0642394685	0.0637056917	0.1589939557	-0.062020844	0.0193366499	-0.0857424811	0.0133062252	0.0200894087	0.0314019166	0.0461697021	-0.0039100111	-0.0407620471	-0.0333953313	-0.0229724537	-0.0310764241	-0.0800395328	9.79546e-05	0.0556720384	0.0650603246	-0.1626026697	0.0387166002	-0.0247366556	0.0035454895	0.1678938302	-0.0847359577	-0.0910293997	0.0103351382	-0.0152604702	-0.1659839131	0.1103428502	-0.0531323114	0.0838301888	-0.0454756835	0.0976290955	-0.1057554263	0.0229297864	-0.1740757557	0.0032118278	-0.069686173	-0.0353108872	-0.0051190515	0.0282989527	-0.1216341454	-0.0034481627	-0.0155284905	0.0006944122	0.0065018529	0.1430848848	-0.1084044493	0.0627189437	0.1231813894	0.0011259144	-0.0166742078	0.059761473	0.0173108199	0.0626884142	0.0632436822	0.0206656291	-0.0174651524	-0.0394250515	0.0790126908	0.0737267029	0.1261314365	0.096166363	-0.0558680366	0.0482664331	-0.1300903078	0.0947284404	-0.0223176056	0.1146933656	-0.0111834499	-0.0747268491	-0.0450167095	0.0274785132	-0.0908265266	-0.0460488853	-0.0220355996	0.015465867	0.1131163338	-0.0033247132	-0.0122813916	0.0175331969	-0.002042235	-0.1211544072	-0.2074927206	-0.0470863977	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.01931	-0.0673082	0.0003728761	0.00453039378724	-0.0241496	-0.023961724	0.00058320318016	0.0005741642170521	0.0692995	0.0481661	0.00231997318921	0.00480242070025	-0.000776325	-0.000158217	2.5032619089e-08	6.026805056250001e-07	-0.000443294	0.000841416	1.96509570436e-07	7.079808850560002e-07	0.000452641	-0.000664919	4.421172765610002e-07	2.04883874881e-07	0.0	0.0
60214.32423769288	-122.28758112021752	14954.252496233776	3625764843.402009	99588.7921960183	167.49726197430573	28055.3327688892	9917927531.061716	59394.42225136283	-24.656840295385337	3527697394.5731835	607.9597733521381	66952.0259222598	58708.69667084714	1.218576	22.174788	0.0943187	0.0486516	0.0868042825	-0.057049953	-0.0724141738	0.0393509126	0.0784490203	0.0546016593	0.1352974043	-0.0914309676	-0.0949593824	0.0416455464	-0.0336860004	-0.1334621279	-0.1834571734	0.0256706245	0.015681124	-0.1148459957	-0.0110938606	0.0441831359	-0.0108743864	0.0257021862	-0.0826263532	0.1272984104	0.0110967034	-0.0667931253	0.0728673708	0.0352660232	0.0528397202	0.0616244275	0.0301626912	0.1818601982	-0.0287327738	-0.0233258478	-0.0077361538	-0.0099146857	-0.0839031782	0.0289929909	0.0793603703	-0.2251859132	0.0642091098	0.0965121116	-0.0551308267	-0.0136571519	0.0478239261	-0.0583603477	-0.1118859033	-0.0726674379	0.0358511088	-0.0427901655	0.1203043705	0.0452495612	-0.0006912614	0.1314543365	-0.0264237225	-0.0685523648	0.0017743081	-0.0150096612	0.024113009	0.0125259046	0.034445109	0.0549469361	0.0776401976	-0.0982798369	0.1520502804	0.0547501479	-0.0371125957	0.0195730167	-0.0735740398	-0.0606608373	0.0527391433	0.0500012544	0.0356100526	-0.0530752431	-0.2080986933	0.0850906608	-0.0491947446	0.0347460248	0.0138717923	0.0807096442	0.1722220947	-0.1249595931	0.1047797392	0.0082526664	0.0831935974	0.1318626029	0.0125282754	0.0563419841	-0.2141324469	0.0011083809	-0.1410839447	0.0346772682	0.0172041533	0.0518540994	-0.0344401733	-0.0617051315	0.0467484273	-0.0556992357	0.1157768857	0.1083349954	0.0934705503	0.0598624498	0.0132961207	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0214431	0.0021330999999999	0.0004598065376099	4.550115609999995e-06	-0.0655294	-0.0413798	0.00429410226436	0.00171228784804	0.0848122999999999	0.0155127999999998	0.0002406469638399	0.0071931262312899	-0.00051842	0.000257905	6.6514989025e-08	2.687592964e-07	-0.000718839	-0.000275545	5.16729507921e-07	7.592504702499999e-08	0.000625051	0.0001724099999999	2.9725208099999985e-08	3.9068875260099993e-07	0.0	0.0
60224.58384582608	10.25960813319398	105.25955904670003	3627000499.402935	98874.56611419392	-714.2260818243813	510118.8959582077	9776179824.270103	59422.91341277891	28.491161416081013	3531082638.46262	811.7462788371835	66809.36893873036	57995.05820513756	1.174991	21.381662	0.0628261999999999	0.0320566	-0.054303847	-0.0021765172	-0.1417052474	-0.0456103974	-0.0761343917	-0.0285081209	-0.0894581702	-0.0392666356	-0.0953684424	-0.1753931617	-0.0847758373	0.0640274572	-0.0809518906	0.0221236916	0.0010388847	0.0395304252	-0.0617950493	0.0121075086	0.0266123198	0.0728393033	0.0076773069	0.0852085468	-0.065038542	-0.1109802572	-0.0226472243	-0.0535187599	0.0368014143	0.0307472424	-0.0475956111	-0.1061911483	-0.0129265003	0.0105067006	-0.0790477579	-0.0177620297	0.0947523704	0.006050439	-0.1182081863	-0.0558905744	-0.0138159742	0.0198144083	-0.0735184704	0.0367430008	-0.0441763839	0.0242251314	-0.1243602609	-0.0066443383	-0.1070423556	-0.0155129314	0.0577876497	0.0133729466	0.0026897415	-0.1076304146	0.0253126563	0.0045027954	0.0258172499	-1.28472e-05	-0.0049407204	0.0224998941	0.0398583448	-0.0587775837	-0.0157737586	-0.0302899124	-0.0797337238	-0.0394851557	0.0700106965	-0.1654707618	-0.1044486933	-0.0459093406	0.0684801542	0.0320968496	-0.0272184474	0.0408795504	0.1196350719	-0.0044004027	0.0359098232	0.0963801777	-0.00458356	-0.022862813	-0.0401988839	-0.0819568604	0.0026685078	0.0156512956	-0.0913897351	0.0153691021	-0.0963045707	0.0800064999	0.0084168346	-0.024951104	-0.1120850383	-0.0820445744	-0.0221998835	-0.0443423115	0.0488306513	-0.0479911563	0.0471297664	0.0131029929	-0.1213693694	-0.0256591267	0.065571944	0.0506608023	-0.0708804597	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0214584	1.5299999999999342e-05	0.0004604629305599	2.3408999999997985e-10	-0.045179	0.0203504	0.0020411420409999	0.00041413878016	0.066303	-0.0185092999999998	0.0003425941864899	0.004396087809	-0.0008288189999999	-0.0003103989999999	9.63475392009379e-08	6.869409347608342e-07	-0.00065588	6.295900000000002e-05	4.3017857440000005e-07	3.963835681000003e-09	0.000519385	-0.0001056659999999	1.1165303555999984e-08	2.697607782250001e-07	0.0	0.0
60413.43777344755	188.8539276214724	35665.805978056334	3649783463.6062193	98652.58493355724	-221.9811806366779	49275.64455685342	9732332514.072723	59375.82713853321	-47.08627424569568	3525488848.384977	2217.117222340864	66828.61303505246	58189.20195239212	1.173085	21.346975	0.1130135	0.0591172	0.0819111467	0.0941620763	-0.0177518301	-0.0271598342	-0.0723916863	-0.1095602213	-0.023714724	-0.0238456199	0.0145518363	0.0979407879	-0.058158017	0.1126466504	-0.0202184818	0.0247456549	0.040484181	-0.0072573801	0.0692509472	0.1158572211	0.0282443571	0.0226543023	0.0529975636	-0.0350155244	0.0725876457	0.1208054218	-0.0054587289	-0.0720258945	0.0188228659	-0.0485052063	-0.0855643805	-0.0968596814	0.018451692	0.0726788516	-0.0834759576	-0.0341444039	-0.1248071533	0.0424500474	-0.0418305602	0.0353960016	0.0039461569	0.0781398208	-0.0848970392	0.0666569677	0.0055338184	0.0470311975	-0.1228393923	0.0725040802	-0.0084664482	0.1121838707	-0.1520481359	0.0177935836	-0.1274040346	0.0090562304	-0.1081046652	0.0116589362	-0.0756264731	-0.1547396572	0.0310142083	0.0563075616	-0.1097003178	-0.0005300257	-0.0989911119	0.0227128397	0.0339444623	-0.0052884898	0.0825166047	0.0609859383	0.1260683618	-0.0427267057	-0.1256094189	0.0382958063	-0.0374483851	0.1123944754	0.0331837035	-0.0304651564	-0.0242527886	-0.0055549365	0.0427089034	-0.0374332871	0.0250953333	-0.1630274202	0.0464429545	-0.0289784811	0.0636985981	0.0247000704	-0.0997956834	0.0634743032	-0.0386208838	0.0571433794	0.0773319015	0.050924073	-0.0310469596	0.045253007	0.040202243	0.0565708053	-0.016990268	0.0287594137	-0.0957182225	-0.044986847	-0.0194300463	-0.051998159	0.2962818018	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0103801	-0.0110783	0.00010774647601	0.0001227287308899	-0.0451626	1.6399999999999748e-05	0.0020396604387599	2.689599999999917e-10	0.0188265	-0.0474765	0.00225401805225	0.00035443710225	-0.000316606	0.0005122129999999	2.623621573688976e-07	1.00239359236e-07	-0.00085025	-0.00019437	7.229250625e-07	3.7779696900000016e-08	0.000901648	0.000382263	1.4612500116899998e-07	8.12969115904e-07	0.0	0.0
60533.17601552859	119.73824208103906	14337.246616657514	3664265398.5269656	98968.73624294196	316.151309384717	99951.65042567106	9794810753.525011	59527.68815368281	151.86101514959591	3543545656.9221087	23061.7679222658	66985.86513880732	59383.71341623732	1.151235	20.949369	0.1168675	0.0521681	-0.0111363352	-0.1132823882	0.0272653232	-0.0135548294	-0.0383359991	-0.0147304048	-0.0477469292	0.134387826	0.0147509326	-0.1764206796	-0.0848735011	0.002905837	0.0338451965	0.0281055643	-0.0920535295	-0.0910201351	-0.0837433627	-0.0059703673	0.1431077452	0.0484252265	0.0160027202	0.0282262566	-0.1569520203	0.0305789309	-0.0803052152	-0.0919930271	0.1593893868	-0.0585570907	0.1046445087	-0.0110837958	0.063427642	-0.0306170256	-0.0317072618	0.0295561907	0.0596185474	0.0262669571	0.1681551247	-0.078407467	-0.1028543606	-0.1396116699	-0.0717900558	0.0596882976	0.0374067543	0.032547668	-0.047826436	0.0893658736	0.0759971777	0.1889108986	-0.0022235036	0.0534674587	0.1848715329	0.0053855104	0.0980909187	-0.0245767464	3.51634e-05	-0.0577778541	0.0837055956	-0.0458341888	0.0507756233	-0.0039151071	0.06928599	0.0430388826	-0.1221325594	0.0873819216	0.101715258	-0.1652297401	0.1008933458	-0.073096735	0.0347650288	0.066662773	-0.0175595513	-0.0687769878	-0.1385969961	-0.145498316	-0.0055654341	0.1109712704	-0.0929770921	-0.1092574803	-0.0888318678	-0.0908967212	0.0581914964	0.0374129259	-0.1273768111	0.130537416	0.0294931789	-0.1039132291	0.007947972	0.0002526397	0.0651037325	0.059033985	0.0507861628	-0.0344338559	0.0278582927	0.1443473869	-0.1102113998	-0.0883794912	0.185748423	-0.0903068822	-0.0240888046	-0.0436792043	-0.0228987463	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0139183	0.0035382	0.0001937190748899	1.251885924e-05	-0.0187268	0.0264358	0.0003506930382399	0.00069885152164	0.0344023	0.0155757999999999	0.0002426055456399	0.0011835182452899	-0.000720255	-0.000403649	1.6293251520100005e-07	5.18767265025e-07	-0.000389262	0.000460988	1.5152490464399997e-07	2.1250993614400002e-07	0.000339931	-0.000561717	3.15525988089e-07	1.1555308476100001e-07	0.0	0.0
60460.54071377394	-72.63530175464984	5275.887060989039	3655476983.401916	99469.99090367016	501.2546607281984	251256.23490174123	9894279090.376225	59472.84059647566	-54.847557207147474	3537018768.6138034	3008.254531591315	66956.87363610357	59312.89182280063	1.086778	19.776421	0.0795848799999999	0.0374186	-0.0732279569	0.061362687	0.0294423185	0.0230378136	0.0529757598	-0.0094077331	-0.0727795708	-0.0838187189	0.1316910259	-0.2191243441	-0.0680425688	-0.1237585025	0.0037844286	-0.0791424903	-0.0393656746	0.0261044953	0.012159672	-0.0178058046	0.1076972414	0.0495328878	-0.0643782775	0.1603358869	-0.0916597367	0.0141293614	0.0169515598	0.0284229289	0.0879169245	-0.0746533343	0.0229450062	0.0335934488	0.0229365134	-0.0671252544	-0.0005196106	0.1465578046	0.037692724	0.1007351667	-0.0246848634	0.0836474237	0.0521150803	0.0273779273	-0.095084985	-0.0102771291	0.0091319145	0.0663347048	-0.0317895651	-0.0547523092	-0.0798754602	-0.0308596236	0.0253391668	0.056856681	-0.0199851286	0.0301953198	-0.0055063526	0.0792613809	-0.0363544999	0.0705885126	-0.1430323485	0.024704881	0.1367727297	-0.0392847637	-0.0117071197	0.093664234	0.0051805516	-0.1082321169	-0.0154845006	-0.2251565153	-0.0968890224	-0.0628220016	0.1147893697	0.0758169909	-0.112037394	-0.0510472955	-0.1180833536	-0.1047490318	0.0256654228	-0.0073434567	-0.0046649969	-0.0808822717	0.0012021501	0.0623752813	-0.05024039	0.0100000703	0.064295711	0.0048707879	0.0119524946	0.0218210757	-0.1202487575	0.0714883473	-0.0209948793	-0.0270413816	-0.0134092807	-0.0774101397	-0.0687618437	0.1049920833	-0.0113097258	0.018851087	-0.0630086833	-0.1045199145	-0.103287531	0.0437597779	-0.0571656319	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00537632	-0.00854198	2.890481674240001e-05	7.29654223204e-05	-0.0314662	-0.0127394	0.00099012174244	0.00016229231236	0.0317291	-0.0026731999999999	7.145998239999966e-06	0.00100673578681	-0.000284189	0.000436066	1.9015355635600006e-07	8.076338772100001e-08	-0.000891669	-0.000502407	7.95073605561e-07	2.524127936490001e-07	0.000165798	-0.000174133	3.032230168900001e-08	2.7488976803999995e-08	0.0	0.0
60354.20195308685	-106.33876068708923	11307.932024466034	3642629693.393992	98377.91471354169	-1092.0761901284714	1192630.405045517	9678214103.384882	59373.11878803246	-99.72180844320246	3525167234.6178126	9944.439079182766	66866.72269042653	58182.62590258743	1.239822	22.561417	0.14878397	0.0735595	0.136531949	-0.027918919	-0.0082310131	-0.0372898532	-0.0688347633	-0.0994134934	0.0497931281	0.0480041791	-0.0360139068	0.0349483877	-0.0425810263	0.0117527832	0.0329159789	-0.1837609557	0.047657458	-0.0665541581	0.0857359758	-0.0177248612	-0.108786013	0.0721333148	0.0359240497	0.0163983536	0.0099216018	0.0121075165	0.0568958652	-0.0359052506	0.0301379182	0.050809987	0.0191140857	0.0421907249	0.0130815929	-0.0164765687	-0.0200890529	0.0019310738	-0.0217921443	-0.0824472406	-0.0521928905	0.0646967309	-0.0501671293	-0.0540442318	0.1828411072	-0.053402592	-0.0464591452	-0.0014540591	0.0064713902	0.017732692	0.106641048	-0.0085748574	-0.060158633	-0.0801035125	-0.0608538723	-0.1091400662	0.0466206617	0.0038453258	-0.0900031825	-0.1484700663	0.0633990581	0.0548453701	-0.0141936996	0.0673085126	-0.0631728718	0.0178424691	0.0246692219	0.1022007478	0.0971723722	0.0592390008	-0.1071410237	0.002605313	-0.0727042235	0.0407028331	0.00787432	-0.0280922523	0.0052386169	-0.0548089296	-0.0232369387	-0.0572309341	-0.0111589943	0.0881055232	0.0406143899	0.014515913	-0.0273713252	-0.0581749675	-0.0301764629	-0.0633000605	-0.069250115	-0.0733476065	0.1130605839	-0.0433004309	0.0114305652	0.146099762	-0.0652373486	-0.0616915147	-0.0569898377	-0.1534051743	-0.0491495965	0.0755351788	0.0709537846	0.0636192918	-0.0597209966	-0.0622872561	-0.005566787	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0078046499999999	-0.0131809699999999	6.091256162249844e-05	0.0001737379701408	-0.0550665	-0.0236002999999999	0.0030323194222499	0.0005569741600899	0.0523916	0.0206625	0.00042693890625	0.00274487975056	-0.00143157	-0.001147381	1.316483159161e-06	2.0493926649000003e-06	-0.000378044	0.000513625	1.42917265936e-07	2.63810640625e-07	0.0	-0.000165798	2.7488976803999995e-08	0.0	0.0	0.0
60482.70097838344	128.4990252965872	16511.99950217296	3658157117.640545	99663.8293479848	1285.914634443121	1653576.4470749856	9932878880.304235	59465.77269269777	92.65390466531244	3536178121.9396	8584.746049728807	66932.74272736248	59512.0024812566	1.185141	21.566364	0.1498724	0.0805617	-0.0668269458	-0.032406675	-0.0116480626	0.0420697511	-0.0751692998	0.0837545519	-0.0224615245	0.0119361036	0.0049509475	0.0045075382	0.0945793302	0.0985949313	0.1008999649	0.014850601	-0.0344539252	-0.0743808335	-0.0202033078	0.0706285178	-0.1309721076	-0.002207974	0.0295696056	-0.0606968189	0.0179319514	0.085617897	-0.0333033511	0.0220198652	-0.1281845999	0.1104818462	-0.0904656469	-0.0772073665	-0.1252515326	0.0062950807	-0.0131551201	0.0540457042	0.0740282842	-0.0962569442	-0.0710308349	0.0283603177	0.0037012707	-0.0041731006	-0.04425455	0.046351759	0.0146955485	-0.1655689782	-0.0237862021	0.0949620011	0.0464741306	-0.0981694317	0.0783800094	0.0825904834	-0.0056617077	0.0098169812	0.0560576244	0.0144727283	0.0728338096	0.1199045711	-0.0872258409	0.0137215102	-0.0183871071	-0.0441797209	0.0548949054	-0.0357573898	-0.0337619686	-0.0096917434	0.0668949741	0.0732772472	0.0543349636	0.0641190389	-0.0488990943	0.0184694968	0.0047008168	0.0118570977	0.1415079289	0.1012309113	-0.025604663	-0.0302197334	0.1255714683	0.0068282557	0.0539601965	0.1246615944	0.0402175599	0.0132369162	0.0356065206	0.1115910253	0.0195497366	0.0772926181	-0.0380328076	-0.0958990735	-0.0567679315	0.1374457057	-0.0961088131	0.0280065009	0.0191101652	0.0845449384	-0.0756626593	0.0957303176	-0.1466527959	-0.0577936842	0.0376690117	0.0251181872	-0.1430849316	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0027728	0.0050318499999999	7.688419840000002e-06	2.5319514422499e-05	-0.0294382	0.0256282999999999	0.00086660761924	0.0006568097608899	0.0078068	-0.0445848	0.00198780439104	6.094612624e-05	-0.00027254	0.00115903	1.3433505409000003e-06	7.42780516e-08	-0.000711563	-0.000333519	5.06321902969e-07	1.11234923361e-07	0.0	0.0	0.0	0.0	0.0	0.0
60537.25432517502	54.553346791581134	2976.067646162516	3664759161.230921	99534.72132374416	-129.10802424064605	16668.881923323246	9907160748.99541	59430.414914268506	-35.35777842926473	3531974216.882108	1250.172495452978	66804.62531961378	58693.27596685184	1.129356	20.551229	0.09053495	0.048087	5.49299e-05	0.0690856135	0.0461128613	-0.1090572127	0.0373392012	-0.0130182114	-0.1046843396	0.0118412798	-0.0288397023	0.1889036902	-0.0511197516	-0.0483596791	0.0359112049	0.120340496	0.0096412035	0.0755303663	0.0710501999	0.0118850364	0.0222471118	0.0128234681	0.0269670168	-0.095990774	0.1483743413	-0.0729895688	-0.1203480638	0.0598973144	-0.0010841197	0.1237509794	-0.0813066769	-0.0479265728	0.0615062964	-0.0846702861	-0.0166621968	-0.0319904857	-0.0623878221	-0.0664516625	0.0675636476	0.0063491377	-0.0959113058	0.1292389392	-0.1239030736	0.0801353675	-0.0195609719	-0.0225192296	-0.0749257858	-0.0007331305	0.0798630723	-0.1726718782	-0.0944734179	0.0551038836	-0.0764055582	-0.0407055311	-0.115301073	0.0990313094	0.0462603379	0.1000842552	-0.0020390741	0.0782696323	0.1002882164	-0.1107526548	-0.0452679907	0.00099124	0.1193914525	0.065268056	-0.0651039634	0.1062882829	0.0925673657	0.005999973	-0.0087866893	0.0079144795	0.0884956218	-0.0718807149	0.0323829836	0.1425239209	0.0619565085	-0.0139208435	-0.0163854944	-0.1108023985	0.0528205554	-0.1004002573	-0.0787197291	-0.0505325067	-0.0852186435	0.0713506276	-0.0559374051	0.0650396597	0.0550405937	0.0401519923	-0.1183892073	-0.0223465836	-0.1161008014	-0.0248379762	0.0518541502	-0.0173355702	-0.0060699597	0.105984794	-0.055485664	-0.0166331786	-0.1244687631	0.1707001983	-0.05545439	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0184094	-0.0156366	0.0003389060083599	0.00024450325956	-0.0378825	-0.0084442999999999	0.00143508380625	7.130620248999997e-05	0.0406368	0.03283	0.0010778088999999	0.00165134951424	-0.000867041	-0.000594501	3.534314390010001e-07	7.51760095681e-07	-0.000633583	7.798000000000006e-05	4.0142741788900006e-07	6.080880400000011e-09	1.05879e-22	1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44	0.0	0.0
