onset	duration	trial_type	identifier	correct_response
26.04	26	social	["fischer_videos/social.nobarriers.c.9.mp4"] & ["fischer_videos/social.barriers.c.4.mp4"]	false & true
52.07	26	physics	["fischer_videos/physics.barriers.i.1.mp4"] & ["fischer_videos/physics.nobarriers.i.10.mp4"]	false & true
78.11	26	social	["fischer_videos/social.barriers.i.9.mp4"] & ["fischer_videos/social.barriers.c.10.mp4"]	true & false
104.15	26	social	["fischer_videos/social.barriers.i.1.mp4"] & ["fischer_videos/social.nobarriers.i.8.mp4"]	false & true
130.18	26	physics	["fischer_videos/physics.barriers.i.9.mp4"] & ["fischer_videos/physics.nobarriers.c.5.mp4"]	false & false
156.23	26	physics	["fischer_videos/physics.barriers.c.10.mp4"] & ["fischer_videos/physics.nobarriers.c.7.mp4"]	true & true
182.27	26	social	["fischer_videos/social.barriers.i.7.mp4"] & ["fischer_videos/social.nobarriers.c.7.mp4"]	false & false
208.3	26	physics	["fischer_videos/physics.nobarriers.i.6.mp4"] & ["fischer_videos/physics.nobarriers.c.9.mp4"]	true & true
260.4	26	physics	["fischer_videos/physics.nobarriers.c.1.mp4"] & ["fischer_videos/physics.barriers.i.3.mp4"]	true & true
286.44	26	social	["fischer_videos/social.barriers.c.6.mp4"] & ["fischer_videos/social.nobarriers.c.1.mp4"]	true & false
312.49	26	physics	["fischer_videos/physics.barriers.i.7.mp4"] & ["fischer_videos/physics.nobarriers.i.2.mp4"]	false & true
338.52	26	physics	["fischer_videos/physics.nobarriers.i.8.mp4"] & ["fischer_videos/physics.barriers.c.2.mp4"]	true & false
364.55	26	social	["fischer_videos/social.barriers.c.2.mp4"] & ["fischer_videos/social.nobarriers.i.10.mp4"]	true & true
390.59	26	social	["fischer_videos/social.nobarriers.c.5.mp4"] & ["fischer_videos/social.nobarriers.i.6.mp4"]	true & false
416.63	26	physics	["fischer_videos/physics.barriers.c.6.mp4"] & ["fischer_videos/physics.barriers.c.4.mp4"]	true & true
442.66	26	social	["fischer_videos/social.barriers.i.3.mp4"] & ["fischer_videos/social.nobarriers.i.2.mp4"]	false & true
