onset	duration	trial_type	identifier	response
4.000305	9.969115	experimental_trial	1.mov	n/a
16.0006	9.969202	experimental_trial	49.mov	n/a
28.00089	9.969264	experimental_trial	4.mov	n/a
40.00118	9.970418	experimental_trial	35.mov	n/a
52.00148	9.969813	experimental_trial	9.mov	n/a
66.00176	9.969723	experimental_trial	26.mov	n/a
78.00204	9.967913	experimental_trial	45.mov	n/a
90.00234	9.972744	experimental_trial	27.mov	n/a
102.0027	9.968009	experimental_trial	22.mov	n/a
114.003	9.96927	experimental_trial	25.mov	n/a
126.0033	9.970958	experimental_trial	7.mov	n/a
140.0034	9.96684	experimental_trial	6.mov	n/a
152.0037	9.966276	experimental_trial	43.mov	n/a
164.004	9.96808	experimental_trial	20.mov	n/a
176.0043	9.969156	experimental_trial	16.mov	n/a
188.0045	9.973361	experimental_trial	34.mov	n/a
200.0048	9.968832	experimental_trial	32.mov	n/a
214.005	9.967233	experimental_trial	21.mov	n/a
226.0052	9.971082	experimental_trial	14.mov	n/a
238.0055	9.971171	experimental_trial	39.mov	n/a
250.0058	9.971744	experimental_trial	15.mov	n/a
262.0061	9.967445	experimental_trial	33.mov	n/a
274.0065	9.967809	attention_check	a1.mov	Friendly
290.0372	9.98195	attention_check	n2.mov	Neutral
306.0795	9.978532	experimental_trial	38.mov	n/a
318.0798	9.968248	experimental_trial	30.mov	n/a
332.0803	9.969154	experimental_trial	31.mov	n/a
346.0806	9.976665	attention_check	n1.mov	Neutral
