onset	duration	trial_type	identifier	response
4.000159	9.973005	experimental_trial	11.mov	n/a
16.00069	9.968275	experimental_trial	44.mov	n/a
28.00111	9.970433	experimental_trial	42.mov	n/a
40.00154	9.974485	experimental_trial	13.mov	n/a
52.00216	9.970602	experimental_trial	34.mov	n/a
64.0029	9.969127	experimental_trial	48.mov	n/a
76.00317	9.966657	attention_check	f3.mov	Friendly
94.02257	9.973411	experimental_trial	23.mov	n/a
106.0229	9.966896	experimental_trial	7.mov	n/a
118.0232	9.967264	experimental_trial	45.mov	n/a
130.0236	9.968356	experimental_trial	30.mov	n/a
142.0239	9.967791	experimental_trial	37.mov	n/a
154.0242	9.965725	experimental_trial	38.mov	n/a
168.0245	9.968999	experimental_trial	32.mov	n/a
180.0247	9.966096	experimental_trial	4.mov	n/a
192.0249	9.965812	attention_check	n2.mov	Neutral
208.0535	9.971399	experimental_trial	3.mov	n/a
220.0537	9.970428	experimental_trial	9.mov	n/a
234.054	9.969209	experimental_trial	19.mov	n/a
246.0543	9.968108	experimental_trial	12.mov	n/a
258.0546	9.968821	experimental_trial	17.mov	n/a
270.0549	9.967692	attention_check	n3.mov	Neutral
286.0736	9.969976	experimental_trial	50.mov	n/a
298.0739	9.967962	experimental_trial	47.mov	n/a
312.0742	9.968982	experimental_trial	27.mov	n/a
324.0746	9.966438	experimental_trial	28.mov	n/a
336.0748	9.964708	experimental_trial	36.mov	n/a
350.0752	9.968323	experimental_trial	31.mov	n/a
