onset	duration	trial_type	identifier	response
4.000219	9.969013	experimental_trial	3.mov	n/a
16.0005	9.970359	experimental_trial	37.mov	n/a
28.0008	9.972032	experimental_trial	31.mov	n/a
40.0011	9.971595	experimental_trial	46.mov	n/a
52.00142	9.968871	experimental_trial	35.mov	n/a
66.00173	9.970016	experimental_trial	13.mov	n/a
78.00203	9.973259	experimental_trial	20.mov	n/a
90.0024	9.968622	experimental_trial	26.mov	n/a
102.0027	9.970938	experimental_trial	6.mov	n/a
114.003	9.966248	experimental_trial	40.mov	n/a
126.0032	9.970139	experimental_trial	10.mov	n/a
140.0035	9.969108	experimental_trial	45.mov	n/a
152.0038	9.971605	experimental_trial	49.mov	n/a
164.0041	9.966645	experimental_trial	36.mov	n/a
176.0044	9.96833	experimental_trial	44.mov	n/a
188.0047	9.968951	experimental_trial	43.mov	n/a
200.005	9.971762	experimental_trial	16.mov	n/a
214.0052	9.970657	experimental_trial	11.mov	n/a
226.0055	9.970174	experimental_trial	5.mov	n/a
238.0058	9.969407	experimental_trial	50.mov	n/a
250.0061	9.966356	experimental_trial	14.mov	n/a
262.0064	9.971849	experimental_trial	17.mov	n/a
274.0067	9.970553	attention_check	a1.mov	Adversarial
290.0387	9.971124	attention_check	n2.mov	Neutral
306.0696	9.973707	experimental_trial	7.mov	n/a
318.0699	9.96707	experimental_trial	24.mov	n/a
332.0702	9.972898	experimental_trial	1.mov	n/a
346.0705	9.972308	attention_check	n1.mov	Neutral
