onset	duration	trial_type	identifier	response
4.000323	9.971148	experimental_trial	32.mov	n/a
16.00082	9.965581	experimental_trial	40.mov	n/a
28.00114	9.970414	experimental_trial	28.mov	n/a
40.00144	9.97069	experimental_trial	49.mov	n/a
52.00174	9.972461	experimental_trial	47.mov	n/a
64.00198	9.969325	attention_check	a1.mov	Adversarial
80.03473	9.974446	experimental_trial	7.mov	n/a
92.03507	9.968415	experimental_trial	26.mov	n/a
104.0353	9.971133	experimental_trial	36.mov	n/a
116.0356	9.968464	experimental_trial	16.mov	n/a
130.0359	9.968156	experimental_trial	11.mov	n/a
144.0362	9.969459	experimental_trial	43.mov	n/a
156.0365	9.967669	experimental_trial	10.mov	n/a
170.0369	9.969584	experimental_trial	12.mov	n/a
182.0372	9.970437	experimental_trial	18.mov	n/a
196.0375	9.96804	experimental_trial	1.mov	n/a
208.0379	9.968449	attention_check	a3.mov	Adversarial
224.0553	9.973042	experimental_trial	39.mov	n/a
236.0556	9.970422	attention_check	f3.mov	Friendly
252.0727	9.973809	experimental_trial	23.mov	n/a
264.073	9.970567	experimental_trial	46.mov	n/a
276.0732	9.972464	experimental_trial	44.mov	n/a
288.0735	9.968598	experimental_trial	50.mov	n/a
300.0739	9.968684	experimental_trial	13.mov	n/a
312.0742	9.971993	experimental_trial	34.mov	n/a
324.0745	9.968426	experimental_trial	29.mov	n/a
336.0747	9.965837	experimental_trial	41.mov	n/a
350.0751	9.970162	experimental_trial	17.mov	n/a
