onset	duration	trial_type	identifier	response
4.000005	9.972935	attention_check	f2.mov	Friendly
20.03626	9.974457	experimental_trial	32.mov	n/a
32.03655	9.96821	experimental_trial	9.mov	n/a
44.03685	9.975805	experimental_trial	17.mov	n/a
56.03713	9.971501	experimental_trial	18.mov	n/a
68.03741	9.969962	experimental_trial	50.mov	n/a
80.03773	9.969303	experimental_trial	12.mov	n/a
92.03804	9.965863	experimental_trial	48.mov	n/a
104.0383	9.971675	experimental_trial	20.mov	n/a
116.0386	9.97051	attention_check	a2.mov	Adversarial
132.051	9.973751	experimental_trial	33.mov	n/a
144.0513	9.967289	experimental_trial	16.mov	n/a
158.0516	9.967038	attention_check	n2.mov	Neutral
176.0821	9.978374	experimental_trial	27.mov	n/a
188.0824	9.96799	experimental_trial	37.mov	n/a
200.0826	9.969083	experimental_trial	24.mov	n/a
212.0829	9.978859	experimental_trial	1.mov	n/a
224.0832	9.971917	experimental_trial	19.mov	n/a
238.0835	9.968254	experimental_trial	44.mov	n/a
250.0838	9.966647	experimental_trial	31.mov	n/a
262.0841	9.968725	experimental_trial	7.mov	n/a
276.0844	9.969387	experimental_trial	35.mov	n/a
288.0847	9.968792	experimental_trial	5.mov	n/a
300.0851	9.966038	experimental_trial	41.mov	n/a
314.0853	9.968464	experimental_trial	43.mov	n/a
326.0856	9.969147	experimental_trial	47.mov	n/a
338.0859	9.9674	experimental_trial	36.mov	n/a
350.0862	9.970267	experimental_trial	34.mov	n/a
