onset	duration	trial_type	identifier	response
4.000006	9.974932	experimental_trial	38.mov	n/a
18.0003	9.969311	experimental_trial	3.mov	n/a
30.00059	9.969873	experimental_trial	47.mov	n/a
42.00089	9.968503	experimental_trial	36.mov	n/a
54.0012	9.968685	experimental_trial	7.mov	n/a
66.00148	9.970241	experimental_trial	13.mov	n/a
78.00178	9.97151	experimental_trial	22.mov	n/a
90.00208	9.974497	experimental_trial	2.mov	n/a
102.0024	9.967398	experimental_trial	49.mov	n/a
114.0027	9.969059	experimental_trial	4.mov	n/a
126.0029	9.965755	experimental_trial	48.mov	n/a
138.0033	9.97075	experimental_trial	32.mov	n/a
150.0036	9.968522	experimental_trial	31.mov	n/a
162.0037	9.966466	experimental_trial	21.mov	n/a
174.004	9.966439	experimental_trial	41.mov	n/a
186.0042	9.96567	attention_check	n1.mov	Adversarial
202.0264	9.97403	experimental_trial	26.mov	n/a
214.0267	9.968361	experimental_trial	34.mov	n/a
228.027	9.971287	experimental_trial	14.mov	n/a
242.0273	9.973253	experimental_trial	27.mov	n/a
254.0276	9.972351	experimental_trial	25.mov	n/a
266.0278	9.966796	experimental_trial	1.mov	n/a
278.0281	9.967549	attention_check	a1.mov	Adversarial
294.0612	9.970973	experimental_trial	15.mov	n/a
308.0615	9.970028	experimental_trial	29.mov	n/a
320.0618	9.96629	attention_check	f3.mov	Friendly
336.0876	9.976117	experimental_trial	35.mov	n/a
350.0878	9.967881	experimental_trial	11.mov	n/a
