onset	duration	trial_type	identifier	response
4.000094	9.968907	experimental_trial	8.mov	n/a
16.00045	9.968232	experimental_trial	24.mov	n/a
28.00074	9.96867	attention_check	a2.mov	Adversarial
46.02354	9.980211	experimental_trial	9.mov	n/a
58.02382	9.969026	attention_check	f3.mov	Friendly
74.05132	9.980606	experimental_trial	20.mov	n/a
86.05151	9.9719	experimental_trial	25.mov	n/a
98.0518	9.97036	experimental_trial	46.mov	n/a
110.0521	9.970937	experimental_trial	2.mov	n/a
122.0524	9.967325	experimental_trial	50.mov	n/a
134.0527	9.9708	experimental_trial	36.mov	n/a
146.053	9.966271	experimental_trial	48.mov	n/a
158.0533	9.96867	experimental_trial	26.mov	n/a
170.0536	9.967697	experimental_trial	43.mov	n/a
184.0539	9.967424	experimental_trial	16.mov	n/a
196.0542	9.969467	experimental_trial	32.mov	n/a
208.0545	9.973692	experimental_trial	13.mov	n/a
220.0548	9.969484	experimental_trial	42.mov	n/a
232.0551	9.965836	attention_check	f1.mov	Adversarial
248.0719	9.970163	experimental_trial	28.mov	n/a
262.0722	9.96919	experimental_trial	29.mov	n/a
274.0725	9.965979	experimental_trial	27.mov	n/a
286.0727	9.969936	experimental_trial	11.mov	n/a
300.073	9.967079	experimental_trial	4.mov	n/a
314.0734	9.967735	experimental_trial	45.mov	n/a
326.0737	9.968756	experimental_trial	19.mov	n/a
338.074	9.970184	experimental_trial	7.mov	n/a
350.0742	9.966449	experimental_trial	30.mov	n/a
