global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
57026.99120750019	n/a	n/a	3252077726.180304	99596.24938489244	n/a	9919412891.537687	n/a	54438.066710260646	n/a	n/a	2963503107.1507883	66553.07249833204	56674.276930353386	n/a	n/a	n/a	n/a	-0.1471830609	-0.1142305081	-0.044530171	0.1181408468	0.0720928214	0.0028534908	-0.1036784969	-0.0413930428	-0.2069024973	0.1370510533	-0.161859902	-0.0130612139	0.0807079665	-0.0200988273	0.0183949968	-0.0407806791	0.0742722994	0.076841014	-0.0392497279	0.0640368714	-0.0058848723	0.1278177979	-0.1515524263	0.1063325394	-0.0140514491	0.0123178722	-0.0141832971	0.1123333652	-0.0017141251	0.2007768326	-0.0601255111	0.0107282255	-0.0866202241	0.0667173009	-0.1291441992	0.0236333291	-0.0292468428	0.2210513241	-0.0606693406	0.1625207533	-0.1165887438	0.0097066179	-0.0843214912	0.0226312052	-0.0435169257	0.0078008448	-0.1137488467	-0.0474030691	0.0745995723	-0.1560678582	0.0808440456	-0.0511945466	0.0824172052	-0.0711541616	0.0944702834	0.097079665	-0.0271749621	0.0495434688	-0.079386981	0.0018694826	-0.1070239081	0.1808224766	-0.044736875	0.1425472896	-0.2204298769	0.0429761759	-0.0182773437	-0.0987207488	-0.0853771716	0.1093592799	-0.0793499627	0.028638874	-0.0719969013	0.0021209419	-0.0529194954	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0151182	n/a	0.00022855997124	n/a	0.0186499	n/a	0.00034781877001	n/a	-0.193648	n/a	0.0374995479039999	n/a	0.00343448	n/a	n/a	1.17956528704e-05	0.0013717	n/a	n/a	1.88156089e-06	0.00195003	n/a	n/a	3.8026170009e-06	0.0	0.0
57173.90981213297	146.91860463278135	21585.076387243524	3268855963.205915	99819.34003398944	223.09064909700828	9963900644.821207	49769.43771452448	54567.43912903818	129.37241877753695	16737.222740350397	2977605413.1012874	66474.85272199982	56684.820398937474	0.965198	17.137348	0.0972722599999999	0.0616061	-0.1561465663	-0.0629335959	-0.0414839926	0.0784610166	0.0686541774	-0.0155814819	-0.0844447349	-0.0358986247	-0.1053084997	0.1468203829	-0.064146288	-0.102355145	0.0225917803	-0.0020799881	-0.0575488129	0.0165918466	-0.011982611	0.0473694116	0.0258357266	-0.0152291752	-0.1315832936	0.0247973604	-0.1456852288	0.0267929355	-0.0767705654	-0.078208661	-0.0303758012	0.0631832579	0.1196742771	-0.04678886	-0.019049614	0.0160694884	0.1037554066	-0.1194719899	-0.0140054506	0.0994023619	-0.0394623294	0.0890839103	0.0848993821	0.0441711668	-0.1636598943	0.0538203006	-0.0920915921	0.090306671	-0.0131277291	-0.0063847174	-0.0114775723	-0.0608648687	0.0500923939	-0.0403134175	0.0346668507	0.0114953245	0.1810908035	-0.0854795193	-0.0034900908	0.1121703716	-0.0345312183	-0.0061955837	-0.0829967799	0.0193305582	-0.007532773	-0.0111760504	0.0096945077	0.0536514019	-0.094221682	0.0562014096	0.043669504	0.0130808309	-0.113639892	0.0234862694	-0.0351171808	0.1586955423	0.0451037201	-0.0683797105	-0.0302616242	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0135948	-0.0015233999999999	0.00018481858704	2.320747559999998e-06	0.00673004	-0.01191986	4.52934384016e-05	0.0001420830624196	-0.139305	0.0543429999999999	0.019405883025	0.0029531616489999	0.00318527	-0.00024921	6.210562410000007e-08	1.01459449729e-05	0.00130938	-6.232000000000004e-05	3.883782400000005e-09	1.7144759843999998e-06	0.00167184	-0.00027819	7.738967609999999e-08	2.7950489856e-06	0.0	0.0
57289.57470753948	115.66489540650946	13378.368029398773	3282095370.170748	100118.86826552356	299.52823153411737	10023787782.76926	89717.16148595582	54503.48004141428	-63.95908762390172	4090.7648896819383	2970629336.624845	66603.98258194517	57178.3050285174	1.054227	18.718077	0.0756783699999999	0.0476613	-0.1600903006	0.034767099	-0.0513680286	0.0170580432	0.1312566208	-0.0216667725	-0.0202220141	-0.0201198852	-0.0103877588	0.0031297327	-0.1486822774	0.0086777729	0.0531649933	-0.0119862904	0.0168599348	0.0006339793	0.0209370393	0.0902498454	-0.0626162974	0.1032013412	-0.0088817702	-0.0428268237	0.007440578	0.0995796416	-0.0799653365	0.0356153476	0.033018488	0.0369332894	-0.0990498947	0.0163940089	0.0643454797	0.0067947949	-0.0312143447	0.0469477531	-0.0670394791	0.0908371396	0.0119483717	-0.0261563953	0.1062002938	0.0849530141	-0.0722798501	-0.0148187686	-0.0293844021	0.0811005477	-0.0460178992	-0.0315632712	-0.0782122642	-0.1142821436	0.0931129924	-0.0036743934	0.0228072783	-0.0422196072	0.0524243345	0.0356054028	0.0905090276	0.1227755057	0.0654563665	-0.0585217084	-0.09625802	-0.0689632985	0.0758625036	-0.0090056088	-0.0736158782	0.1282034162	-0.0070632275	-0.002207947	-0.088668768	-0.0329505588	-0.0510865305	0.015961056	-0.069314	0.0877386989	-0.0278552103	-0.0010493333	-0.0584456404	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0083844899999999	-0.0052103100000001	7.029967256009834e-05	2.714733029610104e-05	0.0161511	0.00942106	0.00026085803121	8.875637152360004e-05	-0.173311	-0.0340059999999999	0.0300367027209999	0.0011564080359999	0.00366104	0.0004757699999999	2.263570929e-07	1.34032138816e-05	0.00135776	4.838e-05	2.3406243999999995e-09	1.8435122176e-06	0.00168851	1.6670000000000096e-05	2.7788890000000317e-10	2.8510660201000004e-06	0.0	0.0
57596.75159276308	307.1768852235982	94357.63881567164	3317385794.0384564	100316.96966949066	198.10140396709903	10063494403.66951	39244.16625373576	54616.4182899688	112.93824855452112	12755.047986562791	2982953146.8248386	66584.0371389678	57975.88468670383	1.101733	19.561548	0.13647171	0.0687945	-0.0931446963	0.0873049069	-0.007304992	-0.0307203687	0.1259975356	-0.0919492331	-0.0335874571	0.0247072327	0.0773951329	0.0232155795	-0.0639625683	0.0884754231	0.0332437355	0.0207981398	-0.0247076626	0.0502001243	0.1016473296	0.0154055904	-0.0153974589	0.0807942312	0.0430141278	-0.0484717665	0.0861608645	0.1780161786	-0.0309630267	0.0783861135	0.1069257915	0.0408571417	-0.1507840252	0.0023504256	0.0903749094	0.0970681587	-0.0887529665	-0.0133906726	0.0184162608	-0.0296266075	0.0211236387	0.033855534	0.0314916844	-0.014740902	-0.1439785807	0.0551406686	-0.0690398221	0.1530066712	0.0982352858	-0.0902812134	0.0019769176	-0.124864482	0.0329618883	0.0549372856	-0.0623177908	-0.0849001786	-0.0051593736	0.0151072134	0.0927297244	0.1393674698	0.1414078206	-0.0474007754	-0.0230045801	0.012207979	0.0627131224	-0.0652618953	-0.0999153975	0.0888903298	0.062389142	0.0348489558	-0.1709691185	-0.1055937051	0.1265936492	0.0530066855	-0.2017353216	0.027071497	-0.095600906	-0.0482927256	-0.0172679617	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0175313	0.00914681	0.0003073464796899	8.366413317610181e-05	-0.0139663	-0.0301174	0.0001950575356899	0.00090705778276	-0.130577	0.0427339999999999	0.017050352929	0.0018261947559999	0.00308073	-0.00058031	3.3675969610000014e-07	9.4908973329e-06	0.00112464	-0.0002331199999999	5.4344934399999934e-08	1.2648151296000003e-06	0.00141247	-0.0002760399999999	7.619808159999999e-08	1.9950715009e-06	0.0	0.0
57675.62706852309	78.87547576001089	6221.340676368065	3326477957.7473536	99737.22093775363	-579.7487317370251	9947513240.386282	336108.5919506891	54679.16141244493	62.74312247613125	3936.6994180548063	2989810692.768207	66698.48808351628	59076.2443896373	1.084128	19.248968	0.1061515499999999	0.0575061	-0.0328465026	0.1095889257	0.0442883063	0.0744012447	0.1327242277	0.0689233013	0.0854681238	0.0339309348	0.0213994698	0.085085541	-0.002114821	-0.0533141847	0.0189577719	-0.0876396388	-0.0058388559	-0.046089837	0.0476805358	-0.0687276298	-0.0441717631	-0.0191803955	-0.0679014329	-0.11079096	0.0571094176	0.0829710654	-0.0398974381	-0.053076201	-0.0781806265	-0.1229133361	-0.0764714796	-0.0257960658	-0.0513496465	0.0166112566	0.0635921459	0.0439734813	0.0650894417	-0.06164884	-0.0502822355	-0.0126913411	0.0039063531	0.0443949299	0.0048537232	0.0260721138	-0.0928463112	0.0454175308	0.0129256901	0.0063701558	-0.1070487485	-0.0169327041	0.0013841275	0.1064912727	0.0049165687	-0.0715517646	0.0536707113	-0.0279580461	-0.038320666	0.1309513521	-0.0080350235	-0.1544239023	0.024800442	0.0978374123	0.0686888998	-0.0113160963	-0.0434869436	-0.0081988822	-0.0417801418	-0.0218864837	-0.1081719062	-0.0234187938	0.0404230041	-0.0585718826	-0.2019420376	0.0393996956	0.0584950485	-0.0537275207	0.1076070947	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0230998	0.0055685	0.00053360076004	3.100819225e-05	0.0323709	0.0463372	0.00104787516681	0.00214713610384	-0.163932	-0.0333549999999999	0.0268737006239999	0.0011125560249999	0.00292914	-0.0001515899999999	2.297952809999989e-08	8.579861139600002e-06	0.000926303	-0.000198337	3.9337565569000055e-08	8.580372478089999e-07	0.00148036	6.788999999999992e-05	4.609052099999989e-09	2.1914657296e-06	0.0	0.0
57885.2746703257	209.64760180260785	43952.11694158481	3350705023.65905	99726.45220550934	-10.76873224429437	9945365269.497738	115.96559414930525	54749.01643951909	69.85502707415435	4879.724807530837	2997454801.094732	66557.56277844138	59615.15988705504	1.095648	19.45351	0.0572154499999999	0.0263157	0.0465308742	0.0794331846	0.0801021807	0.0054034084	0.0668272576	0.01734341	0.0366295446	0.109287818	0.1008961025	0.0882931902	0.0397837314	-0.0534058362	0.0103011433	-0.0490339852	-0.0301092053	-0.0479512694	0.0246362668	0.0871100676	-0.0165161749	-0.0218963351	0.0380278883	0.0502780775	0.0122528968	-0.0889482453	0.0387580418	-0.1175981223	0.0510474631	-0.0719002481	-0.1320504569	-0.0502627851	-0.0567395892	-0.0160292358	0.0640868221	0.0605727015	0.0211037221	-0.088018441	0.1191115211	0.0944077837	-0.0117394874	0.0235336327	0.0298094239	0.046425873	0.0649902715	0.0297974061	0.0269551416	-0.0406073672	0.0110533236	-0.0018642351	0.0354051892	0.1023138241	-0.063721775	-0.1335918861	0.047794016	-0.0380381976	-0.0213712553	0.0727916033	-0.0822134935	-0.019298375	0.0185186708	-0.0482270679	-0.0251598953	0.1235640177	-0.1395808332	-0.088694617	0.0075258214	0.0191598846	0.0062048617	-0.0755967221	-0.0384502598	-0.0767001734	-0.0099156357	0.0198596747	0.0412361316	0.0618772459	0.1109298186	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0342662	0.0111663999999999	0.0011741724624399	0.0001246884889599	0.0115527	-0.0208182	0.00013346487729	0.00043339745124	-0.158953	0.0049789999999999	0.025266056209	2.4790440999999835e-05	0.00313934	0.0002101999999999	4.418403999999992e-08	9.8554556356e-06	0.00110859	0.000182287	3.3228550369000025e-08	1.2289717881e-06	0.00146781	-1.255000000000006e-05	1.5750250000000155e-10	2.1544661961e-06	0.0	0.0
57889.61647327129	4.341802945593372	18.85125281836328	3351207695.422443	100476.02749594155	749.5752904322144	10095432101.365204	561863.1160265385	54775.812723705945	26.79628418685752	718.0408462228304	3000389659.542506	66758.78156745007	59699.632987602	1.232382	21.881269	0.0927296	0.058743	0.0772997657	0.0213122378	0.1048202888	0.0887988012	0.003733246	0.0532136774	0.1837147857	0.0886863755	-0.0294847282	0.0754466947	0.0745110007	0.045948645	0.1001013338	-0.0933233971	-0.0092765838	-0.035882942	0.1115652994	-0.0028596475	0.1346088948	-0.0281922618	-0.0256634902	0.0542144773	-0.0859778395	0.1619315859	0.0825417091	0.084445332	-0.022762258	-0.0732911207	-0.0191339282	-0.0344972806	-0.0018279301	0.0609346164	-0.061392066	-0.1296609208	0.0155824263	-0.1440684989	-0.0819367254	0.0004847505	-0.0062567635	0.0146890909	0.0938089763	-0.1428659078	-0.0577119679	0.0373787259	-0.0476473033	-0.1278517619	-0.0573754189	0.0285556905	-0.1631243521	0.057302133	0.0092118935	-0.0859408858	0.0942801551	-0.0668128804	-0.1272842389	0.0007320601	0.0438353522	-0.0178265149	0.0088194401	-0.045010443	-0.0523693268	-0.1393106107	-0.0401686766	0.0230772564	-0.102182156	-0.0646571964	-0.0931305135	0.0194616336	0.0326912366	-0.0659353078	-0.0303053605	0.0232662234	-0.0602280196	0.0352970732	0.040078748	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.025812	-0.0084541999999999	0.000666259344	7.147349763999991e-05	0.0196696	0.0081168999999999	0.0003868931641599	6.588406560999997e-05	-0.106827	0.052126	0.011412007929	0.002717119876	0.00288678	-0.00025256	6.37865536000001e-08	8.333498768399999e-06	0.00110859	0.0	0.0	1.2289717881e-06	0.00123972	-0.00022809	5.2025048100000015e-08	1.5369056783999998e-06	0.0	0.0
57970.18971630475	80.57324303345376	6492.047492928005	3360542895.7443647	101084.39984527192	608.3723493303696	10218055892.07881	370116.91542975325	54772.09279207966	-3.7199316262849607	13.837891304235072	2999982148.824185	66734.7019668453	60473.04882088708	1.090923	19.369627	0.11075415	0.0732977999999999	0.1390937563	-0.0529345643	0.0398737249	0.0404777589	-0.0765833998	0.0036690494	0.0770052776	0.0019583379	0.0139990123	0.1842040765	0.0371471785	0.0161765165	-0.065234643	-0.1520691242	-0.1391008129	-0.0009623372	0.0601520663	0.001802237	0.0141521398	0.0663885773	0.0235269452	-0.051120242	-0.0373398792	-0.0016393864	-0.0323013408	0.1237155644	0.0991405455	-0.0843204763	0.0462830871	0.0724661403	0.0215360786	0.0515142367	0.0628454662	0.0536327	0.0702918821	-0.0271305355	0.0666421738	-0.0464117425	-0.0887340913	-0.0384442686	-0.0389641887	-0.1053855373	0.0698472283	-0.0972483523	-0.1082983059	-0.0552295888	0.0202787647	0.0558016341	0.019647139	0.0186541925	0.0937251373	-0.1555439474	-0.0076833987	-0.0170649864	-0.0713341111	0.062737311	0.0400434463	0.014438885	-0.0655382183	0.0607724597	0.0515200803	0.0447329669	0.007851927	0.0102628975	-0.0500833115	0.0178111802	-0.1269873389	0.0797324531	0.0067257412	-0.1537276724	0.1091361476	0.0418764089	0.1015128891	0.0946771042	0.0291889664	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0276788	0.0018667999999999	0.00076611596944	3.484942239999994e-06	0.0364815	0.0168119	0.00133089984225	0.00028263998161	-0.176098	-0.069271	0.031010505604	0.004798471441	0.00291981	3.30300000000003e-05	1.0909809000000196e-09	8.5252904361e-06	0.000920911	-0.000187679	3.5223407041000025e-08	8.480770699209999e-07	0.00100434	-0.0002353799999999	5.540374439999994e-08	1.0086988356e-06	0.0	0.0
57884.36085504555	-85.8288612592005	7366.593425051087	3350599231.5971293	101465.35573508522	380.9558898132964	10295218414.447392	145127.3899834404	54849.41563991373	77.32284783406794	5978.8227971704255	3008458396.040013	66699.26099910683	60073.97112389872	1.023018	18.163956	0.10884025	0.0654641	0.1252898733	-0.0604334311	-0.005772238	0.0909433748	-0.1455972051	-0.0265846554	0.0336492605	-0.0114255769	0.0055334378	0.0365772506	0.117702168	0.0617036335	0.0200972466	-0.0598938909	-0.0458474349	0.0990648444	-0.0108147866	0.1431401109	0.0451401632	-0.0632934537	-0.0282796341	0.0637727465	-0.129783648	-0.0052009823	-0.0121827005	0.0943778953	-0.0212426807	0.0087065394	0.0266904109	-0.0019098066	-0.1066771941	0.0456174794	-0.068606106	0.0095299471	0.0830713423	-0.0072943783	-0.1167189418	-0.0256384516	-0.0798693656	-0.0104562229	0.0486738959	0.0391476886	-0.1823285265	-0.0831773526	0.0012527742	0.0996995632	0.1056587524	0.0880278145	-0.084619422	-0.0047689066	0.0811360569	-0.0258153488	0.0613896762	0.0425008001	-0.0359450001	0.0579118555	0.1522610755	0.0676439477	0.0031322222	0.0374810566	-0.0147284942	0.0311608032	-0.0200962953	-0.026666914	-0.0857032879	0.0042569056	0.0286638472	0.0489583131	0.0498400168	-0.1462357476	-0.0269065036	-0.0519337456	-0.0884793878	0.1224217947	-0.0314863251	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0251955	-0.0024833	0.00063481322025	6.166778890000004e-06	0.0197235	-0.016758	0.00038901645225	0.0002808305639999	-0.113608	0.06249	0.012906777664	0.0039050001	0.00303893	0.0001191199999999	1.4189574399999977e-08	9.2350955449e-06	0.00110859	0.000187679	3.5223407041000025e-08	1.2289717881e-06	0.00123972	0.0002353799999999	5.540374439999994e-08	1.5369056783999998e-06	0.0	0.0
57744.6078850441	-139.75297000144928	19530.892624225984	3334439739.797497	100630.24374746348	-835.1119876217417	10126445956.673912	697412.0318695361	54767.17169718245	-82.24394273127837	6764.066115985796	2999443095.7086625	66736.32384480457	59482.35635845745	1.081493	19.202187	0.1138275199999999	0.0580527	0.0650976212	-0.0746625562	-0.0587476884	0.0215426925	-0.0465994417	0.0690817156	-0.0318876782	-0.1482427147	-0.0367618344	0.0200383566	0.0408707997	-0.0137929977	-0.0864453441	-0.0489072922	-0.0201244217	-0.0199865883	0.0313153928	-0.0556142711	0.0147570081	0.0194352694	-0.0064384231	-0.0174801205	0.003480222	0.0232484277	0.0158386965	0.1038886182	0.0406838005	0.0784313362	0.0456961511	0.0855761543	-0.0754304354	-0.0916565984	0.0181260275	-0.0478105685	-0.0112215478	0.0283470654	0.0517048942	-0.0189764158	-0.0072764738	-0.028670697	-0.0794363987	0.0103540438	-0.0021493541	-0.026795151	0.0651167384	0.0741379575	0.0053187233	0.0767914848	0.0877078481	-0.0061483848	0.1496059978	-0.0235819827	-0.0738984984	-0.0627274961	-0.0272059163	0.007350762	-0.0281616109	0.0204691161	-0.0184416429	-0.0329311308	-0.075613783	0.0643806927	0.0401880652	0.0407661824	-0.1051607718	-0.1078961839	-0.0977691011	-0.0400865199	0.0897622392	-0.0103605737	0.1191116529	-0.0854178639	0.0448839957	0.0175906497	-0.0076159225	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00514598	-0.02004952	2.64811101604e-05	0.0004019832522304	0.0333966	0.0136730999999999	0.00111533289156	0.0001869536636099	-0.159462	-0.0458539999999999	0.0254281294439999	0.0021025893159999	0.00323118	0.00019225	3.6960062500000056e-08	1.0440524192400002e-05	0.000726492	-0.000382098	1.45998881604e-07	5.27790626064e-07	0.00112905	-0.00011067	1.22478489e-08	1.2747539025e-06	0.0	0.0
