global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
66984.46495094355	n/a	n/a	4486918544.764186	121623.93151412728	n/a	n/a	14792380716.953123	64624.263700498384	n/a	n/a	4176295458.831553	84915.46211211623	80786.74927848809	n/a	n/a	n/a	n/a	-0.1037294602	-0.0055673876	0.0698914496	-0.0623622375	0.1624260547	-0.0769572831	0.0931510374	0.0792947018	-0.1140468613	0.0481261348	-0.1014601596	0.1540872907	-0.0577745119	-0.1269104924	0.1338366053	-0.0857243138	0.0304068656	-0.248146252	0.0534352561	-0.0961970564	0.0174849575	-0.0651050623	0.0663935969	-0.1340867033	0.0723606274	-0.0579157169	0.0371769532	-0.0225633888	0.1065646903	-0.0614604714	0.074300099	0.0277258524	-0.0127551145	-0.0595404495	0.0260376314	-0.0663894493	-0.0738464998	0.0841360487	-0.0747809792	0.1111441641	-0.0549419399	0.0642264743	-0.0186177362	0.1766137132	-0.0046298439	0.0201427068	-0.0595946023	0.1494213099	-0.0067061145	0.0662684047	-0.2663872466	0.076868193	0.1490484942	0.0271398	n/a	n/a	0.0007365687440399	0.0227876	n/a	0.00051927471376	n/a	0.0100265	n/a	0.00010053070225	n/a	0.00357237	n/a	n/a	1.27618274169e-05	0.000634952	n/a	4.0316404230400004e-07	n/a	0.00260406	n/a	n/a	6.7811284836e-06	0.0	0.0
66861.99076856638	-122.47418237717648	14999.925348957884	4470525809.535855	121773.99807217457	150.06655804728507	22519.97184415918	14828906606.481976	64652.81094760237	28.547247103982954	814.9453172158632	4179985963.4264126	85050.43721456963	80860.24211040296	1.267306	21.34375	0.12076877	0.0809321999999999	0.0499226595	-0.1260311473	-0.1123607347	-0.1528067987	0.121694303	-0.0945253508	-0.1444287506	0.1334349143	0.0426937566	0.0107276065	-0.1028941528	-0.0062646793	-0.1502570166	-0.2273829088	0.0169244248	0.1177903982	0.0161573113	-0.1750213049	0.0550567505	0.1029980207	0.1132380534	0.0948998839	-0.0829669275	-0.0847160202	-0.019065537	-0.0054189563	-0.0427897404	-0.1824032564	0.0568537258	-0.0443016582	-0.1113924055	-0.060711049	0.0863771959	-0.1036667593	-0.1262330406	-0.1637025246	-0.1666558575	-0.0149708176	-0.0297462111	-0.0180909478	0.0834721074	-0.1545304996	-0.0592774999	0.0892231073	-0.0621749604	0.0296598775	-0.2165666178	0.0814173021	-0.0162340139	0.1538450452	0.1215253342	0.1010099553	0.1488669016	0.0232133	-0.0039264999999999	1.5417402249999997e-05	0.00053885729689	0.0893998	0.0666122	0.00799232424004	0.00443718518884	0.00761093	-0.00241557	5.79262554649e-05	5.834978424900003e-06	0.0044919	0.00091953	8.455354209e-07	2.017716561e-05	0.000634952	0.0	4.0316404230400004e-07	0.0	0.00264082	3.675999999999983e-05	1.3512975999999875e-09	6.973930272399999e-06	0.0	0.0
66811.55688130377	-50.43388726261037	2543.5769844176925	4463784132.903688	121535.34642163212	-238.65165054245156	56954.61030663641	14770840429.826126	64669.053843952046	16.24289634967863	263.8316818264034	4182086525.071969	85055.24477624726	80862.38601275448	1.323285	22.286535	0.14798535	0.093884	0.0139730418	0.1754136398	-0.0123083608	-0.1234925678	0.1014447418	-0.1154780466	-0.1830511879	0.1053775087	-0.0397964435	-0.0940454991	0.011354417	0.1046218828	-0.1482111862	-0.0773491075	-0.1295252324	0.1250515984	-0.0313094919	-0.0763384745	-0.2648957654	0.1579757823	-0.2849292632	0.0154718927	0.0926003242	0.0365846715	-0.007000774	-0.184840514	-0.2197936541	-0.0256996456	-0.0187979932	0.0628879598	0.0096013532	-0.1221928601	0.1512695645	0.1853091298	0.0499051621	-0.1653558832	-0.1261431353	-0.000988839	0.0741811321	-0.0671755902	0.1931952014	0.1175205002	0.0351421628	0.0170122859	-0.1132628542	0.0935572876	0.2600958673	0.2104750428	0.1783632533	-0.0313744124	0.0891621983	-0.0511896441	0.1485039376	0.0244815	0.0012682	1.6083312400000014e-06	0.00059934384225	0.00444877	-0.08495103	1.9791554512900004e-05	0.0072166774980608	0.00248746	-0.00512347	6.1874572516e-06	2.62499448409e-05	0.00371083	-0.00078107	6.100703449e-07	1.37702592889e-05	0.000912265	0.0002773129999999	8.32227430225e-07	7.690249996899998e-08	0.00256635	-7.447000000000009e-05	5.545780900000013e-09	6.586152322499999e-06	0.0	0.0
66725.58929453687	-85.96758676689933	7390.425974524365	4452304266.703213	121294.9766687581	-240.36975287401583	57777.61809671544	14712471365.074572	64581.76840146821	-87.28544248383696	7618.74846959921	4170804809.8608775	85013.34756578947	79831.88346952194	1.322271	22.269449	0.12674706	0.0854492	0.0529633995	-0.09873875	0.0807395148	-0.1508789497	0.1236269308	-0.0460329725	-0.1367782989	0.1510119703	-0.0714290483	0.0277522034	0.1386237447	0.1971840945	-0.0461253996	-0.197392961	0.0521171139	-0.0732164268	-0.0912487494	0.0304569396	0.0179168232	0.0691507421	-0.0292114407	0.1860977381	-0.0703621274	-0.0419855698	0.1231954469	-0.0346815486	0.0008490993	0.0692311425	0.1726766782	-0.0710776183	-0.0265176557	-0.11141513	-0.0975765336	0.0976938473	-0.2317398673	-0.1248889596	-0.1552890425	0.0098161707	-0.0757779001	0.1006671087	0.1575966268	-0.1035202829	0.0098303154	-0.21833573	-0.1302126577	-0.1593168369	0.1018526156	0.1019059586	0.0140907166	0.156480936	0.0899584782	0.022557001	0.1479600444	0.0239845	-0.000497	2.470090000000009e-07	0.0005752562402499	0.0789864	0.07453763	0.00623885138496	0.0055558582860168	0.00369999	0.0012125299999999	1.3689926000099998e-05	1.4702290008999997e-06	0.00455628	0.00084545	7.147857025000003e-07	2.0759687438400003e-05	0.000846877	-6.538799999999999e-05	7.17200653129e-07	4.275590543999999e-09	0.00246719	-9.91599999999996e-05	9.832705599999924e-09	6.087026496100001e-06	0.0	0.0
66540.55573126292	-185.0335632739443	34237.41953785275	4427645557.025308	120963.91403214054	-331.06263661755656	109602.4693641683	14632268497.975088	64435.70554620151	-146.06285526669672	21334.35768865999	4151960149.236785	84610.3928131853	79619.04924076387	1.254787	21.132896	0.10060499	0.0623184	0.1652985603	0.058456012	-0.0934579892	0.0218919707	0.1048550634	0.0334411812	-0.1583494592	0.082299984	0.0756737211	0.0071410215	0.0150957476	0.0511800648	0.0939899269	-0.0950411947	-0.0365593798	-0.0107700713	-0.1175067957	-0.0111624757	-0.0184971189	-0.0549187212	-0.0886764685	0.1475318726	-0.0232921828	-0.0737505312	-0.0612228081	0.0628798255	-0.0669617979	0.1039966788	-0.1764239091	0.0284794562	0.0754045633	-0.0755155335	-0.0022334966	-0.2421241984	-0.1366244311	-0.0287220174	-0.1304113159	-0.1557197188	0.1257350467	0.045944358	0.0051158712	0.013308713	-0.0313010193	-0.0488636207	-0.0098983264	-0.036201563	0.0972703363	-0.0668508914	-0.0854179152	-0.0351719548	0.127288939	0.0393255901	0.1472358847	0.0319381	0.0079535999999999	6.325975295999997e-05	0.0010200422316099	0.0374513	-0.0415351	0.00140259987169	0.0017251645320099	0.0036793	-2.0689999999999854e-05	1.353724849e-05	4.2807609999999404e-10	0.00364297	-0.00091331	8.341351561000001e-07	1.32712304209e-05	0.0008935189999999	4.664199999989999e-05	7.983762033608212e-07	2.1754761639906703e-09	0.00240523	-6.196000000000023e-05	3.839041600000028e-09	5.7851313529e-06	0.0	0.0
66614.79231749823	74.23658623530355	5511.07073587166	4437530555.503421	121172.73214357998	208.81811143943924	43605.00366513406	14682831015.139782	64454.66816574623	18.962619544719928	359.5809399977942	4154404248.3564606	84707.14718407346	79798.87951041925	1.296849	21.841301	0.0726426099999999	0.0391527	0.0497267798	0.0905508277	0.1917165543	-0.0903498808	0.1179401697	0.1194573426	-0.0460654864	0.0641431683	-0.0396537146	-0.1390494949	0.0389491239	0.1186986346	0.1153387579	-0.1001635514	-0.1004475829	-0.1156498269	-0.0489783199	-0.1953108367	-0.0706066706	0.1440985775	-0.056233349	-0.0306768773	0.035016527	0.1261894104	0.0482580516	0.1316973093	-0.1402959212	0.1440131513	0.0159801388	-0.1549952062	0.013674038	-0.1194554978	0.0193953184	0.0922542029	0.0310159592	0.0945873004	-0.137299497	-0.0095515261	0.0079696822	0.084308533	0.1612261996	0.1309054692	0.0078990583	-0.1043750735	-0.08585295	0.0609668402	-0.0417768768	0.2211539438	-0.1056350779	0.0662403357	0.0902020762	-0.1126002862	0.1463323407	0.0333807	0.0014426	2.0810947600000063e-06	0.0011142711324899	0.0672337	0.0297823999999999	0.0045203704156899	0.0008869913497599	0.00942256	0.00574326	8.87846369536e-05	3.29850354276e-05	0.00408577	0.0004427999999999	1.9607183999999975e-07	1.6693516492899998e-05	0.000634952	-0.0002585669999998	4.0316404230400004e-07	6.685689348894827e-08	0.00239311	-1.2120000000000013e-05	1.4689440000000031e-10	5.726975472099999e-06	0.0	0.0
66713.15517617826	98.36285868003324	9675.251967708193	4450645073.560841	121337.14627185882	164.41412827883323	27032.00557768863	14722703065.398462	64426.09349238955	-28.5746733566848	816.5119574412321	4150721522.690119	84705.00933559485	79391.2005206717	1.322185	22.268011	0.0763384899999999	0.0382861	0.0134094019	-0.0762650318	0.0930437912	0.0536863541	0.1273468188	-0.0420878812	0.140286102	0.1044524323	-0.0404525583	0.1510352778	0.0184295227	0.1478722197	0.1066088895	-0.1636843578	0.0578723324	-0.0444843228	-0.001945675	0.03538237	0.1757891741	0.0277026968	0.0914701344	0.1806270181	0.0680642757	0.0641115762	-0.0583704253	0.0953752487	-0.0578194586	-0.0586711729	0.0841188729	0.1829132946	-0.0022532663	0.1597090666	0.0445904797	0.1541203087	-0.0997424907	-0.0249846134	-0.0833760467	-0.0191179566	-0.1013017845	0.2233497878	-0.122027939	0.0097681175	-0.0504367901	-0.0790217958	-0.0277967678	-0.0869337492	-0.0806204201	-0.1116433506	0.0054292681	-0.0192738339	-0.0451418387	-0.0223046594	0.1452505133	0.044237	0.0108563	0.0001178592496899	0.001956912169	0.0435194	-0.0237142999999999	0.00189393817636	0.0005623680244899	0.0170335	0.00761094	0.00029014012225	5.79264076836e-05	0.0035958	-0.0004899699999999	2.4007060089999973e-07	1.292977764e-05	0.000754041	0.0001190889999999	5.68577829681e-07	1.4182189920999992e-08	0.00246719	7.408000000000024e-05	5.4878464000000355e-09	6.087026496100001e-06	0.0	0.0
66619.53909309462	-93.6160830836452	8763.971011923963	4438162988.976362	120975.44152768784	-361.7047441709728	130830.32195578892	14635057452.81902	64448.07976831897	21.986275929419207	483.3963292445584	4153554985.8236046	84465.41518983005	79745.59077206624	1.31775	22.19331	0.08989045	0.0621961	0.1684115795	-0.1067772893	-0.0580618236	0.0114798087	0.1181566039	0.1221132518	-0.0660800688	0.103891945	0.1256899859	-0.0065991562	-0.1080588131	-0.0213302167	0.0635289934	-0.1287688231	0.0045879126	-0.0280123261	-0.0935863056	0.1587820751	-0.0878829354	-0.0830422844	-0.0579084353	-0.0171270285	0.0839642405	-0.0736041353	-0.2464979239	0.1233461053	-0.0298025717	0.0222154896	0.0241404503	-0.0165808737	0.025244116	-0.0460693115	0.0613567007	-0.0814593987	0.2335952575	0.102093997	-0.1787958457	-0.0497329126	0.0830661552	-0.0458759529	-0.1114004744	0.0272552526	-0.0349305297	-0.0403544218	0.0275611857	-0.0883315526	0.1118551926	-0.0450961917	-0.1417162208	-0.0716778232	0.0354594176	0.0284747113	0.1439917206	0.0442217	-1.5299999999995872e-05	2.3408999999987366e-10	0.00195555875089	0.101676	0.0581566	0.010338008976	0.00338219012356	0.0208636	0.0038300999999999	0.0004352898049599	1.4669666009999996e-05	0.00354268	-5.312000000000025e-05	2.821734400000026e-09	1.25505815824e-05	0.000634952	-0.0001190889999999	4.0316404230400004e-07	1.4182189920999992e-08	0.00208163	-0.00038556	1.4865651360000006e-07	4.333183456900001e-06	0.0	0.0
66781.86009330106	162.3210002064443	26348.10710802049	4459816837.521236	121079.43681691225	103.99528922440368	10815.020180867372	14660230019.900644	64668.70315530712	220.6233869881544	48674.67888612493	4182041167.789229	84860.7689806058	79937.73252588327	1.419357	23.904552	0.123862228	0.0924211	0.0530062403	0.1905516151	0.0562977249	0.0733214495	0.0756234563	-0.013444232	0.0083124666	-0.0136481672	0.1405363815	-0.1373697927	-0.0630252851	0.1302165881	-0.1085188004	-0.0666845757	-0.0486543285	-0.0306605533	-0.0762218635	-0.13831831	-0.0028232677	0.0731542568	-0.2489461215	0.0706752671	-0.1173894478	-0.0422912587	0.1322118261	-0.0619726284	0.0788577823	-0.1361387939	-0.0050768392	0.1380081244	-0.147393397	0.0865871793	0.067756412	-0.0985844226	0.1184757892	-0.0343956131	-0.070568762	-0.0550310458	-0.041130304	-0.0925532907	0.0773173316	0.1973300248	-0.0332780691	0.0072959217	-0.1811111446	-0.0005775012	0.0037352522	0.1476968968	0.0062128831	-0.0545085546	-0.1304663729	0.0785217654	0.1425574961	0.0343014	-0.0099203	9.841235209e-05	0.00117658604196	0.0122065	-0.0894695	0.00014899864225	0.00800479143025	0.000924672	-0.0199389279999999	8.55018307584e-07	0.0003975608497891	0.00359454	5.185999999999993e-05	2.6894595999999924e-09	1.2920717811599998e-05	0.000634952	0.0	4.0316404230400004e-07	0.0	0.00204282	-3.881000000000023e-05	1.506216100000018e-09	4.173113552399999e-06	0.0	0.0
66929.04102311499	147.18092981392692	21662.226100892083	4479496532.2738085	121369.15416531736	289.71734840511635	83936.14196689158	14730471582.804571	64582.41185344828	-86.29130185884424	7446.188776494175	4170887920.808416	84795.67576959978	80256.98759077085	1.295493	21.818462	0.124300378	0.0811761	-0.0735305198	-0.0493185604	0.1010191504	0.0518642862	0.1826823911	0.0316682498	0.1012333743	0.0928424993	-0.1431170612	0.0433237559	-0.0562286299	0.1831994335	-0.0449743557	-0.1103756473	0.0580624951	0.0159613165	-0.0420873496	-0.0811489294	0.066408854	-0.0767671075	0.0683092951	-0.0790667316	0.0311136076	-0.0442578407	0.0935478449	-0.006226428	-0.0035744991	0.0969053607	-0.0871376923	0.1497837222	0.2822278145	0.0468341903	-0.1555692454	-0.0530096306	0.0252483162	0.0058402881	-0.1294924608	0.1026588604	-0.1399762936	0.1323949372	0.044900324	0.0008552135	-0.0571348258	0.1060673177	0.0482812034	-0.0058388229	-0.0297792199	0.09010955	-0.0711433829	-0.0190220482	-0.0924723169	-0.0398451183	0.1409495873	0.040735	0.0064335999999999	4.139120895999997e-05	0.001659340225	0.0896212	0.0774147	0.0080319594894399	0.00599303577609	0.0210947	0.020170028	0.00044498636809	0.0004068300295207	0.00363897	4.443000000000025e-05	1.9740249000000224e-09	1.32421026609e-05	0.000480061	-0.000154891	2.30458563721e-07	2.399122188100001e-08	0.0018365	-0.0002063199999999	4.256794239999994e-08	3.37273225e-06	0.0	0.0
