onset	duration	trial_type	identifier	response
4.000161	9.970295	experimental_trial	50.mov	n/a
16.00073	9.969894	experimental_trial	23.mov	n/a
28.00118	9.975973	experimental_trial	44.mov	n/a
40.00165	9.972359	experimental_trial	6.mov	n/a
52.00237	9.968049	experimental_trial	37.mov	n/a
64.00307	9.974591	experimental_trial	28.mov	n/a
76.00336	9.972211	attention_check	f3.mov	Friendly
94.02386	9.970897	experimental_trial	40.mov	n/a
106.0242	9.972544	experimental_trial	24.mov	n/a
118.0244	9.970301	experimental_trial	48.mov	n/a
130.0247	9.978015	experimental_trial	5.mov	n/a
142.0251	9.967152	experimental_trial	42.mov	n/a
154.0254	9.966894	experimental_trial	27.mov	n/a
168.0257	9.970441	experimental_trial	1.mov	n/a
180.026	9.972065	experimental_trial	3.mov	n/a
192.0262	9.968497	attention_check	n2.mov	Neutral
208.0518	9.975047	experimental_trial	36.mov	n/a
220.0521	9.966315	experimental_trial	2.mov	n/a
234.0524	9.971319	experimental_trial	47.mov	n/a
246.0527	9.973388	experimental_trial	8.mov	n/a
258.053	9.976578	experimental_trial	22.mov	n/a
270.0533	9.977193	attention_check	n3.mov	NoResponse
286.0722	9.97315	experimental_trial	34.mov	n/a
298.0725	9.967261	experimental_trial	30.mov	n/a
312.0729	9.968336	experimental_trial	15.mov	n/a
324.0731	9.968006	experimental_trial	29.mov	n/a
336.0734	9.965729	experimental_trial	4.mov	n/a
350.0737	9.966143	experimental_trial	12.mov	n/a
