global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
56919.63250359528	n/a	n/a	3239844564.344341	97805.40489299753	n/a	9565897226.283184	n/a	54042.91324602971	n/a	n/a	2920636472.1178937	65924.88753266503	60265.1942516741	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	n/a	0.0	n/a	3.68781e-06	n/a	1.35999425961e-11	n/a	-1.6601e-06	n/a	2.75593201e-12	n/a	6.66647e-05	n/a	n/a	4.44418222609e-09	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
56976.72218746586	57.089683870573936	3259.23200444207	3246346871.227664	98185.28327801476	379.8783850172331	9640349852.384005	144307.58740330118	53971.76647057796	-71.14677545175073	5061.86365718184	2912951575.954603	65592.92250187045	59700.9386015625	1.371131	23.491587	0.13515443001	0.0986996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.52974e-05	-1.52974e-05	2.3401044676e-10	2.3401044676e-10	-8.83497e-05	-9.203751e-05	7.80566949009e-09	8.470903247000099e-09	0.0566215	0.0566231601	0.0032059942622499	0.0032061822597102	-0.00128017	-0.0013468347	1.8139637091240896e-06	1.6388352288999998e-06	0.000221644	0.000221644	4.9126062736e-08	4.9126062736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57083.62060258316	106.89841511730629	11427.271154591936	3258539741.099657	96875.53911642062	-1309.7441615941352	9384870079.097143	1715429.7688299243	54039.18808651965	67.4216159416901	4545.674296188761	2920233849.050247	65636.82718300009	59860.03691978237	1.172335	20.085609	0.0793793022	0.0472002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0084692199999999	-0.0084539225999999	7.172768740839832e-05	7.14688073267891e-05	-9.88793e-05	-1.0529599999999997e-05	9.777115968489998e-09	1.1087247615999987e-10	0.0196734	-0.0369481	0.00038704266756	0.0013651620936099	-0.000918046	0.0003621239999999	1.3113379137599993e-07	8.428084581160001e-07	0.000372679	0.000151035	2.2811571225e-08	1.38889637041e-07	-0.000166176	-0.000166176	2.7614462976e-08	2.7614462976e-08	0.0	0.0	0.0	0.0	0.0
57398.084817823255	314.464215240092	98887.74266656692	3294540140.7540326	97703.0725831576	827.5334667369752	9545890392.189762	684811.6385697165	54183.43771685218	144.24963033253152	20807.955851072	2935844922.8159995	65563.2300702637	60664.20968261719	1.341887	22.990553	0.0757384506999999	0.03855	-0.0556315081	0.1512157495	-0.1471404982	0.0425843245	-0.0116920689	-0.1171882651	-0.0213437519	-0.1272874144	-0.1609794119	-0.0342369759	0.0459862754	-0.0337777122	0.0791956949	-0.0025439548	0.2965567691	-0.0246725949	0.1009600035	-0.044557148	0.0257434072	-0.0325952025	0.0927811229	-0.0362589241	0.0249085761	-0.0235123179	0.0166913056	-0.000511587	0.0055654662	-0.0303967767	0.034346318	-0.0106333384	0.0111519001	-0.022770783	0.0310696845	-0.2248970799	0.0722899327	-0.0942487687	0.0282877785	-0.0845988967	0.0270441286	-0.1517970441	0.0801958371	-0.0383575335	0.0895098039	-0.0019656626	0.0373405127	-0.001624745	-0.0247978745	-0.0485812376	-0.0105792639	0.0354526101	0.1642082724	-0.0270949982	0.0005526937	-0.0357986412	0.093189957	-0.1440827331	0.1966627511	-0.2226314366	0.0500361343	-0.1558610502	0.1030333925	-0.0928750555	0.0498525364	-0.0123403353	0.0387480498	-0.0385786221	0.0062090702	0.0184400512	-0.0591828851	0.0307897035	-0.1382185237	0.0575020993	-0.0320773657	0.1491759333	-0.0739129184	0.1034138895	0.1034029441	0.1033847028	0.1033591666	0.0	0.0	0.0	-0.0173898	-0.0089205800000001	0.00030240514404	7.957674753640178e-05	-0.0216841	-0.0215852207	0.00047020019281	0.0004659217526677	0.0169916	-0.0026818	0.0002887144705599	7.192051240000008e-06	-0.00135119	-0.0004331439999999	1.876137247359999e-07	1.8257144161e-06	0.000471042	9.836300000000002e-05	9.675279769000004e-09	2.21880565764e-07	-0.000485686	-0.0003195099999999	1.0208664009999997e-07	2.35890890596e-07	0.0	0.0	0.0	0.0	0.0
57424.95396220134	26.869144378084457	721.9509196103476	3297625337.560944	97828.91399360144	125.8414104438416	9570496413.167467	15836.060582495404	54024.01866820744	-159.41904864474054	25414.43307079415	2918594593.062826	65735.11816745099	60741.31935505023	1.441447	24.696308	0.0881754	0.0414168	-0.1583071316	0.0079975608	-0.1998881605	0.0185867485	-0.1376458612	-0.1063890946	-0.0294344491	-0.1720121926	0.0073339423	-0.1815329204	-0.0178619172	0.1480524346	-0.0017209798	0.0057898577	-0.1945675052	-0.0537952634	-0.0277113235	-0.0627780756	-0.2908322996	0.0100630524	0.1588737705	-0.1143424888	0.0379967292	0.0494487217	0.1043119829	-0.0971693185	0.0938248104	0.0361514722	-0.0039147767	-0.1238597754	-0.1008186894	0.0017153788	0.0881550785	0.0138202938	-0.0018533967	-0.0536003641	0.0349862691	0.0609975111	0.0727758914	-0.1059596921	-0.0691707119	-0.0393967464	0.1053327944	-0.0519775232	-0.0056215473	0.1166686669	-0.0924029327	0.035270653	0.1616137425	0.0182476794	0.1592039704	0.0244329749	0.0511353121	-0.1365234343	-0.0009482608	0.1500640405	-0.2671559076	-0.1532128482	0.1748594531	-0.1589769291	0.094651877	0.0698923214	0.2293569727	-0.0825449058	-0.1819050694	-0.0625526393	-0.027249844	0.021147871	-0.0062819024	-0.0325436748	-0.0197590976	-0.028760513	0.0401554543	0.0610363449	0.0698254278	0.1033847028	0.1032862179	0.1031221459	0.102892591	0.0	0.0	0.0	-0.0388281	-0.0214382999999999	0.0015076213496099	0.0004596007068899	-0.0240723	-0.0023882	0.00057947562729	5.70349924e-06	0.0376794	0.0206878	0.00141973718436	0.00042798506884	-0.00161553	-0.00026434	6.987563560000003e-08	2.6099371809e-06	0.000131625	-0.000339417	1.1520389988900005e-07	1.7325140624999995e-08	-0.000755151	-0.000269465	7.261138622500002e-08	5.70253032801e-07	0.0	0.0	0.0	0.0	0.0
57562.34400541088	137.39004320953973	18876.023973119198	3313423447.3972616	97359.65146903758	-469.2625245638628	9478901734.17247	220207.31696005	54181.67558040704	157.6569121995999	24855.701964312357	2935653968.7004766	65695.05092356654	61421.78660965402	1.261897	21.620071	0.079878175	0.05904	-0.0974536308	0.1419789419	-0.0247808967	0.0536436408	-0.0762530902	0.0196375439	-0.0271266007	-0.0422063161	-0.1186609905	-0.0202486878	0.0907847607	0.028220655	-0.0943816452	0.0364055298	0.1358022534	-0.0375450306	-0.0536587915	0.0337194242	0.064977829	-0.0445881974	-0.0004696911	-0.0350627496	0.07612953	-0.0425942184	0.0789282251	0.0022665734	-0.0985699984	-0.0704915425	-0.0559957812	-0.0011464168	0.040172657	0.1398575748	0.0429831194	0.1038304161	-0.0039713605	-0.1042463658	-0.141882578	-0.0015523237	0.0143993564	-0.024006377	-0.015849038	0.0595170051	-0.0368449413	-0.0479020341	-0.099516275	-0.0449708089	-0.0472555454	0.0584943419	0.0071992317	0.0742094366	0.1038820755	0.0055979046	-0.0841496682	0.0205911693	-0.0871976693	0.0375058837	0.139601804	-0.0208134192	0.097333402	-0.1106463018	0.0588321032	-0.0826820396	-0.007873274	-0.0521125734	0.0306833923	0.1040455362	-0.0415467449	0.1003614293	-0.0150413987	0.0201967814	0.0024594194	-0.1096571079	-0.0280149181	-0.1048637412	-0.0443619911	0.1033263376	0.1030528971	0.1025976989	0.1019615458	0.0	0.0	0.0	-0.0439776	-0.0051495	0.0019340293017599	2.651735025000001e-05	-0.0282639	-0.0041916	0.00079884804321	1.7569510560000003e-05	-0.019602	-0.0572814	0.000384238404	0.00328115878596	-0.00158513	3.040000000000009e-05	9.241600000000053e-10	2.5126371169e-06	9.24365e-05	-3.918849999999999e-05	1.5357385322499987e-09	8.54450653225e-09	-0.000950676	-0.000195525	3.8230025625e-08	9.03784856976e-07	0.0	0.0	0.0	0.0	0.0
57743.02497507365	180.6809696627679	32645.612798278053	3334256933.271979	98693.55284221626	1333.9013731786836	9740417372.619331	1779292.8733679776	54263.42533444719	81.74975404014549	6683.022285624284	2944519329.027125	65500.646535880034	61492.90315708705	1.132822	19.408628	0.0633757399999999	0.0316273	-0.0437310741	0.0724861096	-0.0911731787	0.0973062229	-0.0401382593	-0.1548769518	-0.1025038716	-0.0190853019	-0.0438405804	0.0253010054	-0.0361500123	-0.0298692918	0.1178749673	0.0710917207	0.0693861623	-0.0405663779	0.0627069428	0.0895798398	0.0435321454	0.0025107385	-0.0299962277	-0.0329118099	0.1269890679	-0.0013521773	0.0877004704	-0.0264964551	-0.0120678952	-0.0367349703	-0.1499381737	0.0782903085	0.0542748238	-0.016928604	-0.0524313412	-0.0623423686	0.010695044	0.014482497	-0.0004772498	-0.0856081022	0.0269467578	-0.0908576144	-0.0200374701	-0.0843469275	-0.1112274966	-0.008121663	-0.1128892127	0.0165555573	-0.0805383912	-0.1327206351	0.0478981002	0.0559428854	0.0892584007	-0.0416959253	0.017947295	0.0418565689	0.0487716006	-0.0668198601	0.0407075818	0.0124517684	0.1198885732	-0.1532169179	-0.0897689595	-0.1148830054	0.0264015482	0.0425651186	0.053901014	0.0308845682	-0.0722118148	0.0640362574	-0.0543951742	0.0279430851	-0.0961384446	0.0883448049	-0.0466024583	0.0675914764	0.0994522644	0.1032388104	0.1027032453	0.1018126938	0.1005702341	0.0	0.0	0.0	-0.0464847	-0.0025070999999999	0.0021608273340899	6.285550409999992e-06	-0.0331422	-0.0048782999999999	0.0010984054208399	2.3797810889999952e-05	-0.0318325	-0.0122304999999999	0.00101330805625	0.0001495851302499	-0.00202063	-0.0004354999999999	1.8966024999999995e-07	4.082945596899999e-06	2.69737e-05	-6.54628e-05	4.285378183840001e-09	7.2758049169e-10	-0.00132491	-0.000374234	1.400510867560001e-07	1.7553865081000002e-06	0.0	0.0	0.0	0.0	0.0
57940.70318257513	197.6782075014853	39076.67372100028	3357125085.291272	97785.567664398	-907.9851778182638	9562017243.44856	824437.083137664	54148.09083050019	-115.33450394700048	13302.04780070067	2932015740.5880985	65776.25582413471	62159.81612695313	1.166853	19.991692	0.086449035	0.0440562	-0.0723327579	-0.019935153	0.0021210591	0.1230446698	-0.1187932595	0.010653685	-0.0989096852	-0.103716844	-0.0024220832	-0.0575464066	0.0356555967	0.1841263351	-0.078319103	0.033251296	-0.1440272236	0.0762432701	0.0035137468	-0.0162315495	-0.0915312787	-0.0829982106	0.0690367836	-0.1112203851	0.1372224032	-0.0259772225	0.0209400058	-0.0192511998	-0.0506510169	0.0666457738	-0.0509349631	-0.0189734827	-0.0699161015	0.0102069922	-0.1266002624	0.0393466694	0.1277341355	0.1240394156	-0.0007955806	-0.0028215299	-0.0342987846	0.0459163794	0.0492646705	-0.0216093682	-0.1351988965	9.81935e-05	0.1309649709	-0.0465139034	-0.0240255837	0.0554159127	0.1071149823	0.0661223373	0.0804730784	0.0551920381	-0.0761937688	-0.0297814555	0.0217753623	0.0680125432	-0.1547894135	0.0965309433	0.1141928476	-0.0886035111	0.1728286732	0.0692413454	0.1075347062	-0.1445245369	-0.0515137807	-0.0046467545	-0.1637816495	0.1045652103	-0.0927615211	0.0620117075	-0.0432259458	-0.0806864385	-0.0476098668	0.0131779477	-0.0074996265	0.1031221459	0.102237657	0.1007691241	0.0987249362	0.0	0.0	0.0	-0.0596765	-0.0131918	0.00356128465225	0.00017402358724	-0.0105594	0.0225827999999999	0.00011150092836	0.0005099828558399	-0.0309261	0.0009063999999999	0.00095642366121	8.215609599999967e-07	-0.00154347	0.0004771599999999	2.276816655999999e-07	2.3822996409e-06	-0.000452067	-0.0004790407	2.2947999225649003e-07	2.04364572489e-07	-0.00136407	-3.915999999999989e-05	1.5335055999999912e-09	1.8606869649e-06	0.0	0.0	0.0	0.0	0.0
58067.11401701757	126.4108344424385	15979.699064433597	3371789730.2653184	98152.86286785852	367.295203460526	9633984489.15664	134905.76648510917	54333.40960320417	185.318772703984	34343.04751651088	2952119399.109559	65598.31248034677	62803.8142734375	1.093521	18.735296	0.0587649	0.0253144	0.0387587277	0.046836182	-0.0008834013	0.1216848631	-0.0470407036	-0.071127387	-0.0267683566	0.0716745873	-0.0165172211	0.0751681204	-0.0499324121	-0.0432860038	0.0149766479	0.0066085958	0.0614360319	0.1169168813	0.076514456	-0.09078175	-0.0401488604	-0.0025382526	0.0260320456	-0.0718360824	0.0712304139	-0.0554015975	-0.0691714501	-0.0633962858	-0.04612507	-0.0154440821	0.0259098902	0.0990804214	-0.0268023729	0.1191907691	0.0515369129	0.0114524605	0.0344539594	-0.0302294992	0.0416012397	0.0551629988	0.0493954678	0.0650813438	0.0040628714	0.0360243724	-0.1295294667	-0.0261156667	-0.093150517	0.0860277521	0.118456204	-0.0833670076	0.0243380455	0.0298743679	0.0072093627	-0.024749388	-0.1131115126	0.0520830349	0.0946740535	0.004081476	0.1198640308	0.150513374	0.0429553694	-0.1990007442	0.0250305597	0.1004258552	0.0156204313	0.0340519311	0.0695272236	-0.0194135012	0.0645671456	0.0674422881	0.0354636082	0.0067567335	-0.0189578423	0.0186973564	0.0571720947	0.0137232751	0.0403515735	0.102976377	0.1016566579	0.09946964	0.0964339822	0.0	0.0	0.0	-0.071456	-0.0117795	0.005105959936	0.00013875662025	-0.0168197	-0.0062603	0.00028290230809	3.919135609e-05	-0.0183196	0.0126065	0.0003356077441599	0.00015892384225	-0.00121281	0.00033066	1.0933603560000001e-07	1.4709080960999998e-06	-0.000303815	0.000148252	2.1978655504000013e-08	9.230355422499998e-08	-0.00144753	-8.346000000000004e-05	6.9655716000000075e-09	2.0953431009e-06	0.0	0.0	0.0	0.0	0.0
58432.19208202515	365.0780650075758	133281.99354967574	3414321071.510682	98301.41333756712	148.55046970859985	9663167864.16322	22067.24205064564	54422.96924483048	89.55964162630698	8020.929408232539	2961859581.423764	65531.33394710162	64034.80497377232	1.371948	23.505583	0.0986254	0.0543963	0.0290806602	-0.1244068169	0.110169549	0.1629454612	-0.0539564389	-0.0553258819	-0.1851995449	-0.0526290854	0.0825583148	0.1446201729	-0.0404595111	-0.03160214	0.0358710466	-0.0777974958	3.50281e-05	0.0320356747	0.1186662583	0.0001925617	0.1652834186	0.0938732143	0.0568675207	-0.051664331	-0.0964255596	-0.0820005295	0.0102766939	-0.0098864512	0.0190203867	0.0136024189	0.0817443196	0.0821891967	-0.0844336772	-0.0405630405	0.0882175254	0.0188708567	-0.0593311274	0.0248202141	-0.0287630268	0.0413962936	0.079849205	0.0425617618	-0.0528508937	0.1386729311	0.0188861062	-0.0525776692	-0.0181633304	0.2037627933	-0.0764945865	-0.1602463101	0.0453988333	0.1247913172	-0.0559062468	0.0625156114	-0.0436454569	0.2065751969	0.1745974736	0.0181077465	0.0326573073	0.0102718589	0.1130531685	-0.0455439268	-0.0583068738	-0.0036277767	-0.1109249352	0.1855930131	0.024995629	0.174459057	-0.0211536495	-0.0603380167	0.1398718521	0.0332357695	0.022001008	0.0331297851	0.0569587663	-0.0488895779	-0.0036811769	0.1028015449	0.1009609038	0.0979175418	0.0937077136	0.0	0.0	0.0	-0.0699931	0.0014629	0.00489903404761	2.140076410000009e-06	-0.0343428	-0.0175231	0.00117942791184	0.0003070590336099	-0.0623814	-0.0440618	0.0038914390659599	0.0019414422192399	-0.00187398	-0.00066117	4.371457689e-07	3.5118010404e-06	-0.000267383	3.643199999999998e-05	1.3272906239999983e-09	7.1493668689e-08	-0.00146148	-1.3949999999999988e-05	1.9460249999999964e-10	2.1359237904e-06	0.0	0.0	0.0	0.0	0.0
