global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
58175.45745051784	n/a	n/a	3384383849.577012	100602.73719902664	n/a	10120910731.93642	n/a	54509.7476099537	n/a	n/a	2971312584.500853	66634.80776391072	64583.8979786266	n/a	n/a	n/a	n/a	-0.1727592865	0.0204940837	-0.0651320424	0.0052612185	-0.0366431237	-0.1533465122	-0.0473387374	0.0520616047	-0.0402575499	0.0779318487	-0.0765571927	0.0686265682	-0.0018452874	0.1166840571	-0.0011469411	0.0683329202	-0.0876993193	0.138209271	-0.0445251558	0.0072791006	-0.0748843118	0.0927210475	0.076912608	-0.0703185725	0.0258646597	-0.151192392	0.0457002786	-0.1841971305	0.1223936617	-0.0654586244	0.1580405109	-0.1115223251	0.0910685084	-0.1176405338	0.0813859032	-0.0977108332	0.1766274418	-0.0450087227	0.0251200556	-0.0470285323	0.0540832104	0.0951393266	-0.0619277797	-0.0227070003	0.1821640006	-0.0386428027	0.0876811887	-0.0086787693	0.0465359159	-0.0451822994	0.1117640238	-0.0997135582	0.0606344274	-0.0603594594	0.0015058473	-0.0363413035	-0.0420173522	0.0487290157	-0.0007495516	0.0015510664	-0.0975989336	0.0520792109	-0.0603674038	0.1177090708	-0.0459605742	0.2996568232	-0.1330994069	0.1750952771	0.1203780544	0.1203546593	0.1203156708	-0.0322252	n/a	0.00103846351504	n/a	-0.00043703	n/a	1.909952209e-07	n/a	-0.0779003999999999	n/a	0.0060684723201599	n/a	0.00139206	n/a	n/a	1.9378310436000004e-06	0.002	n/a	n/a	4e-06	-0.000427407	n/a	n/a	1.82676743649e-07	0.0
58103.20083495873	-72.2566155591121	5221.018492057322	3375981947.267549	100290.38160220286	-312.3555968237779	10058160641.91547	97566.01886713848	54562.63377314815	52.88616319444554	2796.9462574295267	2977081004.2626867	66672.67355378669	64792.94330166903	1.310986	19.87178	0.18491932	0.103461	-0.0515565521	0.1690799267	-0.0255082063	0.012296552	-0.1001131765	-0.0149554759	-0.0318227409	0.0284559246	-0.0572199681	0.0419714207	-0.0811135113	0.0337062975	0.1270377902	0.0876280148	-0.0889751276	0.0066645744	0.0448955145	0.0650545869	0.1243236306	-0.0206443967	0.0900172662	-0.0882485202	0.0202683572	-0.2098746999	-0.0501382784	0.1193507708	-0.0557212443	0.0138208417	-0.0099286845	0.1443054313	-0.057008668	0.0198569578	-0.0847730285	-0.0979486778	0.0444691162	-0.2460126103	-0.0029492364	0.0163662049	0.105409946	0.0828297001	-0.0431192916	-0.0569979306	-0.027803163	0.0742317374	0.0189585628	-0.0033695861	-0.0110180465	0.1718800559	-0.0960490317	0.0040411841	0.0424782438	-0.0734437967	0.0527420333	-0.1021276783	0.0052610869	0.0622337228	-0.1649906981	0.0476490459	0.2054510104	0.1971450886	0.0562463822	-0.0612859105	-0.1102022243	-0.0042263769	-0.0135839452	0.0994481414	0.1034112593	-0.0420857029	0.1203156708	0.1201052059	0.1197547036	-0.0252239	0.0070013	0.00063624513121	4.9018201690000026e-05	-0.012383	-0.01194597	0.000153338689	0.0001427061992409	-0.0157607	0.0621396999999998	0.00024839966449	0.0038613423160899	0.000243085	-0.001148975	1.320143550625e-06	5.9090317225e-08	0.00173392	-0.00026608	7.079856640000007e-08	3.0064785664e-06	0.000234185	0.000661592	4.37703974464e-07	5.4842614225e-08	0.0
58076.385840976815	-26.814993981912263	719.0439022499911	3372866592.3500123	99696.30979764344	-594.0718045594258	9939354187.267694	352921.3089724926	54607.46205439815	44.82828125000378	2009.5747998294407	2981974912.022534	66737.46823135046	64178.358922646265	1.372987	20.811575	0.17138849	0.0909448	0.0076723686	-0.0393580396	0.1252337718	0.0160326544	-0.0394873032	-0.0179546233	0.1191831858	0.0710589408	0.073677821	-0.0543960938	0.0096505084	-0.0557757102	-0.0483920478	0.0581400769	0.0116598654	-0.056307567	-0.066707328	-0.1244394819	-0.0397600997	-0.0773211807	0.1336702698	0.0869533883	0.0257908464	0.0328307374	0.164082655	0.1136765112	-0.0611328039	0.0294655203	-0.1045395418	0.1279062026	0.0159512146	0.1807545992	-0.0346144419	-0.032549764	-0.0339955714	-0.0621456578	0.1341525745	0.0682731711	0.009671621	-0.1175426902	0.0403559499	-0.0748148809	0.065411635	-0.0996433086	0.031858142	-0.0122370064	-0.0787996473	-0.0639118749	0.0254526196	-0.0266825861	-0.1108186162	-0.0440880502	0.0302916083	0.0094689669	-0.0590634812	-0.0481941264	-0.2055817807	-0.0180278554	-0.0060365932	0.1532294635	-0.0435262473	-0.0669016341	-0.2331958045	-0.1700003174	0.0503748538	0.0247579788	0.1514539354	0.0307446907	0.120190936	0.1196068161	0.1186353847	-0.00469391	0.02052999	2.20327910881e-05	0.0004214804894001	-0.0101415	0.0022415	0.0001028500222499	5.024322250000002e-06	-0.0569529	-0.0411922	0.00324363281841	0.0016967973408399	0.00147019	0.0012271049999999	1.5057866810249997e-06	2.1614586361e-06	0.00137588	-0.00035804	1.281926416e-07	1.8930457744e-06	-0.000329166	-0.000563351	3.1736434920100005e-07	1.08350255556e-07	0.0
58181.881115419244	105.49527444242996	11129.252929683613	3385131290.1287785	100194.06457479508	497.75477715164016	10038850576.018206	247759.8181772789	54705.53293981482	98.070885416666	9617.898566408829	2992695334.229164	66678.29072763801	64187.50635514693	1.23295	18.688921	0.1286979899999999	0.0680405	-0.1019136495	-0.0887408566	0.0779403099	0.0290973736	0.0331612867	-0.0795141587	-0.0154744463	-0.0851557337	0.0834637406	0.0588849849	0.1009058025	-0.1575926087	0.0071504098	0.0477384662	0.0677803616	0.1139036592	-0.0669953965	-0.0402692463	0.0262863828	-0.0849265478	0.0188603894	0.0992087935	-0.0191144712	0.0220756834	0.0902025558	0.1913017377	-0.0647565127	-0.0963890258	-0.014132454	0.0060746516	0.1666189232	-0.0721408538	-0.0312996055	0.0757344774	-0.3520408075	0.0245579878	-0.049985819	0.0523067673	0.0294568871	-0.0768189747	-0.0824444312	0.1082841434	-0.0974780308	-0.0972850329	-0.0967606784	-0.0825852577	0.0190709111	-0.0413819415	-0.0598731605	-0.1004823186	-0.0964035066	0.0298790159	0.1905969838	0.0050945363	-0.0432269896	-0.1445058703	-0.0201481099	-0.0265363232	0.1139552163	0.1359148528	-0.0204987647	-0.0373963231	0.0112133918	-0.0755559425	0.0592590889	-0.0947197408	-0.1661406918	-0.0215890035	0.1200039147	0.1188605229	0.1169629329	0.0125419	0.01723581	0.00015729925561	0.0002970731463561	-0.00401607	0.0061254299999999	1.61288182449e-05	3.752089268489999e-05	-0.0576007	-0.0006477999999999	0.00331784064049	4.196448399999961e-07	0.0008787069999999	-0.000591483	3.498521392891182e-07	7.721259918488242e-07	0.0006496	-0.0007262799999999	5.274826383999999e-07	4.2198016e-07	0.00044685	0.000776016	6.02200832256e-07	1.996749225e-07	0.0
58157.63534437683	-24.245771042413253	587.857413441125	3382310548.849509	100608.9657914959	414.9012167008186	10122163997.634392	172143.01961981965	54717.16576967593	11.632829861111531	135.32273057756814	2993968229.866195	66854.35292327263	64837.05462840687	1.165863	17.672014	0.06485449	0.0439663	-0.1441535345	-0.1033081335	-0.0107254718	0.0753484655	-0.07904627	-0.136250597	-0.0303311298	0.0471373377	0.1064769719	0.1236600242	0.0646326775	-0.1315754848	-0.0070740997	0.079391709	0.1144257259	-0.0285441618	0.0193864985	-0.0939040722	-0.092292256	-0.0427515629	0.0742582186	0.057784439	0.0043645872	0.0215651301	-0.0535445846	0.0481243843	-0.0552530569	0.1202084677	-0.1343901454	0.0189435946	-0.0478606886	-0.1082034807	-0.1015008863	0.0259816915	-0.007965671	-0.0251804059	-0.1045167342	-0.009640639	-0.0811079957	0.0803345963	0.0766663249	-0.087429322	-0.0364982076	-0.1192009336	0.0834507162	-0.1669154404	-0.0444333817	0.0077265937	0.0397234536	-0.0117236437	0.1043095033	0.2052080617	-0.0399639385	0.0918858723	-0.0254376959	-0.0069999751	-0.1020234941	0.0092613502	-0.0372994674	0.0094661123	0.0421674436	0.022451096	-0.0131256572	-0.1010381248	0.0729000985	-0.1554290645	-0.0937904228	-0.0780055351	0.1197547036	0.1178678731	0.1147451459	0.0078470799999999	-0.00469482	6.157666452639843e-05	2.204133483240093e-05	0.0122597	0.01627577	0.00015030024409	0.0002649006890929	-0.0968268	-0.0392261	0.00937542919824	0.00153868692121	0.000968488	8.97810000001e-05	8.060627961017956e-09	9.37969006144e-07	0.0006496	0.0	0.0	4.2198016e-07	0.000450225	3.3750000000000143e-06	1.1390625000000096e-11	2.02702550625e-07	0.0
58050.147052643886	-107.48829173294509	11553.732859666708	3369819572.8335795	100407.92218878074	-201.04360271515907	10081750838.268248	40418.53019269071	54579.82606481481	-137.33970486111502	18862.19453133818	2978957413.2654386	66674.58673458247	64391.65774314187	1.026272	15.556116	0.107163371	0.0531083	-0.1317471705	-0.0859089438	-0.0489425837	0.0624570494	-0.0735769698	-0.1502738755	-0.007682198	0.0140006017	-0.0105597881	0.0231658011	0.0552480408	-0.015677665	0.0304371571	0.0389688119	-0.046154113	0.0039843517	0.0313101867	0.0606009387	-0.1007875963	0.0174712973	-0.0720546344	0.0740412258	0.1129926216	0.0710035644	-0.0574264076	-0.0319847104	-0.0341184845	0.0669181021	-0.0089478292	0.004565341	-0.0311296276	0.0651806145	0.0674179032	-0.0063225207	-0.0279723363	0.0366170028	-0.0259083158	-0.0064747169	-0.0456432509	-0.0636169279	-0.0005837384	-0.1380403727	-0.0748974953	-0.0766660988	0.1163534751	-0.0804702597	0.018661194	0.0072419119	-0.0158613395	-0.1188533954	-0.033820422	-0.0157855429	-0.0426471479	0.0409084029	-0.0448580758	-0.0743508144	0.0270296438	0.0856159292	-0.1474545016	-0.1124223811	-0.0299528323	0.0636122569	-0.0396049989	-0.0129081331	0.0927493719	-0.0162754367	0.0120883315	-0.1026055245	0.1194434321	0.1166309242	0.111992364	-0.00139473	-0.0092418099999999	1.9452717729e-06	8.541105207609817e-05	-0.000301211	-0.012560911	9.0728066521e-08	0.0001577764851499	-0.0682809	0.0285459	0.00466228130481	0.0008148684068099	0.000373814	-0.000594674	3.53637166276e-07	1.39736906596e-07	0.000358803	-0.000290797	8.456289520899998e-08	1.2873959280899998e-07	0.000199401	-0.0002508239999999	6.2912678976e-08	3.9760758801000005e-08	0.0
57903.41672420801	-146.73032843587862	21529.78928290081	3352805668.337292	99941.20174820696	-466.72044057377207	9988243806.875809	217827.9696493759	54538.50765046296	-41.31841435185197	1707.2113645513268	2974448816.739607	66742.16367760744	63754.4652931907	1.247088	18.903217	0.106563031	0.0514722	-0.0704734249	-0.0513294803	-0.1950503008	0.0206342853	-0.0902273305	-0.0143530003	-0.0432424435	0.1351301461	0.0060169733	0.2309226563	-0.1236945053	0.0392452193	0.0198013762	0.0609722806	-0.0097948838	0.0461861506	0.1192985551	-0.001670066	0.0564424367	-0.050398936	-0.0754083232	0.0445368792	-0.068634096	-0.0787540177	-0.0652775853	0.0051772315	-0.0499070433	-0.0303622519	0.0268740712	0.128533543	0.1229539807	0.0527618621	0.0723739959	-0.0289647227	-0.0026981847	-0.1777880595	-0.1397138251	-0.0124202016	0.0208383666	-0.0183839387	-0.0537298573	-0.0316877328	0.0773603759	-0.0337484436	0.1163257074	-0.1315689949	0.0280753871	0.1328683672	-0.1512111287	0.0733709288	-0.0249844686	-0.0760404166	-0.1024834505	0.1071379098	0.0173953226	-0.1304312813	-0.0138156527	0.1573948549	0.1042366079	0.0156930154	0.0731652631	-0.0039237148	0.015097411	0.0202726015	0.0184263772	0.0928785001	-0.0728296468	-0.0390891425	0.1190702613	0.1151522399	0.1087174221	-0.00137651	1.822e-05	1.8947797801000005e-06	3.3196839999999995e-10	0.0345845	0.034885711	0.00119608764025	0.0012170128319755	-0.0409463	0.0273346	0.00167659948369	0.00074718035716	0.000850925	0.000477111	2.27634906321e-07	7.24073355625e-07	0.000200248	-0.0001585549999999	2.513968802499999e-08	4.0099261504000003e-08	0.000450225	0.0002508239999999	6.2912678976e-08	2.02702550625e-07	0.0
57924.729451446845	21.3127272388374	454.2323423570815	3355274282.023313	99887.4585489242	-53.74319928276236	9977504375.36305	2888.331469146709	54519.88005787037	-18.627592592594738	346.9872057956904	2972417321.524571	66530.39570367095	63326.23631966331	1.292263	19.587975	0.10011663	0.053494	0.0405983834	0.0877656335	-0.1497690177	-0.057857505	-0.0075494082	0.0093872302	-0.038918909	-0.0218048708	-0.1124137115	0.0026101533	-0.0752267248	0.0352798743	0.0835152729	-0.1192092848	0.0264942809	0.0553790798	0.0580834246	-0.1044580331	0.0488104082	0.1460212358	0.0145883007	0.1131722805	-0.0181239535	-0.0161981414	-0.0968865934	-0.1120963649	0.0373580969	0.061335818	0.0291202293	0.0659123323	0.0507062269	-0.0581805735	0.101907143	-0.1204458198	-0.1227812476	-0.0894050313	0.0425334406	-0.0415849026	-0.0607489453	-0.0803922658	0.0259943698	0.0943232378	-0.0298754437	0.0606048344	0.031075468	0.0589910897	0.0346433307	0.0194377765	-0.0739190388	0.0705596301	-0.1362612018	-0.0733691543	0.1273009973	0.1202453062	0.1447158271	-0.0063586564	-0.0834601887	0.030536967	-0.0033196212	-0.0679533945	-0.2697404253	0.0899594876	0.0429786254	-0.0734120966	0.0114460676	0.0800095978	-0.0669152922	-0.1194608688	0.1186353847	0.1134348849	0.1049355893	-0.00138018	-3.6699999999998886e-06	1.9048968324e-06	1.3468899999999182e-11	-0.00582491	-0.04040941	3.39295765081e-05	0.0016329204165481	-0.0236689	0.0172774	0.00056021682721	0.0002985085507599	0.000596145	-0.00025478	6.491284840000003e-08	3.55388861025e-07	0.0006496	0.000449352	2.01917219904e-07	4.2198016e-07	0.000305834	-0.000144391	2.0848760881e-08	9.3534435556e-08	0.0
58010.73957004597	86.0101185991225	7397.74050143512	3365245905.463697	99612.01661116804	-275.4419377561572	9922553853.343618	75868.26107486674	54545.058125	25.178067129636474	633.9350643844807	2975163365.8596287	66736.3326181429	63690.12253639915	1.147914	17.399946	0.138555887	0.0768442	0.0764757654	0.075437391	-0.0490019912	-0.0398155985	0.0596539189	0.1425005309	-0.0407653727	-0.0252744111	0.0330450345	0.0412492311	-0.0963301079	-0.000212927	0.018589524	-0.0121662876	0.0781665617	0.0234170443	-0.0070491772	-0.1263745319	-0.020744568	0.0194394663	-0.043588506	-0.0897994921	0.0534007202	0.0488916809	-0.0282763184	-0.0909032279	-0.1630172023	0.0354683573	0.0245143334	0.105625679	-0.0591947951	-0.0062519996	0.0421735177	-0.0513932307	0.1392744339	0.1799526802	-0.0598672073	-0.2075549652	0.1783425016	0.0372203284	0.0150430818	-0.0158474794	0.0957143592	0.045380822	-0.0690207357	-0.0407425319	-0.0193427202	0.0947438283	-0.0270405439	0.1343055908	-0.0334150713	0.1691677036	0.0570002778	0.0057632742	-0.1122942573	0.1924262673	-0.0263803436	0.0811850541	0.0721129798	-0.0502884985	-0.0077375149	0.0477262818	0.0288386528	0.0445171401	0.1281280659	-0.014857243	0.1205384089	-0.0454977437	0.1181390277	0.1114824189	0.1006644984	0.0119105	0.01329068	0.00014186001025	0.0001766421748623	0.000788147	0.006613057	6.21175693609e-07	4.3732522885249e-05	0.0141081	0.037777	0.00019903848561	0.0014271017289999	-0.000414834	-0.001010979	1.022078538441e-06	1.72087247556e-07	0.000495144	-0.0001544559999999	2.3856655935999996e-08	2.45167580736e-07	0.0007579019999999	0.0004520679999999	2.043654766239096e-07	5.744154416038485e-07	0.0
58174.24573310794	163.5061630619748	26734.265359249093	3384242866.616028	100182.12428278688	570.10767161884	10036458025.811758	325022.75723865506	54606.73716435185	61.67903935184586	3804.30389536655	2981895743.7366056	66771.5777837832	64326.3144753196	1.214529	18.409693	0.0898407685	0.0422561	0.0449422269	0.0689832004	0.0157448338	-0.0321821206	0.0748478559	-0.0006494875	-0.0387036289	-0.0654671075	0.0240815131	-0.1746692063	-0.0830345922	0.0063425043	0.0924381479	0.0214286565	0.0022984423	-0.0138076736	-0.118788112	-0.0482892309	0.0409049262	0.0402665447	-0.1005400376	-0.087453933	0.0706777359	-0.1443541856	-0.1069553005	0.0885827629	-0.1362789867	0.0668167666	0.0299043207	-0.0268107956	-0.0599757409	0.0047001019	0.0253266911	0.0768862674	0.01414171	0.0173850355	0.007723391	-0.1333385644	-0.2461849716	0.0201979076	0.0248561043	0.0390749516	-0.0226289691	0.0217976746	-0.02459993	0.0885778126	-0.019053845	0.0028598409	0.116245035	0.1922929905	0.1425819193	0.0794768704	0.1860539189	-0.1191379249	0.0242941008	0.0488444403	0.0474033788	0.1735519737	0.0293638541	0.0325651564	-0.0368045887	0.1203176177	0.1070337186	-0.1163944005	0.0518093729	-0.0323844293	-0.0706038925	-0.1743126516	0.1175814474	0.1092988885	0.0959240631	0.0207209	0.0088104	0.00042935569681	7.762314816000003e-05	-0.0319085	-0.032696647	0.00101815237225	0.0010690707250426	0.0326817	0.0185736	0.00106809351489	0.00034497861696	1.16043e-06	0.00041599443	1.730513657910249e-07	1.3465977849e-12	0.000521985	2.6841e-05	7.204392809999998e-10	2.72468340225e-07	0.000910269	0.0001523670000001	2.3215702689030477e-08	8.28589652361e-07	0.0
