global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
57695.61968904213	n/a	n/a	3328784531.3025856	99389.6865010246	n/a	9878309782.771952	n/a	54658.2151264771	n/a	n/a	2987520480.81225	66265.44579102236	55727.70169428045	n/a	n/a	n/a	n/a	-0.1271812692	-0.0187660208	-0.1056264724	-0.000850338	0.1137215158	-0.1040778811	0.0798443255	0.0004721799	-0.0024787355	0.0176628589	-0.0829761963	0.0449223892	-0.0331898473	0.0336330983	-0.1121894896	0.0848409053	-0.1285606586	0.0876645087	-0.1135795238	0.1057708988	-0.0641450111	0.063139898	-0.0097481005	0.108711231	-0.113991573	0.0269468515	0.1658273991	-0.0617548154	0.0104902098	0.0231105601	-0.0449876098	0.117549996	-0.0169888845	0.0256761346	-0.1011708922	0.0339788996	-0.1121055283	0.1524099348	-0.054943591	0.0345817603	0.0732202615	-0.1196794426	-0.114528099	0.0104261054	-0.0531325497	0.0512345793	-0.0357661065	0.105431543	0.0069369439	-0.0851137537	0.0680164793	-0.0620093712	0.0179600681	-2.5772e-06	0.0243830006	-0.1032469871	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0776289	n/a	0.00602624611521	n/a	-0.0136811	n/a	0.00018717249721	n/a	0.0826868	n/a	0.00683710689424	n/a	-0.000363423	n/a	n/a	1.3207627692899997e-07	0.00168831	n/a	n/a	2.8503906561e-06	0.000315313	n/a	n/a	9.942228796900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57875.77188812149	180.15219907936265	32454.814833130305	3349604971.645873	99703.03898565574	313.3524846311484	9940695982.97519	98189.77962451408	54682.43144156204	24.216315084937374	586.4299162929656	2990168308.3611326	66370.7058346076	55831.42612720836	1.055485	19.128965	0.097521893	0.0561365	-0.1084375314	0.0228205459	-0.0260238054	-0.0265238308	0.0630982537	-0.0704782352	-0.0068532526	0.0171352624	-0.0147332299	0.0691154835	0.0403332506	0.0499329385	0.0173776419	-0.0205557063	0.0075018193	-0.0938764249	0.0889571948	0.0748401497	-0.0766342578	-0.0115525513	0.0420149347	0.0367673741	-0.0046789359	0.0413509804	-0.0096432188	-0.0352930307	-0.090976091	-0.1246169536	0.1128019727	0.0087323471	0.0206563421	-0.0074785116	-0.0458441442	-0.0584646117	0.0268148337	0.0665253847	-0.0757700749	0.0991411055	-0.0203379247	0.0401683105	0.056278528	-0.068667778	0.0572592979	-0.0102483389	0.0341253539	0.0578454501	-0.021874298	0.0851088709	-0.076743872	0.1762509947	0.0522407126	-0.0329767684	0.0594040916	-0.0194101802	0.0100005064	-0.1134156901	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0696881	-0.0079407999999999	0.00485643128161	6.305630463999997e-05	0.0083470999999999	0.0220281999999999	6.967407840999834e-05	0.0004852415952399	0.0403487	-0.0423381	0.00162801759169	0.00179251471161	-5.64614e-06	0.00035777686	1.280042815514596e-07	3.1878896899600004e-11	0.00168831	0.0	0.0	2.8503906561e-06	0.000168794	-0.000146519	2.1467817361000005e-08	2.8491414436e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58071.69904766623	195.9271595447426	38387.45184727103	3372322230.282719	99809.00184106044	105.96285540469398	9961836848.508806	11228.126725516086	54768.11221381093	85.68077224888839	7341.194733165883	2999546115.464586	66287.5538024692	57019.51553955078	1.029494	18.65793	0.078376973	0.0439864	-0.0523449202	0.0638090492	-0.0505428993	-0.0134052364	0.0969368346	-0.0190058959	-0.045460965	0.0480839431	0.0226669739	0.1486622952	0.0380262462	-0.0427729146	-0.0504751047	-0.0591324648	0.014311399	0.0402429782	-0.002962416	0.2127711899	-0.0357908581	-0.0667576238	-0.0373382584	0.0480029049	-0.0681993846	-0.0650734479	0.0407251739	-0.0648353523	-0.0996742421	0.0151140623	-0.0378676226	0.0959268825	-0.0002289337	0.0693648794	-0.0416182039	0.1041534667	0.0595962292	-0.0398257677	-0.0265111422	0.0913421536	-0.0795674503	0.0669515375	-0.013376361	-0.0281098936	0.0820370797	0.0294195795	-0.0405071151	0.0743427164	-0.0196602979	0.1137575995	-0.0036673012	0.0840335167	-0.08870678	-0.026915734	-0.0632429381	-0.0183403054	0.0783760252	-0.0110208736	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0674318	-0.0022563	0.00454704765124	5.090889690000012e-06	-0.00915503	-0.0175021299999999	8.38145743009e-05	0.0003063245545368	0.0496616	0.0093128999999999	0.00246627451456	8.673010640999998e-05	-0.000668515	-0.00066286886	4.3939512555769954e-07	4.469123052249999e-07	0.00153386	-0.00015445	2.38548025e-08	2.3527264996e-06	0.0	-0.000168794	2.8491414436e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58093.42824353226	21.72919586602802	472.15795298420926	3374846405.0864315	99463.71014984632	-345.2916912141227	9893029636.77264	119226.35202150904	54742.74838441655	-25.36382939438045	643.3238415472375	2996768500.6795406	66336.15483798888	57248.21330712058	1.077027	19.519377	0.0871351799999999	0.041971	-0.0295973071	0.0611487942	-0.0589673446	-0.0741007208	0.0510383075	0.0061326295	-0.1539187453	-0.0892983797	0.0334924565	0.0991620927	0.0581716867	-0.0363823815	-0.0379720569	0.0506869306	0.0742626174	0.0467412819	0.016960485	0.1236530071	0.0018848551	-0.0485164167	-0.0389466439	-0.0424845532	-0.0783963288	-0.0582443505	0.1055771663	-0.0611780792	0.0359841753	0.0190871434	0.1030527558	-0.1346921282	-0.0188773597	-0.002168183	0.1212343385	-0.0157619387	0.0343690716	0.0130360197	0.0040387341	0.1340788912	-0.0318356571	0.0359026545	-0.0540430355	-0.0843929839	0.1055191126	0.0907511883	-0.0969389897	-0.0107344888	0.0029573717	0.0529468881	-0.1080828466	0.0876473167	-0.0084987557	-0.0101353283	-0.1148691116	-0.0917202425	0.0677464041	-0.0172286282	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0597253	-0.0077064999999999	0.00356711146009	5.939014224999997e-05	0.0109103	0.02006533	0.00011903464609	0.0004026174680089	0.0310369	-0.0186247	0.00096328916161	0.00034687945009	-0.000398544	0.0002699709999999	7.288434084099996e-08	1.5883731993600002e-07	0.0015699	3.603999999999999e-05	1.298881599999999e-09	2.46458601e-06	0.000508762	0.000508762	2.58838772644e-07	2.58838772644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58169.728633227925	76.30038969566522	5821.749467710375	3383717329.2633767	99510.73985655738	47.02970671106596	9902387346.799438	2211.793313328882	54700.61873384417	-42.12965057238034	1774.9074573508674	2992157689.865384	66182.95568788766	58047.57181313255	0.987459	17.896112	0.056869155	0.0344946	-0.0036757806	0.0751722753	-0.1143193328	-0.036303139	0.0503538412	0.0298296096	-0.0901413228	-0.093260358	0.0104658437	0.0759656773	-0.0259597373	-0.0577670921	-0.154419287	0.0738244355	0.0370897877	-0.0344080353	-0.0375338627	-0.0088435305	-0.08633781	0.081357585	0.1117672802	-0.0054970558	-0.0159351597	0.0652506012	0.0026756055	0.0467752365	-0.0561020107	-0.1151121666	0.155320639	0.0198419698	0.0025735613	0.0988698756	-0.0104897266	-0.0549158371	0.0760028165	0.0710399706	0.0604774584	0.0005547411	-0.0450510972	0.0543965506	-0.0663000465	-0.0393419431	-0.0032322212	0.1625039009	-0.1173237697	0.0041457934	-0.0304257724	0.0419790317	-0.1077135669	-0.0318276076	-0.0050217705	0.0741811731	0.042492111	0.0574959142	-0.035143445	-0.0221900174	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0597612	3.589999999999843e-05	0.00357140102544	1.2888099999998875e-09	0.0155537	0.0046434	0.00024191758369	2.1561163560000005e-05	0.00547738	-0.02555952	3.00016916644e-05	0.0006532890626303	-0.00034924	4.9304000000000014e-05	2.430884416000001e-09	1.219685776e-07	0.00163593	6.603000000000013e-05	4.359960900000016e-09	2.6762669649e-06	9.14893e-05	-0.0004172726999999	1.7411650616529e-07	8.37029201449e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58209.46589631877	39.73726309084304	1579.0500779508768	3388341919.9346976	99618.42378329918	107.68392674179633	9923830357.068989	11595.828078532557	54803.57623245938	102.95749861521472	10600.24652110194	3003431967.8669868	66271.14986499074	57972.98054060502	1.014248	18.381615	0.160271565	0.0783321	0.0068757278	0.0560163716	-0.1134644465	-0.0162896022	0.0706263913	-0.0092063067	-0.0857129565	-0.0819290152	0.0452117988	0.0996466575	0.0131840001	-0.0703800874	-0.0320733296	0.0200871496	0.0409141793	-0.0084292888	-0.1962520878	0.1070767487	0.0924136463	0.0899062793	-0.0275748635	0.0109361529	-0.0591469722	0.1482897485	-0.0716488984	0.0241516532	0.0509226714	-0.0634833562	-0.0304582982	-0.0910814907	-0.1164485971	-0.0496722293	0.0526290058	0.0043093844	-0.0574901365	-0.0712741491	-0.0527772777	-0.0870445773	-0.0688089847	0.0341916425	-0.05179465	-0.070522213	-0.0053971938	0.0907622759	-0.1384248423	-0.0477701442	-0.0524282813	0.0901007388	0.0297912848	-0.100638485	0.0399481332	-0.0222813518	-0.0708302387	-0.0810688812	-0.0036666364	-0.0488373468	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0408722	-0.018889	0.0016705367328399	0.000356794321	-0.00847731	-0.02403101	7.18647848361e-05	0.00057748944162	0.0599197	0.05444232	0.00359037044809	0.0029639662069824	-0.000962376	-0.000613136	3.75935754496e-07	9.26167565376e-07	0.00126701	-0.00036892	1.361019664e-07	1.6053143401e-06	0.000367618	0.0002761287	7.624705896369001e-08	1.35142993924e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58327.55415201961	118.08825570084446	13944.836134468023	3402103573.3567805	99576.35165215164	-42.0721311475354	9915449808.352962	1770.0642192954183	54716.19808784158	-87.37814461780363	7634.940156849805	2993862333.187918	66397.3406816689	58882.442601429335	1.118974	20.279606	0.166146210575	0.0907093	0.0162669252	0.0832172436	-0.1079060103	-0.0234601168	-0.0015335639	-0.0561690964	-0.0325489727	-0.0994543575	0.003054527	0.0101088209	-0.028209378	0.0454368076	-0.0217957476	-0.1037991765	0.1178910898	0.0656853279	-0.0215157235	-0.0263340755	-0.0140538311	0.0647008796	-0.0667830495	-0.001405232	0.0588173685	-0.0064062628	-0.0663484071	-0.0369288585	0.0050137468	-0.0395336498	0.0121641351	-0.0088002595	0.008532954	0.0053142761	0.1117308099	0.0440189783	-0.0785370604	0.0098093177	-0.0648917911	-0.0658274753	-0.0057749419	0.0037693491	0.0235577652	-0.0725499481	-0.0643494442	0.1449060348	0.0823419414	0.0222529164	-0.0912517324	0.066335861	0.0196050292	0.0059206588	-0.0627441765	0.079338142	-0.1173284391	-0.0337869357	-0.0280780486	0.0262275922	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0273842	-0.0134879999999999	0.00074989440964	0.0001819261439999	0.0165907	0.02506801	0.00027525132649	0.0006284051253601	-0.00995943	-0.06987913	9.91902459249e-05	0.0048830928095568	-0.000370212	0.000592164	3.506582028960001e-07	1.3705692494400006e-07	0.00146153	0.0001945199999999	3.783803039999996e-08	2.1360699409e-06	8.058849999999998e-08	-0.0003675374115	1.3508374885212034e-07	6.494506332249997e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58449.265646806496	121.71149478688312	14813.687963257478	3416316654.650954	99707.78714779712	131.4354956454772	9941642817.910416	17275.289515572258	54727.71926352474	11.521175683163165	132.73748912231022	2995123255.787177	66362.13333880728	59421.96469809792	1.010034	18.305237	0.101466839425	0.0613629	0.0325175781	0.1333079253	-0.1182701657	0.0103765739	0.0726126108	-0.0127130203	-4.81962e-05	-0.048392911	-0.0002156769	0.090470478	0.0839393506	0.020079791	0.029485584	0.0437726981	0.0816940814	0.1244935456	0.054637021	0.0612662219	0.1334584671	0.2434684908	-0.0586321128	-0.1039114437	0.0955771154	-0.0683421336	-0.0653562602	0.0587055266	-0.0526563524	0.0492678826	-0.0983703141	-0.0166658526	-0.0940809265	0.0267518224	0.0354451898	0.0654545171	-0.0931243817	0.0464312055	0.1611596441	-0.1122831893	-0.0608285062	0.0502513138	0.0190818713	-0.0144122365	0.0069269541	0.1734089094	0.0651392197	0.1020079053	-0.0855740255	0.0716159512	0.0889291234	-0.1119784842	-0.0202391843	0.0261492098	-0.0093534686	-0.1792208045	-0.0013754196	0.1858652326	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0395207	0.0121364999999999	0.00156188572849	0.0001472946322499	0.0104555	-0.0061352	0.0001093174802499	3.764067904e-05	0.027515	0.03747443	0.000757075225	0.0014043329038249	-0.00112359	-0.000753378	5.675784108840001e-07	1.2624544881e-06	0.00154514	8.361000000000002e-05	6.990632100000004e-09	2.3874576196e-06	-7.73456e-05	-7.74261885e-05	5.994814665637533e-09	5.98234183936e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58289.214937156765	-160.0507096497313	25616.22965938259	3397632577.9900594	99889.83124359632	182.04409579919596	9977978385.874151	33140.052815346826	54813.47173305945	85.75246953470923	7353.486031301235	3004516683.4309072	66573.55161984192	58903.9298128995	1.220828	22.125542	0.0558478749999999	0.0256085	0.0403289597	0.0690255824	-0.0213798733	0.0116481064	-0.0170861742	-0.0465915823	-0.0155337431	-0.087091515	0.0600549373	-0.0517080579	-0.0393680761	0.0696505336	-0.0458037435	0.0594999022	0.0639274152	0.0584444672	-0.003288202	0.0132702146	-0.1104315016	0.0029795986	0.0256302208	0.168050926	0.1671667259	-0.105260173	0.0645168026	0.0510233074	0.1117016853	0.0765902804	0.0787218487	0.0029919959	0.0820472382	-0.0288838401	-0.04292041	0.0114508754	-0.028037086	-0.0495122385	-0.129832795	-0.1906387098	-0.016897247	-0.0652431717	0.0053115485	-0.1215655951	-0.0755826442	0.0510678738	0.0201524716	-0.011915442	-0.0682199787	0.0924319708	-0.0232403902	-0.0136357285	0.1136654084	0.0004693238	-0.0428951935	0.0888077558	0.0103760294	0.205323925	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0341334	-0.0053872999999999	0.00116508899556	2.902300128999997e-05	0.0140689	0.0036134	0.00019793394721	1.3056659560000006e-05	0.0476432	0.0201281999999999	0.00226987450624	0.0004051444352399	-0.000910741	0.000212849	4.5304696801000045e-08	8.29449169081e-07	0.00127947	-0.0002656699999999	7.05805489e-08	1.6370434809e-06	-2.14851e-05	5.5860500000000005e-05	3.1203954602500006e-09	4.616095220099999e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58322.469710332174	33.254773175409355	1105.8799389479257	3401510473.112614	100287.98805071722	398.156807120904	10057680547.2608	158528.84305671274	54856.837841580505	43.36610852105514	1880.6193682599312	3009272657.977459	66540.8160751206	58625.32361089533	0.999721	18.118334	0.142527045	0.100282	0.0201934925	0.0893330781	-0.0279356081	0.0396039796	0.001501669	0.0202153445	0.0025221331	0.0239511837	0.0608100117	-0.0075658405	-0.019113614	0.0687423215	0.0016690421	-0.0050067891	-0.0191883309	0.1483939008	0.0083925142	0.0050170067	0.0280226157	-0.0106235675	-0.0414217667	0.1113617845	0.001007214	-0.0283901226	-0.0134612154	0.081546559	0.1183131661	-0.0875268372	-0.0698393506	0.1209687645	-0.0490557361	-0.1098381068	-0.0659142907	0.0872596151	-0.0204876952	-0.0064812336	-0.0410909214	-0.0457781071	-0.0414070393	-0.0251731932	-0.0178987916	-0.003496559	0.0107350061	0.0249546133	0.0729523753	0.0434977494	-0.0180504834	0.0273041279	0.0132877231	-0.0322885393	0.0144406604	-0.0737177494	-0.0378280672	0.1711550088	0.0093980413	0.0501352641	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0366355	0.0025021	0.00134215986025	6.260504410000001e-06	0.0116481	-0.0024208	0.00013567823361	5.860272640000004e-06	-0.0445564	-0.0921995999999999	0.00198527278096	0.00850076624016	-0.000545964	0.0003647769999999	1.3306225972899998e-07	2.9807668929600004e-07	0.00168831	0.0004088399999999	1.6715014559999998e-07	2.8503906561e-06	-0.000155959	-0.0001344739	1.808322978121e-08	2.4323209681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
