global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
58256.32694759391	n/a	n/a	3393799629.4249563	85805.84576056985	n/a	7362643166.686703	n/a	54900.57143359878	n/a	n/a	3014072743.7356825	60127.7293431395	61209.12589434332	n/a	n/a	n/a	n/a	-0.0342005004	-0.0148848741	-0.0280952741	0.13228298	-0.0884994261	0.1353120792	0.0061254963	0.0449312111	-0.0072822744	0.0423753864	-0.0956212705	0.0946637265	-0.0532850194	0.153051426	-0.0538568177	0.0938771142	-0.0231962583	0.0064382933	-0.0102649172	0.0093101784	-5.72589e-05	0.1288561026	-0.0855080553	0.1184792051	-0.0411336488	0.0268517622	-0.00310393	-0.0962116897	0.0451202107	-0.0400510367	0.0133474085	-0.0403528898	0.0762559994	-0.0354185176	0.0422026125	-0.1209719346	0.0413632333	-0.007408718	0.1025523106	-0.0682859012	0.0403387623	-0.0190023375	0.0897485078	-0.05244389	-0.0515403773	0.0418642816	0.0544402253	0.1193006348	-0.0488784282	0.01897929	-0.0031479973	0.1085613011	-0.0268185135	0.2417045813	-0.0584839645	0.0658750938	-0.0604108849	0.1282890109	-0.0471027474	0.1312117721	-0.0637471549	0.0038457958	-0.0777643565	0.1629341661	-0.0871243899	-0.0713289002	-0.1291606559	0.0444201465	-0.1031723389	0.0053261468	-0.0878594321	0.0692307034	-0.0981310621	0.1717279734	-0.0135567418	0.1480420862	-0.1028738532	0.1270580242	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0357531	n/a	0.00127828415961	n/a	0.0341373	n/a	0.00116535525129	n/a	-0.0940797	n/a	0.00885098995209	n/a	0.00278197	n/a	n/a	7.7393570809e-06	0.003411	n/a	n/a	1.1634921e-05	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58218.86979539141	-37.457152202499856	1403.03825112124	3389436800.252738	85558.49069680607	-247.3550637637818	7320255330.315451	61184.52756958456	54791.83187037484	-108.73956322394224	11824.292610133733	3002144839.711424	60106.970570770376	60434.63602436148	1.051187	19.926825	0.1079298	0.0530157	-0.005663427	-0.0223257619	-0.0813926276	0.0799360272	-0.0748843895	0.1265420674	0.0217297721	0.0430620381	-0.0442123145	0.0101340362	-0.1136922044	0.0097177982	-0.1127980319	0.1229451882	-0.1211166904	-0.017442539	-0.1048224668	-0.066963548	-0.0418353294	0.046498309	-0.03084964	-0.0633255776	0.0358363971	0.1094318337	-0.0874507344	0.0319068347	0.0189676141	-0.169593119	0.0320736792	-0.0294230596	0.1002602874	0.0038749245	0.1106160545	0.0030782107	0.0188820604	0.0468964289	-0.0650494304	-0.0349219335	0.0677986239	-0.1213951176	-0.1160457164	-0.0472631111	0.0662252842	-0.0258363524	-0.0465667519	0.0368349472	0.0352412655	0.1347130097	0.0152731088	0.0913497215	0.0222067199	0.0449416333	-0.0648892325	0.187284619	0.0075341439	-0.0944248401	-0.082456603	-0.0646551457	-0.0124096545	0.1296812066	-0.0361059603	0.0323934294	-0.0978433103	0.0155782388	-0.1709225352	-0.0086820441	-0.0712427842	0.0344457792	-0.0554863455	-0.0135452211	-0.0347282715	0.1049095274	0.0619086144	0.0887797745	0.0872446405	0.0553914013	-0.0880799787	0.0240153554	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0659681	0.030215	0.00435179021761	0.000912946225	0.0373734	0.0032360999999999	0.00139677102756	1.0472343209999992e-05	-0.107625	-0.0135452999999999	0.011583140625	0.0001834751520899	0.00317394	0.00039197	1.5364048090000013e-07	1.00738951236e-05	0.00336436	-4.6640000000000136e-05	2.175289600000012e-09	1.13189182096e-05	-0.000780058	-0.000780058	6.084904833640001e-07	6.084904833640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58316.82407663141	97.95428124000318	9595.04121324564	3400851970.384777	84475.74129997702	-1082.749396829051	7136150868.180643	1172346.2563336736	54971.92930039414	180.09743001930474	32435.084299558366	3021913011.007532	60059.63307840163	59802.98913951756	1.230674	23.329266	0.28530169	0.163392	0.008114698	-0.0182910086	-0.079528181	-0.0388772972	0.1133644248	-0.0332936234	-0.0659336989	0.0611550183	0.0961790833	0.0013019008	0.0508136005	-0.0681734867	-0.0250578148	0.0839362696	-0.2563545703	-0.0887221197	-0.0931717277	-0.1404284824	-0.0044758326	-0.1132304487	0.0197050543	0.0360062544	-0.0179739248	0.0655001881	0.043879486	-0.0101332281	0.1097592403	0.0429108504	0.010093641	-0.0865766784	-0.1112618141	0.0531588466	-0.0631990147	-0.0600499432	-0.0456278693	0.0411374517	0.0298289675	-0.0124937648	-0.0363715083	-0.0275694423	0.0247054483	0.0013133766	-0.014077654	-0.0841251166	0.087890697	0.0171212628	0.0429613544	-0.0668378737	0.0861834234	0.1241060851	0.0541604569	0.0435522535	-0.0123232637	0.0626009323	0.0196675403	0.0263998024	-0.1155414825	-0.2009649926	0.0489400407	0.2270959652	-0.0942985956	-0.0265550567	-0.0969695565	-0.1125034598	-0.02593076	0.0572177601	0.0087222622	-0.050964749	0.0934959537	0.0302573053	-0.001815877	-0.0995217366	0.131296066	0.0482887334	-0.0222984045	0.0074925138	0.0904097442	-0.0340049763	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0325238	-0.0334443	0.0010577975664399	0.00111852120249	-0.00708654	-0.04445994	5.02190491716e-05	0.0019766862648036	-0.0501675	0.0574575	0.0025167780562499	0.00330136430625	0.000738252	-0.002435688	5.932576033344001e-06	5.45016015504e-07	0.00356205	0.00019769	3.908133610000015e-08	1.26882002025e-05	-0.000414637	0.000365421	1.3353250724100006e-07	1.71923841769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58311.73456013787	-5.08951649354276	25.903178138043792	3400258387.4119773	85710.30955595129	1234.5682559742709	7346257164.176994	1524158.7786593528	54920.600265444016	-51.32903495012579	2634.6698289112346	3016272333.5166893	60198.734947344325	59983.09145233749	1.059258	20.079826	0.11075051	0.0568402	-0.0272669762	-0.0312591561	-0.0418366588	-0.1336289174	0.008974	-0.0857801007	-0.0830329541	-0.0883057266	0.0260853115	0.0143556637	0.1440654275	-0.0432484474	0.0345346721	-0.0522862956	-0.0744469484	0.0366321795	-0.0376421938	0.0099742134	-0.0478401286	0.1962967746	0.0444765002	0.0093228131	0.0648246073	0.0212201113	0.0262757841	0.136379162	-0.0329091298	0.0859691003	0.0613767676	-0.01431287	0.1110522081	0.0480269494	-0.0340748713	0.0388830541	0.0148261376	0.1462381137	0.0021864687	-0.0505906885	0.0373392715	0.0313617807	-0.0181113595	0.0150432982	0.0226075479	-0.1322055871	-0.0072663061	-0.0667226861	-0.0223104708	-0.1622015098	0.0761241102	0.0431487593	-0.0463635523	0.0661206401	-0.0121222764	0.0495715818	-0.1152868297	0.0330042129	-0.0079253806	-0.0758849592	-0.1154211903	0.0174949319	-0.0068078987	-0.0159328933	0.1250119952	0.0974031705	0.0393305639	0.0974641071	0.1245045639	0.1471144655	-0.0972547657	0.0198178384	-0.0246428195	-0.0144207426	0.0002626199	-0.061691639	-0.0893412885	0.0251585537	-0.0744703128	0.034661911	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0205323	-0.0119914999999999	0.00042157534329	0.0001437960722499	-0.0099106	-0.00282406	9.821999236e-05	7.975314883600003e-06	-0.0775919	-0.0274244	0.00602050294561	0.00075209771536	0.000361804	-0.000376448	1.41713096704e-07	1.30902134416e-07	0.00442871	0.0008666599999999	7.510995555999993e-07	1.96134722641e-05	-0.00054174	-0.000127103	1.6155172608999997e-08	2.934822276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58345.30391828612	33.569358148248284	1126.9018064853635	3404174489.317173	85753.81536937041	43.50581341912039	7353716850.404068	1892.7558012593156	54858.05515001609	-62.54511542792898	3911.891463892959	3009406214.8422065	60113.57048539568	60511.77157917875	1.040024	19.715216	0.22462545	0.100104	-0.048696308	0.0153893618	0.0012469914	-0.0920555912	-0.0462140075	0.0833107784	-0.0093065793	-0.1017426581	-0.0334219204	0.0435731541	-0.1037117048	-0.0580879277	-0.0390892676	-0.0798212945	-0.035879	-0.0170608032	0.0062140482	-0.0571178402	-0.0970995392	0.0493166882	-0.0897453333	0.0628643563	0.0957952141	0.0370839616	0.0646886577	-0.058519322	-0.0495572169	0.0288598048	-0.0957798058	0.0919803025	0.0985946678	-0.0269181434	-0.0089673586	0.0447705244	-0.0200057361	-0.1130999374	-0.0920193571	0.0544432845	0.0031934422	-0.0695757006	-0.0166846366	0.0130707672	0.022144707	-0.0032416627	-0.0093878331	-0.1124594037	0.0358790257	0.0493028251	0.0273950271	-0.0380076841	-0.0253934559	0.0760373869	-0.0738836215	0.0225995244	0.0324179707	-0.0229368634	0.1091795208	-0.0013354983	-0.0008613848	-0.0631671614	0.001014239	-0.0015561414	0.1726301051	0.0548848022	-0.1177813394	0.0287194615	-0.0630824737	0.0106008609	-0.0734021974	0.0198586257	-0.1079868438	0.0062131769	-0.0036881569	0.0236063101	0.0761094943	-0.0983816668	-0.0684680667	-0.0500032175	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0117669	-0.0322992	0.00013845993561	0.00104323832064	0.0160418	0.0259524	0.00025733934724	0.00067352706576	-0.0954402	-0.0178482999999999	0.00910883177604	0.0003185618128899	-0.000531627	-0.000893431	7.982189517610002e-07	2.82627267129e-07	0.00293941	-0.0014892999999999	2.21801449e-06	8.6401311481e-06	-0.00112952	-0.00058778	3.454853284e-07	1.2758154304e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58175.90457859224	-169.39933969387494	28696.13628872083	3384435873.53747	85258.4384564568	-495.3769129136053	7269001328.033432	245398.2858478137	54843.41943673584	-14.63571328024409	214.20410322151324	3007800655.513735	60067.13549774878	60272.75278146925	0.99987	18.954033	0.05176325	0.0243868	-0.0728514916	-0.0455090047	0.0668539171	-0.0703006385	-0.0006365383	0.0760194513	-0.0497587171	-0.0807057255	-0.005826993	-0.0031722883	-0.076360565	0.0585329452	-0.0544607569	-0.0162293764	-0.0999058151	0.0722910535	-0.1153529339	-0.0523098577	-0.0754586891	0.0900102853	-0.134829811	0.0112808699	0.0803678493	0.0250887107	0.0030418623	0.0278983229	0.0711621963	0.0404304893	0.0379703199	0.0123797393	0.0300228465	-0.064365484	-0.0151204607	0.0196939216	0.0543351768	-0.1731945301	0.0145484334	-0.0394416566	-0.0016538507	0.0839475568	0.0837303343	0.0301892736	-0.0677614216	0.0194014451	-0.0010250924	-0.0544999219	0.0758926632	0.0228480624	0.087708168	-0.1071395375	0.0435032451	0.0627301762	-0.0160312234	0.0364376309	-0.1059246759	0.0937639903	0.0560049734	-0.1199763569	0.0632162438	0.0178424695	-0.1068713249	0.0963468605	0.1017370932	0.0474414255	-0.0985054705	-0.0952410415	-0.024845808	0.0802024465	-0.0915275854	0.0894192574	-0.0168028929	-0.0136034756	-0.009285846	0.0244596377	0.0529798679	-0.0839471001	-0.0113998057	0.011600245	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0142913	-0.0025243999999999	0.00020424125569	6.372595359999998e-06	0.0261492	0.0101074	0.00068378066064	0.00010215953476	-0.0764629	0.0189773	0.00584657507641	0.00036013791529	-0.000406044	0.000125583	1.577108988900001e-08	1.64871729936e-07	0.00273594	-0.0002034699999999	4.1400040899999955e-08	7.4853676836e-06	-0.00120355	-7.40300000000001e-05	5.480440900000015e-09	1.4485326025000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58093.26954406322	-82.63503452901932	6828.548931612216	3374827966.319184	85080.43043715533	-178.0080193014728	7238679643.371627	31686.85493563352	54741.55458192567	-101.86485481017009	10376.448645497028	2996637798.045948	59896.13114316239	59451.86256644652	1.026057	19.450447	0.0560158	0.0266627	0.0114823166	-0.0047009525	0.126018223	-0.0528573078	0.001588473	0.0075252195	0.0772048669	-0.050763804	-0.0907159043	-0.0441509964	0.0266116108	-0.0497320122	-0.0107330928	0.016889065	-0.030077846	0.0179901028	0.0116546156	-0.1050531676	0.041061972	0.1035112746	-0.032569013	0.0442632982	-0.1559018559	-0.0861487217	-0.0338571995	-0.0834486008	0.0707392035	0.001934166	-0.0517573162	-0.070624198	0.0647436711	0.0106863709	0.0843628708	-0.0793205391	0.0411005923	0.0618852632	0.0356446097	0.0275862328	0.0348822459	-0.072073014	0.0205501438	0.0255023793	-0.1030976869	-0.0190046282	-0.0072263783	-0.0937513811	-0.0782245116	0.0303004956	0.0153474891	-0.07302398	0.0443203612	0.067125038	0.0383527446	-0.0493367965	-0.0134827942	0.0480748136	-0.0490738765	-0.0377118083	0.0952440664	0.022966599	-0.0395924853	0.0006852052	0.0373268238	-0.0551001458	0.005839878	-0.017572148	-0.1291344497	-0.0764358252	-0.0057705747	0.0943722269	-0.1171439748	0.0071154085	0.0096181152	0.0071489563	-0.0398068217	0.0669191033	-0.0272188159	-0.013602361	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0171916	-0.0029003	0.00029555111056	8.411740090000009e-06	0.016044	-0.0101052	0.000257409936	0.00010211506704	-0.061689	0.0147739	0.003805532721	0.00021826812121	-0.000639052	-0.000233008	5.4292728064e-08	4.08387458704e-07	0.00291333	0.0001773899999999	3.1467212099999976e-08	8.4874916889e-06	-0.00104922	0.00015433	2.3817748900000016e-08	1.1008626084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58238.73160972956	145.4620656663392	21159.21254791837	3391749859.510113	84371.44276482078	-708.9876723345515	7118540354.217428	502663.5195223653	54790.4755520029	48.92097007722623	2393.261313296864	3001996211.2146277	59883.19991510226	59719.67524528722	0.980755	18.591684	0.13119545	0.0750852999999999	-0.0010548753	-0.0073138907	0.1036398398	-0.0150184353	0.0794763656	-0.1107065037	-0.0060257574	-0.0172479955	-0.0239508416	-0.0971930292	0.0936033548	-0.0466322341	-0.0400360217	-0.0738408797	-0.0252135056	0.1062827269	-0.030496863	-0.048665956	0.0508966239	-0.0213487935	-0.0214000582	-0.0249105982	-0.0425297974	0.0018363962	0.044716056	-0.1619527649	0.0513094106	0.0036889483	0.1178985892	0.0957904213	-0.0020384096	-0.030793032	0.070889044	-0.09908654	-0.0684699127	-0.0351190037	0.0162669213	0.1691066819	-0.0330040955	0.181706997	-0.0069662932	0.0145830546	0.0401618084	-0.083784664	0.0449199988	-0.021034831	-0.0851910993	-0.077186393	-0.0238695166	-0.1053681077	0.1431790407	-0.0216577684	0.0701284537	0.0139944883	0.0310634562	0.0740839739	-0.0509036473	-0.0414428283	0.1316516282	0.0262035628	-0.0743967986	0.0042217559	0.0661966095	0.048350689	0.0656996467	0.0362648776	-0.10211266	-0.1393536162	0.036541989	0.0768530129	0.0733993198	0.0221596736	-9.36985e-05	-0.1338768235	0.0490747143	0.0775622754	-0.0631086292	-0.0910854423	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0115669	0.0056247	0.0001337931756099	3.1637250090000015e-05	-0.0272484	-0.0432923999999999	0.00074247530256	0.0018742318977599	-0.0101346	0.0515544	0.00010271011716	0.00265785615936	-0.000998051	-0.000358999	1.2888028200100002e-07	9.96105798601e-07	0.00265785	-0.00025548	6.52700304000001e-08	7.064166622499999e-06	-0.00104922	0.0	0.0	1.1008626084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58488.367562129286	249.63595239972344	62318.108730517	3420889140.082737	85603.58808306526	1232.145318244482	7327974292.695112	1518182.085271796	54901.12924810972	110.65369610681957	12244.240462100372	3014133992.7176485	60147.58616643773	61096.85748060299	1.144911	21.703495	0.17779011	0.0959875	-0.0243846995	0.0576871908	-0.0107150781	0.0636505594	-0.078804841	-0.0976539472	0.0551917554	-0.0182218193	-0.0083363143	0.0513058163	0.1084455909	0.0401377289	-0.0379036864	0.0027896798	0.093961073	0.0185452278	-0.0339661426	-0.0910445993	0.037480982	-0.0389063514	0.1096715602	0.0560515692	0.1486872212	-0.0613234599	-0.0739576346	0.0125155242	0.0201472855	-0.0682234857	-0.0554783642	-0.1214789668	-0.0500135863	0.0926505533	-0.0011889991	0.0679330992	0.029169124	0.0664170858	-0.135850317	-0.0075071414	-0.0105883747	-0.0316663726	-0.1747317775	0.0229279168	0.1144071472	-0.0117250193	-0.0691800777	0.0097471189	-0.0602631399	-0.0681785384	-0.1317417098	0.0871345249	-0.0017672591	0.0114624957	-0.078452927	0.0247444916	-0.0312648924	-0.0039686563	0.0030273343	0.0900644001	-0.0267024203	0.0717914807	-0.0267841384	-0.0661274628	0.0078061534	-0.2265857143	0.0479638534	0.0232062041	0.0701812169	0.1220053071	-0.0430688097	-0.0244476616	-0.050171034	0.0305155366	0.0701453598	0.011835367	-0.0069036489	-0.0413795346	0.0622870502	0.0905253213	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00702154	0.00454536	4.93020239716e-05	2.06602975296e-05	0.011067	0.0383154	0.000122478489	0.00146806987716	-0.0878563	-0.0777217	0.0077187294496899	0.00604066265089	-0.0010154	-1.7349000000000054e-05	3.0098780100000184e-10	1.03103716e-06	0.00311869	0.00046084	2.123735056000001e-07	9.7262273161e-06	-0.000383256	0.000665964	4.43508049296e-07	1.46885161536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58504.92060101551	16.553038886224385	274.00309636885663	3422825734.531129	85342.22987132354	-261.3582117417245	7283296199.409827	68308.1148448321	54869.07527449324	-32.0539736164792	1027.4572246059445	3010615421.4780054	60081.287992931546	61871.4713141757	1.072119	20.32362	0.08481851	0.0383391	-0.0863661382	0.0905859803	-0.0432111166	0.0548144278	-0.0477870735	0.0581863391	0.0935905179	-0.03180275	-0.0392290174	0.0616184412	-0.0573949752	-0.0188195945	-0.0493253609	0.0482471388	0.1234356003	-0.0691580979	-0.0486272486	0.0350195606	-0.084740287	-0.0916042329	-0.0870880092	0.0504417925	0.0951591422	0.0045822701	-0.0155390774	0.0944525123	0.0357539954	0.0239152272	-0.0492880983	0.1605991563	0.0481855489	-0.026027953	-0.0833901939	-0.0067623563	0.1498419104	-0.0179428556	0.0591214642	-0.0258331938	-0.0177012373	-0.0848349366	0.0237676362	0.0097465219	0.0962198596	-0.0460861338	-0.0267377929	-0.0396790668	0.0194411142	0.0766358914	-0.0672835616	0.053300378	0.0002600467	0.0308131769	-0.072740904	0.0314805314	0.0600126743	0.0080613168	0.1195723077	0.0136178487	0.0053262967	-0.0298934433	0.0432981038	0.0191438035	0.099584735	0.0225157636	-0.0737962555	-0.0738856524	0.0490549702	0.1294135141	0.0325463886	-0.0553699482	0.0053042043	-0.0384061231	-0.0410530078	-0.0529339463	-0.1058224099	0.1059591106	0.0703100132	0.0562989718	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0207643	-0.01374276	0.00043115615449	0.0001888634524176	0.0179036	0.0068365999999999	0.0003205388929599	4.6739099559999975e-05	-0.0793598999999999	0.0084964	0.0062979937280099	7.218881296000167e-05	-0.000516291	0.000499109	2.491097938810001e-07	2.66556396681e-07	0.00282862	-0.0002900699999999	8.414060489999996e-08	8.0010911044e-06	-0.000708932	-0.000325676	1.06064856976e-07	5.02584580624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
