global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
58440.57247435007	n/a	n/a	3415300511.129763	101202.49242753052	n/a	10241944473.544373	n/a	54641.64791666667	n/a	n/a	2985709687.048963	66028.31807978105	59750.78710098266	n/a	n/a	n/a	n/a	-0.083768655	-0.0191530813	-0.0043170537	-0.0715546971	0.0167971731	0.0992492131	0.0002085615	-0.0266302655	-0.0306035795	-0.1297125814	0.0609955208	-0.0348182441	0.0354215166	-0.0236570043	0.0656650607	-0.0771609143	-0.0286188183	0.025333001	-0.0003138569	0.0322765372	-0.1640805815	0.1635190213	-0.105887454	0.0533532271	-0.1454596711	0.0227345017	-0.016112913	0.0295856192	-0.0497914358	0.1290487917	-0.1076769926	0.0075571094	-0.0522279939	0.0210811367	-0.0014623909	0.0268720665	-0.1649393743	0.003401146	-0.0525006692	-0.032814719	-0.0835961663	0.0578757742	0.0582498197	0.0354522659	-0.0092171162	0.0328984859	-0.0786725493	0.1563273994	-0.0070550821	0.0446115443	0.0330868985	-0.1730178915	0.0002816404	-0.0353812268	0.1804853047	-0.0204484807	0.0244422642	-0.0532771402	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0060024	n/a	3.602880576e-05	n/a	-0.021504	n/a	0.000462422016	n/a	-0.115011	n/a	0.013227530121	n/a	0.00175522	n/a	n/a	3.0807972484000003e-06	0.00183971	n/a	n/a	3.3845328841e-06	-0.000499928	n/a	n/a	2.49928005184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58334.90240450438	-105.6700698456916	11166.163661193345	3402960838.543051	100293.85372277464	-908.638704755882	10058857094.565315	825624.2957804467	54575.10777287138	-66.54014379528962	4427.5907362978205	2978442388.420526	66162.34511570887	60054.980119462445	1.13511	20.609606	0.09400035	0.0489665	-0.0812795848	0.0323837228	-0.0270205622	0.0088910464	-0.0683210187	-0.0210933989	0.0590188496	0.0502619306	-0.0086384468	-0.0373605275	0.124098748	-0.0001059718	0.0044874337	-0.0065516934	-0.0093859171	0.0101278684	0.0777634312	-0.0576259596	-0.0524427308	0.0344637876	-0.1264093743	0.0327648104	-0.0726205566	0.02785195	-0.0058614588	-0.0081070994	-0.0458939821	-0.080362283	-0.0836094162	-0.0045653025	-0.0356661202	0.0321574437	-0.0318867583	0.0678083814	-0.0511093808	0.1283547478	-0.121178386	-0.149783718	0.0062642133	0.0142043377	0.0377787396	0.0763094896	0.0350861063	-0.0952210187	0.0749517731	-0.0183395702	-0.0888138824	-0.0412044526	-0.0066131224	0.0598453269	-0.0151162973	-0.0510809139	-0.026592946	-0.0639101024	0.1170016525	0.0389122926	-0.0177742917	-0.0448918935	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0225167	0.0165143	0.00050700177889	0.00027272210449	0.0140689	0.0355729	0.00019793394721	0.0012654312144099	-0.111951	0.00306	0.0125330264009999	9.363600000000044e-06	0.00219412	0.0004388999999999	1.926332099999999e-07	4.8141625744e-06	0.00168845	-0.00015126	2.287958760000002e-08	2.8508634025e-06	-0.000313025	0.0001869029999999	3.493273140899999e-08	9.7984650625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58276.59424469648	-58.308159807900665	3399.8415001836825	3396161436.7609906	100009.53401528305	-284.3197074915952	10001906893.954058	80837.69606810625	54552.77520946558	-22.33256340579828	498.7433882740006	2976005283.0544825	66066.52077463653	59367.02686545632	1.014991	18.428658	0.04813185	0.0297238	-0.0485420306	0.0027460633	-0.0732309197	-0.0305136532	-0.0460428873	-0.0499274566	0.0640187961	0.1108952553	-0.0096348009	-0.0185112174	0.0910752436	0.010839447	-0.0159217639	0.0387702737	-0.1285734363	-0.1476799791	0.0210401363	-0.0907381964	0.0167162444	0.078640039	-0.0041562823	0.0402656777	0.0708118915	0.0164221964	0.0926503117	0.1257279382	0.0957463673	0.0750368345	-0.0422485486	-0.0613209996	0.0043915522	-0.0261412975	-0.0844866125	-0.1503158904	0.0046072457	0.0152374344	0.0980521733	-0.066726998	-0.1212859916	-0.0152983986	0.0251869099	0.0445553765	0.0511985357	-0.1321868778	-0.0389116108	-0.0622148477	0.000210106	0.0346084121	0.0531527364	0.011880362	-0.0862574363	-0.0299578881	-0.0265719844	0.0387365043	0.0001018946	-0.1169171015	-0.053649882	0.0233851956	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0225226	5.899999999999656e-06	0.00050726751076	3.4809999999995936e-11	-0.0131336	-0.0272025	0.00017249144896	0.00073997600625	-0.115011	-0.00306	0.013227530121	9.363600000000044e-06	0.00206016	-0.0001339599999999	1.7945281599999947e-08	4.244259225600001e-06	0.0018147	0.00012625	1.5939062500000016e-08	3.29313609e-06	-0.000410084	-9.705900000000003e-05	9.420449481000007e-09	1.68168887056e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58223.17957128483	-53.41467341164389	2853.1273356725765	3389938639.3900795	100028.55605205704	19.02203677399666	10005712025.859518	361.8378830312813	54559.94228940218	7.167079936596565	51.36703481756502	2976787302.622896	66200.5811387001	59318.49205571955	0.976574	17.731136	0.070195965	0.039904	-0.0500811231	-0.0338960864	9.99383e-05	-0.0128815475	-0.06537909	-0.0925698908	-0.009609705	0.031186508	-0.0276151646	0.0654506443	-0.0225196007	0.0280213088	0.014008303	-0.0392217236	-0.0937867035	-0.083875906	-0.0463688024	-0.0480510908	0.1790380001	0.0048184274	-0.0951411381	-0.1273358391	0.0374718854	0.0343237117	0.0681903454	0.0025967776	0.0798179965	0.0507757711	0.0841494623	-0.0352782283	0.0829234936	-0.0254634349	-0.0225154204	0.0662637424	-0.0628637028	0.0112998645	-0.0584968047	0.0590300393	-0.0555336679	-0.0293959961	0.0896740195	-0.0165730942	-0.044626816	-0.0338141123	-0.0894800318	-0.0863107027	0.0042823321	0.0202556857	0.0440458916	0.0022513261	-0.0160875516	-0.0244232199	-0.0688842641	0.1287526046	-0.0140472865	-0.0212578032	-0.1046006483	-0.1031238003	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0157157	-0.0068069	0.00024698322649	4.633388761000002e-05	-0.0141887	-0.0010550999999999	0.00020131920769	1.1132360099999995e-06	-0.0807227999999999	0.0342882000000001	0.0065161704398399	0.00117568065924	0.00206349	3.3299999999997394e-06	1.1088899999998264e-11	4.2579909801e-06	0.00159544	-0.0002192599999999	4.80749476e-08	2.5454287936e-06	-7.17587e-05	0.0003383253	1.1446400862009e-07	5.149311025689999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58154.81227003775	-68.36730124708265	4674.087879809349	3381982190.1633334	100858.73713699495	830.1810849379108	10172484856.869446	689200.6337886866	54550.62032382246	-9.321965579714742	86.89904226938641	2975770177.7138324	66140.12072006194	58926.41677787087	1.035875	18.807844	0.084774785	0.0562879	-0.0397994704	-0.0502953598	-0.0005647066	-0.0746883387	-0.0464021602	0.0309497726	0.053431816	-0.0320880109	0.0060136006	0.016123711	0.0186321372	-0.0617919943	0.1048011123	-0.014635556	0.0822328964	0.0322580353	0.0117593955	-0.0107453094	-0.0537737297	-0.0593258719	-0.1499790705	0.0239731417	0.0474372356	-0.0723850366	-0.0101922453	-0.0545064147	0.004435701	0.0285144592	-0.0740602999	0.1445150872	0.0418575312	-0.0279149697	-0.0747031346	-0.0869514197	-0.007523005	0.1194872332	0.043684759	0.1176726693	0.0140208248	-0.0113787801	0.037991293	0.0182977192	0.0635742032	0.0220912875	-0.0624829755	0.0632698176	-0.0618359223	0.0356528818	-0.0036214213	-0.0123331834	-0.0177446756	-0.1504917718	0.0182799795	-0.0416198461	0.079086907	-0.0270768835	-0.0742763996	-0.0108522044	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0152937	-0.0004219999999999	0.00023389725969	1.7808399999999896e-07	-0.00237655	0.01181215	5.647989902499999e-06	0.0001395268876225	-0.132907	-0.0521842000000001	0.017664270649	0.00272319072964	0.00215129	8.780000000000029e-05	7.708840000000051e-09	4.628048664100001e-06	0.00134787	-0.00024757	6.129090490000006e-08	1.8167535369e-06	0.0	7.17587e-05	5.149311025689999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58120.28059997869	-34.53167005906289	1192.4362370679803	3377967017.020259	100928.30426991268	69.56713291772758	10186522602.800074	4839.585982392776	54570.59763360507	19.977309782610973	399.0929061504041	2977950126.088824	65988.17192473546	58837.58461872881	1.182135	21.463404	0.09181745	0.0556311	-0.0429592602	-0.0603385902	0.0744171466	-0.058756771	0.0391138197	0.0411813907	0.0084365683	-0.0986003829	-9.69351e-05	-0.0549986103	-0.0423168321	-0.082452151	-0.0190648555	0.0238094727	0.1801355555	-0.0780486168	-0.0400868543	-0.030016584	-0.00771984	0.0114530006	-0.0708645122	-0.0166280642	0.0305767983	-0.0586156259	-0.0505203458	-0.0938205472	-0.1167468625	-0.0014294883	-0.0175875843	0.0857227725	0.0725699529	-0.0047830621	-0.0553031931	0.0015183375	0.0483804815	0.1008190088	0.0078165112	-0.0045408134	-0.0151031405	-0.0230367005	-0.0530862388	-0.0028345073	0.0500718264	0.1329433203	-0.0061048489	0.0016496078	-0.0144788884	0.1336034296	-0.0225062936	0.0164372135	-0.0161190818	-0.0761448514	0.0161120656	-0.0058442795	0.103310263	-0.0560415929	-0.008284416	-0.0450021666	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0268668	0.0115731	0.00072182494224	0.0001339366436099	-0.0075719	-0.00519535	5.733366961e-05	2.6991661622500005e-05	-0.112818	0.0200889999999999	0.012727901124	0.0004035679209999	0.00129956	-0.00085173	7.254439929000003e-07	1.6888561936e-06	0.0011004	-0.0002474699999999	6.124140089999992e-08	1.2108801600000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57946.437859779086	-173.8427401996014	30221.298320106107	3357789660.637239	100643.98891585122	-284.3153540614585	10129212504.893984	80835.2205550925	54528.74275928442	-41.85487432065565	1751.83050439788	2973383786.9082127	66238.48623671928	57555.92315812544	1.26996	23.058008	0.0996694	0.0724729999999999	0.0264460045	-0.0537282193	0.0321289455	-0.0335888342	-0.0275808337	-0.0408732584	0.0021923056	-0.0736709707	0.0124092911	0.0051707727	-0.0435201101	-0.0062659989	0.0444458817	-0.0792286957	0.0410219794	-0.0012345581	0.041710625	-0.0477562495	0.0200099768	0.06575124	0.0747841268	0.0391602206	0.0684433027	-0.0585728385	-0.0910968442	0.1110316986	0.1550358754	0.0691035634	0.0030038382	-0.044108106	0.036338399	-0.0312050903	0.0112646845	-0.0566936061	0.0040943397	0.0441934526	-0.1276271608	0.0892372653	0.0774709606	-0.010518311	0.0704083888	-0.0498201194	0.0154567551	0.0376790709	0.022101885	0.0505365166	-0.1175666265	-0.0409411432	-0.0133344476	-0.0107519733	-0.0529715429	-0.0115335286	0.0703242641	-0.053075356	-0.0100641474	0.0364491748	0.0552570102	0.0200747634	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0224974	-0.0043693999999999	0.00050613300676	1.9091656359999992e-05	-0.001137	0.0064349	1.292769e-06	4.140793801000001e-05	-0.0411629	0.0716551	0.00169438433641	0.00513445335601	0.00139629	9.672999999999996e-05	9.35669289999999e-09	1.9496257641e-06	0.00134787	0.0002474699999999	6.124140089999992e-08	1.8167535369e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57947.80904830962	1.3711885305310716	1.88015798625996	3357948573.499354	100153.623231008	-490.3656848432293	10030748246.298704	240458.50487176923	54501.502649456525	-27.24010982789332	742.0235834356903	2970413791.0487165	65861.41482466234	56806.2264260032	0.997986	18.119913	0.0717931	0.0366842	0.0468141719	0.0158417685	-0.0054499649	0.0297154453	0.0429546404	0.0376860083	0.0425998522	-0.0092466992	0.0130309262	-0.0137785077	-0.0127296911	0.0107229525	0.0406125213	-0.0139180372	0.0012722548	-0.0133664638	0.0183454867	0.1231246466	-0.0233796863	-0.0509283964	0.012658809	0.0157322866	0.128339919	0.0807787115	-0.0783676385	0.0593244706	-0.035698261	-0.0587919548	-0.0738667551	-0.1411106711	0.0998808515	0.0035549341	-0.0988724041	0.0096405287	-0.0128888959	-0.0040943841	0.2152421094	-0.100604855	0.000629835	0.0167255219	-0.0336329726	-0.0277871291	0.009590318	-0.0018579071	-0.0300819145	0.0500465304	-0.0497370843	-0.0054994858	-0.039670643	-0.0539585086	0.0701410981	0.008440288	0.0185017568	0.0547797095	-0.074841066	0.0174629027	-0.0074911712	-0.0144560513	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0224875	-9.900000000000186e-06	0.00050568765625	9.801000000000368e-11	-0.0120148	-0.0108778	0.00014435541904	0.00011832653284	-0.0255829	0.01558	0.0006544847724099	0.0002427364	0.00129956	-9.672999999999996e-05	9.35669289999999e-09	1.6888561936e-06	0.00185133	0.00050346	2.534719716000001e-07	3.4274227689e-06	-0.000306318	-0.000306318	9.383071712399999e-08	9.383071712399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57875.27216381363	-72.53688449598849	5261.599612384375	3349547128.0355005	100395.97104179818	242.34781079019007	10079351001.42558	58732.46139479779	54537.80842391304	36.30577445651579	1318.1092588873946	2974372547.68344	66020.07929311124	56753.28616998846	0.906466	16.458239	0.0579418499999999	0.0289675	0.0415775293	-0.0021145035	0.0192975974	-0.0110859841	0.0250987195	0.005948654	-0.0254147327	-0.0444694592	0.0016085745	0.0202158731	-0.0544259103	-0.0217877278	0.0204443848	0.0142113738	0.0701925297	0.050917094	0.1040520566	-0.0079547658	-0.006425025	-0.1382869435	0.122625299	-0.0893460274	-0.0231562451	-0.1312227449	-0.0602348883	-0.0217546266	0.0166873981	0.0408672979	0.060358603	-0.0971934555	-0.0514737827	0.147464622	0.0320959337	-0.0734437705	0.0593283385	-0.011055297	0.0403495306	-0.0396459466	-0.0451683364	-0.0062746508	-0.010500543	-0.0433708244	-0.0070191007	0.079535484	0.016076981	0.0655636058	-0.0321455777	-0.06947251	-0.0548077307	0.019380917	-0.0523376833	0.0377384361	0.0323879228	-0.0011900622	-0.1028124398	-0.0346706591	0.0703834422	-0.0262543645	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.027448	0.0049605	0.000753392704	2.4606560249999995e-05	-0.0238201	-0.0118053	0.00056739716401	0.00013936510809	-0.0078431	0.0177398	6.151421761e-05	0.00031470050404	0.00120033	-9.922999999999983e-05	9.846592899999972e-09	1.4407921089000002e-06	0.00153077	-0.0003205599999999	1.0275871359999995e-07	2.3432567929e-06	-0.000257383	4.893499999999995e-05	2.394634224999995e-09	6.624600868900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57890.26168734816	14.989523534532054	224.68581579229036	3351282398.22965	100366.98630510838	-28.98473668980296	10073531939.969812	840.1149609772098	54504.68062726449	-33.12779664855043	1097.450910787709	2970760210.280101	66004.93280873624	57076.34880745628	0.8648559999999998	15.702744	0.0682219	0.0380788	0.0418128837	0.0195499924	-0.0265875764	-0.0116144907	0.0216191278	0.0034726634	0.0070220745	0.0304881221	0.015105969	0.0344702287	-0.029365243	0.0406660611	0.0558165707	0.0186315841	0.0453110756	0.0263609049	0.0869780992	0.075065904	-0.0376748636	-0.023331365	-0.062986631	-0.0518464564	-0.0862868733	-0.0194936367	0.1275981381	-0.0298110552	0.1056831956	-0.0450807607	-0.0822481718	-0.1623852568	-0.1523832153	-0.0404472177	-0.0141670775	0.0211474676	-0.0518350908	-0.1032645409	-0.1201323811	-0.0646831762	-0.0881405843	-0.0025289785	-0.0040054233	-0.0348840847	0.0118627023	-0.0221604727	-0.0126054712	0.0787140664	-0.0114172776	-0.0249401635	-0.0408717273	-0.013741092	-0.0342077702	-0.027970125	-0.0105540333	0.067972377	-0.0842152628	-0.0043625481	0.0519432029	0.0619233261	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0225074	-0.0049406	0.00050658305476	2.440952836e-05	-0.0241804	-0.0003603	0.00058469174416	1.2981609000000065e-07	-0.0419725	-0.0341294	0.00176169075625	0.00116481594436	0.00109007	-0.00011026	1.2157267600000012e-08	1.1882526049000002e-06	0.00185133	0.0003205599999999	1.0275871359999995e-07	3.4274227689e-06	-0.000112371	0.000145012	2.1028480144000007e-08	1.2627241641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
