global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
57726.32482331697	n/a	n/a	3332328577.607101	98750.45386789656	n/a	9751652139.115566	n/a	54393.39961053069	n/a	n/a	2958641921.19088	66144.82857572116	59500.61461216518	n/a	n/a	n/a	n/a	-0.0129973025	-0.044102579	-0.0769453465	-0.0912672154	0.0421536097	-0.0002770365	0.0482559049	0.0488392213	-0.189174956	-0.0273141442	0.0236932749	0.1031838044	-0.0319515367	0.1192979606	-0.0670629984	0.0151454606	-0.1522857402	0.0641057385	-0.0503215765	0.0047478814	-0.052796562	0.0365658359	-0.0308514028	0.0509602177	-0.0062316144	0.0716980696	-0.0708561223	0.1176549861	0.0278211417	-0.0923855496	0.011601249	-0.0077064025	0.0587354823	-0.1187271269	0.0839370608	-0.1172189743	0.0338962437	-0.0905765362	0.0533389285	-0.0160360203	0.1207645573	-0.1428545129	0.0397655456	-0.0553968346	0.0936618996	-0.0397683389	-0.0475416753	0.0278782592	0.0524480544	-0.1469740819	0.0901393218	-0.1317498382	0.0277826922	-0.1345341221	-0.0483777858	0.0840385826	-0.015407506	0.0363295764	-0.0373212421	0.062998199	-0.140978367	0.0178996275	-0.008346388	0.1177007141	0.006190448	-0.0121141823	0.0006735845	0.0605764987	0.0265809101	-0.1390778396	0.0424212443	-0.0025355687	0.0565499034	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0142825	n/a	0.00020398980625	n/a	0.0302468	n/a	0.00091486891024	n/a	-0.130154	n/a	0.0169400637159999	n/a	0.00137042	n/a	n/a	1.8780509764e-06	0.00105954	n/a	n/a	1.1226250116000005e-06	0.0008126229999999	n/a	n/a	6.603561401288374e-07	0.0	0.0
58141.71386510815	415.38904179117526	172548.05604019074	3380458891.172109	99319.3135813093	568.859713412734	9864326050.26245	323601.37354401784	54601.27153060281	207.87192007212437	43210.73515447165	2981298852.758617	66040.38843968531	60794.49972293527	1.402035	24.968565	0.29730455	0.160976	0.0849775071	-0.0075557999	0.0670982218	-0.1334164399	0.0126532668	-0.1431152215	0.139691667	-0.0210038327	0.0554258978	-0.1224302828	0.0580491303	-0.1743307149	-0.0705218918	-0.0381093803	-0.0641295571	-0.0681554764	-0.0078770003	-0.0705710664	-0.0403408865	-0.1276461976	-0.0517449206	-0.0453983969	0.0276455541	-0.0561798267	0.0161671233	-0.0103109022	-0.0576666325	-0.0854025705	-0.0582965557	0.0832275986	0.0497546369	-0.0336161847	0.0525121195	-0.0445548279	0.0633196083	0.0277345898	-0.0279708186	0.0044915637	0.0351162671	-0.0374461746	0.1658650108	0.0362083627	-0.0002331439	-0.1108836171	-0.0724294949	0.1533032221	0.0391997432	0.1262964895	0.0574303703	-0.0341243288	0.0159772549	0.0724006259	-0.1147944506	-0.0412607626	-0.0124361716	-0.0257558382	-0.0265128028	-0.098501551	0.017022959	0.0436572932	-0.0399015881	-0.04388672	-0.0476029448	0.0981157365	-0.0071535689	0.008000988	-0.0875809177	-0.0082957252	-0.1389107166	0.0199752227	-0.0400841428	0.035520151	0.0722351834	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0131829	0.0010996	0.0001737888524099	1.209120160000002e-06	-0.0221554	-0.0524021999999999	0.00049086174916	0.0027459905648399	-0.0424711	0.0876829	0.0018037943352099	0.0076882909524099	-0.000445473	-0.001815893	3.297467387449e-06	1.98446193729e-07	0.000435153	-0.000624387	3.8985912576900017e-07	1.8935813340900002e-07	0.00149474	0.0006821170000001	4.652836016891365e-07	2.2342476676e-06	0.0	0.0
58024.77756944079	-116.93629566735764	13674.097244403682	3366874811.983079	98737.00212394286	-582.3114573664352	9748995588.423496	339086.63338022167	54453.37260193232	-147.8989286704891	21874.093101878425	2965169787.724873	66318.42647508741	61187.22909430804	1.300118	23.15354	0.1124916	0.0636334	0.0959947376	0.1241058509	0.1048280797	0.0316781547	0.060032115	0.0976559547	0.0722747102	-0.1077298515	0.1064857142	-0.0484756777	0.0519249096	-0.0048127453	0.0812475239	0.0768528258	0.1008087806	-0.1201994768	0.0507768522	0.0266545179	-0.0041926006	0.0381091823	-0.132662673	0.0241997271	-0.0763238343	0.0594510807	-0.0550900102	-0.1149569732	0.1279157547	0.0180071355	-0.1140156192	0.0760363109	-0.0537263708	0.0772673288	-0.0429226194	-0.0221925469	0.0764952281	0.1288641194	-0.0827012708	-0.0467370091	-0.0811150748	0.103258401	0.0093275488	0.1057722052	-0.0786667065	-0.1100283553	0.1632227221	-0.0411515647	-0.0432865883	0.0369229504	0.153880699	0.0830212049	-0.0790430382	0.070845764	-0.0767988341	0.0656577413	0.0208055072	0.1582128433	0.0041276619	-0.008994763	0.0564102347	0.013649677	0.0242768764	0.0251984537	-0.1049536795	-0.0325618031	-0.1658176127	0.1053706225	0.0382326221	-0.1011675926	-0.0260042172	-0.0267747719	0.0849136646	0.0899840892	-0.0737533351	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0215008	-0.0083179	0.00046228440064	6.918746041000003e-05	0.0156549	0.0378103	0.0002450758940099	0.0014296187860899	-0.0501786	-0.0077074999999999	0.0025178918979599	5.9405556249999984e-05	0.000346172	0.000791645	6.26701806025e-07	1.1983505358400004e-07	0.00039177	-4.338300000000003e-05	1.882084689000002e-09	1.534837329e-07	0.00115665	-0.00033809	1.1430484810000007e-07	1.3378392224999998e-06	0.0	0.0
58096.24610551367	71.4685360728763	5107.751648400022	3375173811.552412	98859.89170953228	122.8895855894225	9773278188.82045	15101.850246339996	54333.73438077848	-119.63822115384392	14313.303960856065	2952154691.760989	66022.55036330856	61340.48951590402	1.175219	20.929243	0.1368133	0.0698316	0.0938237809	0.0811051291	0.0178281016	0.0320185379	-0.0776835066	0.0103684045	-0.0064624041	-0.0069428265	0.1481340015	0.0374158057	0.0419753985	8.68172e-05	-0.0982671041	-0.043217041	0.0312423026	0.0178306111	0.0743447053	-0.0125548081	-0.1212512934	0.0488286483	-0.0464130062	0.1144139575	0.0110710656	0.0770747297	0.0431824391	0.0631362803	0.1083745889	0.0645392672	0.0032588313	0.0401011499	0.0298794642	0.0656681151	0.00788032	-0.0632797642	-0.0492332815	0.093776578	0.0066165098	0.1121047588	-0.1323595279	0.0001564075	0.060559721	-0.0220491854	0.0957732515	-0.0355593323	0.1083488388	0.0319761692	0.0472490753	-0.0865228806	0.0112914568	0.074237258	0.1068019054	0.0815042089	0.0413780729	0.0397738687	0.0208121043	0.0472735102	-0.0564120956	0.0817143727	-0.123401239	-0.0669046906	0.0484350807	0.0421102729	-0.1019833823	0.0503319802	-0.0821905842	0.0705543284	0.1088115263	0.0878245035	-0.0235930741	-0.0129819565	0.0201141194	0.0350067253	-0.0371153248	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0091581	0.0306589	8.387079561000001e-05	0.00093996814921	-0.0219525	-0.0376074	0.00048191225625	0.0014143165347599	-0.0227187	0.0274598999999999	0.00051613932969	0.0007540461080099	-0.000267329	-0.000613501	3.7638347700100003e-07	7.1464794241e-08	0.000183529	-0.000208241	4.336431408099999e-08	3.3682893841e-08	0.00115665	0.0	0.0	1.3378392224999998e-06	0.0	0.0
57898.89024929492	-197.35585621874637	38949.33398383448	3352281492.0998983	98736.05680821987	-123.83490131240978	9748808914.036022	15335.082783054271	54440.61220067493	106.87781989645008	11422.868385818025	2963780256.784276	66139.48915401005	61103.927739815845	1.308431	23.30159	0.0767768999999999	0.0400172	0.0774712694	0.075300093	-0.069778293	0.0764521849	-0.0033315607	0.0993897909	0.0081026474	0.0706269765	-0.0210967964	-0.0739832363	-0.0933112673	0.1284625807	-0.0070352204	-0.1058011282	-0.0388189961	-0.0472277291	0.0461511416	0.1214792672	0.0887982352	0.0082325021	-0.161031186	-0.0005803252	0.0674032657	0.0405912604	0.1524698929	-0.0202872537	-0.0187030969	0.1335056118	-0.0701129341	-0.0585115682	-0.0645817171	0.0576120677	-0.1179286008	0.0672273023	-0.0018658378	0.09197568	-0.0834600011	-0.0685828473	0.0321940619	0.0372057212	-0.0087893245	-0.02673938	0.0395770977	-0.0390357997	-0.0877461469	-0.075505312	0.028540991	0.077315069	-0.034994507	0.1315350754	-0.0395080188	-0.1251865912	-0.0193721964	0.0883577402	-0.1206181464	-0.0657942822	-0.0032701876	-0.0087855755	-0.0525081797	0.1653500598	0.0231342079	0.090041229	-0.117736956	-0.0669430173	-0.0298139902	-0.0634792703	0.1009268808	-0.0501341025	0.0729547162	-0.1445280188	0.1151723914	-0.0168016681	0.0029909279	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0120844	-0.0212425	0.00014603272336	0.00045124380625	0.00933385	0.03128635	8.712075582249998e-05	0.0009788356963224	-0.0366701	-0.0139513999999999	0.0013446962340099	0.0001946415619599	-0.000451035	-0.000183706	3.3747894436000004e-08	2.03432571225e-07	0.000161302	-2.2227000000000016e-05	4.940395290000006e-10	2.6018335204e-08	0.00115665	0.0	0.0	1.3378392224999998e-06	0.0	0.0
57890.41058442845	-8.479664866470557	71.90471624765513	3351299637.6337056	98868.8396036381	132.7827954182285	9775047444.569918	17631.27075907912	54350.918309680106	-89.69389099482214	8044.9940817910365	2954022321.10552	66046.47282561188	60717.11184305246	1.14404	20.373972	0.15868739	0.0981099	0.0702944147	-0.0195706971	-0.0899611183	0.0154595367	-0.0558598162	0.0429839228	-0.0190022504	0.0828032793	-0.0336473438	-0.0024200786	0.0013436998	0.0996308805	-0.0271439582	0.068725342	0.0425559355	0.0678742493	-0.0168031548	0.0874011349	0.0473245525	0.0053205371	0.0793128696	0.0476458179	-0.12069343	0.1015643337	0.0338839021	0.107701152	-0.2326480746	-0.0362556834	0.1553310273	-0.0267277989	-0.0257560979	-0.0576072811	-0.1033807894	-0.095929965	0.0573860792	-0.0153802714	0.0061439701	0.0080616473	0.0339325378	-0.0397297628	-0.0016464497	0.0874367215	-0.0101907208	-0.109524332	0.0053239688	-0.0200197247	0.0336424389	-0.0243284889	-0.0014536651	-0.0534632187	0.098760499	-0.1088093734	0.0540664454	0.0230939943	-0.0982373261	0.0860809996	0.1213774845	0.0319659348	-0.0198028793	0.1085616076	0.0523476892	-0.08850116	0.0357551562	-0.0541706005	-0.017018426	-0.0236787865	0.0396669618	0.0725610922	0.0049740023	-0.1608853274	-0.0181022356	0.0395476902	-0.0273353352	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00217863	0.01426303	4.7464286769e-06	0.0002034340247809	0.0130694	0.00373555	0.00017080921636	1.3954333802500004e-05	-0.109763	-0.0730929	0.012047916169	0.00534257203041	0.000488884	0.000939919	8.83447726561e-07	2.39007565456e-07	-7.20302e-05	-0.0002333322	5.4443915556840006e-08	5.18834971204e-09	0.000977983	-0.0001786669999999	3.1921896888999995e-08	9.56450748289e-07	0.0	0.0
57947.76415525666	57.35357082820701	3289.4320867461583	3357943370.5932484	99085.6565674634	216.81696382530208	9817967337.405304	47009.59580242235	54368.17303069527	17.254721015160612	297.7253973110253	2955898238.69562	65885.97312336101	60747.272898995536	1.046743	18.641235	0.21879973	0.113194	0.0936982869	-0.0524001156	-0.019339376	-0.0637328596	-0.0456229625	-0.1020260727	0.0029372442	0.0529179534	-0.0305336789	0.0197305047	0.1061813943	-0.0147259637	-0.1149095838	-0.0501313827	-0.0900695516	0.02961836	0.0310026899	0.0645089806	0.0224532249	0.0536669454	0.0731607859	-0.0339198311	0.1791605625	0.0066670411	-0.0824682315	-0.0914399642	-0.0624045347	-0.0917242255	0.060977661	-0.1454483975	-0.0077502067	-0.1053256244	0.0954723173	0.047335373	-0.1263477757	-0.0440882424	-0.06059278	-0.0741512356	-0.0967044229	0.0200312892	0.016210792	0.0907221332	0.0616317073	-0.0520380344	0.1107906709	0.1252477277	0.0344072714	-0.0101313438	-0.018728752	-0.0433034054	0.0876850411	-0.0700724891	0.0769173706	-0.0477200336	0.0774816188	-0.0513107813	-0.0841907804	-0.0250420046	-0.0140824879	0.0846303923	0.0148093102	0.0721756558	-0.0077736452	-0.1361284421	0.0699597329	0.0214205421	0.0265217319	-0.0305796674	-0.121037328	0.0216299973	-0.1052504566	0.0386939554	0.0787492165	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0228307	0.0206520699999999	0.00052124086249	0.0004265079952848	-0.0221364	-0.0352058	0.00049002020496	0.00123944835364	-0.0271513	0.0826117	0.00073719309169	0.00682469297689	-0.000262547	-0.000751431	5.64648547761e-07	6.893092720900003e-08	0.000604475	0.0006765052	4.576592856270401e-07	3.6539002562500004e-07	0.00115665	0.0001786669999999	3.1921896888999995e-08	1.3378392224999998e-06	0.0	0.0
57766.33081465596	-181.433340600699	32918.05708152926	3336948975.7882705	98555.89609358885	-529.7604738745576	9713264654.810282	280646.15967979585	54276.10574611687	-92.06728457839928	8476.384889639956	2945895654.96366	66070.87331730769	60571.475092075896	1.170036	20.836935	0.152683655	0.0744738999999999	0.0766870595	-0.1180282428	0.0272976044	-0.0300636005	0.0076294293	0.0398374306	0.0477890398	-0.1140156411	-0.1036405475	0.0524531664	0.0436831397	-0.0203555399	-0.0292645103	0.0487646051	0.0208294057	0.0462808196	-0.0512591697	0.011850697	-0.0314755511	0.030688476	0.167542868	-0.0848521991	0.0596719554	0.0016775948	0.0908387844	-0.0479414994	-0.100613042	0.105033255	-0.065133583	0.0614848897	0.1674251739	-0.0621792163	-0.0146223752	-0.0592121243	0.015251771	0.0475548628	0.0196628829	-0.1448660875	0.039263079	-0.0936232759	-0.1043153566	0.1964568575	-0.011479018	-0.1052686765	-0.0389582678	-0.0175680505	-0.0196439674	-0.0394096691	0.0663227537	-0.1633951473	-0.014763338	0.0027772404	0.0085487159	-0.049912207	-0.0422146593	-0.1099683207	0.0091637104	0.0441336159	-0.0956220862	0.0263445147	0.0980427663	-0.0366566625	0.1697484938	-0.0980860683	0.008047833	-0.0487162323	0.0250086993	-0.0422445744	-0.0454119757	0.0364736412	0.1211944303	0.1159129362	-0.0558457703	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00855814	-0.03138884	7.324176025960001e-05	0.0009852592765456	0.0244557	0.0465921	0.00059808126249	0.0021708237824099	-0.063084	-0.0359327	0.003979591056	0.00129115892929	-0.000137301	0.000125246	1.5686560516000006e-08	1.8851564601e-08	-4.56793e-05	-0.0006501543	4.2270061380849003e-07	2.08659844849e-09	0.00115665	0.0	0.0	1.3378392224999998e-06	0.0	0.0
57733.523138669	-32.8076759869582	1076.3436036652338	3333159694.0032287	98541.88475273308	-14.01134085576632	9710503050.620928	196.3176725764665	54307.7163577108	31.610611593932845	999.2307653424816	2949328055.989569	66028.63849158653	59847.02494168527	1.083389	19.293852	0.112381085	0.047843	0.0178084667	-0.0160081196	0.0853024449	0.0130721652	-0.0110528107	0.0141568679	-0.0541469871	-0.0869676016	0.0334128746	0.0474915867	0.0045396206	-0.0705626146	-0.1328033106	-0.1029286195	0.1527095301	0.0014375719	-0.0204422108	0.0451080187	0.0185657278	0.0442421266	-0.0054778507	0.1041631302	0.0259887478	0.0433889461	0.0480928862	-0.0277614305	-0.0648284884	-0.057833666	-0.1393988634	-0.0256545119	0.0732101167	-0.1747577761	0.0124149584	0.070494202	0.0012105168	-0.0188410997	-0.0761302291	-0.0538753818	-0.1293628925	0.0361736947	-0.0161831549	-0.04383042	-0.0602454154	0.1903634748	0.0037713094	0.0107526404	0.0034761212	-0.1057466222	0.040625891	0.029098221	0.0059944521	0.0887577378	-0.100571337	-0.0114260491	-0.0490306267	-0.1254742795	-0.0894234304	-0.0435417704	0.0512742336	0.0222618315	0.1077717955	0.0237599707	-0.037751503	-0.0771111335	-0.0057071352	-0.0983281376	0.0358176092	-0.0822086353	-0.0102689516	-0.0438558704	0.0268878968	0.099375127	-0.0016835558	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0130241	0.02158224	0.00016962718081	0.0004657930834176	-0.00165063	-0.02610633	2.7245793969e-06	0.0006815404660689	-0.0630669	1.7100000000006e-05	0.0039774338756099	2.9241000000020517e-10	0.000298817	0.000436118	1.90198909924e-07	8.9291599489e-08	0.00046908	0.0005147592999999	2.649771369364899e-07	2.200360464e-07	0.000814019	-0.0003426309999999	1.1739600216099997e-07	6.62626932361e-07	0.0	0.0
57740.58968324151	7.066544572509883	49.93605219526889	3333975696.968456	98786.47287218957	244.5881194564863	9758767222.527843	59823.348179260414	54334.13511233358	26.41875462277676	697.9505958184884	2952198238.4053206	66044.73868006993	60224.60655970982	1.174754	20.920963	0.1420845399999999	0.0723127999999999	0.0124128848	0.0884590937	0.057219632	0.017728306	0.0483799656	0.0113862359	-0.0095473339	-0.0199440032	0.012107174	-0.0093826284	-0.0515089107	-0.0614981058	0.2469555386	-0.0380713223	-0.0143533795	-0.1853473258	0.0109772997	-0.0662697377	0.0718084956	-0.0044667709	0.0490314935	-0.0297415903	0.1250523558	-0.0358830262	-0.1061022962	-0.004340343	-0.11936821	0.0170145331	0.0481780934	0.0187025047	0.0154849548	-0.0708759785	0.0437550046	0.025128276	0.0255387469	0.0842390389	0.0283859379	-0.0883893502	-0.0245035281	-0.0043775428	0.0243496098	-0.0656516035	0.0487096848	0.1350138918	0.0211282433	-0.0020345063	-0.0350001745	0.0540940418	-0.0218304752	0.1251538057	-0.1740368949	-0.0714116089	-0.1353336175	-0.0367766869	0.0479491839	0.0393319215	0.0246082127	0.0922835207	0.0126886334	0.1091232171	-0.0252773115	0.1242327288	0.0834712553	-0.0332721088	0.0971726392	-0.0976195942	-0.0306003867	-0.0064109233	-0.0296484097	0.0708541232	-0.0961236854	-0.0542531853	-0.0347365053	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0086380199999999	-0.0216621199999999	7.46153895203983e-05	0.0004692474428943	-0.0142691	-0.01261847	0.00020360721481	0.0001592257851409	-0.0272222	0.0358446999999999	0.0007410481728399	0.0012848425180899	-0.000559903	-0.00085872	7.374000384000001e-07	3.1349136940900005e-07	-5.8803e-05	-0.0005278829999999	2.786604616889999e-07	3.457792809e-09	0.000866601	5.258200000000002e-05	2.764866724000002e-09	7.509972932010001e-07	0.0	0.0
