global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
57648.78256539371	n/a	n/a	3323382131.272042	99184.25801460315	n/a	9837517037.90737	n/a	54247.842354072825	n/a	n/a	2942828400.0723376	65982.21728925945	57113.82655500519	n/a	n/a	n/a	n/a	-0.0876673054	-0.078968622	0.0681359665	0.0278130046	0.0314832286	0.0006719778	-0.133684493	0.0203864966	-0.0297989612	0.0228311871	-0.0329239911	0.0424530905	-0.0571484671	0.0903704537	-0.0166215995	0.1356287696	-0.1691203021	0.1717695502	-0.0325223545	0.0754390202	-0.0750726934	0.0984219281	-0.0497007501	0.0630331656	-0.0173899979	0.0414349107	-0.0335267853	0.0294718326	-0.051433457	-0.1465043972	0.117489054	0.0197254705	-0.0393404117	0.0178656382	-0.0838193709	0.1073793686	-0.106664279	0.1381624251	-0.0029465747	0.0448527304	-0.0688759509	0.0801313407	-0.0288826314	0.0500519884	-0.0631445624	-0.068260945	0.0578772779	0.0431171047	0.0560343573	-0.0598203704	0.0522352349	-0.0990793375	0.1520943655	-0.0574413869	0.0882733233	-0.0893749013	0.0861823381	-0.024926739	0.0444342601	-0.0045742481	0.1250267986	-0.0465492125	0.1187648396	-0.0717905595	0.0071603478	0.0953373743	-0.152537781	0.0313930048	-0.0333190671	0.0114010935	-0.0288835837	0.243462985	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0288324	n/a	0.00083130728976	n/a	-0.0126292	n/a	0.00015949669264	n/a	0.0885627999999999	n/a	0.0078433695438399	n/a	0.00134268	n/a	n/a	1.8027895824e-06	0.00133883	n/a	n/a	1.7924657689000002e-06	0.000671002	n/a	n/a	4.50243684004e-07	0.0	0.0	0.0
57576.618489624125	-72.1640757695859	5207.653831678535	3315066996.6997266	99573.08225275508	388.8242381519231	9914798709.313929	151184.2881744234	54313.24910261824	65.4067485454143	4278.042755283056	2949929028.083061	65932.53504409577	56441.02042671195	1.016212	17.815659	0.0963488999999999	0.0622398	-0.1070137119	-0.1114593247	0.0020039274	-0.0043252915	0.0750997815	0.063100912	-0.0990914255	0.0251329289	0.0221387834	-0.0564694301	-0.0006805799	0.1324362329	-0.1086555872	-0.0670951697	-0.0636316964	-0.0114304995	-0.1522174021	0.0383237364	0.0643605563	0.0488107196	0.0434682368	-0.1778396649	0.0929366965	0.0744810495	0.0524115026	-0.0089130576	-0.0275830122	-0.0701207431	0.1050133916	0.0062625519	0.1623565153	-0.0011789868	-0.0459956467	-0.1492090525	-0.0718306746	0.0810831715	0.0414764471	-0.0845913915	-0.0420675042	0.1255478969	-0.0297192892	0.0561061057	-0.0512669739	-0.035147226	-0.1029006771	0.026393659	0.1227824422	0.0937232175	0.0885227174	-0.049102221	-0.0251148215	-0.096555889	0.0564176413	-0.027014481	0.0396133755	-0.0515643688	0.0576103171	-0.004371016	-0.0256582038	0.1864793321	-0.0611556241	-0.2550834581	0.0133342042	0.0313008647	-0.0016335847	0.0790153734	-0.0200920627	-0.0155800833	-0.0867917863	0.00959188	-0.0224682261	-0.076073397	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0288063	-2.610000000000112e-05	0.00082980291969	6.812100000000585e-10	-0.0249122	-0.0122829999999999	0.00062061770884	0.0001508720889999	0.130823	0.0422602	0.017114657329	0.00178592450404	0.000675611	-0.000667069	4.449810507609999e-07	4.56450223321e-07	0.00117544	-0.00016339	2.6696292100000005e-08	1.3816591936000002e-06	0.000676135	5.133000000000047e-06	2.6347689000000487e-11	4.57158538225e-07	0.0	0.0	0.0
57546.93276890486	-29.6857207192661	881.2420146222647	3311649471.108856	99458.59796021316	-114.4842925419216	9892012708.211315	13106.653238824289	54207.54566676051	-105.70343585772936	11173.216352129102	2938458007.2139263	65842.26908126532	56454.4446877461	0.855503	14.998202	0.0734303	0.0429706	-0.1073433622	-0.1175074202	0.003115475	-0.0242159949	0.0525696118	0.050793927	-0.1022566518	-0.0410676719	-0.0218835212	0.032592764	-0.0633760064	0.0275904077	-0.041146387	-0.070785264	-0.0458184582	-0.0079565022	-0.0614349192	0.1524235309	0.0223063852	0.1282246697	0.0034773541	-0.0659302365	-0.0375185713	-0.0613300994	0.0416615678	0.03582429	-0.0959013287	-0.0741512422	-0.0227026142	0.0134461708	-0.0234798984	0.039656901	0.0344980831	-0.0484541465	-0.0431277594	0.030099406	-0.0012639592	-0.017789582	0.0375067122	-0.0080001909	0.0442978975	-0.1349361317	0.0635441129	0.0414323842	0.0808468851	0.0122746958	0.0416710887	0.0183490945	0.1256712939	-0.075654382	-0.0067581835	-0.0942226109	0.060460654	-0.0493501844	0.1107199031	-0.0126685206	0.0671534071	-0.0410612878	0.0051412243	0.0590579287	0.0671859104	-0.0999084418	-0.0695733151	-0.0555012012	0.0257655923	-0.0193667131	-0.0421331989	0.0125108178	-0.0346399169	-0.0775437253	-0.0096788735	-0.1269386402	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0416662	0.0128599	0.00173607222244	0.00016537702801	-0.027413	-0.0025008	0.000751472569	6.254000640000005e-06	0.100849	-0.029974	0.010170520801	0.000898440676	0.00109932	0.000423709	1.7952931668099998e-07	1.2085044624e-06	0.001073	-0.00010244	1.0493953600000018e-08	1.1513289999999998e-06	0.000640372	-3.576300000000007e-05	1.2789921690000051e-09	4.1007629838400005e-07	0.0	0.0	0.0
57551.42542637486	4.492657470000268	20.183971142749204	3312166568.6075864	98964.40163719733	-494.19632301582897	9793952791.408504	244230.0056823656	54120.6331761449	-86.91249061561393	7553.78102500918	2929042935.386836	65746.29272939645	56191.6764770368	0.918557	16.103626	0.05534675	0.0329055	-0.1077883244	-0.0976096381	0.0009643645	-0.1061631713	-0.0571105089	0.0602246717	-0.0427352751	-0.0639065972	-0.0735068517	-0.10777487	-0.1474123806	-0.0344414694	-0.0352372386	-0.08076029	-0.0928164808	-0.0174271784	0.0630822326	0.0064955687	0.011440869	-0.0515978919	-0.0202701571	-0.0881777288	0.0222794065	-0.0954678863	0.0644242581	0.0119851584	0.0409859018	0.0472468948	0.0789478695	0.0739975984	-0.1215176612	-0.0110141598	0.0246618882	-0.0394844573	0.0022514454	-0.0065613411	-0.0225443092	0.2219189031	0.0623094355	0.0017219029	-0.0227502471	-0.0170251638	-0.0550203198	-0.0565770571	0.0249994045	-0.0060543918	-0.0614464631	0.0515653498	0.1296540381	-0.0750992748	-0.0744584437	-0.1256889982	0.0073007105	0.0259629137	0.0346337098	0.1138509943	-0.0178634688	-0.0275128256	-0.0171056697	0.0298191682	-0.0564227673	0.0635139023	0.0545893712	-0.0054923552	-0.0388064103	-0.0415550119	0.0990335975	-0.0140417421	0.1108872662	0.0909702365	0.0187195261	-0.1722502345	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0397017	-0.0019645	0.00157622498289	3.859260250000004e-06	-0.0385107	-0.0110977	0.00148307401449	0.00012315894529	0.131839	0.03099	0.017381521921	0.0009603801	0.00118997	9.065000000000006e-05	8.21742250000001e-09	1.4160286009e-06	0.00119389	0.00012089	1.4614392100000004e-08	1.4253733320999998e-06	0.000626021	-1.4350999999999904e-05	2.0595120099999722e-10	3.9190229244100004e-07	0.0	0.0	0.0
57806.685540759776	255.26011438491696	65157.72599580089	3341612893.2082853	98992.13862417864	27.73698698131193	9799443509.3886	769.3404468014675	54258.9576588307	138.3244826858063	19133.66251029592	2944034486.222783	65791.10866104254	57262.48080769437	1.084545	19.013636	0.14565295	0.084985	-0.0533414186	-0.0076647116	-0.0473379639	-0.160252696	-0.1326709214	0.0479254154	0.0335799768	-0.0598337144	-0.0384394744	-0.0874503116	-0.0634609113	-0.0731060627	0.0195054586	-0.0965138597	0.010689127	0.0411431744	0.0223777506	-0.0981102306	0.0357193834	0.066929837	0.0697192902	-0.0514605231	0.127589014	0.0309907926	-0.0534194278	0.0532561594	0.0177903404	-0.0915232344	-0.0271032905	-0.0107874261	-0.0044581638	-0.035915395	-0.0124774528	0.0350317197	0.0075564704	-0.0270478384	0.0873439494	0.0349382661	0.0115678585	0.0235614522	-0.0522126915	-0.0499158414	0.0490869035	-0.0241099262	0.0558474393	0.0451843283	-0.136184777	0.0196172584	0.0025777575	0.0038194036	-0.0683742792	-0.0994377454	-0.0588730918	0.0049283907	-0.125411229	0.0630837355	-0.1188550204	-0.0739621799	-0.0158975181	0.0311004714	0.0042509341	-0.0955867455	-0.0445198202	-0.018045916	0.0447285229	0.0174847708	0.0484504988	-0.0105237714	-0.012280086	-0.0099318159	-0.047672462	-0.0301279108	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0263291	-0.0133725999999999	0.00069322150681	0.0001788264307599	-0.025639	0.0128717	0.0006573583209999	0.00016568066089	0.0483938	-0.0834452	0.00234195987844	0.00696310140304	0.000532646	-0.000657324	4.32074840976e-07	2.83711761316e-07	0.00117335	-2.053999999999988e-05	4.2189159999999506e-10	1.3767502225e-06	0.000667426	4.1405e-05	1.714374025e-09	4.454574654760001e-07	0.0	0.0	0.0
58049.67032965583	242.9847888960576	59041.60763486167	3369764225.381725	98949.3421865299	-42.79643764873617	9790972319.146986	1831.535075422163	54280.5655323292	21.60787349849852	466.90019712711467	2946379794.509485	65811.04638261555	58236.17571049676	1.115139	19.549995	0.0634034	0.0377907	0.0016574247	0.0994662876	-0.0497108842	-0.1187128591	-0.1048881712	0.0088795475	0.0433567807	-0.0805774227	0.0944360171	-0.023508164	-0.0419979825	-0.0437583554	0.0251857463	0.0727197285	0.0255948499	0.000886005	-0.0626036389	-0.0634125705	-0.0018400189	0.0228008462	-0.1196499399	0.0121814639	0.0603569594	-0.0529965717	0.0394775714	0.0033847009	-0.0332139324	-0.0113772162	0.1395824094	-0.1186241421	0.0154184372	-0.0050461248	-0.0352868389	0.1167903248	-0.0454650465	-0.0282738466	0.1727194878	-0.1229811935	-0.0437873408	0.1123860276	0.0507851256	-0.1298554991	-0.1029979004	-0.1156169542	0.0726895196	0.0255121391	-0.1152627921	-0.029309522	-0.0082434306	0.0695574909	0.0828731612	-0.1404243668	0.0100110171	0.0296325733	-0.1419388949	-0.0186266853	0.0200864442	-0.0463237954	-0.0152130788	-0.0467029353	0.1455878096	0.0010639081	-0.0880924643	0.073364997	0.0607962544	0.0739698309	0.0815317124	0.0045953522	-0.1051101	0.098915117	0.0390273901	-0.0263038539	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0338958	0.0075666999999999	0.0011489252576399	5.725494888999993e-05	-0.0227998	0.0028392	0.00051983088004	8.06105664e-06	0.0765853999999999	0.0281915999999999	0.0058653234931599	0.0007947663105599	0.000180043	-0.000352603	1.24328875609e-07	3.2415481849e-08	0.00117335	0.0	0.0	1.3767502225e-06	0.000523911	-0.000143515	2.0596555225000025e-08	2.74482735921e-07	0.0	0.0	0.0
58054.46927913098	4.798949475145491	23.029916064999185	3370321403.281563	98927.25007114033	-22.092115389576065	9786600806.637934	488.0615623863436	54403.89798001127	123.33244768207078	15210.892651250726	2959784115.4194746	66000.4787727591	58672.492587409615	1.180092	20.688713	0.092385591	0.0385019	0.0094834536	0.1246870601	-0.0200377354	-0.0259439402	-0.0688546177	-0.0476067724	0.056132875	0.0410886633	0.0394873207	-0.1679143907	0.0695804468	0.0722988251	0.0475004958	-0.0972430336	0.0682927328	0.1057150216	-0.1261670003	-0.0732953253	-0.0111760391	0.0062561405	-0.0425071514	0.0949021174	0.0610871776	-0.01010161	-0.0981723633	-0.0088476487	0.0373855009	0.0575726396	-0.0155035266	-0.066284666	-0.0508974401	-0.0149990909	-0.0009497293	0.0477334083	-0.1107780482	0.0318051255	-0.0137121077	-0.0047886753	-0.0754093883	-0.0737405979	-0.1222807359	-0.0632355849	0.0495976012	0.0170006185	-0.082357644	-0.0205568189	-0.0074906449	0.0692200098	-0.1013854377	0.1441159623	-0.0476325966	-0.1091247485	0.0648082098	-0.0288854677	0.0393321672	-0.0956013038	-0.0337631636	0.0253446243	0.1205550449	-0.0742438585	0.0543155174	0.0023695867	0.0359968965	-0.0253242255	-0.0681462745	0.0273481318	0.066465874	-0.0125418371	-0.0048451602	0.0842105571	0.1350072635	0.0735784765	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0124566	-0.0214392	0.00015516688356	0.0004596392966399	-0.000445794	0.022354006	1.98732290436e-07	0.000499701584248	0.0927509	0.0161655	0.0086027294508099	0.00026132339025	-2.78287e-05	-0.0002078717	4.3210643660890003e-08	7.7443654369e-10	0.000945541	-0.000227809	5.1896940481000026e-08	8.940477826810001e-07	0.0007367679999999	0.0002128569999999	4.530810244895744e-08	5.428270858238526e-07	0.0	0.0	0.0
58072.279638887936	17.81035975695704	317.20891467223487	3372389662.457198	98975.96814207367	48.71807093334792	9796242269.660784	2373.4504354667192	54407.41276041666	3.514780405384954	12.353681298078024	2960166563.282349	65843.72966041886	58667.53781117443	0.941942	16.513601	0.0260601259999999	0.016702	0.0171548693	0.1145593293	0.0094496529	-0.0232953011	-0.0091060074	0.0048950685	0.0439197108	-0.0489280854	0.1296936792	-0.0547609192	0.0872124218	0.0553152615	0.0548028078	-0.0970406103	0.0657140577	-0.0209534526	-0.183885839	0.0935570711	0.0426553426	-0.0107074822	-0.0478199358	0.0108030012	-0.1348047019	0.054093176	0.0257999741	-0.0889459018	0.0334396263	-0.099401999	-0.0287359742	-0.0831089707	-0.0211882009	0.1066541975	-0.0008328655	0.1602093191	0.1428296274	0.1219912792	-0.0638629865	-0.0371879449	-0.0375362434	-0.0745665046	-0.0927183469	0.0046290328	-0.0899947263	0.0033963643	0.0489263358	0.0543410287	0.0260521618	0.0149157838	-0.0420369807	0.1507047911	0.0503987815	-0.1045516013	0.094353636	-0.1092778334	0.1765376997	-0.0393168095	-0.0217279901	0.0207276901	0.0203752065	-0.0317380307	-0.001091714	-0.0472981982	-0.0589195173	0.0064758786	-0.0273670951	-0.0496574265	-0.0575931688	-0.0166068991	-0.0850744278	0.0381917309	-0.1176805597	0.0339224544	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0121633	-0.0002932999999999	0.00014794586689	8.602488999999988e-08	-0.00601153	-0.005565736	3.613849294090001e-05	3.0977417221696e-05	0.0927483	-2.599999999991498e-06	0.00860224715289	6.75999999995579e-12	-9.01685e-05	-6.23398e-05	3.88625066404e-09	8.13035839225e-09	0.0008961979999999	-4.934300000010005e-05	2.434731649009873e-09	8.031708552038207e-07	0.000444481	-0.0002922869999999	8.543169036894155e-08	1.97563359361e-07	0.0	0.0	0.0
58161.95097648558	89.67133759764693	8040.948786551167	3382812541.3911123	98773.85418660752	-202.1139554661495	9756274270.877205	40850.05099417266	54240.82509853604	-166.58766188061418	27751.449090849837	2942067107.369977	65668.63643562894	59218.02784489548	0.975673	17.104958	0.114379595	0.0505997	0.0426229636	0.130443768	0.0498851703	-0.039141591	-0.0303087427	-0.0101764679	-0.0039068442	-0.0933565693	0.1792497725	0.0335888853	-0.0635868239	-0.0661049394	0.0742801028	0.0095637885	0.0250632746	-0.0801591298	-0.0896980314	-0.0640439129	0.059354841	0.0319499435	0.0657571317	-0.0561433247	0.0985192222	-0.0201784317	-0.0583146945	-0.0580089597	-0.0256089276	-0.0830209416	0.069748103	-0.0375027338	-0.1394343642	-0.1357799952	0.1083871911	-0.0727734327	-0.0608004898	-0.0778395709	-0.0466788292	0.0028015639	-0.0010501674	-0.1204120855	0.1303610916	-0.0539082384	0.0846824769	-0.0400222915	-0.0619810103	0.0589088407	-0.0670335602	-0.0801325436	0.0786897074	0.085431237	0.1319500141	-0.040075127	-0.0553214044	-0.0169245305	-0.0266607358	-0.0409723853	-0.0640854619	0.0314150032	-0.1081986602	0.0863956426	-0.052372087	-0.0223269306	0.0036674381	0.017767185	-0.0584176246	0.0721109578	0.0016552815	-0.0474688282	0.0249442128	-4.38808e-05	-0.0387365784	-0.0584929475	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0225429	0.0103796	0.00050818234041	0.00010773609616	-0.0192648	-0.0132532699999999	0.0003711325190399	0.0001756491656928	0.0700335	-0.0227148	0.00490469112225	0.00051596213904	0.000416953	0.0005071215	2.5717221576225e-07	1.7384980420900002e-07	0.000487162	-0.0004090359999999	1.6731044929591818e-07	2.3732681424400002e-07	0.0	-0.000444481	1.97563359361e-07	0.0	0.0	0.0	0.0
58223.52033626728	61.56935978169349	3790.786063927616	3389978320.347729	98799.45655590337	25.602369295840617	9761332615.741837	655.4813135606024	54316.9892138232	76.1641152871598	5800.972457475769	2950335317.254586	65866.60517058386	59279.30131471335	1.122857	19.685318	0.12080925	0.0574873	0.0489273779	0.0978058301	0.1358338581	-0.0503311466	-0.0999261358	-0.0399701439	-0.0335126125	0.0473155699	0.0472319399	-0.1750233546	-2.2251e-05	0.0419317108	-0.0073241415	-0.0423000666	0.0728760006	-0.0102432262	-0.0361725244	-0.1454219545	0.1519906265	0.0433702967	-0.0118411882	-0.1321113355	-0.0339604964	-0.056458657	0.1520592968	0.0138971867	-0.1092861977	0.0250049633	0.0152254587	0.1096317146	0.0014476903	-0.055244611	0.0393136042	0.0153931878	0.002309156	-0.0262161226	-0.0393826709	-0.174821362	-0.0316384645	-0.0714418938	0.023255955	0.0132993416	0.0311876909	0.0902874024	0.0941226966	-0.0152157248	-0.0581078815	0.1199382333	-0.0080393089	0.1188145997	0.0810595871	-0.0952696213	-0.1086093328	-0.0311588502	0.0561713553	0.1041670938	-0.1579531729	0.0524020881	-0.0641100778	0.0335613724	-0.0931780106	-0.0931830772	-0.0429644913	0.0269465465	0.0284861908	-0.014568094	0.0875042511	0.0501418977	0.1213506574	-0.0195551388	-0.0808386195	-0.0447743945	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00208445	-0.02462735	4.344931802499999e-06	0.0006065063680225	-0.0299683	-0.0107035	0.0008980990048899	0.00011456491225	0.118934	0.0489005	0.014145296356	0.00239125890025	0.000972629	0.000555676	3.08775816976e-07	9.46007171641e-07	0.000487162	0.0	0.0	2.3732681424400002e-07	0.000175882	0.000175882	3.0934477924e-08	3.0934477924e-08	0.0	0.0	0.0
