global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
58087.9939471586	n/a	n/a	3374215040.805134	100773.216363545	n/a	10155241136.253853	n/a	54780.2889603016	n/a	n/a	3000880058.574141	66973.27729598335	60334.671489370376	n/a	n/a	n/a	n/a	-0.0063396261	-0.0666759269	-0.0013915951	0.0574759943	0.0247267956	-0.0153086604	-0.0374402818	-0.0242287608	-0.0757355282	-0.0141719388	0.0398167505	-0.0547690069	0.0116290928	-0.1783171027	0.0930331745	-0.1613445077	-0.0189122901	0.1002071456	-0.0205353903	0.0664565465	-0.1287477739	0.0211679518	-0.0262578353	0.0066588709	-0.01233821	0.0469283581	-0.0764814623	0.0744517313	-0.0057245524	0.0572902547	-0.0103994256	0.1458703692	-0.0353782768	0.0053545928	-0.022400993	0.0090802159	-0.0580092508	0.0540135563	-0.0695784955	0.0666481844	-0.0830188748	0.0273969953	-0.0598971587	-0.0127142052	0.0527990512	0.0104397826	-0.0221729331	0.0383698862	-0.0848369595	0.0197102979	-0.0614706602	0.1497923149	-0.1118972218	-0.0524719507	0.0985157774	-0.1076150539	0.0956901797	-0.1674682966	0.0664944933	-0.0718049136	0.1513372722	-0.1057038011	0.02962228	-0.0342281469	-0.1694345136	0.0996201193	-0.1055495415	0.0185364592	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0437096	n/a	0.00191052913216	n/a	0.00995584	n/a	9.91187501056e-05	n/a	-0.115666	n/a	0.013378623556	n/a	0.00263346	n/a	n/a	6.935111571599999e-06	0.00163059	n/a	n/a	2.6588237481e-06	0.000464425	n/a	n/a	2.1569058062500002e-07	0.0	0.0	0.0	0.0
58113.164140322326	25.17019316372898	633.5386238994291	3377139846.4000444	100329.12586665996	-444.0904968850373	10065933497.168097	197216.3694235993	54876.89842046693	96.60946016533126	9333.387793436726	3011473980.250246	66883.1786047894	59816.08010553139	1.024282	19.491859	0.1268947	0.0636608	-0.038230364	-0.0487010519	0.0421241712	-0.0479175066	0.0170687937	0.0254269014	0.0689944468	0.0258655151	-0.0667178236	0.0668727783	0.1423705694	0.0383096195	-0.0678625008	-0.1172509617	-0.0489678915	-0.093975976	0.1552015781	0.0088315118	-0.0147990997	0.0950013065	0.02295452	0.0179740399	0.0063196168	-0.1044496393	0.1038725876	-0.0432603179	-0.0459298218	0.0080990912	0.010881485	-0.0469479654	0.0786264775	-0.0228181544	0.0030868865	-0.0391498917	-0.1171757982	-0.018321166	-0.1058185749	-0.1123506918	-0.1979526919	-0.0056331448	0.0723856235	-0.0084631642	-0.0238438538	-0.0375837344	0.0129861376	0.0247011419	0.0676456209	0.0537533014	0.1337413702	0.0340712193	-0.0631926996	0.0633219545	-0.0584412931	-0.1617173222	0.1954188782	-0.1175699174	-0.0486622204	-0.0275504855	-0.0933156623	0.0318077279	-0.1043252263	-0.0282206381	0.0664802971	-0.0719473393	0.000409875	0.0396016171	0.0071777742	-0.0148392783	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0372598	-0.0064497999999999	0.00138829269604	4.159992003999998e-05	0.00104109	-0.00891475	1.0838683881e-06	7.947276756250001e-05	-0.0769553999999999	0.0387106000000001	0.0059221335891599	0.00149851055236	0.00210349	-0.0005299699999999	2.808682008999998e-07	4.4246701801e-06	0.000995922	-0.0006346679999999	4.028034702239999e-07	9.91860630084e-07	0.000756178	0.000291753	8.511981300900002e-08	5.71805167684e-07	0.0	0.0	0.0	0.0
58113.91438552968	0.7502452073531458	0.5628678711563647	3377227045.208673	101223.6646528336	894.5387861736381	10246230285.749311	800199.6399690058	54809.9095941588	-66.98882630813023	4487.502850140841	3004126189.719861	66951.97099768597	60267.13378542696	1.166137	22.191322	0.10451111	0.0782376	0.0120995362	-0.0523787121	-0.1026388954	0.0389827722	0.0819501926	-0.044892861	-0.020584621	-0.0558144084	0.0344715379	0.007532187	-0.0189061982	-0.1202129705	-0.0380695377	-0.0715626369	0.0512898024	-0.0749827277	-0.0389413522	0.0059741817	0.0381682518	-0.0430307156	-0.0785840997	0.0212375638	-0.0222934226	-0.0516568733	0.0060052013	-0.1235174294	-0.0319904928	0.0677231145	-0.0386420322	-0.0949014407	-0.0462932012	0.1147183327	0.0320133192	-0.009010612	-0.0347375997	0.0958842099	-0.0480749411	-0.0434118473	-0.0804084581	0.0604997017	-0.0652959419	-0.0372229598	0.0666247513	-0.0207536551	0.0255095027	0.054761577	-0.0130580637	-0.0690810696	-0.1601881869	0.0074900151	0.0140196224	0.060862792	-0.0838686352	-0.0217341591	-0.0222823777	-0.058094849	0.0706062855	-0.2000684754	0.218960439	0.0341109225	-0.0190107401	-0.0635179975	0.0718818364	0.0003908974	-0.0595210762	0.0080241917	-0.0561527472	0.0536599804	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0349573	-0.0023025	0.0012220128232899	5.301506250000028e-06	0.021332	0.02029091	0.000455054224	0.000411721028628	-0.152174	-0.0752186000000001	0.023156926276	0.00565783778596	0.00211817	1.4679999999999988e-05	2.1550239999999966e-10	4.4866441489e-06	0.000969451	-2.6471000000000025e-05	7.007138410000013e-10	9.39835241401e-07	0.0008490089999999	9.283099999989996e-05	8.617594560981427e-09	7.208162820808302e-07	0.0	0.0	0.0	0.0
58044.290781271	-69.62360425868246	4847.446269969627	3369139692.300741	100249.16523688706	-974.4994159465424	10049895130.692684	949649.111680152	54730.76909406795	-79.14050009084895	6263.218754629662	2995457085.628184	67000.14809384554	60347.9617499038	1.190569	22.656258	0.0838369509999999	0.0515394	-0.0078447811	-0.0337429035	0.0784580917	0.070398027	-0.0231774431	-0.0191142537	0.0225495775	0.033085377	-0.0753558128	-0.015303398	0.0630501198	0.0001993477	0.0700192108	0.0935343645	0.0720684335	-0.1195065111	-0.1403491884	0.0188965658	-0.0073955657	0.1230885635	-0.0602522062	-0.0643904839	0.0228997413	-0.0155528987	0.082768803	-0.0132911574	-0.0700975651	-0.0584278308	-0.0099462764	-0.0634712083	-0.0070125603	0.0103984326	-0.0777619222	0.0548937712	0.0711682968	-0.0112096709	0.0825538191	-0.0235281531	-0.0764291458	0.0085066168	0.0448571455	-0.020264153	0.1238731302	0.0071546815	0.085522186	0.0212813522	-0.0461575018	0.1297468092	-0.064096067	-0.0763812567	0.0161128844	-0.0209697876	0.0884457542	0.0189869651	0.0480695823	0.0360334651	0.1349279964	-0.0778273713	0.1704847082	-0.1541181013	0.027831807	0.025773161	-0.0639826855	-0.0122552975	-0.03892482	0.0306076343	-0.0707019313	-0.0001221634	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0334386	-0.0015186999999999	0.0011181399699599	2.3064496899999933e-06	-0.000813151	-0.022145151	6.61214548801e-07	0.0004904077128128	-0.161658	-0.0094839999999999	0.026133308964	8.994625599999985e-05	0.00125968	-0.00085849	7.370050800999999e-07	1.5867937024e-06	0.000932687	-3.6764e-05	1.351591696e-09	8.69905039969e-07	0.0007304809999999	-0.000118528	1.4048886784000003e-08	5.336024913608539e-07	0.0	0.0	0.0	0.0
57917.407109224245	-126.8836720467516	16099.466232067613	3354426046.255619	100294.15454808078	44.98931119372719	10058917436.514313	2024.038121686027	54687.753406613374	-43.015687454579165	1850.3493671900396	2990750372.662553	67114.75899737814	60110.4315259656	1.062972	20.228121	0.1258584009999999	0.0674565	-0.0523420145	-0.0365940472	0.0289842527	-0.0836749149	-0.0197945383	-0.0376647685	0.1112935868	0.0721100985	-0.0485777613	-0.0675886766	0.0909217906	0.0992982185	0.0487388238	-0.0404801237	-0.0272710303	-0.0687852386	0.0290774647	-0.0172658117	-0.0166687694	-0.0833577006	0.0392489244	0.0130676798	0.1518296458	0.1306854441	-0.0213882277	0.1299844491	0.0022874438	-0.0239752935	0.1245420934	-0.0151410689	0.0269558375	0.1106780095	-0.0507408059	0.1136008602	0.002679839	0.0338984224	-0.0864310802	-0.0367755769	-0.0269972431	0.0837377024	0.0144289794	-0.1168479998	-0.0085648559	0.0703712391	0.1344825083	0.0657452835	0.0155975234	0.0973200876	0.0609900202	-0.0493336311	0.0395194253	0.0019406705	-0.0948390899	0.0451025564	0.0358938196	-0.0124040709	-0.036278626	0.0681394679	0.1656400307	-0.0119789174	0.0241263004	-0.0999280083	-0.0343399597	-0.0476583665	-0.1842068893	-0.0083609595	-0.0535395643	-0.0133560318	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0274282	-0.0060103999999999	0.00075230615524	3.612490815999999e-05	0.0274048	0.028217951	0.00075102306304	0.0007962527586384	-0.101974	0.059684	0.010398696676	0.003562179856	0.00150619	0.0002465099999999	6.076718009999996e-08	2.2686083161e-06	0.000677135	-0.0002555519999999	6.530682470399996e-08	4.585118082250001e-07	0.000593622	-0.0001368589999998	1.873038588097261e-08	3.523870788840001e-07	0.0	0.0	0.0	0.0
57902.70783873604	-14.69927048820682	216.068552885468	3352723575.058024	100698.17526627814	404.0207181973528	10140122501.95807	163232.74073270478	54703.08656772348	15.33316111010936	235.1058296285701	2992427680.0358496	66752.92136548914	59493.23903268856	1.024124	19.48885	0.07022445	0.0319244	-0.0558884917	-0.0261359991	-0.0872583148	-0.0506186502	0.0563240444	-0.0364992912	0.0156217753	0.0480793566	0.0248278791	-0.0350906142	0.0825657852	0.0258809071	0.081906852	0.019900056	-0.0893839272	0.0585516658	-0.1648866561	-0.0400371992	-0.048458117	-0.0486405662	-0.0145777981	-0.1085000054	0.0144998087	-0.0985068006	0.0106055557	-0.0764220199	0.0296591499	-0.0228809122	0.0259586881	-0.0196215418	-0.1113494447	0.0641628412	0.0470556705	0.0533374802	-0.1625966311	-0.006429647	0.0267517879	-0.0431033704	0.0207914825	0.1434096821	-0.0062763981	0.0622515249	-0.0207099037	-0.0169459323	0.0219126624	0.0431250842	-0.0268035986	-0.086316362	0.0907182849	-0.0957102133	0.0610449694	-0.0287483537	0.0007477667	-0.0508767862	-0.0493832299	0.1012619702	0.1594636456	-0.0192815748	0.0626922188	0.0600398641	0.0197879569	-0.0873688576	0.083328015	0.0264806457	0.0629319447	0.0036854727	-0.0460070889	0.083347821	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0378134	0.0103851999999999	0.0014298532195599	0.0001078523790399	0.00718385	-0.02022095	5.16077008225e-05	0.0004088868189025	-0.093348	0.0086259999999999	0.008713849104	7.440787599999991e-05	0.00152673	2.0540000000000095e-05	4.2189160000000405e-10	2.3309044929e-06	0.000438879	-0.000238256	5.6765921536000025e-08	1.92614776641e-07	0.000232572	-0.00036105	1.303571025e-07	5.4089735184e-08	0.0	0.0	0.0	0.0
57899.35688890771	-3.350949828331068	11.228864751992012	3352335528.149104	100697.8757284968	-0.2995377813349478	10140062176.231785	0.089722882447063	54688.37887786156	-14.707689861919787	216.3161410744181	2990818784.288534	66822.69101615575	59083.57844982169	1.106498	21.0564	0.08723617	0.0472156	-0.0510103552	0.0075049537	-0.0718499912	0.063122787	-0.0056897359	0.0656896498	-0.0704584426	-0.0377485632	0.1327937531	-0.0770296553	-0.0550029777	-0.0738895857	0.0110241247	-0.0125061202	-0.0959647983	0.0192750425	-0.188290087	-0.0429501827	-0.0196693345	-0.042107289	-0.0025374508	-0.0710068554	-0.0744638751	0.0296218064	-0.1275077882	0.0761513206	-0.0697478884	0.0751268528	0.0570833435	0.1773455642	0.1674784288	-0.0246791129	0.1645804119	0.047687139	0.1027760731	-0.0857058764	-0.0922328542	-0.0081935728	-0.0776592935	0.1833726088	0.1047830862	0.0531705203	0.0754330444	0.048465298	0.022216198	-0.0787974079	0.0088044453	-0.1409646253	-0.0354452754	-0.0540215467	-0.0684254457	0.1008998833	0.0582990382	-0.0176713133	-0.0998146131	0.1519101069	-0.0293728839	-0.0106644292	-0.0139949792	-0.099893507	0.0323293076	-0.0668167242	0.0630220325	0.0247631631	-0.061222745	0.1465556641	-0.08760736	0.0967911233	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0459702	0.0081568	0.00211325928804	6.653338624000009e-05	0.00722137	3.752000000000009e-05	5.21481846769e-05	1.4077504000000066e-09	-0.0794291	0.0139188999999999	0.00630898192681	0.0001937357772099	0.000920298	-0.000606432	3.677597706240001e-07	8.469484088039999e-07	0.000194442	-0.000244437	5.9749446969e-08	3.7807691364e-08	0.000684162	0.00045159	2.039335281e-07	4.68077642244e-07	0.0	0.0	0.0	0.0
58062.48225179895	163.12536289124546	26609.88401840052	3371251845.2404685	100176.68638841438	-521.1893400824192	10035368495.762728	271638.32821554766	54698.86530818496	10.486430323398965	109.96522092750128	2991965866.00296	66810.58209891942	59149.52557953335	1.177568	22.408842	0.0912812299999999	0.0537933	-0.0541835003	-0.013009619	0.1018050048	0.0896774446	-0.0815802542	0.1698412423	-0.0382696544	-0.0007399908	-0.0359710792	-0.0755383984	-0.0649059098	-0.0753735843	0.0175012247	0.0138949546	-0.0005012453	-0.1106439932	0.0220272638	-0.0220574628	-0.0236599487	0.0678720254	0.0104926853	-0.0993221929	0.0062302124	0.0033726168	0.0909711679	-0.0567471316	0.1506563613	-0.1044316142	-0.0313858517	0.1035205327	-0.009242757	0.0014672946	-0.0201807481	0.0134852296	-0.0192946357	-0.0444502423	0.1202027727	0.0647133614	0.113777784	0.033395291	-0.0081969183	0.0375507694	-0.0615675422	0.0063290372	0.0128586244	-0.1804901561	-0.0010622186	0.0244713693	0.0021574069	0.0492354113	-0.0207792603	0.0126580826	0.0914365739	0.0041456934	0.0125759176	-0.0048660628	0.1096784316	-0.0852106039	0.0190302806	-0.0365880344	-0.1141535194	0.0528309497	-0.1458276405	0.0988735868	0.0038300479	0.0336867813	0.1275780979	-0.07373867	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0533682	0.0073979999999999	0.0028481647712399	5.473040399999992e-05	0.0261519	0.0189305299999999	0.00068392187361	0.0003583649660808	-0.122471	-0.0430418999999999	0.0149991458409999	0.0018526051556099	0.00123383	0.000313532	9.830231502400002e-08	1.5223364689e-06	0.000257269	6.282700000000003e-05	3.9472319290000035e-09	6.618733836100002e-08	0.000746019	6.185700000000001e-05	3.8262884490000015e-09	5.56544348361e-07	0.0	0.0	0.0	0.0
58175.49593564895	113.0136838499966	12772.092737346982	3384388327.3587074	100403.59198527934	226.90559686496272	10080881283.546452	51486.14988864498	54870.871082394624	172.00577420966147	29585.98636146504	3010812493.3407707	66572.32462476648	59819.76206391674	1.075593	20.468287	0.07979395	0.0598389	-0.0200896739	-0.0380506262	0.0918759161	-0.0292983815	-0.0015147005	0.0926149887	0.0326166804	-0.0059627913	-0.0571195633	0.0607734807	0.0570100196	0.0007210657	0.0841407168	-0.1162595657	-0.0272792217	-0.1000886948	0.034969127	-0.0471473741	0.0718551596	-0.047413391	-0.0818058202	0.1580624707	0.0041995225	-0.0825787083	-0.0660907045	-0.1477467026	-0.038757157	0.0752962408	-0.0723308474	-0.0605278759	-0.0336756733	-0.0190701573	0.0416134555	0.0242547438	0.0064739344	-0.0754098126	0.1915141569	0.0700386723	-0.0123585586	0.037389544	-0.0713227823	0.0240336599	0.1319228504	-0.104131499	-0.0698912559	-0.0785250805	0.0422337942	0.0084384949	0.1843688569	0.045925894	-0.0473876931	0.0615212595	-0.021587184	-0.0319141601	0.0080396432	-0.0289192553	-0.0387735144	-0.1336310729	0.0199652011	0.0875216851	0.0018597289	0.0140710979	0.1897721874	0.0804516058	0.0973276969	-0.0629482296	-0.0812373565	-0.1142347648	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0533884	2.0200000000004936e-05	0.00285032125456	4.0804000000019937e-10	0.0118913	-0.0142605999999999	0.00014140301569	0.0002033647123599	-0.0648736	0.0575973999999999	0.00420858397696	0.0033174604867599	0.00123383	0.0	0.0	1.5223364689e-06	0.0004091	0.000151831	2.3052652561e-08	1.6736281000000001e-07	0.0007525029999999	6.483999999899997e-06	4.2042255998703156e-11	5.662607650088495e-07	0.0	0.0	0.0	0.0
58172.513582438936	-2.9823532100126613	8.894430669272825	3384041336.4990425	100207.18275221062	-196.4092330687272	10041479475.134935	38576.5868346456	54805.18422965116	-65.68685274346353	4314.762623341463	3003608218.4460044	66958.68089626146	59992.78567697147	1.238881	23.575623	0.07359486	0.0350313	-0.0137273607	-0.0595091701	-0.0624432293	-0.086672606	-0.0215861162	0.0285766976	0.1399240737	0.0081911677	0.0316375579	0.0278385975	-0.0095623638	-0.0689173087	-0.0700827027	-0.0541575203	-0.1069852402	-0.0119761744	-0.0893291908	-0.0266323668	-0.0029170591	-0.0200543078	0.0453532623	-0.0638629976	-0.0212620248	0.0159900286	-0.0670279166	0.1327033456	0.0058557236	0.0453419007	0.0306046366	-0.016254084	0.1349256695	0.019398821	-0.0774375033	0.0077087392	-0.0868829046	0.0815601248	0.1388127578	0.0259000706	0.1541965632	0.06521039	-0.0099559553	0.0263188544	-0.002534548	0.0428583632	0.0397499007	0.0032504104	0.1040443915	-0.0439302993	-0.0315809336	-0.0111244419	0.1626914318	0.0662742508	0.0522004509	-0.022660546	-0.0729896139	0.0060206617	0.0032438566	-0.0177063635	0.0206553489	-0.035909245	-0.0433785336	0.061536188	0.0683503339	0.0108586013	-0.0505959652	0.0463356408	-0.0082286767	0.073709825	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0413916	-0.0119968	0.00171326455056	0.00014392321024	0.00819354	-0.00369776	6.713409773159999e-05	1.367342901760001e-05	-0.0860246	-0.021151	0.00740023180516	0.000447364801	0.000679257	-0.000554573	3.075512123290001e-07	4.61390072049e-07	0.000319984	-8.911600000000003e-05	7.941661456000006e-09	1.02389760256e-07	0.0008438	9.129700000010002e-05	8.335142209018263e-09	7.119984400000001e-07	0.0	0.0	0.0	0.0
