global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
58644.03878702443	n/a	n/a	3439123285.254026	101260.5891671555	n/a	10253706918.47945	n/a	54659.5965764256	n/a	n/a	2987671497.8975973	66358.4050145478	61083.72000661435	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.042773	n/a	0.001829529529	n/a	0.00765475	n/a	5.85951975625e-05	n/a	0.11657	n/a	0.0135885648999999	n/a	0.0008295639999999	n/a	n/a	6.881764300958341e-07	0.00161984	n/a	n/a	2.6238816256e-06	0.000601522	n/a	n/a	3.618287164839999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58431.652310932135	-212.3864760922952	45108.01522690308	3414257991.7856607	100872.33025477282	-388.2589123826765	10175227011.027956	150744.98304457887	54475.12563727341	-184.4709391521901	34029.52739169103	2967539313.196723	66565.12842733876	60963.94078323208	1.356573	24.117044	0.10597675	0.048788	-0.1069911814	-0.0389477819	0.0780985614	0.052990466	-0.0357052083	0.0541093291	-0.0749042261	0.0718162778	-0.0993714739	0.0053142701	-0.0826521548	0.0702644743	-0.1672463402	0.0333602218	-0.0534508336	0.000863233	-0.0574663411	-0.0452730749	0.0580843617	-0.0328684478	0.1039468789	-0.026580486	0.1216371205	-0.021396062	0.0095606809	-0.1837682008	0.0480315257	-0.1178527119	0.0416069321	-0.0287142573	0.0719678255	-0.059877987	0.0244269194	-0.0089253097	0.0236172891	-0.141292559	0.0805874812	-0.1322779282	0.0003941876	-0.0476652502	0.0549986527	-0.0238363271	0.0427169969	-0.055996799	-0.069908433	0.0075075277	0.015326922	-0.060744072	0.1200825096	-0.0558140023	0.0968646805	-0.0532509615	0.1272263488	-0.0626361695	0.0269730676	-0.0338885735	0.1074397957	-0.1600267413	0.1742634551	-0.1059412942	0.0460095525	-0.1132134038	0.0518001405	-0.0452205069	0.1755960142	-0.0513041983	-0.0442925059	0.1028653472	0.1028546891	0.1028369265	0.1028120605	0.0	-0.0509165	-0.0081435	0.00259248997225	6.631659225000008e-05	0.0421617	0.03450695	0.00177760894689	0.0011907295983025	0.101283	-0.0152869999999999	0.010258246089	0.0002336923689999	0.00024999	-0.0005795739999999	3.3590602147588414e-07	6.24950001e-08	0.00155427	-6.557000000000004e-05	4.299424900000005e-09	2.4157552329e-06	0.00028588	-0.0003156419999999	9.962987216399996e-08	8.172737440000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58236.37731044617	-195.27500048596264	38132.32581479272	3391475642.24465	101385.1395584471	512.8093036742794	10278946523.285795	262973.38193489925	54462.05108808535	-13.074549188066158	170.94383647116143	2966115008.721218	66398.0232487118	60944.63725435612	1.174912	20.887505	0.1107952315	0.0583813	-0.1114336389	-0.0002956568	0.0041426194	0.0189619163	-0.1523256747	-0.0164397623	-0.0038784595	-0.0655512214	-0.0685444458	0.1048752614	-0.0660938522	0.029567033	0.0080576441	0.0991245095	-0.0791246746	0.0052804808	-0.036961651	-0.1281651585	0.0953230128	0.0956577868	-0.0096787207	-0.0339189689	0.1154230884	-0.0661176729	-0.0891820281	0.0682530123	-0.0228850396	-0.0219114551	0.0331542443	0.0576860251	-0.1474280081	-0.0329730286	-0.0153470813	-0.0553224752	-0.1066916388	-0.0418234652	0.0550253837	-0.0871066942	0.076418441	-0.0829137812	0.0080232319	0.105798792	-0.1519180716	0.0350786925	-0.1235404507	0.0429925185	0.0746349211	0.0001156667	-0.0014574714	-0.1036882352	0.0653862836	-0.1461373675	0.086342366	-0.0719906123	0.085130939	-0.1684739353	0.0219514468	0.0080366152	-0.0106943961	-0.0245585424	-0.0659871777	0.0382755255	-0.12406349	-0.006426314	-0.0272610971	0.1408696419	-0.1122164466	0.1028369265	0.1027410258	0.1025812577	0.1023577213	0.0	-0.0326961	0.0182204	0.0010690349552099	0.00033198297616	0.0246551	-0.0175066	0.00060787395601	0.00030648104356	0.14206	0.0407769999999999	0.0201810435999999	0.0016627637289999	2.00537e-06	-0.00024798463	6.14963767162369e-08	4.021508836899999e-12	0.00155427	0.0	0.0	2.4157552329e-06	0.0007237199999999	0.0004378399999999	1.917038655999124e-07	5.237706383998552e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58085.40861377424	-150.96869667193096	22791.547374821497	3373914693.8291187	100705.17141504906	-679.968143398044	10141531549.734411	462356.67603618297	54259.12682921073	-202.9242588746201	41178.254839813846	2944052844.2683754	66233.5806042333	59752.00181254232	1.001288	17.800827	0.0856174234999999	0.0594762	-0.0358585542	-0.0200518502	-0.0008527853	0.0685359252	-0.0649093835	0.0055643577	0.0372296255	-0.0661325074	-0.1016336927	0.0905372316	0.075462508	0.0885917543	-0.095845702	0.0546168154	0.0937198046	-0.0499425833	0.04223773	-0.0483865656	0.0293785338	0.0316066046	0.1167613986	0.0160071655	-0.0227055514	0.0633432599	0.00039532	0.0715153823	0.1477099312	-0.1089628273	-0.0817685288	0.0225318183	-0.0109481372	-0.0535662283	0.1325951969	0.0326013895	0.0266696371	0.0196495591	-0.0271572309	0.047971262	0.0383670534	-0.1372332875	-0.0077660323	-0.1194131131	-0.0737505662	0.0001148292	-0.0007630998	0.0465069932	0.1379140244	0.0394803408	0.0499238199	-0.0487459098	0.0487113745	-0.023529555	-0.0010023167	-0.1479226457	-0.0694389977	-0.0723788936	0.1361516444	0.0557873204	-0.0499907311	-0.0250948381	0.0642526867	-0.0042857076	0.0068427394	-0.0345194548	0.078619043	0.0495257003	-0.0121155824	0.1027800929	0.1025138249	0.1020705557	0.1014510507	0.0	-0.0344409	-0.0017448	0.00118617559281	3.044327040000016e-06	0.0210433	-0.0036117999999999	0.00044282047489	1.3045099239999988e-05	0.0857925999999999	-0.0562674	0.0073603702147599	0.00316602030276	-1.35801e-05	-1.558547e-05	2.4290687512089997e-10	1.8441911601e-10	0.00119976	-0.0003545099999999	1.2567734009999998e-07	1.4394240576e-06	0.000613947	-0.0001097729999999	1.2050111528978046e-08	3.76930918809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58115.07144007568	29.662826301435416	879.8832641891287	3377361528.4851	100156.585484215	-548.5859308340587	10031341615.856869	300946.5235090706	54248.43394779079	-10.692881419934563	114.33771306078184	2942892585.7878203	66067.97605999022	59544.70688015841	1.048328	18.637093	0.0796402649999999	0.0393015	-0.0316135474	-0.0370332188	-0.0449291982	0.0410535625	-0.0516617822	-0.0539996431	0.0200523827	-0.1152564678	-0.0973415366	0.0835730266	0.1025264321	0.1539475087	-0.0504137783	0.0255238385	0.1021137353	-0.0992495038	0.1207107304	0.0442151967	0.0591360936	-0.0187271974	0.1079146678	0.0705655798	-0.0505380382	0.0554408882	-0.1287879381	-0.0872178342	-0.1273363934	-0.1023761214	-0.0492618665	0.0181439074	0.0409316796	0.0324671035	0.0548852831	0.0910320562	0.0345992148	0.0786208688	0.0842651967	0.044430608	0.1056837008	-0.0563708631	-0.0602762735	0.0053919602	0.0405664498	0.1294816221	0.0163690703	0.1261564514	0.1434617335	0.0500089833	-0.0110708741	-0.0193512361	0.0319254357	-0.0032591546	0.0746775861	-0.1433157173	-0.1411114397	-0.041183363	0.0379273155	0.0945978835	-0.1519658949	0.0574028226	0.1133060023	0.0268559339	0.0444947681	0.0975611007	0.056746369	-0.043008626	0.0830531023	0.1026948621	0.1021733373	0.1013060902	0.1000960555	0.0	-0.0256959	0.008745	0.00066027927681	7.647502500000005e-05	0.0079349799999999	-0.0131083200000001	6.296390760039843e-05	0.0001718280532224	0.114783	0.0289904	0.0131751370889999	0.00084044329216	-0.000228912	-0.0002153319	4.636782715761e-08	5.2400703744e-08	0.00112469	-7.507e-05	5.635504899999999e-09	1.2649275961e-06	0.000328418	-0.0002855289999999	8.152680984099999e-08	1.0785838272400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58007.03691723926	-108.03452283641673	11671.458124492246	3364816331.9179583	99744.29010238907	-412.2953818259266	9948923408.02955	169987.4818749866	54388.48383213746	140.0498843466703	19613.970105515727	2958107173.558678	66277.07543199182	58839.45642938907	1.068562	18.996809	0.0474530899999999	0.0218343	-0.0125974626	-0.0320728973	-0.0621270713	0.0358409866	0.0186389204	0.0032131795	0.0082986596	-0.0196733149	-0.0636289095	0.1851246136	0.0026354961	0.0401468619	0.015980265	0.1309352888	0.0427091412	0.0551823421	-0.0084300439	0.0188910011	-0.0460476371	0.2308123747	0.0445157823	-0.0130111071	0.0271740629	-0.0149513289	0.0156899962	-0.0825873154	0.042961658	-0.0255916011	0.0263103808	0.0521659459	0.0189232253	0.0456245558	0.0199579044	0.0478398863	-0.0757907716	0.1113494372	0.0116863091	0.1015352455	-0.0371196205	0.0669175437	-0.0407615891	-0.0034129088	0.0818986083	-0.0201892321	0.0140566465	0.0275659616	-0.0291179603	0.010817622	-0.0076032944	-0.0555210197	0.1364304621	-0.0188249107	-0.0583247663	-0.1125249264	-0.0628108716	-0.0821394028	-0.0789271618	-0.0223149136	-0.1224861178	-0.0564169576	0.0051185032	0.0228548835	-0.0623566105	-0.0367375207	0.106820248	0.1068090852	0.0173493618	0.1025812577	0.1017199394	0.1002897619	0.0982987234	0.0	-0.0344304	-0.0087345	0.00118545244416	7.629149024999998e-05	0.019287	0.01135202	0.0003719883689999	0.0001288683580804	0.118502	0.003719	0.014042724004	1.3830961e-05	-4.14896e-05	0.0001874224	3.512715602176e-08	1.7213869081600003e-09	0.00112469	0.0	0.0	1.2649275961e-06	0.000613947	0.0002855289999999	8.152680984099999e-08	3.76930918809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57973.03048387982	-34.00643335944187	1156.437509830161	3360872263.4848585	99865.09430994028	120.80420755120576	9973037061.533266	14593.6565620748	54332.73716012084	-55.74667201661941	3107.691440928538	2952046327.310776	66199.07984213975	58856.84870463494	0.946256	16.822472	0.099331995	0.0506337	-0.0157728513	0.0214401804	-0.0876426599	0.0258562301	-0.0447427664	0.0033236552	-0.0123892183	-0.0645862081	-0.0477997714	0.0633701415	0.0213257642	0.0805298583	0.0032169508	0.0497149719	-0.006756713	-0.0893905122	-0.008315786	-0.0492736048	-0.0427942402	0.1145102744	0.0490310593	0.0519720275	-0.0082283844	-0.1040511104	-0.0824092549	0.0456793649	0.0113619845	0.1120300225	-0.1035501589	0.063425761	-0.0412964665	-0.0681751853	-0.1536183199	-0.1289096342	-0.035943868	-0.0680100366	-0.0270329572	0.0539554155	0.0326577508	0.0835987968	0.0083856529	0.132159692	-0.0388743406	-0.0581863033	-0.0131179486	0.0331197686	0.0668201576	0.0104711696	-0.0416331408	-0.0079298264	0.0663307955	0.0437771894	-0.0172907028	-0.0338786365	-0.0047291228	-0.0033350456	-0.0468247726	-0.0602164909	-0.0963178595	0.005485314	0.0254511772	0.0777546014	-0.0119867887	-0.0108817043	0.0206007627	0.0585162382	-0.0609852657	0.102439311	0.1011541321	0.0990240974	0.0960669971	0.0	-0.0239353	0.0104951	0.00057289858609	0.00011014712401	0.0252683	0.0059813	0.00063848698489	3.577594969000002e-05	0.0832259	-0.0352760999999999	0.00692655043081	0.0012444032312099	0.000202444	0.0002439336	5.9503601208960014e-08	4.0983573136e-08	0.000993064	-0.0001316259999999	1.7325403875999983e-08	9.861761080960003e-07	3.79167e-05	-0.0005760303	3.318109065180901e-07	1.43767613889e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57854.835079081146	-118.19540479867284	13970.15371552213	3347181942.0276785	100208.71855668728	343.62424674700014	10041787274.77336	118077.62295244324	54446.9897092145	114.25254909365322	13053.644974397635	2964474688.395309	66359.43210149031	57858.49951338904	0.960356	17.073128	0.1557396399999999	0.085235	0.0330535477	0.010796796	-0.1031951284	0.0193882566	-0.0264563791	-0.0454305975	-0.0269134082	-0.0465963317	-0.0084934681	0.1231209783	-0.0577848955	0.0293328693	0.0239590927	0.0506599687	-0.1847825978	0.045353218	-0.0773795483	0.0430883173	0.0051328597	0.0483351069	-0.0839815992	-0.1168822547	-0.0922582148	-0.1406098831	-0.0667047732	0.0077088754	-0.0572581077	0.0524827569	0.0261492518	0.0782633728	-0.0331479635	0.0630151078	-0.0469281923	-0.0232057471	0.1122723215	0.0455548588	-0.0238220565	0.037027407	0.0293141206	-0.005067921	-0.0131141883	0.0693098092	0.0005389565	0.0458382073	-0.0516453224	0.0119276509	-0.0395896485	-0.0212135372	-0.1052651219	-0.0480303869	0.1276416065	-0.0054614224	0.0076024081	0.0338522403	0.0747499782	0.0485299978	-0.0899821654	0.0102944636	-0.054828152	0.0062303075	-0.0391989318	-0.0816257843	0.0060616938	-0.025256483	-0.0430053986	-0.0011732151	-0.0999706091	0.1022690613	0.1004765409	0.0975122434	0.0934107389	0.0	-0.02037	0.0035653	0.0004149368999999	1.2711364090000003e-05	0.015661	-0.0096073	0.000245266921	9.230021328999998e-05	0.150182	0.0669561	0.022554633124	0.00448311932721	-9.48095e-05	-0.0002972535	8.835964326225e-08	8.98884129025e-09	0.000354129	-0.000638935	4.082379342250001e-07	1.2540734864100004e-07	0.000613947	0.0005760303	3.318109065180901e-07	3.76930918809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57928.36955030124	73.53447122009675	5407.318457619237	3355695998.756268	100144.67143171396	-64.04712497332366	10028955216.165943	4102.03421734854	54351.61082066654	-95.37888854795892	9097.13238064397	2954097598.801196	66189.63956029007	58033.1478036252	0.99281	17.650101	0.103237618	0.0485041	0.0343664944	0.0287530478	-0.1020178667	0.1195207854	-0.0447488216	-0.1113859504	-0.0336630991	-0.0459515102	-0.0786667738	0.012271975	-0.0001378353	0.0758260395	-0.0954332704	0.0588344122	0.044615245	-0.0621767639	-0.1229197617	0.0107101182	-0.0502506465	-0.0486171449	-0.0027344135	-0.0470678587	-0.0437952613	-0.0395574479	0.011232443	0.0359082031	-0.0109675774	0.0194860607	-0.0329946357	-0.0180882299	-0.0679027206	-0.0451637104	-0.1539563347	-0.0324174349	0.162368353	0.0625977042	0.0091409813	0.0184865217	-0.0425806272	0.0308724581	-0.0397141182	0.0904817925	0.0819155927	0.181339848	-0.0512829438	0.0927089205	0.0538646599	0.047685228	-0.0104466102	0.0328746542	0.0892922023	-0.0175767365	0.1200808807	0.0110495032	-0.0206929738	0.0464986019	-0.0756361288	0.0222408723	-0.067401354	-0.0125440238	-0.0386660065	-0.0131387326	0.06638222	-0.0607026946	-0.0372772391	-0.0441151523	-0.0153170291	0.1020705557	0.0996879144	0.0957579585	0.0903416872	0.0	-0.000901107	0.019468893	8.11993825449e-07	0.0003790377946454	-0.016582	-0.032243	0.000274962724	0.001039611049	0.137555	-0.012627	0.018921378025	0.000159441129	0.00017663	0.0002714395	7.367940216025e-08	3.11981569e-08	0.000860663	0.000506534	2.56576693156e-07	7.40740799569e-07	0.000613948	1.000000000015745e-09	1.0000000000314906e-18	3.7693214670400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58159.542025971285	231.17247567004236	53440.71350741632	3382532328.67072	100694.26956791276	549.5981361988088	10139335923.815483	302058.1113132044	54480.531108383686	128.9202877171483	16620.4405850723	2968128269.8515625	66278.8461723192	58155.95747109286	1.054867	18.753342	0.168435707	0.0894698	0.0025429461	0.0420894859	-0.1195963826	0.130453641	-0.0817616909	-0.1766021427	-0.0877969614	-0.0178566903	-0.0319901208	0.0591386722	-0.0685439673	0.1142821847	0.04948577	0.0435837194	0.0364593924	-0.0904235672	-0.0969564938	0.0170654934	0.0006990666	-0.0031264195	-0.0033835166	-0.1576748884	0.0519245144	-0.0894386794	-0.0684191245	0.009388093	0.018126085	-0.0944318275	-0.05911022	0.1154492407	0.0455286915	0.0247991521	-0.0805578628	-0.0542345009	0.0283924996	-0.0188442022	0.0272616105	-0.0640473645	0.0025324224	-0.0023834556	0.0440470126	0.0185195879	0.0908994868	0.0327976032	-0.1033964113	0.124234606	0.0129509072	0.0132574024	-0.0702890337	0.0794432263	0.1198183256	-0.0958178182	0.1672941161	-0.0646112318	-0.0623985101	0.0498104883	-0.1240181509	-0.1283288796	-0.0376207802	-0.0300909869	0.0789657304	-0.1228310771	0.1382228197	-0.0161075095	-0.0912398714	-0.0773121396	-0.076091366	0.1018438489	0.0987891242	0.0937656043	0.0868734044	0.0	0.0275274	0.028428507	0.00075775775076	0.000808180010249	-0.0697016	-0.0531196	0.00485831304256	0.00282169190416	0.206172	0.0686169999999999	0.042506893584	0.0047082926889999	0.000533039	0.000356409	1.27027375281e-07	2.84130575521e-07	0.000869665	9.002000000000033e-06	8.103600400000059e-11	7.56317212225e-07	0.000613947	-1.000000000015745e-09	1.0000000000314906e-18	3.76930918809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
