global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
57630.273852001286	n/a	n/a	3321248464.256664	99784.2793916869	n/a	9956902413.718231	n/a	54346.48075273554	n/a	n/a	2953539970.207454	65946.98863191545	52760.70674702038	n/a	n/a	n/a	n/a	-0.0408103364	-0.0709791541	0.0204198767	-0.0114190281	0.0825971122	0.0318366862	0.1300505018	-0.1317199243	-0.018047788	0.1440985938	0.0607827422	-0.1040834009	0.0774336426	-0.0653495191	0.0989409889	0.0112218469	-0.0390961046	0.1783249684	-0.1576000621	0.1721371096	-0.0373434025	0.1879505034	-0.0882531602	0.0837521998	-0.0867473621	0.0606085263	-0.0871869773	0.210111478	-0.0686452624	0.0734932535	-0.0350290637	0.0421924413	-0.113902871	0.147139736	-0.031661697	0.0227941254	-0.0764606736	0.2590478172	0.0135413571	-0.0944702646	0.1490484942	0.0144435	n/a	0.00020861469225	n/a	0.0123328	n/a	0.00015209795584	n/a	-0.190252	n/a	0.036195823504	n/a	0.0036378	n/a	n/a	1.323358884e-05	0.00140505	n/a	n/a	1.9741655025e-06	-0.0007324729999999	n/a	n/a	5.365166957288535e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57711.12442296171	80.85057096042146	6536.814824626146	3330573882.162567	100035.42733300466	251.14794131775847	10007086721.696856	63075.28842814828	54474.15826687685	127.67751414131637	16301.547617306036	2967433918.884748	66190.5734576157	53440.455881014735	0.814511	17.937874	0.16182685	0.0850303	-0.0692959341	-0.1063258024	-0.0209332503	-0.0502420399	0.1175589954	0.0497149738	0.1147823834	-0.1518503083	-0.0963710513	0.1626092892	0.1765117889	-0.1400996408	0.0694557089	-0.0013407003	0.0821116391	0.0505541795	-0.0609285528	-0.0019388671	-0.1599777863	0.1406953882	-0.0797146393	-0.2156940972	-0.0209925512	0.0038613534	0.0618651335	0.0290363934	-0.0675894534	0.0956493907	-0.0619422588	0.1591057553	0.0113721599	0.0362783678	-0.1564527425	0.09493016	-0.1020904754	0.1023047787	-0.0204755747	0.1646461848	-0.1152146266	-0.0512080039	0.1488669016	0.0287553	0.0143118	0.00082686727809	0.00020482761924	0.0245347	0.0122019	0.00060195150409	0.00014888636361	-0.140794	0.049458	0.019822950436	0.002446093764	0.00262143	-0.00101637	1.0330079768999998e-06	6.871895244900001e-06	0.00180766	0.00040261	1.6209481210000005e-07	3.2676346756e-06	-0.00043435	0.0002981229999999	8.887732312894037e-08	1.886599225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57533.77293235742	-177.35149060429103	31453.551219563928	3310135027.8320627	99756.92017470673	-278.507158297929	9951443122.74281	77566.23722318767	54265.913668397625	-208.24459847922844	43365.81279577508	2944789386.265984	65855.51348566893	52280.88075256348	0.920655	20.275454	0.23762808	0.14692	-0.0022474485	-0.0555197673	0.0089476482	-0.0878703908	0.0808064814	-0.0094839254	0.0868443312	-0.1262923656	0.0461087023	0.0596506758	-0.0217369799	0.0756310475	0.1478987469	0.0126092217	-0.0376011272	-0.0165206593	-0.1312390475	0.1292759726	-0.0088785309	-0.0161143076	0.107904966	-0.1098676871	-0.0462998364	0.1783189765	-0.0078546108	-0.011411565	0.1344969935	-0.0403830705	-0.0015065142	0.0279296921	-0.0451902587	-0.0850142036	-0.1083695638	0.1006531216	0.0583787341	0.0102347301	-0.0461620219	0.2400185327	0.0426947611	-0.1305833051	0.1485039376	0.0288161	6.079999999999974e-05	0.00083036761921	3.6966399999999683e-09	-0.00394238	-0.02847708	1.55423600644e-05	0.0008109440853263	-0.0526345	0.0881595	0.00277039059025	0.00777209744025	0.000852137	-0.001769293	3.1303977198490006e-06	7.26137466769e-07	0.00127432	-0.00053334	2.844515556e-07	1.6238914624e-06	-0.000550331	-0.000115981	1.3451592361000008e-08	3.0286420956100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57378.92195626049	-154.85097609692457	23978.824798170303	3292340684.8626323	99792.27780042728	35.357625720556825	9958498708.597652	1250.1616965949815	54286.2337490727	20.320080675075587	412.9056786415803	2946995174.65896	65882.6720598469	51874.19719876376	0.8616209999999999	18.975359	0.0834245	0.0517192	0.0094629205	-0.1062896247	0.0159458683	-0.0651692883	0.0485547891	0.0342605598	0.038972244	-0.201147437	0.0303017868	0.0121190595	0.18451981	-0.1938057286	0.0527286037	-0.0176687842	0.0431897093	0.0074534272	0.0297757786	0.1388830963	-0.0731936873	-0.0298621261	0.0372384241	-0.0664932765	0.1236016242	0.0284397038	0.1529942794	0.1168716488	-0.0266473508	0.0042209142	-0.0169008217	0.0437208054	0.0953968534	-0.0433424378	-0.1955867583	0.047738805	-0.0516568464	-0.0254383385	0.061686506	0.0964042144	-0.1230816415	0.0515971379	0.1479600444	0.0288117	-4.400000000001625e-06	0.0008301140568899	1.93600000000143e-11	0.0129778	0.01692018	0.0001684232928399	0.0002862924912324	-0.00755673	0.04507777	5.71041682929e-05	0.0020320053481729	0.000638685	-0.000213452	4.5561756304000015e-08	4.0791852922499993e-07	0.00137333	9.901000000000008e-05	9.802980100000014e-09	1.8860352889e-06	-0.00043435	0.000115981	1.3451592361000008e-08	1.886599225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57235.81875650786	-143.1031997526297	20478.525779441046	3275938948.727817	99372.27855260164	-419.9992478256463	9874849744.735851	176399.36817410868	54218.525790523	-67.70795854969765	4584.367650967575	2939648538.897608	65860.31446263917	51010.8728729248	0.763262	16.80921	0.0495477799999999	0.0244931	0.0578527914	-0.0768945776	0.0572893534	-0.0430752271	0.0458156254	0.0075854596	0.0101296757	-0.1698336494	0.0885707198	0.0273392847	0.1231164979	-0.0445872163	0.0987148584	-0.0138815698	-0.034382997	0.0352295314	-0.0234230158	0.1851301744	-0.1539639539	0.0317336928	0.0700444962	0.0894938101	0.2219020028	-0.0009213449	0.1192227673	-0.1348614548	-0.0887513648	-0.0576081181	-0.0399875288	-0.0076246361	0.0530270042	-0.0846113157	-0.1231768948	0.0828483608	0.0409918612	0.0628314046	0.0220393892	0.1783292128	-0.0799308656	0.0657475774	0.1472358847	0.0440461	0.0152343999999999	0.00194005892521	0.0002320869433599	0.00557949	-0.0073983099999999	3.1130708660100005e-05	5.4734990856099984e-05	-0.0218905	-0.01433377	0.00047919399025	0.0002054569624128	0.000623199	-1.5485999999999994e-05	2.398161959999998e-10	3.8837699360099993e-07	0.00160947	0.0002361399999999	5.5762099599999966e-08	2.5903936809e-06	-0.00043435	0.0	0.0	1.886599225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57215.58160988367	-20.237146624189336	409.5421034889378	3273622778.9572587	98894.82945236652	-477.4491002351133	9780187292.41266	227957.6433153193	54245.33949021699	26.813699693986564	718.9744912792952	2942556856.408895	65711.777601992	51025.55257096725	0.7789	17.153608	0.11684428	0.0654689	0.033952932	-0.1540586579	0.0640515357	0.0304136235	-0.0306850705	-0.0399993263	-0.020981735	-0.1807136743	0.0824088122	0.0860283196	0.1825728735	-0.0112497819	0.0734143914	-0.0717771165	-0.0702102044	-0.051283889	-0.122405446	0.1406192894	0.0882914075	-0.1739455626	-0.0935062483	0.0602779461	0.0231272416	0.0390035023	-0.1021974381	-0.0248820006	-0.0216341618	-0.0370279055	-0.0406684987	-0.0607496946	0.098048945	0.0170302852	-0.1378034112	0.0609362529	0.0610971311	0.0192286919	-0.0452999284	0.1520369275	-0.0519893926	0.117577759	0.1463323407	0.0286662	-0.0153798999999999	0.00082175102244	0.0002365413240099	-0.00160959	-0.00718908	2.5907799681e-06	5.168287124640001e-05	-0.028375	-0.0064845	0.000805140625	4.204874025000001e-05	-0.000550085	-0.001173284	1.3765953446559998e-06	3.02593507225e-07	0.00128289	-0.0003265799999999	1.0665449639999996e-07	1.6458067521000002e-06	-0.000178398	0.000255952	6.551142630400004e-08	3.1825846404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57402.22832760956	186.6467177258892	34836.997237847754	3295015816.975022	99000.57251529631	105.74306292978872	9801113358.356443	11181.595357773258	54274.40478370735	29.06529349036282	844.7912856809273	2945711014.625716	65856.5827407359	51015.22176374956	0.786344	17.317556	0.08857219	0.0581027	0.0411008837	-0.0875997853	0.1650901628	0.1091900807	-0.04262089	-0.0357564734	-0.0288763507	-0.1707029113	0.0369444607	0.0282315645	0.1178104664	0.022195202	0.0274427659	0.0545529632	0.0365757239	-0.083214093	-0.0553834745	-0.0122430143	0.0457557776	0.1253432183	0.0404066446	0.0793862956	0.1101249915	-0.0272625813	-0.008696486	0.0463929348	0.0159948636	-0.0854802482	-0.0662362267	-0.056211216	0.0779876831	0.0535959637	-0.0307950011	-0.0153468107	-0.0578875591	0.0439618484	0.0184727114	0.0770113776	-0.0667257685	0.0348659583	0.1452505133	0.0290819	0.0004157	0.00084575690761	1.7280649000000127e-07	-0.00568988	-0.0040802899999999	3.2374734414399993e-05	1.6648766484099996e-05	-0.0537136	-0.0253386	0.00288515082496	0.0006420446499599	0.000330925	0.00088101	7.761786201e-07	1.0951135562500001e-07	0.00132068	3.779e-05	1.4280841000000002e-09	1.7441956624000002e-06	-0.00043435	-0.000255952	6.551142630400004e-08	1.886599225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57689.53251978241	287.3041921728509	82543.69884009444	3328082162.3510327	98840.8863726866	-159.68614260971663	9769520818.938343	25499.66414157076	54305.56306797107	31.15828426371445	970.8386782584356	2949094180.129383	65722.18168955506	52853.9366973877	0.861992	18.983534	0.13003233	0.0659292	-0.0447566686	-0.0257427022	0.1130494797	0.0910903397	-0.07343578	0.0011802305	0.0102295767	-0.0239763053	0.0119043622	0.0547385582	-0.0213200267	0.015416262	0.0918046066	-0.0530162468	-0.0234192475	0.0002921786	0.0006331926	-0.0185695494	-0.03142078	0.0868512807	0.2396872531	-0.0242969212	-0.0935546316	-0.0668785063	-0.0588144769	0.0274985372	0.1082511125	0.1430889414	-0.0256609895	-0.0661933728	-0.0225011762	0.0786579616	-0.0140645016	-0.0227452924	0.0068408921	0.0223313784	0.0756891064	0.0576636805	0.0068724153	0.0193807472	0.1439917206	0.0232104	-0.0058715	0.0005387226681599	3.447451225000002e-05	-0.0291492	-0.02345932	0.00084967586064	0.0005503396948624	-0.00656669	0.04714691	4.31214175561e-05	0.0022228311225481	-3.3207e-05	-0.000364132	1.3259211342399998e-07	1.102704849e-09	0.000808234	-0.000512446	2.6260090291600004e-07	6.53242198756e-07	-0.000239836	0.000194514	3.7835696196000014e-08	5.7521306896e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57611.53645329633	-77.9960664860846	6083.38638730173	3319089132.509492	99366.26983622824	525.3834635416424	9873655581.166122	276027.7837630123	54405.62244992582	100.05938195475028	10011.879917166603	2959971754.163872	65904.00153857864	52614.257874644885	0.8430039999999999	18.565359	0.11004566	0.0540695	-0.0239273618	0.0357139083	0.0703287546	-0.0157694712	0.0323628914	0.0329065093	0.1191018358	-0.0001319217	-0.0541654478	0.0299406138	-0.0016552118	-0.052970876	0.0192101521	-0.0284338448	-0.0232185487	-0.1520623436	0.0794029939	-0.021409148	-0.028495376	-0.0131404572	0.0551201749	-0.0076219959	-0.2582633699	0.0215713262	-0.088716187	0.0484596873	0.0231702217	0.0575339205	0.0065668528	0.0659740432	0.0073645369	0.0299938011	-0.0824565574	-0.0083081303	0.0233311254	0.0420915327	0.1084258683	-0.0497793628	-0.0444450664	-0.054170768	0.1425574961	0.00424118	-0.01896922	1.79876077924e-05	0.0003598313074083	0.0125402	0.0416894	0.0001572566160399	0.00173800607236	0.0134326	0.01999929	0.0001804347427599	0.0003999716005041	0.000275749	0.000308956	9.5453809936e-08	7.6037511001e-08	0.000723949	-8.428500000000002e-05	7.103961225000004e-09	5.24102154601e-07	-0.00043435	-0.000194514	3.7835696196000014e-08	1.886599225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57574.18858587714	-37.347867419186514	1394.8632007611336	3314787191.322146	99117.65812727548	-248.61170895275427	9824310152.63546	61807.781828409	54233.14636846253	-172.47608146329003	29747.99867693146	2941234165.0230803	65639.48928975296	52059.319246604224	0.8140889999999998	17.928566	0.0363306517	0.0214396	-0.0011155992	-0.0394257245	0.0253764423	-0.0407781836	0.0236813637	-0.0580857472	0.1133108569	-0.0417991109	0.067264964	0.0386351047	-0.0660216886	0.0636690651	-0.115591534	-0.1808090827	-0.0463876331	-0.0027606328	0.1129343836	0.2161079307	0.1000718434	0.10999954	0.0798356841	0.0526450547	0.0649042511	0.1019675327	-0.0205808205	-0.071520204	-0.1030186627	-0.0366669463	0.0217803038	-0.029044243	-0.0789193025	-0.0687938498	-0.1655479592	0.0104289501	0.1312132209	0.0071554638	-0.0041066459	-0.098448078	0.0852284096	-0.0421296687	0.1409495873	0.00268393	-0.0015572499999999	7.203480244900001e-06	2.4250275624999988e-06	5.31978e-05	-0.0124870022	2.8300059248400003e-09	0.0001559252239428	0.0145744	0.0011418	0.0002124131353599	1.3037072400000003e-06	-3.76499e-06	-0.00027951399	7.81280706057201e-08	1.41751497001e-11	0.000580572	-0.0001433769999999	2.0556964128999996e-08	3.37063847184e-07	-0.000434351	-9.999999999615351e-10	9.999999999230705e-19	1.8866079120100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
