global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
80342.03011882107	n/a	6454841803.613552	n/a	127368.23949364902	n/a	n/a	16222668431.711533	79481.31635293193	n/a	n/a	6317279649.194844	87460.93904732929	75837.29038010308	n/a	n/a	n/a	n/a	-0.1792153279	-0.0738181756	-0.0331305065	0.0435867246	0.0485509942	0.1796711543	-0.0704052276	0.0942597109	0.025601493	-0.0947474045	0.1149421441	-0.1080426111	0.0492249196	-0.0376299598	0.0352445004	-0.028017911	0.0608485934	-0.0609997032	0.0046740624	-0.0299531188	0.0961408226	-0.0274325915	0.0560448607	-0.0498715046	0.0630769621	-0.0008006239	-0.0507588118	0.0613962761	-0.1013055158	0.0895076694	-0.1749766059	0.0742496524	-0.0632152836	0.0108088866	-0.1380714639	0.063123802	-0.0045863433	0.0874975311	-0.2170338492	0.0362120015	-0.164040271	0.099552384	-0.0370995024	0.0175403511	-0.0138019019	0.0532635671	0.0726147592	-0.0308735428	0.1250591467	-0.2470805173	0.1005242438	-0.0871910061	-0.0212157615	0.148794567	0.0566203457	-0.0380808138	0.0502310163	-0.0497309332	0.0518788207	-0.0029197669	0.049082281	-0.0979954717	0.0446971902	-0.0057586799	0.0318418426	-0.0380573483	0.0648725697	-0.1200465323	0.0206915859	-0.0018962983	0.1592429615	-0.0561444165	0.0380261064	-0.1688829181	0.0414558942	-0.1978415508	0.1900811082	-0.0062008932	0.1098482012	-0.0043544349	0.0272721328	-0.0428078193	0.108508364	-0.0550984041	0.049063328	-0.0914103051	0.0405358993	-0.1336852027	0.0011777656	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.042137	n/a	0.001775526769	n/a	-0.037959	n/a	n/a	0.001440885681	-0.0165352	n/a	n/a	0.0002734128390399	-0.00162372	n/a	2.6364666384e-06	n/a	-0.000506084	n/a	n/a	2.56121015056e-07	0.00091444	n/a	8.362005136e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80564.85025153981	222.8201327187417	6490695096.053035	49648.811544797645	128975.61029177296	1607.3707981239422	2583640.882661599	16634708050.13529	79583.71145103718	102.3950981052476	10484.75611598328	6333567128.321946	87445.18517133781	76442.58222764968	1.038311	18.855017	0.0901490699999999	0.0457584	-0.1604583095	0.0031893669	0.0567194329	-0.0094586672	0.0874055717	0.0818033567	-0.0136410712	0.1032195609	0.1745552827	-0.0309003944	0.0407496163	-0.0522126616	0.0203248845	-0.0291318586	0.1007792567	0.0154076553	0.0361837042	0.1058302306	-0.0847789277	-0.0716408261	-0.0930970823	-0.0055968647	-0.022667661	0.0112084754	-0.0370371044	0.0575225881	-0.0498848915	-0.1204787366	-0.0542137933	0.0378939722	-0.1147114393	-0.010408105	0.0824499171	-0.0383518921	0.0232847633	-0.0157254517	-0.0715963277	-0.0245087044	-0.1081220484	-0.0076498744	0.1080118024	0.0427117501	0.0551460637	-0.0372458246	-0.0003911466	-0.0768886377	0.0548834221	-0.0476322141	0.0070429689	0.0062669531	-0.1812077849	0.017135497	-0.0235369736	0.067410598	0.0533629606	0.0835224168	0.093811148	0.0051695297	-0.0260383618	-0.0880340716	0.1647748997	-0.1595550479	0.0487935552	-0.0344581836	-0.0420011367	-0.034671077	-0.0086108177	-0.0157889433	0.0314032764	-0.0087588118	-0.0073263558	-0.0410371642	-0.0583812076	-0.0303556961	-0.0421828852	0.0736488433	0.0814656006	-0.0075030486	-0.1029555381	0.0570629189	-0.011663869	0.0810066085	0.0433643132	-0.0611540523	0.0086067294	-0.0561561518	-0.0181633483	-0.0521460226	-0.0246017118	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.041533	-0.000604	0.001724990089	3.648160000000004e-07	-0.00249278	0.03546622	0.0012578527610884	6.2139521284e-06	-0.010899	0.0056361999999999	3.176675043999999e-05	0.000118788201	-0.00133627	0.0002874499999999	1.7856175129e-06	8.262750249999993e-08	-0.000839914	-0.00033383	1.1144246890000001e-07	7.05455527396e-07	0.000566867	-0.000347573	3.21338195689e-07	1.20806990329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80623.99391488647	59.14366334665101	6500228394.78765	3497.97291406199	129013.58923921132	37.97894743835786	1442.400448525549	16644506208.383942	79678.03825992277	94.32680888559844	8897.546874540212	6348589780.9497175	87651.08201384099	77183.14305949326	1.013926	18.412201	0.06705992	0.0343396	-0.1028898558	-0.0092931249	0.0651697181	-0.0954087459	-0.0598494588	0.0209514016	-0.0538827849	-0.0297762939	0.1413690317	0.0164781493	0.079087275	0.0221149206	0.0898397271	0.0071973131	-0.0919962768	0.1593334591	0.0722674416	0.0188266742	-0.0791891626	-0.0942040603	-0.1263404106	-0.0419043416	-0.0629564862	-0.1700777467	0.1018203387	0.0771859029	-0.045755561	-0.0228686534	-0.0791264755	0.0874149616	-0.0200842011	0.0014164993	0.0685896077	-0.058396234	-0.1195403649	0.0470480367	0.0838746334	0.0461581888	-0.0692955047	-0.0080286536	0.0688016207	-0.1966269633	-0.0585121297	0.0178405924	-0.0159416438	0.0457952893	-0.0163732941	0.1031281196	-0.0301768899	0.1132672346	-0.0751275198	-0.0918244648	0.0509254133	0.0600579914	-0.0206514098	0.0039781784	-0.0049265945	0.1472488956	0.0554073829	-0.1234738052	0.0954225839	-0.2089007258	0.03323865	-0.0629838079	-0.028227918	-0.0199443625	0.0777464411	0.0044104363	0.002768737	-0.1121189842	-0.0122096931	-0.0353112031	-0.0805587695	0.0887554173	0.098290767	0.00631207	0.0605541099	-0.0635895849	0.124266725	-0.0589532716	0.0014428693	-0.0944326646	0.0128600569	0.0515424695	0.0529281089	0.0361290385	0.1004817577	-0.0545078247	-0.0015316139	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0440678	0.0025347999999999	0.0019419709968399	6.425211039999984e-06	-0.0187367	-0.01624392	0.0002638649369663	0.0003510639268899	-0.0355543	-0.0246552999999999	0.0006078838180899	0.0012641082484899	-0.0013359	3.6999999999997115e-07	1.7846288100000004e-06	1.3689999999997857e-13	-0.00109746	-0.000257546	6.6329942116e-08	1.2044184516e-06	0.000781469	0.000214602	6.10693797961e-07	4.6054018404000016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80710.25543726786	86.26152238139184	6514145332.749025	7441.050243555365	128709.71367453232	-303.8755646789941	92340.35880897754	16566190394.180092	79619.50524762033	-58.53301230244688	3426.1135291983974	6339265615.875841	87561.71020217662	77566.02934745204	1.029669	18.69808	0.05552362	0.0295076	-0.0933137473	-0.1046219619	-0.0502914571	-0.0695830171	-0.0214619844	0.1315619036	0.0124965082	-0.0035957842	0.0498671336	0.0203827422	0.0844885289	-0.0196865408	0.069577969	0.014012188	-0.0540917191	0.1719850791	-0.0111718765	0.1108491072	0.0215825231	-0.0942899306	0.0087155086	0.0212780462	0.0861179809	-0.0118297918	0.0257991753	0.0324858435	0.0373890805	0.012576841	0.1068929639	0.0771118033	-0.1084620968	0.0447076503	0.0544620989	-0.1199311027	0.0870630237	0.0607346147	-0.0115680804	-0.0078739154	0.0341584845	-0.0375869176	0.0241858935	0.0575464806	0.0743940458	0.0819154718	-0.0892938216	-0.0023784992	-0.0503365342	0.0406810712	-0.0739582615	-0.0859416638	-0.0956229562	-0.1887151663	-0.0195534257	0.0758871842	-0.0797778535	-0.0653541972	-0.0048538878	0.0543164678	0.0663342269	-0.0267768059	-0.0140065247	-0.2249231991	0.0975882376	-0.0680136231	-0.0080755206	-0.0085333668	-0.0291257217	0.0079839426	0.0420362133	-0.0327592119	-0.0298422877	0.003529021	0.0761745073	0.1039361721	-0.0091849373	-0.0228988938	0.0922365745	0.1139199427	-0.0406391823	-0.005401957	0.0847920295	-0.0101721379	-0.1198502727	-0.0795857158	0.0672746786	0.0776404731	-0.0273737987	-0.0806803367	0.0620768483	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0590918	0.015024	0.00349184082724	0.000225720576	0.00240847	0.0211451699999999	0.0004471182143288	5.800727740899999e-06	-0.0355672	-1.2900000000003188e-05	1.6641000000008222e-10	0.00126502571584	-0.00140465	-6.87499999999998e-05	1.9730416225e-06	4.726562499999973e-09	-0.0008833629999999	0.000214097	4.583752540904281e-08	7.803301897688233e-07	0.000885453	0.000103984	7.840270152090001e-07	1.0812672256e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80910.41546723891	200.1600299710553	6546495331.081214	40064.03759801377	129542.8400364052	833.1263618728844	694099.5348475483	16781347404.697668	79654.70288927802	35.19764165769448	1238.8739782634696	6344871692.379156	87649.52314734986	78555.55912912227	1.069314	19.418003	0.0371943	0.0178033	-0.0499881821	-0.0247435109	0.024989261	0.0824061034	0.0040798148	0.007409224	-0.0601184222	0.0991170915	0.0411546207	0.0263437949	0.0211341955	-0.0373641401	0.0402787836	-0.0335165787	0.0119825551	0.0624885375	0.0736624115	-0.011012729	-0.0508954527	-0.0418131431	0.0863353926	0.0500192537	0.1039239247	0.0198800332	-0.1262191549	-0.0462972677	0.076713608	-0.0300981333	0.0083323046	0.0293564372	-0.0850035229	0.0544942343	0.0024124301	0.0368995625	-0.0176712871	0.0048579598	-0.0651128025	-0.0243486488	-0.0141180606	-0.1087550129	0.0056380098	-0.0250551572	0.0838673796	0.0012508838	0.1433298819	-0.0680697677	0.1579039929	0.1121266555	0.1132255234	0.0843735265	-0.0203362634	0.0393953424	0.0244725716	0.0394651361	0.0600069796	0.0178782953	0.0308305476	-0.0391710059	0.0845629901	0.0616373644	0.0497435175	-0.0582584183	0.0672868503	0.040411881	0.0926576467	0.0576381737	0.0557116784	-0.054367465	-0.0084092472	0.0923337115	0.088653763	-0.1288771326	0.0339025169	0.0994776719	-0.0336416687	0.0035123184	0.0942285412	-0.0693259491	0.0189700364	-0.0243043349	0.1320135137	-0.0159451305	-0.0122613849	0.0234694131	-0.0214952961	-0.0308802653	0.038940363	0.0309180359	0.043840318	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0591265	3.469999999999862e-05	0.0034959430022499	1.2040899999999044e-09	-0.00561208	-0.00802055	6.432922230249999e-05	3.1495441926400004e-05	-0.0251657	0.0104015	0.00010819120225	0.00063331245649	-0.00128277	0.0001218799999999	1.6454988728999995e-06	1.4854734399999998e-08	-0.0008527759999999	3.0587e-05	9.355645689999998e-10	7.272269061758294e-07	0.000663169	-0.000222284	4.39793122561e-07	4.9410176656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81042.52894258536	132.113475346443	6567891497.409785	17453.970368115206	130239.37384739053	696.5338109853183	485159.3498457311	16962294500.16035	79581.30045853538	-73.40243074264436	5387.9168389287015	6333183382.671683	87486.9671856762	79480.43801097001	1.134224	20.596724	0.06122468	0.0312007	0.0002592839	0.0084978418	0.0926341194	-0.0519516826	0.0883692843	0.001593581	0.0276195762	0.0804118215	0.0897778899	0.0090210977	-0.0748970918	-0.0467945916	0.0296967604	-0.0992963238	0.0801390784	0.0477738097	0.1001655242	-0.0266029288	-0.0237625754	0.0394729655	0.0548848649	-0.0662522552	0.170586616	0.0668978708	0.0161469373	0.1161870411	0.1069542101	-0.0947157454	-0.0169739038	0.0534898507	-0.1360428281	0.137338051	0.0285233896	0.0652463958	-0.0402979429	0.0318020207	-0.0428763081	-0.1440093318	-0.0094888229	-0.0015836365	-0.0126146596	-0.0719648946	-0.0777873508	0.0103448696	0.0433111684	-0.0705931714	-0.1080125967	0.0017213063	-0.0432735506	0.0184388081	0.0031252073	0.0003878059	-0.0536042803	0.0338052091	-0.0341506227	0.1072336115	0.0370347759	0.0144131978	-0.0855587297	0.098592865	0.0687935905	-0.0618982168	0.1525964161	-0.0151110122	0.0537824262	-0.069074918	-0.0373256067	0.0452366707	-0.0505232431	0.0541758609	-0.0011177962	-0.1019804801	0.0840490317	-0.0154797779	0.0287201195	0.0314679716	0.1030844247	0.0481370732	-0.0659048169	0.0663345771	-0.0536431599	0.1784898755	-0.0782303108	0.0954457152	-0.0812788466	0.1302100456	0.0674278987	-0.0400091967	0.0910722709	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0524919	-0.0066345999999999	0.00275539956561	4.401791715999997e-05	0.0022495	0.00786158	6.18044400964e-05	5.060250250000001e-06	-0.0553457	-0.03018	0.0009108323999999	0.0030631465084899	-0.00147902	-0.00019625	2.1875001604e-06	3.851406250000001e-08	-0.000952177	-9.94010000001e-05	9.880558801019882e-09	9.06641039329e-07	0.000698488	3.531900000000002e-05	4.87885486144e-07	1.247431761000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81077.6139983661	35.08505578074255	6573579491.66805	1230.9611391378162	129712.41715162629	-526.9566957642382	277683.35921076394	16825311163.317513	79666.68952328035	85.38906474497344	7291.292378021266	6346781419.598747	87594.12439565868	79952.81130978491	1.116062	20.266922	0.04150225	0.0236623	0.0466904913	-0.0577392519	-0.0030962873	-0.108924867	-0.0080526701	0.006546988	0.0064908326	-0.1003398453	0.0487612688	0.1105988811	0.0225393999	-0.0821587998	-0.0895064849	-0.0982440891	-0.0226785854	0.0644812644	0.0098787688	0.0447824012	-0.0073594074	-0.0088799987	-0.0221084774	0.0337279716	0.0109342334	0.0925454068	0.0740423053	-0.1065904581	-0.07433329	-0.0345513088	-0.143393467	-0.252028721	0.0265979952	-0.0028387316	-0.134059493	0.166060394	0.0582353804	0.0563425501	0.0943094718	-0.0010365304	0.0950764954	0.0291377859	0.0022069013	-0.0129551712	-0.1141369468	0.0442137226	-0.0137698104	-0.0320243136	-0.0511073255	0.0045739328	-0.0058120567	-0.0153065982	-0.0074435119	-0.0109485436	-0.0811875423	0.0257864444	-0.0859151483	0.0454096068	-0.011358289	0.1089464439	0.0819894657	0.0621761282	0.1038479479	0.0977451457	-0.0313284449	-0.0014613889	0.0771817005	-0.0021906755	-0.0518537678	0.1211150881	-0.0220053903	-0.0055342877	-0.0028632551	-0.1317977823	0.0034673998	-0.0344775586	-0.1830516599	-0.0007386704	-0.0765883646	0.0721525918	0.1313138113	-0.0972918124	0.0779492883	0.0026060208	0.072189371	-0.1235791283	0.1189777226	0.1250728403	0.047128508	-0.0233544443	0.0475923437	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0392215	-0.0132704	0.0015383260622499	0.00017610351616	0.00271395	0.0004644499999999	2.1571380249999997e-07	7.3655246025e-06	-0.0355749	0.0197707999999999	0.0003908845326399	0.00126557351001	-0.00140073	7.828999999999996e-05	1.9620445329e-06	6.129324099999993e-09	-0.0010118	-5.962299999999997e-05	3.554902128999996e-09	1.02373924e-06	0.000676469	-2.2019000000000075e-05	4.5761030796100005e-07	4.848363610000032e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81165.63036075032	88.01636238422361	6587859551.857954	7746.880047350973	130033.96930471408	321.5521530877886	103395.78715539264	16908833173.139322	79567.92401894755	-98.76550433279772	9754.624846111885	6331054532.685011	87795.36395522734	79491.37507728362	1.131343	20.544416	0.03809395	0.0177492	0.0197626034	-0.0564793492	-0.0387353948	0.0290143355	0.0040506604	0.0936119006	0.0183018527	0.1399813986	-0.0904236413	0.0302798668	-0.0377678004	-0.073330861	0.009819584	-0.0340350508	0.0836900083	0.0538812226	-0.0319896864	0.028822509	0.0862671965	-0.0651622927	0.0904563633	-0.0245719645	0.0141930883	-0.0467005821	0.0087924202	-0.1024628834	-0.0759098342	-0.0727404768	0.0481013938	-0.1647017051	-0.0148827315	0.0382122658	-0.0822165785	0.0209491035	-0.0057363253	-0.0447901252	0.0271833356	0.0134826914	0.0083969415	0.0085627672	0.0622846686	-0.0263615054	0.1583051365	-0.1402980616	0.0671443183	-0.2167986189	0.0551639821	0.0002231684	-0.0173221505	0.0487915977	0.0704116517	0.1492001903	0.0035171253	0.1104947471	-0.0261930743	-0.0727755353	0.1000466877	-0.0627081945	-0.0095451911	0.1055340738	0.0816984538	0.0076602293	0.0780343921	0.1033607374	0.0125694643	0.1162215073	-0.0442962488	0.0209812077	-0.0070953892	-0.1074703897	0.0132683661	-0.0282345697	-0.0421960101	-0.0590497904	-0.0045757662	-0.0546191712	-0.1328813142	-0.0050351225	-0.0934045783	-0.0976275442	0.0241199839	0.0302216408	0.0804014775	-0.0987576238	0.064841536	0.0396629727	-0.0058587186	0.1456294801	-0.0075393362	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0474096	0.0081881	0.00224767017216	6.704498161000006e-05	0.0054119	0.0026979499999999	7.2789342024999985e-06	2.928866161e-05	-0.0355617	1.3199999999997936e-05	1.742399999999455e-10	0.00126463450689	-0.00123911	0.0001616199999999	1.5353935921000005e-06	2.612102439999997e-08	-0.000896891	0.0001149089999999	1.3204078280999991e-08	8.04413465881e-07	0.000409104	-0.000267365	1.67366082816e-07	7.1484043225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81265.17373940561	99.54337865528942	6604028462.89578	9908.884234110328	130139.67847510098	105.70917038690824	11174.428703888396	16936335913.602665	79761.28331537357	193.35929642601693	37387.817514364295	6361862316.115291	87617.33520632163	80698.7492354357	1.220628	22.16577	0.19230465	0.0902153	0.0802570681	0.0273447957	0.0387652144	0.0515110013	0.0767139558	-0.0481532272	0.0046486551	0.0740523243	0.0703046752	0.0482596143	-0.0069087134	-0.0133616635	-0.0853877579	-0.0460100272	-0.0070187999	-0.0407783355	-0.058878181	0.0437311222	-0.0203341957	-0.0875489608	0.0375748819	-0.1363959269	-0.1321892329	-0.042923776	0.1522761435	0.0326931027	0.009910277	-0.0161888569	-0.0846610661	-0.0031055597	-0.0989016112	-0.0764595183	0.1237575986	0.0492955203	0.0091112031	-0.0585874611	-0.0342105992	-0.0744589635	0.0291024544	0.029125239	-0.0052619668	-0.0475531818	-0.0623159293	0.0447729904	-0.0526942015	0.1001298602	0.1273849079	-0.109038551	-0.0108831996	-0.0047276689	0.0234699964	0.0458114396	-0.0314896038	-0.040255029	0.006694724	0.1162647309	0.0431403012	-0.0793897916	0.039962387	-0.0175786399	0.1673392187	0.0078332935	-0.0569836073	-0.0419776914	0.0469572558	-0.0761980021	0.0867539866	0.11109702	0.0249052324	-0.0966047995	-0.0766512277	0.003656377	-0.0218950779	-0.0904891065	0.0749632356	-0.0414198503	-0.0845286234	0.0750022803	-0.0002643778	-0.0264245446	0.0544278391	-0.0537625975	-0.0326707234	0.0567037605	-0.2094126367	-0.1209393942	-0.0509647783	-0.027255991	0.0430772642	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0744751	0.0270655	0.00554654052001	0.00073254129025	-0.0178328	-0.0232447	0.00054031607809	0.0003180087558399	0.011024	0.0465857	0.00217022744449	0.000121528576	-0.00188444	-0.00064533	3.5511141136e-06	4.1645080890000005e-07	-0.00149354	-0.000596649	3.55990029201e-07	2.2306617316e-06	0.0010753	0.000666196	1.15627009e-06	4.43817110416e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81383.33688220476	118.1631427991524	6623247522.08243	13962.528316172884	130889.32112962371	749.6426545227296	561964.1094798845	17132014385.77376	79925.29657192888	164.01325655530673	26900.348325876865	6388053032.1107855	88042.16158047273	80106.96937748631	1.196156	21.721363	0.1924565	0.102307	0.0761515076	0.0329810894	-0.01068962	-0.0917006464	-0.0811527393	-0.0138733572	0.0264579422	-0.0690655196	-0.0347783012	0.1217478651	0.0058461956	0.0742913418	-0.0724952089	-0.1000118604	-0.0605158207	-0.0438297354	0.1311368764	0.0019810133	0.1786135238	-0.0684863812	-0.0910255182	-0.0276155515	-0.104030321	-0.0677153446	0.0035123102	-0.0084422678	-0.083505487	0.068678018	0.0776709683	0.0389641956	-0.0533844077	-0.0586156234	0.0053737162	0.1241689336	0.0037650463	-0.0996458487	-0.0622664753	-0.0071891655	0.1105265044	0.0227848159	-0.0221698627	-0.0092639314	-0.0255764159	0.0476657338	-0.0499052027	0.098370762	-0.008360038	0.0757721971	-0.0060334626	0.0991209621	0.0482104251	0.0717304036	0.0374342161	-0.0427842306	-0.1115373609	0.0321156349	0.0306210418	0.0310082319	0.0175373933	-0.0567169013	-0.0403798985	0.0946251052	-0.0350953622	0.1096451908	0.0641424544	0.0465439536	0.1226404768	0.0398325672	-0.0425455088	0.0127502691	-0.0256274853	-0.0227979794	-0.1494416091	-0.0421534641	0.0284979305	-0.0313711386	0.032360248	0.0936446526	-0.0670869735	-0.000732396	-0.1588696256	-0.0736207027	0.041866754	-0.1202838571	-0.0204512891	-0.0672949461	0.0253872481	0.0567249488	0.0564015588	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0427457	-0.0317294	0.0018271948684899	0.00100675482436	-0.0100648	0.0077679999999999	6.0341823999999984e-05	0.00010130019904	-0.0515374	-0.0625614	0.00391392876996	0.00265610359876	-0.000952763	0.000931677	9.07757334169e-07	8.68022032329e-07	-0.00104835	0.00044519	1.9819413610000005e-07	1.0990377225e-06	0.000644213	-0.0004310869999999	4.150103893690001e-07	1.8583600156899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
