global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
79259.80517254194	n/a	6282116715.9893055	n/a	126164.6498353888	n/a	n/a	15917518868.086271	77848.63344512465	n/a	n/a	6060409729.27338	85122.4537789912	73595.17470408922	n/a	n/a	n/a	n/a	-0.1692153843	0.0369022471	-0.1539493617	0.0189377528	-0.1022572157	-0.0492769884	0.0447112388	-0.1756387526	0.1387876786	-0.0964468445	0.0833743082	-0.2623070659	-0.0565503697	0.0450210536	-0.0680056135	0.1820238836	-0.0699436405	0.0245680222	-0.1113057052	0.0307539176	-0.0110095106	0.0597411096	0.0877328597	-0.0226264801	0.1094690154	-0.076679583	0.1126945257	-0.0169034067	0.0085585985	-0.0263281897	0.0454906535	-0.0480112474	0.0705628419	-0.0048100694	0.1002510077	-0.0296689016	0.0141378277	-0.019440001	0.1140826331	0.1128258393	-0.1761522567	0.0970970869	-0.0517061167	0.0340039135	-0.1858851876	0.0960330242	-0.1194705892	0.1676390567	-0.1009172069	0.1106745214	-0.0102735252	0.0894415308	-0.047085575	0.0202936923	-0.0051082028	0.0927644992	-0.0764513179	0.0538968311	-0.0210953943	0.0544242306	-0.0828196052	0.0681300692	-0.0854403291	0.0323749195	-0.092269059	0.02103109	-0.003209267	0.0421072	-0.0403477545	0.1079442799	-0.0041043794	0.2044446042	0.1307593526	-0.0146944992	0.1203780544	0.1203546593	0.1203156708	-0.0287051	n/a	0.00082398276601	n/a	-0.0721792	n/a	n/a	0.00520983691264	-0.0263946	n/a	n/a	0.00069667490916	-0.00111275	n/a	1.2382125625e-06	n/a	0.000968657	n/a	n/a	9.38296383649e-07	0.000478185	n/a	2.28660894225e-07	n/a	0.0	0.0	0.0	0.0	0.0
79383.2232362791	123.418063737161	6301696131.380921	15232.018456629932	125598.38429204118	-566.2655433476175	320656.66558277246	15774954136.771255	77992.31329837783	143.67985325318296	20643.90023085619	6082800933.632324	85129.56305102579	74116.87375723169	1.065472	19.19591	0.06857323	0.032659	-0.1447532981	0.1676676323	-0.0017624599	0.0148283316	-0.1859407627	-0.0079511836	0.0216573969	-0.0244051955	0.0533971619	-0.1150570984	-0.0192964503	-0.1748959713	-0.1048101441	0.0075689466	0.1282528696	-0.0640221529	-0.0343731976	0.039053937	0.0744262771	-0.0943497633	-0.0128846169	-0.0029379444	-0.0336019118	0.0032469581	-0.037999189	-0.0929774366	-0.0648043482	-0.0610070579	-0.0274994896	-0.0973135572	0.0533554646	-0.0021761892	-0.0482369524	-0.0025163849	-0.1156371486	-0.1057671171	-0.0481519577	0.0698516973	-0.0175231675	0.154434956	0.0449308912	-0.0458562605	0.0733638741	-0.0848073624	-0.1834741178	0.0623775892	-0.0409438183	0.0589923986	0.0970239925	-0.0860706239	-0.0476905857	0.1019289408	0.0003330055	0.0207714456	-0.0740504053	0.0428274354	-0.0316960114	0.0106773923	-0.1544820084	0.0129429248	0.017343031	-0.0546696227	-0.0393574534	-0.1314593317	0.041743315	0.0715621323	0.0082682862	-0.0199739695	-0.0950534822	0.0207767568	-0.126801554	-0.0222694473	0.0353910985	-0.0973956088	0.1203156708	0.1201052059	0.1197547036	-0.0132537	0.0154514	0.00017566056369	0.00023874576196	-0.0595182	0.0126609999999999	0.0001603009209999	0.00354241613124	-0.00833507	0.01805953	0.0003261466238209	6.94733919049e-05	-0.00112118	-8.430000000000026e-06	1.2570445924e-06	7.106490000000044e-11	0.00128218	0.0003135229999999	9.829667152899994e-08	1.6439855523999998e-06	0.000604258	0.0001260729999999	3.65127730564e-07	1.5894401328999997e-08	0.0	0.0	0.0	0.0	0.0
79470.03562831745	86.81239203835139	6315486562.766045	7536.391411420416	125935.029571227	336.64527918581734	113330.04399809692	15859631673.10582	78306.61841407356	314.30511569572263	98787.70575250158	6131926487.447324	85476.24538586284	74754.49866108203	1.049176	18.902311	0.06504028	0.0350256	-0.1264886187	0.0054835169	0.0488250923	-0.161580408	-0.0426379734	-0.1570804829	0.1694384091	0.0058997821	0.1027695207	0.0002707968	-0.0487369023	-0.0024846162	-0.1477514732	0.0307250441	0.0767950832	-0.0624151631	0.0212476432	-0.0841234347	-0.2013349867	-0.1544512529	0.0415423244	0.0640513016	0.0638562499	0.0980532374	-0.0559183015	-0.0761403452	0.0378059922	0.005511313	0.239641111	-0.1425402988	0.0003657193	-0.0223571815	0.0499110061	0.1304573287	0.0957357971	0.0548010456	0.0108701145	0.0091368606	-0.0293781456	0.0319206774	0.1326148162	-0.1000621052	0.1792912398	-0.0828472195	0.0285944873	0.0803853246	0.0415858579	0.1147126899	0.030553803	-0.15547484	-0.0142179072	0.1166567209	-0.134039984	0.0537603691	-0.1719487887	0.1193369458	-0.1395014677	-0.203707924	-0.152328671	0.0474991729	0.0697451664	0.0679177698	0.0775022506	0.0428483671	-0.0285528916	-0.0149562296	0.0308421635	0.0063483394	-0.1363564779	0.0025873217	-0.0766759137	-0.0280201476	-0.0255595307	0.0972796519	0.120190936	0.1196068161	0.1186353847	-0.016665	-0.0034112999999999	0.0002777222249999	1.1636967689999992e-05	-0.0483536	0.0111646	0.00012464829316	0.0023380706329599	-0.0341645	-0.02582943	0.0006671594541249	0.00116721306025	-0.0008825099999999	0.0002386700000001	7.788239000998235e-07	5.696336890004776e-08	0.00138098	9.880000000000002e-05	9.761440000000003e-09	1.9071057604e-06	0.000759487	0.000155229	5.76820503169e-07	2.4096042441e-08	0.0	0.0	0.0	0.0	0.0
79613.32802183872	143.2923935212748	6338281998.712891	20532.710041055878	127314.23496289716	1379.2053916701552	1902207.5124120263	16208914424.187784	78141.51145630746	-165.10695776609646	27260.30750277556	6106095812.67623	85355.0986561406	75598.35251818362	1.192784	21.489597	0.06617115	0.0351555	-0.0977112372	-0.0556172405	-0.1051173405	-0.0343383725	-0.0260643296	-0.0842358654	0.0333571201	-0.1632323144	-0.0736815101	0.0119171637	-0.0390161932	-0.0527203823	0.1036953787	-0.0057624816	-0.0369322315	0.0405861264	0.1121484651	0.0925945483	-0.132558152	0.0306692677	-0.0835232329	-0.0453520197	-0.01056635	-0.0742471871	-0.0160382085	0.0375794742	0.0777755551	-0.0387831623	-0.1338375596	-0.0331720893	-0.1910887468	-0.0064942302	0.1162318114	0.0394590676	-0.0588573038	-0.0144226679	0.0467943475	0.0951548846	0.0386461591	0.0215592691	0.0576061314	0.0898882505	-0.0113001558	0.0437435649	-0.0498738794	-0.0750414424	-0.0811980648	0.0001732209	0.011087126	0.0523081893	0.1223049191	-0.0946473024	-0.1360761965	-0.1054496422	-0.110837474	0.086400178	-0.1733879399	0.159005482	0.0625429	0.0234726527	-0.0763322423	-0.0176486389	0.0256649482	-0.069868281	-0.0268511162	0.0777772653	-0.0405046219	0.0180370294	0.0767267993	-0.0641007011	-0.0638120348	0.0483276803	0.0072377203	0.0360032242	0.1200039147	0.1188605229	0.1169629329	-0.016804	-0.000139	0.0002823744159999	1.9321000000000064e-08	-0.0598148	-0.0114612	0.00013135910544	0.00357781029904	-0.0481475	-0.013983	0.000195524289	0.00231818175625	-0.00150678	-0.0006242700000001	2.2703859684e-06	3.8971303290012497e-07	0.00141728	3.629999999999996e-05	1.3176899999999971e-09	2.0086825984e-06	0.000608298	-0.000151189	3.70026456804e-07	2.2858113721000008e-08	0.0	0.0	0.0	0.0	0.0
79790.73129228507	177.40327044634614	6366560800.15764	31471.92036505943	127073.497909699	-240.7370531981578	57954.32878253266	16147673871.006275	78126.18389210574	-15.32756420172518	234.9342243580073	6103700609.543121	85353.8345217257	76514.26555272465	1.241241	22.362621	0.075225	0.0353584	-0.0473009015	0.1529385615	-0.038181803	0.0675925801	-0.0983491774	0.0298745108	-0.1203398223	-0.0199099648	0.0705181499	-0.1648282772	0.0191846988	-0.1242555619	-0.1327446232	-0.1583133079	-0.0384673418	0.0467189853	-0.1589256156	-0.0193954602	-0.0303231503	-0.0961214003	-0.1160700235	0.0578826439	0.0206177002	-0.0311882662	-0.1102836337	-0.0708498256	-0.0561221524	-0.0878642176	-0.1077066668	-0.044885392	0.2322333285	0.0350369166	0.1763380877	-0.0565231693	-0.0263483512	-0.0252934684	0.0704951328	-0.0546276631	0.0262490021	0.0983095754	0.0004701027	0.1494245923	0.1326372271	-0.0113820727	-0.1905821101	-0.0649441755	0.0021138483	0.0103617223	-0.0241797571	-0.0495500894	-0.1677280336	0.1608245688	-0.0339168275	-0.057413441	-0.0640197325	0.1593307859	0.0097497041	0.004702877	-0.0370906656	-0.0707117525	0.0290154713	-0.2444234357	-0.0496881394	0.0099720335	0.1197384261	0.1509663018	-0.0926278233	0.0492094701	-0.0155251746	-0.0722781833	0.0127687638	0.0005448864	0.0803300646	-0.0392468602	0.1197547036	0.1178678731	0.1147451459	-0.0224013	-0.0055972999999999	0.00050181824169	3.1329767289999994e-05	-0.0453018	0.0145129999999999	0.0002106271689999	0.00205225308324	-0.030658	0.0174895	0.00030588261025	0.000939912964	-0.000938318	0.000568462	8.804406691240001e-07	3.231490454440001e-07	0.00145884	4.156000000000017e-05	1.7272336000000134e-09	2.1282141456e-06	0.000465816	-0.0001424819999999	2.16984545856e-07	2.0301120323999995e-08	0.0	0.0	0.0	0.0	0.0
80099.47069887313	308.7394065880653	6415925206.239635	95320.02118035073	127539.21437343227	465.7164637332753	216891.82459222717	16266251202.992311	78217.93541427245	91.75152216671268	8418.341819908768	6118045420.471296	85608.54431695325	78296.57376653228	1.251354	22.544804	0.07032805	0.0388867	0.0415994324	-0.0009790567	-0.0519708638	-0.1543378309	0.0022579993	-0.1895290512	0.0441333251	0.0712039608	0.0217283018	-0.0229744538	0.0273190607	-0.0109914172	-0.0666641017	0.1745940623	-0.1717263598	0.0515275256	-0.0924801451	-0.1170198166	-0.0822203083	0.0941976445	0.0513076423	-0.0123747981	0.0169188888	-0.2661218021	-0.1923739224	-0.0146272407	0.0592174849	0.0467388219	0.0790707005	-0.0107343691	0.0928573476	-0.0493391928	-0.0510223814	-0.0117275129	-0.1037072704	-0.0142466309	-0.0581698355	-0.0092864182	0.0729121416	0.0266518867	-0.038455977	-0.197042634	-0.0828739139	0.045993409	0.0475711142	0.1203344901	0.0673125263	0.1969011239	-0.142094432	-0.0150096459	0.0216754175	0.0002463595	-0.0870638949	-0.0035651585	-0.0082264253	0.0612685688	0.198712124	0.1813496177	-0.0730916902	-0.0569480847	-0.0326395554	0.0669291121	-0.053336648	0.1224420225	-0.0037306124	0.1149817534	0.046232672	0.0867499419	-0.0510411001	0.0076100826	-0.0009955623	-0.0636486977	-0.0973791206	-0.0980462637	0.1194434321	0.1166309242	0.111992364	-0.0150208	0.0073804999999999	0.00022562443264	5.447178024999997e-05	-0.0363498	0.008952	8.013830400000003e-05	0.00132130796004	-0.0556155	-0.0249574999999999	0.0006228768062499	0.0030930838402499	-0.000566193	0.000372125	3.20574513249e-07	1.3847701562500005e-07	0.0015299	7.105999999999996e-05	5.049523599999994e-09	2.34059401e-06	0.000603392	0.000137576	3.64081905664e-07	1.892715577600001e-08	0.0	0.0	0.0	0.0	0.0
80159.01451357956	59.54381470642693	6425467607.788259	3545.465869793304	127554.56886888586	15.354495453590062	235.76053063431783	16270168039.327349	78058.47420327971	-159.46121099274023	25427.87781127122	6093125394.944083	85344.1518808079	79745.93726416348	1.142029	20.575182	0.07455965	0.0472129	0.1121628408	0.020314946	-0.0908318503	0.0586842104	-0.0085532669	-0.0122041402	-0.1016180733	0.0133587956	0.098664362	0.110623647	-0.023853856	-0.1489055494	-0.0801209587	-0.0802148334	-0.0320507895	-0.1021657577	0.0691942902	0.030109316	0.0453173081	-0.0136053002	0.0539212595	0.0448941586	0.0332430874	-0.0227631563	-0.1071887209	-0.085761146	-0.1167182717	-0.0628302144	0.1206900789	-0.1026532894	-0.0696890206	-0.0298326777	0.0149189823	-0.1105599368	-0.1252532825	-0.0043570555	0.0581592399	0.1111330871	-0.0404789496	-0.0845560851	0.0815702238	0.0884443697	-0.0254738267	0.0054420858	-0.1441678591	-0.0581328827	-0.0349553316	0.0242080322	-0.0677720159	0.0084579476	0.1758567572	0.1341727815	0.083460472	0.1051969822	-0.0669295927	-0.0193770793	0.0104812619	-0.0929663516	-0.1396629904	0.0825093504	0.0536132453	0.0244772701	0.0001015176	0.0009999937	-0.0197513889	0.0624165512	0.075498985	0.0165799403	-0.0426869366	0.0832373591	0.0085409704	-0.0927872395	0.0015213264	-0.103324516	0.1190702613	0.1151522399	0.1087174221	-0.0147765	0.0002443	0.00021834495225	5.968249000000055e-08	-0.0282607	0.0080891	6.543353881000003e-05	0.0007986671644899	-0.0203155	0.0353	0.0012460899999999	0.00041271954025	-0.000949225	-0.000383032	9.01028100625e-07	1.4671351302400005e-07	0.00132032	-0.00020958	4.392377640000001e-08	1.7432449024e-06	0.000577479	-2.591300000000002e-05	3.33481995441e-07	6.71483569000001e-10	0.0	0.0	0.0	0.0	0.0
80200.60173833463	41.587224755072384	6432136519.190965	1729.4972628289054	127347.65186690008	-206.91700198578476	42814.64571078525	16217424436.01318	78212.99035592734	154.5161526476295	23875.24142902554	6117271860.416383	85761.1980507362	79971.49104675352	1.105847	19.923304	0.0680096999999999	0.0395312	0.1148365566	0.0037636786	0.0593590272	-0.09806669	0.0134286714	-0.0780616223	0.0702644459	0.1441551976	-0.0360812191	0.0684672356	-0.0067613694	-0.0495167685	0.0955163771	0.1424713883	-0.1352301306	0.1116760798	0.2302735727	0.0333028985	0.0224396282	-0.0359524972	-0.0155124936	0.0586343205	0.2029285631	-0.061405317	-0.1674106355	0.0817264949	0.0867587578	-0.1241188683	-0.0482553364	-0.0587754883	-0.0550417335	0.024126781	-0.0699098988	-0.0573651933	0.054465055	0.0002608025	-0.1252286938	0.063165222	-0.1658797826	-0.0120128059	-0.0089928356	-0.0908973345	0.0292971622	0.101595762	0.07115469	0.1240749672	0.0236685926	0.0435885279	-0.0220594175	0.0866416578	0.1842041074	0.1519906778	-0.1002313551	-0.2365669048	0.0271109636	0.0154451208	0.1189437348	0.050675279	-0.0829622315	-0.0244905675	-0.1229944887	0.0244663951	0.1624983445	0.0379492623	0.0090055406	-0.0543402535	0.0926988122	0.1233168082	0.0771977241	-0.0952058247	0.0722894753	-0.0010874945	-0.0784940557	-0.0825754048	0.1186353847	0.1134348849	0.1049355893	-0.0121112	0.0026652999999999	0.00014668116544	7.1038240899999945e-06	-0.0429808	-0.0147201	0.00021668134401	0.00184734916864	-0.0416536	-0.0213381	0.0004553145116099	0.00173502239296	-0.000487674	0.000461551	2.37825930276e-07	2.1302932560100006e-07	0.00126067	-5.965000000000007e-05	3.558122500000008e-09	1.5892888489e-06	0.000642002	6.452300000000003e-05	4.12166568004e-07	4.163217529000004e-09	0.0	0.0	0.0	0.0	0.0
80157.67322904106	-42.92850929357519	6425252577.493726	1842.8569101685716	127514.70929792016	167.05743102007546	27908.18525902727	16260001087.333084	78123.97562875708	-89.014727170259	7923.621653195644	6103355568.04263	85461.99904917885	79906.4576642599	1.113872	20.067886	0.0795591489999999	0.040591	0.1151570077	-0.0282242101	-0.0493573772	0.0084456624	0.0048582695	0.0180380761	-0.0058551682	-0.0846560371	-0.0461355391	0.1372165444	-0.0678937833	-0.0918222455	0.0510569927	-8.49287e-05	-0.0207977578	-0.0056470327	0.1439793324	0.0506632478	0.008234876	0.0489892981	-0.0398123283	-0.010393893	0.0436179914	-0.0222203005	0.0142753199	-0.1563100454	0.023025504	0.0493973836	-0.0839394589	-0.0125549467	0.0689260595	-0.0588932262	0.0882456801	0.0848831786	-0.0118579686	0.0020534525	-0.0226468944	0.0373216917	0.0236556133	-0.1576475271	-0.029428889	-0.0869714375	-0.0035153553	-0.0791334138	-0.0539936334	-0.0414004609	-0.0658793719	-0.0183458186	-0.0604086837	0.0754542992	0.2418700905	-0.081335315	0.0556437311	-0.0895344056	0.0009473338	0.1151736671	-0.0848423416	0.0026193007	-0.080714773	0.0387598994	0.038719389	-0.0406866611	0.0578661321	-0.0934051489	0.0563052798	-0.057921975	-0.1055406982	-0.1203426482	-0.0748183307	0.001813082	-0.0682528296	0.0544418778	-0.011298212	0.0490795936	0.1181390277	0.1114824189	0.1006644984	0.000181699	0.012292899	3.3014526601e-08	0.0001511153658242	-0.0224306	0.0205502	0.00042231072004	0.00050313181636	-0.0492313	-0.0075777	5.742153729e-05	0.00242372089969	-0.00112298	-0.000635306	1.2610840804e-06	4.0361371363600006e-07	0.00118814	-7.25299999999999e-05	5.260600899999986e-09	1.4116766596e-06	0.000716933	7.493099999999998e-05	5.13992926489e-07	5.614654760999997e-09	0.0	0.0	0.0	0.0	0.0
80172.13643235092	14.463203309860546	6427571460.127489	209.18424998236105	127544.27226170569	29.562963785530883	873.9688277846104	16267541386.768106	78342.68937577351	218.71374701643072	47835.70313396725	6137576978.628936	85874.49715879839	79963.95936494018	1.196491	21.556385	0.219335069	0.146991	0.1095103638	0.0177380807	0.1030622394	0.0299101465	0.0350010777	-0.0041044102	0.0455168948	0.1999068754	0.0128644393	-0.0087744337	-0.0023821511	0.0465227655	0.0044125263	0.0014543527	-0.0301904223	0.05481102	0.139209995	0.0060862844	0.0457996515	0.0289556691	-0.0137753997	-0.0028951955	0.0331056293	0.1291063384	-0.0334441259	-0.0103558981	-0.1568490753	0.030736473	-0.1560620641	-0.0052724686	0.0802667557	0.0716531617	-0.124103513	0.0535814663	0.1395051554	-0.0873450633	-0.0838060894	-0.1668681409	-0.027523811	-0.1286038006	-0.1493395892	0.0516838927	0.150919354	0.0690237973	0.0408863495	0.0876658918	0.0907894706	-0.1195962593	-0.0261820702	0.0225427092	0.1239151009	0.1105843393	0.065295653	-0.1094570158	0.0326908633	0.0205083695	0.0735375454	-0.1173448677	0.110930191	-0.0066455587	0.0481940168	-0.048040668	0.0204104609	-0.1312541117	0.0803564842	-0.0006463088	-0.0211239595	0.0065295629	0.1673193322	-0.1173622929	-0.0838166236	0.0986704846	0.24778275	-0.0158125776	0.1175814474	0.1092988885	0.0959240631	-0.00905697	-0.009238669	8.202870558089999e-05	8.5353004891561e-05	-0.0226092	-0.0001786	3.189796000000035e-08	0.00051117592464	-0.118712	-0.0694807	0.00482756767249	0.014092538944	0.000877019	0.001999999	7.69162326361e-07	3.999996000001001e-06	0.00109633	-9.181000000000013e-05	8.429076100000022e-09	1.2019394689e-06	0.0	-0.000716933	0.0	5.13992926489e-07	0.0	0.0	0.0	0.0	0.0
