global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
79353.12202816887	n/a	6296917975.61746	n/a	125980.00563034404	n/a	n/a	15870961818.621515	78340.19306266132	n/a	n/a	6137185849.095048	86574.42285322474	74788.42394155936	n/a	n/a	n/a	n/a	-0.1286813322	-0.004332008	0.0265916684	-0.1233757297	0.0287094594	-0.0276585055	-0.0370957053	0.0241681737	-0.0837728731	0.0341969939	-0.0735790149	-0.0181232165	0.1049261747	-0.0044327954	0.0755496653	-0.090524533	0.1235681104	-0.0454353789	0.0635013588	-0.1054002354	0.1547874025	-0.0477841232	-0.0068332597	0.1087573651	-0.0196818491	0.0337177137	-0.1671796073	0.1636559872	-0.0227274602	0.0827429938	-0.18988001	0.1489188449	-0.0499012085	0.109254083	-0.0714594582	0.1560275119	-0.0367630215	0.0329679537	-0.0338950244	0.0344902944	0.04011821	-0.1016108391	0.0081206882	0.0514668853	0.044552911	-0.1018281872	0.0091063944	-0.0829995848	0.0139268576	-0.0526641277	0.0730487331	-0.2198631686	0.0427480757	-0.0939600125	0.0576002873	-0.0747158786	0.0136202478	-0.1479602085	0.1400925191	-0.1645872344	0.0284970305	-0.0160100398	0.1166614413	-0.0616413167	0.0392083001	-0.045752317	0.0759692439	-0.0046725102	0.1471209739	-0.0900753254	0.1168202359	-0.0385565654	0.0424122888	-0.0211012817	0.1203780544	0.1203546593	0.1203156708	0.0226885	n/a	0.00051476803225	n/a	8.30584e-05	n/a	n/a	6.898697810560001e-09	-0.0717104	n/a	n/a	0.0051423814681599	-0.00143208	n/a	2.0508531264e-06	n/a	-6.27108e-05	n/a	n/a	3.93264443664e-09	0.000761423	n/a	5.79764984929e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79438.14412516396	85.02209699508967	6310418742.050322	7228.7569774424355	125584.36131540104	-395.6443149429979	156534.4239467141	15771431806.997196	78368.18882800978	27.995765348459827	783.7628774460239	6141573020.182596	86471.28026263298	75555.79563539114	1.049801	19.852209	0.0600873716	0.0437086	-0.0625001293	-0.0522035396	0.0684373712	0.0700357339	-0.1056517553	0.0033347714	-0.1084522131	-0.0589702678	0.0631060548	0.0458235927	0.0079306497	-0.0553872861	0.0154049852	0.0980843439	-0.0860033939	-0.03732708	-0.0211158298	-0.0750628549	-0.0202493327	-0.1129110433	-0.0446893117	0.2456769007	0.0513655251	0.1922266236	-0.0763600803	-0.0325485532	0.00353295	0.1085486115	0.1023382327	-0.0149485529	-0.0411304008	0.1788124755	0.0958236024	0.0562782933	-0.0073680431	0.0471508302	0.0790259828	0.1027068406	-0.104851595	0.1095678001	0.0317516956	-0.0575523312	-0.037758358	0.0977607084	-0.0057714305	-0.0542995199	-0.0940594224	0.1234864862	0.0052323507	-0.0486711276	0.0301053499	-0.2072825264	-0.0684431666	-0.058754595	-0.0385823269	0.1001991534	0.1092004982	0.0734038521	0.0700551705	-0.133689773	0.0568705574	-0.1219435657	-0.0870085963	-0.1665786861	0.0132714813	-0.0846723955	-0.1660271298	-0.0036355235	0.0560895615	0.0766568022	0.1245526434	-0.0412998428	-0.0671824136	-0.0639676043	0.1203156708	0.1201052059	0.1197547036	0.0233311	0.0006426	0.00054434022721	4.129347600000002e-07	0.00451222	0.0044291616	1.9617472478914563e-05	2.03601293284e-05	-0.105335	-0.0336246	0.00113061372516	0.011095462225	-0.00104913	0.00038295	1.1006737568999998e-06	1.4665070250000017e-07	-0.000107581	-4.48702e-05	2.0133348480399997e-09	1.1573671561e-08	0.000761423	0.0	5.79764984929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79542.57160102669	104.4274758627289	6327020696.904458	10905.097715060829	126990.92455338966	1406.5632379886229	1978420.1424610396	16126694918.924706	78420.40769899981	52.21887099003652	2726.810487474078	6149760343.677349	86548.51718916223	75939.1695694349	1.05733	19.994587	0.0541872511	0.0290001	-0.0324293194	-0.1186434344	-0.0783163526	-0.0302430741	0.0482498335	0.0939426885	0.0776584276	0.0272917053	-0.0217280678	0.0360900851	-0.0013560482	-0.0584973224	-0.0979646921	-0.0213126225	-0.0584186542	-0.0435250985	0.0844297734	-0.0394780331	0.0419833323	-0.004243655	-0.1386529435	-0.1435530268	0.1309301601	0.0378649639	-0.0111667603	-0.0640759209	-0.0672339385	-0.0315244438	-0.053846537	0.0598545088	0.0651099847	-0.1497158109	-0.0003899589	0.0960645325	0.0458823604	0.0234636451	0.051600912	-0.0153609444	-0.0951321102	-0.0724545642	0.0246802977	0.0329940852	-0.0394567642	0.0767439836	-0.1119905432	0.0219037602	-0.0228911537	-0.0224675084	-0.0500763254	-0.0777260975	0.0699169787	-0.1322555704	-0.0527020597	-0.0077915956	-0.1207210776	-0.0582800802	0.0393269471	-0.0836272481	-0.0845526496	-0.024438144	-0.0030725238	0.1293465444	0.0007349523	0.0550089626	0.0072732106	-0.0243868311	-0.0082289122	0.192271275	-0.0020259678	0.060432259	0.0374189052	0.1375859243	-0.0058997805	0.0529358048	0.120190936	0.1196068161	0.1186353847	0.0206929	-0.0026382	0.00042819611041	6.960099240000001e-06	4.74189e-05	-0.0044648011	1.9934448862561207e-05	2.2485520772100003e-09	-0.0783257	0.0270093	0.0007295022864899	0.00613491528049	-0.000935113	0.0001140169999999	8.74436322769e-07	1.2999876288999976e-08	-0.000225924	-0.0001183429999999	1.4005065648999995e-08	5.1041653776e-08	0.000592284	-0.000169139	3.50800336656e-07	2.8608001321000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79709.0224552469	166.4508542202093	6353528260.771054	27705.886870637365	126753.18526058632	-237.73929280333687	56519.97134263074	16066369973.704515	78383.07245863293	-37.33524036688323	1393.9201732529468	6143906048.055301	86598.14319481383	75814.81569880235	1.165678	22.04351	0.0999482789	0.0521449	-0.0249576632	0.0216963076	0.1000548918	0.0317752627	-0.0639104375	-0.0124639087	-0.0512742172	-0.1699282315	-0.0481181673	0.0565409081	0.1494863501	-0.028475389	0.0216794822	0.0589781205	0.0294159321	0.040058946	-0.1621116134	0.0708533491	0.0150521453	-0.0675594901	0.0286889987	0.0876951559	0.0728054594	0.0845589614	-0.0146901621	0.1637310831	-0.1042097705	-0.039909155	-0.016257403	0.0569279046	0.1068107545	-0.0017260393	-0.117496056	-0.0574853571	0.0165390178	-0.0681680693	-0.0277560592	0.0842964895	-0.0593012387	-0.0968445831	-0.0174309668	-0.1038684409	0.0169274874	-0.1728136641	0.0270146513	-0.0470840743	-0.1239559113	0.0661024245	0.0595912547	0.0179888302	-0.0327501242	-0.0257625211	0.1172577318	-0.096793547	-0.0250972176	0.0445587054	0.0970124542	-0.0188073983	-0.0169198475	-0.0358822801	-0.0910908416	-0.1521037209	-0.0701350034	0.0157497359	0.1217783121	0.0510479342	-0.1011464225	-0.0759122787	-0.1107566606	0.0174153383	-0.0395336699	0.1271856197	-0.0441281034	-0.0374177124	0.1200039147	0.1188605229	0.1169629329	0.0265922	0.0058993	0.00070714510084	3.480174048999999e-05	-0.00420146	-0.0042488789	1.805297190686521e-05	1.7652266131599996e-05	-0.0672337	0.011092	0.000123032464	0.0045203704156899	-0.00135936	-0.000424247	1.8478596096e-06	1.79985517009e-07	0.000513905	0.000739829	5.47346949241e-07	2.6409834902500005e-07	0.00100237	0.000410086	1.0047456169e-06	1.6817052739600006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80018.4496637839	309.427208537003	6402952286.595518	95745.19738300196	127590.46411848534	837.2788578990148	701035.8858846787	16279326533.970495	78408.78349119653	25.711032563602203	661.0571954866128	6147937328.569334	86588.66646276596	77858.64806171949	1.159151	21.920074	0.0816303399999999	0.0377716	0.0908382375	-0.0561045004	-0.0746119395	-0.0012659167	-0.0022864913	0.2194417239	0.1340493006	-0.1174920658	-0.0337560635	-0.0717343842	0.0869480496	-0.058852527	-0.159248724	0.1452561627	0.0198412166	-0.0001865217	-0.2044941468	-0.0623730545	-0.0994237618	0.0026074021	-0.0382131618	-0.0958406916	0.0190927025	0.0444483593	0.061162087	0.0752169772	-0.0367886017	0.1306968349	-0.1074574417	-0.0038735046	0.0900064637	0.0179014674	0.2171849364	0.0434939374	0.0376947364	0.0289159938	0.0437743171	-0.094399434	0.1019199803	0.0366817667	0.0101494355	0.1923710528	-0.0367269368	-0.0082097761	-0.197957764	0.0404846107	-0.1545243175	-0.0324311667	0.0494811636	-0.0918574786	-0.1073803539	0.0394010361	-0.0676467863	0.1155665832	0.0430114265	0.0308255147	0.0336510979	-0.0181513303	-0.1691190414	-0.0503391067	-0.1167178524	-0.025811282	-0.0098805213	0.0145326226	0.0306815819	0.113129059	0.0158648988	-0.0788500429	0.1774118078	-0.1063586094	-0.1596434223	0.0025227742	-0.0828535372	0.2387699116	0.1197547036	0.1178678731	0.1147451459	0.0436879	0.0170957	0.00190863260641	0.00029226295849	-0.0213938	-0.01719234	0.0002955765546756	0.00045769467844	-0.0386244	0.0286092999999999	0.0008184920464899	0.00149184427536	-0.00110164	0.0002577199999999	1.2136106896000005e-06	6.641959839999996e-08	0.000403155	-0.00011075	1.2265562500000012e-08	1.62533954025e-07	0.00100856	6.189999999999885e-06	1.0171932735999998e-06	3.8316099999998566e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80141.20912787288	122.75946408897288	6422613400.477455	15069.886023411826	127509.28786644952	-81.17625203581701	6589.583894582486	16258618492.209091	78766.22470731933	357.4412161227956	127764.22298334308	6204118154.643922	86887.2960006649	78523.88356295234	1.193217	22.564281	0.10673668	0.0516842	0.1361981321	0.0860913722	0.0770761997	-0.0600865696	0.0332930357	-0.0672788768	0.0885587384	-0.2061509321	0.0010078128	-0.1263075577	0.0123840001	0.2016272027	-0.0609549733	0.0896538904	0.0813705216	0.049186547	0.0264404173	0.0027285196	0.1209836812	-0.2168784611	0.1059193454	-0.0150162432	-0.0679850389	-0.1896999162	0.0091944684	-0.0284581019	0.0327115456	0.0323952109	0.0766191269	0.0453829935	0.0526843212	-0.0833783673	-0.0231209466	0.0419583971	0.1387883737	-0.0628395668	0.0019949123	-0.0235456184	0.1535710115	0.1384574373	-0.0784792035	-0.0111118044	0.03138689	-0.0794620722	0.0825715062	0.2196142806	-0.0642004351	0.0439621167	0.1619115451	-0.051535052	0.0179428982	0.093623252	0.1121880183	-0.0528817261	-0.0354505493	0.1091625427	-0.1589727187	0.0220805836	0.210416979	-0.0552009412	-0.0317053614	0.014532738	-0.0018906001	0.0241200581	0.0227457911	-0.0010321806	0.0549208826	0.0825140564	-0.0561931983	-0.0084104208	-0.0479695597	-0.0498570824	0.0625165519	0.1539841434	0.1194434321	0.1166309242	0.111992364	0.0362787	-0.0074092	0.0013161440736899	5.489624464000007e-05	0.00464579	0.02603959	0.0006780602473681	2.15833647241e-05	-0.00302576	0.03559864	0.0012672631698496	9.1552235776e-06	-0.000391765	0.000709875	1.5347981522499997e-07	5.039225156250002e-07	0.000375272	-2.7882999999999977e-05	7.774616889999986e-10	1.40829073984e-07	0.000992533	-1.6026999999999838e-05	9.85121756089e-07	2.568647289999948e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79868.53349411332	-272.675633759558	6378982642.500301	74352.00124617659	127802.5162293872	293.22836293767614	85982.87283110952	16333483154.562778	78522.89656791574	-243.3281394035876	59208.58342561174	6165845285.415594	86697.8274318484	78623.46110134963	1.12273	21.231331	0.0886027	0.0423308	0.1754696457	0.0361047192	0.0024984242	0.0507376095	0.0806808738	0.0011677671	0.1508005904	-0.0119202845	0.0498561045	-0.0973477094	0.0857554281	0.0675935394	-0.0788627529	-0.0323822794	0.0229103598	-0.0018707676	-0.0162678134	-0.0662316233	0.0647129101	-0.0508327545	-0.0019031589	0.0716458402	0.0074834502	0.0159744153	-0.0934998199	0.013714602	0.1218670235	0.2433224762	0.1641543173	-0.0269417362	-0.0455481252	0.07587491	-0.0143303547	0.1155356198	0.0455350109	-0.1542950134	-0.206444149	0.0226582891	0.0418707284	-0.1599569361	0.0308803847	-0.014090817	-0.0513958042	-0.1017123928	-0.0365143416	0.1294364611	-0.0046390789	0.0154120686	-0.0959409153	0.0676362046	-0.0857976362	0.0484006231	-0.0052624482	0.0046501996	0.0072102126	0.135291222	-0.0801480462	0.0822558439	0.0976953591	-0.253998973	0.1051109741	-0.02241786	-0.042913415	-0.0563123531	0.0651169965	-0.0219008647	0.170460955	-0.0329533295	-0.0266336016	-0.1570648696	0.0684172049	-0.0365178379	0.012499111	-0.0169338756	0.1190702613	0.1151522399	0.1087174221	0.0395314	0.0032527	0.00156273158596	1.0580057290000028e-05	0.00398803	-0.00065776	4.326482176000004e-07	1.59043832809e-05	-0.0328887	-0.02986294	0.0008917951854436	0.00108166658769	-0.000923668	-0.000531903	8.53162574224e-07	2.82920801409e-07	0.0008026879999999	0.0004274159999999	1.826844370559145e-07	6.443080253438395e-07	0.0011298	0.0001372669999999	1.2764480400000002e-06	1.8842229288999983e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79670.18104234424	-198.3524517690821	6347337747.319907	39343.69512280604	127846.74384797434	44.22761858714512	1956.082245889984	16344789912.529566	78522.24392457135	-0.6526433443941642	0.4259433349819995	6165742790.949882	86868.16047207447	78204.84257784492	1.214553	22.967741	0.10561924	0.0466927	0.0938563534	0.0045172886	-0.0421898376	-0.1353766613	0.0125723201	-0.0986765198	0.0472248935	0.0794829396	-0.019759711	-0.1420577918	0.1047502563	0.0707888575	0.0226812989	0.0086315237	-0.0814081609	0.0750252058	-0.0751803756	-0.075635335	0.081298166	0.0279947534	-0.0652286204	-0.087665259	-0.1215137557	0.02735668	0.0482918108	-0.0263514959	0.0518189413	-0.0955030912	0.0590166143	-0.0385588115	0.1606749236	0.0219493877	-0.0939463842	0.1137602024	0.0264613329	0.0880600246	-0.0329917699	0.0441807051	-0.1025751351	0.0224644805	-0.0064483344	0.0881210016	-0.0860087659	-0.0768964713	0.062833249	0.0547632622	0.1293110817	-0.0591425492	-0.0224270236	-0.0523597488	-0.1219891444	0.0740018199	-0.0643099887	-0.1712711066	-0.0759372988	-0.0001400897	-0.1121317732	0.0552470769	-0.115956181	-0.0427981757	0.0724321728	-0.0400653072	-0.0178928669	0.0467473158	0.0633021197	0.0002208684	0.1426975548	-0.0158527294	-0.0453503091	0.0836007443	-0.0606031102	-0.079185191	-0.083485041	-0.0455583296	0.1186353847	0.1134348849	0.1049355893	0.0272013	-0.0123301	0.00073991072169	0.00015203136601	0.00103476	-0.00295327	8.7218036929e-06	1.0707282576e-06	-0.00795878	0.02492992	0.0006215009112064	6.334217908840001e-05	-0.000483912	0.0004397559999999	2.3417082374400002e-07	1.93385339536e-07	0.000302702	-0.0004999859999999	2.499860001959001e-07	9.162850080400001e-08	0.000761423	-0.000368377	5.79764984929e-07	1.3570161412900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79557.8290669311	-112.3519754131412	6329448165.843026	12622.966379235082	126818.13547180376	-1028.608376170581	1058035.19152828	16082839484.544771	78320.43224557523	-201.8116789961205	40727.95377923317	6134090107.133739	86505.54411735373	76088.11081043484	1.301635	24.614513	0.04045774	0.0282538	0.039418944	0.1410938337	0.0339579556	0.0957905677	0.003176042	-0.0812396067	0.0202144898	-0.0306924759	0.0459615857	0.0013027063	-0.093439244	-0.0698847684	0.0508479735	-0.0586619923	-0.0459064677	-0.0966045571	0.0563272672	0.1272471395	0.0431573584	-0.017237199	-0.1077495622	-0.001655261	-0.0534254914	0.0216601939	-0.0115417817	0.0142732814	-0.0292563376	-0.0485538577	-0.0035749785	-0.0289607982	0.0084193372	0.0894756424	0.0951264931	-0.0397051114	-0.1225729945	0.0485235764	0.013161298	0.0412410102	-0.0171880725	0.0097195893	0.0383831577	-0.0164625727	0.0119811969	-0.0213823377	0.024894813	-0.0484804407	-0.0054789166	0.0686635476	-0.0391992473	0.1169416718	0.1311561827	0.1371118273	-0.0189991136	0.0538738981	-0.0320090525	-0.0965158087	0.0771441258	-0.0527230595	-0.0136005841	-0.0858473891	-0.0505142777	0.0281430806	-0.0957644174	-0.0826746646	-0.1283383853	-0.0433333033	0.0652840675	-0.02870217	0.0881823646	-0.010124514	-0.058689624	-0.0239305499	-0.0943796493	-0.0683791973	0.1181390277	0.1114824189	0.1006644984	0.0298936	0.0026922999999999	0.0008936273209599	7.24847928999999e-06	0.00101365	-2.110999999999997e-05	4.4563209999999854e-10	1.0274863225000002e-06	-0.00793395	2.482999999999999e-05	6.165288999999996e-10	6.294756260250001e-05	-0.0007639619999999	-0.0002800499999999	5.836379374438473e-07	7.842800249994399e-08	0.000777042	0.00047434	2.2499843560000005e-07	6.03794269764e-07	0.000761423	0.0	5.79764984929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79678.74144795506	120.91238102396892	6348701838.730072	14619.80388488544	126806.52409914495	-11.61137265880825	134.82397502171978	16079894554.107027	78151.49209531711	-168.94015025811677	28540.774369235078	6107655716.724413	86353.7541697141	76650.26487857389	1.111351	21.016155	0.0989901	0.0478343	0.0604736174	0.0425004836	-0.129250148	-0.0051069309	-0.0009175675	0.1106369055	0.0482420759	0.0539192723	-0.0828789022	-0.0532646413	0.0111511062	-0.186088683	-0.0342057757	0.0051908564	0.0083071571	-0.0036863728	-0.1046046795	-0.0554924067	0.0816401422	-0.0010188368	-0.0074571741	-0.0866517933	-0.0597245841	-0.1307621545	0.0987050455	-0.1506480599	-0.1658995568	-0.1821748895	0.0223764658	-0.0503602124	-0.0795173392	-0.0156935331	-0.0399364718	-0.0376660021	0.0755401607	-0.1572411786	0.1036457438	0.0763528086	0.0536901294	0.1013983083	0.2068537346	0.0070954159	0.0190265635	0.0047324361	-0.1338256118	-0.1055377831	0.0733784724	-0.0768990551	0.0685498539	-0.0035064591	0.0014780711	0.1549438346	0.057634707	-0.1029675978	-0.0185017119	0.0168968697	-0.0539897969	-0.0802181284	-0.1384539593	0.037683092	-0.2244004464	0.0659834577	0.0454780863	-0.0969297651	-0.0681378034	-0.1462136171	-0.0132906929	0.0383951656	0.0071004888	0.1297655851	0.0318315842	-0.0427475337	-0.0680273024	-0.0526897851	0.1175814474	0.1092988885	0.0959240631	0.0415742	0.0116806	0.00172841410564	0.0001364364163599	0.0010396	2.5949999999999845e-05	6.73402499999992e-10	1.0807681599999998e-06	0.0233226	0.03125655	0.0009769719179025	0.0005439436707599	-0.000124139	0.0006398229999999	1.5410491321e-08	4.0937347132887204e-07	0.000296325	-0.000480717	2.3108883408900002e-07	8.780850562500002e-08	0.000761423	0.0	5.79764984929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
