global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
79577.22126285845	n/a	6332534143.917932	n/a	127244.80053553428	n/a	n/a	16191239263.327904	78433.0121696964	n/a	n/a	6151737398.0117445	86327.051438248	64623.49042224792	n/a	n/a	n/a	n/a	-0.1247987675	0.0206863031	0.0504753709	-0.0074188549	0.2237547222	-0.0216637395	-0.0482426952	0.196469895	-0.0478693672	0.1472420633	0.0090532619	-0.0652832024	0.0457458137	-0.0944806971	0.0917241646	-0.0122651493	0.0461230926	-0.1687383616	0.0816417821	-0.0300419802	0.00980307	-0.0873879949	0.2011584232	-0.0731823928	0.1008101188	-0.0196221465	0.034081701	-0.2354048916	-0.0818369464	-0.060351622	0.0437934175	0.1719232385	-0.0695550418	0.1062261676	-0.1077630463	0.0696906823	-0.1782370668	0.2126187711	-0.1446756759	-0.2047927459	0.1922820646	-0.0456911249	0.0482026011	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0200835	n/a	0.00040334697225	n/a	-0.145741	n/a	n/a	0.021240439081	0.303459	n/a	n/a	0.0920873646809999	-0.00235731	n/a	5.5569104361e-06	n/a	0.000708792	n/a	n/a	5.02386099264e-07	0.000857001	n/a	7.344507140010001e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79422.75114882954	-154.47011402891076	6307973400.048904	23861.016128104693	125128.40524193548	-2116.395293598791	4479129.038767112	15657117798.390028	78324.81386748032	-108.19830221608572	11706.87260244342	6134776467.375438	86421.4588392412	61559.04955595599	1.898568	45.260628	0.6203495	0.401693	-0.0311347156	-0.0670985877	0.0837117314	0.0194772587	-0.0067894146	0.0566226415	-0.0111049225	-0.1087472711	-0.0503478128	0.0470444156	-0.0149482921	0.0209131155	-0.0241876377	0.0314400405	0.0961660491	0.0488837876	0.0427060718	0.0632199373	0.0376208575	-0.1359521189	0.0534085123	0.1441807869	0.0821588689	-0.1792834326	-0.2080601292	0.1608941925	0.0604180477	-0.0767467555	0.0650026191	-0.0477788612	-0.071819726	0.0091218854	0.0561420718	0.0855069447	-0.0141641759	0.0600549519	0.0354108061	-0.1417790913	0.0540746452	0.1545610599	-0.0828714936	0.1200984005	-0.1126428453	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0419203	-0.0620038	0.00175731155209	0.0038444712144399	-0.0986507	0.0470903	0.00221749635409	0.0097319606104899	-0.0618527	-0.3653116999999999	0.1334526381568899	0.0038257564972899	-0.00147527	0.00088204	2.1764215729000004e-06	7.779945615999999e-07	0.000350317	-0.0003584749999999	1.2850432562499997e-07	1.22722000489e-07	-0.000821358	-0.001678359	6.74628964164e-07	2.816888932881e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79404.9885596967	-17.762589132835274	6305152208.165565	315.50957270191776	123861.76437121976	-1266.6408707157243	1604379.0953674882	15341736673.151566	78305.35953898051	-19.45432849980716	378.4708973784092	6131729332.529006	85833.82031499335	64304.89129314956	1.314099	31.327257	0.23141386	0.142082	-0.0569151651	0.0397228866	0.0177707882	0.0742997906	0.0045102598	0.007601466	0.0135269778	-0.063376062	-0.0537263085	0.0507995179	-0.0323602703	-0.0480936043	-0.0416157025	0.0343432523	-0.0432610668	-0.0066116565	-0.0282790823	0.1036014992	-0.0616734713	0.021626017	0.0080142818	0.1217145098	-0.1183137475	0.0216056409	-0.1004627273	0.1245031963	0.1982876658	0.0060802467	-0.0129951277	-0.0615540999	0.020790572	0.0037878971	0.0191151169	0.050483506	0.0426544152	-0.0271865917	0.066953082	-0.0462633607	-0.009793092	-0.0153928605	-0.009040226	-0.0164056462	-0.0615002943	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00989234	0.03202796	9.78583906756e-05	0.0010257902217616	-0.0554036	0.0432471	0.0018703116584099	0.00306955889296	0.0683822	0.1302349	0.0169611291780099	0.00467612527684	-0.00134643	0.00012884	1.8128737449e-06	1.6599745600000018e-08	0.000339816	-1.0501e-05	1.10271001e-10	1.15474913856e-07	-0.000442621	0.000378737	1.9591334964100003e-07	1.4344171516900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79030.88441791825	-374.1041417784581	6245880691.878353	139953.90889579672	123732.54094002016	-129.22343119959987	16698.695170997722	15309741687.473764	78061.88215072152	-243.47738825899432	59281.23859342107	6093657444.913135	85640.66401055519	61894.2050860119	0.887843	21.165606	0.0324946599999999	0.0166731	-0.0667845309	-0.053081978	0.0714172245	0.0676148376	0.0074834581	0.0318626414	0.0348946154	-0.0422149313	-0.0884962614	-0.0119573567	-0.0451196655	0.0137011972	-0.0513420062	0.0262964057	0.0069365149	0.026452201	-0.030961694	-0.0331197756	0.0099411854	0.0182426669	0.0330223842	0.0609596125	6.16229e-05	0.0672874097	-0.0626216587	0.0986292832	0.0136113433	0.0379811522	0.022681484	-0.0869000673	0.0057924677	-0.031311583	0.0171854156	0.0228644157	-0.0038631318	0.047308036	-0.0010881669	-0.0353828236	0.0040305167	-0.0549495461	-0.0079003094	-0.0317277903	-0.0789126076	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00570093	0.00419141	3.25006028649e-05	1.7567917788099998e-05	-0.0614217	-0.0060181	3.6217527610000064e-05	0.00377262523089	0.0710304	0.0026481999999999	7.012963239999944e-06	0.0050453177241599	-0.00153425	-0.00018782	2.3539230625e-06	3.52763524e-08	0.000544734	0.0002049179999999	4.199138672399998e-08	2.96735130756e-07	-0.00044262	9.999999999615351e-10	1.959124644e-07	9.999999999230705e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79237.29093562013	206.40651770187836	6278548274.816108	42603.650549815815	123749.70337071572	17.16243069556367	294.54902738002613	15313989084.34013	78187.56797284952	125.68582212799812	15796.92588399078	6113295785.508964	85720.78800947474	63285.06570043168	0.8501849999999999	20.267859	0.09230696	0.0464712	-0.0692635813	0.0020982697	0.0367965404	0.0806551498	0.0075782329	0.0099051411	0.0486995552	0.0105002355	-0.0715146747	0.0203634078	-0.0646561987	-0.0107753284	-0.0172032075	0.1004770472	0.0563060116	0.001840164	-0.0722124843	0.007830816	-0.0136263941	-0.0382165344	-0.1689653571	-0.0494053488	-0.0819853971	0.0698179646	-0.0808800965	0.0526129933	0.004681592	-0.0770888421	0.0610580784	-0.0796207695	0.0108255134	-0.0155861893	0.0248945791	0.0087708343	0.0322136765	0.1256140196	0.026724973	0.0032630407	0.0229048284	-0.0960262532	0.0147475344	0.0176682579	-0.0619610791	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.00732769	-0.00162676	5.3695040736100006e-05	2.6463480976000016e-06	-0.0292582	0.0321635	0.0010344907322499	0.00085604226724	0.101914	0.0308836	0.00095379674896	0.010386463396	-0.00140123	0.0001330199999999	1.9634455129e-06	1.7694320399999992e-08	0.000805267	0.000260533	6.787744408900004e-08	6.484549412890001e-07	-0.000283511	0.000159109	8.0378487121e-08	2.5315673881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79060.72697944996	-176.56395617016824	6250598550.519127	31174.83061846109	124133.15946320564	383.4560924899124	147038.57486763227	15409041278.317638	78166.3391790433	-21.2287938062218	450.6616864670812	6109976580.653238	85813.71222074468	63281.27154582216	0.945595	22.542368	0.09773922	0.0589702	-0.0602876264	-0.0232031708	0.0551818305	0.0568792555	-0.0144150846	0.0663064793	-0.0269616507	-0.0100031254	-0.0528772833	-0.0435130367	-0.0411295843	-0.0164794181	0.0264977478	0.0348821385	-0.0328964742	0.0217707209	-0.0008936504	-0.09249834	-0.0884264512	0.0437836927	-0.0103994866	-0.0209453739	-0.0955420234	0.1421540649	0.2203154108	0.0189179249	0.0313585075	-0.0905763411	0.060771682	-0.0542348503	-0.022353011	-0.0463030362	-0.0026027157	0.0206000297	0.0534785346	0.0772320997	0.0037335794	0.059613602	0.0268537005	-0.0622895706	-0.0723156449	0.0061818645	-0.0594973981	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0088335099999999	-0.0015058199999999	7.803089892009824e-05	2.267493872399699e-06	-0.0179114	0.0113468	0.00012874987024	0.00032081824996	0.0582534	-0.0436606	0.00190624799236	0.0033934586115599	-0.000970848	0.000430382	9.42545839104e-07	1.852286659240001e-07	0.000805267	0.0	0.0	6.484549412890001e-07	0.000110627	0.000394138	1.2238333129e-08	1.5534476304400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78865.07164640682	-195.6553330431343	6219699525.792882	38281.009348219806	123740.0566280242	-393.1028351814312	154529.8390276794	15311601614.306637	78093.71469733883	-72.62448170446442	5274.315342842087	6098628275.229355	85847.07298786569	63475.59102890324	0.872317	20.795467	0.0120284299999999	0.00653818	-0.0417554042	-0.0053025196	0.048327997	0.0683485195	-0.0073310183	0.0929114446	-0.0545900236	0.0602812905	-0.0665294995	-0.0497276511	-0.1002510428	-0.1862207097	0.0132176414	-0.0383577638	-0.0042916747	-0.0084791513	-0.1745506371	-0.1790500789	-0.0669290733	-0.053426531	-0.0217428141	0.018623053	0.0386140828	0.0945829265	0.1244771928	-0.0089625415	0.0531349124	-0.0689062493	0.175542483	-0.0554728376	-0.0481011739	-0.0756871897	-0.0561303859	0.0945259392	0.0805163631	-0.0100453884	-0.0031647922	0.0963662243	0.0468685134	-0.0943696808	-0.0004297458	0.1399768112	-0.0942145747	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00313615	0.0056973599999999	9.8354368225e-06	3.2459910969598863e-05	-0.0179137	-2.3000000000002185e-06	5.290000000001005e-12	0.00032090064769	0.0584836	0.0002301999999999	5.2992039999999936e-08	0.0034203314689599	-0.000935205	3.564299999999992e-05	8.746083920250001e-07	1.270423448999994e-09	0.000805267	0.0	0.0	6.484549412890001e-07	2.42986e-05	-8.632839999999999e-05	5.904219619600001e-10	7.452592646559998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78564.83024073431	-300.2414056725101	6172432550.755401	90144.9016802048	122461.3726688508	-1278.6839591734024	1635032.6674473677	14996787795.93916	77942.93662153298	-150.77807580585068	22734.02814371485	6075101369.188307	85499.71017536569	60591.56026612505	0.8841569999999999	21.077719	0.05258929	0.0208357	-0.0275027302	-0.0724127787	0.0844533233	0.0921998292	-0.0508097141	0.0961265899	-0.085138922	0.1389642093	-0.0633991959	-0.1213499467	-0.0737168912	-0.153657116	0.0735586302	0.014131534	0.0659645756	-0.0358533126	0.0234770823	-0.1078150266	0.0446858762	-0.0042700386	0.0644354413	0.0002702099	0.1212757785	0.0318398845	-0.0232606217	-0.042831118	0.021110445	0.1044664529	-0.1034867098	-0.056394279	-0.0660724893	-0.1154684651	-0.0486059836	0.0818204311	0.0836134751	-0.0399113434	-0.0522775651	0.1017903182	0.0445903509	-0.0523802322	0.0878392615	-0.0135736127	0.0027116814	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00403866	0.00717481	1.6310774595600004e-05	5.1477898536100005e-05	-0.0265482	-0.0086345	7.455459024999999e-05	0.00070480692324	0.0447551	-0.0137284999999999	0.0001884717122499	0.00200301897601	-0.00116416	-0.0002289549999999	1.3552685056e-06	5.2420392025e-08	0.000754731	-5.0536000000000005e-05	2.5538872960000004e-09	5.69618882361e-07	-0.00015724	-0.0001815386	2.47244176e-08	3.2956263289960006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78779.4009791434	214.57073840907836	6206194018.632659	46040.60178141712	123031.4818233367	570.1091544858937	325024.44802862057	15136745519.646029	78051.71449529141	108.77787375843036	11832.625819405011	6092070135.654483	85633.77180061502	61613.53241184569	0.8735089999999999	20.823896	0.08403046	0.0497544	-0.0421040752	-0.033296568	0.0498300552	0.0780265013	-0.0336172905	0.041017646	-0.0939633536	0.1623867207	-0.0799845647	-0.0311206236	-0.0239401351	-0.0673518128	-0.0054027719	-0.0381332093	0.0527944893	0.0192970561	0.0009896051	0.0430359977	-0.1539301435	-0.0988848423	0.0501862288	0.0152093249	0.0459555723	0.0406499744	0.0605075778	0.0575990353	-0.042145613	-0.0347614194	0.0280038934	-0.0662419405	-0.0182062382	-0.0646489568	-0.0538710776	0.0723364616	-0.0109360748	-0.0801008153	-0.0766732132	-0.0233990336	0.032980972	-0.0439695039	0.044260482	0.0505189415	-0.0860222576	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.003445	-0.00748366	1.1868025e-05	5.600516699560001e-05	-0.0309599	-0.0044116999999999	1.946309688999998e-05	0.0009585154080099	0.0525483	0.0077932	6.073396624e-05	0.00276132383289	-0.00026583	0.00089833	7.06655889e-08	8.069967889000001e-07	0.0008578579999999	0.0001031269999998	1.0635178128979372e-08	7.359203481638285e-07	-0.000442621	-0.0002853809999999	1.9591334964100003e-07	8.1442315161e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78935.0950561925	155.69407704910554	6230749231.530146	24240.645628172813	123137.25025831652	105.7684349798219	11186.961838080812	15162782401.179272	77993.58503560719	-58.12945968421991	3379.034083179348	6082999306.70649	85787.83586519281	60887.70094209559	0.8638789999999998	20.594309	0.08183493	0.0417732	-0.0492297755	-0.0622970572	0.0600340386	0.0820416948	-0.0198838532	0.0029159862	0.0702000141	0.0900464067	-0.0852810113	-0.0487205466	0.0003726903	0.0632600932	-0.0037033705	0.0055400419	0.0296505245	-0.018101543	-0.048242587	0.0186718583	0.0571734841	-0.0214906798	-0.0210370695	0.0394774507	0.1187693914	-0.0748445468	-0.0426004035	-0.0559320707	0.0272116257	-0.0591065731	0.0109552604	-0.0747393409	-0.0384662498	-0.0575871579	0.012384629	-0.0313248132	-0.0508534561	-0.0334364563	-0.0087762983	-0.0131482996	0.041632864	-0.0023500581	0.0660893605	0.0410780177	-0.0648236503	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00556493	-0.00211993	3.09684459049e-05	4.4941032049e-06	-0.0596241	-0.0286642	0.00082163636164	0.0035550333008099	0.0769722	0.0244239	0.00059652689121	0.00592471957284	-0.00037176	-0.00010593	1.382054976e-07	1.1221164900000005e-08	0.00109717	0.000239312	5.727023334404784e-08	1.2037820089e-06	-0.000255325	0.000187296	6.5190855625e-08	3.5079791616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
