onset	duration	trial_type	identifier	response
4.000004	9.969481	experimental_trial	8.mov	n/a
16.0003	9.970674	experimental_trial	18.mov	n/a
30.00061	9.970991	attention_check	f3.mov	Neutral
48.02151	9.975742	experimental_trial	28.mov	n/a
60.02169	9.965823	experimental_trial	13.mov	n/a
72.022	9.96724	experimental_trial	36.mov	n/a
84.02232	9.969357	experimental_trial	20.mov	n/a
96.02267	9.970147	experimental_trial	19.mov	n/a
108.023	9.971472	experimental_trial	43.mov	n/a
120.0233	9.968854	experimental_trial	2.mov	n/a
134.0235	9.96797	experimental_trial	49.mov	n/a
146.0238	9.973428	experimental_trial	31.mov	n/a
158.0242	9.966958	experimental_trial	39.mov	n/a
170.0244	9.968512	attention_check	n2.mov	Neutral
186.0489	9.970372	experimental_trial	48.mov	n/a
198.0492	9.966061	experimental_trial	21.mov	n/a
210.0495	9.968745	experimental_trial	11.mov	n/a
222.0498	9.974021	experimental_trial	3.mov	n/a
234.0501	9.966163	experimental_trial	37.mov	n/a
246.0504	9.967463	attention_check	n1.mov	Neutral
262.0695	9.974103	experimental_trial	16.mov	n/a
274.0699	9.965878	experimental_trial	41.mov	n/a
286.0702	9.968353	experimental_trial	10.mov	n/a
298.0705	9.970755	experimental_trial	17.mov	n/a
310.0708	9.965627	experimental_trial	5.mov	n/a
322.071	9.974598	experimental_trial	45.mov	n/a
336.0714	9.967626	experimental_trial	12.mov	n/a
350.0716	9.974007	experimental_trial	14.mov	n/a
