onset	duration	trial_type	identifier	response
4.000005	9.969259	experimental_trial	48.mov	n/a
16.00032	9.966805	experimental_trial	27.mov	n/a
28.00064	9.974168	experimental_trial	6.mov	n/a
40.00094	9.968384	experimental_trial	41.mov	n/a
52.00131	9.970657	experimental_trial	10.mov	n/a
64.00164	9.972206	experimental_trial	2.mov	n/a
76.00193	9.967301	experimental_trial	43.mov	n/a
88.00224	9.966059	experimental_trial	28.mov	n/a
102.0026	9.966657	experimental_trial	23.mov	n/a
114.0028	9.969621	experimental_trial	3.mov	n/a
126.0031	9.969873	attention_check	n2.mov	Neutral
142.033	9.975555	attention_check	n3.mov	Neutral
158.0653	9.981142	experimental_trial	31.mov	n/a
172.0656	9.968764	experimental_trial	42.mov	n/a
184.0659	9.967484	experimental_trial	11.mov	n/a
196.0662	9.968728	experimental_trial	29.mov	n/a
208.0665	9.968789	experimental_trial	4.mov	n/a
220.0669	9.968575	experimental_trial	14.mov	n/a
232.0672	9.965752	experimental_trial	38.mov	n/a
246.0676	9.96681	attention_check	n1.mov	Adversarial
262.0963	9.969633	experimental_trial	7.mov	n/a
276.0967	9.96633	experimental_trial	49.mov	n/a
288.0969	9.966171	experimental_trial	1.mov	n/a
300.0971	9.970916	experimental_trial	37.mov	n/a
312.0975	9.968918	experimental_trial	24.mov	n/a
326.0977	9.966365	experimental_trial	40.mov	n/a
338.0981	9.970755	experimental_trial	12.mov	n/a
350.0984	9.96834	experimental_trial	22.mov	n/a
