global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
66508.31341360965	n/a	n/a	4423355753.12293	119794.85007695603	n/a	n/a	14350806104.960373	64790.46203678098	n/a	n/a	4197803970.939557	85243.70202197618	77972.92485519935	n/a	n/a	n/a	n/a	-0.0113986852	-0.0773032642	0.010846994	0.0556173154	0.0750173579	-0.0465425175	0.001039692	0.0953758917	0.0653219732	-0.0821230499	0.1411385574	-0.0506387407	0.0765196831	-0.0082472853	0.1341625053	-0.0519173195	0.1613764563	-0.2259077416	-0.1587541289	0.1568985094	-0.0307529077	0.0160455395	-0.1174265095	0.0180106895	-0.0910573171	0.0086804745	-0.0167854152	0.0250858618	0.0242530808	-0.0321899028	0.1053987251	-0.0388777763	-0.0465943748	-0.052990131	0.0260076365	-0.0584846755	0.0330205382	-0.0786269508	0.0090911699	-0.1303277323	0.0080236571	-0.0708256115	0.0557460383	-0.0517244851	0.0311212415	-0.0521995398	0.0534966332	-0.0482434895	0.0059950912	-0.0344386288	-0.0031344588	-0.0425045201	0.0864787227	-0.0123634542	0.0962271693	-0.1939073272	0.2063516382	-0.0044356502	0.0220508404	0.0293915108	-0.1707389151	0.0330966581	-0.1964095105	0.0450889169	-0.0939749241	0.0622376132	-0.0151752081	0.0813833814	-0.0571662892	0.0374074616	-0.1160458941	0.1124093588	-0.0247976864	-0.1545519572	0.1017011909	-0.0772770676	0.1084147701	-0.1082381749	0.0849967343	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.00850525	n/a	n/a	7.233927756250002e-05	0.0172632	n/a	0.00029801807424	n/a	0.0462747	n/a	0.00214134786009	n/a	0.00655562	n/a	n/a	4.29761535844e-05	0.00117439	n/a	1.3791918721e-06	n/a	0.00111217	n/a	n/a	1.2369221089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66603.79191160118	95.47849799152756	9116.143578718127	4436065097.00387	119779.58970250156	-15.260374454475825	232.87902849081823	14347150109.299618	64716.43758987832	-74.02444690265838	5479.61873924449	4188217294.324616	84965.61619442728	78238.02977523427	1.340349	22.097126	0.1244581499999999	0.0702495	-0.0594634248	0.0392721387	0.0470974603	0.1368222311	0.0721887499	-0.1221658343	0.0397686651	0.0878795512	0.0391588985	-0.1883928364	0.0757254172	-0.0006541567	0.113989479	-0.0308400036	0.1030049029	-0.0836886443	0.0978539737	0.0004549889	-0.0288278545	0.2545844579	0.0370742509	-0.0002354474	-0.009022494	-0.0892536952	0.1117397824	0.0012533246	-0.0251783109	0.107691182	0.0853640228	0.102507297	-0.1825064651	-0.1145547883	-0.0161542361	-0.0480180829	0.0239561694	0.0648554753	-0.1143511766	-0.0364042938	0.098452275	0.0263710779	-0.1149956477	0.0049406712	8.61245e-05	-0.1490768788	-0.1585264345	-0.053126841	-0.0358927571	-0.0410591109	0.0379167452	0.0829971962	0.0901973258	0.0110782151	0.030576291	-0.1206106345	0.1461557126	-0.1067275408	0.1974756685	0.0137845368	-0.0799986439	-0.0423822573	0.120966045	0.022497533	0.0095573775	-0.0893366242	-0.1199197034	0.0135690366	-0.0894745305	-0.1113581891	-0.0061241318	0.046168413	-0.156897346	0.0356432988	0.1300911826	-0.0052997171	-0.0364419675	0.2331019264	0.140953808	-0.0423936575	-0.0468163235	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0170529	-0.0085476499999999	7.306232052249998e-05	0.0002908013984099	0.0136363	-0.0036268999999999	0.00018594867769	1.3154403609999991e-05	0.100087	0.0538122999999999	0.0100174075689999	0.0028957636312899	0.00594575	-0.00060987	3.719414169000002e-07	3.5351943062499993e-05	0.00135222	0.0001778299999999	1.8284989284e-06	3.162350889999997e-08	0.000730444	-0.000381726	1.45714739076e-07	5.33548437136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66571.65150512845	-32.14040647272486	1033.0057282319742	4431784784.120272	119097.62491232857	-681.9647901729913	465075.9750356921	14184244259.757706	64905.06012513828	188.62253525996493	35578.460807896714	4212666829.847816	84986.11122274055	78335.59475566694	1.218986	20.096329	0.10273427	0.0527402	-0.0626394126	0.0615125517	0.0817256403	0.0107235196	0.0347377683	-0.0339996002	0.0382969173	0.0365115566	-0.1469968126	-0.0888209653	0.0212637009	-0.047604144	0.0212888836	0.1012844071	0.0341222564	-0.0560626914	-0.1170593182	-0.0707121291	-0.0580365071	0.1256232012	-0.0448745588	0.1442404549	0.0136351076	0.1160442344	-0.0150332181	-0.0824136036	-0.1384399479	0.1012823962	-0.0526552539	0.0327049131	0.0543821606	-0.0054963263	0.0914893024	-0.0240179258	0.0519946094	-0.0080732459	-0.0956681593	-0.0798166742	0.0625676237	0.0113324583	-0.1194697176	-0.0654076028	-0.0270638784	0.1362795733	0.058061092	0.1109905097	-0.0428311727	0.0008248576	-0.0593355731	-0.0676881485	0.0417940251	0.0874892787	-0.0455727317	-0.1827455768	0.0083533266	-0.1298899176	0.083922494	-0.0158846041	-0.069094475	-0.0370537643	0.0053793119	-0.0066807226	-0.0232758997	-0.1415266486	-0.0098450502	-0.1245333726	0.0088001781	0.0886507073	0.1223698667	0.0969819564	-0.1632553204	-0.0839924049	-0.0649061346	0.155615307	-0.0696881496	-0.0472649277	0.0135051953	0.0731301485	-0.0333618981	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00974633	0.00730657	5.33859651649e-05	9.49909484689e-05	0.0508369	0.0372006	0.00258439040161	0.00138388464036	0.0851639	-0.0149230999999999	0.00725288986321	0.0002226989136099	0.006536	0.00059025	3.483950625000006e-07	4.2719296000000005e-05	0.00130719	-4.502999999999994e-05	1.7087456961e-06	2.027700899999994e-09	0.000961244	0.0002307999999999	5.3268639999999996e-08	9.23990027536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66703.79722653916	132.14572141070676	17462.49168715612	4449396564.439253	120078.63217931733	981.0072669887596	962375.2578847551	14418877906.055782	64981.38577675608	76.32565161779348	5825.605094880781	4222580497.467597	85277.42981150236	77874.48591946006	1.45408	23.972101	0.12282932	0.0743876	-0.1012459518	0.0737635078	-0.0950758446	-0.0495657471	0.1451657912	0.0745657422	0.1086064077	-0.1438770417	0.0794296298	-0.0698490195	-0.0105455345	0.0021611784	0.1190263818	0.1740444715	-0.0267923379	0.091477931	0.1155368973	0.0794300019	-0.104274148	0.1073270061	0.0955807216	0.1532967752	-0.0118833367	0.206688097	0.0408265966	0.0861855833	0.0198958194	0.0443809228	-0.0277871149	-0.1326317157	0.0685961584	-0.0131603424	0.0245640976	-0.0276736534	-0.1044486386	0.1537812653	-0.1067645628	-0.0265371483	0.0620839279	0.0085591162	-0.1159600768	-0.1089351999	-0.0643827448	-0.0044723297	0.0522517297	-0.0169529984	-0.0419150063	0.0123090653	0.1574922849	-0.0736573286	-0.0661059357	0.0744513611	-0.1232063556	-0.1035600631	-0.0541333417	0.048194078	0.2644566732	-0.1345578555	0.0406879407	0.0171437982	0.0348323224	0.0898009256	-0.0915469883	-0.0105835482	-0.2510578067	-0.0894338034	-0.0783422846	-0.1087271349	0.1982684832	-0.0260780597	0.0720459357	-0.1039411405	-0.056113093	0.0389666482	0.0049229231	0.0352725532	0.0266334492	0.1909979796	0.0080243107	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0170466	-0.0073002699999999	5.329394207289999e-05	0.0002905865715599	-0.0141138	-0.0649507	0.00019919935044	0.00421859343049	0.0852707	0.0001068	0.00727109227849	1.140624000000088e-08	0.00586796	-0.00066804	4.4627744160000005e-07	3.44329545616e-05	0.00100341	-0.00030378	1.0068316281e-06	9.228228840000001e-08	0.000998855	3.761100000000011e-05	1.4145873210000082e-09	9.977113110250002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66575.45044004689	-128.34678649227135	16472.897602892688	4432290601.295139	119683.170029029	-395.46215028832376	156390.31231066477	14324061188.197466	64867.7289892146	-113.65678754147666	12917.865354248364	4207822264.218192	85288.73257819525	78465.3207956098	1.667532	27.491095	0.17970005	0.0895302999999999	-0.0328951087	-0.092070486	0.0148049413	-0.0894273023	-0.045395245	0.0461297737	0.0485266874	0.0924905582	0.0011454484	-0.0341801718	-0.0976916529	-0.0362781512	-0.1402356367	0.1210542061	-0.0795449789	0.0261249945	-0.0106095209	-0.0239638934	0.1023629794	0.1403476918	0.0643696709	-0.0918339521	-0.1191713801	-0.0271041054	0.0591643134	0.0189594239	0.0739484965	0.0671933175	-0.0709200911	0.01344549	-0.0617963988	0.0782340382	0.0630850415	0.0835895232	-0.1341384195	0.1028949293	-0.0604031041	0.0434958914	-0.1819664673	0.0001107653	-0.0454331779	0.0548214536	0.1447720225	0.0760158202	-0.1113899354	-0.0767142277	-0.0255404738	0.0612561435	0.0969057612	0.0247517633	-0.0725183007	-0.027167931	-0.023979808	-0.0890833652	-0.0121027259	0.0237414212	0.0169959471	-0.1909588606	-0.0654850113	0.0834871251	-0.1044447995	0.1359628516	0.0477239708	0.0346376904	0.0523936798	0.0095828305	-0.0334189644	-0.0704475884	-0.0527738933	0.0409338038	-0.0566810618	0.0865022862	0.1169295411	0.1960746618	-0.0283719649	-0.0200546634	0.0591002444	0.068995522	-0.2084770928	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0170044	4.219999999999918e-05	1.780839999999931e-09	0.0002891496193599	0.0164023	0.0305161	0.00026903544529	0.00093123235921	0.02649	-0.0587807	0.0007017201	0.00345517069249	0.00459789	-0.0012700699999999	1.6130778048999996e-06	2.1140592452100004e-05	0.00127215	0.00026874	1.6183656225000002e-06	7.22211876000001e-08	0.000730444	-0.000268411	7.204446492100004e-08	5.33548437136e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66487.90832385575	-87.5421161911363	7663.622107222409	4420641953.281446	119574.194201995	-108.97582703400984	11875.730877746431	14297987919.056414	64831.74443272954	-35.98455648506206	1294.888305426622	4203155086.190757	85130.26220843638	78950.54776304649	1.374536	22.66074	0.11409795	0.0594873	-0.0354342586	0.0858787874	0.1406228434	-0.0555945341	-0.0098265147	0.0192210824	-0.0752798979	-0.0014966246	-0.1182201827	-0.0901298619	-0.0093699148	-0.0276617026	-0.1496021716	0.0674751744	0.0112922454	-0.0515447544	-0.0934064878	-0.1196404219	-0.0905350734	0.0087539326	0.0420209517	-0.0661221519	-0.1116199769	-0.0943790314	0.0751740096	-0.0506714684	-0.0656576829	-0.027773281	-0.01432035	-0.0030488375	0.0519427511	-0.0387165032	-0.0071844026	-0.0261385583	-0.0161645702	0.0826742236	-0.0326897716	0.0405937132	0.0592372959	-0.052919151	0.0513232276	0.0302962859	-0.0427309006	0.0448778448	-0.158677315	-0.0008490569	0.0016344809	-0.0112568282	0.0431394317	-0.1286018514	-0.0396453784	0.0974453657	0.0274022988	-0.0394135825	-0.0781667459	-0.0827768728	-0.0096822217	-0.0069498918	0.0131959267	-0.0056409185	-0.2291796154	-0.0390266775	-0.0047866713	-0.0801006986	0.0653254885	-0.0436682762	0.0150675696	0.0493569984	-0.0039386388	0.1631889856	-0.0031867072	0.072163768	0.0474325328	-0.0119211777	-0.0646037065	-0.0434127002	0.0398405609	-0.028675476	0.1273222446	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0292889	-0.0122845	0.00015090894025	0.0008578396632099	0.0523693	0.035967	0.00274254358249	0.001293625089	0.00218055	-0.02430945	4.754798302499999e-06	0.0005909493593025	0.00529981	0.00070192	4.926916864e-07	2.8087986036100003e-05	0.00114333	-0.00012882	1.3072034888999995e-06	1.6594592400000053e-08	0.000730444	0.0	0.0	5.33548437136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66360.11259674744	-127.79572710831415	16331.747867142703	4403664543.852998	119226.44195176124	-347.7522502337524	120931.62754263837	14214944460.476692	64629.40593369745	-202.33849903208463	40940.868190556925	4176960111.342648	84963.53380170863	76771.48574603602	1.497808	24.693022	0.1000099	0.0491062	-0.0087529085	0.0398655746	-0.1064979602	-0.0642144511	0.0939699493	0.0328596817	-0.0286090821	-0.1150860918	0.1142894809	0.0355138886	-0.0632838532	-0.1693907986	-0.012685742	-0.0451008607	0.0441660812	0.0821204765	0.0898488837	0.0606590441	-0.1184441675	-0.0844377928	0.0681804837	-0.1439305206	-0.1641931327	-0.0625768323	0.1011733694	-0.0795704294	0.0121144252	-0.009563334	0.0247437565	-0.0026995791	0.0562354441	-0.025159206	-0.0234691235	0.0169950596	-0.1486668742	-0.0417096339	0.0186265719	-0.0137750262	-0.0299312069	0.1024469373	-0.0421157052	0.0217118417	-0.0353408301	0.0200962142	0.0427003857	0.080208824	0.0270084886	-0.0331350899	0.0630049076	0.0693954369	-0.0409825203	0.01288469	-0.0083420272	0.1104955331	-0.0307363719	0.0863141029	0.1600898461	0.0131477289	0.0950037654	0.1095272857	-0.1848184804	-0.0352576054	0.0653161759	-0.0569479085	0.0169801383	-0.041690966	0.0460965267	-0.0882692448	-0.0652776587	0.0163965414	0.0548883144	-0.0426930872	0.0467264048	0.0125026957	-0.0350753208	-0.0508430477	0.0208984183	0.0353208557	0.042752977	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0169896	0.0122992999999999	0.0001512727804899	0.00028864650816	0.0295863	-0.022783	0.00087534914769	0.000519065089	0.00988165	0.0077011	9.76470067225e-05	5.930694121000001e-05	0.00456164	-0.00073817	5.448949489000009e-07	2.08085594896e-05	0.00106842	-7.490999999999986e-05	1.1415212964e-06	5.6115080999999806e-09	0.000398994	-0.00033145	1.098591025e-07	1.59196212036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66304.5206754751	-55.59192127233837	3090.461710749867	4396289462.004505	119292.08211892143	65.6401671601925	4308.631544818015	14230600856.267494	64536.84008227323	-92.56585142422408	8568.43684989153	4165003727.804908	84746.40733686488	77007.88045720443	1.244597	20.518555	0.1164884	0.0780576999999999	0.0443947783	-0.0590591129	-0.0712066411	-0.0532772631	-0.0707477979	-0.0628935033	-0.0130032015	-0.0264858139	0.088896891	0.0226167792	-0.0618371472	0.0240831412	0.0320809486	-0.1574420843	0.0404318735	-0.0329270212	0.0676381389	-0.0070549188	-0.062963527	0.0261603902	0.009539824	0.1459434167	-0.2048659159	-0.0367630836	-1.60362e-05	0.1080472934	-0.0417485975	-0.120280796	-0.0868940339	0.0742366653	-0.0748321203	-0.028659582	-0.1075525872	-0.075519171	0.0420675552	0.0729106578	-0.0238756721	-0.0113911862	-0.0603230891	-0.1110195134	0.0728773095	0.0534322147	-0.0039890985	0.1492766806	0.0898794279	-0.0196567982	-0.0917518762	0.0454435477	-0.0388275539	0.0032842463	0.0824386867	-0.0229238468	-0.0092778601	0.1536988272	0.1162273268	0.0684410832	0.041358344	-0.0188076848	-0.0945707901	-0.0162981794	-0.1214952413	-0.1326749579	-0.2088977833	-0.0429947493	-0.1210634856	-0.039810123	-0.0865544124	0.1178723524	-0.1509950071	-0.0002415825	0.0044815179	0.1242914649	0.0348137276	-0.0735098704	0.0930648202	-0.0181526923	-0.0055131012	-0.066975554	-0.0834116162	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0231188	-0.0061291999999999	3.7567092639999975e-05	0.00053447891344	0.0495729	0.0199866	0.00245747241441	0.00039946417956	0.0251384	0.01525675	0.00063193915456	0.0002327684205625	0.00318017	-0.0013814699999999	1.908459360899999e-06	1.01134812289e-05	0.000955879	-0.000112541	9.13704662641e-07	1.2665476681000016e-08	0.000390688	-8.306000000000025e-06	6.898963600000042e-11	1.52637113344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66355.68958805248	51.16891257738462	2618.2576143520296	4403077540.7059765	119067.24865570448	-224.8334632169572	50550.08618213084	14177009702.43936	64614.95063779037	78.11055551713798	6101.258883195895	4175091845.9240856	84755.025237115	76442.88080429303	1.078151	17.774508	0.07965165	0.041735	0.0602219429	-0.1110784625	-0.0581135804	0.0402812037	-0.0311763211	-0.0591040979	0.0273849699	0.0771118015	0.0360373047	0.0266479615	-0.0182677087	-0.0052717989	0.0180827736	-0.0872719007	0.0242589191	-0.0255624925	-0.0251398044	-0.0280948836	0.101786501	0.0292649439	-0.1144481155	0.0012368746	0.0724493313	0.0103229856	0.1248051864	0.033095491	-0.0437461567	-0.0582624561	0.0287028455	0.0318591893	-0.060666635	-0.0254695744	0.0393381704	-0.001447382	-0.0144963245	-0.0291091958	0.0062073629	0.0674964733	-0.0140264157	-0.0646436185	0.0239966035	-0.0026511615	-0.0064265074	0.0857673522	-0.0113335907	0.0621804099	0.1250446978	0.0633304441	0.0439747573	0.1091390315	0.0760315602	-0.0556443983	0.0014937904	0.0115990759	0.1129064062	0.0566713955	-0.0879617487	0.0542378766	-0.0764660504	-0.0710251114	-0.010646097	0.049589061	0.0204664952	-0.0389557778	0.0901442681	-0.0452102498	-0.0219232063	-0.0084363322	0.0805950787	-0.0173221044	-0.0446387377	-0.0674151072	0.0082686934	-0.0787034963	0.0091162201	0.0208621699	-0.0637939551	-0.0728432406	-0.0328623951	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0339189	-0.0108001	0.00011664216001	0.00115049177721	0.0301837	-0.0193892	0.00091105574569	0.00037594107664	0.0251299	-8.500000000001562e-06	0.00063151187401	7.225000000002656e-11	0.00251994	-0.0006602299999999	4.359036528999999e-07	6.3500976036e-06	0.000728275	-0.0002276039999999	5.30384475625e-07	5.1803580815999986e-08	0.000491931	0.000101243	1.0250145049000011e-08	2.41996108761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66444.92347088618	89.23388283369422	7962.685845577469	4414927855.051921	119126.20030003117	58.95164432669117	3475.2963688206987	14191051597.923143	64569.75987624447	-45.19076154589857	2042.2049290982648	4169253890.47587	84730.95871740108	77520.16283866994	1.120566	18.473766	0.0615876	0.0264722	0.0168093718	-0.0758420314	0.0245461041	0.1047214431	0.0140262828	-0.0763912702	0.0443165425	0.0752440493	-0.0735596777	-0.0169813717	0.0192717505	-0.0830887103	0.0562261257	-0.1095387108	0.0133635977	-0.0954321	0.0225257332	-0.028382155	0.0550339473	-0.0343054864	-0.1053178304	-0.0171108571	0.0301010099	0.0565061731	-0.0254672917	-0.1334175942	-0.0806388685	0.0214756969	0.0689164716	0.1096307998	-0.0090076301	0.0658088078	0.0783857511	0.0871088377	-0.0147663018	0.0371622488	0.0906889201	0.124732526	-0.0106580583	-0.0309931076	-0.0770114733	-0.1113522096	-0.0153680241	-0.0613166859	0.1053451648	0.0249007866	0.0246472045	0.0432037355	0.0661357676	0.2066449549	0.081756362	-0.0645947357	0.01800311	-0.027009771	0.108262948	-0.0359004188	-0.003415657	0.1431731618	-0.0491326161	0.0589941366	0.0716184735	-0.0404847306	0.0063375329	-0.0072960507	0.0825838538	-0.1064650421	0.1739148287	-0.0302324234	-0.0005700177	0.0046197698	-0.1095196052	-0.1294840335	0.0314572637	0.1230109326	0.0055693426	0.0880321131	-0.0795508391	-0.0227301259	-0.1139527855	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0236491	0.0102698	0.00010546879204	0.0005592799308099	0.0436211	0.0134374	0.00190280036521	0.00018056371876	0.0366097	0.0114798	0.00134027013409	0.00013178580804	0.00264391	0.00012397	1.5368560900000037e-08	6.9902600881000006e-06	0.000877308	0.000149033	7.696693268640001e-07	2.2210835089000005e-08	0.0007469399999999	0.0002550089999999	6.502959008094898e-08	5.579193635998507e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
