global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
66655.64925897829	n/a	n/a	4442975578.135933	119911.78359993405	n/a	n/a	14378835846.117413	64201.53975214325	n/a	n/a	4121837706.546031	84696.45910243601	77324.28122149689	n/a	n/a	n/a	n/a	0.0980275629	-0.0318564711	0.0970263335	-0.0864680247	0.0111966415	-0.0046243033	0.025818884	-0.0569003287	0.064581948	-0.0201454431	0.0330970527	0.0469777191	-0.0018535292	0.0381723994	-0.0725090448	0.0015150951	0.0488681123	-0.0075675389	-0.0056664434	0.0572919319	-0.0436489961	0.0197546052	-0.0613346055	0.0878006551	-0.0227368802	0.00440546	-0.0577703647	0.0660690056	-0.0286651763	0.0188966885	-0.0272224219	0.0562308893	-0.0174344953	0.0165998374	-0.0052287306	0.0131105834	-0.0029564979	-0.0338458636	0.1181829888	-0.0306870765	0.0826759614	-0.0272426413	-0.0236396027	0.0362898884	0.0285232858	-0.0018754821	-0.0288872104	0.0870777278	-0.0691597838	0.071058247	-0.0100552578	0.0983959992	-0.0345568996	0.135000745	-0.0062874156	0.0483735783	-0.0225100103	0.0307890685	0.0412872584	-0.0776226714	0.0028631652	-0.0243571571	0.0503729008	-0.0304300075	0.0127621057	-0.0211557442	0.0728475311	-0.0421838744	0.0109902984	-0.0125053583	0.0306539826	-0.0633035257	0.0307341058	-0.1555714308	0.1811071305	-0.0347200312	0.075406389	-0.0240152534	0.0248403973	-0.0283720636	0.0329498372	-0.0252338642	0.0879870511	-0.0526862745	0.042011492	-0.0078009834	-0.0278086987	0.0602328298	-0.0242924398	-0.0388916908	-0.002247105	0.052936449	-0.048057506	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.0651195	n/a	n/a	0.00424054928025	0.0298077	n/a	0.0008884989792899	n/a	0.116605	n/a	0.013596726025	n/a	0.00136726	n/a	n/a	1.8693999076e-06	0.000278947	n/a	7.7811428809e-08	n/a	-0.000106682	n/a	n/a	1.1381049124e-08	0.0	0.0	0.0
66502.43143013536	-153.2178288429277	23475.703075340687	4422573386.119855	119690.56855520284	-221.2150447312015	48936.09601542747	14325832201.067713	64243.47172981195	41.93197766869707	1758.29075120811	4127223659.899147	84499.08231684846	77946.60100374269	1.447298	23.840954	0.0738156499999999	0.0381569	0.003431743	0.1273973446	0.0129309757	-0.0070971355	0.0904383926	-0.0080548066	0.0355494355	-0.0900014369	0.0101792073	-0.0581263072	-0.0206041521	-0.0610837705	0.0890632911	-0.0041017869	-0.086025668	0.0770715094	0.0378558964	-0.0823566346	0.0947317449	-0.083591834	0.0275837433	-0.0304396996	-0.0152994274	0.0247960121	-0.0819965478	0.0436617015	-0.0138651906	-0.074960239	-0.0554974395	-0.040144749	-0.0655646117	-0.0215976216	0.0825607369	0.0039904196	0.0009115764	-0.0287593178	-0.0768517015	-0.0107578977	-0.1084038953	0.0121680327	0.0948859892	-0.1254690638	-0.1157255632	-0.0030930027	-0.0412385774	0.0649819042	0.0763021918	-0.0473312695	-0.027825723	0.1030318358	-0.1035576079	0.0591009283	-0.0072829466	-0.1187275676	-0.001286922	-0.0310753848	0.0997978648	-0.0476610252	0.0888381354	-0.0001041749	-0.0661328648	0.0100206705	-0.0601625228	-0.0501537706	-0.0571572613	0.0524867387	0.0893876778	0.061946493	-0.032143896	0.0569586221	-0.0392817297	0.0291035525	-0.0377403903	-0.0412047712	0.0088366089	-0.0114465845	0.055869061	0.1642966227	0.0073234484	-0.0463551505	-0.0198328108	-0.0596625949	-0.0487551524	-0.0752890449	0.1344856654	-0.0532344885	0.0362324972	-0.0017550294	0.0630024968	0.0821278087	0.0976069428	-0.055344695	0.0518671741	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.051816	-0.0133034999999999	0.0001769831122499	0.002684897856	0.0612579	0.0314502	0.00375253031241	0.0009891150800399	0.109531	-0.0070739999999999	0.011997039961	5.004147599999996e-05	0.00131313	-5.412999999999989e-05	2.930056899999988e-09	1.7243103969e-06	-0.0	-0.000278947	0.0	7.7811428809e-08	0.0	0.000106682	1.1381049124e-08	0.0	0.0	0.0	0.0
66645.89906328956	143.46763315419958	20582.961762867984	4441675861.95418	119844.64294916722	154.07439396437258	23738.91887548869	14362738443.613377	64370.20126693861	126.72953712665912	16060.375580337271	4143522811.146185	84637.07995187478	78347.07152081569	1.333473	21.965937	0.05693125	0.033823	-0.0943785914	-0.0661039991	0.0229303523	-0.0330100197	0.0351518566	0.0100862147	-0.0243670829	-0.0444220326	-0.0530492278	-0.0638537176	-0.1504026077	-0.0500919443	0.0484905804	-0.1452664169	0.0004315182	0.1369214628	-0.0545125887	-0.0548110163	-0.0358071028	-0.0915499119	-0.0169973266	0.0127495278	-0.0163270993	0.0279921759	0.0306335675	-0.0619272441	-0.1027491294	-0.0489100643	-0.0486065713	0.062183741	-0.0130738046	-0.0487388025	-0.0871337633	-0.1246498092	0.005624318	0.0332858739	-0.0519157835	-0.1005119678	-0.1068454225	0.0422139625	0.0950050384	0.0224470226	0.0661777154	-0.0289274972	0.0906621697	-0.0226631285	0.0417058021	-0.0225101397	-0.1384046732	0.0731820129	0.1348126762	0.076375351	-0.045657202	0.0182160749	-0.0221107037	0.0063202849	-0.0470999721	0.0266937769	0.0367047548	0.0962732418	-0.0470076901	-0.022797173	-0.0645923688	0.0696982507	-0.1051630024	0.064490577	0.0309936691	0.0027867611	-0.0383967375	-0.0479240297	0.0885129966	-0.0159704637	-0.1260045945	0.0022442205	0.1882507878	0.0288250047	-0.017316887	-0.0383068852	0.2180895244	0.0384415189	0.0409177628	-0.0974086411	-0.0144773556	-0.0060028733	0.1327442444	-0.0337031911	-0.1085155745	-0.0809676249	0.0993114493	0.0045228824	-0.1113282363	0.043342214	0.0101494339	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0481402	-0.0036758	1.351150564e-05	0.00231747885604	0.0572417	-0.0040161999999999	0.00327661221889	1.612986243999998e-05	0.102812	-0.006719	0.010570307344	4.514496100000004e-05	0.00181914	0.0005060099999999	2.560461200999999e-07	3.3092703395999995e-06	7.46787e-23	7.46787e-23	5.5769082336899997e-45	5.5769082336899997e-45	-0.000344395	-0.000344395	1.18607916025e-07	1.18607916025e-07	0.0	0.0	0.0
66618.44066694834	-27.45839634121512	753.9635296312559	4438016636.895717	120875.27023210752	1030.6272829403024	1062192.59634091	14610830953.68502	64321.53878076604	-48.66248617257224	2368.037560495785	4137260351.125589	84856.31900188625	78319.15618782231	1.311807	21.609041	0.1285836999999999	0.0764871	0.0644837435	-0.0164068377	-0.074058218	-0.0085119549	-0.0091484914	0.01066335	-0.0235940624	0.0939531891	0.0797960927	-0.0615946017	-0.0673703601	0.1322375596	0.1050367947	0.0502639733	-0.101803567	-0.1429343017	-0.0331385025	-0.050939037	0.0116295699	0.0819081332	0.0515962213	0.0336731482	0.0201152677	0.0831042144	-0.0498520893	0.0659362233	-0.0768516328	0.0678697543	0.0456009401	0.1465556149	0.1010196235	0.0253742775	-0.0988231926	-0.0170119375	0.0889095669	0.0477055134	0.0173189142	0.0516300671	0.0374051968	0.0211394616	-0.0476411395	0.0677084921	0.0492423324	0.0012506404	-0.0954245899	-0.0550512956	-0.0033745362	0.0707024169	-0.0871340362	0.0230568222	0.0346229879	0.0181909673	-0.0804906867	0.0696706035	-0.0465022712	-0.117641151	-0.0796459842	0.0493299174	-0.0638448437	0.008538943	0.0233014543	-0.0122598266	0.0819007747	-0.1370681102	-0.0988806911	0.0096186671	0.0671521833	-0.1061661167	0.0787769452	0.0248248494	0.011434628	-0.0794466852	-0.1419863616	-0.0361174412	0.0367179048	-0.0808409585	0.0464149932	-0.1381741721	0.0835034367	0.1557160504	0.041250178	-0.0762802177	0.0002465539	0.044426432	0.0642561006	-0.0889202874	-0.0102318654	0.0560721662	-0.0340610948	0.0007412788	0.0103025859	0.0621532577	0.0312153447	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.0558317	0.0076914999999999	5.915917224999996e-05	0.00311717872489	-0.0110455	-0.0682871999999999	0.00012200307025	0.0046631416838399	0.109538	0.0067259999999999	0.0119985734439999	4.5239075999999945e-05	0.00115857	-0.0006605699999999	4.363527248999998e-07	1.3422844449000002e-06	0.000222597	0.000222597	4.9549424409e-08	4.9549424409e-08	-0.000309982	3.441300000000001e-05	1.1842545690000007e-09	9.6088840324e-08	0.0	0.0	0.0
66648.7135904795	30.272923531156263	916.4498991232348	4442051023.265767	119767.1797184202	-1108.090513687319	1227864.5865238262	14344177337.704365	64330.80815991427	9.269379148230655	85.92138979365326	4138452878.507692	84888.51748224307	78434.07467624308	1.263121	20.807053	0.1137026499999999	0.060574	0.0098500478	0.1314701772	-0.0152156515	0.0146963397	0.0001766899	0.0237102638	0.0359628086	-0.009615762	-0.1349075944	-0.0667233796	0.1063236796	-0.0595143543	-0.0219513559	0.0051754056	-0.0092931037	0.0410520711	-0.026085571	-0.0613350549	-0.0313575559	-0.0323296588	-0.0454895711	0.0486562673	-0.0969214589	0.0290655196	0.0048316234	-0.0032004886	0.0105704464	-0.0108162852	-0.0050089121	-0.0514623496	-0.0750445229	-0.0605629274	0.0888237865	0.0249299458	-0.042344742	-0.0521147805	-0.0523097212	-0.0213885629	-0.0024591926	0.0258213076	-0.0346856003	0.0730039159	-0.0672333235	-0.0493097209	0.1379594464	0.0620801968	0.038998214	0.0179824241	4.65069e-05	-0.0052429368	-0.0046264692	-0.0504779522	-0.0076110747	0.0499479843	0.0330898149	-0.0826527239	-0.000613409	-0.0801592325	-0.0358976215	-0.0420324331	-0.1281373293	0.0696319964	-0.0808258344	0.0597842663	0.0152805897	0.0009743762	-0.0304936472	0.0376614399	-0.015161198	0.0284427784	-0.0006363851	-0.0458279434	0.0030357809	0.0518311078	-0.0662431354	0.016906021	-0.0531219701	-0.0037179922	-0.0551561525	-0.0965100682	0.0416918283	-0.0135168067	0.0581347298	0.0169350299	0.0963573132	-0.0128914168	0.0057177662	0.0550186048	0.0004450468	0.0148297593	-0.0927863003	-0.0637536417	-0.0887633288	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0487124	-0.0071192999999999	5.068443248999993e-05	0.00237289791376	0.0284478	0.0394932999999999	0.0008092773248399	0.0015597207448899	0.0857591	-0.0237788999999999	0.00735462323281	0.0005654360852099	0.00187481	0.0007162399999999	5.129997375999999e-07	3.5149125361e-06	0.000161771	-6.082599999999999e-05	2.6169856441000004e-08	3.6998022759999988e-09	-0.000399139	-8.915700000000003e-05	7.948970649000005e-09	1.59311941321e-07	0.0	0.0	0.0
66563.67330903871	-85.0402814407862	7231.849467528126	4430722604.392433	120078.32447126484	311.14475284464424	96811.05722275475	14418804007.826365	64268.06795146571	-62.740208448558406	3936.33375616856	4130384558.214214	84675.82067146008	78652.72584186423	1.216837	20.044636	0.09886614	0.052458	-0.1233318724	0.0481856631	0.0198333902	-0.0340327875	-0.0324320483	0.0058424105	-0.0156523196	0.0157622704	-0.1084808878	0.0018186474	-0.0266918393	-0.0014501193	0.0190309655	0.0885347888	0.0934963677	-0.0116482961	0.0002583724	-0.0450790448	-0.1095538715	0.0306191553	0.0408021609	0.0093188939	0.0509967164	0.1363657181	0.0532781117	0.0029862331	0.0549946296	-0.025777651	0.0345594086	0.0295241696	0.0178068494	0.0098409465	-0.0242674686	0.0286669271	-0.0695490475	-0.0103487472	-0.0098338	0.0599998102	-0.0028066007	-0.0380228699	0.0910945942	-0.0520109624	0.0370668143	-0.0092737748	0.0392114613	0.0664944345	0.0233977847	0.1519976849	0.0463555478	0.0522548326	-0.0611679726	0.0342834569	0.0184603463	-0.0219576575	0.1171689646	0.1040172895	-0.0565383153	0.0476589825	-0.0231505272	0.0688042756	-0.1205837092	-0.0283472594	0.0291366493	-0.0142783258	-0.0044216153	-0.0671917073	-0.0105744409	0.0167921183	-0.0209995483	0.0557340705	0.0290335652	0.122044547	0.0427638951	0.0100428027	-0.0280972825	0.0136860166	-0.0710360831	-0.0470802799	-0.0176089323	0.0169686171	0.0174351447	-0.0535076856	0.0394598606	0.0814261582	-0.0395740936	-0.0448476984	-0.0457100067	0.0279766669	0.0227654885	-0.0281343987	-0.0426850072	0.0412378775	0.0241996852	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.0500603	0.0013478999999999	1.8168344099999973e-06	0.00250603363609	-0.00299144	-0.03143924	8.9487132736e-06	0.0009884258117776	0.107752	0.0219928999999999	0.011610493504	0.0004836876504099	0.00122386	-0.00065095	4.237359025e-07	1.4978332996e-06	1.0151200000000001e-22	-0.000161771	1.0304686144e-44	2.6169856441000004e-08	-0.00046814	-6.900099999999996e-05	4.761138000999994e-09	2.1915505960000003e-07	0.0	0.0	0.0
66526.70469169841	-36.96861734030245	1366.6786680537105	4425802437.136447	120380.37537619556	302.05090493071475	91234.74916946368	14491434775.71375	64234.01416620575	-34.05378525995911	1159.6602905314085	4126008575.904321	84710.81360417759	79018.34865758737	1.199549	19.759853	0.1030979399999999	0.0567928	-0.0829296624	-0.0366883318	-0.0043995883	0.0496502485	0.1263994125	0.0588834432	-0.0407908562	-0.0282471597	-0.0702510419	0.0886588669	-0.0672293245	0.0147074624	-0.0229998108	-0.0216074881	-0.1064633415	-0.0127836709	0.0687480911	0.043696822	-0.075390341	-0.0068838802	-0.1168306066	0.0171130657	0.097646757	0.0726743683	-0.054508469	0.1811584309	-0.0145123885	-0.03913932	0.1169671446	-0.028606994	-0.0449293263	-0.0728093348	-0.0026553263	-0.0271384442	-0.011984348	-0.095521955	0.0604546184	0.0345323476	0.0739661146	0.0400621143	0.0614517283	0.0713574506	0.119783753	0.0393243752	-0.0160158541	0.0770679214	-0.0496916563	0.0174586352	-0.0251048496	-0.1201840159	0.0540711493	0.0497663069	-0.118995468	0.0279147101	0.0276367663	-0.0964942008	0.079039624	-0.1024568143	0.0359997745	0.0833558628	-0.0091254194	-0.0149188917	0.0672239407	0.0751438061	0.065662314	-0.0308979094	0.1011421716	-0.0567734798	0.0407539047	-0.0395009487	0.0322803585	-0.0276240198	-0.050544323	0.0594434794	-0.0472551866	0.0609855314	0.1229637358	-0.0123156651	-0.0595439219	-0.0998859397	-0.1277338767	-0.092722247	0.0213510887	0.1148593966	0.0251834413	0.0313131854	-0.0182383208	0.0341444393	-0.0038275154	-0.009753237	-0.1057097577	-0.0614579768	0.088515221	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0463835	-0.0036768	1.3518858240000006e-05	0.00215142907225	0.040219	0.0432104399999999	0.0016175679609999	0.0018671421249935	0.0997364	-0.0080155999999999	0.00994734948496	6.424984335999996e-05	0.00188977	0.00066591	4.434361281e-07	3.5712306529e-06	0.000297992	0.000297992	8.8799232064e-08	8.8799232064e-08	-0.00046814	0.0	0.0	2.1915505960000003e-07	0.0	0.0	0.0
66513.29920892058	-13.405482777830912	179.70696850672118	4424018971.655396	119995.9720223862	-384.4033538093645	147765.93841988745	14399033301.59729	64211.43529538856	-22.57887081718945	509.8054073793296	4123108422.693872	84618.40998495916	77252.70586659099	1.320181	21.74699	0.12778205	0.0710241	-0.0109279753	-0.0914043711	0.0654803003	-0.072500234	-0.0387032428	0.1035653427	0.0391026782	-0.0255161594	-0.0279123245	0.0159089592	-0.03530979	0.0731402004	-0.0820144962	-0.0533547528	0.0824621779	0.0232521531	0.0620214189	0.0084170589	-0.1197246474	0.0031355089	0.1053278192	-0.063198953	-0.0804522079	-0.063245173	-0.0292562859	-0.0203425763	0.0061225273	0.0091008816	-0.0155485647	-0.0772980866	0.0001106578	-0.0756673889	0.0047979503	0.0436102287	-0.0908969205	0.1409711234	-0.0113961436	-0.0751644082	0.0210597364	0.0098778431	0.0552110657	0.0634945306	0.0439273298	0.0916730257	0.0376619725	-0.0002237529	0.076592673	-0.0128733689	0.0502812862	-0.04022311	-0.0870079774	0.0483580737	0.0689084867	0.1005399451	-0.0856943796	0.0151418258	0.0106088621	-0.0397768646	0.0263026241	0.0371353484	-0.0082706179	-0.0089909448	0.1085094027	0.0423349049	-0.0165611134	-0.0780335666	-0.0899973628	0.0308878058	-0.0843198174	0.0238264212	0.0545324248	-0.0256939736	0.0445356982	-0.0108729101	0.1175613372	0.0953260482	-0.0138151636	0.0538048641	0.0163404502	0.0660737062	0.093974353	-0.020733555	0.0299222241	-0.0084083184	0.0061712134	0.0857307944	-0.1027201328	-0.0183983665	-0.0317401632	0.007794232	0.0925126044	0.083373868	0.0840857803	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.0495084	0.0031249	9.76500001e-06	0.00245108167056	-0.0186146	-0.0588336	0.0003465033331599	0.00346139248896	0.109503	0.0097666	0.011990907009	9.538647556e-05	0.00115857	-0.0007312	5.3465344e-07	1.3422844449000002e-06	0.000144366	-0.000153626	2.0841541956e-08	2.3600947876000012e-08	-0.000231827	0.0002363129999999	5.5843833969e-08	5.3743757929e-08	0.0	0.0	0.0
66661.8573194337	148.5581105131132	22069.51219922636	4443803221.276535	120371.4065798153	375.4345574291074	140951.10691198971	14489275522.003202	64293.03623306139	81.60093767283252	6658.713029085497	4133594508.065746	84801.18443177847	78063.77034376924	1.190373	19.608694	0.0837583499999999	0.0600422	0.0066495156	-0.0674899984	0.0129564086	0.0257072949	0.0786246199	0.0149225632	0.015534956	-0.0646007851	0.0580246193	0.0504333345	-0.0329605418	-0.06054869	-0.0424605035	-0.0934111749	-0.0126957051	-0.0595595162	0.0472923616	0.08492776	-0.0106350663	0.0114778596	-0.0806943269	-0.0448635129	0.0717634361	-0.0761823668	0.0983335629	0.0041603438	-0.1067700401	0.0974316441	-0.1806812303	-0.1752157995	-0.0049973601	0.0720379636	-0.011649973	0.1132456257	-0.0891811474	-0.0937619558	0.0433061502	0.0458082846	0.0451747405	0.1244845055	0.025354541	-0.0120414616	0.0625794258	0.0411401412	-0.0671857285	0.03700623	-0.0385261252	-0.001274069	0.0176668048	-0.0765278592	0.0144104262	-0.080364756	0.0143862135	-0.1472634453	0.0344519317	-0.0555166838	0.0902892888	0.0134921976	0.0582028487	0.0041113906	0.0662907851	-0.0220767631	0.0056859241	0.0994359351	0.0618252351	0.0443140249	-0.0221891899	0.0646243624	0.0176842312	-0.0023778914	-0.0741492608	-0.0789935385	0.027128924	0.0038016211	0.0936066739	0.0355191858	-0.077601721	0.1125116693	-0.0429036065	0.0363380425	-0.2614564047	0.0743528077	0.010898068	-0.0779274785	0.0312545417	0.1166129555	0.0440212248	0.1025700466	0.0444006522	0.1282572276	-0.0748080302	-0.0479800987	-0.0172540933	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.0492578	-0.0002506	6.28003600000018e-08	0.00242633086084	0.0402177	0.0588323	0.00161746339329	0.00346123952329	0.104094	-0.0054089999999999	0.010835560836	2.925728099999997e-05	0.00136585	0.00020728	4.29649984e-08	1.8655462225e-06	-5.293960000000001e-23	-0.000144366	2.802601248160001e-45	2.0841541956e-08	-0.00026551	-3.368300000000001e-05	1.1345444890000007e-09	7.04955601e-08	0.0	0.0	0.0
66680.99768737426	19.14036794056301	366.3536849001323	4446355452.583611	121035.2660269624	663.8594471471006	440709.365566454	14649535622.21756	64323.29509644635	30.258863384959117	915.5988133496191	4137486292.06452	85033.11194368012	77639.63374360184	1.266122	20.856483	0.05838379	0.036474	0.039357442	-0.044142717	-0.0109072019	-0.0852484175	-0.0882934926	0.1497257639	0.0165744411	0.0966396472	0.1221299002	-0.0276329257	-0.0573118234	0.0318574834	-0.0358306298	0.0740864019	-0.054893878	-0.0808378191	-0.0427496322	-0.0471799691	0.0194576228	0.1328788833	0.0171397974	-0.0181017906	-0.0616960961	0.0063633961	-0.0834053919	0.0255146973	0.1422926819	-0.0453194954	0.0417654961	-0.0350860191	0.0221443418	-0.1011386993	-0.0196394615	-0.0174781252	-0.0066404166	-0.0475185639	-0.0871338421	-0.0992733379	-0.0020321554	-0.0219677717	0.0635677104	-0.1318439606	0.0539483349	0.0038393923	0.0004114853	-0.052831374	-0.1075111153	-0.0364075447	-0.0384472968	-0.0794527622	0.0035559169	0.0179192328	0.0100957156	0.0606138925	-0.0077931157	-0.0692799206	0.0613038907	0.0001471387	-0.0766017862	-0.0540913451	0.1197325082	0.0119856562	0.0362675032	-0.0502253098	0.0463851613	0.1083691493	0.0079784353	0.1354751966	0.0638857659	0.0176528759	0.1027109919	0.0941880743	-0.0021537337	0.0255551329	0.0390346156	0.0329828242	0.0673230684	-0.0179757728	0.0859937924	-0.0266638129	0.12186004	-0.0647774807	0.0659692598	0.00733989	0.038478585	0.0109387104	-0.0981756985	-0.0335732398	-0.1245188793	0.0240748582	-0.0387755724	-0.0300164101	0.0567759054	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.0479522	-0.0013055999999999	1.7045913599999923e-06	0.00229941348484	0.0066486	-0.0335691	4.420388196e-05	0.00112688447481	0.102067	-0.002027	0.010417672489	4.1087290000000046e-06	0.00149499	0.00012914	1.6677139600000006e-08	2.2349951001e-06	9.78718e-05	9.78718e-05	9.57888923524e-09	9.57888923524e-09	-0.00046814	-0.0002026299999999	4.105891689999999e-08	2.1915505960000003e-07	0.0	0.0	0.0
